Date,price30rsiUSD
2016/01/01,53.834
2016/01/02,54.184
2016/01/03,54.993
2016/01/04,54.423
2016/01/05,54.596
2016/01/06,54.53
2016/01/07,55.759
2016/01/08,55.46
2016/01/09,59.54
2016/01/10,60.645
2016/01/11,58.378
2016/01/12,64.155
2016/01/13,60.826
2016/01/14,61.29
2016/01/15,65.427
2016/01/16,65.439
2016/01/17,65.014
2016/01/18,71.235
2016/01/19,67.961
2016/01/20,70.618
2016/01/21,72.187
2016/01/22,71.72
2016/01/23,76.588
2016/01/24,82.263
2016/01/25,83.851
2016/01/26,86.163
2016/01/27,78.703
2016/01/28,79.585
2016/01/29,79.77
2016/01/30,79.905
2016/01/31,74.737
2016/02/01,69.06
2016/02/02,69.277
2016/02/03,71.904
2016/02/04,73.234
2016/02/05,72.901
2016/02/06,72.348
2016/02/07,74.628
2016/02/08,78.646
2016/02/09,81.507
2016/02/10,85.895
2016/02/11,87.861
2016/02/12,90.242
2016/02/13,75.722
2016/02/14,74.462
2016/02/15,76.898
2016/02/16,69.647
2016/02/17,61.953
2016/02/18,61.373
2016/02/19,63.925
2016/02/20,63.387
2016/02/21,63.291
2016/02/22,66.965
2016/02/23,69.365
2016/02/24,69.913
2016/02/25,71.763
2016/02/26,69.037
2016/02/27,70
2016/02/28,70.89
2016/02/29,70.647
2016/03/01,71.953
2016/03/02,76.093
2016/03/03,79.326
2016/03/04,79.354
2016/03/05,83.01
2016/03/06,82.768
2016/03/07,76.761
2016/03/08,71.711
2016/03/09,74.05
2016/03/10,76.282
2016/03/11,73.018
2016/03/12,76.53
2016/03/13,78.773
2016/03/14,74.278
2016/03/15,70.676
2016/03/16,71.672
2016/03/17,64.631
2016/03/18,59.461
2016/03/19,60.31
2016/03/20,59.108
2016/03/21,60.888
2016/03/22,62.312
2016/03/23,62.856
2016/03/24,61.153
2016/03/25,58.935
2016/03/26,59.071
2016/03/27,58.503
2016/03/28,59.825
2016/03/29,60.76
2016/03/30,61.375
2016/03/31,61.193
2016/04/01,60.583
2016/04/02,59.939
2016/04/03,60.04
2016/04/04,59.084
2016/04/05,56.676
2016/04/06,56.134
2016/04/07,55.256
2016/04/08,53.142
2016/04/09,52.049
2016/04/10,48.274
2016/04/11,47.759
2016/04/12,45.598
2016/04/13,45.31
2016/04/14,47.734
2016/04/15,47.531
2016/04/16,47.37
2016/04/17,51.282
2016/04/18,50.54
2016/04/19,50.435
2016/04/20,48.602
2016/04/21,48.106
2016/04/22,46.254
2016/04/23,46.3
2016/04/24,47.114
2016/04/25,45.547
2016/04/26,43.678
2016/04/27,45.069
2016/04/28,44.354
2016/04/29,44.546
2016/04/30,48.427
2016/05/01,50.451
2016/05/02,54.021
2016/05/03,54.233
2016/05/04,53.815
2016/05/05,53.86
2016/05/06,54.409
2016/05/07,52.589
2016/05/08,52.411
2016/05/09,53.083
2016/05/10,52.536
2016/05/11,54.229
2016/05/12,56.24
2016/05/13,58.122
2016/05/14,55.998
2016/05/15,55.672
2016/05/16,57.258
2016/05/17,62.081
2016/05/18,66.125
2016/05/19,68.723
2016/05/20,69.77
2016/05/21,65.813
2016/05/22,66.977
2016/05/23,67
2016/05/24,61.512
2016/05/25,58.681
2016/05/26,58.788
2016/05/27,53.834
2016/05/28,53.943
2016/05/29,56.445
2016/05/30,57.719
2016/05/31,60.277
2016/06/01,62.069
2016/06/02,61.771
2016/06/03,60.913
2016/06/04,60.867
2016/06/05,61.175
2016/06/06,61.547
2016/06/07,62.166
2016/06/08,63.565
2016/06/09,63.039
2016/06/10,61.278
2016/06/11,59.928
2016/06/12,62.883
2016/06/13,68.197
2016/06/14,71.64
2016/06/15,71.96
2016/06/16,74.12
2016/06/17,64.503
2016/06/18,50.411
2016/06/19,48.7
2016/06/20,47.589
2016/06/21,48.24
2016/06/22,53.643
2016/06/23,50.729
2016/06/24,52.637
2016/06/25,53.332
2016/06/26,52.7
2016/06/27,52.547
2016/06/28,50.57
2016/06/29,48.281
2016/06/30,49.003
2016/07/01,48.256
2016/07/02,47.914
2016/07/03,47.581
2016/07/04,46.759
