Date,sentinusd90rsiUSD
2016/01/01,46.768
2016/01/02,46.69
2016/01/03,46.817
2016/01/04,46.605
2016/01/05,47.572
2016/01/06,46.819
2016/01/07,46.924
2016/01/08,46.77
2016/01/09,46.804
2016/01/10,46.731
2016/01/11,47.172
2016/01/12,47.898
2016/01/13,47.186
2016/01/14,47.084
2016/01/15,47.997
2016/01/16,47.512
2016/01/17,47.252
2016/01/18,50.288
2016/01/19,48.73
2016/01/20,47.915
2016/01/21,47.793
2016/01/22,48.477
2016/01/23,49.104
2016/01/24,51.24
2016/01/25,52.013
2016/01/26,50.812
2016/01/27,50.015
2016/01/28,49.408
2016/01/29,49.284
2016/01/30,49.612
2016/01/31,49.73
2016/02/01,48.489
2016/02/02,48.541
2016/02/03,48.665
2016/02/04,48.019
2016/02/05,48.656
2016/02/06,47.825
2016/02/07,49.654
2016/02/08,51.682
2016/02/09,52.485
2016/02/10,54.996
2016/02/11,55.333
2016/02/12,58.019
2016/02/13,52.635
2016/02/14,51.075
2016/02/15,50.687
2016/02/16,52.394
2016/02/17,49.954
2016/02/18,50.993
2016/02/19,49.341
2016/02/20,51.444
2016/02/21,49.301
2016/02/22,50.624
2016/02/23,53.461
2016/02/24,55.331
2016/02/25,51.372
2016/02/26,59.698
2016/02/27,54.284
2016/02/28,50.534
2016/02/29,50.346
2016/03/01,52.027
2016/03/02,58.689
2016/03/03,55.071
2016/03/04,53.147
2016/03/05,58.051
2016/03/06,53.621
2016/03/07,52.85
2016/03/08,54.194
2016/03/09,51.754
2016/03/10,51.242
2016/03/11,51.36
2016/03/12,53.627
2016/03/13,55.589
2016/03/14,53.883
2016/03/15,52.489
2016/03/16,52.065
2016/03/17,53.286
2016/03/18,54.108
2016/03/19,50.419
2016/03/20,49.831
2016/03/21,50.719
2016/03/22,50.317
2016/03/23,50.062
2016/03/24,50.944
2016/03/25,49.875
2016/03/26,49.369
2016/03/27,51.256
2016/03/28,50.476
2016/03/29,51.708
2016/03/30,51.942
2016/03/31,50.764
2016/04/01,49.515
2016/04/02,49.488
2016/04/03,49.125
2016/04/04,49.633
2016/04/05,50.134
2016/04/06,49.897
2016/04/07,50.163
2016/04/08,49.728
2016/04/09,51.189
2016/04/10,50.692
2016/04/11,49.688
2016/04/12,50.358
2016/04/13,50.415
2016/04/14,50.216
2016/04/15,49.602
2016/04/16,49.328
2016/04/17,50.168
2016/04/18,49.788
2016/04/19,49.357
2016/04/20,49.798
2016/04/21,49.428
2016/04/22,49.854
2016/04/23,50.291
2016/04/24,49.242
2016/04/25,49.764
2016/04/26,50.378
2016/04/27,49.842
2016/04/28,49.808
2016/04/29,49.548
2016/04/30,53.103
2016/05/01,51.66
2016/05/02,52.223
2016/05/03,51.258
2016/05/04,50.648
2016/05/05,50.659
2016/05/06,52.397
2016/05/07,51.285
2016/05/08,51.099
2016/05/09,52.183
2016/05/10,52.211
2016/05/11,54.021
2016/05/12,54.615
2016/05/13,62.069
2016/05/14,57.442
2016/05/15,50.71
2016/05/16,50.774
2016/05/17,50.754
2016/05/18,51.802
2016/05/19,53.462
2016/05/20,52.829
2016/05/21,50.371
2016/05/22,49.855
2016/05/23,50.857
2016/05/24,51.496
2016/05/25,51.289
2016/05/26,50.615
2016/05/27,52.233
2016/05/28,51.67
2016/05/29,50.091
2016/05/30,50.147
2016/05/31,50.261
2016/06/01,49.945
2016/06/02,49.457
2016/06/03,49.659
2016/06/04,49.391
2016/06/05,49.38
2016/06/06,49.431
2016/06/07,50.359
2016/06/08,52.401
2016/06/09,49.453
2016/06/10,50.141
2016/06/11,49.532
2016/06/12,50.547
2016/06/13,50.935
2016/06/14,51.614
2016/06/15,50.584
2016/06/16,51.9
2016/06/17,56.215
2016/06/18,55.451
2016/06/19,50.843
2016/06/20,51.63
2016/06/21,50.739
2016/06/22,51.462
2016/06/23,50.873
2016/06/24,50.162
2016/06/25,50.372
2016/06/26,49.518
2016/06/27,49.554
2016/06/28,50.616
2016/06/29,50.146
2016/06/30,49.716
2016/07/01,49.681
2016/07/02,49.225
2016/07/03,49.277
2016/07/04,49.99
2016/07/05,52.206
2016/07/06,49.766
2016/07/07,49.649
2016/07/08,49.408
2016/07/09,49.344
2016/07/10,49.411
2016/07/11,49.533
2016/07/12,49.588
2016/07/13,49.657
2016/07/14,49.701
2016/07/15,52.975
2016/07/16,49.611
2016/07/17,49.561
2016/07/18,51.567
2016/07/19,57.177
2016/07/20,60.732
2016/07/21,50.299
2016/07/22,51.391
2016/07/23,51.212
2016/07/24,57.803
2016/07/25,55.49
2016/07/26,60.794
2016/07/27,55.434
2016/07/28,52.832
2016/07/29,51.634
2016/07/30,50.839
2016/07/31,50.699
2016/08/01,51.418
2016/08/02,52.904
2016/08/03,52.125
2016/08/04,50.419
2016/08/05,50.655
2016/08/06,49.672
2016/08/07,49.802
2016/08/08,49.818
2016/08/09,50.331
2016/08/10,51.135
2016/08/11,50.654
2016/08/12,49.939
2016/08/13,49.796
2016/08/14,49.613
2016/08/15,49.521
2016/08/16,49.308
2016/08/17,49.659
2016/08/18,49.409
2016/08/19,49.337
2016/08/20,49.583
2016/08/21,50.459
2016/08/22,49.892
2016/08/23,50.849
2016/08/24,49.354
2016/08/25,49.327
2016/08/26,49.788
2016/08/27,49.352
2016/08/28,49.289
2016/08/29,49.445
2016/08/30,49.306
2016/08/31,49.422
2016/09/01,49.898
2016/09/02,49.779
2016/09/03,49.524
2016/09/04,49.625
2016/09/05,49.305
2016/09/06,49.376
2016/09/07,49.335
2016/09/08,49.642
2016/09/09,49.248
2016/09/10,49.239
2016/09/11,49.337
2016/09/12,49.378
