Date,size14wma
2016/01/01,1247
2016/01/02,1205
2016/01/03,1163
2016/01/04,1126
2016/01/05,1146
2016/01/06,1194
2016/01/07,1241
2016/01/08,1223
2016/01/09,1221
2016/01/10,1197
2016/01/11,1179
2016/01/12,1168
2016/01/13,1202
2016/01/14,1189
2016/01/15,1168
2016/01/16,1141
2016/01/17,1104
2016/01/18,1089
2016/01/19,1081
2016/01/20,1055
2016/01/21,1033
2016/01/22,1029
2016/01/23,1008
2016/01/24,1002
2016/01/25,1042
2016/01/26,1065
2016/01/27,1132
2016/01/28,1178
2016/01/29,1206
2016/01/30,1214
2016/01/31,1214
2016/02/01,1204
2016/02/02,1193
2016/02/03,1180
2016/02/04,1170
2016/02/05,1163
2016/02/06,1230
2016/02/07,1202
2016/02/08,1175
2016/02/09,1151
2016/02/10,1138
2016/02/11,1153
2016/02/12,1155
2016/02/13,1165
2016/02/14,1164
2016/02/15,1160
2016/02/16,1157
2016/02/17,1171
2016/02/18,1163
2016/02/19,1161
2016/02/20,1143
2016/02/21,1133
2016/02/22,1127
2016/02/23,1124
2016/02/24,1119
2016/02/25,1115
2016/02/26,1136
2016/02/27,1131
2016/02/28,1126
2016/02/29,1132
2016/03/01,1135
2016/03/02,1144
2016/03/03,1160
2016/03/04,1175
2016/03/05,1197
2016/03/06,1224
2016/03/07,1228
2016/03/08,1234
2016/03/09,1244
2016/03/10,1245
2016/03/11,1243
2016/03/12,1265
2016/03/13,1285
2016/03/14,1317
2016/03/15,1322
2016/03/16,1324
2016/03/17,1340
2016/03/18,1351
2016/03/19,1374
2016/03/20,1388
2016/03/21,1408
2016/03/22,1428
2016/03/23,1447
2016/03/24,1508
2016/03/25,1531
2016/03/26,1539
2016/03/27,1508
2016/03/28,1520
2016/03/29,1507
2016/03/30,1518
2016/03/31,1504
2016/04/01,1502
2016/04/02,1465
2016/04/03,1432
2016/04/04,1435
2016/04/05,1441
2016/04/06,1422
2016/04/07,1413
2016/04/08,1427
2016/04/09,1412
2016/04/10,1394
2016/04/11,1374
2016/04/12,1382
2016/04/13,1392
2016/04/14,1394
2016/04/15,1397
2016/04/16,1374
2016/04/17,1445
2016/04/18,1434
2016/04/19,1420
2016/04/20,1414
2016/04/21,1427
2016/04/22,1410
2016/04/23,1393
2016/04/24,1399
2016/04/25,1398
2016/04/26,1389
2016/04/27,1376
2016/04/28,1378
2016/04/29,1381
2016/04/30,1407
2016/05/01,1441
2016/05/02,1451
2016/05/03,1456
2016/05/04,1465
2016/05/05,1472
2016/05/06,1498
2016/05/07,1487
2016/05/08,1496
2016/05/09,1494
2016/05/10,1495
2016/05/11,1505
2016/05/12,1528
2016/05/13,1548
2016/05/14,1568
2016/05/15,1567
2016/05/16,1560
2016/05/17,1557
2016/05/18,1577
2016/05/19,1580
2016/05/20,1595
2016/05/21,1609
2016/05/22,1597
2016/05/23,1594
2016/05/24,1586
2016/05/25,1596
2016/05/26,1613
2016/05/27,1629
2016/05/28,1738
2016/05/29,1740
2016/05/30,1722
2016/05/31,1711
2016/06/01,1695
2016/06/02,1665
2016/06/03,1633
2016/06/04,1601
2016/06/05,1570
2016/06/06,1544
2016/06/07,1554
2016/06/08,1529
2016/06/09,1512
2016/06/10,1491
2016/06/11,1466
2016/06/12,1462
2016/06/13,1478
2016/06/14,1509
2016/06/15,1513
2016/06/16,1529
2016/06/17,1614
2016/06/18,1680
2016/06/19,1684
2016/06/20,1697
2016/06/21,1696
2016/06/22,1695
2016/06/23,1678
2016/06/24,1677
2016/06/25,1645
2016/06/26,1617
2016/06/27,1584
2016/06/28,1563
2016/06/29,1584
2016/06/30,1680
2016/07/01,1637
2016/07/02,1602
2016/07/03,1576
2016/07/04,1553
2016/07/05,1541
2016/07/06,1522
2016/07/07,1505
2016/07/08,1512
2016/07/09,1497
2016/07/10,1481
2016/07/11,1467
2016/07/12,1473
2016/07/13,1450
2016/07/14,1455
2016/07/15,1457
2016/07/16,1444
2016/07/17,1420
2016/07/18,1416
2016/07/19,1425
2016/07/20,1463
2016/07/21,1472
2016/07/22,1495
2016/07/23,1499
2016/07/24,1542
2016/07/25,1573
2016/07/26,1630
2016/07/27,1650
2016/07/28,1655
2016/07/29,1657
2016/07/30,1639
2016/07/31,1637
2016/08/01,1629
2016/08/02,1636
2016/08/03,1639
2016/08/04,1635
2016/08/05,1619
2016/08/06,1595
2016/08/07,1573
2016/08/08,1558
2016/08/09,1557
2016/08/10,1561
2016/08/11,1568
2016/08/12,1566
2016/08/13,1548
2016/08/14,1527
2016/08/15,1516
2016/08/16,1526
2016/08/17,1526
2016/08/18,1543
2016/08/19,1538
2016/08/20,1527
2016/08/21,1520
2016/08/22,1520
2016/08/23,1585
2016/08/24,1589
2016/08/25,1602
2016/08/26,1609
2016/08/27,1611
2016/08/28,1594
2016/08/29,1592
2016/08/30,1596
2016/08/31,1589
2016/09/01,1588
2016/09/02,1623
2016/09/03,1610
2016/09/04,1624
2016/09/05,1608
2016/09/06,1621
2016/09/07,1632
2016/09/08,1670
2016/09/09,1699
2016/09/10,1680
2016/09/11,1655
2016/09/12,1647
2016/09/13,1627
2016/09/14,1643
2016/09/15,1655
2016/09/16,1703
2016/09/17,1691
2016/09/18,1657
2016/09/19,1614
2016/09/20,1620
2016/09/21,1613
2016/09/22,1645
2016/09/23,1597
2016/09/24,1587
2016/09/25,1559
2016/09/26,1552
2016/09/27,1561
2016/09/28,1556
2016/09/29,1536
2016/09/30,1518
2016/10/01,1556
2016/10/02,1576
2016/10/03,1597
2016/10/04,1677
2016/10/05,1701
2016/10/06,1741
2016/10/07,2072
2016/10/08,2550
2016/10/09,3024
2016/10/10,4397
2016/10/11,4335
2016/10/12,4060
2016/10/13,3796
2016/10/14,3546
2016/10/15,3275
2016/10/16,3017
2016/10/17,2773
2016/10/18,2582
2016/10/19,2381
2016/10/20,2158
2016/10/21,1974
2016/10/22,1764
2016/10/23,1584
2016/10/24,1513
2016/10/25,1530
2016/10/26,1541
2016/10/27,1545
2016/10/28,1541
2016/10/29,1534
2016/10/30,1520
2016/10/31,1520
2016/11/01,1539
2016/11/02,1533
2016/11/03,1525
2016/11/04,1489
2016/11/05,1470
2016/11/06,1442
2016/11/07,1429
2016/11/08,1429
2016/11/09,1433
2016/11/10,1438
2016/11/11,1440
2016/11/12,1437
2016/11/13,1439
2016/11/14,1456
2016/11/15,1473
2016/11/16,1477
2016/11/17,1482
2016/11/18,1491
2016/11/19,1479
2016/11/20,1480
2016/11/21,1488
2016/11/22,1518
2016/11/23,1577
2016/11/24,1562
2016/11/25,1594
2016/11/26,1587
2016/11/27,1606
2016/11/28,1626
2016/11/29,1640
2016/11/30,1722
2016/12/01,1690
2016/12/02,1666
2016/12/03,1635
2016/12/04,1603
2016/12/05,1584
2016/12/06,1582
2016/12/07,1568
2016/12/08,1544
2016/12/09,1532
2016/12/10,1512
2016/12/11,1527
2016/12/12,1515
2016/12/13,1513
2016/12/14,1552
2016/12/15,1561
2016/12/16,1559
2016/12/17,1544
2016/12/18,1520
2016/12/19,1532
2016/12/20,1532
2016/12/21,1564
2016/12/22,1593
2016/12/23,1586
2016/12/24,1558
2016/12/25,1524
2016/12/26,1491
2016/12/27,1495
2016/12/28,1495
2016/12/29,1518
2016/12/30,1532
2016/12/31,1535
2017/01/01,1516
2017/01/02,1506
2017/01/03,1519
2017/01/04,1544
2017/01/05,1564
2017/01/06,1574
2017/01/07,1579
2017/01/08,1582
2017/01/09,1587
2017/01/10,1601
2017/01/11,1601
2017/01/12,1615
2017/01/13,1633
2017/01/14,1619
2017/01/15,1605
2017/01/16,1601
2017/01/17,1605
2017/01/18,1600
2017/01/19,1593
