Date,mediantransactionvalue3rsiUSD
2017/03/15,86.657
2017/03/16,95.149
2017/03/17,96.866
2017/03/18,58.901
2017/03/19,59.757
2017/03/20,72.946
2017/03/21,51.729
2017/03/22,58.1
2017/03/23,15.747
2017/03/24,65.46
2017/03/25,70.781
2017/03/26,33.002
2017/03/27,20.944
2017/03/28,45.639
2017/03/29,39.639
2017/03/30,59.265
2017/03/31,68.397
2017/04/01,38.955
2017/04/02,72.166
2017/04/03,63.41
2017/04/04,57.019
2017/04/05,55.275
2017/04/06,60.849
2017/04/07,12.628
2017/04/08,40.048
2017/04/09,32.068
2017/04/10,53.53
2017/04/11,42.811
2017/04/12,44.138
2017/04/13,53.963
2017/04/14,39.629
2017/04/15,33.757
2017/04/16,20.654
2017/04/17,64.382
2017/04/18,65.313
2017/04/19,67.16
2017/04/20,26.435
2017/04/21,23.21
2017/04/22,65.517
2017/04/23,51.302
2017/04/24,80.581
2017/04/25,32.746
2017/04/26,50.043
2017/04/27,43.429
2017/04/28,64.944
2017/04/29,73.898
2017/04/30,79.218
2017/05/01,79.522
2017/05/02,72.314
2017/05/03,72.616
2017/05/04,90.735
2017/05/05,98.378
2017/05/06,55.376
2017/05/07,65.409
2017/05/08,73.836
2017/05/09,64.115
2017/05/10,30
2017/05/11,18.663
2017/05/12,39.421
2017/05/13,27.381
2017/05/14,39.424
2017/05/15,25.145
2017/05/16,63.266
2017/05/17,80.718
2017/05/18,37.675
2017/05/19,62.463
2017/05/20,39.193
2017/05/21,43.701
2017/05/22,70.002
2017/05/23,51.857
2017/05/24,67.231
2017/05/25,69.268
2017/05/26,54.477
2017/05/27,42.729
2017/05/28,18.974
2017/05/29,44.87
2017/05/30,67.887
2017/05/31,90.882
2017/06/01,45.215
2017/06/02,34.475
2017/06/03,46.123
2017/06/04,40.074
2017/06/05,57.856
2017/06/06,52.945
2017/06/07,33.722
2017/06/08,36.011
2017/06/09,37.579
2017/06/10,77.197
2017/06/11,80.954
2017/06/12,94.186
2017/06/13,48.426
2017/06/14,42.746
2017/06/15,52.667
2017/06/16,30.865
2017/06/17,31.351
2017/06/18,27.415
2017/06/19,29.911
2017/06/20,93.021
2017/06/21,82.923
2017/06/22,35.154
2017/06/23,32.285
2017/06/24,32.744
2017/06/25,24.951
2017/06/26,55.149
2017/06/27,33.225
2017/06/28,31.406
2017/06/29,36.622
2017/06/30,39.957
2017/07/01,36.09
2017/07/02,23.071
2017/07/03,22.006
2017/07/04,28.657
2017/07/05,24.65
2017/07/06,37.762
2017/07/07,9.416
2017/07/08,52.794
2017/07/09,49.854
2017/07/10,47.893
2017/07/11,70.322
2017/07/12,44.761
2017/07/13,36.533
2017/07/14,47.353
2017/07/15,69.891
2017/07/16,43.368
2017/07/17,50.28
2017/07/18,59.453
2017/07/19,47.522
2017/07/20,41.132
2017/07/21,36.156
2017/07/22,28.371
2017/07/23,23.801
2017/07/24,28.246
2017/07/25,83.37
2017/07/26,51.781
2017/07/27,67.185
2017/07/28,35.066
2017/07/29,65.867
2017/07/30,35.595
2017/07/31,54.276
2017/08/01,75.806
2017/08/02,74.47
2017/08/03,37.753
2017/08/04,28.773
2017/08/05,50.964
2017/08/06,39.36
2017/08/07,64.399
2017/08/08,49.239
2017/08/09,82.247
2017/08/10,42.794
2017/08/11,39.681
2017/08/12,40.032
2017/08/13,42.361
2017/08/14,19.726
2017/08/15,71.387
2017/08/16,64.024
2017/08/17,47.066
2017/08/18,76.612
2017/08/19,31.104
2017/08/20,45.126
2017/08/21,54.372
2017/08/22,43.449
2017/08/23,52.64
2017/08/24,49.776
2017/08/25,53.775
2017/08/26,22.412
2017/08/27,18.988
2017/08/28,64.63
2017/08/29,68.446
2017/08/30,70.372
2017/08/31,91.915
2017/09/01,45.237
2017/09/02,41.719
2017/09/03,38.259
2017/09/04,36.717
2017/09/05,30.661
2017/09/06,13.37
2017/09/07,12.34
2017/09/08,8.644
2017/09/09,6.194
2017/09/10,50.069
2017/09/11,76.486
2017/09/12,77.438
2017/09/13,55.336
2017/09/14,56.148
2017/09/15,81.595
2017/09/16,43.738
2017/09/17,24.263
2017/09/18,35.151
2017/09/19,65.063
2017/09/20,65.45
2017/09/21,32.503
2017/09/22,39.84
2017/09/23,42.366
2017/09/24,27.005
2017/09/25,37.3
2017/09/26,31.26
2017/09/27,40.869
2017/09/28,41.501
2017/09/29,15.641
2017/09/30,14.857
2017/10/01,64.304
2017/10/02,76.806
2017/10/03,57.361
2017/10/04,60.971
2017/10/05,40.516
2017/10/06,41.428
2017/10/07,58.218
2017/10/08,58.376
2017/10/09,8.418
2017/10/10,58.42
2017/10/11,39.896
2017/10/12,32.323
2017/10/13,81.931
2017/10/14,51.634
2017/10/15,46.464
2017/10/16,24.09
2017/10/17,24.3
2017/10/18,24.248
2017/10/19,24.175
2017/10/20,24.175
2017/10/21,24.175
2017/10/22,28.827
2017/10/23,31.356
2017/10/24,26.897
2017/10/25,26.201
2017/10/26,26.201
2017/10/27,26.201
2017/10/28,26.201
2017/10/29,26.201
2017/10/30,26.201
2017/10/31,26.201
2017/11/01,26.201
2017/11/02,97.643
2017/11/03,39.82
2017/11/04,39.82
2017/11/05,39.82
2017/11/06,39.82
2017/11/07,39.82
2017/11/08,86.913
2017/11/09,94.432
2017/11/10,98.446
2017/11/11,40.873
2017/11/12,88.431
2017/11/13,48.348
2017/11/14,51.651
2017/11/15,65.61
2017/11/16,34.933
2017/11/17,57.804
2017/11/18,38.102
2017/11/19,48.07
2017/11/20,34.173
2017/11/21,69.463
2017/11/22,69.546
2017/11/23,72.18
2017/11/24,76.551
2017/11/25,23.652
2017/11/26,27.093
2017/11/27,71.751
2017/11/28,71.798
2017/11/29,84.691
2017/11/30,49.38
2017/12/01,34.484
2017/12/02,31.763
2017/12/03,26.738
2017/12/04,67.639
2017/12/05,71.876
2017/12/06,95.892
2017/12/07,44.9
2017/12/08,38.853
2017/12/09,34.606
2017/12/10,32.917
2017/12/11,40.535
2017/12/12,63.736
2017/12/13,79.545
2017/12/14,88.567
2017/12/15,63.173
2017/12/16,42.467
2017/12/17,45.835
2017/12/18,71.804
2017/12/19,84.597
2017/12/20,93.72
2017/12/21,93.832
2017/12/22,95.124
2017/12/23,27.448
2017/12/24,23.556
2017/12/25,21.28
2017/12/26,41.362
2017/12/27,53.286
2017/12/28,45.671
2017/12/29,84.949
2017/12/30,92.249
2017/12/31,36.608
2018/01/01,34.632
2018/01/02,59.423
2018/01/03,80.151
2018/01/04,93.456
2018/01/05,59.675
2018/01/06,40.337
2018/01/07,37.276
2018/01/08,45.138
2018/01/09,64.4
2018/01/10,67.171
2018/01/11,46.746
2018/01/12,24.687
2018/01/13,18.52
2018/01/14,16.871
2018/01/15,63.886
2018/01/16,75.143
2018/01/17,69.267
2018/01/18,40.839
2018/01/19,20.023
2018/01/20,15.58
2018/01/21,58.3
2018/01/22,39.4
2018/01/23,36.554
2018/01/24,35.332
2018/01/25,25.371
2018/01/26,54.88
2018/01/27,44.232
2018/01/28,36.404
2018/01/29,62.756
2018/01/30,57.995
2018/01/31,54.931
2018/02/01,86.244
2018/02/02,50.056
2018/02/03,29.763
2018/02/04,25.634
2018/02/05,42.238
2018/02/06,40.563
2018/02/07,34.608
2018/02/08,21.217
2018/02/09,23.638
2018/02/10,17.353
2018/02/11,9.531
2018/02/12,24.899
2018/02/13,42.301
2018/02/14,69.843
2018/02/15,72.416
2018/02/16,43.509
2018/02/17,21.778
2018/02/18,38.217
2018/02/19,27.989
2018/02/20,22.688
2018/02/21,38.405
2018/02/22,38.51
2018/02/23,37.785
2018/02/24,19.926
2018/02/25,22.648
2018/02/26,65.716
2018/02/27,66.326
2018/02/28,85.786
2018/03/01,47.725
2018/03/02,28.396
2018/03/03,26.991
2018/03/04,29.743
2018/03/05,62.216
2018/03/06,75.876
2018/03/07,94.386
2018/03/08,40.443
2018/03/09,49.296
2018/03/10,39.44
2018/03/11,32.276
2018/03/12,41.177
2018/03/13,34.893
2018/03/14,56.392
2018/03/15,51.595
2018/03/16,33.302
2018/03/17,33.261
2018/03/18,33.062
2018/03/19,60.455
2018/03/20,37.546
2018/03/21,40.914
2018/03/22,74.726
2018/03/23,71.697
2018/03/24,90.537
2018/03/25,38.857
2018/03/26,48.774
2018/03/27,43.714
2018/03/28,42.262
2018/03/29,74.646
2018/03/30,41.268
2018/03/31,29.885
2018/04/01,30.125
2018/04/02,30.164
2018/04/03,30.458
2018/04/04,26.645
2018/04/05,26.523
2018/04/06,26.513
2018/04/07,30.322
2018/04/08,28.214
2018/04/09,48.456
2018/04/10,71.379
2018/04/11,35.342
2018/04/12,41.049
2018/04/13,53.527
2018/04/14,34.485
2018/04/15,40.087
2018/04/16,65.036
2018/04/17,38.759
2018/04/18,42.149
2018/04/19,36.407
2018/04/20,36.407
2018/04/21,55.482
2018/04/22,64.241
2018/04/23,88.626
2018/04/24,49.155
2018/04/25,37.552
2018/04/26,30.372
2018/04/27,30.372
2018/04/28,30.372
2018/04/29,30.372
2018/04/30,93.103
2018/05/01,55.305
2018/05/02,71.948
2018/05/03,83.157
2018/05/04,99.905
2018/05/05,40.122
2018/05/06,40.841
2018/05/07,39.666
2018/05/08,39.62
2018/05/09,39.618
2018/05/10,39.483
2018/05/11,40.686
2018/05/12,39.508
2018/05/13,40.008
2018/05/14,58.967
2018/05/15,42.066
2018/05/16,40.975
2018/05/17,44.015
2018/05/18,48.596
2018/05/19,34.386
2018/05/20,34.386
2018/05/21,53.811
2018/05/22,37.263
2018/05/23,56.605
2018/05/24,55.445
2018/05/25,33.829
2018/05/26,33.53
2018/05/27,33.53
2018/05/28,78.016
2018/05/29,38.932
2018/05/30,62.484
2018/05/31,72.952
2018/06/01,42.329
2018/06/02,33.092
2018/06/03,33.092
2018/06/04,42.013
2018/06/05,35.016
2018/06/06,60.325
2018/06/07,38.075
2018/06/08,38.075
2018/06/09,38.075
2018/06/10,38.075
2018/06/11,58.327
2018/06/12,39.131
2018/06/13,39.131
2018/06/14,80.205
2018/06/15,53.755
2018/06/16,35.297
2018/06/17,35.297
2018/06/18,35.297
2018/06/19,35.297
2018/06/20,35.297
2018/06/21,35.427
2018/06/22,85.052
2018/06/23,39.506
2018/06/24,63.943
2018/06/25,48.19
2018/06/26,43.136
2018/06/27,34.043
2018/06/28,66.294
2018/06/29,80.636
2018/06/30,35.518
2018/07/01,35.518
2018/07/02,99.763
2018/07/03,39.993
2018/07/04,68.824
2018/07/05,43.728
2018/07/06,57.596
2018/07/07,40.704
2018/07/08,36.542
2018/07/09,36.266
2018/07/10,36.266
2018/07/11,36.266
2018/07/12,36.266
2018/07/13,36.266
2018/07/14,45.57
2018/07/15,80.905
2018/07/16,38.729
2018/07/17,38.729
2018/07/18,38.729
2018/07/19,38.729
2018/07/20,38.926
2018/07/21,38.927
2018/07/22,38.646
2018/07/23,38.646
2018/07/24,38.646
2018/07/25,38.646
2018/07/26,38.646
2018/07/27,38.646
2018/07/28,38.646
2018/07/29,38.646
2018/07/30,38.646
2018/07/31,70.341
2018/08/01,39.631
2018/08/02,39.631
2018/08/03,39.631
2018/08/04,39.631
2018/08/05,39.631
2018/08/06,39.631
2018/08/07,99.911
2018/08/08,99.993
2018/08/09,76.68
2018/08/10,42.051
2018/08/11,27.902
2018/08/12,27.902
2018/08/13,27.902
2018/08/14,28.402
2018/08/15,28.11
2018/08/16,28.11
2018/08/17,82.85
2018/08/18,38.676
2018/08/19,38.676
2018/08/20,38.676
2018/08/21,38.676
2018/08/22,38.676
2018/08/23,40.783
2018/08/24,46.033
2018/08/25,41.364
2018/08/26,39.238
2018/08/27,35.781
2018/08/28,66.69
2018/08/29,44.259
2018/08/30,38.692
2018/08/31,60.468
2018/09/01,37.281
2018/09/02,37.281
2018/09/03,47.329
2018/09/04,78.967
2018/09/05,83.44
2018/09/06,97.459
2018/09/07,39.109
2018/09/08,36.164
2018/09/09,36.164
2018/09/10,51.58
2018/09/11,43.06
2018/09/12,41.299
2018/09/13,64.977
2018/09/14,56.272
2018/09/15,34.172
2018/09/16,36.795
2018/09/17,32.322
2018/09/18,59.757
2018/09/19,88.901
2018/09/20,91.753
2018/09/21,98.113
2018/09/22,41.488
2018/09/23,35.812
2018/09/24,59.366
2018/09/25,42.527
2018/09/26,42.596
2018/09/27,66.8
2018/09/28,67.938
2018/09/29,68.252
2018/09/30,33.917
2018/10/01,56.447
2018/10/02,25.035
2018/10/03,20.753
2018/10/04,23.841
2018/10/05,22.524
2018/10/06,22.87
2018/10/07,25.239
2018/10/08,27.277
2018/10/09,24.304
2018/10/10,63.875
2018/10/11,38.984
2018/10/12,34.397
2018/10/13,34.397
2018/10/14,34.397
2018/10/15,75.282
2018/10/16,46.78
2018/10/17,39.19
2018/10/18,34.439
2018/10/19,34.439
2018/10/20,46.524
2018/10/21,36.447
2018/10/22,36.447
2018/10/23,77.496
2018/10/24,98.64
2018/10/25,47.161
2018/10/26,51.29
2018/10/27,33.755
2018/10/28,38.935
2018/10/29,38.539
2018/10/30,33.255
2018/10/31,41.48
2018/11/01,35.009
2018/11/02,35.009
2018/11/03,35.009
2018/11/04,35.009
2018/11/05,84.827
2018/11/06,39.458
2018/11/07,39.458
2018/11/08,39.458
2018/11/09,86.975
2018/11/10,42.121
2018/11/11,38.941
2018/11/12,46.003
2018/11/13,45.92
2018/11/14,83.859
2018/11/15,93.982
2018/11/16,36.236
2018/11/17,36.236
2018/11/18,36.236
2018/11/19,85.98
2018/11/20,42.892
2018/11/21,38.162
2018/11/22,38.162
2018/11/23,38.162
2018/11/24,38.162
2018/11/25,50.17
2018/11/26,39.875
2018/11/27,38.362
2018/11/28,38.362
2018/11/29,38.362
2018/11/30,80.641
2018/12/01,39.746
2018/12/02,39.746
2018/12/03,53.789
2018/12/04,39.856
2018/12/05,39.856
2018/12/06,39.856
2018/12/07,82.778
2018/12/08,54.712
2018/12/09,41.291
2018/12/10,47.779
2018/12/11,31.649
2018/12/12,31.649
2018/12/13,31.649
2018/12/14,31.649
2018/12/15,31.649
2018/12/16,75.691
2018/12/17,38.49
2018/12/18,38.49
2018/12/19,38.49
2018/12/20,38.49
2018/12/21,38.49
2018/12/22,38.49
2018/12/23,38.716
2018/12/24,38.503
2018/12/25,38.503
2018/12/26,38.503
2018/12/27,38.503
2018/12/28,38.503
2018/12/29,38.503
2018/12/30,99.908
2018/12/31,39.999
2019/01/01,39.999
2019/01/02,39.999
2019/01/03,39.999
2019/01/04,39.999
2019/01/05,39.999
2019/01/06,39.999
2019/01/07,43.127
2019/01/08,75.684
2019/01/09,39.65
2019/01/10,39.65
2019/01/11,66.673
2019/01/12,39.884
2019/01/13,39.884
2019/01/14,97.299
2019/01/15,65.778
2019/01/16,33.444
2019/01/17,33.444
2019/01/18,33.444
2019/01/19,33.444
2019/01/20,33.444
2019/01/21,33.444
2019/01/22,33.444
2019/01/23,33.444
2019/01/24,33.444
2019/01/25,33.444
2019/01/26,33.444
2019/01/27,33.444
2019/01/28,97.28
2019/01/29,39.89
2019/01/30,39.89
2019/01/31,39.89
2019/02/01,39.89
2019/02/02,39.89
2019/02/03,39.89
2019/02/04,39.89
2019/02/05,39.89
2019/02/06,39.89
2019/02/07,39.89
2019/02/08,39.89
2019/02/09,39.89
2019/02/10,39.89
2019/02/11,39.89
2019/02/12,39.89
2019/02/13,39.89
2019/02/14,39.89
2019/02/15,39.89
2019/02/16,39.89
2019/02/17,39.89
2019/02/18,99.813
2019/02/19,40
2019/02/20,40
2019/02/21,40
2019/02/22,40
2019/02/23,40
2019/02/24,40
2019/02/25,40
2019/02/26,40
2019/02/27,40
2019/02/28,40
2019/03/01,40
2019/03/02,40
2019/03/03,40
2019/03/04,40
2019/03/05,40
2019/03/06,40
2019/03/07,40
2019/03/08,40
2019/03/09,40
2019/03/10,40
2019/03/11,40
2019/03/12,40
2019/03/13,40
2019/03/14,40
2019/03/15,40
2019/03/16,40
2019/03/17,40
2019/03/18,40
2019/03/19,40
2019/03/20,40
2019/03/21,40
2019/03/22,40
2019/03/23,40
2019/03/24,0
2019/03/25,0
2019/03/26,99.995
2019/03/27,40
2019/03/28,40
2019/03/29,40
2019/03/30,40
2019/03/31,40
2019/04/01,40
2019/04/02,40
2019/04/03,40
2019/04/04,40
2019/04/05,40
2019/04/06,40
2019/04/07,99.995
2019/04/08,99.997
2019/04/09,71.996
2019/04/10,26.545
2019/04/11,26.545
2019/04/12,82.263
2019/04/13,44.185
2019/04/14,36.147
2019/04/15,45.794
2019/04/16,37.333
2019/04/17,37.333
2019/04/18,37.333
2019/04/19,37.333
2019/04/20,37.333
2019/04/21,37.333
2019/04/22,37.333
2019/04/23,37.333
2019/04/24,37.333
2019/04/25,37.333
2019/04/26,37.333
2019/04/27,37.333
2019/04/28,37.333
2019/04/29,37.333
2019/04/30,37.333
2019/05/01,37.333
2019/05/02,37.333
2019/05/03,37.333
2019/05/04,37.333
2019/05/05,37.333
2019/05/06,37.333
2019/05/07,37.333
2019/05/08,37.333
2019/05/09,37.333
2019/05/10,37.333
2019/05/11,37.333
2019/05/12,37.333
2019/05/13,37.333
2019/05/14,37.333
2019/05/15,37.333
2019/05/16,100
2019/05/17,40
2019/05/18,40
2019/05/19,40
2019/05/20,40
2019/05/21,40
2019/05/22,40
2019/05/23,40
2019/05/24,40
2019/05/25,40
2019/05/26,40
2019/05/27,40
2019/05/28,40
2019/05/29,40
2019/05/30,40
2019/05/31,40
2019/06/01,40
2019/06/02,40
2019/06/03,40
2019/06/04,40
2019/06/05,40
2019/06/06,40
2019/06/07,40
2019/06/08,40
2019/06/09,40
2019/06/10,40
2019/06/11,40
2019/06/12,99.999
2019/06/13,40
2019/06/14,40
2019/06/15,40
2019/06/16,79.567
2019/06/17,40
2019/06/18,40
2019/06/19,40
2019/06/20,40
2019/06/21,40
2019/06/22,40
2019/06/23,40
2019/06/24,40
2019/06/25,40
2019/06/26,40
2019/06/27,40
2019/06/28,40
2019/06/29,40
2019/06/30,40
2019/07/01,40
2019/07/02,40
2019/07/03,40
2019/07/04,40
2019/07/05,40
2019/07/06,40
2019/07/07,40
2019/07/08,40
2019/07/09,40
2019/07/10,40
2019/07/11,40
