Date,price3rocUSD
2016/09/20,8.45
2016/09/21,7.992
2016/09/22,1.846
2016/09/23,-2.763
2016/09/24,-5.616
2016/09/25,-1.061
2016/09/26,-3.031
2016/09/27,0.158
2016/09/28,2.09
2016/09/29,1.777
2016/09/30,0.924
2016/10/01,-1.023
2016/10/02,0.345
2016/10/03,0.61
2016/10/04,1.862
2016/10/05,0.212
2016/10/06,-2.784
2016/10/07,-5.075
2016/10/08,-7.117
2016/10/09,-5.252
2016/10/10,-6.864
2016/10/11,-2.724
2016/10/12,-3.134
2016/10/13,0.911
2016/10/14,-0.002
2016/10/15,0.311
2016/10/16,0.107
2016/10/17,-0.27
2016/10/18,5.018
2016/10/19,2.609
2016/10/20,1.51
2016/10/21,-3.16
2016/10/22,-1.599
2016/10/23,-0.762
2016/10/24,-0.932
2016/10/25,-4.447
2016/10/26,-4.021
2016/10/27,-4.518
2016/10/28,-2.377
2016/10/29,-7.447
2016/10/30,-6.739
2016/10/31,-0.945
2016/11/01,0.221
2016/11/02,2.259
2016/11/03,-2.142
2016/11/04,2.653
2016/11/05,1.567
2016/11/06,0.741
2016/11/07,-0.722
2016/11/08,-2.019
2016/11/09,-3.528
2016/11/10,-2.954
2016/11/11,-4.05
2016/11/12,-4.598
2016/11/13,-4.613
2016/11/14,-3.61
2016/11/15,-0.548
2016/11/16,0.787
2016/11/17,-0.433
2016/11/18,-3.746
2016/11/19,-5.308
2016/11/20,-4.052
2016/11/21,-1.17
2016/11/22,2.775
2016/11/23,2.585
2016/11/24,-0.843
2016/11/25,-5.073
2016/11/26,-4.894
2016/11/27,-4.332
2016/11/28,-6.25
2016/11/29,-12.029
2016/11/30,-7.362
2016/12/01,-4.02
2016/12/02,-3.149
2016/12/03,-6.349
2016/12/04,-9.199
2016/12/05,-9.161
2016/12/06,-13.254
2016/12/07,1.066
2016/12/08,17.353
2016/12/09,22.322
2016/12/10,6.939
2016/12/11,-3.561
2016/12/12,-0.296
2016/12/13,1.209
2016/12/14,2.011
2016/12/15,-4.442
2016/12/16,-6.738
2016/12/17,-8.516
2016/12/18,-1.721
2016/12/19,-1.273
2016/12/20,-0.309
2016/12/21,-1.167
2016/12/22,-1.459
2016/12/23,-3.663
2016/12/24,-6.323
2016/12/25,-5.371
2016/12/26,-1.56
2016/12/27,-1.067
2016/12/28,-0.137
2016/12/29,12.284
2016/12/30,14.876
2016/12/31,11.317
2017/01/01,1.7
2017/01/02,-0.523
2017/01/03,10.212
2017/01/04,26.797
2017/01/05,28.071
2017/01/06,13.573
2017/01/07,-6.353
2017/01/08,-4.711
2017/01/09,4.166
2017/01/10,6.347
2017/01/11,0.503
2017/01/12,-8.83
2017/01/13,-7.836
2017/01/14,-4.261
2017/01/15,2.369
2017/01/16,0.238
2017/01/17,3.826
2017/01/18,4.615
2017/01/19,6.531
2017/01/20,5.373
2017/01/21,5.24
2017/01/22,5.272
2017/01/23,1.726
2017/01/24,-1.06
2017/01/25,-2.723
2017/01/26,-1.838
2017/01/27,-1.379
2017/01/28,-0.034
2017/01/29,-0.533
2017/01/30,0.085
2017/01/31,0.816
2017/02/01,1.758
2017/02/02,1.54
2017/02/03,1.59
2017/02/04,5.557
2017/02/05,5.238
2017/02/06,4.476
2017/02/07,1.285
2017/02/08,1.209
2017/02/09,-1.11
2017/02/10,-3.162
2017/02/11,-0.216
2017/02/12,1.928
2017/02/13,2.114
2017/02/14,8.583
2017/02/15,13.2
2017/02/16,13.199
2017/02/17,3.758
2017/02/18,-0.602
2017/02/19,0.169
2017/02/20,-0.058
2017/02/21,-1.145
2017/02/22,-0.775
2017/02/23,0.284
2017/02/24,3.638
2017/02/25,5.364
2017/02/26,7.677
2017/02/27,12.538
2017/02/28,17.754
2017/03/01,15.779
2017/03/02,23.308
2017/03/03,25.786
2017/03/04,22.076
2017/03/05,4.202
2017/03/06,-1.202
2017/03/07,-1.46
2017/03/08,-4.886
2017/03/09,-11.398
2017/03/10,-4.992
2017/03/11,10.39
2017/03/12,29.08
2017/03/13,49.505
2017/03/14,43.61
2017/03/15,35.581
2017/03/16,48.493
2017/03/17,61.754
2017/03/18,29.301
2017/03/19,-2.107
2017/03/20,-5.482
2017/03/21,9.923
2017/03/22,4.611
2017/03/23,-3.95
2017/03/24,7.459
2017/03/25,22.459
2017/03/26,21.025
2017/03/27,9.465
2017/03/28,-1.395
2017/03/29,3.528
2017/03/30,4.527
2017/03/31,0.738
2017/04/01,-3.811
2017/04/02,-5.641
2017/04/03,-9.175
2017/04/04,-13.376
2017/04/05,-7.826
2017/04/06,-3.051
2017/04/07,-1.228
2017/04/08,-3.129
2017/04/09,-1.035
2017/04/10,0.826
2017/04/11,-1.538
2017/04/12,0.988
2017/04/13,12.066
2017/04/14,9.65
2017/04/15,8.589
2017/04/16,-0.054
2017/04/17,0.52
2017/04/18,3.079
2017/04/19,3.812
2017/04/20,1.463
2017/04/21,-0.282
2017/04/22,-3.064
2017/04/23,-0.371
2017/04/24,1.626
2017/04/25,2.601
2017/04/26,6.508
2017/04/27,14.967
2017/04/28,32.306
2017/04/29,34.715
2017/04/30,25.342
2017/05/01,18.939
2017/05/02,9.609
2017/05/03,7.112
2017/05/04,7.727
2017/05/05,20.145
2017/05/06,17.269
2017/05/07,8.942
2017/05/08,-4.079
2017/05/09,-7.89
2017/05/10,-6.212
2017/05/11,-1.707
2017/05/12,5.256
2017/05/13,-1.363
2017/05/14,1.103
2017/05/15,1.881
2017/05/16,2.961
2017/05/17,-2.348
2017/05/18,2.729
2017/05/19,26.199
2017/05/20,44.973
2017/05/21,44.522
2017/05/22,46.455
2017/05/23,31.361
2017/05/24,40.294
2017/05/25,19.032
2017/05/26,8.428
2017/05/27,-20.26
2017/05/28,-13.555
2017/05/29,-0.271
2017/05/30,39.271
2017/05/31,34.91
2017/06/01,26.874
2017/06/02,7.36
2017/06/03,-2.327
2017/06/04,6.369
2017/06/05,10.452
2017/06/06,16.028
2017/06/07,8.917
2017/06/08,4.069
2017/06/09,3.804
2017/06/10,14.942
2017/06/11,32.538
2017/06/12,38.051
2017/06/13,28.901
2017/06/14,10.018
2017/06/15,-11.377
2017/06/16,-9.469
2017/06/17,-4.035
2017/06/18,11.453
2017/06/19,2.708
2017/06/20,0.755
2017/06/21,-8.308
2017/06/22,-9.542
2017/06/23,-9.156
2017/06/24,-3.802
2017/06/25,-8.239
2017/06/26,-20.487
2017/06/27,-23.617
2017/06/28,-2.642
2017/06/29,17.426
2017/06/30,19.36
2017/07/01,-7.321
2017/07/02,-12.809
2017/07/03,-4.616
2017/07/04,3.009
2017/07/05,-1.355
2017/07/06,-4.639
2017/07/07,-7.958
2017/07/08,-8.426
2017/07/09,-8.249
2017/07/10,-10.916
2017/07/11,-18.722
2017/07/12,-16.452
2017/07/13,-7.674
2017/07/14,0.286
2017/07/15,-9.459
2017/07/16,-25.192
2017/07/17,-12.755
2017/07/18,8.946
2017/07/19,41.473
2017/07/20,26.538
2017/07/21,11.097
2017/07/22,1.116
2017/07/23,4.805
2017/07/24,1.209
2017/07/25,-5.773
2017/07/26,-11.818
2017/07/27,-10.453
2017/07/28,-6.45
2017/07/29,-6.299
2017/07/30,-1.722
2017/07/31,-0.403
2017/08/01,15.53
2017/08/02,11.517
2017/08/03,13.26
2017/08/04,2.915
2017/08/05,7.428
2017/08/06,17.263
2017/08/07,19.144
2017/08/08,17.992
2017/08/09,14.646
2017/08/10,13.219
2017/08/11,7.305
2017/08/12,4.77
2017/08/13,-1.804
2017/08/14,-0.223
2017/08/15,-7.958
2017/08/16,-0.695
2017/08/17,1.166
2017/08/18,3.974
2017/08/19,-0.565
2017/08/20,-3.612
2017/08/21,6.693
2017/08/22,6.933
2017/08/23,8.903
2017/08/24,0.528
2017/08/25,6.243
2017/08/26,3.415
2017/08/27,4.754
2017/08/28,3.654
2017/08/29,9.542
2017/08/30,12.956
2017/08/31,12.266
2017/09/01,8.626
2017/09/02,-5.107
2017/09/03,-8.998
2017/09/04,-19.048
2017/09/05,-15.989
2017/09/06,-5.001
2017/09/07,4.82
2017/09/08,6.001
2017/09/09,-8.951
2017/09/10,-11.419
2017/09/11,-7.197
2017/09/12,0.019
2017/09/13,-6.107
2017/09/14,-14.434
2017/09/15,-21.576
2017/09/16,-6.878
2017/09/17,-0.709
2017/09/18,21.245
2017/09/19,11.546
2017/09/20,13.233
2017/09/21,-4.091
2017/09/22,-8.668
2017/09/23,-4.055
2017/09/24,3.042
2017/09/25,10.859
2017/09/26,6.219
2017/09/27,4
2017/09/28,4.458
2017/09/29,0.124
2017/09/30,1.39
2017/10/01,-1.386
2017/10/02,2.264
2017/10/03,-2.535
2017/10/04,-2.303
2017/10/05,-2.086
2017/10/06,2.342
2017/10/07,5.324
2017/10/08,6.299
2017/10/09,0.53
2017/10/10,-3.109
2017/10/11,-3.467
2017/10/12,1.097
2017/10/13,8.048
2017/10/14,13.433
2017/10/15,8.773
2017/10/16,4.954
2017/10/17,-4.96
2017/10/18,-8.398
2017/10/19,-8.939
2017/10/20,-5.619
2017/10/21,-2.171
2017/10/22,-4.359
2017/10/23,-6.845
2017/10/24,1.944
2017/10/25,-0.05
2017/10/26,3.931
2017/10/27,-2.511
2017/10/28,-0.464
2017/10/29,1.728
2017/10/30,3.67
2017/10/31,4.354
2017/11/01,-0.865
2017/11/02,-7.11
2017/11/03,-3.872
2017/11/04,0.133
2017/11/05,4.527
2017/11/06,1.033
2017/11/07,-1.19
2017/11/08,1.065
2017/11/09,6.649
2017/11/10,4.957
2017/11/11,2.015
2017/11/12,-2.877
2017/11/13,1.363
2017/11/14,6.674
2017/11/15,8.518
2017/11/16,4.366
2017/11/17,1.094
2017/11/18,-0.364
2017/11/19,7.913
2017/11/20,8.95
2017/11/21,9.241
2017/11/22,3.36
2017/11/23,10.41
2017/11/24,17.897
2017/11/25,27.577
2017/11/26,15.123
2017/11/27,10.493
2017/11/28,0.702
2017/11/29,2.859
2017/11/30,-8.521
2017/12/01,-5.725
2017/12/02,-2.003
2017/12/03,7.71
2017/12/04,4.495
2017/12/05,-0.044
2017/12/06,-6.041
2017/12/07,-7.964
2017/12/08,-2.248
2017/12/09,8.665
2017/12/10,4.937
2017/12/11,3.276
2017/12/12,17.295
2017/12/13,48.241
2017/12/14,51.669
2017/12/15,19.349
2017/12/16,4.445
2017/12/17,1.35
2017/12/18,9.749
2017/12/19,18.678
2017/12/20,11.205
2017/12/21,10.119
2017/12/22,-17.178
2017/12/23,-8.524
2017/12/24,-18.154
2017/12/25,5.156
2017/12/26,2.162
2017/12/27,13.349
2017/12/28,-1.258
2017/12/29,-0.924
2017/12/30,-6.13
2017/12/31,1.93
2018/01/01,1.744
2018/01/02,20.7
2018/01/03,23
2018/01/04,26.654
2018/01/05,15.281
2018/01/06,12.314
2018/01/07,13.704
2018/01/08,17.708
2018/01/09,22.19
2018/01/10,22.246
2018/01/11,6.171
2018/01/12,1.52
2018/01/13,2.535
2018/01/14,10.158
2018/01/15,7.74
2018/01/16,-16.283
2018/01/17,-29.202
2018/01/18,-21.502
2018/01/19,-7.485
2018/01/20,17.688
2018/01/21,3.893
2018/01/22,-2.029
2018/01/23,-12.373
2018/01/24,-6.459
2018/01/25,4.164
2018/01/26,6.52
2018/01/27,6.412
2018/01/28,10.916
2018/01/29,13.405
2018/01/30,5.407
2018/01/31,-7.446
2018/02/01,-6.632
2018/02/02,-18.353
2018/02/03,-12.972
2018/02/04,-18.255
2018/02/05,-16.508
2018/02/06,-29.004
2018/02/07,-12.038
2018/02/08,4.889
2018/02/09,22.509
2018/02/10,9.032
2018/02/11,1.287
2018/02/12,2.992
2018/02/13,-2.789
2018/02/14,7.169
2018/02/15,8.743
2018/02/16,10.361
2018/02/17,9.179
2018/02/18,1.307
2018/02/19,0.716
2018/02/20,-2.714
2018/02/21,-7.958
2018/02/22,-11.677
2018/02/23,-9.923
2018/02/24,-2.868
2018/02/25,1.08
2018/02/26,1.797
2018/02/27,4.143
2018/02/28,3.59
2018/03/01,0.579
2018/03/02,-1.798
2018/03/03,-1.022
2018/03/04,-1.386
2018/03/05,-0.172
2018/03/06,-3.279
2018/03/07,-8.452
2018/03/08,-14.269
2018/03/09,-17.664
2018/03/10,-7.43
2018/03/11,-5.012
2018/03/12,4.193
2018/03/13,-4.018
2018/03/14,-5.885
2018/03/15,-15.777
2018/03/16,-12.297
2018/03/17,-11.327
2018/03/18,-15.538
2018/03/19,-11.504
2018/03/20,-7.107
2018/03/21,11.957
2018/03/22,1.696
2018/03/23,-3.784
2018/03/24,-5.606
2018/03/25,-4.737
2018/03/26,-4.532
2018/03/27,-13.733
2018/03/28,-13.573
2018/03/29,-17.04
2018/03/30,-16.962
2018/03/31,-11.066
2018/04/01,-7.778
2018/04/02,0.171
2018/04/03,-0.011
2018/04/04,2.346
2018/04/05,-1.831
2018/04/06,-7.253
2018/04/07,-1.733
2018/04/08,4.48
2018/04/09,8.569
2018/04/10,4.783
2018/04/11,6.179
2018/04/12,11.401
2018/04/13,25.233
2018/04/14,19.479
2018/04/15,15.451
2018/04/16,1.431
2018/04/17,2.028
2018/04/18,-1.008
2018/04/19,6.165
2018/04/20,14.194
2018/04/21,17.431
2018/04/22,14.529
2018/04/23,9.36
2018/04/24,14.025
2018/04/25,3.45
2018/04/26,-1.289
2018/04/27,-3.48
2018/04/28,5.038
2018/04/29,8.413
2018/04/30,2.582
2018/05/01,-2.738
2018/05/02,-0.8
2018/05/03,7.531
2018/05/04,19.007
2018/05/05,19.247
2018/05/06,7.991
2018/05/07,-5.079
2018/05/08,-7.46
2018/05/09,-6.66
2018/05/10,1.461
2018/05/11,-6.696
2018/05/12,-9.282
2018/05/13,-6.68
2018/05/14,2.812
2018/05/15,7.808
2018/05/16,-1.235
2018/05/17,-2.602
2018/05/18,-6.197
2018/05/19,0.276
2018/05/20,1.623
2018/05/21,4.171
2018/05/22,-2.232
2018/05/23,-13.54
2018/05/24,-16.97
2018/05/25,-12.716
2018/05/26,-3.033
2018/05/27,-1.949
2018/05/28,-9.48
2018/05/29,-8.951
2018/05/30,-2.336
2018/05/31,6.331
2018/06/01,6.171
2018/06/02,4.709
2018/06/03,6.751
2018/06/04,4.449
2018/06/05,1.108
2018/06/06,-0.996
2018/06/07,1.045
2018/06/08,1.119
2018/06/09,-0.165
2018/06/10,-8.124
2018/06/11,-12.642
2018/06/12,-13.741
2018/06/13,-13.945
2018/06/14,-6.319
2018/06/15,-3.698
2018/06/16,3.225
2018/06/17,1.846
2018/06/18,0.127
2018/06/19,6.296
2018/06/20,5.552
2018/06/21,6.207
2018/06/22,-7.112
2018/06/23,-10.987
2018/06/24,-15.425
2018/06/25,-6.632
2018/06/26,-4.354
2018/06/27,-3.687
2018/06/28,-4.78
2018/06/29,-7.474
2018/06/30,3.52
2018/07/01,3.933
2018/07/02,10.653
2018/07/03,5.083
2018/07/04,3.223
2018/07/05,1.894
2018/07/06,-1.186
2018/07/07,0.443
2018/07/08,3.688
2018/07/09,3.1
2018/07/10,-4.248
2018/07/11,-9.87
2018/07/12,-9.892
2018/07/13,-3.033
2018/07/14,-1.247
2018/07/15,2.188
2018/07/16,6.526
2018/07/17,10.851
2018/07/18,11.601
2018/07/19,2.016
2018/07/20,-4.675
2018/07/21,-7.142
2018/07/22,-2.239
2018/07/23,0.258
2018/07/24,1.773
2018/07/25,2.463
2018/07/26,3.518
2018/07/27,-0.616
2018/07/28,-1.521
2018/07/29,-2.127
2018/07/30,-1.145
2018/07/31,-5.66
2018/08/01,-9.654
2018/08/02,-9.517
2018/08/03,-7.028
2018/08/04,-2.096
2018/08/05,-2.163
2018/08/06,-0.563
2018/08/07,-2.162
2018/08/08,-9.945
2018/08/09,-11.384
2018/08/10,-11.62
2018/08/11,-13.033
2018/08/12,-11.008
2018/08/13,-13.444
2018/08/14,-17.244
2018/08/15,-10.668
2018/08/16,-6.62
2018/08/17,13.746
2018/08/18,5.445
2018/08/19,3.122
2018/08/20,-2.883
2018/08/21,-8.213
2018/08/22,-5.294
2018/08/23,-6.11
2018/08/24,-0.587
2018/08/25,-0.58
2018/08/26,0.099
2018/08/27,0.172
2018/08/28,3.091
2018/08/29,6.748
2018/08/30,1.853
2018/08/31,-2.529
2018/09/01,-0.615
2018/09/02,4.446
2018/09/03,3.186
2018/09/04,-0.997
2018/09/05,-10.055
2018/09/06,-22.008
2018/09/07,-22.504
2018/09/08,-19.949
2018/09/09,-12.75
2018/09/10,-11.936
2018/09/11,-10.4
2018/09/12,-10.765
2018/09/13,0.512
2018/09/14,12.147
2018/09/15,24.142
2018/09/16,10.547
2018/09/17,-0.136
2018/09/18,-6.992
2018/09/19,-3.951
2018/09/20,-1.029
2018/09/21,13.118
2018/09/22,14.929
2018/09/23,15.075
2018/09/24,2.79
2018/09/25,-10.957
2018/09/26,-11.26
2018/09/27,-7.422
2018/09/28,5.42
2018/09/29,5.383
2018/09/30,6.422
2018/10/01,2.072
2018/10/02,0.849
2018/10/03,-5.544
2018/10/04,-2.981
2018/10/05,-2.433
2018/10/06,2.657
2018/10/07,0.18
2018/10/08,1.989
2018/10/09,1.193
2018/10/10,0.653
2018/10/11,-11.261
2018/10/12,-14.075
2018/10/13,-11.552
2018/10/14,-0.556
2018/10/15,6.69
2018/10/16,5.674
2018/10/17,4.79
2018/10/18,-0.955
2018/10/19,-3.258
2018/10/20,-2.014
2018/10/21,0.19
2018/10/22,0.831
2018/10/23,-1.116
2018/10/24,-1.515
2018/10/25,-1.409
2018/10/26,-0.273
2018/10/27,-0.501
2018/10/28,0.615
2018/10/29,-1.275
2018/10/30,-3.515
2018/10/31,-3.504
2018/11/01,-1.188
2018/11/02,2.135
2018/11/03,1.715
2018/11/04,2.964
2018/11/05,4.254
2018/11/06,6.546
2018/11/07,7.618
2018/11/08,2.789
2018/11/09,-0.895
2018/11/10,-3.257
2018/11/11,-1.6
2018/11/12,0.238
2018/11/13,-1.283
2018/11/14,-6.508
2018/11/15,-15.613
2018/11/16,-14.905
2018/11/17,-11.595
2018/11/18,-0.923
2018/11/19,-10.36
2018/11/20,-20.106
2018/11/21,-24.163
2018/11/22,-16.365
2018/11/23,-11.721
2018/11/24,-8.569
2018/11/25,-17.347
2018/11/26,-8.361
2018/11/27,-12.761
2018/11/28,6.334
2018/11/29,5.582
2018/11/30,7.928
2018/12/01,-0.847
2018/12/02,-1.369
2018/12/03,-3.159
2018/12/04,-4.91
2018/12/05,-8.698
2018/12/06,-10.772
2018/12/07,-20.787
2018/12/08,-14.892
2018/12/09,-5.745
2018/12/10,5.63
2018/12/11,-1.627
2018/12/12,-3.767
2018/12/13,-3.281
2018/12/14,-4.405
2018/12/15,-6.715
2018/12/16,-2.789
2018/12/17,5.069
2018/12/18,12.972
2018/12/19,19.76
2018/12/20,20.697
2018/12/21,19.526
2018/12/22,7.285
2018/12/23,19.284
2018/12/24,29.011
2018/12/25,16.051
2018/12/26,1.284
2018/12/27,-15.179
2018/12/28,-4.463
2018/12/29,5.506
2018/12/30,10.724
2018/12/31,10.258
2019/01/01,-1.983
2019/01/02,8.019
2019/01/03,11.084
2019/01/04,12.179
2019/01/05,6.425
2019/01/06,2.363
2019/01/07,1.193
2019/01/08,-5.031
2019/01/09,-2.322
2019/01/10,-11.61
2019/01/11,-15.695
2019/01/12,-16.804
2019/01/13,-10.682
2019/01/14,-4.228
2019/01/15,0.554
2019/01/16,0.408
2019/01/17,-0.071
2019/01/18,-4.44
2019/01/19,0.704
2019/01/20,-0.461
2019/01/21,-3.597
2019/01/22,-4.641
2019/01/23,-2.379
2019/01/24,-0.45
2019/01/25,-1.133
2019/01/26,-1.438
2019/01/27,-1.525
2019/01/28,-8.39
2019/01/29,-9.851
2019/01/30,-6.691
2019/01/31,1.243
2019/02/01,1.279
2019/02/02,0.001
2019/02/03,0.148
2019/02/04,0.494
2019/02/05,-0.424
2019/02/06,-4.399
2019/02/07,-2.358
2019/02/08,3.135
2019/02/09,15.06
2019/02/10,13.368
2019/02/11,9.925
2019/02/12,1.44
2019/02/13,3.392
2019/02/14,0.816
2019/02/15,0.928
2019/02/16,0.159
2019/02/17,3.357
2019/02/18,16.036
2019/02/19,19.9
2019/02/20,15.196
2019/02/21,3.114
2019/02/22,0.154
2019/02/23,3.79
2019/02/24,5.693
2019/02/25,-5.955
2019/02/26,-9.3
2019/02/27,-11.338
2019/02/28,-1.341
2019/03/01,-0.282
2019/03/02,-2.129
2019/03/03,-2.804
2019/03/04,-6.942
2019/03/05,-1.908
2019/03/06,3.268
2019/03/07,8.549
2019/03/08,4.164
2019/03/09,-0.375
2019/03/10,-1.494
2019/03/11,-2.105
2019/03/12,-2.664
2019/03/13,-2.616
2019/03/14,-1.237
2019/03/15,1.355
2019/03/16,6.761
2019/03/17,5.301
2019/03/18,2.617
2019/03/19,-2.095
2019/03/20,-0.584
2019/03/21,-0.657
2019/03/22,-1.426
2019/03/23,-0.963
2019/03/24,-0.979
2019/03/25,-0.88
2019/03/26,-2.275
2019/03/27,1.143
2019/03/28,2.401
2019/03/29,4.807
2019/03/30,3.65
2019/03/31,2.267
2019/04/01,1.296
2019/04/02,7.149
2019/04/03,19.964
2019/04/04,12.834
2019/04/05,6.56
2019/04/06,-2.64
2019/04/07,5.21
2019/04/08,10.325
2019/04/09,7.009
2019/04/10,6.272
2019/04/11,-6.852
2019/04/12,-7.221
2019/04/13,-8.495
2019/04/14,-2.282
2019/04/15,0.549
2019/04/16,-0.46
2019/04/17,1.449
2019/04/18,4.546
2019/04/19,5.641
2019/04/20,4.524
2019/04/21,-1.411
2019/04/22,-1.076
2019/04/23,-0.166
2019/04/24,-2.433
2019/04/25,-4.305
2019/04/26,-10.385
2019/04/27,-5.202
2019/04/28,-3.315
2019/04/29,0.203
2019/04/30,0.802
2019/05/01,2.065
2019/05/02,3.075
