Date,activeaddresses3rsi
2016/01/01,46.861
2016/01/02,53.099
2016/01/03,60.491
2016/01/04,70.455
2016/01/05,68.323
2016/01/06,84.149
2016/01/07,91.94
2016/01/08,57.666
2016/01/09,49.24
2016/01/10,72.317
2016/01/11,84.346
2016/01/12,87.529
2016/01/13,44.719
2016/01/14,35.182
2016/01/15,71.456
2016/01/16,35.826
2016/01/17,29.789
2016/01/18,66.039
2016/01/19,49.957
2016/01/20,74.187
2016/01/21,45.349
2016/01/22,53.873
2016/01/23,72.035
2016/01/24,82.004
2016/01/25,87.607
2016/01/26,91.649
2016/01/27,57.853
2016/01/28,73.617
2016/01/29,61.265
2016/01/30,62.296
2016/01/31,70.943
2016/02/01,43.64
2016/02/02,38.989
2016/02/03,57.954
2016/02/04,31.529
2016/02/05,75.537
2016/02/06,34.271
2016/02/07,45.437
2016/02/08,65.145
2016/02/09,74.826
2016/02/10,90.515
2016/02/11,95.99
2016/02/12,58.865
2016/02/13,51.134
2016/02/14,36.375
2016/02/15,44.742
2016/02/16,44.854
2016/02/17,53.925
2016/02/18,40.876
2016/02/19,47.618
2016/02/20,25.614
2016/02/21,71.03
2016/02/22,68.847
2016/02/23,70.808
2016/02/24,62.176
2016/02/25,86.064
2016/02/26,42.098
2016/02/27,46.974
2016/02/28,69.624
2016/02/29,81.656
2016/03/01,90.327
2016/03/02,94.723
2016/03/03,96.419
2016/03/04,86.317
2016/03/05,94.946
2016/03/06,75.435
2016/03/07,31.242
2016/03/08,58.837
2016/03/09,51.772
2016/03/10,67.962
2016/03/11,48.553
2016/03/12,68.78
2016/03/13,62.886
2016/03/14,73.192
2016/03/15,64.842
2016/03/16,53.417
2016/03/17,65.51
2016/03/18,86.476
2016/03/19,41.925
2016/03/20,47.519
2016/03/21,44.665
2016/03/22,42.421
2016/03/23,73.76
2016/03/24,43.78
2016/03/25,54.765
2016/03/26,36.809
2016/03/27,70.338
2016/03/28,73.823
2016/03/29,90.099
2016/03/30,93.416
2016/03/31,44.189
2016/04/01,37.864
2016/04/02,33.398
2016/04/03,48.841
2016/04/04,68.103
2016/04/05,77.653
2016/04/06,44.037
2016/04/07,68.034
2016/04/08,35.524
2016/04/09,57.945
2016/04/10,65.6
2016/04/11,46.819
2016/04/12,59.981
2016/04/13,71.657
2016/04/14,52.149
2016/04/15,36.6
2016/04/16,37.074
2016/04/17,67.039
2016/04/18,68.187
2016/04/19,59.204
2016/04/20,75.14
2016/04/21,60.457
2016/04/22,42.589
2016/04/23,34.079
2016/04/24,73.715
2016/04/25,65.359
2016/04/26,74.605
2016/04/27,76.292
2016/04/28,32.796
2016/04/29,88.363
2016/04/30,97.011
2016/05/01,48.532
2016/05/02,64.516
2016/05/03,44.546
2016/05/04,41.044
2016/05/05,44.826
2016/05/06,43.181
2016/05/07,34.976
2016/05/08,67.404
2016/05/09,73.809
2016/05/10,52.482
2016/05/11,77.815
2016/05/12,79.301
2016/05/13,90.015
2016/05/14,49.064
2016/05/15,37.536
2016/05/16,25.349
2016/05/17,55.779
2016/05/18,76.206
2016/05/19,60.244
2016/05/20,44.594
2016/05/21,34.7
2016/05/22,20.766
2016/05/23,66.826
2016/05/24,52.315
2016/05/25,57.649
2016/05/26,86.388
2016/05/27,59.439
2016/05/28,84.592
2016/05/29,38.843
2016/05/30,35.196
2016/05/31,40.551
2016/06/01,35.194
2016/06/02,33.419
2016/06/03,31.433
2016/06/04,25.263
2016/06/05,29.282
2016/06/06,55.31
2016/06/07,53.72
2016/06/08,66.187
2016/06/09,41.525
2016/06/10,59.876
2016/06/11,15.278
2016/06/12,64.655
2016/06/13,78.911
2016/06/14,79.653
2016/06/15,46.837
2016/06/16,36.658
2016/06/17,82.436
2016/06/18,66.79
2016/06/19,45.785
2016/06/20,37.98
2016/06/21,38.805
2016/06/22,61.565
2016/06/23,31.306
2016/06/24,32.668
2016/06/25,20.75
2016/06/26,57.434
2016/06/27,38.424
2016/06/28,57.636
2016/06/29,46.392
2016/06/30,42.123
2016/07/01,35.751
2016/07/02,45.046
2016/07/03,37.404
2016/07/04,64.622
2016/07/05,59.593
2016/07/06,40.158
2016/07/07,45.444
2016/07/08,67.457
2016/07/09,36.332
2016/07/10,37.585
2016/07/11,30.402
2016/07/12,66.592
2016/07/13,16.723
2016/07/14,63.444
2016/07/15,55.351
2016/07/16,42.645
2016/07/17,18.963
2016/07/18,49.087
2016/07/19,80.727
2016/07/20,82.17
2016/07/21,56.623
2016/07/22,71.414
2016/07/23,47.598
2016/07/24,78.212
2016/07/25,57.358
2016/07/26,79.308
2016/07/27,59.401
2016/07/28,41
2016/07/29,29.867
2016/07/30,22.744
2016/07/31,37.521
2016/08/01,39.524
2016/08/02,32.255
2016/08/03,51.121
2016/08/04,47.252
2016/08/05,24.848
2016/08/06,17.478
2016/08/07,31.042
2016/08/08,45.067
2016/08/09,78.708
2016/08/10,46.127
2016/08/11,69.375
2016/08/12,35.692
2016/08/13,30.729
2016/08/14,36.792
2016/08/15,50.817
2016/08/16,76.23
2016/08/17,42.52
2016/08/18,39.627
2016/08/19,46.965
2016/08/20,44.352
2016/08/21,50.675
2016/08/22,33.316
2016/08/23,78.009
2016/08/24,42.619
2016/08/25,66.59
2016/08/26,44.418
2016/08/27,48.791
2016/08/28,43.4
2016/08/29,65.89
2016/08/30,43.612
2016/08/31,71.62
2016/09/01,75.311
2016/09/02,59.809
2016/09/03,28.722
2016/09/04,26.884
2016/09/05,28.578
2016/09/06,52.831
2016/09/07,22.956
2016/09/08,75.639
2016/09/09,43.471
2016/09/10,39.105
2016/09/11,51.529
2016/09/12,58.567
2016/09/13,45.852
2016/09/14,46.625
2016/09/15,64.01
2016/09/16,78.039
2016/09/17,56.672
2016/09/18,19.532
2016/09/19,43.77
2016/09/20,87.196
2016/09/21,44.74
2016/09/22,29.044
2016/09/23,37.172
2016/09/24,39.882
2016/09/25,35.883
2016/09/26,33.544
2016/09/27,32.393
2016/09/28,58.498
2016/09/29,57.666
2016/09/30,40.9
2016/10/01,70.621
2016/10/02,84.488
2016/10/03,41.382
2016/10/04,14.835
2016/10/05,29.091
2016/10/06,28.604
2016/10/07,73.424
2016/10/08,56.831
2016/10/09,73.638
2016/10/10,78.025
2016/10/11,37.025
2016/10/12,13.836
2016/10/13,10.077
2016/10/14,58.295
2016/10/15,41.519
2016/10/16,54.644
2016/10/17,64.939
2016/10/18,78.305
2016/10/19,39.091
2016/10/20,64.793
2016/10/21,75.072
2016/10/22,44.807
2016/10/23,41.628
2016/10/24,49.74
2016/10/25,48.167
2016/10/26,49.931
2016/10/27,47.64
2016/10/28,49.296
2016/10/29,24.328
2016/10/30,12.754
2016/10/31,71.948
2016/11/01,59.682
2016/11/02,62.164
2016/11/03,43.896
2016/11/04,14.471
2016/11/05,48.18
2016/11/06,36.28
2016/11/07,60.007
2016/11/08,51.618
2016/11/09,56.589
2016/11/10,36.371
2016/11/11,59.338
2016/11/12,45.454
2016/11/13,62.821
2016/11/14,36.165
2016/11/15,53.754
2016/11/16,38.811
2016/11/17,38.419
2016/11/18,55.118
2016/11/19,40.231
2016/11/20,55.606
2016/11/21,48.079
2016/11/22,94.665
2016/11/23,97.213
2016/11/24,32.978
2016/11/25,55.613
2016/11/26,36.061
2016/11/27,39.406
2016/11/28,43.768
2016/11/29,39.063
2016/11/30,46.584
2016/12/01,38.28
2016/12/02,55.435
2016/12/03,59.778
2016/12/04,48.034
2016/12/05,42.698
2016/12/06,75.927
2016/12/07,35.372
2016/12/08,38.628
2016/12/09,54.334
2016/12/10,38.112
2016/12/11,47.673
2016/12/12,60.571
2016/12/13,35.118
2016/12/14,63.512
2016/12/15,72.48
2016/12/16,49.595
2016/12/17,33.772
2016/12/18,22.064
2016/12/19,67.202
2016/12/20,69.637
2016/12/21,57.551
2016/12/22,87.403
2016/12/23,43.681
2016/12/24,34.173
2016/12/25,26.523
2016/12/26,26.043
2016/12/27,41.055
2016/12/28,53.801
2016/12/29,65.07
2016/12/30,51.668
2016/12/31,67.686
2017/01/01,27.427
2017/01/02,52.703
2017/01/03,54.443
2017/01/04,85.457
2017/01/05,86.514
2017/01/06,56.303
2017/01/07,39.863
2017/01/08,28.808
2017/01/09,60.673
2017/01/10,42.775
2017/01/11,53.334
2017/01/12,56.075
2017/01/13,31.435
2017/01/14,22.174
2017/01/15,32.174
2017/01/16,71.387
2017/01/17,67.23
2017/01/18,38.702
2017/01/19,51.154
2017/01/20,68.883
2017/01/21,39.671
2017/01/22,37.762
2017/01/23,42.935
2017/01/24,71.911
2017/01/25,34.091
2017/01/26,38.953
2017/01/27,35.896
2017/01/28,26.31
2017/01/29,19.433
