Date,fee_to_reward90smaUSD
2016/10/29,0.132
2016/10/30,0.132
2016/10/31,0.132
2016/11/01,0.133
2016/11/02,0.133
2016/11/03,0.133
2016/11/04,0.132
2016/11/05,0.132
2016/11/06,0.131
2016/11/07,0.131
2016/11/08,0.131
2016/11/09,0.131
2016/11/10,0.132
2016/11/11,0.132
2016/11/12,0.132
2016/11/13,0.133
2016/11/14,0.133
2016/11/15,0.133
2016/11/16,0.133
2016/11/17,0.133
2016/11/18,0.133
2016/11/19,0.133
2016/11/20,0.133
2016/11/21,0.132
2016/11/22,0.133
2016/11/23,0.134
2016/11/24,0.135
2016/11/25,0.136
2016/11/26,0.137
2016/11/27,0.14
2016/11/28,0.143
2016/11/29,0.145
2016/11/30,0.145
2016/12/01,0.144
2016/12/02,0.144
2016/12/03,0.144
2016/12/04,0.144
2016/12/05,0.144
2016/12/06,0.144
2016/12/07,0.143
2016/12/08,0.143
2016/12/09,0.143
2016/12/10,0.143
2016/12/11,0.143
2016/12/12,0.143
2016/12/13,0.143
2016/12/14,0.143
2016/12/15,0.143
2016/12/16,0.143
2016/12/17,0.143
2016/12/18,0.143
2016/12/19,0.143
2016/12/20,0.143
2016/12/21,0.143
2016/12/22,0.143
2016/12/23,0.142
2016/12/24,0.141
2016/12/25,0.138
2016/12/26,0.136
2016/12/27,0.135
2016/12/28,0.134
2016/12/29,0.134
2016/12/30,0.133
2016/12/31,0.132
2017/01/01,0.13
2017/01/02,0.129
2017/01/03,0.128
2017/01/04,0.128
2017/01/05,0.127
2017/01/06,0.127
2017/01/07,0.126
2017/01/08,0.125
2017/01/09,0.125
2017/01/10,0.125
2017/01/11,0.123
2017/01/12,0.122
2017/01/13,0.121
2017/01/14,0.12
2017/01/15,0.118
2017/01/16,0.116
2017/01/17,0.115
2017/01/18,0.114
2017/01/19,0.114
2017/01/20,0.114
2017/01/21,0.114
2017/01/22,0.114
2017/01/23,0.114
2017/01/24,0.114
2017/01/25,0.114
2017/01/26,0.114
2017/01/27,0.114
2017/01/28,0.114
2017/01/29,0.114
2017/01/30,0.114
2017/01/31,0.114
2017/02/01,0.114
2017/02/02,0.115
2017/02/03,0.115
2017/02/04,0.115
2017/02/05,0.116
2017/02/06,0.116
2017/02/07,0.116
2017/02/08,0.116
2017/02/09,0.116
2017/02/10,0.117
2017/02/11,0.117
2017/02/12,0.117
2017/02/13,0.118
2017/02/14,0.119
2017/02/15,0.12
2017/02/16,0.12
2017/02/17,0.12
2017/02/18,0.121
2017/02/19,0.121
2017/02/20,0.121
2017/02/21,0.12
2017/02/22,0.12
2017/02/23,0.12
2017/02/24,0.119
2017/02/25,0.117
2017/02/26,0.114
2017/02/27,0.113
2017/02/28,0.113
2017/03/01,0.114
2017/03/02,0.115
2017/03/03,0.116
2017/03/04,0.116
2017/03/05,0.117
2017/03/06,0.117
2017/03/07,0.117
2017/03/08,0.117
2017/03/09,0.118
2017/03/10,0.119
2017/03/11,0.119
2017/03/12,0.12
2017/03/13,0.122
2017/03/14,0.123
2017/03/15,0.124
2017/03/16,0.126
2017/03/17,0.128
2017/03/18,0.129
2017/03/19,0.129
2017/03/20,0.13
2017/03/21,0.13
2017/03/22,0.131
2017/03/23,0.132
2017/03/24,0.134
2017/03/25,0.135
2017/03/26,0.136
2017/03/27,0.137
2017/03/28,0.139
2017/03/29,0.14
2017/03/30,0.141
2017/03/31,0.142
2017/04/01,0.143
2017/04/02,0.145
2017/04/03,0.146
2017/04/04,0.147
2017/04/05,0.148
2017/04/06,0.15
2017/04/07,0.151
2017/04/08,0.152
2017/04/09,0.153
2017/04/10,0.154
2017/04/11,0.155
2017/04/12,0.156
2017/04/13,0.157
2017/04/14,0.158
2017/04/15,0.159
2017/04/16,0.16
2017/04/17,0.161
2017/04/18,0.162
2017/04/19,0.164
2017/04/20,0.166
2017/04/21,0.168
2017/04/22,0.169
2017/04/23,0.17
2017/04/24,0.172
2017/04/25,0.173
2017/04/26,0.175
2017/04/27,0.177
2017/04/28,0.178
2017/04/29,0.18
2017/04/30,0.182
2017/05/01,0.184
2017/05/02,0.187
2017/05/03,0.189
2017/05/04,0.191
2017/05/05,0.193
2017/05/06,0.195
2017/05/07,0.197
2017/05/08,0.199
2017/05/09,0.202
2017/05/10,0.204
2017/05/11,0.207
2017/05/12,0.209
2017/05/13,0.212
2017/05/14,0.214
2017/05/15,0.217
2017/05/16,0.22
2017/05/17,0.227
2017/05/18,0.231
2017/05/19,0.237
2017/05/20,0.241
2017/05/21,0.246
2017/05/22,0.251
2017/05/23,0.258
2017/05/24,0.267
2017/05/25,0.274
2017/05/26,0.28
2017/05/27,0.285
2017/05/28,0.291
2017/05/29,0.296
2017/05/30,0.305
2017/05/31,0.322
2017/06/01,0.33
2017/06/02,0.34
2017/06/03,0.348
2017/06/04,0.356
2017/06/05,0.363
2017/06/06,0.372
2017/06/07,0.381
2017/06/08,0.388
2017/06/09,0.396
2017/06/10,0.403
2017/06/11,0.412
2017/06/12,0.428
2017/06/13,0.436
2017/06/14,0.443
2017/06/15,0.451
2017/06/16,0.458
2017/06/17,0.465
2017/06/18,0.473
2017/06/19,0.481
2017/06/20,0.506
2017/06/21,0.539
2017/06/22,0.564
2017/06/23,0.581
2017/06/24,0.602
2017/06/25,0.616
2017/06/26,0.634
2017/06/27,0.645
2017/06/28,0.665
2017/06/29,0.68
2017/06/30,0.692
2017/07/01,0.702
2017/07/02,0.712
2017/07/03,0.726
2017/07/04,0.738
2017/07/05,0.752
2017/07/06,0.761
2017/07/07,0.773
2017/07/08,0.785
2017/07/09,0.793
2017/07/10,0.802
2017/07/11,0.812
2017/07/12,0.824
2017/07/13,0.836
2017/07/14,0.846
2017/07/15,0.857
2017/07/16,0.867
2017/07/17,0.877
2017/07/18,0.893
2017/07/19,0.904
2017/07/20,0.912
2017/07/21,0.921
2017/07/22,0.929
2017/07/23,0.938
2017/07/24,0.949
2017/07/25,0.961
2017/07/26,0.971
2017/07/27,0.979
2017/07/28,0.989
2017/07/29,0.995
2017/07/30,1
2017/07/31,1.006
2017/08/01,1.016
2017/08/02,1.025
2017/08/03,1.034
2017/08/04,1.042
2017/08/05,1.05
2017/08/06,1.058
2017/08/07,1.07
2017/08/08,1.083
2017/08/09,1.092
2017/08/10,1.104
2017/08/11,1.117
2017/08/12,1.129
2017/08/13,1.139
2017/08/14,1.15
2017/08/15,1.16
2017/08/16,1.189
2017/08/17,1.208
2017/08/18,1.235
2017/08/19,1.251
2017/08/20,1.258
2017/08/21,1.264
2017/08/22,1.269
2017/08/23,1.275
2017/08/24,1.283
2017/08/25,1.293
2017/08/26,1.302
2017/08/27,1.311
2017/08/28,1.318
2017/08/29,1.328
2017/08/30,1.342
2017/08/31,1.365
2017/09/01,1.384
2017/09/02,1.394
2017/09/03,1.403
2017/09/04,1.419
2017/09/05,1.441
2017/09/06,1.473
2017/09/07,1.502
2017/09/08,1.534
2017/09/09,1.546
2017/09/10,1.55
2017/09/11,1.561
2017/09/12,1.578
2017/09/13,1.593
2017/09/14,1.605
2017/09/15,1.63
2017/09/16,1.655
2017/09/17,1.665
2017/09/18,1.659
2017/09/19,1.645
2017/09/20,1.648
2017/09/21,1.647
2017/09/22,1.644
2017/09/23,1.649
2017/09/24,1.656
2017/09/25,1.669
2017/09/26,1.673
2017/09/27,1.68
2017/09/28,1.691
2017/09/29,1.702
2017/09/30,1.715
2017/10/01,1.721
2017/10/02,1.731
2017/10/03,1.741
2017/10/04,1.755
2017/10/05,1.767
2017/10/06,1.783
2017/10/07,1.795
2017/10/08,1.808
2017/10/09,1.822
2017/10/10,1.834
2017/10/11,1.849
2017/10/12,1.865
2017/10/13,1.883
2017/10/14,1.898
2017/10/15,1.911
2017/10/16,1.915
2017/10/17,1.917
2017/10/18,1.921
2017/10/19,1.924
2017/10/20,1.934
2017/10/21,1.933
2017/10/22,1.93
2017/10/23,1.928
2017/10/24,1.933
2017/10/25,1.936
2017/10/26,1.937
2017/10/27,1.943
2017/10/28,1.946
2017/10/29,1.947
2017/10/30,1.949
2017/10/31,1.952
2017/11/01,1.958
2017/11/02,1.965
2017/11/03,1.967
2017/11/04,1.965
2017/11/05,1.959
2017/11/06,1.955
2017/11/07,1.956
2017/11/08,1.956
2017/11/09,1.955
2017/11/10,1.952
2017/11/11,1.949
2017/11/12,1.947
2017/11/13,1.943
2017/11/14,1.926
2017/11/15,1.92
2017/11/16,1.904
2017/11/17,1.899
2017/11/18,1.898
2017/11/19,1.897
2017/11/20,1.9
2017/11/21,1.903
2017/11/22,1.906
2017/11/23,1.906
2017/11/24,1.905
2017/11/25,1.903
2017/11/26,1.902
2017/11/27,1.893
2017/11/28,1.889
2017/11/29,1.876
2017/11/30,1.869
2017/12/01,1.869
2017/12/02,1.869
2017/12/03,1.863
2017/12/04,1.869
2017/12/05,1.881
2017/12/06,1.912
2017/12/07,1.971
2017/12/08,2.049
2017/12/09,2.124
2017/12/10,2.191
2017/12/11,2.237
2017/12/12,2.284
2017/12/13,2.325
2017/12/14,2.369
2017/12/15,2.401
2017/12/16,2.449
2017/12/17,2.484
2017/12/18,2.518
2017/12/19,2.555
2017/12/20,2.616
2017/12/21,2.677
2017/12/22,2.732
2017/12/23,2.76
2017/12/24,2.784
2017/12/25,2.795
2017/12/26,2.807
2017/12/27,2.822
2017/12/28,2.84
2017/12/29,2.863
2017/12/30,2.886
2017/12/31,2.905
2018/01/01,2.916
2018/01/02,2.94
2018/01/03,2.971
2018/01/04,3.008
2018/01/05,3.109
2018/01/06,3.223
2018/01/07,3.313
2018/01/08,3.407
2018/01/09,3.503
2018/01/10,3.617
2018/01/11,3.71
2018/01/12,3.781
2018/01/13,3.858
2018/01/14,3.931
2018/01/15,4.013
2018/01/16,4.094
2018/01/17,4.17
2018/01/18,4.245
2018/01/19,4.317
2018/01/20,4.385
2018/01/21,4.435
2018/01/22,4.474
2018/01/23,4.525
2018/01/24,4.572
2018/01/25,4.608
2018/01/26,4.644
2018/01/27,4.672
2018/01/28,4.701
2018/01/29,4.745
2018/01/30,4.779
2018/01/31,4.812
2018/02/01,4.868
2018/02/02,4.914
2018/02/03,4.947
2018/02/04,4.976
2018/02/05,5.004
2018/02/06,5.033
2018/02/07,5.059
2018/02/08,5.077
2018/02/09,5.1
2018/02/10,5.123
2018/02/11,5.14
2018/02/12,5.154
2018/02/13,5.166
2018/02/14,5.182
2018/02/15,5.196
2018/02/16,5.213
2018/02/17,5.232
2018/02/18,5.252
2018/02/19,5.266
2018/02/20,5.285
2018/02/21,5.303
2018/02/22,5.318
2018/02/23,5.334
2018/02/24,5.349
2018/02/25,5.358
2018/02/26,5.364
2018/02/27,5.371
2018/02/28,5.387
2018/03/01,5.395
2018/03/02,5.412
2018/03/03,5.417
2018/03/04,5.406
2018/03/05,5.382
2018/03/06,5.338
2018/03/07,5.269
2018/03/08,5.193
2018/03/09,5.121
2018/03/10,5.053
2018/03/11,4.998
2018/03/12,4.952
2018/03/13,4.908
2018/03/14,4.852
2018/03/15,4.805
2018/03/16,4.756
2018/03/17,4.715
2018/03/18,4.679
2018/03/19,4.63
2018/03/20,4.57
2018/03/21,4.512
2018/03/22,4.457
2018/03/23,4.424
2018/03/24,4.393
2018/03/25,4.373
2018/03/26,4.356
2018/03/27,4.334
2018/03/28,4.312
2018/03/29,4.283
2018/03/30,4.254
2018/03/31,4.226
2018/04/01,4.202
2018/04/02,4.167
2018/04/03,4.127
2018/04/04,4.076
2018/04/05,3.977
2018/04/06,3.855
2018/04/07,3.751
2018/04/08,3.645
2018/04/09,3.535
2018/04/10,3.408
2018/04/11,3.301
2018/04/12,3.222
2018/04/13,3.141
2018/04/14,3.062
2018/04/15,2.978
2018/04/16,2.9
2018/04/17,2.827
2018/04/18,2.753
2018/04/19,2.691
2018/04/20,2.635
2018/04/21,2.59
2018/04/22,2.551
2018/04/23,2.506
2018/04/24,2.469
2018/04/25,2.441
2018/04/26,2.417
2018/04/27,2.401
2018/04/28,2.381
2018/04/29,2.348
2018/04/30,2.324
2018/05/01,2.295
2018/05/02,2.248
2018/05/03,2.22
2018/05/04,2.203
2018/05/05,2.183
2018/05/06,2.16
2018/05/07,2.137
2018/05/08,2.119
2018/05/09,2.113
2018/05/10,2.114
2018/05/11,2.112
2018/05/12,2.105
2018/05/13,2.099
2018/05/14,2.101
2018/05/15,2.101
2018/05/16,2.105
2018/05/17,2.113
2018/05/18,2.116
2018/05/19,2.109
2018/05/20,2.106
2018/05/21,2.103
2018/05/22,2.105
2018/05/23,2.111
2018/05/24,2.116
2018/05/25,2.119
2018/05/26,2.12
2018/05/27,2.12
2018/05/28,2.133
2018/05/29,2.136
2018/05/30,2.149
2018/05/31,2.165
2018/06/01,2.182
2018/06/02,2.185
2018/06/03,2.183
2018/06/04,2.193
2018/06/05,2.194
2018/06/06,2.205
2018/06/07,2.21
2018/06/08,2.217
2018/06/09,2.22
2018/06/10,2.216
2018/06/11,2.219
2018/06/12,2.221
2018/06/13,2.225
2018/06/14,2.232
2018/06/15,2.246
2018/06/16,2.246
2018/06/17,2.243
2018/06/18,2.241
2018/06/19,2.241
2018/06/20,2.242
2018/06/21,2.24
2018/06/22,2.251
2018/06/23,2.252
2018/06/24,2.251
2018/06/25,2.258
2018/06/26,2.259
2018/06/27,2.258
2018/06/28,2.259
2018/06/29,2.265
2018/06/30,2.332
2018/07/01,2.448
2018/07/02,2.639
2018/07/03,2.789
2018/07/04,2.892
2018/07/05,2.989
2018/07/06,3.12
2018/07/07,3.236
2018/07/08,3.285
2018/07/09,3.323
2018/07/10,3.342
2018/07/11,3.363
2018/07/12,3.406
2018/07/13,3.463
2018/07/14,3.576
2018/07/15,3.702
2018/07/16,3.713
2018/07/17,3.716
2018/07/18,3.718
2018/07/19,3.717
2018/07/20,3.728
2018/07/21,3.739
2018/07/22,3.737
2018/07/23,3.741
2018/07/24,3.742
2018/07/25,3.741
2018/07/26,3.737
2018/07/27,3.732
2018/07/28,3.727
2018/07/29,3.714
2018/07/30,3.71
2018/07/31,3.704
2018/08/01,3.693
2018/08/02,3.683
2018/08/03,3.679
2018/08/04,3.677
2018/08/05,3.668
2018/08/06,3.666
2018/08/07,3.701
2018/08/08,3.792
2018/08/09,3.868
2018/08/10,3.915
2018/08/11,3.913
2018/08/12,3.899
2018/08/13,3.89
2018/08/14,3.885
2018/08/15,3.876
2018/08/16,3.865
2018/08/17,3.914
2018/08/18,3.906
2018/08/19,3.891
2018/08/20,3.874
2018/08/21,3.856
2018/08/22,3.853
2018/08/23,3.844
2018/08/24,3.851
2018/08/25,3.841
2018/08/26,3.825
2018/08/27,3.804
2018/08/28,3.782
2018/08/29,3.754
2018/08/30,3.733
2018/08/31,3.726
2018/09/01,3.715
2018/09/02,3.697
2018/09/03,3.685
2018/09/04,3.669
2018/09/05,3.658
2018/09/06,3.656
2018/09/07,3.66
2018/09/08,3.659
2018/09/09,3.658
2018/09/10,3.657
2018/09/11,3.659
2018/09/12,3.659
2018/09/13,3.656
2018/09/14,3.657
2018/09/15,3.661
2018/09/16,3.663
2018/09/17,3.662
2018/09/18,3.663
2018/09/19,3.676
2018/09/20,3.67
2018/09/21,3.684
2018/09/22,3.686
2018/09/23,3.68
2018/09/24,3.688
2018/09/25,3.694
2018/09/26,3.703
2018/09/27,3.712
2018/09/28,3.663
2018/09/29,3.564
2018/09/30,3.382
2018/10/01,3.249
2018/10/02,3.155
2018/10/03,3.064
2018/10/04,2.943
2018/10/05,2.834
2018/10/06,2.785
2018/10/07,2.749
2018/10/08,2.734
2018/10/09,2.714
2018/10/10,2.672
2018/10/11,2.623
2018/10/12,2.518
2018/10/13,2.393
2018/10/14,2.379
2018/10/15,2.376
2018/10/16,2.37
2018/10/17,2.368
2018/10/18,2.359
2018/10/19,2.351
2018/10/20,2.352
2018/10/21,2.341
2018/10/22,2.338
2018/10/23,2.337
2018/10/24,2.341
2018/10/25,2.351
2018/10/26,2.353
2018/10/27,2.356
2018/10/28,2.356
2018/10/29,2.36
2018/10/30,2.365
2018/10/31,2.37
2018/11/01,2.374
2018/11/02,2.381
2018/11/03,2.387
2018/11/04,2.384
2018/11/05,2.348
2018/11/06,2.248
2018/11/07,2.16
2018/11/08,2.115
2018/11/09,2.112
2018/11/10,2.109
2018/11/11,2.099
2018/11/12,2.092
2018/11/13,2.087
2018/11/14,2.092
2018/11/15,2.044
2018/11/16,2.051
2018/11/17,2.054
2018/11/18,2.057
2018/11/19,2.071
2018/11/20,2.072
2018/11/21,2.075
2018/11/22,2.065
2018/11/23,2.075
2018/11/24,2.074
2018/11/25,2.083
2018/11/26,2.091
2018/11/27,2.094
2018/11/28,2.106
2018/11/29,2.12
2018/11/30,2.148
2018/12/01,2.162
2018/12/02,2.17
2018/12/03,2.179
2018/12/04,2.193
2018/12/05,2.202
2018/12/06,2.204
2018/12/07,2.21
2018/12/08,2.207
2018/12/09,2.203
2018/12/10,2.198
2018/12/11,2.193
2018/12/12,2.187
2018/12/13,2.189
2018/12/14,2.191
2018/12/15,2.191
2018/12/16,2.185
2018/12/17,2.184
2018/12/18,2.174
2018/12/19,2.174
2018/12/20,2.168
2018/12/21,2.17
2018/12/22,2.169
2018/12/23,2.163
2018/12/24,2.161
2018/12/25,2.158
2018/12/26,2.151
2018/12/27,2.138
2018/12/28,2.126
2018/12/29,2.118
2018/12/30,2.117
2018/12/31,2.103
2019/01/01,2.097
2019/01/02,2.093
2019/01/03,2.09
2019/01/04,2.096
2019/01/05,2.102
2019/01/06,2.097
2019/01/07,2.096
2019/01/08,2.092
2019/01/09,2.085
2019/01/10,2.084
2019/01/11,2.086
2019/01/12,2.086
2019/01/13,2.081
2019/01/14,2.093
2019/01/15,2.097
2019/01/16,2.101
2019/01/17,2.1
2019/01/18,2.103
2019/01/19,2.105
2019/01/20,2.103
2019/01/21,2.105
2019/01/22,2.109
2019/01/23,2.104
2019/01/24,2.103
2019/01/25,2.107
2019/01/26,2.108
2019/01/27,2.104
2019/01/28,2.108
2019/01/29,2.109
2019/01/30,2.112
2019/01/31,2.116
2019/02/01,2.121
2019/02/02,2.122
2019/02/03,2.115
2019/02/04,2.107
2019/02/05,2.102
2019/02/06,2.096
2019/02/07,2.095
2019/02/08,2.102
2019/02/09,2.108
2019/02/10,2.107
2019/02/11,2.109
2019/02/12,2.104
2019/02/13,2.101
2019/02/14,2.1
2019/02/15,2.112
2019/02/16,2.117
2019/02/17,2.114
2019/02/18,2.119
2019/02/19,2.13
2019/02/20,2.14
2019/02/21,2.148
2019/02/22,2.158
2019/02/23,2.161
2019/02/24,2.17
2019/02/25,2.185
2019/02/26,2.193
2019/02/27,2.193
2019/02/28,2.189
2019/03/01,2.19
2019/03/02,2.191
2019/03/03,2.184
2019/03/04,2.185
2019/03/05,2.183
2019/03/06,2.188
2019/03/07,2.193
2019/03/08,2.205
2019/03/09,2.214
2019/03/10,2.217
2019/03/11,2.223
2019/03/12,2.23
2019/03/13,2.235
2019/03/14,2.238
2019/03/15,2.245
2019/03/16,2.249
2019/03/17,2.249
2019/03/18,2.256
2019/03/19,2.264
2019/03/20,2.268
2019/03/21,2.286
2019/03/22,2.302
2019/03/23,2.309
2019/03/24,2.311
2019/03/25,2.32
2019/03/26,2.333
2019/03/27,2.351
2019/03/28,2.364
2019/03/29,2.383
2019/03/30,2.381
2019/03/31,2.392
2019/04/01,2.412
2019/04/02,2.435
2019/04/03,2.465
2019/04/04,2.482
2019/04/05,2.49
2019/04/06,2.499
2019/04/07,2.507
2019/04/08,2.522
2019/04/09,2.535
2019/04/10,2.562
2019/04/11,2.657
2019/04/12,2.743
2019/04/13,2.808
2019/04/14,2.854
2019/04/15,2.916
2019/04/16,3
2019/04/17,3.094
2019/04/18,3.198
2019/04/19,3.246
2019/04/20,3.25
2019/04/21,3.251
2019/04/22,3.251
2019/04/23,3.257
2019/04/24,3.262
2019/04/25,3.265
2019/04/26,3.277
2019/04/27,3.279
2019/04/28,3.275
2019/04/29,3.276
2019/04/30,3.277
2019/05/01,3.277
2019/05/02,3.282
2019/05/03,3.291
2019/05/04,3.297
2019/05/05,3.304
2019/05/06,3.315
2019/05/07,3.331
2019/05/08,3.342
2019/05/09,3.349
2019/05/10,3.361
2019/05/11,3.367
2019/05/12,3.369
2019/05/13,3.378
2019/05/14,3.389
2019/05/15,3.41
2019/05/16,3.445
2019/05/17,3.471
2019/05/18,3.484
2019/05/19,3.482
2019/05/20,3.487
2019/05/21,3.486
2019/05/22,3.498
2019/05/23,3.506
2019/05/24,3.522
2019/05/25,3.519
2019/05/26,3.505
2019/05/27,3.511
2019/05/28,3.52
2019/05/29,3.524
2019/05/30,3.545
2019/05/31,3.564
2019/06/01,3.583
2019/06/02,3.583
2019/06/03,3.59
2019/06/04,3.6
2019/06/05,3.607
2019/06/06,3.613
2019/06/07,3.62
2019/06/08,3.651
2019/06/09,3.651
2019/06/10,3.679
2019/06/11,3.698
2019/06/12,3.703
2019/06/13,3.708
2019/06/14,3.725
2019/06/15,3.753
2019/06/16,3.751
2019/06/17,3.772
2019/06/18,3.779
2019/06/19,3.781
2019/06/20,3.803
2019/06/21,3.808
2019/06/22,3.811
2019/06/23,3.808
