Date,mediantransactionvalue90smaUSD
2016/01/01,1.314
2016/01/02,1.32
2016/01/03,1.321
2016/01/04,1.324
2016/01/05,1.315
2016/01/06,1.305
2016/01/07,1.293
2016/01/08,1.295
2016/01/09,1.297
2016/01/10,1.298
2016/01/11,1.298
2016/01/12,1.304
2016/01/13,1.295
2016/01/14,1.301
2016/01/15,1.31
2016/01/16,1.32
2016/01/17,1.33
2016/01/18,1.335
2016/01/19,1.333
2016/01/20,1.349
2016/01/21,1.36
2016/01/22,1.365
2016/01/23,1.377
2016/01/24,1.392
2016/01/25,1.393
2016/01/26,1.406
2016/01/27,1.39
2016/01/28,1.392
2016/01/29,1.4
2016/01/30,1.407
2016/01/31,1.405
2016/02/01,1.407
2016/02/02,1.406
2016/02/03,1.416
2016/02/04,1.435
2016/02/05,1.464
2016/02/06,1.462
2016/02/07,1.473
2016/02/08,1.496
2016/02/09,1.532
2016/02/10,1.587
2016/02/11,1.63
2016/02/12,1.692
2016/02/13,1.733
2016/02/14,1.774
2016/02/15,1.819
2016/02/16,1.857
2016/02/17,1.891
2016/02/18,1.921
2016/02/19,1.954
2016/02/20,1.99
2016/02/21,2.03
2016/02/22,2.072
2016/02/23,2.124
2016/02/24,2.176
2016/02/25,2.234
2016/02/26,2.28
2016/02/27,2.336
2016/02/28,2.407
2016/02/29,2.468
2016/03/01,2.535
2016/03/02,2.615
2016/03/03,2.713
2016/03/04,2.807
2016/03/05,2.947
2016/03/06,3.061
2016/03/07,3.169
2016/03/08,3.267
2016/03/09,3.376
2016/03/10,3.516
2016/03/11,3.63
2016/03/12,3.772
2016/03/13,3.943
2016/03/14,4.11
2016/03/15,4.252
2016/03/16,4.398
2016/03/17,4.524
2016/03/18,4.633
2016/03/19,4.741
2016/03/20,4.851
2016/03/21,4.978
2016/03/22,5.111
2016/03/23,5.245
2016/03/24,5.361
2016/03/25,5.469
2016/03/26,5.589
2016/03/27,5.704
2016/03/28,5.822
2016/03/29,5.954
2016/03/30,6.075
2016/03/31,6.193
2016/04/01,6.31
2016/04/02,6.426
2016/04/03,6.544
2016/04/04,6.673
2016/04/05,6.792
2016/04/06,6.913
2016/04/07,7.018
2016/04/08,7.117
2016/04/09,7.212
2016/04/10,7.297
2016/04/11,7.377
2016/04/12,7.466
2016/04/13,7.538
2016/04/14,7.613
2016/04/15,7.688
2016/04/16,7.765
2016/04/17,7.834
2016/04/18,7.928
2016/04/19,8.005
2016/04/20,8.079
2016/04/21,8.155
2016/04/22,8.219
2016/04/23,8.279
2016/04/24,8.345
2016/04/25,8.402
2016/04/26,8.476
2016/04/27,8.535
2016/04/28,8.589
2016/04/29,8.641
2016/04/30,8.702
2016/05/01,8.772
2016/05/02,8.853
2016/05/03,8.93
2016/05/04,9.006
2016/05/05,9.082
2016/05/06,9.19
2016/05/07,9.26
2016/05/08,9.323
2016/05/09,9.382
2016/05/10,9.421
2016/05/11,9.469
2016/05/12,9.499
2016/05/13,9.557
2016/05/14,9.609
2016/05/15,9.654
2016/05/16,9.71
2016/05/17,9.794
2016/05/18,9.889
2016/05/19,9.99
2016/05/20,10.095
2016/05/21,10.189
2016/05/22,10.282
2016/05/23,10.37
2016/05/24,10.446
2016/05/25,10.507
2016/05/26,10.509
2016/05/27,10.56
2016/05/28,10.49
2016/05/29,10.488
2016/05/30,10.539
2016/05/31,10.586
2016/06/01,10.625
2016/06/02,10.666
2016/06/03,10.664
2016/06/04,10.639
2016/06/05,10.664
2016/06/06,10.702
2016/06/07,10.656
2016/06/08,10.661
2016/06/09,10.692
2016/06/10,10.678
2016/06/11,10.661
2016/06/12,10.619
2016/06/13,10.65
2016/06/14,10.677
2016/06/15,10.741
2016/06/16,10.834
2016/06/17,10.774
2016/06/18,10.745
2016/06/19,10.726
2016/06/20,10.686
2016/06/21,10.682
2016/06/22,10.713
2016/06/23,10.739
2016/06/24,10.697
2016/06/25,10.731
2016/06/26,10.691
2016/06/27,10.713
2016/06/28,10.724
2016/06/29,10.632
2016/06/30,10.514
2016/07/01,10.518
2016/07/02,10.519
2016/07/03,10.523
2016/07/04,10.532
2016/07/05,10.527
2016/07/06,10.527
2016/07/07,10.528
2016/07/08,10.509
2016/07/09,10.531
2016/07/10,10.555
2016/07/11,10.583
2016/07/12,10.608
2016/07/13,10.63
2016/07/14,10.611
2016/07/15,10.649
2016/07/16,10.641
2016/07/17,10.664
2016/07/18,10.688
2016/07/19,10.721
2016/07/20,10.656
2016/07/21,10.674
2016/07/22,10.733
2016/07/23,10.792
2016/07/24,10.855
2016/07/25,10.921
2016/07/26,10.979
2016/07/27,11.035
2016/07/28,11.093
2016/07/29,11.122
2016/07/30,11.152
2016/07/31,11.179
2016/08/01,11.199
2016/08/02,11.207
2016/08/03,11.144
2016/08/04,11.156
2016/08/05,11.172
2016/08/06,11.187
2016/08/07,11.203
2016/08/08,11.22
2016/08/09,11.241
2016/08/10,11.249
2016/08/11,11.234
2016/08/12,11.196
2016/08/13,11.167
2016/08/14,11.176
2016/08/15,11.151
2016/08/16,11.056
2016/08/17,10.962
2016/08/18,10.859
2016/08/19,10.784
2016/08/20,10.717
2016/08/21,10.646
2016/08/22,10.576
2016/08/23,10.499
2016/08/24,10.48
2016/08/25,10.396
2016/08/26,10.433
2016/08/27,10.406
2016/08/28,10.378
2016/08/29,10.273
2016/08/30,10.171
2016/08/31,10.104
2016/09/01,10.087
2016/09/02,10.008
2016/09/03,9.95
2016/09/04,9.857
2016/09/05,9.895
2016/09/06,9.782
2016/09/07,9.647
2016/09/08,9.529
2016/09/09,9.403
2016/09/10,9.371
2016/09/11,9.318
2016/09/12,9.212
2016/09/13,9.142
2016/09/14,8.956
2016/09/15,8.926
2016/09/16,8.87
2016/09/17,8.835
2016/09/18,8.854
2016/09/19,8.865
2016/09/20,8.859
2016/09/21,8.868
2016/09/22,8.812
2016/09/23,8.803
2016/09/24,8.86
2016/09/25,8.852
2016/09/26,8.849
2016/09/27,8.951
2016/09/28,9.084
2016/09/29,9.097
2016/09/30,9.112
2016/10/01,9.039
2016/10/02,9.057
2016/10/03,9.088
2016/10/04,8.97
2016/10/05,8.97
2016/10/06,8.952
2016/10/07,8.972
2016/10/08,8.988
2016/10/09,9.008
2016/10/10,9.028
2016/10/11,9.045
2016/10/12,9.079
2016/10/13,8.96
2016/10/14,9.013
2016/10/15,9.024
2016/10/16,9.032
2016/10/17,9.036
2016/10/18,9.088
2016/10/19,9.114
2016/10/20,9.099
2016/10/21,8.984
2016/10/22,8.968
2016/10/23,8.953
2016/10/24,8.854
2016/10/25,8.805
2016/10/26,8.791
2016/10/27,8.796
2016/10/28,8.793
2016/10/29,8.777
2016/10/30,8.767
2016/10/31,8.775
2016/11/01,8.795
2016/11/02,8.753
2016/11/03,8.752
2016/11/04,8.756
2016/11/05,8.758
2016/11/06,8.758
2016/11/07,8.749
2016/11/08,8.748
2016/11/09,8.761
2016/11/10,8.8
2016/11/11,8.832
2016/11/12,8.817
2016/11/13,8.823
2016/11/14,8.883
2016/11/15,8.933
2016/11/16,8.987
2016/11/17,9.022
2016/11/18,9.039
2016/11/19,9.058
2016/11/20,9.088
2016/11/21,9.132
2016/11/22,9.102
2016/11/23,9.064
2016/11/24,9.121
2016/11/25,9.07
2016/11/26,9.042
2016/11/27,9.036
2016/11/28,9.024
2016/11/29,8.982
2016/11/30,8.907
2016/12/01,8.973
2016/12/02,8.966
2016/12/03,8.993
2016/12/04,8.948
2016/12/05,8.981
2016/12/06,9.032
2016/12/07,9.089
2016/12/08,9.155
2016/12/09,9.155
2016/12/10,9.115
2016/12/11,9.123
2016/12/12,9.083
2016/12/13,9.101
2016/12/14,9.11
2016/12/15,9.128
2016/12/16,9.106
2016/12/17,9.079
2016/12/18,9.022
2016/12/19,8.914
2016/12/20,8.818
2016/12/21,8.833
2016/12/22,8.703
2016/12/23,8.638
2016/12/24,8.572
2016/12/25,8.509
2016/12/26,8.444
2016/12/27,8.352
2016/12/28,8.257
2016/12/29,8.199
2016/12/30,8.19
2016/12/31,8.133
2017/01/01,8.077
2017/01/02,8.168
2017/01/03,8.121
2017/01/04,8.164
2017/01/05,8.14
2017/01/06,8.115
2017/01/07,8.087
2017/01/08,8.066
2017/01/09,8.049
2017/01/10,8.01
2017/01/11,8.109
2017/01/12,8.029
2017/01/13,7.929
2017/01/14,7.895
2017/01/15,7.816
2017/01/16,7.84
2017/01/17,7.776
2017/01/18,7.755
2017/01/19,7.832
2017/01/20,7.815
2017/01/21,7.8
2017/01/22,7.813
2017/01/23,7.802
2017/01/24,7.713
2017/01/25,7.644
2017/01/26,7.578
2017/01/27,7.522
2017/01/28,7.461
2017/01/29,7.439
2017/01/30,7.437
2017/01/31,7.477
2017/02/01,7.426
2017/02/02,7.422
2017/02/03,7.418
2017/02/04,7.421
2017/02/05,7.404
2017/02/06,7.392
2017/02/07,7.328
2017/02/08,7.269
2017/02/09,7.25
2017/02/10,7.213
2017/02/11,7.177
2017/02/12,7.184
2017/02/13,7.135
2017/02/14,7.105
2017/02/15,7.11
2017/02/16,7.144
2017/02/17,7.161
2017/02/18,7.196
2017/02/19,7.217
2017/02/20,7.292
2017/02/21,7.33
2017/02/22,7.298
2017/02/23,7.439
2017/02/24,7.485
2017/02/25,7.534
2017/02/26,7.644
2017/02/27,7.762
2017/02/28,7.877
2017/03/01,7.959
2017/03/02,8.072
2017/03/03,8.204
2017/03/04,8.346
2017/03/05,8.475
2017/03/06,8.616
2017/03/07,8.636
2017/03/08,8.741
2017/03/09,8.751
2017/03/10,8.861
2017/03/11,8.99
2017/03/12,9.145
2017/03/13,9.398
2017/03/14,9.676
2017/03/15,9.963
2017/03/16,10.361
2017/03/17,10.791
2017/03/18,11.139
2017/03/19,11.533
2017/03/20,11.958
2017/03/21,12.365
2017/03/22,12.805
2017/03/23,13.008
2017/03/24,13.442
2017/03/25,13.923
2017/03/26,14.169
2017/03/27,14.269
2017/03/28,14.513
2017/03/29,14.674
