Date,hashrate30ema
2016/01/01,529249160519
2016/01/02,529172033916
2016/01/03,530182912333
2016/01/04,530899550208
2016/01/05,532058359243
2016/01/06,533356698042
2016/01/07,532896182250
2016/01/08,534044037733
2016/01/09,535180360103
2016/01/10,535358832072
2016/01/11,537055525232
2016/01/12,537315987258
2016/01/13,536880174989
2016/01/14,537968614791
2016/01/15,539850601687
2016/01/16,542059312361
2016/01/17,543753661182
2016/01/18,546834035603
2016/01/19,549288618134
2016/01/20,551794260550
2016/01/21,553880964223
2016/01/22,557544026895
2016/01/23,560851135489
2016/01/24,566645189759
2016/01/25,570385643311
2016/01/26,577011436999
2016/01/27,582597607217
2016/01/28,587092716507
2016/01/29,592444111449
2016/01/30,597369755518
2016/01/31,600551632308
2016/02/01,605628336151
2016/02/02,608402895969
2016/02/03,614105721840
2016/02/04,619274773202
2016/02/05,624392242855
2016/02/06,627626850996
2016/02/07,631866444772
2016/02/08,637770974600
2016/02/09,641743068948
2016/02/10,646666569642
2016/02/11,653174965895
2016/02/12,657542326341
2016/02/13,664536413018
2016/02/14,671682373775
2016/02/15,679619808524
2016/02/16,686717866679
2016/02/17,692096003943
2016/02/18,695892730012
2016/02/19,702272761601
2016/02/20,708596821614
2016/02/21,715064567376
2016/02/22,723424426477
2016/02/23,731557748015
2016/02/24,738979036125
2016/02/25,746520646769
2016/02/26,755238736081
2016/02/27,764375174051
2016/02/28,774145340760
2016/02/29,781359515004
2016/03/01,789050057290
2016/03/02,798732887076
2016/03/03,808961271592
2016/03/04,820178033816
2016/03/05,833718465052
2016/03/06,846816219285
2016/03/07,859753240263
2016/03/08,872687267926
2016/03/09,886123919763
2016/03/10,901493751158
2016/03/11,917669418559
2016/03/12,936897204409
2016/03/13,959747481681
2016/03/14,978251432919
2016/03/15,998717761819
2016/03/16,1019589769387
2016/03/17,1042140522751
2016/03/18,1062314750892
2016/03/19,1085371068630
2016/03/20,1108980585669
2016/03/21,1129635906147
2016/03/22,1151365875331
2016/03/23,1166716046774
2016/03/24,1188552997855
2016/03/25,1213435139408
2016/03/26,1239709166839
2016/03/27,1265652644731
2016/03/28,1287748369722
2016/03/29,1312459960037
2016/03/30,1338248717479
2016/03/31,1366041428965
2016/04/01,1393381813785
2016/04/02,1414902334510
2016/04/03,1441414849857
2016/04/04,1471594384856
2016/04/05,1500420394623
2016/04/06,1525840998804
2016/04/07,1544345402914
2016/04/08,1572003649182
2016/04/09,1597047903763
2016/04/10,1625433514035
2016/04/11,1647765263287
2016/04/12,1666004478068
2016/04/13,1689321697582
2016/04/14,1711970306170
2016/04/15,1738434643179
2016/04/16,1765056598036
2016/04/17,1786619450218
2016/04/18,1814889246432
2016/04/19,1841268336177
2016/04/20,1868913153696
2016/04/21,1896031942423
2016/04/22,1916873515022
2016/04/23,1942523512112
2016/04/24,1964427199516
2016/04/25,1992381644686
2016/04/26,2014022563825
2016/04/27,2035276903496
2016/04/28,2058672251297
2016/04/29,2083625538363
2016/04/30,2113148337955
2016/05/01,2139381814579
2016/05/02,2158468138838
2016/05/03,2185045066809
2016/05/04,2207967629449
2016/05/05,2229950438285
2016/05/06,2251148714061
2016/05/07,2270223877624
2016/05/08,2291287517194
2016/05/09,2312478257990
2016/05/10,2336106592325
2016/05/11,2351622514328
2016/05/12,2370268617110
2016/05/13,2398875524683
