Date,hashrate7roc
2016/01/01,-2.431
2016/01/02,-0.247
2016/01/03,-0.11
2016/01/04,-0.709
2016/01/05,1.23
2016/01/06,3.299
2016/01/07,-3.041
2016/01/08,4.678
2016/01/09,4.47
2016/01/10,-1.265
2016/01/11,3.763
2016/01/12,-1.415
2016/01/13,-3.916
2016/01/14,5.232
2016/01/15,2.987
2016/01/16,4.066
2016/01/17,5.646
2016/01/18,5.313
2016/01/19,8.092
2016/01/20,10.85
2016/01/21,5.488
2016/01/22,7.673
2016/01/23,6.048
2016/01/24,14.488
2016/01/25,5.6
2016/01/26,15.081
2016/01/27,12.832
2016/01/28,11.664
2016/01/29,9.724
2016/01/30,9.853
2016/01/31,-0.61
2016/02/01,8.744
2016/02/02,-3.633
2016/02/03,5.003
2016/02/04,6.432
2016/02/05,4.262
2016/02/06,0.858
2016/02/07,7.214
2016/02/08,6.499
2016/02/09,7.817
2016/02/10,3.051
2016/02/11,7.681
2016/02/12,3.188
2016/02/13,13.553
2016/02/14,11.821
2016/02/15,9.86
2016/02/16,12.912
2016/02/17,7.245
2016/02/18,0.455
2016/02/19,10.253
2016/02/20,4.484
2016/02/21,4.327
2016/02/22,6.283
2016/02/23,7.58
2016/02/24,9.935
2016/02/25,13.973
2016/02/26,10.93
2016/02/27,12.065
2016/02/28,13.224
2016/02/29,4.892
2016/03/01,6.012
2016/03/02,10.932
2016/03/03,11.847
2016/03/04,11.475
2016/03/05,14.852
2016/03/06,13.204
2016/03/07,18.215
2016/03/08,17.73
2016/03/09,15.101
2016/03/10,17.454
2016/03/11,17.236
2016/03/12,18.023
2016/03/13,24.533
2016/03/14,19.021
2016/03/15,22.188
2016/03/16,22.321
2016/03/17,21.77
2016/03/18,17.586
2016/03/19,16.779
2016/03/20,12.412
2016/03/21,14.647
2016/03/22,13.197
2016/03/23,5.072
2016/03/24,9.938
2016/03/25,16.193
2016/03/26,14.158
2016/03/27,13.127
2016/03/28,12.525
2016/03/29,13.933
2016/03/30,23.241
2016/03/31,17.529
2016/04/01,13.695
2016/04/02,6.557
2016/04/03,11.208
2016/04/04,18.721
2016/04/05,14.821
2016/04/06,10.645
2016/04/07,2.466
2016/04/08,10.237
2016/04/09,13.506
2016/04/10,11.566
2016/04/11,3.267
2016/04/12,0.629
2016/04/13,7.02
2016/04/14,12.563
2016/04/15,7.558
2016/04/16,9.738
2016/04/17,3.056
2016/04/18,12.844
2016/04/19,15.193
2016/04/20,11.953
2016/04/21,12.198
2016/04/22,4.567
2016/04/23,7.595
2016/04/24,8.705
2016/04/25,7.772
2016/04/26,4.679
2016/04/27,3.247
2016/04/28,4.746
2016/04/29,10.201
2016/04/30,9.798
2016/05/01,10.418
2016/05/02,1.564
2016/05/03,10.422
2016/05/04,8.401
2016/05/05,6.289
2016/05/06,4.624
2016/05/07,0.22
2016/05/08,3.054
2016/05/09,7.577
2016/05/10,4.214
2016/05/11,1.427
2016/05/12,3.607
2016/05/13,9.973
2016/05/14,8.709
2016/05/15,7.388
2016/05/16,6.179
2016/05/17,3.676
2016/05/18,12.274
2016/05/19,12.058
2016/05/20,7.325
2016/05/21,9.926
2016/05/22,8.789
2016/05/23,9.572
2016/05/24,11.535
2016/05/25,8.071
2016/05/26,6.835
2016/05/27,5.149
2016/05/28,6.885
2016/05/29,7.979
2016/05/30,7.167
2016/05/31,4.166
2016/06/01,1.39
2016/06/02,2.495
2016/06/03,7.498
2016/06/04,4.423
2016/06/05,1.542
2016/06/06,5.376
2016/06/07,7.403
2016/06/08,9.729
2016/06/09,12.331
2016/06/10,0.299
2016/06/11,4.678
2016/06/12,7.663
2016/06/13,7.939
2016/06/14,8.194
2016/06/15,6.906
2016/06/16,2.124
2016/06/17,12.653
2016/06/18,5.831
2016/06/19,7.623
2016/06/20,2.65
2016/06/21,0.154
2016/06/22,5.259
2016/06/23,7.441
2016/06/24,3.396
2016/06/25,5.528
2016/06/26,6.13
2016/06/27,9.216
2016/06/28,12.269
2016/06/29,5.141
2016/06/30,3.619
2016/07/01,6.183
2016/07/02,6.928
2016/07/03,6.191
2016/07/04,4.024
2016/07/05,2.801
2016/07/06,5.39
2016/07/07,4.425
2016/07/08,2.631
2016/07/09,2.577
2016/07/10,0.973
2016/07/11,2.821
2016/07/12,2.77
2016/07/13,4.16
2016/07/14,3.475
2016/07/15,1.295
2016/07/16,1.653
2016/07/17,1.357
2016/07/18,2.576
2016/07/19,1.346
2016/07/20,-2.029
2016/07/21,2.905
2016/07/22,0.731
2016/07/23,4.353
2016/07/24,1.178
2016/07/25,-4.746
2016/07/26,-8.119
2016/07/27,-10.188
2016/07/28,-8.05
2016/07/29,-6.686
2016/07/30,-12.171
2016/07/31,-8.391
2016/08/01,-7.338
2016/08/02,-9.914
2016/08/03,-9.061
2016/08/04,-6.973
2016/08/05,-2.572
2016/08/06,-3.284
2016/08/07,-1.521
2016/08/08,2.566
2016/08/09,16.513
2016/08/10,22.9
2016/08/11,15.349
2016/08/12,12.33
2016/08/13,14.12
2016/08/14,10.65
2016/08/15,9.046
2016/08/16,6.183
2016/08/17,3.925
2016/08/18,3.894
2016/08/19,3.047
2016/08/20,7.367
2016/08/21,8.23
2016/08/22,8.417
2016/08/23,7.723
2016/08/24,7.621
2016/08/25,7.629
2016/08/26,12.342
2016/08/27,8.982
2016/08/28,6.495
2016/08/29,4.473
2016/08/30,2.526
2016/08/31,4.904
2016/09/01,3.702
2016/09/02,1.853
2016/09/03,-3.373
2016/09/04,-4.792
2016/09/05,0.123
2016/09/06,-0.767
2016/09/07,-0.391
2016/09/08,-2.45
2016/09/09,-3.253
2016/09/10,2.931
2016/09/11,9.893
2016/09/12,5.509
2016/09/13,5.979
2016/09/14,6.913
2016/09/15,7.847
2016/09/16,6.565
2016/09/17,9.46
2016/09/18,-6.941
2016/09/19,-4.502
2016/09/20,7.053
2016/09/21,6.625
2016/09/22,-2.375
2016/09/23,8.394
2016/09/24,4.929
2016/09/25,23.271
2016/09/26,13.694
2016/09/27,7.578
2016/09/28,5.478
2016/09/29,18.034
2016/09/30,4.102
2016/10/01,7.393
2016/10/02,6.417
2016/10/03,10.487
2016/10/04,7.019
2016/10/05,5.381
2016/10/06,3.934
2016/10/07,3.343
2016/10/08,4.058
2016/10/09,3.075
2016/10/10,5.875
2016/10/11,4.825
2016/10/12,1.801
2016/10/13,4.837
2016/10/14,12.531
2016/10/15,9.134
2016/10/16,9.96
2016/10/17,3.905
2016/10/18,6.535
2016/10/19,10.264
2016/10/20,9.878
2016/10/21,7.393
2016/10/22,6.384
2016/10/23,0.894
2016/10/24,8.27
2016/10/25,5.788
2016/10/26,6.938
2016/10/27,1.488
2016/10/28,-3.998
2016/10/29,-23.606
2016/10/30,-23.696
2016/10/31,-19.998
2016/11/01,-32.66
2016/11/02,-39.927
2016/11/03,-41.606
2016/11/04,-44.084
2016/11/05,-33.83
2016/11/06,-32.885
2016/11/07,-25.439
2016/11/08,-2.62
2016/11/09,5.409
2016/11/10,1.511
2016/11/11,7.366
2016/11/12,16.036
2016/11/13,27.543
2016/11/14,11.345
2016/11/15,0.567
2016/11/16,0.994
2016/11/17,5.248
2016/11/18,16.149
2016/11/19,20.292
2016/11/20,21.314
2016/11/21,23.461
2016/11/22,15.512
2016/11/23,16.85
2016/11/24,9.363
2016/11/25,2.031
2016/11/26,-2.172
2016/11/27,-10.696
2016/11/28,-12.345
2016/11/29,-8.452
2016/11/30,-11.72
2016/12/01,-0.426
2016/12/02,0.81
2016/12/03,4.703
2016/12/04,3.796
2016/12/05,-2.407
2016/12/06,-1.559
2016/12/07,5.517
2016/12/08,9.778
2016/12/09,10.731
2016/12/10,7.598
2016/12/11,11.78
2016/12/12,10.427
2016/12/13,14.944
2016/12/14,11.56
2016/12/15,5.425
2016/12/16,6.345
2016/12/17,5.445
2016/12/18,6.284
2016/12/19,10.265
2016/12/20,9.396
2016/12/21,9.207
2016/12/22,6.206
2016/12/23,-4.244
2016/12/24,-10.954
2016/12/25,-9.941
2016/12/26,-6.678
2016/12/27,-11.918
2016/12/28,-11.812
2016/12/29,-9.112
2016/12/30,-2.171
2016/12/31,5.036
2017/01/01,0.393
2017/01/02,-2.721
2017/01/03,0.671
2017/01/04,11.811
2017/01/05,14.674
2017/01/06,15.122
2017/01/07,17.933
2017/01/08,18.267
2017/01/09,21.751
2017/01/10,21.703
2017/01/11,11.405
2017/01/12,10.12
2017/01/13,11.579
2017/01/14,8.001
2017/01/15,9.774
2017/01/16,6.235
2017/01/17,5.144
2017/01/18,3.219
2017/01/19,9.135
2017/01/20,3.574
2017/01/21,6.014
2017/01/22,4.425
2017/01/23,6.438
2017/01/24,6.099
2017/01/25,7.264
2017/01/26,3.159
2017/01/27,5.156
2017/01/28,2.919
2017/01/29,0.402
2017/01/30,1.337
2017/01/31,2.638
2017/02/01,0.988
2017/02/02,0.483
2017/02/03,0.343
2017/02/04,1.801
2017/02/05,8.11
2017/02/06,6.383
2017/02/07,6.316
2017/02/08,9.209
2017/02/09,6.399
2017/02/10,11.442
2017/02/11,10.047
2017/02/12,7.04
2017/02/13,7.291
2017/02/14,8.647
2017/02/15,7.657
2017/02/16,7.694
2017/02/17,6.465
2017/02/18,6.856
2017/02/19,7.279
2017/02/20,6.253
2017/02/21,7.411
2017/02/22,5.7
2017/02/23,6.399
2017/02/24,4.962
2017/02/25,7.086
2017/02/26,9.552
2017/02/27,9.493
2017/02/28,11.917
2017/03/01,9.495
2017/03/02,10.931
2017/03/03,14.459
2017/03/04,9.692
2017/03/05,10.244
2017/03/06,10.134
2017/03/07,4.726
