Date,difficulty7ema
2016/01/01,8543281737444
2016/01/02,8444327860777
2016/01/03,8411347158366
2016/01/04,8392050413711
2016/01/05,8370503330627
2016/01/06,8383550571088
2016/01/07,8340189938771
2016/01/08,8330742561011
2016/01/09,8356257158996
2016/01/10,8351378149065
2016/01/11,8470579892227
2016/01/12,8575420742033
2016/01/13,8552483275198
2016/01/14,8598190210463
2016/01/15,8697682626704
2016/01/16,8823851300191
2016/01/17,8884894953209
2016/01/18,9027158695073
2016/01/19,9155028665631
2016/01/20,9219750452440
2016/01/21,9314437348091
2016/01/22,9460081859012
2016/01/23,9609687994937
2016/01/24,9740583936781
2016/01/25,9887966892828
2016/01/26,10068660263949
2016/01/27,10256521413072
2016/01/28,10304573462743
2016/01/29,10449216246089
2016/01/30,10555931330210
2016/01/31,10590933902259
2016/02/01,10672574604720
2016/02/02,10672968405790
2016/02/03,10719023172831
2016/02/04,10817712959314
2016/02/05,10907316023335
2016/02/06,10897189513552
2016/02/07,10935485801388
2016/02/08,11086579750824
2016/02/09,11126260009933
2016/02/10,11259527331269
2016/02/11,11443088353220
2016/02/12,11470572640269
2016/02/13,11627280917829
2016/02/14,11844679427057
2016/02/15,12102200860285
2016/02/16,12250709226082
2016/02/17,12368511624471
2016/02/18,12321910977106
2016/02/19,12404289689449
2016/02/20,12506758167073
2016/02/21,12619801161679
2016/02/22,12822726843129
2016/02/23,13062941397316
2016/02/24,13203073554542
2016/02/25,13295756284912
2016/02/26,13484167698236
2016/02/27,13754359375111
2016/02/28,14000079268605
2016/02/29,14234199605837
2016/03/01,14289012716731
2016/03/02,14464236713837
2016/03/03,14747862427712
2016/03/04,15096140528515
2016/03/05,15440379395645
2016/03/06,15915859600282
2016/03/07,16227962021620
2016/03/08,16543949020840
2016/03/09,16874655419071
2016/03/10,17157561136875
2016/03/11,17538676237048
2016/03/12,18067735454458
2016/03/13,18588194330768
2016/03/14,18957522055790
2016/03/15,18611216886236
2016/03/16,18402861603459
2016/03/17,18311838192461
2016/03/18,18308973562308
2016/03/19,18394655595135
2016/03/20,18651845499163
2016/03/21,18806009626517
2016/03/22,18996427475117
2016/03/23,18938818467015
2016/03/24,19154387079685
2016/03/25,19583687991064
2016/03/26,20041314582143
2016/03/27,20525233952671
2016/03/28,20835928520623
2016/03/29,21255380031428
2016/03/30,21647152583296
2016/03/31,22207706562157
2016/04/01,22593075922097
2016/04/02,22824713252919
2016/04/03,23192466599133
2016/04/04,23705813973363
2016/04/05,24205813019291
2016/04/06,24571145377234
2016/04/07,24588437416628
2016/04/08,24976299807141
2016/04/09,25443087800411
2016/04/10,25853272861826
2016/04/11,26143016317440
2016/04/12,26131119431491
2016/04/13,26409136127437
2016/04/14,26693167766401
2016/04/15,27096509457444
2016/04/16,27542616325102
2016/04/17,27712319681866
2016/04/18,28165200769394
2016/04/19,28631275241858
2016/04/20,29012459672249
2016/04/21,29477282935629
2016/04/22,29543040907565
2016/04/23,29874567363810
2016/04/24,30056931814309
2016/04/25,30423716226048
2016/04/26,30691132839796
