Date,activeaddresses3sma
2016/01/01,3481
2016/01/02,3546
2016/01/03,3502
2016/01/04,3579
2016/01/05,3631
2016/01/06,3719
2016/01/07,3851
2016/01/08,3924
2016/01/09,3920
2016/01/10,3912
2016/01/11,4044
2016/01/12,4226
2016/01/13,4239
2016/01/14,4136
2016/01/15,4146
2016/01/16,4083
2016/01/17,4010
2016/01/18,3988
2016/01/19,4056
2016/01/20,4379
2016/01/21,4324
2016/01/22,4408
2016/01/23,4444
2016/01/24,4814
2016/01/25,5254
2016/01/26,5665
2016/01/27,5767
2016/01/28,5912
2016/01/29,5863
2016/01/30,5979
2016/01/31,5974
2016/02/01,5940
2016/02/02,5881
2016/02/03,5824
2016/02/04,5764
2016/02/05,5971
2016/02/06,5814
2016/02/07,5830
2016/02/08,5769
2016/02/09,6141
2016/02/10,6921
2016/02/11,8239
2016/02/12,8917
2016/02/13,8975
2016/02/14,8046
2016/02/15,7731
2016/02/16,7552
2016/02/17,7715
2016/02/18,7697
2016/02/19,7707
2016/02/20,7504
2016/02/21,7722
2016/02/22,7898
2016/02/23,8241
2016/02/24,8221
2016/02/25,8447
2016/02/26,8398
2016/02/27,8405
2016/02/28,8361
2016/02/29,8762
2016/03/01,9415
2016/03/02,10217
2016/03/03,11063
2016/03/04,11569
2016/03/05,12352
2016/03/06,12738
2016/03/07,12417
2016/03/08,12070
2016/03/09,11757
2016/03/10,12577
2016/03/11,12522
2016/03/12,13043
2016/03/13,13123
2016/03/14,13708
2016/03/15,13783
2016/03/16,13848
2016/03/17,13809
2016/03/18,14267
2016/03/19,14304
2016/03/20,14302
2016/03/21,13838
2016/03/22,13859
2016/03/23,14095
2016/03/24,14123
2016/03/25,14265
2016/03/26,13962
2016/03/27,14263
2016/03/28,14530
2016/03/29,15525
2016/03/30,16462
2016/03/31,16657
2016/04/01,16139
2016/04/02,15224
2016/04/03,15144
2016/04/04,15473
2016/04/05,16092
2016/04/06,16217
2016/04/07,16472
2016/04/08,15963
2016/04/09,16214
2016/04/10,16248
2016/04/11,16583
2016/04/12,16700
2016/04/13,16861
2016/04/14,17094
2016/04/15,16928
2016/04/16,16543
2016/04/17,16619
2016/04/18,16906
2016/04/19,17151
2016/04/20,17253
2016/04/21,17289
2016/04/22,17288
2016/04/23,17115
2016/04/24,17212
2016/04/25,17355
2016/04/26,17606
2016/04/27,17653
2016/04/28,17575
2016/04/29,18299
2016/04/30,21034
2016/05/01,22112
2016/05/02,23412
2016/05/03,21640
2016/05/04,21488
2016/05/05,20359
2016/05/06,20234
2016/05/07,20112
2016/05/08,20539
2016/05/09,21225
2016/05/10,21803
2016/05/11,22505
2016/05/12,23061
2016/05/13,24666
2016/05/14,24680
2016/05/15,24260
2016/05/16,22594
2016/05/17,22435
2016/05/18,23623
2016/05/19,24931
2016/05/20,25118
2016/05/21,24015
2016/05/22,22668
2016/05/23,23169
2016/05/24,23523
2016/05/25,24673
2016/05/26,26605
2016/05/27,28007
2016/05/28,32668
2016/05/29,30769
2016/05/30,29299
2016/05/31,24749
2016/06/01,24112
2016/06/02,23914
2016/06/03,23263
2016/06/04,22781
2016/06/05,22467
2016/06/06,22624
2016/06/07,23029
2016/06/08,23553
2016/06/09,23453
2016/06/10,23578
2016/06/11,22257
2016/06/12,22782
2016/06/13,24334
2016/06/14,27236
2016/06/15,27557
2016/06/16,26201
2016/06/17,28316
2016/06/18,30651
2016/06/19,32196
2016/06/20,29658
2016/06/21,27914
2016/06/22,28246
2016/06/23,27658
2016/06/24,27082
2016/06/25,24892
2016/06/26,25376
2016/06/27,24953
2016/06/28,26094
2016/06/29,25609
2016/06/30,25849
2016/07/01,25114
2016/07/02,24925
2016/07/03,24750
2016/07/04,25147
2016/07/05,25357
2016/07/06,25487
2016/07/07,25269
2016/07/08,25313
2016/07/09,25266
2016/07/10,25187
2016/07/11,24828
2016/07/12,25029
2016/07/13,24220
2016/07/14,24620
2016/07/15,24560
2016/07/16,25194
2016/07/17,23569
2016/07/18,22937
2016/07/19,24951
2016/07/20,28287
2016/07/21,30013
2016/07/22,30306
2016/07/23,29510
2016/07/24,32016
2016/07/25,32586
2016/07/26,36777
2016/07/27,37294
2016/07/28,37427
2016/07/29,33688
2016/07/30,30263
2016/07/31,28832
2016/08/01,28602
2016/08/02,28934
2016/08/03,29125
2016/08/04,29164
2016/08/05,28835
2016/08/06,27666
2016/08/07,26761
2016/08/08,26720
2016/08/09,28040
2016/08/10,28445
2016/08/11,29565
2016/08/12,28418
2016/08/13,27716
2016/08/14,26248
2016/08/15,26382
2016/08/16,27738
2016/08/17,28007
2016/08/18,27881
2016/08/19,26964
2016/08/20,26956
2016/08/21,27123
2016/08/22,26931
2016/08/23,27640
2016/08/24,27573
2016/08/25,28466
2016/08/26,27911
2016/08/27,28164
2016/08/28,27566
2016/08/29,27985
2016/08/30,27939
2016/08/31,28707
2016/09/01,29193
2016/09/02,29854
2016/09/03,29146
2016/09/04,28238
2016/09/05,27533
2016/09/06,27702
2016/09/07,27386
2016/09/08,28438
2016/09/09,28281
2016/09/10,28491
2016/09/11,27617
2016/09/12,27904
2016/09/13,28156
2016/09/14,28120
2016/09/15,28130
2016/09/16,28625
2016/09/17,28933
2016/09/18,28209
2016/09/19,27571
2016/09/20,29812
2016/09/21,30661
2016/09/22,29512
2016/09/23,26063
2016/09/24,24933
2016/09/25,25259
2016/09/26,25099
2016/09/27,24802
2016/09/28,25061
2016/09/29,25396
2016/09/30,25582
2016/10/01,25809
2016/10/02,26539
2016/10/03,26723
2016/10/04,24794
2016/10/05,22727
2016/10/06,21362
2016/10/07,23306
2016/10/08,24395
2016/10/09,26449
2016/10/10,27212
2016/10/11,27047
2016/10/12,22908
2016/10/13,17242
2016/10/14,16421
2016/10/15,16917
2016/10/16,19769
2016/10/17,20207
2016/10/18,24179
2016/10/19,23812
2016/10/20,25539
2016/10/21,27467
2016/10/22,29470
2016/10/23,27983
2016/10/24,25074
2016/10/25,25184
2016/10/26,25756
2016/10/27,25666
2016/10/28,25701
2016/10/29,24996
2016/10/30,23556
2016/10/31,24453
2016/11/01,25542
2016/11/02,27555
2016/11/03,26646
2016/11/04,23665
2016/11/05,22211
2016/11/06,20395
2016/11/07,22596
2016/11/08,22720
2016/11/09,23993
2016/11/10,22959
2016/11/11,23237
2016/11/12,22783
2016/11/13,23834
2016/11/14,22973
2016/11/15,23225
2016/11/16,22240
2016/11/17,22268
2016/11/18,22026
2016/11/19,22043
2016/11/20,22341
2016/11/21,22188
2016/11/22,27005
2016/11/23,34722
2016/11/24,33940
2016/11/25,32928
2016/11/26,24011
2016/11/27,24196
2016/11/28,20443
2016/11/29,20883
2016/11/30,21304
2016/12/01,20675
2016/12/02,21398
2016/12/03,21853
2016/12/04,22518
2016/12/05,22230
2016/12/06,22959
2016/12/07,22421
2016/12/08,22138
2016/12/09,21116
2016/12/10,21170
2016/12/11,21337
2016/12/12,21329
2016/12/13,21250
2016/12/14,21704
2016/12/15,22221
2016/12/16,22880
2016/12/17,22323
2016/12/18,20880
2016/12/19,21262
