Date,size7rsi
2016/01/01,40.353
2016/01/02,42.684
2016/01/03,42.74
2016/01/04,43.877
2016/01/05,58.894
2016/01/06,63.233
2016/01/07,63.092
2016/01/08,44.124
2016/01/09,49.053
2016/01/10,43.35
2016/01/11,44.009
2016/01/12,45.837
2016/01/13,59.908
2016/01/14,44.96
2016/01/15,43.03
2016/01/16,41.577
2016/01/17,38.429
2016/01/18,48.084
2016/01/19,50.736
2016/01/20,43.145
2016/01/21,42.373
2016/01/22,48.246
2016/01/23,41.149
2016/01/24,47.592
2016/01/25,65.096
2016/01/26,58.047
2016/01/27,70.042
2016/01/28,61.43
2016/01/29,54.953
2016/01/30,48.399
2016/01/31,46.212
2016/02/01,43.35
2016/02/02,43.155
2016/02/03,42.015
2016/02/04,44.628
2016/02/05,47.693
2016/02/06,76.219
2016/02/07,43.82
2016/02/08,44.143
2016/02/09,44.095
2016/02/10,48.052
2016/02/11,56.466
2016/02/12,50.461
2016/02/13,53.205
2016/02/14,48.24
2016/02/15,47.414
2016/02/16,47.503
2016/02/17,57.765
2016/02/18,45.892
2016/02/19,49.557
2016/02/20,41.824
2016/02/21,42.249
2016/02/22,46.305
2016/02/23,49.127
2016/02/24,48.218
2016/02/25,48.908
2016/02/26,66.562
2016/02/27,46.515
2016/02/28,45.598
2016/02/29,53.934
2016/03/01,51.856
2016/03/02,56.243
2016/03/03,61.134
2016/03/04,61.204
2016/03/05,67.641
2016/03/06,71.922
2016/03/07,49.787
2016/03/08,52.592
2016/03/09,56.891
2016/03/10,48.871
2016/03/11,47.449
2016/03/12,66.279
2016/03/13,66.876
2016/03/14,74.547
2016/03/15,51.265
2016/03/16,51.133
2016/03/17,60.656
2016/03/18,58.357
2016/03/19,65.909
2016/03/20,59.265
2016/03/21,63.846
2016/03/22,65.309
2016/03/23,66.723
2016/03/24,83.78
2016/03/25,58.471
2016/03/26,52.098
2016/03/27,36.637
2016/03/28,54.204
2016/03/29,45.634
2016/03/30,54.292
2016/03/31,46.418
2016/04/01,50.768
2016/04/02,39.671
2016/04/03,40.247
2016/04/04,53.832
2016/04/05,55.026
2016/04/06,44.964
2016/04/07,48.83
2016/04/08,56.09
2016/04/09,44.145
2016/04/10,42.404
2016/04/11,41.418
2016/04/12,53.86
2016/04/13,55.369
2016/04/14,50.073
2016/04/15,50.581
2016/04/16,37.361
2016/04/17,69.988
2016/04/18,46.963
2016/04/19,45.912
2016/04/20,47.615
2016/04/21,53.501
2016/04/22,44.846
2016/04/23,44.048
2016/04/24,51.969
2016/04/25,50.22
2016/04/26,47.286
2016/04/27,45.53
2016/04/28,51.921
2016/04/29,52.966
2016/04/30,63.071
2016/05/01,67.621
