Date,mediantransactionvalue30smaUSD
2016/01/01,1.015
2016/01/02,1
2016/01/03,0.991
2016/01/04,0.977
2016/01/05,0.938
2016/01/06,0.88
2016/01/07,0.825
2016/01/08,0.806
2016/01/09,0.792
2016/01/10,0.789
2016/01/11,0.785
2016/01/12,0.775
2016/01/13,0.775
2016/01/14,0.817
2016/01/15,0.84
2016/01/16,0.847
2016/01/17,0.859
2016/01/18,0.867
2016/01/19,0.859
2016/01/20,0.917
2016/01/21,0.987
2016/01/22,1.039
2016/01/23,1.114
2016/01/24,1.172
2016/01/25,1.219
2016/01/26,1.31
2016/01/27,1.308
2016/01/28,1.362
2016/01/29,1.449
2016/01/30,1.502
2016/01/31,1.545
2016/02/01,1.583
2016/02/02,1.619
2016/02/03,1.673
2016/02/04,1.767
2016/02/05,1.858
2016/02/06,1.858
2016/02/07,1.926
2016/02/08,2.013
2016/02/09,2.11
2016/02/10,2.267
2016/02/11,2.397
2016/02/12,2.648
2016/02/13,2.793
2016/02/14,2.926
2016/02/15,3.078
2016/02/16,3.207
2016/02/17,3.3
2016/02/18,3.429
2016/02/19,3.517
2016/02/20,3.614
2016/02/21,3.735
2016/02/22,3.845
2016/02/23,3.966
2016/02/24,4.103
2016/02/25,4.242
2016/02/26,4.427
2016/02/27,4.572
2016/02/28,4.733
2016/02/29,4.88
2016/03/01,5.047
2016/03/02,5.263
2016/03/03,5.528
2016/03/04,5.771
2016/03/05,6.137
2016/03/06,6.444
2016/03/07,6.824
2016/03/08,7.068
2016/03/09,7.322
2016/03/10,7.651
2016/03/11,7.839
2016/03/12,8.144
2016/03/13,8.405
2016/03/14,8.721
2016/03/15,8.99
2016/03/16,9.268
2016/03/17,9.504
2016/03/18,9.731
2016/03/19,9.934
2016/03/20,10.12
2016/03/21,10.333
2016/03/22,10.558
2016/03/23,10.776
2016/03/24,10.943
2016/03/25,11.085
2016/03/26,11.215
2016/03/27,11.377
2016/03/28,11.531
2016/03/29,11.681
2016/03/30,11.843
2016/03/31,11.987
2016/04/01,12.083
2016/04/02,12.132
2016/04/03,12.19
2016/04/04,12.113
2016/04/05,12.073
2016/04/06,12.055
2016/04/07,12.06
2016/04/08,12.016
2016/04/09,11.876
2016/04/10,11.787
2016/04/11,11.59
2016/04/12,11.344
2016/04/13,11.101
2016/04/14,10.924
2016/04/15,10.719
2016/04/16,10.582
2016/04/17,10.471
2016/04/18,10.422
2016/04/19,10.378
2016/04/20,10.289
2016/04/21,10.173
2016/04/22,10.037
2016/04/23,9.927
2016/04/24,9.847
2016/04/25,9.749
2016/04/26,9.624
2016/04/27,9.501
2016/04/28,9.355
2016/04/29,9.201
2016/04/30,9.072
2016/05/01,8.97
2016/05/02,8.9
2016/05/03,8.831
2016/05/04,8.767
2016/05/05,8.731
2016/05/06,8.691
2016/05/07,8.653
2016/05/08,8.631
2016/05/09,8.619
2016/05/10,8.637
2016/05/11,8.672
2016/05/12,8.746
2016/05/13,8.849
2016/05/14,8.914
2016/05/15,8.974
2016/05/16,9.044
2016/05/17,9.182
2016/05/18,9.312
2016/05/19,9.473
2016/05/20,9.665
2016/05/21,9.836
2016/05/22,10.034
2016/05/23,10.24
2016/05/24,10.405
2016/05/25,10.556
2016/05/26,10.525
2016/05/27,10.649
2016/05/28,10.434
2016/05/29,10.419
2016/05/30,10.558
2016/05/31,10.704
2016/06/01,10.843
2016/06/02,10.978
2016/06/03,11.112
2016/06/04,11.113
2016/06/05,11.248
2016/06/06,11.394
2016/06/07,11.322
2016/06/08,11.488
2016/06/09,11.653
2016/06/10,11.772
2016/06/11,11.893
2016/06/12,11.908
2016/06/13,12.114
2016/06/14,12.339
2016/06/15,12.597
2016/06/16,12.851
2016/06/17,12.587
2016/06/18,12.384
2016/06/19,12.225
2016/06/20,12.048
2016/06/21,11.976
2016/06/22,11.972
2016/06/23,11.964
2016/06/24,11.788
2016/06/25,12.042
2016/06/26,11.925
2016/06/27,12.35
2016/06/28,12.551
2016/06/29,12.267
