Date,price90stdUSD
2016/01/01,0.321
2016/01/02,0.321
2016/01/03,0.32
2016/01/04,0.318
2016/01/05,0.316
2016/01/06,0.313
2016/01/07,0.312
2016/01/08,0.31
2016/01/09,0.31
2016/01/10,0.309
2016/01/11,0.307
2016/01/12,0.307
2016/01/13,0.303
2016/01/14,0.3
2016/01/15,0.299
2016/01/16,0.298
2016/01/17,0.294
2016/01/18,0.299
2016/01/19,0.296
2016/01/20,0.299
2016/01/21,0.312
2016/01/22,0.321
2016/01/23,0.352
2016/01/24,0.422
2016/01/25,0.501
2016/01/26,0.599
2016/01/27,0.664
2016/01/28,0.73
2016/01/29,0.79
2016/01/30,0.845
2016/01/31,0.888
2016/02/01,0.917
2016/02/02,0.946
2016/02/03,0.982
2016/02/04,1.022
2016/02/05,1.059
2016/02/06,1.094
2016/02/07,1.136
2016/02/08,1.201
2016/02/09,1.287
2016/02/10,1.437
2016/02/11,1.622
2016/02/12,1.877
2016/02/13,2.018
2016/02/14,2.139
2016/02/15,2.29
2016/02/16,2.389
2016/02/17,2.442
2016/02/18,2.488
2016/02/19,2.553
2016/02/20,2.611
2016/02/21,2.665
2016/02/22,2.75
2016/02/23,2.858
2016/02/24,2.965
2016/02/25,3.092
2016/02/26,3.194
2016/02/27,3.301
2016/02/28,3.412
2016/02/29,3.514
2016/03/01,3.626
2016/03/02,3.802
2016/03/03,4.05
2016/03/04,4.276
2016/03/05,4.622
2016/03/06,4.93
2016/03/07,5.157
2016/03/08,5.325
2016/03/09,5.534
2016/03/10,5.794
2016/03/11,6.003
2016/03/12,6.307
2016/03/13,6.681
2016/03/14,6.968
2016/03/15,7.19
2016/03/16,7.424
2016/03/17,7.562
2016/03/18,7.635
2016/03/19,7.715
2016/03/20,7.777
2016/03/21,7.858
2016/03/22,7.955
2016/03/23,8.053
2016/03/24,8.125
2016/03/25,8.17
2016/03/26,8.21
2016/03/27,8.24
2016/03/28,8.279
2016/03/29,8.324
2016/03/30,8.371
2016/03/31,8.409
2016/04/01,8.437
2016/04/02,8.453
2016/04/03,8.464
2016/04/04,8.463
2016/04/05,8.442
2016/04/06,8.413
2016/04/07,8.374
2016/04/08,8.322
2016/04/09,8.261
2016/04/10,8.183
2016/04/11,8.102
2016/04/12,8.012
2016/04/13,7.918
2016/04/14,7.827
2016/04/15,7.731
2016/04/16,7.631
2016/04/17,7.54
2016/04/18,7.44
2016/04/19,7.339
2016/04/20,7.231
