Date,price7smaUSD
2017/01/14,9.933
2017/01/15,9.897
2017/01/16,9.78
2017/01/17,9.72
2017/01/18,9.74
2017/01/19,9.844
2017/01/20,9.977
2017/01/21,10.134
2017/01/22,10.283
2017/01/23,10.439
2017/01/24,10.528
2017/01/25,10.571
2017/01/26,10.608
2017/01/27,10.6
2017/01/28,10.566
2017/01/29,10.519
2017/01/30,10.485
2017/01/31,10.48
2017/02/01,10.501
2017/02/02,10.519
2017/02/03,10.558
2017/02/04,10.664
2017/02/05,10.769
2017/02/06,10.876
2017/02/07,10.99
2017/02/08,11.089
2017/02/09,11.155
2017/02/10,11.193
2017/02/11,11.204
2017/02/12,11.221
2017/02/13,11.224
2017/02/14,11.353
2017/02/15,11.564
2017/02/16,11.797
2017/02/17,12.042
2017/02/18,12.245
2017/02/19,12.451
2017/02/20,12.662
2017/02/21,12.706
2017/02/22,12.685
2017/02/23,12.689
2017/02/24,12.733
2017/02/25,12.819
2017/02/26,12.96
2017/02/27,13.238
2017/02/28,13.683
2017/03/01,14.148
2017/03/02,14.909
2017/03/03,15.865
2017/03/04,16.735
2017/03/05,17.464
2017/03/06,18.154
2017/03/07,18.645
2017/03/08,18.934
2017/03/09,18.818
2017/03/10,18.595
2017/03/11,18.649
2017/03/12,19.142
2017/03/13,20.237
2017/03/14,21.563
2017/03/15,23.32
2017/03/16,26.614
2017/03/17,30.581
2017/03/18,33.337
2017/03/19,35.792
2017/03/20,38.115
2017/03/21,40.193
2017/03/22,41.775
2017/03/23,41.972
2017/03/24,42.003
2017/03/25,43.645
2017/03/26,45.216
2017/03/27,46.23
2017/03/28,47.218
2017/03/29,48.784
2017/03/30,50.369
2017/03/31,50.952
2017/04/01,50.908
2017/04/02,50.816
2017/04/03,50.117
2017/04/04,49.213
2017/04/05,48.31
2017/04/06,47.085
2017/04/07,46.053
2017/04/08,45.228
2017/04/09,44.363
2017/04/10,44.04
2017/04/11,44.078
2017/04/12,43.832
2017/04/13,44.455
2017/04/14,45.174
2017/04/15,45.675
2017/04/16,46.36
2017/04/17,47.063
2017/04/18,47.874
2017/04/19,48.761
2017/04/20,48.818
2017/04/21,49.004
2017/04/22,49.129
2017/04/23,49.163
2017/04/24,49.429
2017/04/25,49.524
2017/04/26,49.748
2017/04/27,50.984
2017/04/28,53.413
2017/04/29,56.435
2017/04/30,59.784
2017/05/01,63.893
2017/05/02,67.695
2017/05/03,71.325
2017/05/04,75.232
2017/05/05,78.929
2017/05/06,81.89
2017/05/07,84.797
2017/05/08,86.161
2017/05/09,87.138
2017/05/10,88.489
2017/05/11,88.767
2017/05/12,88.163
2017/05/13,87.436
2017/05/14,86.765
2017/05/15,86.935
2017/05/16,87.593
2017/05/17,87.449
2017/05/18,88.184
2017/05/19,91.515
2017/05/20,97.055
2017/05/21,103.51
2017/05/22,113.991
2017/05/23,124.744
2017/05/24,139.154
2017/05/25,153.717
2017/05/26,163.137
2017/05/27,166.629
2017/05/28,171.578
2017/05/29,173.543
2017/05/30,179.812
2017/05/31,185.466
2017/06/01,189.785
2017/06/02,196.266
2017/06/03,206.571
2017/06/04,216.688
2017/06/05,226.561
2017/06/06,233.575
2017/06/07,238.366
2017/06/08,242.883
2017/06/09,249.11
2017/06/10,260.199
2017/06/11,274.569
2017/06/12,291.942
2017/06/13,310.301
2017/06/14,326.485
2017/06/15,336.456
2017/06/16,348.214
2017/06/17,356.701
2017/06/18,360.107
2017/06/19,358.743
2017/06/20,355.287
2017/06/21,349.531
2017/06/22,349.261
2017/06/23,346.294
2017/06/24,340.881
2017/06/25,331.472
2017/06/26,317.564
2017/06/27,300.963
2017/06/28,294.74
2017/06/29,292.199
2017/06/30,287.08
2017/07/01,279.639
2017/07/02,275.31
2017/07/03,277.858
2017/07/04,282.372
2017/07/05,278.647
2017/07/06,272.863
2017/07/07,267.474
2017/07/08,263.606
2017/07/09,260.292
2017/07/10,252.865
2017/07/11,241.399
2017/07/12,232.876
2017/07/13,224.812
2017/07/14,216.565
2017/07/15,208.46
2017/07/16,196.001
2017/07/17,188.138
2017/07/18,188.834
2017/07/19,191.366
2017/07/20,192.483
2017/07/21,196.282
2017/07/22,201.916
2017/07/23,212.046
2017/07/24,219.81
2017/07/25,221.244
2017/07/26,218.271
2017/07/27,216.166
2017/07/28,212.475
2017/07/29,207.345
2017/07/30,203.255
2017/07/31,199.065
2017/08/01,199.947
2017/08/02,202.962
2017/08/03,205.864
2017/08/04,209.592
2017/08/05,216.762
2017/08/06,225.647
2017/08/07,235.595
2017/08/08,244.715
2017/08/09,255.79
2017/08/10,267.042
2017/08/11,278.189
2017/08/12,288.95
2017/08/13,293.94
2017/08/14,298.884
2017/08/15,299.966
2017/08/16,299.205
2017/08/17,299.626
2017/08/18,299.415
2017/08/19,296.378
2017/08/20,296.006
2017/08/21,298.757
2017/08/22,302.176
2017/08/23,305.826
2017/08/24,308.318
2017/08/25,312.885
2017/08/26,318.33
2017/08/27,324.576
2017/08/28,328.007
2017/08/29,335.059
2017/08/30,343.813
2017/08/31,353.029
2017/09/01,361.754
2017/09/02,366.173
2017/09/03,368.242
2017/09/04,364.544
2017/09/05,356.214
2017/09/06,349.537
2017/09/07,342.002
2017/09/08,331.816
2017/09/09,323.647
2017/09/10,315.637
2017/09/11,312.836
2017/09/12,312.923
2017/09/13,304.847
2017/09/14,293.701
2017/09/15,281.818
2017/09/16,275.285
2017/09/17,269.32
2017/09/18,267.978
2017/09/19,265.696
2017/09/20,267.101
2017/09/21,270.223
2017/09/22,273.745
2017/09/23,276.211
2017/09/24,280.797
2017/09/25,281.164
2017/09/26,281.818
2017/09/27,283.243
2017/09/28,287.157
2017/09/29,291.43
2017/09/30,295.108
2017/10/01,297.214
2017/10/02,298.353
2017/10/03,298.493
2017/10/04,297.978
2017/10/05,296.366
2017/10/06,297.437
2017/10/07,298.564
2017/10/08,300.196
2017/10/09,300.546
2017/10/10,301.392
2017/10/11,302.467
2017/10/12,304.184
2017/10/13,307.49
2017/10/14,312.11
2017/10/15,315.013
2017/10/16,320.383
2017/10/17,323.956
2017/10/18,324.419
2017/10/19,324.978
2017/10/20,322.504
2017/10/21,316.247
2017/10/22,311.053
2017/10/23,303.293
2017/10/24,300.282
2017/10/25,299.052
2017/10/26,297.231
2017/10/27,295.736
2017/10/28,295.253
2017/10/29,296.091
2017/10/30,299.142
2017/10/31,299.663
2017/11/01,300.149
2017/11/02,298.483
2017/11/03,298.394
2017/11/04,299.133
2017/11/05,298.577
2017/11/06,297.373
2017/11/07,295.772
2017/11/08,296.042
2017/11/09,300.785
2017/11/10,302.979
2017/11/11,304.058
2017/11/12,305.652
2017/11/13,308.014
2017/11/14,312.529
2017/11/15,317.429
2017/11/16,318.922
2017/11/17,321.854
2017/11/18,325.714
2017/11/19,332.228
2017/11/20,338.788
2017/11/21,344.129
2017/11/22,348.586
2017/11/23,358.546
2017/11/24,372.705
2017/11/25,391.771
2017/11/26,406.622
2017/11/27,422.996
2017/11/28,438.122
2017/11/29,453.144
2017/11/30,458.368
2017/12/01,460.315
2017/12/02,459.552
2017/12/03,460.961
2017/12/04,459.309
2017/12/05,458.048
2017/12/06,453.543
2017/12/07,452.402
2017/12/08,453.507
2017/12/09,455.799
2017/12/10,452.879
2017/12/11,453.249
2017/12/12,467.383
2017/12/13,499.371
2017/12/14,539.439
2017/12/15,570.559
2017/12/16,601.317
2017/12/17,639.738
2017/12/18,678.068
2017/12/19,715.516
2017/12/20,734.545
2017/12/21,749.072
2017/12/22,750.821
2017/12/23,755.927
2017/12/24,748.11
2017/12/25,745.556
2017/12/26,734.41
2017/12/27,727.746
2017/12/28,713.285
2017/12/29,721.352
2017/12/30,717.822
2017/12/31,726.294
2018/01/01,731.179
2018/01/02,746.23
2018/01/03,765.778
2018/01/04,800.547
2018/01/05,835.144
2018/01/06,876.874
2018/01/07,928.312
2018/01/08,985.868
2018/01/09,1038
2018/01/10,1100
2018/01/11,1140
2018/01/12,1176
2018/01/13,1227
2018/01/14,1266
2018/01/15,1291
2018/01/16,1279
2018/01/17,1227
2018/01/18,1201
2018/01/19,1175
2018/01/20,1142
2018/01/21,1104
2018/01/22,1061
2018/01/23,1039
2018/01/24,1048
2018/01/25,1052
2018/01/26,1052
2018/01/27,1046
2018/01/28,1060
2018/01/29,1083
2018/01/30,1105
2018/01/31,1117
2018/02/01,1123
2018/02/02,1106
2018/02/03,1088
2018/02/04,1048
2018/02/05,989.153
2018/02/06,923.42
2018/02/07,880.442
2018/02/08,838.103
2018/02/09,824.105
2018/02/10,811.82
2018/02/11,799.962
2018/02/12,811.467
2018/02/13,835.373
2018/02/14,847.591
2018/02/15,864.379
2018/02/16,878.968
2018/02/17,892.474
2018/02/18,909.504
2018/02/19,921.492
2018/02/20,934.724
2018/02/21,932.562
2018/02/22,918.135
2018/02/23,905.513
2018/02/24,888.19
2018/02/25,873.305
2018/02/26,861.9
2018/02/27,853.32
2018/02/28,853.484
2018/03/01,858.495
2018/03/02,860.974
2018/03/03,863.43
2018/03/04,865.442
2018/03/05,865.536
2018/03/06,858.957
2018/03/07,846.342
2018/03/08,828.148
2018/03/09,802.798
2018/03/10,783.15
2018/03/11,761.38
2018/03/12,740.353
2018/03/13,720.586
2018/03/14,703.23
2018/03/15,683.663
2018/03/16,672.716
2018/03/17,652.971
2018/03/18,625.329
2018/03/19,600.253
2018/03/20,578.715
2018/03/21,565.664
2018/03/22,558.011
2018/03/23,545.74
2018/03/24,538.822
2018/03/25,540.823
2018/03/26,535.18
2018/03/27,523.666
2018/03/28,506.845
2018/03/29,487.723
2018/03/30,467.915
2018/03/31,448.513
2018/04/01,428.495
2018/04/02,412.172
2018/04/03,403.308
2018/04/04,394.707
2018/04/05,389.546
2018/04/06,387.758
2018/04/07,385.329
2018/04/08,387.2
2018/04/09,389.877
2018/04/10,390.083
2018/04/11,394.165
2018/04/12,404.438
2018/04/13,423.338
2018/04/14,440.077
2018/04/15,457.873
2018/04/16,473.243
2018/04/17,488.808
2018/04/18,502.363
2018/04/19,515.656
2018/04/20,527.071
2018/04/21,541.76
2018/04/22,556.391
2018/04/23,574.594
2018/04/24,599.945
2018/04/25,618.394
2018/04/26,630.909
2018/04/27,642.449
2018/04/28,652.711
2018/04/29,661.529
2018/04/30,667.705
2018/05/01,663.205
2018/05/02,668.173
2018/05/03,682.872
2018/05/04,699.666
2018/05/05,718.665
2018/05/06,734.158
2018/05/07,742.815
2018/05/08,755.833
2018/05/09,764.564
2018/05/10,767.428
2018/05/11,755.413
2018/05/12,735.665
2018/05/13,722.951
2018/05/14,719.426
2018/05/15,715.793
2018/05/16,709.381
2018/05/17,701.633
2018/05/18,698.758
2018/05/19,702.432
2018/05/20,703.505
2018/05/21,701.867
2018/05/22,695.832
2018/05/23,684.387
2018/05/24,668.277
2018/05/25,656.269
2018/05/26,641.886
2018/05/27,622.519
2018/05/28,598.41
2018/05/29,578.624
2018/05/30,571.094
2018/05/31,568.999
2018/06/01,566.378
2018/06/02,565.294
2018/06/03,570.356
2018/06/04,579.455
2018/06/05,586.928
2018/06/06,593.042
2018/06/07,598.17
2018/06/08,601.809
2018/06/09,603.997
2018/06/10,596.543
2018/06/11,585.647
2018/06/12,575.046
2018/06/13,557.325
2018/06/14,540.783
2018/06/15,526.478
2018/06/16,511.117
2018/06/17,502.935
2018/06/18,499.592
2018/06/19,500.554
2018/06/20,507.487
2018/06/21,513.346
2018/06/22,511.698
2018/06/23,508.103
2018/06/24,500.904
2018/06/25,494.521
2018/06/26,483.527
2018/06/27,469.972
2018/06/28,456.008
2018/06/29,445.563
2018/06/30,442.505
2018/07/01,442.749
2018/07/02,443.298
2018/07/03,446.44
2018/07/04,451.146
2018/07/05,456.07
2018/07/06,463.224
2018/07/07,466.041
2018/07/08,470.994
2018/07/09,473.868
2018/07/10,470.567
2018/07/11,466.558
2018/07/12,461.376
2018/07/13,456.928
2018/07/14,451.84
2018/07/15,445.536
2018/07/16,443.085
2018/07/17,447.575
2018/07/18,455.499
2018/07/19,461.193
2018/07/20,464.418
2018/07/21,468.075
2018/07/22,470.896
2018/07/23,470.225
2018/07/24,468.317
2018/07/25,465.418
2018/07/26,465.72
2018/07/27,466.614
2018/07/28,467.733
2018/07/29,468.105
2018/07/30,468.069
2018/07/31,464.244
2018/08/01,456.56
2018/08/02,447.965
2018/08/03,440.124
2018/08/04,432.21
2018/08/05,423.777
2018/08/06,416.366
2018/08/07,410.959
2018/08/08,403.171
2018/08/09,395.378
2018/08/10,387.707
2018/08/11,374.357
2018/08/12,362.168
2018/08/13,347.983
2018/08/14,328.056
2018/08/15,316.746
2018/08/16,306.275
2018/08/17,298.219
2018/08/18,295.966
2018/08/19,292.461
2018/08/20,290.014
2018/08/21,292.057
2018/08/22,291.207
2018/08/23,289.133
2018/08/24,285.765
2018/08/25,282.447
2018/08/26,279.128
2018/08/27,277.063
2018/08/28,278.534
2018/08/29,280.101
2018/08/30,281.311
2018/08/31,281.973
2018/09/01,283.516
2018/09/02,286.479
2018/09/03,288.352
2018/09/04,288.246
2018/09/05,284.34
2018/09/06,276.364
2018/09/07,268.055
2018/09/08,256.856
2018/09/09,242.969
2018/09/10,229.581
2018/09/11,215.645
2018/09/12,202.955
2018/09/13,198.827
2018/09/14,197.433
2018/09/15,198.364
2018/09/16,201.327
2018/09/17,203.692
2018/09/18,205.59
2018/09/19,210.357
2018/09/20,212.265
2018/09/21,214.676
2018/09/22,217.837
2018/09/23,221.308
2018/09/24,224.678
2018/09/25,226.254
2018/09/26,227.058
2018/09/27,228.233
2018/09/28,227.659
2018/09/29,225.65
2018/09/30,224.298
2018/10/01,223.476
2018/10/02,225.51
2018/10/03,226.212
2018/10/04,226.914
2018/10/05,226.493
2018/10/06,226.377
2018/10/07,225.129
2018/10/08,224.673
2018/10/09,224.667
2018/10/10,225.473
2018/10/11,222.341
2018/10/12,218.534
2018/10/13,214.782
2018/10/14,211.432
2018/10/15,208.868
2018/10/16,206.348
2018/10/17,204.162
2018/10/18,204.971
2018/10/19,206.065
2018/10/20,206.997
2018/10/21,208.023
2018/10/22,207.482
2018/10/23,206.468
2018/10/24,205.67
2018/10/25,205.001
2018/10/26,204.889
2018/10/27,204.55
2018/10/28,204.003
2018/10/29,203.279
2018/10/30,202.245
2018/10/31,201.127
2018/11/01,200.476
2018/11/02,200.122
2018/11/03,199.632
2018/11/04,199.642
2018/11/05,200.878
2018/11/06,203.284
2018/11/07,206.538
2018/11/08,208.948
2018/11/09,210.482
2018/11/10,212.231
2018/11/11,213.31
2018/11/12,213.696
2018/11/13,213.182
2018/11/14,210.071
2018/11/15,204.895
2018/11/16,200.187
2018/11/17,194.821
2018/11/18,189.9
2018/11/19,182.477
2018/11/20,172.476
2018/11/21,163.405
2018/11/22,156.969
2018/11/23,149.094
2018/11/24,141.656
2018/11/25,132.14
2018/11/26,125.433
2018/11/27,120.78
2018/11/28,118.383
2018/11/29,116.319
2018/11/30,115.221
2018/12/01,114.327
2018/12/02,115.346
2018/12/03,115.199
2018/12/04,115.727
2018/12/05,114.283
2018/12/06,111.51
2018/12/07,107.53
2018/12/08,103.94
2018/12/09,100.58
2018/12/10,97.83
2018/12/11,94.845
2018/12/12,92.441
2018/12/13,90.98
2018/12/14,90.723
2018/12/15,89.736
2018/12/16,88.738
2018/12/17,88.397
2018/12/18,89.191
2018/12/19,91.163
2018/12/20,93.93
2018/12/21,97.957
2018/12/22,101.886
2018/12/23,108.017
2018/12/24,116.155
2018/12/25,121.087
2018/12/26,124.994
2018/12/27,127.263
2018/12/28,128.699
2018/12/29,132.556
2018/12/30,133.734
2018/12/31,132.257
2019/01/01,133.149
2019/01/02,135.674
2019/01/03,139.563
2019/01/04,143.656
2019/01/05,146.516
2019/01/06,149.004
2019/01/07,151.537
2019/01/08,153.647
2019/01/09,154.032
2019/01/10,151.828
2019/01/11,148.178
2019/01/12,143.537
2019/01/13,138.731
2019/01/14,134.051
2019/01/15,130.654
2019/01/16,126.437
2019/01/17,124.311
2019/01/18,123.495
2019/01/19,123.055
2019/01/20,122.936
2019/01/21,122.264
2019/01/22,120.905
2019/01/23,120.303
2019/01/24,119.568
2019/01/25,118.825
2019/01/26,117.856
2019/01/27,116.947
2019/01/28,115.433
2019/01/29,113.64
2019/01/30,112.044
2019/01/31,110.796
2019/02/01,109.386
2019/02/02,108.033
2019/02/03,107.062
2019/02/04,107.123
2019/02/05,107.349
2019/02/06,106.797
2019/02/07,106.308
2019/02/08,106.82
2019/02/09,108.493
2019/02/10,109.979
2019/02/11,111.978
2019/02/12,113.961
2019/02/13,116.701
2019/02/14,119.203
2019/02/15,120.867
2019/02/16,121.41
2019/02/17,122.499
2019/02/18,125.393
2019/02/19,129.182
2019/02/20,132.437
2019/02/21,135.818
2019/02/22,139.48
2019/02/23,143.494
2019/02/24,147.475
2019/02/25,147.091
2019/02/26,145.609
2019/02/27,144.354
2019/02/28,143.076
2019/03/01,141.506
2019/03/02,139.048
2019/03/03,136.036
2019/03/04,134.367
2019/03/05,133.55
2019/03/06,133.654
2019/03/07,133.802
2019/03/08,133.821
2019/03/09,134.267
2019/03/10,134.669
2019/03/11,135.63
2019/03/12,135.92
2019/03/13,135.193
2019/03/14,134.367
2019/03/15,134.134
2019/03/16,134.759
2019/03/17,135.227
2019/03/18,135.91
2019/03/19,136.633
2019/03/20,137.492
2019/03/21,138.281
2019/03/22,138.465
2019/03/23,137.856
2019/03/24,137.453
2019/03/25,136.96
2019/03/26,136.33
2019/03/27,136.265
2019/03/28,136.366
2019/03/29,136.936
2019/03/30,137.779
2019/03/31,138.521
2019/04/01,139.522
2019/04/02,142.27
2019/04/03,146.823
2019/04/04,149.966
2019/04/05,153.229
2019/04/06,156.424
2019/04/07,160.311
2019/04/08,165.721
2019/04/09,169.111
2019/04/10,170.476
2019/04/11,171.519
2019/04/12,171.65
2019/04/13,171.48
2019/04/14,170.783
2019/04/15,168.638
2019/04/16,166.705
2019/04/17,164.836
2019/04/18,165.523
2019/04/19,166.73
2019/04/20,168.11
2019/04/21,168.996
2019/04/22,169.809
2019/04/23,171.255
2019/04/24,171.212
2019/04/25,169.904
2019/04/26,167.463
2019/04/27,165.112
2019/04/28,163.379
2019/04/29,161.248
2019/04/30,159.119
2019/05/01,158.443
2019/05/02,158.045
2019/05/03,159.595
2019/05/04,160.58
2019/05/05,161.307
2019/05/06,162.928
2019/05/07,165.518
2019/05/08,166.773
2019/05/09,168.133
2019/05/10,169.104
2019/05/11,172.337
2019/05/12,176.425
2019/05/13,180.298
2019/05/14,184.66
2019/05/15,193.628
2019/05/16,206.651
2019/05/17,216.034
2019/05/18,223.414
2019/05/19,232.224
2019/05/20,240.101
2019/05/21,246.661
2019/05/22,249.627
2019/05/23,246.729
2019/05/24,248.249
2019/05/25,250.118
2019/05/26,249.927
2019/05/27,252.68
2019/05/28,255.176
2019/05/29,257.422
2019/05/30,262.346
2019/05/31,263.512
2019/06/01,265.864
2019/06/02,268.223
2019/06/03,267.389
2019/06/04,263.748
2019/06/05,260.143
2019/06/06,255.69
2019/06/07,254.455
2019/06/08,251.42
2019/06/09,247.107
2019/06/10,243.751
2019/06/11,243.527
2019/06/12,244.505
2019/06/13,246.636
2019/06/14,247.712
2019/06/15,250.442
2019/06/16,255.104
2019/06/17,259.687
2019/06/18,263.123
2019/06/19,265.491
2019/06/20,266.921
2019/06/21,271.348
2019/06/22,277.199
2019/06/23,283.073
2019/06/24,288.27
2019/06/25,294.584
2019/06/26,304.34
