Date,size90ema
2016/01/01,964.091
2016/01/02,963.86
2016/01/03,963.666
2016/01/04,964.054
2016/01/05,973.543
2016/01/06,986.268
2016/01/07,998.65
2016/01/08,1000
2016/01/09,1005
2016/01/10,1006
2016/01/11,1007
2016/01/12,1009
2016/01/13,1018
2016/01/14,1019
2016/01/15,1019
2016/01/16,1018
2016/01/17,1015
2016/01/18,1016
2016/01/19,1018
2016/01/20,1016
2016/01/21,1015
2016/01/22,1015
2016/01/23,1013
2016/01/24,1012
2016/01/25,1019
2016/01/26,1024
2016/01/27,1036
2016/01/28,1044
2016/01/29,1050
2016/01/30,1053
2016/01/31,1055
2016/02/01,1055
2016/02/02,1056
2016/02/03,1056
2016/02/04,1057
2016/02/05,1058
2016/02/06,1072
2016/02/07,1071
2016/02/08,1070
2016/02/09,1069
2016/02/10,1070
2016/02/11,1074
2016/02/12,1076
2016/02/13,1080
2016/02/14,1081
2016/02/15,1082
2016/02/16,1083
2016/02/17,1087
2016/02/18,1087
2016/02/19,1089
2016/02/20,1088
2016/02/21,1087
2016/02/22,1087
2016/02/23,1088
2016/02/24,1088
2016/02/25,1089
2016/02/26,1093
2016/02/27,1094
2016/02/28,1094
2016/02/29,1095
2016/03/01,1097
2016/03/02,1099
2016/03/03,1102
2016/03/04,1105
2016/03/05,1110
2016/03/06,1116
2016/03/07,1118
2016/03/08,1121
2016/03/09,1124
2016/03/10,1126
2016/03/11,1128
2016/03/12,1134
2016/03/13,1139
2016/03/14,1147
2016/03/15,1151
2016/03/16,1155
2016/03/17,1161
2016/03/18,1166
2016/03/19,1173
2016/03/20,1179
2016/03/21,1186
2016/03/22,1193
2016/03/23,1201
2016/03/24,1215
2016/03/25,1224
2016/03/26,1231
2016/03/27,1232
2016/03/28,1239
2016/03/29,1242
2016/03/30,1250
2016/03/31,1253
2016/04/01,1258
2016/04/02,1258
2016/04/03,1258
2016/04/04,1263
2016/04/05,1269
2016/04/06,1270
2016/04/07,1273
2016/04/08,1279
2016/04/09,1280
2016/04/10,1280
2016/04/11,1280
2016/04/12,1283
2016/04/13,1288
2016/04/14,1290
2016/04/15,1293
2016/04/16,1291
2016/04/17,1305
2016/04/18,1306
2016/04/19,1306
2016/04/20,1307
2016/04/21,1312
2016/04/22,1311
2016/04/23,1310
2016/04/24,1313
2016/04/25,1315
2016/04/26,1316
2016/04/27,1316
2016/04/28,1318
2016/04/29,1320
2016/04/30,1326
2016/05/01,1334
2016/05/02,1337
2016/05/03,1339
2016/05/04,1343
2016/05/05,1346
2016/05/06,1352
2016/05/07,1352
2016/05/08,1356
2016/05/09,1359
2016/05/10,1361
2016/05/11,1366
2016/05/12,1373
2016/05/13,1379
2016/05/14,1386
2016/05/15,1389
2016/05/16,1391
2016/05/17,1394
2016/05/18,1401
2016/05/19,1405
2016/05/20,1411
2016/05/21,1416
2016/05/22,1418
2016/05/23,1421
2016/05/24,1424
2016/05/25,1429
2016/05/26,1436
2016/05/27,1442
2016/05/28,1464
2016/05/29,1469
2016/05/30,1470
2016/05/31,1473
2016/06/01,1475
2016/06/02,1474
2016/06/03,1473
2016/06/04,1472
2016/06/05,1470
2016/06/06,1469
2016/06/07,1474
2016/06/08,1473
2016/06/09,1474
2016/06/10,1473
2016/06/11,1471
2016/06/12,1471
2016/06/13,1473
2016/06/14,1479
2016/06/15,1480
2016/06/16,1482
2016/06/17,1497
2016/06/18,1509
2016/06/19,1511
2016/06/20,1516
2016/06/21,1518
2016/06/22,1520
2016/06/23,1520
2016/06/24,1523
2016/06/25,1520
2016/06/26,1519
2016/06/27,1516
2016/06/28,1516
2016/06/29,1522
2016/06/30,1540
2016/07/01,1537
2016/07/02,1533
2016/07/03,1531
2016/07/04,1528
2016/07/05,1527
2016/07/06,1524
2016/07/07,1522
2016/07/08,1523
2016/07/09,1521
2016/07/10,1518
2016/07/11,1516
2016/07/12,1517
2016/07/13,1514
2016/07/14,1514
2016/07/15,1513
2016/07/16,1509
2016/07/17,1504
2016/07/18,1502
2016/07/19,1502
2016/07/20,1506
2016/07/21,1507
2016/07/22,1510
2016/07/23,1509
2016/07/24,1516
2016/07/25,1521
2016/07/26,1530
2016/07/27,1534
2016/07/28,1535
2016/07/29,1537
2016/07/30,1535
2016/07/31,1536
2016/08/01,1537
2016/08/02,1540
2016/08/03,1543
2016/08/04,1544
2016/08/05,1544
2016/08/06,1542
2016/08/07,1541
2016/08/08,1540
2016/08/09,1541
2016/08/10,1543
2016/08/11,1544
2016/08/12,1545
2016/08/13,1542
2016/08/14,1539
2016/08/15,1538
2016/08/16,1539
2016/08/17,1539
2016/08/18,1542
2016/08/19,1541
2016/08/20,1539
2016/08/21,1538
2016/08/22,1537
2016/08/23,1548
2016/08/24,1549
2016/08/25,1551
2016/08/26,1553
2016/08/27,1553
2016/08/28,1551
2016/08/29,1552
2016/08/30,1553
2016/08/31,1553
2016/09/01,1553
2016/09/02,1560
2016/09/03,1559
2016/09/04,1562
2016/09/05,1561
2016/09/06,1565
2016/09/07,1568
2016/09/08,1575
2016/09/09,1581
2016/09/10,1579
2016/09/11,1577
2016/09/12,1577
2016/09/13,1575
2016/09/14,1579
2016/09/15,1583
2016/09/16,1592
2016/09/17,1592
2016/09/18,1589
2016/09/19,1583
2016/09/20,1586
2016/09/21,1586
2016/09/22,1592
2016/09/23,1586
2016/09/24,1584
2016/09/25,1580
2016/09/26,1579
2016/09/27,1581
2016/09/28,1580
2016/09/29,1577
2016/09/30,1574
2016/10/01,1580
2016/10/02,1582
2016/10/03,1585
2016/10/04,1598
2016/10/05,1603
2016/10/06,1610
2016/10/07,1665
2016/10/08,1748
2016/10/09,1834
2016/10/10,2074
2016/10/11,2089
2016/10/12,2070
2016/10/13,2054
2016/10/14,2039
2016/10/15,2022
2016/10/16,2006
2016/10/17,1992
2016/10/18,1986
2016/10/19,1979
2016/10/20,1968
2016/10/21,1962
2016/10/22,1949
2016/10/23,1934
2016/10/24,1931
2016/10/25,1926
2016/10/26,1917
2016/10/27,1909
2016/10/28,1899
2016/10/29,1889
2016/10/30,1879
2016/10/31,1872
2016/11/01,1868
2016/11/02,1859
2016/11/03,1851
2016/11/04,1838
2016/11/05,1827
2016/11/06,1816
2016/11/07,1806
2016/11/08,1799
2016/11/09,1792
2016/11/10,1786
2016/11/11,1779
2016/11/12,1771
2016/11/13,1764
2016/11/14,1760
2016/11/15,1756
2016/11/16,1750
2016/11/17,1744
2016/11/18,1739
2016/11/19,1731
2016/11/20,1725
2016/11/21,1721
2016/11/22,1721
2016/11/23,1726
2016/11/24,1719
2016/11/25,1720
2016/11/26,1715
2016/11/27,1715
2016/11/28,1715
2016/11/29,1715
2016/11/30,1726
2016/12/01,1719
2016/12/02,1713
2016/12/03,1706
2016/12/04,1700
2016/12/05,1695
2016/12/06,1693
2016/12/07,1690
2016/12/08,1684
2016/12/09,1680
2016/12/10,1674
2016/12/11,1674
2016/12/12,1670
2016/12/13,1667
2016/12/14,1671
2016/12/15,1669
2016/12/16,1665
2016/12/17,1660
2016/12/18,1653
2016/12/19,1652
2016/12/20,1649
2016/12/21,1652
2016/12/22,1655
2016/12/23,1652
2016/12/24,1645
2016/12/25,1638
2016/12/26,1630
2016/12/27,1629
2016/12/28,1627
2016/12/29,1628
2016/12/30,1628
2016/12/31,1626
2017/01/01,1621
2017/01/02,1617
2017/01/03,1617
2017/01/04,1620
2017/01/05,1621
2017/01/06,1620
