Date,size30std
2016/01/01,680.794
2016/01/02,671.681
2016/01/03,663.954
2016/01/04,657.133
2016/01/05,655.588
2016/01/06,654.168
2016/01/07,648.082
2016/01/08,630.053
2016/01/09,612.235
2016/01/10,602.681
2016/01/11,594.628
2016/01/12,578.802
2016/01/13,552.421
2016/01/14,509.936
2016/01/15,515.476
2016/01/16,519.835
2016/01/17,529.867
2016/01/18,527.85
2016/01/19,527.769
2016/01/20,534.893
2016/01/21,439.141
2016/01/22,417.322
2016/01/23,421.734
2016/01/24,423.435
2016/01/25,429.413
2016/01/26,399.024
2016/01/27,427.85
2016/01/28,439.81
2016/01/29,416.029
2016/01/30,415.342
2016/01/31,404.575
2016/02/01,399.041
2016/02/02,393.435
2016/02/03,389.829
2016/02/04,380.269
2016/02/05,349.191
2016/02/06,371.853
2016/02/07,373.446
2016/02/08,374.095
2016/02/09,374.462
2016/02/10,373.651
2016/02/11,377.183
2016/02/12,362.163
2016/02/13,362.837
2016/02/14,359.759
2016/02/15,354.207
2016/02/16,341.272
2016/02/17,341.794
2016/02/18,341.74
2016/02/19,333.655
2016/02/20,326.538
2016/02/21,325.301
2016/02/22,311.869
2016/02/23,305.315
2016/02/24,300.692
2016/02/25,300.62
2016/02/26,266.139
2016/02/27,247.776
2016/02/28,241.275
2016/02/29,241.2
2016/03/01,241.259
2016/03/02,241.03
2016/03/03,242.434
2016/03/04,242.471
2016/03/05,247.378
2016/03/06,256.914
2016/03/07,177.189
2016/03/08,172.697
2016/03/09,170.305
2016/03/10,162.834
2016/03/11,160.896
2016/03/12,173.247
2016/03/13,188.158
2016/03/14,218.079
2016/03/15,220.539
2016/03/16,221.617
2016/03/17,231.005
2016/03/18,239.346
2016/03/19,253.013
2016/03/20,261.095
2016/03/21,263.919
2016/03/22,265.702
2016/03/23,270.047
2016/03/24,329.546
2016/03/25,336.591
2016/03/26,333.144
2016/03/27,334.022
2016/03/28,329.262
2016/03/29,312.837
2016/03/30,311.04
2016/03/31,298.594
2016/04/01,290.784
2016/04/02,291.815
2016/04/03,292.141
2016/04/04,291.837
2016/04/05,293.991
2016/04/06,286.054
2016/04/07,278.1
2016/04/08,275.096
2016/04/09,267.033
2016/04/10,260.071
2016/04/11,267.433
2016/04/12,266.869
2016/04/13,266.294
2016/04/14,262.714
2016/04/15,258.736
2016/04/16,271.722
2016/04/17,320.663
2016/04/18,322.592
2016/04/19,326.241
2016/04/20,327.233
2016/04/21,326.957
2016/04/22,329.795
2016/04/23,294.303
2016/04/24,284.366
2016/04/25,280.352
2016/04/26,276.198
2016/04/27,271.58
2016/04/28,271.573
2016/04/29,264.099
2016/04/30,273.073
2016/05/01,289.341
2016/05/02,283.217
2016/05/03,276.188
2016/05/04,276.035
2016/05/05,274.3
2016/05/06,282.006
2016/05/07,282.564
2016/05/08,282.028
2016/05/09,279.168
2016/05/10,273.781
2016/05/11,268.69
2016/05/12,281.026
2016/05/13,291.556
2016/05/14,300.967
2016/05/15,300.988
2016/05/16,284.777
2016/05/17,236.172
2016/05/18,243.824
2016/05/19,237.743
2016/05/20,241.193
2016/05/21,248.679
2016/05/22,235.17
2016/05/23,217.243
2016/05/24,214.462
2016/05/25,214.506
2016/05/26,213.011
2016/05/27,202.903
2016/05/28,366.402
2016/05/29,361.372
2016/05/30,362.057
2016/05/31,361.028
2016/06/01,358.485
2016/06/02,358.082
2016/06/03,361.732
2016/06/04,366.116
2016/06/05,373.319
2016/06/06,369.771
2016/06/07,370.532
2016/06/08,371.772
2016/06/09,371.975
2016/06/10,376.305
2016/06/11,382.66
2016/06/12,383.713
2016/06/13,381.868
2016/06/14,384.725
2016/06/15,383.899
2016/06/16,383.119
2016/06/17,430.194
2016/06/18,458.417
2016/06/19,457.88
2016/06/20,458.67
2016/06/21,456.427
2016/06/22,456.023
2016/06/23,456.465
2016/06/24,456.159
2016/06/25,460
2016/06/26,461.255
2016/06/27,346.366
2016/06/28,345.214
2016/06/29,355.001
2016/06/30,456.412
2016/07/01,462.771
2016/07/02,466.212
2016/07/03,467.419
2016/07/04,467.132
2016/07/05,463.872
2016/07/06,464.701
2016/07/07,467.022
2016/07/08,464.082
2016/07/09,466.394
2016/07/10,467.76
2016/07/11,465.758
2016/07/12,463.725
2016/07/13,470.808
2016/07/14,468.222
2016/07/15,469.694
2016/07/16,475.957
2016/07/17,436.174
2016/07/18,394.499
2016/07/19,392.181
2016/07/20,392.827
2016/07/21,390.226
2016/07/22,391.364
2016/07/23,391.35
2016/07/24,402.714
2016/07/25,409.411
2016/07/26,436.333
2016/07/27,437.971
2016/07/28,437.953
2016/07/29,429.026
2016/07/30,300.975
2016/07/31,297.973
2016/08/01,293.936
2016/08/02,295.989
2016/08/03,296.174
2016/08/04,296.073
2016/08/05,291.692
2016/08/06,289.05
2016/08/07,290.257
2016/08/08,286.607
2016/08/09,281.743
2016/08/10,277.484
2016/08/11,278.204
2016/08/12,267.117
2016/08/13,271.7
2016/08/14,275.14
2016/08/15,265.776
2016/08/16,240.261
2016/08/17,231.005
2016/08/18,230.197
2016/08/19,228.296
2016/08/20,232.232
2016/08/21,234.159
2016/08/22,233.015
2016/08/23,272.032
2016/08/24,266.263
2016/08/25,231.854
2016/08/26,227.03
2016/08/27,226.634
2016/08/28,230.243
2016/08/29,227.009
2016/08/30,227.591
2016/08/31,227.842
2016/09/01,223.58
2016/09/02,243.607
2016/09/03,243.828
2016/09/04,249.319
2016/09/05,247.171
2016/09/06,249.656
2016/09/07,250.816
2016/09/08,274.424
2016/09/09,289.139
2016/09/10,291.294
2016/09/11,295.471
2016/09/12,288.744
2016/09/13,282.097
2016/09/14,281.835
2016/09/15,285.364
2016/09/16,316.675
2016/09/17,317.073
2016/09/18,321.309
2016/09/19,332.066
2016/09/20,327.83
2016/09/21,325.537
2016/09/22,306.226
2016/09/23,331.529
2016/09/24,333.088
2016/09/25,343.54
2016/09/26,344.3
2016/09/27,339.414
2016/09/28,339.634
2016/09/29,345.531
2016/09/30,350.338
2016/10/01,357.468
2016/10/02,347.966
2016/10/03,348.047
2016/10/04,403.231
2016/10/05,404.968
2016/10/06,417.778
2016/10/07,980.037
2016/10/08,1651
2016/10/09,2149
2016/10/10,4408
2016/10/11,4398
2016/10/12,4408
2016/10/13,4413
2016/10/14,4422
2016/10/15,4435
2016/10/16,4450
2016/10/17,4455
2016/10/18,4448
2016/10/19,4441
2016/10/20,4446
2016/10/21,4443
2016/10/22,4454
2016/10/23,4454
2016/10/24,4449
2016/10/25,4442
2016/10/26,4442
2016/10/27,4445
2016/10/28,4447
2016/10/29,4447
2016/10/30,4447
2016/10/31,4452
2016/11/01,4452
2016/11/02,4457
2016/11/03,4467
2016/11/04,4479
2016/11/05,4490
2016/11/06,4447
2016/11/07,4284
2016/11/08,4066
2016/11/09,556.34
2016/11/10,303.506
2016/11/11,292.684
2016/11/12,286.756
2016/11/13,285.417
2016/11/14,272.884
2016/11/15,265.022
2016/11/16,261.258
2016/11/17,245.02
2016/11/18,239.184
2016/11/19,242.526
2016/11/20,225.747
2016/11/21,222.181
2016/11/22,224.534
2016/11/23,257.082
2016/11/24,250.322
2016/11/25,268.285
2016/11/26,268.214
2016/11/27,277.56
2016/11/28,288.136
2016/11/29,292.526
2016/11/30,381.578
2016/12/01,381.208
2016/12/02,381.943
2016/12/03,384.239
2016/12/04,374.025
2016/12/05,368.349
2016/12/06,356.536
2016/12/07,352.028
2016/12/08,354.609
2016/12/09,354.159
2016/12/10,356.531
2016/12/11,357.445
2016/12/12,355.283
2016/12/13,353.594
2016/12/14,366.395
2016/12/15,366.4
2016/12/16,365.652
2016/12/17,368.389
2016/12/18,377.025
2016/12/19,370.281
2016/12/20,368.572
2016/12/21,374.337
2016/12/22,377.133
2016/12/23,353.176
2016/12/24,357.463
2016/12/25,361.487
2016/12/26,373.305
2016/12/27,369.072
2016/12/28,362.687
2016/12/29,361.94
2016/12/30,265.899
2016/12/31,262.69
2017/01/01,266.199
2017/01/02,263.712
2017/01/03,262.305
2017/01/04,270.109
2017/01/05,273.241
2017/01/06,273.765
2017/01/07,269.745
2017/01/08,269.206
2017/01/09,265.729
2017/01/10,266.048
2017/01/11,264.68
2017/01/12,269.032
2017/01/13,257.24
2017/01/14,258.083
2017/01/15,258.325
2017/01/16,253.013
2017/01/17,240.997
2017/01/18,240.51
2017/01/19,240.259
2017/01/20,229.446
2017/01/21,218.795
2017/01/22,219.274
2017/01/23,206.688
2017/01/24,194.247
2017/01/25,162.284
2017/01/26,163.849
2017/01/27,162.936
2017/01/28,160.895
2017/01/29,163.289
2017/01/30,162.182
2017/01/31,144.186
2017/02/01,133.327
2017/02/02,133.696
2017/02/03,128.282
2017/02/04,126.42
2017/02/05,126.475
2017/02/06,125.947
2017/02/07,148.262
2017/02/08,157.885
2017/02/09,155.899
2017/02/10,161.424
2017/02/11,159.121
2017/02/12,154.291
2017/02/13,166.311
2017/02/14,190.182
2017/02/15,199.499
2017/02/16,199.59
2017/02/17,198.327
2017/02/18,200.039
2017/02/19,199.448
2017/02/20,191.746
2017/02/21,223.936
2017/02/22,226.459
2017/02/23,224.84
2017/02/24,227.325
2017/02/25,229.034
2017/02/26,229.015
2017/02/27,232.682
2017/02/28,239.416
2017/03/01,300.665
2017/03/02,338.214
2017/03/03,354.087
2017/03/04,348.442
2017/03/05,340.03
2017/03/06,329.706
2017/03/07,328.282
2017/03/08,319.901
2017/03/09,384.166
2017/03/10,404.313
2017/03/11,400.581
2017/03/12,403.293
2017/03/13,441.44
2017/03/14,464.706
2017/03/15,500.385
2017/03/16,642.666
2017/03/17,714.892
2017/03/18,723.193
2017/03/19,718.804
2017/03/20,715.026
2017/03/21,709.39
2017/03/22,696.777
2017/03/23,706.707
2017/03/24,706.849
2017/03/25,684.887
2017/03/26,667.928
2017/03/27,685.549
2017/03/28,660.126
2017/03/29,654.451
2017/03/30,664.022
2017/03/31,695.156
2017/04/01,692.235
2017/04/02,689.822
2017/04/03,671.822
2017/04/04,631.865
2017/04/05,583.985
2017/04/06,560.769
2017/04/07,501.245
2017/04/08,510.165
2017/04/09,498.154
2017/04/10,458.602
2017/04/11,422.419
2017/04/12,422.156
2017/04/13,418.556
2017/04/14,418.771
2017/04/15,386.464
2017/04/16,386.9
2017/04/17,395.634
2017/04/18,392.984
2017/04/19,386.262
2017/04/20,386.026
2017/04/21,382.617
2017/04/22,385.314
2017/04/23,390.104
2017/04/24,387.142
2017/04/25,390.134
2017/04/26,375.891
2017/04/27,420.233
2017/04/28,467.785
2017/04/29,464
2017/04/30,477.134
2017/05/01,578.099
2017/05/02,648.542
2017/05/03,659.993
2017/05/04,699.746
2017/05/05,716.952
2017/05/06,720.431
2017/05/07,751.098
2017/05/08,763.643
2017/05/09,774.868
2017/05/10,776.243
2017/05/11,776.555
2017/05/12,779.631
2017/05/13,773.511
2017/05/14,758.438
2017/05/15,792.184
2017/05/16,774.207
2017/05/17,854.049
2017/05/18,927.889
2017/05/19,1083
2017/05/20,1108
2017/05/21,1181
2017/05/22,1333
2017/05/23,1706
2017/05/24,1992
2017/05/25,2117
2017/05/26,2166
