Date,transactionvalue30rsiUSD
2017/11/05,47.947
2017/11/06,47.908
2017/11/07,47.394
2017/11/08,49.331
2017/11/09,53.948
2017/11/10,50.985
2017/11/11,51.45
2017/11/12,53.449
2017/11/13,49.803
2017/11/14,49.433
2017/11/15,51.736
2017/11/16,51.659
2017/11/17,51.517
2017/11/18,50.8
2017/11/19,51.144
2017/11/20,52.702
2017/11/21,52.679
2017/11/22,52.434
2017/11/23,53.182
2017/11/24,52.449
2017/11/25,54.488
2017/11/26,54.236
2017/11/27,56.269
2017/11/28,58.383
2017/11/29,59.826
2017/11/30,56.917
2017/12/01,54.777
2017/12/02,56.003
2017/12/03,53.559
2017/12/04,52.817
2017/12/05,46.165
2017/12/06,47.477
2017/12/07,46.729
2017/12/08,45.238
2017/12/09,44.512
2017/12/10,44.107
2017/12/11,43.85
2017/12/12,48.735
2017/12/13,48.201
2017/12/14,49.563
2017/12/15,47.969
2017/12/16,46.959
2017/12/17,47.172
2017/12/18,47.056
2017/12/19,49.248
2017/12/20,51.355
2017/12/21,50.773
2017/12/22,49.591
2017/12/23,48.194
2017/12/24,47.098
2017/12/25,46.563
2017/12/26,49.032
2017/12/27,49.295
2017/12/28,50.517
2017/12/29,51.12
2017/12/30,51.315
2017/12/31,47.572
2018/01/01,47.483
2018/01/02,51.573
2018/01/03,51.234
2018/01/04,55.688
2018/01/05,55.709
2018/01/06,53.539
2018/01/07,52.351
2018/01/08,55.301
2018/01/09,56.52
2018/01/10,60.023
2018/01/11,56.363
2018/01/12,53.4
2018/01/13,50.475
2018/01/14,64.662
2018/01/15,51.009
2018/01/16,51.375
2018/01/17,50.383
2018/01/18,50.373
2018/01/19,48.626
2018/01/20,48.45
2018/01/21,47.893
2018/01/22,48.874
2018/01/23,48.662
2018/01/24,48.983
2018/01/25,46.26
2018/01/26,50.122
2018/01/27,48.379
2018/01/28,49.38
2018/01/29,49.618
2018/01/30,50.02
2018/01/31,49.743
2018/02/01,48.87
2018/02/02,49.968
2018/02/03,47.569
2018/02/04,46.451
2018/02/05,46.971
2018/02/06,47.326
2018/02/07,47.367
2018/02/08,45.447
2018/02/09,46.405
2018/02/10,46.865
2018/02/11,45.532
2018/02/12,46.056
2018/02/13,48.383
2018/02/14,47.106
2018/02/15,47.855
2018/02/16,47.141
2018/02/17,46.68
2018/02/18,46.639
2018/02/19,45.936
2018/02/20,46.255
2018/02/21,46
2018/02/22,47.924
2018/02/23,45.467
2018/02/24,45.192
2018/02/25,44.185
2018/02/26,44.893
2018/02/27,43.998
2018/02/28,43.933
2018/03/01,44.27
2018/03/02,43.904
2018/03/03,43.399
2018/03/04,43.538
2018/03/05,44.087
2018/03/06,44.784
2018/03/07,44.421
2018/03/08,44.188
2018/03/09,44.383
2018/03/10,43.714
2018/03/11,43.527
2018/03/12,44.085
2018/03/13,46.023
2018/03/14,44.871
2018/03/15,44.629
2018/03/16,43.995
2018/03/17,43.889
2018/03/18,45.597
2018/03/19,45.062
2018/03/20,44.724
2018/03/21,44.53
2018/03/22,44.394
2018/03/23,44.806
2018/03/24,43.912
2018/03/25,43.795
2018/03/26,45.101
2018/03/27,46.039
2018/03/28,45.931
2018/03/29,45.755
2018/03/30,44.907
2018/03/31,44.137
2018/04/01,43.841
2018/04/02,43.944
2018/04/03,44.257
2018/04/04,44.116
2018/04/05,43.49
2018/04/06,43.648
2018/04/07,43.348
2018/04/08,43.973
2018/04/09,44.632
2018/04/10,44.264
2018/04/11,44.703
2018/04/12,46.219
2018/04/13,46.434
2018/04/14,44.299
2018/04/15,44.96
2018/04/16,45.3
2018/04/17,45.06
2018/04/18,46.115
2018/04/19,45.891
2018/04/20,47.109
2018/04/21,46.589
2018/04/22,45.469
2018/04/23,50.741
2018/04/24,50.149
2018/04/25,49.216
2018/04/26,47.739
2018/04/27,48.572
2018/04/28,47.628
2018/04/29,47.391
2018/04/30,48.459
2018/05/01,48.344
2018/05/02,50.627
2018/05/03,51.441
2018/05/04,49.468
2018/05/05,48.503
2018/05/06,48.382
2018/05/07,52.572
2018/05/08,49.166
2018/05/09,49.386
2018/05/10,49.022
2018/05/11,48.878
2018/05/12,46.89
2018/05/13,45.825
2018/05/14,49.536
2018/05/15,49.074
2018/05/16,47.544
2018/05/17,47.439
2018/05/18,47.132
2018/05/19,45.664
2018/05/20,46.448
2018/05/21,47.892
2018/05/22,49.636
2018/05/23,50.502
2018/05/24,48.276
2018/05/25,47.459
2018/05/26,46.098
2018/05/27,48.201
2018/05/28,49.4
2018/05/29,48.398
2018/05/30,48.393
2018/05/31,48.732
2018/06/01,50.385
2018/06/02,46.138
2018/06/03,45.465
2018/06/04,48.891
2018/06/05,49.204
2018/06/06,50.3
2018/06/07,49.724
2018/06/08,51.026
2018/06/09,46.19
2018/06/10,48.041
2018/06/11,48.997
2018/06/12,51.492
2018/06/13,53.566
2018/06/14,54.222
2018/06/15,52.837
2018/06/16,47.624
2018/06/17,46.186
2018/06/18,47.327
2018/06/19,48.13
2018/06/20,48.388
2018/06/21,48.176
2018/06/22,49.256
2018/06/23,46.251
2018/06/24,48.509
2018/06/25,48.419
2018/06/26,47.815
2018/06/27,47.295
2018/06/28,47.118
2018/06/29,48.132
2018/06/30,46.331
2018/07/01,45.556
2018/07/02,49.058
2018/07/03,49.867
2018/07/04,50.615
2018/07/05,49.77
2018/07/06,50.648
2018/07/07,47.609
2018/07/08,47.056
2018/07/09,48.915
2018/07/10,48.632
2018/07/11,47.105
2018/07/12,47.3
2018/07/13,47.084
2018/07/14,46.073
2018/07/15,45.97
2018/07/16,48.473
2018/07/17,49.054
2018/07/18,49.923
2018/07/19,48.045
2018/07/20,48.997
2018/07/21,46.428
2018/07/22,45.839
2018/07/23,47.851
2018/07/24,48.137
2018/07/25,47.392
2018/07/26,46.681
2018/07/27,46.59
2018/07/28,44.744
2018/07/29,44.551
2018/07/30,48.137
2018/07/31,53.302
2018/08/01,47.703
2018/08/02,47.786
2018/08/03,46.943
2018/08/04,45.866
2018/08/05,45.665
2018/08/06,47.163
2018/08/07,48.327
2018/08/08,51.558
2018/08/09,49.739
2018/08/10,49.637
2018/08/11,47.869
2018/08/12,45.911
2018/08/13,50.181
2018/08/14,50.8
2018/08/15,49.637
2018/08/16,46.94
2018/08/17,49.031
2018/08/18,46.584
2018/08/19,45.683
2018/08/20,47.465
2018/08/21,47.718
2018/08/22,48.771
2018/08/23,47.734
2018/08/24,47.705
2018/08/25,46.723
2018/08/26,46.341
2018/08/27,48.132
2018/08/28,48.063
2018/08/29,49.31
2018/08/30,48.109
2018/08/31,48.538
2018/09/01,46.859
2018/09/02,46.224
2018/09/03,49.559
2018/09/04,54.131
2018/09/05,51.1
2018/09/06,51.986
2018/09/07,50.551
2018/09/08,49.352
2018/09/09,48.85
2018/09/10,49.668
2018/09/11,49.579
2018/09/12,52.118
2018/09/13,49.38
2018/09/14,49.813
2018/09/15,47.989
2018/09/16,47.386
2018/09/17,48.845
2018/09/18,48.769
2018/09/19,47.935
2018/09/20,49.383
2018/09/21,53.01
2018/09/22,49.38
2018/09/23,48.704
2018/09/24,50.467
2018/09/25,49.195
2018/09/26,49.426
2018/09/27,48.734
2018/09/28,49.106
2018/09/29,48.933
2018/09/30,48.122
2018/10/01,47.667
2018/10/02,46.786
2018/10/03,48.026
2018/10/04,48.125
2018/10/05,47.29
2018/10/06,45.867
2018/10/07,46.207
2018/10/08,48.937
2018/10/09,48.131
2018/10/10,48.636
2018/10/11,53.327
2018/10/12,49.251
2018/10/13,46.737
2018/10/14,46.896
2018/10/15,54.327
2018/10/16,50.419
2018/10/17,49.348
2018/10/18,50.776
2018/10/19,48.241
2018/10/20,48.129
2018/10/21,50.362
2018/10/22,48.326
2018/10/23,48.862
2018/10/24,48.899
2018/10/25,50.781
2018/10/26,48.97
2018/10/27,46.945
2018/10/28,46.952
2018/10/29,49.294
2018/10/30,48.298
2018/10/31,48.766
2018/11/01,48.377
2018/11/02,49.831
2018/11/03,47.375
2018/11/04,49.159
2018/11/05,51.453
2018/11/06,49.691
2018/11/07,51.251
2018/11/08,49.689
2018/11/09,49.396
2018/11/10,47.86
2018/11/11,47.54
2018/11/12,50.084
2018/11/13,49.607
2018/11/14,53.253
2018/11/15,53.15
2018/11/16,50.197
2018/11/17,47.838
2018/11/18,49.966
2018/11/19,54.939
2018/11/20,55.082
2018/11/21,51.38
2018/11/22,48.945
2018/11/23,49.428
2018/11/24,48.432
2018/11/25,50.913
2018/11/26,49.671
2018/11/27,48.254
2018/11/28,49.185
2018/11/29,50.548
2018/11/30,67.012
2018/12/01,67.384
2018/12/02,47.312
2018/12/03,47.971
2018/12/04,47.872
2018/12/05,48.28
2018/12/06,48.968
2018/12/07,49.557
2018/12/08,47.921
2018/12/09,47.873
2018/12/10,47.758
2018/12/11,47.84
2018/12/12,47.638
2018/12/13,48.152
2018/12/14,47.747
2018/12/15,46.924
2018/12/16,47.071
2018/12/17,48.857
2018/12/18,48.905
2018/12/19,50.377
2018/12/20,50.669
2018/12/21,51.036
2018/12/22,48.26
2018/12/23,50.019
2018/12/24,51.696
2018/12/25,49.088
2018/12/26,48.49
2018/12/27,49.567
2018/12/28,49.603
2018/12/29,52.013
2018/12/30,48.399
2018/12/31,48.88
2019/01/01,48.55
2019/01/02,50.036
2019/01/03,49.582
2019/01/04,52.856
2019/01/05,54.54
2019/01/06,50.346
2019/01/07,50.115
2019/01/08,49.364
2019/01/09,49.04
2019/01/10,50.195
2019/01/11,51.561
2019/01/12,47.658
2019/01/13,47.944
2019/01/14,50.205
2019/01/15,48.885
2019/01/16,49.516
2019/01/17,48.466
2019/01/18,47.597
2019/01/19,47.081
2019/01/20,47.57
2019/01/21,47.413
2019/01/22,47.31
2019/01/23,48.102
2019/01/24,49.036
2019/01/25,48.282
2019/01/26,47.064
2019/01/27,48.263
2019/01/28,49.999
2019/01/29,48.181
2019/01/30,48.532
2019/01/31,48.894
2019/02/01,48.128
2019/02/02,46.831
2019/02/03,47.297
2019/02/04,46.599
2019/02/05,46.494
2019/02/06,48.557
2019/02/07,47.762
2019/02/08,49.566
2019/02/09,47.604
2019/02/10,49.063
2019/02/11,50.117
2019/02/12,48.757
2019/02/13,49.083
2019/02/14,48.821
2019/02/15,48.622
2019/02/16,47.109
2019/02/17,49.811
2019/02/18,53.853
2019/02/19,53.006
2019/02/20,51.044
2019/02/21,50.549
2019/02/22,50.702
2019/02/23,49.372
2019/02/24,53.562
2019/02/25,54.476
2019/02/26,48.974
2019/02/27,52.133
2019/02/28,50.436
2019/03/01,48.919
2019/03/02,47.957
2019/03/03,48.948
2019/03/04,49.616
2019/03/05,49.6
2019/03/06,49.736
2019/03/07,49.599
2019/03/08,50.573
2019/03/09,48.752
2019/03/10,49.214
2019/03/11,51.047
2019/03/12,50.238
2019/03/13,49.095
2019/03/14,49.807
2019/03/15,49.925
2019/03/16,50.009
2019/03/17,49.278
2019/03/18,51.366
2019/03/19,48.115
2019/03/20,51.413
2019/03/21,50.23
2019/03/22,48.694
2019/03/23,51.256
2019/03/24,48.634
2019/03/25,50.859
2019/03/26,50.058
2019/03/27,49.523
2019/03/28,49.565
2019/03/29,50.472
2019/03/30,50.028
2019/03/31,48.989
2019/04/01,49.517
2019/04/02,54.456
2019/04/03,56.059
2019/04/04,51.945
2019/04/05,52.141
2019/04/06,49.787
2019/04/07,52.056
2019/04/08,56.187
2019/04/09,54.336
2019/04/10,52.184
2019/04/11,51.022
2019/04/12,49.843
2019/04/13,47.385
2019/04/14,48.837
2019/04/15,51.113
2019/04/16,49.369
2019/04/17,49.267
2019/04/18,50.79
2019/04/19,49.687
2019/04/20,48.266
2019/04/21,49.254
2019/04/22,49.715
2019/04/23,50.964
2019/04/24,53.979
2019/04/25,52.293
2019/04/26,56.334
2019/04/27,48.93
2019/04/28,50.025
2019/04/29,51.815
2019/04/30,50.526
2019/05/01,49.673
2019/05/02,48.896
2019/05/03,50.069
2019/05/04,48.676
2019/05/05,48.09
2019/05/06,51.265
2019/05/07,53.804
2019/05/08,51.911
2019/05/09,50.523
2019/05/10,50.513
2019/05/11,56.179
2019/05/12,51.394
2019/05/13,54.108
2019/05/14,52.441
2019/05/15,55.854
2019/05/16,62.824
2019/05/17,55.448
2019/05/18,49.863
2019/05/19,50.39
2019/05/20,51.328
2019/05/21,51.05
2019/05/22,50.629
2019/05/23,50.988
2019/05/24,49.196
2019/05/25,48.034
2019/05/26,50.375
2019/05/27,51.546
2019/05/28,49.911
2019/05/29,52.883
2019/05/30,53.214
2019/05/31,52.266
2019/06/01,47.56
2019/06/02,47.17
2019/06/03,50.613
2019/06/04,51.078
2019/06/05,52.338
2019/06/06,48.342
2019/06/07,48.956
2019/06/08,45.955
2019/06/09,48.571
2019/06/10,48.743
2019/06/11,48.359
2019/06/12,49.642
2019/06/13,51.706
2019/06/14,50.805
2019/06/15,52.402
2019/06/16,51.105
2019/06/17,49.085
2019/06/18,51.238
2019/06/19,51.215
2019/06/20,48.718
2019/06/21,53.021
2019/06/22,53.195
