Date,activeaddresses90roc
2016/01/01,64.923
2016/01/02,68.156
2016/01/03,67.716
2016/01/04,71.308
2016/01/05,71.818
2016/01/06,87.024
2016/01/07,95.522
2016/01/08,99.691
2016/01/09,93.421
2016/01/10,99.259
2016/01/11,96.552
2016/01/12,89.544
2016/01/13,88.437
2016/01/14,82.972
2016/01/15,115.906
2016/01/16,94.737
2016/01/17,78.211
2016/01/18,120.959
2016/01/19,84.522
2016/01/20,133.234
2016/01/21,82.763
2016/01/22,84.331
2016/01/23,116.906
2016/01/24,115.388
2016/01/25,118.702
2016/01/26,132.604
2016/01/27,89.19
2016/01/28,85.937
2016/01/29,95.147
2016/01/30,89.974
2016/01/31,94.373
2016/02/01,85.532
2016/02/02,89.493
2016/02/03,100.305
2016/02/04,99.398
2016/02/05,108.233
2016/02/06,65.33
2016/02/07,81.859
2016/02/08,112.895
2016/02/09,108.19
2016/02/10,181.031
2016/02/11,260.32
2016/02/12,199.512
2016/02/13,189.569
2016/02/14,150.579
2016/02/15,155.274
2016/02/16,158.917
2016/02/17,165.842
2016/02/18,184.207
2016/02/19,193.132
2016/02/20,152.565
2016/02/21,207.609
2016/02/22,194.548
2016/02/23,207.518
2016/02/24,192.22
2016/02/25,248.667
2016/02/26,214.818
2016/02/27,215.609
2016/02/28,233.765
2016/02/29,260.681
2016/03/01,308.846
2016/03/02,329.385
2016/03/03,370.476
2016/03/04,360.157
2016/03/05,355.75
2016/03/06,345.685
2016/03/07,300.149
2016/03/08,363.951
2016/03/09,347.554
2016/03/10,376.545
2016/03/11,256.638
2016/03/12,349.802
2016/03/13,284.699
2016/03/14,350.352
2016/03/15,343.506
2016/03/16,274.148
2016/03/17,307.719
2016/03/18,364.573
2016/03/19,320.263
2016/03/20,311.029
2016/03/21,307.116
2016/03/22,318.066
2016/03/23,346.041
2016/03/24,337.225
2016/03/25,318.98
2016/03/26,320.312
2016/03/27,318.331
2016/03/28,333.892
2016/03/29,405.868
2016/03/30,377.048
2016/03/31,353.942
2016/04/01,333.305
2016/04/02,317.512
2016/04/03,318.985
2016/04/04,341.689
2016/04/05,337.141
2016/04/06,287.466
2016/04/07,336.307
2016/04/08,298.587
2016/04/09,308.625
2016/04/10,298.199
2016/04/11,271.641
2016/04/12,313.328
2016/04/13,341.538
2016/04/14,285.084
2016/04/15,320.644
2016/04/16,336.519
2016/04/17,296.1
2016/04/18,320.739
2016/04/19,262.277
2016/04/20,319.27
2016/04/21,298.779
2016/04/22,254.104
2016/04/23,221.262
2016/04/24,210.989
2016/04/25,189.087
2016/04/26,217.159
2016/04/27,191.091
2016/04/28,192.269
2016/04/29,235.154
2016/04/30,326.793
2016/05/01,253.056
2016/05/02,313.315
2016/05/03,249.044
2016/05/04,256.389
2016/05/05,219.893
2016/05/06,272.303
2016/05/07,247.022
2016/05/08,250.008
2016/05/09,240.287
2016/05/10,167.299
2016/05/11,134.388
2016/05/12,179.123
2016/05/13,220.405
2016/05/14,223.719
2016/05/15,197.15
2016/05/16,177.598
2016/05/17,197.514
2016/05/18,246.194
2016/05/19,227.502
2016/05/20,230.321
2016/05/21,178.647
2016/05/22,157.197
2016/05/23,207.467
2016/05/24,193.637
2016/05/25,176.347
2016/05/26,284.45
2016/05/27,244.11
2016/05/28,340.215
2016/05/29,173.659
2016/05/30,134.441
2016/05/31,123.074
2016/06/01,99.013
2016/06/02,98.871
2016/06/03,69.844
2016/06/04,70.186
2016/06/05,107.973
2016/06/06,87.812
2016/06/07,93.474
2016/06/08,81.063
2016/06/09,87.914
2016/06/10,74.058
2016/06/11,48.309
2016/06/12,75.647
2016/06/13,104.811
2016/06/14,110.133
2016/06/15,84.007
2016/06/16,59.653
2016/06/17,154.639
2016/06/18,134.352
2016/06/19,109.165
2016/06/20,98.289
2016/06/21,87.282
2016/06/22,115.054
2016/06/23,79.966
2016/06/24,87.074
2016/06/25,57.658
2016/06/26,80.036
2016/06/27,46.113
2016/06/28,51.938
2016/06/29,63.96
2016/06/30,65.821
2016/07/01,65.123
2016/07/02,62.858
2016/07/03,52.435
2016/07/04,53.914
2016/07/05,62.981
2016/07/06,47.866
2016/07/07,65.045
2016/07/08,56.332
2016/07/09,46.155
2016/07/10,53.39
2016/07/11,46.671
2016/07/12,45.565
2016/07/13,32.729
2016/07/14,58.475
2016/07/15,54.746
2016/07/16,42.044
2016/07/17,22.204
2016/07/18,37.003
2016/07/19,74.134
2016/07/20,79.262
2016/07/21,67.34
2016/07/22,84.628
2016/07/23,62.732
2016/07/24,106.191
2016/07/25,86.418
2016/07/26,132.319
2016/07/27,117.961
2016/07/28,68.065
2016/07/29,15.615
2016/07/30,33.507
2016/07/31,22.437
2016/08/01,42.075
2016/08/02,41.498
2016/08/03,45.596
2016/08/04,45.283
2016/08/05,39.101
2016/08/06,20.813
2016/08/07,19.708
2016/08/08,27.278
2016/08/09,26.765
2016/08/10,16.452
2016/08/11,16.731
2016/08/12,12.093
2016/08/13,13.632
2016/08/14,23.476
2016/08/15,16.093
2016/08/16,13.709
2016/08/17,7.432
2016/08/18,11.777
2016/08/19,18.12
2016/08/20,27.863
2016/08/21,7.132
2016/08/22,10.51
2016/08/23,18.571
2016/08/24,-13.416
2016/08/25,3.54
2016/08/26,-28.749
2016/08/27,8.896
2016/08/28,15.169
2016/08/29,15.351
2016/08/30,17.127
2016/08/31,28.029
2016/09/01,31.519
2016/09/02,33.732
2016/09/03,23.907
2016/09/04,17.244
2016/09/05,17.73
2016/09/06,17.864
2016/09/07,14.679
2016/09/08,29.152
2016/09/09,38.956
2016/09/10,9.921
2016/09/11,-1.264
