Date,hashrate90std
2016/01/01,132199651365
2016/01/02,130710751639
2016/01/03,129941104942
2016/01/04,128374622901
2016/01/05,126772242599
2016/01/06,125430756747
2016/01/07,123033317227
2016/01/08,120719184469
2016/01/09,119196223150
2016/01/10,117446155126
2016/01/11,116527415613
2016/01/12,114910275100
2016/01/13,112055023156
2016/01/14,107908412504
2016/01/15,105306622028
2016/01/16,102019036685
2016/01/17,98132291189
2016/01/18,94511840014
2016/01/19,90179277101
2016/01/20,83898205477
2016/01/21,80094823962
2016/01/22,78501062888
2016/01/23,77469778439
2016/01/24,77623127579
2016/01/25,77353414189
2016/01/26,80179162269
2016/01/27,83419766803
2016/01/28,86494855359
2016/01/29,90908653103
2016/01/30,94994563996
2016/01/31,97236627556
2016/02/01,100726798791
2016/02/02,102928705901
2016/02/03,107192306497
2016/02/04,110998006466
2016/02/05,114407891752
2016/02/06,116796506112
2016/02/07,119868119815
2016/02/08,124522192477
2016/02/09,127623635151
2016/02/10,131585883378
2016/02/11,137060473066
2016/02/12,140817977894
2016/02/13,146892560541
2016/02/14,153054021412
2016/02/15,159897183589
2016/02/16,166100160958
2016/02/17,170910995906
2016/02/18,173185253748
2016/02/19,177483860536
2016/02/20,181698231340
2016/02/21,186177969468
2016/02/22,192168786702
2016/02/23,197476533441
2016/02/24,202159860754
2016/02/25,207485186703
2016/02/26,213887314611
2016/02/27,220647689357
2016/02/28,228000460644
2016/02/29,233444006721
2016/03/01,238389433330
2016/03/02,245457600847
2016/03/03,252662572145
2016/03/04,261130573022
2016/03/05,271077419981
2016/03/06,280442088264
2016/03/07,289188774440
2016/03/08,298560134554
2016/03/09,308577947875
2016/03/10,320532222366
2016/03/11,333247224410
2016/03/12,349665718022
2016/03/13,369456117396
2016/03/14,385034537134
2016/03/15,401901435660
2016/03/16,419440273634
2016/03/17,438458638857
2016/03/18,455045124213
2016/03/19,473879622563
2016/03/20,493071536117
2016/03/21,510124775367
2016/03/22,527767246304
2016/03/23,539822846569
2016/03/24,556898303640
2016/03/25,576284420347
2016/03/26,597137456389
2016/03/27,617552587896
2016/03/28,634506971400
2016/03/29,653275122080
2016/03/30,672971158461
2016/03/31,693825535357
2016/04/01,714173846075
2016/04/02,730094780137
2016/04/03,749602558254
2016/04/04,772135223613
2016/04/05,793442220852
2016/04/06,811217605446
2016/04/07,824335413159
2016/04/08,843803297706
2016/04/09,860710140625
2016/04/10,880453394990
2016/04/11,894990143775
2016/04/12,906143296372
2016/04/13,920879916077
2016/04/14,935156078045
2016/04/15,951922215295
2016/04/16,968341083739
2016/04/17,981580737039
2016/04/18,998847615967
2016/04/19,1014553096036
2016/04/20,1030673747763
2016/04/21,1046788049434
2016/04/22,1058352012841
2016/04/23,1073647600786
2016/04/24,1085440032198
2016/04/25,1101987184843
2016/04/26,1113842897466
2016/04/27,1124662051602
2016/04/28,1136765746725
2016/04/29,1149331023133
2016/04/30,1163770744182
2016/05/01,1176572565990
2016/05/02,1183664590273
2016/05/03,1196034149220
2016/05/04,1205583920476
2016/05/05,1214119617081
2016/05/06,1220840619412
2016/05/07,1226261068107
2016/05/08,1233017004875
2016/05/09,1238417889716
2016/05/10,1245118062182
2016/05/11,1247603868245
2016/05/12,1250060984634
2016/05/13,1258982791418
2016/05/14,1264787561338
2016/05/15,1270394629316
2016/05/16,1274016820798
2016/05/17,1275265553192
2016/05/18,1278475203350
2016/05/19,1284041781931
2016/05/20,1290395811770
2016/05/21,1296100371287
2016/05/22,1300798722952
2016/05/23,1304388883629
2016/05/24,1307952866638
2016/05/25,1311069756918
2016/05/26,1314584616634
2016/05/27,1317262863984
2016/05/28,1321789456406
2016/05/29,1324011241843
2016/05/30,1324317335088
2016/05/31,1322583869762
2016/06/01,1317600935517
2016/06/02,1314264724204
2016/06/03,1317537146825
2016/06/04,1318285897826
2016/06/05,1314716283013
2016/06/06,1314072437262
2016/06/07,1313077178480
2016/06/08,1312232900077
2016/06/09,1317044076564
2016/06/10,1313670892181
2016/06/11,1316253843160
2016/06/12,1316141311401
2016/06/13,1321332945824
2016/06/14,1326811274899
2016/06/15,1330633543256
2016/06/16,1331789039566
2016/06/17,1339109272228
2016/06/18,1341630713746
2016/06/19,1344915857525
2016/06/20,1345912882315
2016/06/21,1339561687318
2016/06/22,1341931980585
2016/06/23,1348106178970
2016/06/24,1353627501843
2016/06/25,1357226281946
2016/06/26,1362347012007
2016/06/27,1370797400830
2016/06/28,1380708337436
2016/06/29,1386256937929
2016/06/30,1391475045686
2016/07/01,1396198861273
2016/07/02,1402899392014
2016/07/03,1414458015413
2016/07/04,1423738848693
2016/07/05,1430156487974
2016/07/06,1431524493815
2016/07/07,1436091795423
2016/07/08,1439204396917
2016/07/09,1443460042563
2016/07/10,1444614691932
2016/07/11,1444778453067
2016/07/12,1446469122395
2016/07/13,1449019665219
2016/07/14,1450796309275
2016/07/15,1449333619695
2016/07/16,1445068348686
2016/07/17,1444155391519
2016/07/18,1445810753944
2016/07/19,1445301863502
2016/07/20,1440950125461
2016/07/21,1438117308194
2016/07/22,1431586673523
2016/07/23,1428151316449
2016/07/24,1423210834516
2016/07/25,1410139231563
2016/07/26,1391719036903
2016/07/27,1371439488404
2016/07/28,1355924242268
2016/07/29,1340972180054
2016/07/30,1322899391908
2016/07/31,1301141813816
2016/08/01,1282290316647
2016/08/02,1259165040705
2016/08/03,1235538548672
2016/08/04,1212022517837
2016/08/05,1187597296801
2016/08/06,1163085673868
2016/08/07,1139465030307
2016/08/08,1118078826707
2016/08/09,1094286011320
2016/08/10,1073851871786
2016/08/11,1062292389247
2016/08/12,1046816388277
2016/08/13,1029265458468
2016/08/14,1009943704830
2016/08/15,989117537315
2016/08/16,975354044696
2016/08/17,962852940183
2016/08/18,954774372839
2016/08/19,944551625925
2016/08/20,937256613429
2016/08/21,930818046827
2016/08/22,926177207753
2016/08/23,924787826314
2016/08/24,922710019517
2016/08/25,924220066523
2016/08/26,935294117631
2016/08/27,945073727736
2016/08/28,949192685506
2016/08/29,946763770658
2016/08/30,939530038351
2016/08/31,938381258611
2016/09/01,945298826597
2016/09/02,953227752183
2016/09/03,944588660660
2016/09/04,935119663339
2016/09/05,931508836546
2016/09/06,925237886755
2016/09/07,928494716688
2016/09/08,919384717468
2016/09/09,915642124710
2016/09/10,913275882625
2016/09/11,923105798108
2016/09/12,931781063717
2016/09/13,936618802083
2016/09/14,948077296098
2016/09/15,961908050978
2016/09/16,969432925964
2016/09/17,987924328876
2016/09/18,979565968223
2016/09/19,970849289117
2016/09/20,989245132591
2016/09/21,1017016088492
2016/09/22,1020008884867
2016/09/23,1045844639684
2016/09/24,1073600653872
2016/09/25,1113220963674
2016/09/26,1133149399945
2016/09/27,1164867411749
2016/09/28,1197698717238
2016/09/29,1237581973310
2016/09/30,1265946897631
2016/10/01,1305013418816
2016/10/02,1350886551260
2016/10/03,1386416098223
2016/10/04,1426686671143
2016/10/05,1461880373424
2016/10/06,1497662303062
