Date,transactionvalue3stdUSD
2016/01/01,27.766
2016/01/02,10.71
2016/01/03,11.705
2016/01/04,19.157
2016/01/05,37.314
2016/01/06,43.499
2016/01/07,43.514
2016/01/08,2.408
2016/01/09,2.65
2016/01/10,3.533
2016/01/11,30.316
2016/01/12,76.339
2016/01/13,67.691
2016/01/14,71.902
2016/01/15,82.771
2016/01/16,68.697
2016/01/17,60.621
2016/01/18,182.284
2016/01/19,166.422
2016/01/20,140.86
2016/01/21,48.488
2016/01/22,24.973
2016/01/23,93.065
2016/01/24,182.501
2016/01/25,119.943
2016/01/26,78.991
2016/01/27,107.466
2016/01/28,76.731
2016/01/29,20.521
2016/01/30,33.95
2016/01/31,44.29
2016/02/01,79.574
2016/02/02,84.056
2016/02/03,9.84
2016/02/04,41.17
2016/02/05,40.709
2016/02/06,62.694
2016/02/07,122.907
2016/02/08,238.573
2016/02/09,156.992
2016/02/10,155.775
2016/02/11,114.876
2016/02/12,228.654
2016/02/13,301.602
2016/02/14,365.386
2016/02/15,82.645
2016/02/16,106.494
2016/02/17,169.563
2016/02/18,168.334
2016/02/19,125.896
2016/02/20,166.605
2016/02/21,183.485
2016/02/22,157.921
2016/02/23,296.335
2016/02/24,326.648
2016/02/25,266.81
2016/02/26,694.386
2016/02/27,688.559
2016/02/28,715.856
2016/02/29,442.656
2016/03/01,154.208
2016/03/02,865.739
2016/03/03,666.226
2016/03/04,536.43
2016/03/05,498.432
2016/03/06,535.51
2016/03/07,494.399
2016/03/08,191.354
2016/03/09,303.181
2016/03/10,394.246
2016/03/11,67.508
2016/03/12,267.233
2016/03/13,456.573
2016/03/14,261.041
2016/03/15,365.571
2016/03/16,210.167
2016/03/17,56.596
2016/03/18,184.774
2016/03/19,432.049
2016/03/20,519.186
2016/03/21,102.739
2016/03/22,102.771
2016/03/23,72.778
2016/03/24,66.761
2016/03/25,108.395
2016/03/26,162.885
2016/03/27,276.154
2016/03/28,261.009
2016/03/29,156.903
2016/03/30,165.337
2016/03/31,105.808
2016/04/01,252.102
2016/04/02,176.849
2016/04/03,53.205
2016/04/04,56.24
2016/04/05,84.802
2016/04/06,46.967
2016/04/07,42.005
2016/04/08,62.139
2016/04/09,194.662
2016/04/10,194.364
2016/04/11,181.342
2016/04/12,115.468
2016/04/13,68.216
2016/04/14,18.351
2016/04/15,91.501
2016/04/16,94.31
2016/04/17,59.99
2016/04/18,61.414
2016/04/19,65.6
2016/04/20,57.631
2016/04/21,61.798
2016/04/22,72.016
2016/04/23,120.439
2016/04/24,135.534
2016/04/25,135.302
2016/04/26,140.817
2016/04/27,90.914
2016/04/28,84.452
2016/04/29,47.873
2016/04/30,326.379
2016/05/01,309.939
2016/05/02,81.761
2016/05/03,66.966
2016/05/04,130.744
2016/05/05,78.265
2016/05/06,192.392
2016/05/07,170.461
2016/05/08,123.026
2016/05/09,136.803
2016/05/10,147.433
2016/05/11,226.357
2016/05/12,241.23
2016/05/13,1009
2016/05/14,870.384
2016/05/15,1204
2016/05/16,881.044
2016/05/17,54.187
2016/05/18,108.712
2016/05/19,376.327
2016/05/20,264.081
2016/05/21,447.007
2016/05/22,419.41
2016/05/23,130.226
2016/05/24,238.206
2016/05/25,108.426
2016/05/26,184.668
2016/05/27,238.201
2016/05/28,256.142
2016/05/29,286.186
2016/05/30,78.132
2016/05/31,34.498
2016/06/01,39.124
2016/06/02,108.625
2016/06/03,69.468
2016/06/04,41.619
2016/06/05,45.662
2016/06/06,4.743
2016/06/07,129.005
2016/06/08,513.855
2016/06/09,516.34
2016/06/10,513.893
2016/06/11,126.37
2016/06/12,150.482
2016/06/13,196.344
2016/06/14,108.895
2016/06/15,102.032
2016/06/16,225.833
2016/06/17,581.054
2016/06/18,385.78
2016/06/19,603.78
2016/06/20,510.468
2016/06/21,196.596
2016/06/22,169.104
2016/06/23,124.955
2016/06/24,223.974
2016/06/25,173.662
2016/06/26,226.474
2016/06/27,252.668
2016/06/28,241.358
2016/06/29,204.37
2016/06/30,249.046
2016/07/01,115.9
2016/07/02,101.524
2016/07/03,106.793
2016/07/04,179.98
2016/07/05,688.922
2016/07/06,605.873
2016/07/07,650.137
2016/07/08,104.182
2016/07/09,75.805
2016/07/10,18.765
2016/07/11,49.62
2016/07/12,36.468
2016/07/13,50.205
2016/07/14,43.26
2016/07/15,822.839
2016/07/16,838.193
2016/07/17,831.743
2016/07/18,545.786
2016/07/19,1894
2016/07/20,2096
2016/07/21,2401
2016/07/22,2551
2016/07/23,337.45
2016/07/24,1980
2016/07/25,1777
2016/07/26,1618
2016/07/27,1612
2016/07/28,1891
2016/07/29,1269
2016/07/30,720.63
2016/07/31,433.936
2016/08/01,381.153
2016/08/02,995.181
2016/08/03,606.995
2016/08/04,1056
2016/08/05,724.385
2016/08/06,490.803
2016/08/07,531.962
2016/08/08,66.625
2016/08/09,234.019
2016/08/10,603.54
2016/08/11,399.583
2016/08/12,537.268
2016/08/13,349.204
2016/08/14,131.401
2016/08/15,155.019
2016/08/16,202.128
2016/08/17,186.798
2016/08/18,185.907
2016/08/19,159.498
2016/08/20,144.461
2016/08/21,570.644
2016/08/22,427.792
2016/08/23,394.311
2016/08/24,646.391
2016/08/25,757.072
2016/08/26,233.432
2016/08/27,237.707
2016/08/28,233.706
2016/08/29,63.664
2016/08/30,74.4
2016/08/31,72.774
2016/09/01,261.365
2016/09/02,193.931
2016/09/03,147.518
2016/09/04,40.606
2016/09/05,118.213
2016/09/06,126.698
2016/09/07,15.346
2016/09/08,87.508
2016/09/09,133.202
2016/09/10,139.229
2016/09/11,68.153
2016/09/12,52.605
2016/09/13,31.829
2016/09/14,86.985
2016/09/15,111.202
2016/09/16,309.813
