Date,mediantransactionvalue7momUSD
2016/01/01,0.52
2016/01/02,0.442
2016/01/03,1.32
2016/01/04,0.377
2016/01/05,-0.881
2016/01/06,0
2016/01/07,-1.26
2016/01/08,-0.459
2016/01/09,-0.251
2016/01/10,-0.04
2016/01/11,-0.015
2016/01/12,1.504
2016/01/13,0
2016/01/14,1.264
2016/01/15,0.637
2016/01/16,0.505
2016/01/17,0.327
2016/01/18,0.295
2016/01/19,-0.78
2016/01/20,2.3
2016/01/21,0.832
2016/01/22,-0.16
2016/01/23,0.827
2016/01/24,1.181
2016/01/25,0.789
2016/01/26,2.02
2016/01/27,-1.511
2016/01/28,0.389
2016/01/29,1.05
2016/01/30,0.433
2016/01/31,0.038
2016/02/01,0.175
2016/02/02,-0.326
2016/02/03,2.068
2016/02/04,0.339
2016/02/05,0.111
2016/02/06,-2.862
2016/02/07,0.313
2016/02/08,1.22
2016/02/09,1.754
2016/02/10,3.076
2016/02/11,2.6
2016/02/12,4.783
2016/02/13,5.632
2016/02/14,2.563
2016/02/15,2.461
2016/02/16,1.307
2016/02/17,-1.612
2016/02/18,-0.831
2016/02/19,-2.574
2016/02/20,-0.627
2016/02/21,-0.515
2016/02/22,-0.427
2016/02/23,0.946
2016/02/24,2.081
2016/02/25,2.341
2016/02/26,1.392
2016/02/27,1.834
2016/02/28,2.245
2016/02/29,1.555
2016/03/01,1.396
2016/03/02,2.555
2016/03/03,3.44
2016/03/04,3.814
2016/03/05,6.988
2016/03/06,4.484
2016/03/07,4.132
2016/03/08,2.619
2016/03/09,2.378
2016/03/10,3.654
2016/03/11,1.419
2016/03/12,0.772
2016/03/13,3.422
2016/03/14,3.672
2016/03/15,3.345
2016/03/16,3.17
2016/03/17,-1.467
2016/03/18,-0.437
2016/03/19,-3.91
2016/03/20,-4.831
2016/03/21,-3.694
2016/03/22,-1.842
2016/03/23,-2.253
2016/03/24,-1.113
2016/03/25,-0.45
2016/03/26,0.133
2016/03/27,0.682
2016/03/28,0.07
2016/03/29,-0.023
2016/03/30,-0.11
2016/03/31,0.688
2016/04/01,1.186
2016/04/02,0.995
2016/04/03,0.699
2016/04/04,0.056
2016/04/05,-1.204
2016/04/06,-1.259
2016/04/07,-1.537
2016/04/08,-1.867
2016/04/09,-1.967
2016/04/10,-3.011
2016/04/11,-2.833
2016/04/12,-2.75
2016/04/13,-3.085
2016/04/14,-2.134
2016/04/15,-1.63
2016/04/16,-1.387
2016/04/17,-1.104
2016/04/18,0.533
2016/04/19,1.212
2016/04/20,0.934
2016/04/21,0.003
2016/04/22,-0.198
2016/04/23,-0.307
2016/04/24,0.501
2016/04/25,-1.341
2016/04/26,-1.722
2016/04/27,-0.978
2016/04/28,-0.928
2016/04/29,-0.632
2016/04/30,0.122
2016/05/01,0.526
2016/05/02,1.829
2016/05/03,2.341
2016/05/04,1.873
2016/05/05,2.077
2016/05/06,2.158
2016/05/07,1.184
2016/05/08,0.547
2016/05/09,-0.225
2016/05/10,-0.384
2016/05/11,0.101
2016/05/12,0.586
2016/05/13,1.178
2016/05/14,0.947
2016/05/15,0.818
2016/05/16,1.101
2016/05/17,2.474
2016/05/18,3.411
2016/05/19,3.796
2016/05/20,3.619
2016/05/21,3.21
2016/05/22,3.94
2016/05/23,3.733
2016/05/24,1.337
2016/05/25,-0.724
2016/05/26,-7.463
2016/05/27,-3.022
2016/05/28,-12.531
2016/05/29,-7.016
2016/05/30,-1.881
2016/05/31,-0.037
2016/06/01,1.468
2016/06/02,7.292
