Date,sentinusd7wmaUSD
2016/01/01,281648
2016/01/02,283123
2016/01/03,308438
2016/01/04,269727
2016/01/05,454373
2016/01/06,422785
2016/01/07,412304
2016/01/08,364186
2016/01/09,328295
2016/01/10,275534
2016/01/11,325144
2016/01/12,519275
2016/01/13,536248
2016/01/14,520495
2016/01/15,702186
2016/01/16,732885
2016/01/17,683581
2016/01/18,1313964
2016/01/19,1468923
2016/01/20,1398736
2016/01/21,1283212
2016/01/22,1314371
2016/01/23,1486696
2016/01/24,2143838
2016/01/25,2871576
2016/01/26,3241832
2016/01/27,3336830
2016/01/28,3202196
2016/01/29,2980242
2016/01/30,2813457
2016/01/31,2658242
2016/02/01,2236420
2016/02/02,1955705
2016/02/03,1789026
2016/02/04,1505442
2016/02/05,1428763
2016/02/06,1160293
2016/02/07,1416604
2016/02/08,2220475
2016/02/09,3132768
2016/02/10,4643521
2016/02/11,6011480
2016/02/12,7980422
2016/02/13,8064172
2016/02/14,7452328
2016/02/15,6641704
2016/02/16,6430947
2016/02/17,5381120
2016/02/18,4886826
2016/02/19,3966040
2016/02/20,4177172
2016/02/21,3634658
2016/02/22,3683410
2016/02/23,4895238
2016/02/24,6860094
2016/02/25,6904179
2016/02/26,11461535
2016/02/27,12614872
2016/02/28,11350506
2016/02/29,9868479
2016/03/01,9428401
2016/03/02,13970830
2016/03/03,15591423
2016/03/04,15372847
2016/03/05,19990347
2016/03/06,20456060
2016/03/07,19800378
2016/03/08,20095262
2016/03/09,17787095
2016/03/10,15602076
2016/03/11,13869952
2016/03/12,14583196
2016/03/13,17905218
2016/03/14,19244300
2016/03/15,18968421
2016/03/16,18411766
2016/03/17,19123587
2016/03/18,20421856
2016/03/19,17315139
2016/03/20,13941708
2016/03/21,12404933
2016/03/22,10845526
2016/03/23,9299505
2016/03/24,9057604
2016/03/25,7926498
2016/03/26,6850057
2016/03/27,8173992
2016/03/28,8338766
2016/03/29,10052203
2016/03/30,11809626
2016/03/31,11844085
2016/04/01,10361033
2016/04/02,8899504
2016/04/03,6963382
2016/04/04,5996055
2016/04/05,5776865
2016/04/06,5540196
2016/04/07,5977028
2016/04/08,6000914
2016/04/09,7771247
2016/04/10,8652137
2016/04/11,8036365
2016/04/12,8232425
2016/04/13,8455779
2016/04/14,8345737
2016/04/15,7476590
2016/04/16,6291479
2016/04/17,6436074
2016/04/18,6211925
2016/04/19,5446399
2016/04/20,5380636
2016/04/21,4977755
2016/04/22,5220055
2016/04/23,5944776
2016/04/24,5246066
2016/04/25,5331707
2016/04/26,6164548
2016/04/27,6182877
2016/04/28,6154663
2016/04/29,5752927
2016/04/30,9861913
2016/05/01,11715021
2016/05/02,13877252
2016/05/03,14383620
2016/05/04,13937443
2016/05/05,13343329
2016/05/06,14895686
2016/05/07,14491453
2016/05/08,14140457
2016/05/09,15345426
2016/05/10,16561098
2016/05/11,20142765
2016/05/12,23921410
2016/05/13,40101742
2016/05/14,47517275
2016/05/15,42004593
2016/05/16,36546372
2016/05/17,31175819
2016/05/18,27968113
2016/05/19,28331725
2016/05/20,27398334
2016/05/21,23662011
2016/05/22,20557646
2016/05/23,19696916
2016/05/24,20096413
2016/05/25,19823334
2016/05/26,18297094
2016/05/27,20932250
2016/05/28,22549506
2016/05/29,20513271
2016/05/30,18500756
2016/05/31,16903168
2016/06/01,14988990
2016/06/02,12435655
2016/06/03,10615276
2016/06/04,8995044
2016/06/05,8021018
2016/06/06,7357047
2016/06/07,8755978
2016/06/08,14409299
2016/06/09,13217972
2016/06/10,13519712
2016/06/11,12351220
2016/06/12,13366584
2016/06/13,14891125
2016/06/14,17477140
2016/06/15,17430008
2016/06/16,20901204
