Date,hashrate3std
2016/01/01,13591403897
2016/01/02,14850500224
2016/01/03,16834585615
2016/01/04,14447206793
2016/01/05,6185096172
2016/01/06,9115879990
2016/01/07,23073165471
2016/01/08,23805715228
2016/01/09,23539956475
2016/01/10,12494495752
2016/01/11,19438696467
2016/01/12,21029279705
2016/01/13,25827089231
2016/01/14,18961150720
2016/01/15,30221537667
2016/01/16,16878606267
2016/01/17,6068869256
2016/01/18,19705301044
2016/01/19,19495904538
2016/01/20,5405050927
2016/01/21,3463486253
2016/01/22,23351757323
2016/01/23,24176907552
2016/01/24,38616651107
2016/01/25,34512114615
2016/01/26,39606640591
2016/01/27,41940448658
2016/01/28,17016316225
2016/01/29,14688619213
2016/01/30,16195277819
2016/01/31,21451069487
2016/02/01,27140170511
2016/02/02,29815403834
2016/02/03,39802971786
2016/02/04,44246196930
2016/02/05,3586214844
2016/02/06,20936871083
2016/02/07,20663622761
2016/02/08,40242367468
2016/02/09,25966300945
2016/02/10,20624856273
2016/02/11,39687996083
2016/02/12,26576739246
2016/02/13,37015044096
2016/02/14,47527010880
2016/02/15,23958602192
2016/02/16,16442381929
2016/02/17,21241166295
2016/02/18,31594528854
2016/02/19,35889741629
2016/02/20,44159405924
2016/02/21,11571934498
2016/02/22,38419149715
2016/02/23,36250752255
2016/02/24,3984473934
2016/02/25,7757649468
2016/02/26,29665742551
2016/02/27,33828931937
2016/02/28,27949096024
2016/02/29,24665745709
2016/03/01,24372496294
2016/03/02,44859036111
2016/03/03,47294624635
2016/03/04,35841018071
2016/03/05,60298992929
2016/03/06,47991616652
2016/03/07,14234327857
2016/03/08,19215425783
2016/03/09,27694136555
2016/03/10,53438445626
2016/03/11,58643931192
2016/03/12,76449080876
2016/03/13,113517166359
2016/03/14,61880491819
2016/03/15,44193836809
2016/03/16,62665847978
2016/03/17,60877203238
2016/03/18,39249704051
2016/03/19,55640089193
2016/03/20,80314688270
2016/03/21,26514564516
2016/03/22,30646094635
2016/03/23,63009649109
2016/03/24,96345575760
2016/03/25,152604007288
2016/03/26,94899174417
2016/03/27,56475084540
2016/03/28,27810611944
2016/03/29,51195710207
2016/03/30,85543572819
2016/03/31,80556686348
2016/04/01,65626838468
2016/04/02,52304324012
2016/04/03,81733748430
2016/04/04,148984999858
2016/04/05,83260789148
2016/04/06,19736128478
2016/04/07,90535707573
2016/04/08,130965572182
2016/04/09,145533747138
2016/04/10,67204541666
2016/04/11,67714769557
2016/04/12,87752937613
2016/04/13,79462463821
2016/04/14,98082115812
2016/04/15,83890481502
2016/04/16,93761123582
2016/04/17,42384867533
2016/04/18,103007225336
2016/04/19,117856436701
2016/04/20,42887105561
2016/04/21,54912287105
2016/04/22,59157095488
2016/04/23,80706739134
2016/04/24,79190379467
2016/04/25,97455450928
2016/04/26,95142702579
2016/04/27,59908709549
2016/04/28,60077925107
2016/04/29,83332516114
2016/04/30,119212475838
2016/05/01,82078203254
2016/05/02,91522414068
2016/05/03,111533800085
2016/05/04,115915147796
2016/05/05,25342749157
2016/05/06,14859113187
2016/05/07,10266839984
2016/05/08,42609351432
2016/05/09,60878888897
2016/05/10,69068696736
2016/05/11,83709179271
2016/05/12,84268644910
2016/05/13,200273083469
