Date,price90rsiUSD
2016/01/01,49.657
2016/01/02,49.701
2016/01/03,49.805
2016/01/04,49.745
2016/01/05,49.767
2016/01/06,49.76
2016/01/07,49.91
2016/01/08,49.881
2016/01/09,50.411
2016/01/10,50.567
2016/01/11,50.346
2016/01/12,51.243
2016/01/13,50.889
2016/01/14,50.965
2016/01/15,51.709
2016/01/16,51.712
2016/01/17,51.666
2016/01/18,53.021
2016/01/19,52.63
2016/01/20,53.292
2016/01/21,53.722
2016/01/22,53.663
2016/01/23,55.206
2016/01/24,57.761
2016/01/25,58.695
2016/01/26,60.298
2016/01/27,58.821
2016/01/28,59.307
2016/01/29,59.41
2016/01/30,59.485
2016/01/31,58.398
2016/02/01,57.101
2016/02/02,57.187
2016/02/03,58.282
2016/02/04,58.88
2016/02/05,58.8
2016/02/06,58.67
2016/02/07,59.703
2016/02/08,61.83
2016/02/09,63.662
2016/02/10,67.231
2016/02/11,69.246
2016/02/12,72.176
2016/02/13,66.155
2016/02/14,65.592
2016/02/15,67.314
2016/02/16,63.903
2016/02/17,59.989
2016/02/18,59.683
2016/02/19,61.146
2016/02/20,60.868
2016/02/21,60.819
2016/02/22,62.943
2016/02/23,64.419
2016/02/24,64.763
2016/02/25,65.941
2016/02/26,64.585
2016/02/27,65.176
2016/02/28,65.727
2016/02/29,65.609
2016/03/01,66.406
2016/03/02,69.129
2016/03/03,71.52
2016/03/04,71.541
2016/03/05,74.541
2016/03/06,74.414
2016/03/07,71.239
2016/03/08,68.469
2016/03/09,70.03
2016/03/10,71.595
2016/03/11,69.745
2016/03/12,72.2
2016/03/13,73.882
2016/03/14,71.215
2016/03/15,69.039
2016/03/16,69.696
2016/03/17,65.352
2016/03/18,62.009
2016/03/19,62.51
2016/03/20,61.737
2016/03/21,62.765
2016/03/22,63.595
2016/03/23,63.912
2016/03/24,62.881
2016/03/25,61.534
2016/03/26,61.607
2016/03/27,61.272
2016/03/28,61.966
2016/03/29,62.458
2016/03/30,62.78
2016/03/31,62.68
2016/04/01,62.351
2016/04/02,62.008
2016/04/03,62.057
2016/04/04,61.564
2016/04/05,60.314
2016/04/06,60.033
2016/04/07,59.58
2016/04/08,58.483
2016/04/09,57.911
2016/04/10,55.88
2016/04/11,55.597
2016/04/12,54.399
2016/04/13,54.239
2016/04/14,55.187
2016/04/15,55.08
2016/04/16,54.996
2016/04/17,56.528
2016/04/18,56.159
2016/04/19,56.107
2016/04/20,55.209
2016/04/21,54.965
2016/04/22,54.048
2016/04/23,54.065
2016/04/24,54.355
2016/04/25,53.602
2016/04/26,52.684
2016/04/27,53.168
2016/04/28,52.823
2016/04/29,52.888
2016/04/30,54.236
2016/05/01,54.971
2016/05/02,56.328
2016/05/03,56.41
2016/05/04,56.235
2016/05/05,56.252
2016/05/06,56.454
2016/05/07,55.723
2016/05/08,55.652
2016/05/09,55.886
2016/05/10,55.674
2016/05/11,56.256
2016/05/12,56.967
2016/05/13,57.656
2016/05/14,56.871
2016/05/15,56.75
2016/05/16,57.316
2016/05/17,59.172
2016/05/18,60.928
2016/05/19,62.168
2016/05/20,62.69
2016/05/21,61.206
2016/05/22,61.756
2016/05/23,61.767
2016/05/24,59.649
