Date,size30sma
2016/01/01,1127
2016/01/02,1132
2016/01/03,1137
2016/01/04,1142
2016/01/05,1160
2016/01/06,1186
2016/01/07,1211
2016/01/08,1222
2016/01/09,1234
2016/01/10,1240
2016/01/11,1245
2016/01/12,1253
2016/01/13,1242
2016/01/14,1216
2016/01/15,1209
2016/01/16,1206
2016/01/17,1201
2016/01/18,1202
2016/01/19,1202
2016/01/20,1195
2016/01/21,1159
2016/01/22,1141
2016/01/23,1128
2016/01/24,1127
2016/01/25,1135
2016/01/26,1124
2016/01/27,1135
2016/01/28,1142
2016/01/29,1134
2016/01/30,1138
2016/01/31,1146
2016/02/01,1150
2016/02/02,1154
2016/02/03,1157
2016/02/04,1147
2016/02/05,1132
2016/02/06,1137
2016/02/07,1135
2016/02/08,1129
2016/02/09,1129
2016/02/10,1130
2016/02/11,1136
2016/02/12,1128
2016/02/13,1133
2016/02/14,1138
2016/02/15,1143
2016/02/16,1151
2016/02/17,1158
2016/02/18,1158
2016/02/19,1165
2016/02/20,1168
2016/02/21,1169
2016/02/22,1175
2016/02/23,1179
2016/02/24,1172
2016/02/25,1168
2016/02/26,1159
2016/02/27,1148
2016/02/28,1141
2016/02/29,1141
2016/03/01,1141
2016/03/02,1145
2016/03/03,1151
2016/03/04,1157
2016/03/05,1165
2016/03/06,1173
2016/03/07,1158
2016/03/08,1165
2016/03/09,1173
2016/03/10,1179
2016/03/11,1183
2016/03/12,1186
2016/03/13,1194
2016/03/14,1203
2016/03/15,1209
2016/03/16,1215
2016/03/17,1225
2016/03/18,1230
2016/03/19,1243
2016/03/20,1252
2016/03/21,1267
2016/03/22,1283
2016/03/23,1297
2016/03/24,1322
2016/03/25,1339
2016/03/26,1353
2016/03/27,1352
2016/03/28,1368
2016/03/29,1378
2016/03/30,1391
2016/03/31,1399
2016/04/01,1409
2016/04/02,1409
2016/04/03,1409
2016/04/04,1415
2016/04/05,1420
2016/04/06,1424
2016/04/07,1430
2016/04/08,1438
2016/04/09,1442
2016/04/10,1444
2016/04/11,1440
2016/04/12,1442
2016/04/13,1441
2016/04/14,1444
2016/04/15,1447
2016/04/16,1440
2016/04/17,1457
2016/04/18,1453
2016/04/19,1448
2016/04/20,1444
2016/04/21,1443
2016/04/22,1435
2016/04/23,1416
2016/04/24,1409
2016/04/25,1405
2016/04/26,1408
2016/04/27,1399
2016/04/28,1400
2016/04/29,1395
2016/04/30,1401
2016/05/01,1407
2016/05/02,1415
2016/05/03,1422
2016/05/04,1422
2016/05/05,1420
2016/05/06,1430
2016/05/07,1429
2016/05/08,1429
2016/05/09,1433
2016/05/10,1440
2016/05/11,1450
2016/05/12,1458
2016/05/13,1464
2016/05/14,1473
2016/05/15,1478
2016/05/16,1487
2016/05/17,1474
2016/05/18,1485
2016/05/19,1493
2016/05/20,1504
2016/05/21,1510
2016/05/22,1516
2016/05/23,1526
2016/05/24,1529
2016/05/25,1539
2016/05/26,1551
2016/05/27,1565
2016/05/28,1600
2016/05/29,1608
2016/05/30,1606
2016/05/31,1604
2016/06/01,1606
2016/06/02,1607
2016/06/03,1604
2016/06/04,1602
2016/06/05,1594
2016/06/06,1596
2016/06/07,1601
2016/06/08,1600
2016/06/09,1600
2016/06/10,1596
2016/06/11,1586
2016/06/12,1579
2016/06/13,1576
2016/06/14,1582
2016/06/15,1583
2016/06/16,1586
2016/06/17,1601
2016/06/18,1617
2016/06/19,1615
2016/06/20,1616
2016/06/21,1621
2016/06/22,1622
2016/06/23,1622
2016/06/24,1621
2016/06/25,1610
2016/06/26,1601
2016/06/27,1567
2016/06/28,1560
2016/06/29,1569
2016/06/30,1594
2016/07/01,1588
2016/07/02,1586
2016/07/03,1585
2016/07/04,1585
2016/07/05,1588
2016/07/06,1587
2016/07/07,1578
2016/07/08,1583
2016/07/09,1581
2016/07/10,1580
2016/07/11,1581
2016/07/12,1584
2016/07/13,1576
2016/07/14,1570
2016/07/15,1568
2016/07/16,1560
2016/07/17,1531
2016/07/18,1509
2016/07/19,1505
2016/07/20,1505
2016/07/21,1502
2016/07/22,1503
2016/07/23,1502
2016/07/24,1507
2016/07/25,1518
2016/07/26,1535
2016/07/27,1544
2016/07/28,1549
2016/07/29,1542
