Date,activeaddresses3trx
2016/01/01,0.805
2016/01/02,0.542
2016/01/03,0.612
2016/01/04,0.957
2016/01/05,1.008
2016/01/06,1.486
2016/01/07,2.361
2016/01/08,1.888
2016/01/09,1.071
2016/01/10,1.194
2016/01/11,1.991
2016/01/12,2.488
2016/01/13,1.437
2016/01/14,0.231
2016/01/15,0.908
2016/01/16,-0.201
2016/01/17,-1.371
2016/01/18,-0.012
2016/01/19,0.249
2016/01/20,2.132
2016/01/21,1.298
2016/01/22,0.922
2016/01/23,2.094
2016/01/24,3.865
2016/01/25,5.27
2016/01/26,6.138
2016/01/27,4.378
2016/01/28,3.917
2016/01/29,2.873
2016/01/30,1.976
2016/01/31,1.627
2016/02/01,0.726
2016/02/02,0.007
2016/02/03,0.005
2016/02/04,-0.513
2016/02/05,0.824
2016/02/06,-0.372
2016/02/07,-0.743
2016/02/08,0.373
2016/02/09,1.855
2016/02/10,5.427
2016/02/11,10.708
2016/02/12,8.428
2016/02/13,4.834
2016/02/14,1.102
2016/02/15,-0.413
2016/02/16,-0.866
2016/02/17,-0.551
2016/02/18,-0.625
2016/02/19,-0.493
2016/02/20,-1.06
2016/02/21,0.337
2016/02/22,1.185
2016/02/23,1.458
2016/02/24,1.212
2016/02/25,1.973
2016/02/26,1.007
2016/02/27,0.346
2016/02/28,0.841
2016/02/29,1.96
2016/03/01,3.561
2016/03/02,5.279
2016/03/03,6.226
2016/03/04,5.422
2016/03/05,6.304
2016/03/06,5.355
2016/03/07,1.512
2016/03/08,1.025
2016/03/09,0.619
2016/03/10,1.509
2016/03/11,0.993
2016/03/12,1.803
2016/03/13,1.901
2016/03/14,2.235
2016/03/15,1.935
2016/03/16,1.232
2016/03/17,0.986
2016/03/18,1.984
2016/03/19,0.987
2016/03/20,0.325
2016/03/21,-0.086
2016/03/22,-0.299
2016/03/23,0.421
2016/03/24,0.203
2016/03/25,0.207
2016/03/26,-0.212
2016/03/27,0.524
2016/03/28,1.128
2016/03/29,2.752
2016/03/30,4.051
2016/03/31,2.368
2016/04/01,0.587
2016/04/02,-0.59
2016/04/03,-0.675
2016/04/04,0.143
2016/04/05,1.134
2016/04/06,0.677
2016/04/07,1.126
2016/04/08,-0.006
2016/04/09,0.217
2016/04/10,0.885
2016/04/11,0.547
2016/04/12,0.651
2016/04/13,1.182
2016/04/14,0.91
2016/04/15,0.119
2016/04/16,-0.344
2016/04/17,0.112
2016/04/18,0.472
2016/04/19,0.49
2016/04/20,0.68
2016/04/21,0.591
2016/04/22,0.27
2016/04/23,-0.046
2016/04/24,0.276
2016/04/25,0.414
2016/04/26,0.549
2016/04/27,0.572
2016/04/28,0.162
2016/04/29,1.746
2016/04/30,6.791
2016/05/01,4.772
2016/05/02,4.525
2016/05/03,2.061
2016/05/04,0.041
2016/05/05,-0.725
2016/05/06,-0.951
2016/05/07,-1.221
2016/05/08,-0.02
2016/05/09,1.169
2016/05/10,1.06
2016/05/11,2.107
2016/05/12,2.587
2016/05/13,3.675
2016/05/14,2.412
2016/05/15,0.654
2016/05/16,-1.139
2016/05/17,-0.799
2016/05/18,1.338
2016/05/19,1.833
2016/05/20,0.97
2016/05/21,-0.213
2016/05/22,-1.784
2016/05/23,-0.174
2016/05/24,0.355
2016/05/25,0.712
2016/05/26,4.251
2016/05/27,4.165
2016/05/28,8.117
2016/05/29,3.116
2016/05/30,-1.202
2016/05/31,-2.73
2016/06/01,-3.469
2016/06/02,-3.535
