Date,confirmationtime30roc
2016/09/27,-0.297
2016/09/28,-1.507
2016/09/29,-1.632
2016/09/30,1.082
2016/10/01,3.616
2016/10/02,0.33
2016/10/03,-4.11
2016/10/04,-0.889
2016/10/05,4.452
2016/10/06,0.672
2016/10/07,3.924
2016/10/08,-2.968
2016/10/09,0.413
2016/10/10,-0.695
2016/10/11,0.711
2016/10/12,2.589
2016/10/13,-1.816
2016/10/14,0.197
2016/10/15,0.066
2016/10/16,0.165
2016/10/17,1.426
2016/10/18,-8.514
2016/10/19,10.998
2016/10/20,-2.08
2016/10/21,-0.574
2016/10/22,-4.883
2016/10/23,3.888
2016/10/24,-3.1
2016/10/25,3.965
2016/10/26,-4.15
2016/10/27,0.582
2016/10/28,2.743
2016/10/29,8.08
2016/10/30,-0.842
2016/10/31,-5.121
2016/11/01,3.922
2016/11/02,4.234
2016/11/03,2.134
2016/11/04,-1.474
2016/11/05,-0.717
2016/11/06,-2.759
2016/11/07,-1.821
2016/11/08,-1.786
2016/11/09,1.975
2016/11/10,1.408
2016/11/11,-1.368
2016/11/12,0.46
2016/11/13,-1.999
2016/11/14,-0.659
2016/11/15,0.816
2016/11/16,-1.423
2016/11/17,4.277
2016/11/18,-8.189
2016/11/19,2.407
2016/11/20,-1.327
2016/11/21,-0.527
2016/11/22,1.199
2016/11/23,3.906
2016/11/24,1.928
2016/11/25,-0.245
2016/11/26,1.347
2016/11/27,-0.034
2016/11/28,-6.19
2016/11/29,1.186
2016/11/30,0.511
2016/12/01,-3.599
2016/12/02,-2.025
2016/12/03,-3.409
2016/12/04,-1.32
2016/12/05,-0.133
2016/12/06,-0.575
2016/12/07,3.985
2016/12/08,0.555
2016/12/09,-2.083
2016/12/10,-1.794
2016/12/11,-1.738
2016/12/12,1.45
2016/12/13,2.191
2016/12/14,-0.214
2016/12/15,0.083
2016/12/16,-0.494
2016/12/17,-4.055
2016/12/18,3.166
2016/12/19,1.956
2016/12/20,1.812
2016/12/21,0.049
2016/12/22,-0.571
2016/12/23,-1.965
2016/12/24,-1.532
2016/12/25,-0.261
2016/12/26,-2.11
2016/12/27,-0.884
2016/12/28,-0.231
2016/12/29,-1.546
2016/12/30,-0.033
2016/12/31,1.068
2017/01/01,-0.589
2017/01/02,1.684
2017/01/03,-0.862
2017/01/04,-2.231
2017/01/05,-0.033
2017/01/06,1.065
2017/01/07,0.278
2017/01/08,-0.395
2017/01/09,-0.115
2017/01/10,1.128
2017/01/11,-0.794
2017/01/12,0.231
2017/01/13,-0.426
2017/01/14,-1.088
2017/01/15,-0.164
2017/01/16,1.058
2017/01/17,1.566
2017/01/18,-0.544
2017/01/19,-1.445
2017/01/20,1.794
2017/01/21,-1.489
2017/01/22,-1.83
2017/01/23,-0.694
2017/01/24,1.491
2017/01/25,0.932
2017/01/26,-1.365
2017/01/27,1.186
2017/01/28,0.313
2017/01/29,1.728
2017/01/30,-1.657
2017/01/31,1.545
2017/02/01,0.815
2017/02/02,-0.198
2017/02/03,2.521
2017/02/04,0.214
2017/02/05,-1.119
2017/02/06,0.959
2017/02/07,1.267
2017/02/08,0.247
2017/02/09,0.017
2017/02/10,0.116
2017/02/11,0.298
2017/02/12,0.776
2017/02/13,-0.049
2017/02/14,1.029
2017/02/15,-0.608
2017/02/16,-0.826
2017/02/17,0.882
2017/02/18,2.65
2017/02/19,-0.93
2017/02/20,0.515
2017/02/21,0.215
2017/02/22,1.34
2017/02/23,0.299
2017/02/24,-0.017
2017/02/25,0.695
2017/02/26,-1.708
2017/02/27,1.253
2017/02/28,-2.407
2017/03/01,2.283
2017/03/02,-0.709
2017/03/03,0.05
2017/03/04,1.036
2017/03/05,-1.367
2017/03/06,1.69
2017/03/07,1.656
2017/03/08,0.565
2017/03/09,1.181
2017/03/10,1.932
2017/03/11,0.45
2017/03/12,2.044
2017/03/13,-0.033
2017/03/14,1.644
2017/03/15,1.403
2017/03/16,0.551
2017/03/17,0.711
2017/03/18,1.018
2017/03/19,1.042
2017/03/20,-1.105
2017/03/21,1.041
2017/03/22,0.117
2017/03/23,2.333
2017/03/24,0.93
2017/03/25,0.956
2017/03/26,0.502
2017/03/27,1.496
2017/03/28,3.203
2017/03/29,0
2017/03/30,3.333
2017/03/31,-0.218
2017/04/01,2.278
2017/04/02,2.737
2017/04/03,0.1
2017/04/04,2.377
2017/04/05,-0.15
2017/04/06,1.667
2017/04/07,1.177
2017/04/08,-0.135
2017/04/09,2.674
2017/04/10,4.238
2017/04/11,1.197
2017/04/12,4.516
2017/04/13,2.811
2017/04/14,1.32
2017/04/15,4.702
2017/04/16,3.883
2017/04/17,2.218
2017/04/18,1.519
2017/04/19,6.086
2017/04/20,1.673
2017/04/21,2.212
2017/04/22,2.106
2017/04/23,0.836
2017/04/24,4.213
2017/04/25,1.424
2017/04/26,5.553
2017/04/27,4.573
2017/04/28,5.108
2017/04/29,5.048
2017/04/30,5.719
2017/05/01,5.37
2017/05/02,4.04
2017/05/03,5.842
2017/05/04,5.01
2017/05/05,5.48
2017/05/06,3.558
2017/05/07,3.987
2017/05/08,5.248
2017/05/09,2.204
2017/05/10,1.948
2017/05/11,2.578
2017/05/12,1.6
2017/05/13,3.702
2017/05/14,9.367
2017/05/15,5.925
2017/05/16,6.652
2017/05/17,10.066
2017/05/18,7.305
2017/05/19,5.42
2017/05/20,6.741
2017/05/21,8.111
2017/05/22,5.925
2017/05/23,8.212
2017/05/24,5.417
2017/05/25,7.905
2017/05/26,2.64
2017/05/27,3.732
2017/05/28,4.475
2017/05/29,0.842
2017/05/30,1.201
2017/05/31,3.917
2017/06/01,6.501
2017/06/02,11.048
2017/06/03,8.53
2017/06/04,9.981
2017/06/05,8.173
2017/06/06,9.793
2017/06/07,7.654
2017/06/08,8.888
2017/06/09,8.324
2017/06/10,6.939
2017/06/11,8.425
2017/06/12,6.76
2017/06/13,2.466
2017/06/14,2.06
2017/06/15,2.865
2017/06/16,-0.206
2017/06/17,3.467
2017/06/18,1.44
2017/06/19,2.906
2017/06/20,9.484
2017/06/21,11.637
2017/06/22,9.608
2017/06/23,10.982
2017/06/24,10.65
2017/06/25,11.49
2017/06/26,9.547
2017/06/27,9.038
2017/06/28,12.457
2017/06/29,11.02
2017/06/30,7.466
2017/07/01,5.33
2017/07/02,1.053
2017/07/03,3.029
2017/07/04,1.615
2017/07/05,5.296
2017/07/06,3.21
2017/07/07,3.049
2017/07/08,2.398
2017/07/09,2.356
2017/07/10,16.064
2017/07/11,16.062
2017/07/12,16.145
2017/07/13,16.844
2017/07/14,17.548
2017/07/15,15.251
2017/07/16,16.634
2017/07/17,18.39
2017/07/18,17.491
2017/07/19,15.031
2017/07/20,7.211
2017/07/21,7.814
2017/07/22,6.345
2017/07/23,4.936
2017/07/24,7.791
2017/07/25,5.144
2017/07/26,6.797
2017/07/27,7.92
2017/07/28,6.757
2017/07/29,7.346
2017/07/30,7.058
2017/07/31,10.476
2017/08/01,23.171
2017/08/02,24.926
2017/08/03,27.716
2017/08/04,23.391
2017/08/05,25.087
2017/08/06,26.091
2017/08/07,24.255
2017/08/08,24.456
2017/08/09,11.695
2017/08/10,12.187
2017/08/11,9.842
2017/08/12,9.701
2017/08/13,9.06
2017/08/14,11.372
2017/08/15,10.721
2017/08/16,7.033
2017/08/17,9.821
2017/08/18,12.113
2017/08/19,9.998
2017/08/20,9.312
2017/08/21,9.828
2017/08/22,11.35
2017/08/23,8.681
2017/08/24,11.974
2017/08/25,30.81
2017/08/26,32.438
2017/08/27,32.242
2017/08/28,35.936
2017/08/29,32.844
2017/08/30,28.406
2017/08/31,17.679
2017/09/01,14.854
2017/09/02,12.285
2017/09/03,14.157
2017/09/04,14.375
2017/09/05,13.29
2017/09/06,16.638
2017/09/07,15.393
2017/09/08,14.504
2017/09/09,13.142
2017/09/10,14.857
2017/09/11,15.827
2017/09/12,14.571
2017/09/13,16.883
2017/09/14,14.81
2017/09/15,15.21
2017/09/16,14.824
2017/09/17,13.939
2017/09/18,18.386
2017/09/19,14.553
2017/09/20,17.583
2017/09/21,14.815
2017/09/22,40.487
2017/09/23,45.076
2017/09/24,20.967
2017/09/25,23.378
2017/09/26,21.592
2017/09/27,18.629
2017/09/28,23.985
2017/09/29,24.814
2017/09/30,22.289
2017/10/01,23.026
2017/10/02,24.595
2017/10/03,23.655
2017/10/04,22.253
2017/10/05,20.808
2017/10/06,23.244
2017/10/07,24.544
2017/10/08,24.766
2017/10/09,23.56
2017/10/10,22.607
2017/10/11,21.818
2017/10/12,24.284
2017/10/13,22.311
2017/10/14,24.662
2017/10/15,23.624
2017/10/16,-20.751
2017/10/17,-40
2017/10/18,-42.823
2017/10/19,-41.868
2017/10/20,-42.28
2017/10/21,-41.483
2017/10/22,-52.213
2017/10/23,-53.886
2017/10/24,-52.977
2017/10/25,-54.08
2017/10/26,-53.062
2017/10/27,-100
2017/10/28,-100
2017/10/29,-100
2017/10/30,-100
2017/10/31,-100
2017/11/01,-53.849
2017/11/02,-53.312
2017/11/03,-53.625
2017/11/04,-52.453
2017/11/05,-54.786
2017/11/06,-54.057
2017/11/07,-53.647
2017/11/08,-53.784
2017/11/09,-52.946
2017/11/10,-53.73
2017/11/11,-53.742
2017/11/12,-53.707
2017/11/13,-53.622
2017/11/14,-52.221
2017/11/15,-26.972
2017/11/16,-1.69
2017/11/17,-0.225
2017/11/18,0.418
2017/11/19,-0.463
2017/11/20,0.858
2017/11/21,1.717
2017/11/22,0.192
2017/11/23,0.937
2017/11/24,-0.914
2017/11/25,-0.694
2017/11/26,0
2017/11/27,0
2017/11/28,0
2017/11/29,0
2017/11/30,0
2017/12/01,0.506
2017/12/02,1.272
2017/12/03,3.185
2017/12/04,9.258
2017/12/05,12.724
2017/12/06,13.265
2017/12/07,7.123
2017/12/08,7.462
2017/12/09,6.571
2017/12/10,8.978
2017/12/11,9.01
2017/12/12,9.274
2017/12/13,10.002
2017/12/14,7.517
2017/12/15,7.517
2017/12/16,6.563
2017/12/17,7.853
2017/12/18,7.507
2017/12/19,11.813
2017/12/20,10.86
2017/12/21,10.844
2017/12/22,10.439
2017/12/23,4.086
2017/12/24,4.213
2017/12/25,2.785
2017/12/26,2.954
2017/12/27,2.011
2017/12/28,3.481
2017/12/29,5.565
2017/12/30,6.548
2017/12/31,3.742
2018/01/01,2.143
2018/01/02,4.852
2018/01/03,2.365
2018/01/04,2.457
2018/01/05,2.471
2018/01/06,7.053
2018/01/07,4.975
2018/01/08,7.489
2018/01/09,7.513
2018/01/10,6.168
2018/01/11,5.249
2018/01/12,4.429
2018/01/13,5.562
2018/01/14,3.111
2018/01/15,6.471
2018/01/16,4.69
2018/01/17,3.751
2018/01/18,0.628
2018/01/19,-2.005
2018/01/20,-5.159
2018/01/21,-2.719
2018/01/22,1.088
2018/01/23,1.407
2018/01/24,1.191
2018/01/25,1.387
2018/01/26,0.948
2018/01/27,-1.899
2018/01/28,-3.839
2018/01/29,-2.565
2018/01/30,0.665
2018/01/31,0.731
2018/02/01,-0.485
2018/02/02,-5.525
2018/02/03,-8.689
2018/02/04,-10.371
2018/02/05,-10.108
2018/02/06,-6.716
2018/02/07,-8.541
2018/02/08,-10.413
2018/02/09,-8.777
2018/02/10,-9.831
2018/02/11,-9.001
2018/02/12,-9.268
2018/02/13,-5.684
2018/02/14,-7.44
2018/02/15,-7.442
2018/02/16,-6.479
2018/02/17,-7.737
2018/02/18,-4.997
2018/02/19,-0.424
2018/02/20,-0.069
2018/02/21,0.581
2018/02/22,0.426
2018/02/23,0.591
2018/02/24,1.026
2018/02/25,0.888
2018/02/26,3.446
2018/02/27,2.592
2018/02/28,0.458
2018/03/01,-0.204
2018/03/02,-0.271
2018/03/03,-2.874
2018/03/04,-0.289
2018/03/05,1.495
2018/03/06,1.171
2018/03/07,1.86
2018/03/08,1.195
2018/03/09,0.254
2018/03/10,1.85
2018/03/11,-0.353
2018/03/12,3.417
2018/03/13,1.535
2018/03/14,1.746
2018/03/15,1.411
2018/03/16,-0.98
2018/03/17,1.878
2018/03/18,0.438
2018/03/19,1.258
2018/03/20,0.42
2018/03/21,-0.607
2018/03/22,-3.326
2018/03/23,-1.994
2018/03/24,-3.054
2018/03/25,-1.627
2018/03/26,-2.565
2018/03/27,-1.097
2018/03/28,-2.454
2018/03/29,-0.034
2018/03/30,-0.674
2018/03/31,-2.826
2018/04/01,-1.945
2018/04/02,-2.379
2018/04/03,-1.951
2018/04/04,-1.933
2018/04/05,-2.741
2018/04/06,-2.248
2018/04/07,-3.191
2018/04/08,-2.641
2018/04/09,-1.701
2018/04/10,-1.91
2018/04/11,-2.331
2018/04/12,-0.56
2018/04/13,-1.351
2018/04/14,-0.608
2018/04/15,-0.354
2018/04/16,-1.281
2018/04/17,1.662
2018/04/18,2.865
2018/04/19,2.565
2018/04/20,3.832
2018/04/21,2.227
2018/04/22,1.118
2018/04/23,4.882
2018/04/24,5.333
2018/04/25,3.197
2018/04/26,0.954
2018/04/27,4.113
2018/04/28,2.696
2018/04/29,1.8
2018/04/30,5.695
2018/05/01,7.008
2018/05/02,6.688
2018/05/03,5.58
2018/05/04,6.552
2018/05/05,5.487
2018/05/06,4.997
2018/05/07,3.668
2018/05/08,5.651
2018/05/09,4.625
2018/05/10,6.863
2018/05/11,3.669
2018/05/12,2.503
2018/05/13,2.83
2018/05/14,4.967
2018/05/15,3.611
2018/05/16,5.084
2018/05/17,2.297
2018/05/18,2.821
2018/05/19,3.694
2018/05/20,1.294
2018/05/21,3.446
2018/05/22,5.374
2018/05/23,2.14
2018/05/24,2.804
2018/05/25,3.248
2018/05/26,2.588
2018/05/27,1.42
2018/05/28,0.158
2018/05/29,3.257
2018/05/30,2.068
2018/05/31,-0.425
2018/06/01,1.583
2018/06/02,0.87
2018/06/03,0.231
2018/06/04,1.217
2018/06/05,3.076
2018/06/06,3.586
2018/06/07,1.685
2018/06/08,0.898
2018/06/09,1.301
2018/06/10,1.95
2018/06/11,1.715
2018/06/12,0.805
2018/06/13,-1.999
2018/06/14,-0.572
2018/06/15,-2.369
2018/06/16,-2.844
2018/06/17,-4.717
2018/06/18,-5.895
2018/06/19,-2.758
2018/06/20,-2.336
2018/06/21,-4.615
2018/06/22,-2.835
2018/06/23,-6.062
2018/06/24,-4.183
2018/06/25,0.953
2018/06/26,-1.983
2018/06/27,-2.446
2018/06/28,-1.961
2018/06/29,-2.706
2018/06/30,-3.816
2018/07/01,-3.666
2018/07/02,-5.009
2018/07/03,-3.271
2018/07/04,-2.827
2018/07/05,-3.736
2018/07/06,-3.611
2018/07/07,-3.11
2018/07/08,-0.316
2018/07/09,-4.184
2018/07/10,-2.455
2018/07/11,-4.62
2018/07/12,-4.655
2018/07/13,-3.376
2018/07/14,-4.013
2018/07/15,-4.698
2018/07/16,0.342
2018/07/17,0.442
2018/07/18,3.422
2018/07/19,0.155
2018/07/20,-0.257
2018/07/21,-2.084
2018/07/22,-2.594
2018/07/23,1.024
2018/07/24,1.152
2018/07/25,-3.983
2018/07/26,-1.777
2018/07/27,-1.049
2018/07/28,-3.822
2018/07/29,-4.077
2018/07/30,-1.56
2018/07/31,-1.385
2018/08/01,1.16
2018/08/02,-0.769
2018/08/03,-1.335
2018/08/04,-3.248
2018/08/05,-1.483
2018/08/06,-1.739
2018/08/07,-3.03
2018/08/08,-1.712
2018/08/09,-2.479
2018/08/10,0.084
2018/08/11,0.807
2018/08/12,2.022
2018/08/13,2.282
2018/08/14,1.932
2018/08/15,-1.911
2018/08/16,-0.859
2018/08/17,-1.421
2018/08/18,-1.53
2018/08/19,-1.551
2018/08/20,1.096
2018/08/21,0.235
2018/08/22,-0.996
2018/08/23,-0.666
2018/08/24,-0.774
2018/08/25,-1.249
2018/08/26,-0.639
2018/08/27,0.842
2018/08/28,1.882
2018/08/29,1.239
2018/08/30,0.152
2018/08/31,-1.545
2018/09/01,-0.442
2018/09/02,-1.842
2018/09/03,1.97
2018/09/04,-0.603
2018/09/05,-0.554
2018/09/06,-2.86
2018/09/07,0.744
2018/09/08,-0.101
2018/09/09,0.458
2018/09/10,-1.016
2018/09/11,-2.782
2018/09/12,-2.83
2018/09/13,-0.85
2018/09/14,-1.665
2018/09/15,-1.834
2018/09/16,-4.466
2018/09/17,-3.24
2018/09/18,-0.62
2018/09/19,-3.119
2018/09/20,-0.881
2018/09/21,-2.679
2018/09/22,-3.064
2018/09/23,-2.204
2018/09/24,-2.453
2018/09/25,-2.716
2018/09/26,-2.798
2018/09/27,-3.009
2018/09/28,-3.395
2018/09/29,-3.035
2018/09/30,-2.633
2018/10/01,-3.527
2018/10/02,-2.476
2018/10/03,-3.095
2018/10/04,-2.896
2018/10/05,-2.345
2018/10/06,-2.797
2018/10/07,-5.256
2018/10/08,-3.933
2018/10/09,-4.066
2018/10/10,-2.626
2018/10/11,-2.295
2018/10/12,-2.058
2018/10/13,-2.801
2018/10/14,-1.876
2018/10/15,-0.722
2018/10/16,0
2018/10/17,-0.799
2018/10/18,-2.849
2018/10/19,0.956
2018/10/20,-2.338
2018/10/21,-0.653
2018/10/22,-0.445
2018/10/23,-1.427
2018/10/24,-0.8
2018/10/25,-0.147
2018/10/26,-0.163
2018/10/27,-0.311
2018/10/28,-0.652
2018/10/29,-0.262
2018/10/30,1.175
2018/10/31,-1.007
2018/11/01,1.829
2018/11/02,0.099
2018/11/03,0.458
2018/11/04,-0.164
2018/11/05,2.42
2018/11/06,2.919
2018/11/07,0.57
2018/11/08,1.368
2018/11/09,1.264
2018/11/10,0.491
2018/11/11,0.801
2018/11/12,0.081
2018/11/13,1.427
2018/11/14,0.395
2018/11/15,0.659
2018/11/16,-0.841
2018/11/17,0.491
2018/11/18,-1.526
2018/11/19,2.65
2018/11/20,1.593
2018/11/21,-1.157
2018/11/22,1.732
2018/11/23,0.082
2018/11/24,0.065
2018/11/25,-0.52
2018/11/26,0.494
2018/11/27,2.369
2018/11/28,1.411
2018/11/29,-1.274
2018/11/30,1.836
2018/12/01,0.215
2018/12/02,0.132
2018/12/03,1.409
2018/12/04,1.159
2018/12/05,0.964
2018/12/06,0.132
2018/12/07,2.88
2018/12/08,0.731
2018/12/09,-0.098
2018/12/10,-1.02
2018/12/11,2.289
2018/12/12,1.564
2018/12/13,-0.033
2018/12/14,0.948
2018/12/15,-0.687
2018/12/16,2.351
2018/12/17,3.751
2018/12/18,5.084
2018/12/19,2.582
2018/12/20,2.99
2018/12/21,5.122
2018/12/22,2.329
2018/12/23,4.331
2018/12/24,3.223
2018/12/25,3.134
2018/12/26,1.829
2018/12/27,1.731
2018/12/28,2.015
2018/12/29,2.701
2018/12/30,2.718
2018/12/31,2.28
2019/01/01,3.236
2019/01/02,1.72
2019/01/03,8.245
2019/01/04,8.336
2019/01/05,7.758
2019/01/06,6.929
2019/01/07,7.344
2019/01/08,9.619
2019/01/09,10.089
2019/01/10,7.471
2019/01/11,9.163
2019/01/12,10.034
2019/01/13,6.726
2019/01/14,8.634
2019/01/15,7.475
2019/01/16,6.567
2019/01/17,5.395
2019/01/18,4.075
2019/01/19,2.991
2019/01/20,4.251
2019/01/21,16.313
2019/01/22,15.635
2019/01/23,18.754
2019/01/24,17.322
2019/01/25,16.745
2019/01/26,16.578
2019/01/27,17.834
2019/01/28,22.031
2019/01/29,20.862
2019/01/30,19.64
2019/01/31,19.063
2019/02/01,22.339
2019/02/02,13.05
2019/02/03,14.327
2019/02/04,13.811
2019/02/05,13.98
2019/02/06,14.677
2019/02/07,13.095
2019/02/08,13.955
2019/02/09,13.633
2019/02/10,29.502
2019/02/11,32.086
2019/02/12,31.875
2019/02/13,35.02
2019/02/14,34.878
2019/02/15,32.949
2019/02/16,31.652
2019/02/17,35.757
2019/02/18,35.439
2019/02/19,30.574
2019/02/20,20.085
2019/02/21,19.285
2019/02/22,17.768
2019/02/23,16.839
2019/02/24,20.028
2019/02/25,19.278
2019/02/26,17.099
2019/02/27,14.085
2019/02/28,11.544
2019/03/01,-17.434
2019/03/02,-22.977
2019/03/03,-24.001
2019/03/04,-22.697
2019/03/05,-24.436
2019/03/06,-22.832
2019/03/07,-23.889
2019/03/08,-23.419
2019/03/09,-22.903
2019/03/10,-24.413
2019/03/11,-23.306
2019/03/12,-33.395
2019/03/13,-34.443
2019/03/14,-33.463
2019/03/15,-35.103
2019/03/16,-36.016
2019/03/17,-35.183
2019/03/18,-33.668
2019/03/19,-35.489
2019/03/20,-35.197
2019/03/21,-32.706
2019/03/22,-33.812
2019/03/23,-33.883
2019/03/24,-34.111
2019/03/25,-32.291
2019/03/26,-33.092
2019/03/27,-34.376
2019/03/28,-32.826
2019/03/29,-32.784
2019/03/30,-31.471
2019/03/31,-6.592
2019/04/01,-0.28
2019/04/02,0.346
2019/04/03,0.758
2019/04/04,0.359
2019/04/05,-0.436
2019/04/06,-0.217
2019/04/07,-1.359
2019/04/08,-0.963
2019/04/09,1.307
2019/04/10,-1.022
2019/04/11,1.081
2019/04/12,-0.312
2019/04/13,-0.941
2019/04/14,0.031
2019/04/15,1.055
2019/04/16,0.109
2019/04/17,-0.204
2019/04/18,0.156
2019/04/19,0.403
2019/04/20,0.031
2019/04/21,-0.82
2019/04/22,0.031
2019/04/23,2.16
2019/04/24,0.579
2019/04/25,-1.67
2019/04/26,0.093
2019/04/27,-1.59
2019/04/28,-0.313
2019/04/29,-1.255
2019/04/30,0.078
2019/05/01,-0.696
2019/05/02,-1.319
2019/05/03,-0.079
2019/05/04,-1.899
2019/05/05,0.642
2019/05/06,1.462
2019/05/07,1.282
2019/05/08,1.657
2019/05/09,1.021
2019/05/10,0.248
