Date,activeaddresses14mom
2016/04/15,1172
2016/04/16,1451
2016/04/17,1803
2016/04/18,1047
2016/04/19,325
2016/04/20,1736
2016/04/21,391
2016/04/22,1848
2016/04/23,465
2016/04/24,579
2016/04/25,1273
2016/04/26,868
2016/04/27,235
2016/04/28,340
2016/04/29,3536
2016/04/30,9597
2016/05/01,3346
2016/05/02,6574
2016/05/03,3547
2016/05/04,2583
2016/05/05,3079
2016/05/06,3175
2016/05/07,2737
2016/05/08,4067
2016/05/09,4806
2016/05/10,3717
2016/05/11,6032
2016/05/12,6709
2016/05/13,6360
2016/05/14,-2133
2016/05/15,2217
2016/05/16,-2539
2016/05/17,2708
2016/05/18,6236
2016/05/19,4772
2016/05/20,3645
2016/05/21,3290
2016/05/22,-548
2016/05/23,3090
2016/05/24,2619
2016/05/25,796
2016/05/26,7217
2016/05/27,2010
2016/05/28,14738
2016/05/29,2779
2016/05/30,2599
2016/05/31,1564
2016/06/01,-2695
2016/06/02,-1918
2016/06/03,-951
2016/06/04,-832
2016/06/05,1182
2016/06/06,-1984
2016/06/07,-681
2016/06/08,-695
2016/06/09,-8081
2016/06/10,-4510
2016/06/11,-18642
2016/06/12,-809
2016/06/13,4557
2016/06/14,3714
2016/06/15,2063
2016/06/16,1084
2016/06/17,12011
2016/06/18,10516
2016/06/19,6658
2016/06/20,3926
2016/06/21,4071
2016/06/22,6082
2016/06/23,2463
2016/06/24,1966
2016/06/25,3475
2016/06/26,2340
2016/06/27,-3959
2016/06/28,-1807
2016/06/29,-77
2016/06/30,827
2016/07/01,-10357
2016/07/02,-7649
2016/07/03,-4332
2016/07/04,-1552
2016/07/05,-1788
2016/07/06,-4938
2016/07/07,-441
2016/07/08,72
2016/07/09,1493
2016/07/10,-2130
2016/07/11,262
2016/07/12,-1327
2016/07/13,-3102
2016/07/14,743
2016/07/15,699
2016/07/16,-636
2016/07/17,-3605
2016/07/18,-2389
2016/07/19,4778
2016/07/20,6013
2016/07/21,3442
2016/07/22,5524
2016/07/23,3764
2016/07/24,11198
2016/07/25,8311
2016/07/26,15734
2016/07/27,15176
2016/07/28,7510
2016/07/29,4697
2016/07/30,3002
2016/07/31,8089
2016/08/01,5906
2016/08/02,-2047
2016/08/03,-1345
2016/08/04,845
2016/08/05,-3911
2016/08/06,-2465
2016/08/07,-9390
2016/08/08,-5741
2016/08/09,-11081
2016/08/10,-9724
2016/08/11,-2780
2016/08/12,-3305
2016/08/13,-1557
2016/08/14,-2888
2016/08/15,-2217
2016/08/16,1518
2016/08/17,-2655
2016/08/18,-2713
2016/08/19,-245
2016/08/20,827
2016/08/21,504
2016/08/22,-698
2016/08/23,-1004
2016/08/24,-915
2016/08/25,-1380
2016/08/26,774
2016/08/27,1950
2016/08/28,1229
2016/08/29,1631
2016/08/30,-2258
2016/08/31,2727
2016/09/01,3468
2016/09/02,2475
2016/09/03,629
2016/09/04,243
2016/09/05,934
2016/09/06,-993
2016/09/07,-501
2016/09/08,1410
2016/09/09,199
2016/09/10,-628
2016/09/11,582
2016/09/12,-197
2016/09/13,265
2016/09/14,-1830
2016/09/15,-1625
2016/09/16,-234
2016/09/17,1218
2016/09/18,-1071
2016/09/19,-34
2016/09/20,7437
2016/09/21,2421
2016/09/22,-6636
2016/09/23,-2439
2016/09/24,-1599
2016/09/25,-3035
2016/09/26,-3782
2016/09/27,-3245
2016/09/28,-2149
2016/09/29,-2808
2016/09/30,-4171
2016/10/01,-2391
2016/10/02,1551
2016/10/03,-1705
2016/10/04,-14900
2016/10/05,-7196
2016/10/06,-2354
2016/10/07,1279
2016/10/08,-539
2016/10/09,2830
2016/10/10,4048
2016/10/11,-141
2016/10/12,-10368
2016/10/13,-13954
2016/10/14,-3162
2016/10/15,-9561
2016/10/16,-7587
2016/10/17,-2399
2016/10/18,8139
2016/10/19,-2485
2016/10/20,6879
2016/10/21,8091
2016/10/22,256
2016/10/23,-3746
2016/10/24,-2923
2016/10/25,1078
2016/10/26,10389
2016/10/27,13807
2016/10/28,3646
2016/10/29,6785
2016/10/30,929
2016/10/31,5023
2016/11/01,-1862
2016/11/02,8067
2016/11/03,-2884
2016/11/04,-16590
2016/11/05,-2303
2016/11/06,-3871
2016/11/07,-1260
2016/11/08,-2260
2016/11/09,-1769
2016/11/10,-4094
2016/11/11,-1530
2016/11/12,-1017
2016/11/13,3381
2016/11/14,-6804
2016/11/15,-3529
2016/11/16,-5611
2016/11/17,-3994
2016/11/18,4689
2016/11/19,-1199
2016/11/20,2349
2016/11/21,-2375
2016/11/22,12882
2016/11/23,21680
2016/11/24,-1617
2016/11/25,9009
2016/11/26,-3708
2016/11/27,-4215
2016/11/28,335
2016/11/29,-3146
2016/11/30,1
2016/12/01,-1636
2016/12/02,-249
2016/12/03,1314
2016/12/04,-534
2016/12/05,-653
2016/12/06,-10952
2016/12/07,-25297
2016/12/08,842
2016/12/09,-10980
2016/12/10,1616
2016/12/11,789
2016/12/12,251
2016/12/13,63
2016/12/14,888
2016/12/15,3688
2016/12/16,-132
2016/12/17,-2146
2016/12/18,-2638
2016/12/19,1879
2016/12/20,-1423
2016/12/21,2716
2016/12/22,8849
2016/12/23,1264
2016/12/24,613
2016/12/25,-2054
2016/12/26,-3097
2016/12/27,-235
2016/12/28,-1557
2016/12/29,-1747
2016/12/30,-1004
2016/12/31,1443
2017/01/01,-145
2017/01/02,-2345
2017/01/03,-2584
2017/01/04,3417
2017/01/05,-2631
2017/01/06,1494
2017/01/07,2191
2017/01/08,2818
2017/01/09,5614
2017/01/10,2907
2017/01/11,2827
2017/01/12,2089
2017/01/13,1032
2017/01/14,-1115
2017/01/15,2375
2017/01/16,3083
2017/01/17,2762
2017/01/18,-4083
2017/01/19,-3867
2017/01/20,-705
2017/01/21,-704
2017/01/22,550
2017/01/23,-1979
2017/01/24,994
2017/01/25,-1754
2017/01/26,-1756
2017/01/27,-186
2017/01/28,447
2017/01/29,-318
2017/01/30,-1482
2017/01/31,-1761
2017/02/01,490
2017/02/02,157
2017/02/03,-1700
2017/02/04,1242
2017/02/05,1916
2017/02/06,1036
2017/02/07,-356
2017/02/08,2130
2017/02/09,1908
2017/02/10,3088
2017/02/11,878
2017/02/12,2335
2017/02/13,4752
2017/02/14,5519
2017/02/15,5132
2017/02/16,3380
2017/02/17,3684
2017/02/18,3424
2017/02/19,832
2017/02/20,3448
2017/02/21,3094
2017/02/22,2068
2017/02/23,1604
2017/02/24,3871
2017/02/25,4705
2017/02/26,3729
2017/02/27,2025
2017/02/28,6456
2017/03/01,6885
2017/03/02,17021
2017/03/03,12221
2017/03/04,7442
2017/03/05,7975
2017/03/06,7969
2017/03/07,5531
2017/03/08,6560
2017/03/09,11114
2017/03/10,7185
2017/03/11,10170
2017/03/12,13284
2017/03/13,23875
2017/03/14,11846
2017/03/15,13279
2017/03/16,24491
2017/03/17,28410
2017/03/18,20327
2017/03/19,14937
2017/03/20,14222
2017/03/21,17413
2017/03/22,13672
2017/03/23,9340
2017/03/24,18399
2017/03/25,13360
2017/03/26,4794
2017/03/27,-2917
2017/03/28,2717
2017/03/29,2147
2017/03/30,-7745
2017/03/31,641
2017/04/01,-8016
2017/04/02,6022
2017/04/03,15495
2017/04/04,3672
2017/04/05,6872
2017/04/06,16580
2017/04/07,-5538
2017/04/08,-7357
2017/04/09,-3590
2017/04/10,-4170
2017/04/11,-3637
2017/04/12,-1816
2017/04/13,-9317
2017/04/14,-18424
2017/04/15,-1315
2017/04/16,-14431
2017/04/17,-21949
2017/04/18,-2621
2017/04/19,-2482
2017/04/20,-8425
2017/04/21,-3526
2017/04/22,738
2017/04/23,3939
2017/04/24,4815
2017/04/25,4648
2017/04/26,8599
2017/04/27,18889
2017/04/28,13351
2017/04/29,12307
2017/04/30,21405
2017/05/01,28582
2017/05/02,17586
2017/05/03,10354
2017/05/04,22703
2017/05/05,29560
2017/05/06,19251
2017/05/07,26303
2017/05/08,31996
2017/05/09,27494
2017/05/10,16511
2017/05/11,9453
2017/05/12,7839
2017/05/13,3916
2017/05/14,5823
2017/05/15,6179
2017/05/16,8971
2017/05/17,10354
2017/05/18,13047
2017/05/19,33862
2017/05/20,16268
2017/05/21,18798
2017/05/22,29922
2017/05/23,44510
2017/05/24,47258
2017/05/25,41216
2017/05/26,42248
2017/05/27,33733
2017/05/28,26234
2017/05/29,22767
2017/05/30,33782
2017/05/31,50629
2017/06/01,48303
2017/06/02,7572
2017/06/03,36415
2017/06/04,26377
2017/06/05,13175
2017/06/06,16227
2017/06/07,11982
2017/06/08,4648
2017/06/09,30863
2017/06/10,53648
2017/06/11,74768
2017/06/12,111246
2017/06/13,90284
2017/06/14,59475
2017/06/15,50346
2017/06/16,51375
2017/06/17,48233
2017/06/18,53029
2017/06/19,65423
2017/06/20,53085
2017/06/21,24269
2017/06/22,81452
2017/06/23,59289
2017/06/24,31198
2017/06/25,-12146
2017/06/26,25793
2017/06/27,-18863
2017/06/28,6728
2017/06/29,-5950
2017/06/30,9605
2017/07/01,6324
2017/07/02,2640
2017/07/03,9643
2017/07/04,2266
2017/07/05,22719
2017/07/06,-29918
2017/07/07,798
2017/07/08,-20659
2017/07/09,-5540
2017/07/10,-37134
2017/07/11,10971
2017/07/12,-1530
2017/07/13,-19264
2017/07/14,-13399
2017/07/15,-14101
2017/07/16,-10702
2017/07/17,-36317
2017/07/18,-15203
2017/07/19,540
2017/07/20,-2363
2017/07/21,-39070
2017/07/22,-19577
2017/07/23,33074
2017/07/24,-31469
2017/07/25,-30972
2017/07/26,-36154
2017/07/27,-5625
2017/07/28,692
2017/07/29,-17522
2017/07/30,-14346
2017/07/31,20682
2017/08/01,-26814
2017/08/02,-20193
2017/08/03,-17851
2017/08/04,9494
2017/08/05,33244
2017/08/06,-12200
2017/08/07,17027
2017/08/08,52567
2017/08/09,41079
2017/08/10,68486
2017/08/11,65284
2017/08/12,75526
2017/08/13,63080
2017/08/14,87163
2017/08/15,115485
2017/08/16,107629
2017/08/17,119036
2017/08/18,114842
2017/08/19,62261
2017/08/20,29175
2017/08/21,65977
2017/08/22,10605
2017/08/23,57485
2017/08/24,-300
2017/08/25,6707
2017/08/26,-24165
2017/08/27,-12283
2017/08/28,-41503
2017/08/29,-6109
2017/08/30,-533
2017/08/31,-449
2017/09/01,-29316
2017/09/02,-13598
2017/09/03,-1755
2017/09/04,48106
2017/09/05,65211
2017/09/06,60111
2017/09/07,45813
2017/09/08,42923
2017/09/09,53957
2017/09/10,10963
2017/09/11,10388
2017/09/12,19717
2017/09/13,-24832
2017/09/14,-7914
2017/09/15,47871
2017/09/16,9215
2017/09/17,-7590
2017/09/18,-48487
2017/09/19,-62645
2017/09/20,-91257
2017/09/21,-63346
2017/09/22,-102774
2017/09/23,-73308
2017/09/24,-28295
2017/09/25,-41258
2017/09/26,-88801
2017/09/27,-43894
2017/09/28,-53882
2017/09/29,-89787
2017/09/30,-41425
2017/10/01,-14775
2017/10/02,-50681
2017/10/03,-19770
2017/10/04,-26621
2017/10/05,-11465
2017/10/06,18299
2017/10/07,12973
2017/10/08,7778
2017/10/09,-1605
2017/10/10,39829
2017/10/11,23638
2017/10/12,12838
2017/10/13,38835
2017/10/14,23200
2017/10/15,27334
2017/10/16,6156
2017/10/17,53744
2017/10/18,44532
2017/10/19,30314
2017/10/20,54403
2017/10/21,55011
2017/10/22,65517
2017/10/23,50443
2017/10/24,23967
2017/10/25,8717
2017/10/26,13889
2017/10/27,-19308
2017/10/28,-213244
2017/10/29,-203610
2017/10/30,-206992
2017/10/31,6287
2017/11/01,47729
2017/11/02,91665
2017/11/03,18280
2017/11/04,-26802
2017/11/05,-47397
2017/11/06,-2101
2017/11/07,-5730
2017/11/08,41050
2017/11/09,38379
2017/11/10,37728
2017/11/11,235263
2017/11/12,274397
2017/11/13,261901
2017/11/14,19677
2017/11/15,47880
2017/11/16,-26445
2017/11/17,44472
2017/11/18,59023
2017/11/19,69924
2017/11/20,68849
2017/11/21,72123
2017/11/22,55780
2017/11/23,48583
2017/11/24,42513
2017/11/25,78106
2017/11/26,42394
2017/11/27,122301
2017/11/28,118047
2017/11/29,112678
2017/11/30,127269
2017/12/01,70470
2017/12/02,119959
2017/12/03,149101
2017/12/04,115939
2017/12/05,99483
2017/12/06,266514
2017/12/07,79868
2017/12/08,150465
2017/12/09,125502
2017/12/10,103805
2017/12/11,134826
2017/12/12,170416
2017/12/13,180980
2017/12/14,252152
2017/12/15,228600
2017/12/16,203133
2017/12/17,167353
2017/12/18,268838
2017/12/19,374724
2017/12/20,163085
2017/12/21,420097
2017/12/22,368767
2017/12/23,215616
2017/12/24,88519
2017/12/25,-5753
2017/12/26,-4730
2017/12/27,14332
2017/12/28,1334
2017/12/29,205160
2017/12/30,300620
2017/12/31,67661
2018/01/01,-53669
2018/01/02,69663
2018/01/03,219604
2018/01/04,291421
2018/01/05,198695
2018/01/06,309498
2018/01/07,362632
2018/01/08,426077
2018/01/09,427680
2018/01/10,296560
2018/01/11,269599
2018/01/12,39533
2018/01/13,-8542
2018/01/14,140674
2018/01/15,298403
2018/01/16,142461
2018/01/17,25732
2018/01/18,-177885
2018/01/19,-289734
2018/01/20,-317195
2018/01/21,-105701
2018/01/22,-225025
2018/01/23,-331067
2018/01/24,-291897
2018/01/25,-441904
2018/01/26,-176277
2018/01/27,-307109
2018/01/28,-191965
2018/01/29,-278118
2018/01/30,-374136
2018/01/31,-375311
2018/02/01,-212346
2018/02/02,-33722
2018/02/03,-91377
2018/02/04,-224238
2018/02/05,-104279
2018/02/06,-40076
2018/02/07,-84837
2018/02/08,-63951
2018/02/09,-151394
2018/02/10,-5996
2018/02/11,-111658
2018/02/12,-94250
2018/02/13,-146505
2018/02/14,-124573
2018/02/15,-212499
2018/02/16,-264211
2018/02/17,-99126
2018/02/18,-78524
2018/02/19,-84761
2018/02/20,-47392
2018/02/21,-32052
2018/02/22,49129
2018/02/23,-79689
2018/02/24,-184192
2018/02/25,-101431
2018/02/26,-90377
2018/02/27,-40177
2018/02/28,-34404
2018/03/01,-80150
2018/03/02,-5521
2018/03/03,-71373
2018/03/04,-110021
2018/03/05,-83459
2018/03/06,-136975
2018/03/07,13611
2018/03/08,-63554
2018/03/09,-41479
2018/03/10,-18029
2018/03/11,-60170
2018/03/12,-88382
2018/03/13,-45462
2018/03/14,-28620
2018/03/15,-24099
2018/03/16,-57599
2018/03/17,-36756
2018/03/18,38438
2018/03/19,-10867
2018/03/20,-58153
2018/03/21,-128077
2018/03/22,-39129
2018/03/23,49056
2018/03/24,31464
2018/03/25,-25795
2018/03/26,-9073
2018/03/27,-44025
2018/03/28,-103747
2018/03/29,-46290
2018/03/30,-335
2018/03/31,-13639
2018/04/01,-80487
2018/04/02,-80468
2018/04/03,-1825
2018/04/04,-49808
2018/04/05,39510
2018/04/06,-63365
2018/04/07,-62682
2018/04/08,61614
2018/04/09,11756
2018/04/10,1564
2018/04/11,33802
2018/04/12,57666
2018/04/13,48172
2018/04/14,30686
2018/04/15,64529
2018/04/16,41205
2018/04/17,33156
2018/04/18,37258
2018/04/19,13878
2018/04/20,67839
2018/04/21,129211
2018/04/22,110124
2018/04/23,119152
2018/04/24,162776
2018/04/25,96755
2018/04/26,34974
2018/04/27,892
2018/04/28,67484
2018/04/29,35607
2018/04/30,66786
2018/05/01,-2441
2018/05/02,67302
2018/05/03,72833
2018/05/04,287580
2018/05/05,25879
2018/05/06,-14785
2018/05/07,-13927
2018/05/08,-386
2018/05/09,70888
2018/05/10,77502
2018/05/11,85794
2018/05/12,105872
2018/05/13,100271
2018/05/14,74398
2018/05/15,105450
2018/05/16,76738
2018/05/17,62046
2018/05/18,-183864
2018/05/19,110900
2018/05/20,63921
2018/05/21,18182
2018/05/22,30982
2018/05/23,26015
2018/05/24,13751
2018/05/25,3229
2018/05/26,-20041
2018/05/27,31519
2018/05/28,62353
2018/05/29,29970
2018/05/30,1498
2018/05/31,-33292
2018/06/01,-80305
2018/06/02,-91771
2018/06/03,15061
2018/06/04,-3826
2018/06/05,-53680
2018/06/06,-71543
2018/06/07,-43840
2018/06/08,-65070
2018/06/09,-404078
2018/06/10,-543140
2018/06/11,-98401
2018/06/12,-105873
2018/06/13,-73907
2018/06/14,-74576
2018/06/15,2480
2018/06/16,-124907
2018/06/17,-120698
2018/06/18,-81973
2018/06/19,-29603
2018/06/20,-3316
2018/06/21,-28422
2018/06/22,34454
2018/06/23,329693
2018/06/24,442470
2018/06/25,75578
2018/06/26,4693
2018/06/27,-4338
2018/06/28,22488
2018/06/29,-15633
2018/06/30,-77215
2018/07/01,-185413
2018/07/02,-151221
2018/07/03,-184415
2018/07/04,-208753
2018/07/05,-161360
2018/07/06,-218267
2018/07/07,-176048
2018/07/08,-107783
2018/07/09,-206602
2018/07/10,-78416
2018/07/11,-122068
2018/07/12,-168972
2018/07/13,-181142
2018/07/14,-40862
2018/07/15,34163
2018/07/16,150178
2018/07/17,157108
2018/07/18,241121
2018/07/19,160087
2018/07/20,148918
2018/07/21,104113
2018/07/22,103037
2018/07/23,122781
2018/07/24,146934
2018/07/25,179934
2018/07/26,159295
2018/07/27,230873
2018/07/28,197734
2018/07/29,203496
2018/07/30,68174
2018/07/31,45106
2018/08/01,-32840
2018/08/02,-10828
2018/08/03,82941
2018/08/04,70082
2018/08/05,-7952
2018/08/06,-40961
2018/08/07,-113210
2018/08/08,-169868
2018/08/09,-116969
2018/08/10,-520943
2018/08/11,-468877
2018/08/12,-478433
2018/08/13,-56499
2018/08/14,-65671
2018/08/15,-83274
2018/08/16,-15059
2018/08/17,-128792
2018/08/18,-65504
2018/08/19,-61783
2018/08/20,-28449
2018/08/21,-41717
2018/08/22,19046
2018/08/23,5182
2018/08/24,373291
2018/08/25,369185
2018/08/26,382285
2018/08/27,-40961
2018/08/28,-25437
2018/08/29,-78234
2018/08/30,-91878
2018/08/31,-22164
2018/09/01,24860
2018/09/02,50702
2018/09/03,-1705
2018/09/04,18031
2018/09/05,18188
2018/09/06,8321
2018/09/07,-165
2018/09/08,-16234
2018/09/09,-28499
2018/09/10,-52956
2018/09/11,-67638
2018/09/12,4245
2018/09/13,-14034
2018/09/14,-38165
2018/09/15,-129127
2018/09/16,-149101
2018/09/17,-86571
2018/09/18,-88401
2018/09/19,-111221
2018/09/20,-71011
2018/09/21,-53127
2018/09/22,-73906
2018/09/23,-73296
2018/09/24,-70670
2018/09/25,-28715
2018/09/26,-52219
2018/09/27,-50349
2018/09/28,-17240
2018/09/29,-18765
2018/09/30,26714
2018/10/01,-50675
2018/10/02,-18731
2018/10/03,52298
2018/10/04,40938
2018/10/05,45200
2018/10/06,108859
2018/10/07,25677
2018/10/08,46357
2018/10/09,31091
2018/10/10,29452
2018/10/11,40111
2018/10/12,22044
2018/10/13,71567
2018/10/14,20039
2018/10/15,73629
2018/10/16,88633
2018/10/17,31469
2018/10/18,5526
2018/10/19,-20784
2018/10/20,-52867
2018/10/21,7574
2018/10/22,36804
2018/10/23,17346
2018/10/24,36736
2018/10/25,3970
2018/10/26,25299
2018/10/27,-10954
2018/10/28,36
2018/10/29,25409
2018/10/30,15920
2018/10/31,4129
2018/11/01,-491
2018/11/02,-38833
2018/11/03,-40177
2018/11/04,-14302
2018/11/05,-18077
2018/11/06,-16354
2018/11/07,-30619
2018/11/08,-29774
2018/11/09,-14753
2018/11/10,-9473
2018/11/11,29091
2018/11/12,-42238
2018/11/13,-54128
2018/11/14,-31328
2018/11/15,-19838
2018/11/16,9123
2018/11/17,-1142
2018/11/18,-20046
2018/11/19,29146
2018/11/20,27032
2018/11/21,492
2018/11/22,-3503
2018/11/23,-21660
2018/11/24,-34044
2018/11/25,-42695
2018/11/26,-28200
2018/11/27,-29461
2018/11/28,-10448
2018/11/29,-36284
2018/11/30,4670
2018/12/01,-14900
2018/12/02,-10790
2018/12/03,-80809
2018/12/04,-72522
2018/12/05,-2909
2018/12/06,2790
2018/12/07,15844
2018/12/08,68313
2018/12/09,2343
2018/12/10,18844
2018/12/11,465
2018/12/12,-33711
2018/12/13,4313
2018/12/14,-21691
2018/12/15,29587
2018/12/16,58289
2018/12/17,20044
2018/12/18,8644
2018/12/19,11227
2018/12/20,18115
2018/12/21,-9135
2018/12/22,-73878
2018/12/23,-10368
2018/12/24,3514
2018/12/25,-1614
2018/12/26,11560
2018/12/27,10055
2018/12/28,28668
2018/12/29,5935
2018/12/30,-48208
2018/12/31,-15940
2019/01/01,-26678
2019/01/02,-12974
2019/01/03,5405
2019/01/04,-16830
2019/01/05,18355
2019/01/06,-9338
2019/01/07,-10089
2019/01/08,36811
2019/01/09,20696
2019/01/10,14495
2019/01/11,-22240
2019/01/12,-67025
2019/01/13,-13253
2019/01/14,46082
2019/01/15,46366
2019/01/16,-23470
2019/01/17,-48427
2019/01/18,-10148
2019/01/19,-12441
2019/01/20,-26485
2019/01/21,-37876
2019/01/22,-58831
2019/01/23,-37751
2019/01/24,-39814
2019/01/25,-16335
2019/01/26,13170
2019/01/27,15927
2019/01/28,-22667
2019/01/29,-20726
2019/01/30,-2399
2019/01/31,845
2019/02/01,-20990
2019/02/02,-32686
2019/02/03,-40310
2019/02/04,-72515
2019/02/05,-57132
2019/02/06,-66925
2019/02/07,-65633
2019/02/08,-47982
2019/02/09,-42015
2019/02/10,-79762
2019/02/11,-90607
2019/02/12,-55753
2019/02/13,-34666
2019/02/14,-33941
2019/02/15,-11876
2019/02/16,1598
2019/02/17,15179
2019/02/18,83406
2019/02/19,73935
2019/02/20,43726
2019/02/21,37472
2019/02/22,20074
2019/02/23,28064
2019/02/24,64920
2019/02/25,42971
2019/02/26,36761
2019/02/27,28177
2019/02/28,34442
2019/03/01,32795
2019/03/02,30097
2019/03/03,15091
2019/03/04,3197
2019/03/05,13209
2019/03/06,34431
2019/03/07,40613
2019/03/08,37136
2019/03/09,46621
2019/03/10,-17574
2019/03/11,1882
2019/03/12,25524
2019/03/13,17329
2019/03/14,15763
2019/03/15,-2729
2019/03/16,-12725
2019/03/17,21820
2019/03/18,12673
2019/03/19,19258
2019/03/20,32218
2019/03/21,14185
2019/03/22,17530
2019/03/23,-6910
2019/03/24,40310
2019/03/25,77155
2019/03/26,45296
2019/03/27,39000
2019/03/28,45659
2019/03/29,50464
2019/03/30,77910
2019/03/31,37981
2019/04/01,86201
2019/04/02,107360
2019/04/03,77114
2019/04/04,50113
2019/04/05,27147
2019/04/06,21000
2019/04/07,38116
2019/04/08,21061
2019/04/09,22392
2019/04/10,17816
2019/04/11,51493
2019/04/12,57072
2019/04/13,1642
2019/04/14,-20321
2019/04/15,-48114
2019/04/16,-78341
2019/04/17,-56668
2019/04/18,257
2019/04/19,43996
2019/04/20,121249
2019/04/21,54159
2019/04/22,29843
2019/04/23,38914
2019/04/24,22458
2019/04/25,-35701
2019/04/26,-36773
2019/04/27,-40001
2019/04/28,21338
2019/04/29,-11397
2019/04/30,18325
2019/05/01,30006
2019/05/02,-37208
2019/05/03,-46650
2019/05/04,-116082
2019/05/05,-58468
2019/05/06,-48051
2019/05/07,-56768
2019/05/08,-10761
2019/05/09,8749
2019/05/10,32743
2019/05/11,82912
2019/05/12,53293
2019/05/13,80965
2019/05/14,87280
2019/05/15,93418
2019/05/16,183280
2019/05/17,107399
2019/05/18,85696
2019/05/19,64765
2019/05/20,70133
2019/05/21,113123
2019/05/22,70873
2019/05/23,72639
2019/05/24,70191
2019/05/25,53949
2019/05/26,39369
2019/05/27,84007
2019/05/28,36393
2019/05/29,45273
2019/05/30,-29986
2019/05/31,49675
2019/06/01,218502
2019/06/02,145678
2019/06/03,63232
2019/06/04,-11817
2019/06/05,-25752
2019/06/06,46226
2019/06/07,-86612
2019/06/08,-84177
2019/06/09,13299
2019/06/10,-112755
2019/06/11,-32589
2019/06/12,41740
2019/06/13,-24314
2019/06/14,-57089
2019/06/15,-148637
2019/06/16,43666
2019/06/17,-69672
2019/06/18,5288
2019/06/19,12088
2019/06/20,-98017
2019/06/21,83641
2019/06/22,97421
2019/06/23,-10926
2019/06/24,51928
2019/06/25,-26151
2019/06/26,-72184
2019/06/27,175
2019/06/28,-28672
2019/06/29,-76195
2019/06/30,-222252
2019/07/01,-27784
2019/07/02,-8625
2019/07/03,13550
2019/07/04,25338
2019/07/05,-72040
2019/07/06,-98011
2019/07/07,-82061
2019/07/08,-51317
2019/07/09,-10230
2019/07/10,-92708
2019/07/11,-82089
2019/07/12,-12799
2019/07/13,-78217
2019/07/14,-18941
2019/07/15,10761
2019/07/16,-126704
2019/07/17,-48293
2019/07/18,-54857
2019/07/19,-30335
2019/07/20,-34437
2019/07/21,-35945
2019/07/22,-27457
2019/07/23,-94866
2019/07/24,-93117
2019/07/25,-57618
2019/07/26,-52753
2019/07/27,11439
2019/07/28,-16753
2019/07/29,-55093
2019/07/30,72781
2019/07/31,-40498
2019/08/01,-33275
2019/08/02,-1608
2019/08/03,-18154
2019/08/04,-32310
2019/08/05,39646
2019/08/06,83898
2019/08/07,67541
2019/08/08,56453
2019/08/09,43131
2019/08/10,30988
2019/08/11,6254
2019/08/12,56514
2019/08/13,-5605
2019/08/14,47924
2019/08/15,35829
2019/08/16,35919
2019/08/17,39742
2019/08/18,67970
2019/08/19,-27338
2019/08/20,-22484
2019/08/21,21519
2019/08/22,12452
2019/08/23,7887
2019/08/24,-720
2019/08/25,14855
2019/08/26,-18665
2019/08/27,-4416
2019/08/28,-23677
2019/08/29,12520
2019/08/30,-30141
2019/08/31,-30
2019/09/01,871
2019/09/02,8479
2019/09/03,-14056
2019/09/04,-30550
2019/09/05,21639
2019/09/06,-5767
2019/09/07,-6234
2019/09/08,2693
2019/09/09,5399
2019/09/10,-32780
2019/09/11,-1602
2019/09/12,-2897
2019/09/13,-36332
2019/09/14,-5204
2019/09/15,11029
