Date,transactions90ema
2016/04/29,27820
2016/04/30,28214
2016/05/01,28464
2016/05/02,28756
2016/05/03,28955
2016/05/04,29143
2016/05/05,29353
2016/05/06,29615
2016/05/07,29752
2016/05/08,29979
2016/05/09,30167
2016/05/10,30398
2016/05/11,30627
2016/05/12,30943
2016/05/13,31312
2016/05/14,31630
2016/05/15,31881
2016/05/16,32003
2016/05/17,32185
2016/05/18,32490
2016/05/19,32754
2016/05/20,33027
2016/05/21,33260
2016/05/22,33384
2016/05/23,33613
2016/05/24,33817
2016/05/25,34095
2016/05/26,34470
2016/05/27,34789
2016/05/28,35566
2016/05/29,35793
2016/05/30,35950
2016/05/31,36135
2016/06/01,36269
2016/06/02,36344
2016/06/03,36420
2016/06/04,36452
2016/06/05,36484
2016/06/06,36538
2016/06/07,36750
2016/06/08,36830
2016/06/09,36897
2016/06/10,36968
2016/06/11,36967
2016/06/12,37090
2016/06/13,37290
2016/06/14,37577
2016/06/15,37702
2016/06/16,37827
2016/06/17,38458
2016/06/18,38999
2016/06/19,39264
2016/06/20,39436
2016/06/21,39610
2016/06/22,39808
2016/06/23,39854
2016/06/24,39974
2016/06/25,39902
2016/06/26,39939
2016/06/27,39933
2016/06/28,40003
2016/06/29,40220
2016/06/30,40742
2016/07/01,40727
2016/07/02,40695
2016/07/03,40674
2016/07/04,40659
2016/07/05,40628
2016/07/06,40568
2016/07/07,40565
2016/07/08,40608
2016/07/09,40603
2016/07/10,40576
2016/07/11,40532
2016/07/12,40538
2016/07/13,40433
2016/07/14,40485
2016/07/15,40499
2016/07/16,40445
2016/07/17,40302
2016/07/18,40277
2016/07/19,40363
2016/07/20,40589
2016/07/21,40683
2016/07/22,40854
2016/07/23,40945
2016/07/24,41325
2016/07/25,41622
2016/07/26,42069
2016/07/27,42310
2016/07/28,42447
2016/07/29,42552
2016/07/30,42540
2016/07/31,42677
2016/08/01,42749
2016/08/02,42888
2016/08/03,43033
2016/08/04,43114
2016/08/05,43117
2016/08/06,43081
2016/08/07,43078
2016/08/08,43076
2016/08/09,43163
2016/08/10,43232
2016/08/11,43341
2016/08/12,43364
2016/08/13,43314
2016/08/14,43254
2016/08/15,43233
2016/08/16,43359
2016/08/17,43392
2016/08/18,43489
2016/08/19,43477
2016/08/20,43429
2016/08/21,43410
2016/08/22,43428
2016/08/23,43538
2016/08/24,43610
2016/08/25,43748
2016/08/26,43826
2016/08/27,43916
2016/08/28,43887
2016/08/29,43923
2016/08/30,43990
2016/08/31,44031
2016/09/01,44107
2016/09/02,44355
2016/09/03,44365
2016/09/04,44448
2016/09/05,44409
2016/09/06,44512
2016/09/07,44604
2016/09/08,44854
2016/09/09,45053
2016/09/10,45005
2016/09/11,44969
2016/09/12,44972
2016/09/13,44920
2016/09/14,45116
2016/09/15,45281
2016/09/16,45550
2016/09/17,45580
2016/09/18,45411
2016/09/19,45303
2016/09/20,45495
2016/09/21,45475
2016/09/22,45632
2016/09/23,45404
2016/09/24,45360
2016/09/25,45214
2016/09/26,45177
2016/09/27,45213
2016/09/28,45159
2016/09/29,45055
2016/09/30,44853
2016/10/01,45033
2016/10/02,45167
2016/10/03,45222
2016/10/04,45473
2016/10/05,45391
2016/10/06,45203
2016/10/07,45170
2016/10/08,45005
2016/10/09,44982
2016/10/10,44981
2016/10/11,44895
2016/10/12,44567
2016/10/13,44296
2016/10/14,44246
2016/10/15,44014
2016/10/16,43815
2016/10/17,43690
2016/10/18,43871
2016/10/19,43753
2016/10/20,43746
2016/10/21,44054
2016/10/22,43916
2016/10/23,43728
2016/10/24,43922
2016/10/25,44003
2016/10/26,44028
2016/10/27,44036
2016/10/28,43980
2016/10/29,43893
2016/10/30,43795
2016/10/31,43822
2016/11/01,43937
2016/11/02,43927
2016/11/03,43893
2016/11/04,43644
2016/11/05,43513
2016/11/06,43313
2016/11/07,43282
2016/11/08,43245
2016/11/09,43185
2016/11/10,43118
2016/11/11,43073
2016/11/12,43025
2016/11/13,43039
2016/11/14,43058
2016/11/15,43108
2016/11/16,43076
2016/11/17,43025
2016/11/18,43042
2016/11/19,42959
2016/11/20,42941
2016/11/21,42936
2016/11/22,43170
2016/11/23,43635
2016/11/24,43486
2016/11/25,43806
2016/11/26,43740
2016/11/27,43756
2016/11/28,43858
2016/11/29,43928
2016/11/30,43823
2016/12/01,43676
2016/12/02,43631
2016/12/03,43581
2016/12/04,43495
2016/12/05,43453
2016/12/06,43558
2016/12/07,43518
2016/12/08,43432
2016/12/09,43388
2016/12/10,43326
2016/12/11,43234
2016/12/12,43136
2016/12/13,43169
2016/12/14,43260
2016/12/15,43322
2016/12/16,43336
2016/12/17,43251
2016/12/18,43105
2016/12/19,43160
2016/12/20,43184
2016/12/21,43351
2016/12/22,43611
2016/12/23,43628
2016/12/24,43499
2016/12/25,43348
2016/12/26,43154
2016/12/27,43137
2016/12/28,43143
2016/12/29,43218
2016/12/30,43247
2016/12/31,43202
2017/01/01,43104
2017/01/02,43028
2017/01/03,43091
2017/01/04,43258
2017/01/05,43397
2017/01/06,43406
2017/01/07,43411
2017/01/08,43396
2017/01/09,43457
2017/01/10,43561
2017/01/11,43597
2017/01/12,43751
2017/01/13,43907
2017/01/14,43866
2017/01/15,43819
2017/01/16,43853
2017/01/17,43915
2017/01/18,43939
2017/01/19,43932
2017/01/20,43973
2017/01/21,43958
2017/01/22,44034
2017/01/23,44079
2017/01/24,44218
2017/01/25,44263
2017/01/26,44320
2017/01/27,44372
2017/01/28,44390
2017/01/29,44349
2017/01/30,44371
2017/01/31,44355
2017/02/01,44359
2017/02/02,44345
2017/02/03,44311
2017/02/04,44335
2017/02/05,44383
2017/02/06,44447
2017/02/07,44610
2017/02/08,44753
2017/02/09,44821
2017/02/10,44984
2017/02/11,45019
2017/02/12,45025
2017/02/13,45266
2017/02/14,45553
2017/02/15,45767
2017/02/16,45853
2017/02/17,45931
2017/02/18,46008
2017/02/19,46056
2017/02/20,46146
2017/02/21,46416
2017/02/22,46503
2017/02/23,46527
2017/02/24,46693
2017/02/25,46837
2017/02/26,46945
2017/02/27,47070
2017/02/28,47360
2017/03/01,47633
2017/03/02,48142
2017/03/03,48497
2017/03/04,48722
2017/03/05,48905
2017/03/06,49083
2017/03/07,49380
2017/03/08,49512
2017/03/09,49836
2017/03/10,50172
2017/03/11,50494
2017/03/12,50849
2017/03/13,51527
2017/03/14,52090
2017/03/15,52730
2017/03/16,53988
2017/03/17,55145
2017/03/18,55909
2017/03/19,56540
2017/03/20,57061
2017/03/21,57660
2017/03/22,58125
2017/03/23,58659
2017/03/24,59299
2017/03/25,59851
2017/03/26,60283
2017/03/27,61036
2017/03/28,61549
2017/03/29,62241
2017/03/30,62988
2017/03/31,63870
2017/04/01,64237
2017/04/02,64780
2017/04/03,65559
2017/04/04,66014
2017/04/05,66484
2017/04/06,67115
2017/04/07,67680
2017/04/08,67779
2017/04/09,67927
2017/04/10,68094
2017/04/11,68265
2017/04/12,68531
2017/04/13,68873
2017/04/14,69143
2017/04/15,69268
2017/04/16,69298
2017/04/17,69369
2017/04/18,69676
2017/04/19,70029
2017/04/20,70367
2017/04/21,70607
2017/04/22,70672
2017/04/23,70812
2017/04/24,71026
2017/04/25,71510
2017/04/26,71908
2017/04/27,72624
2017/04/28,73362
2017/04/29,73757
2017/04/30,74228
2017/05/01,75063
2017/05/02,75839
2017/05/03,76311
2017/05/04,77159
2017/05/05,77848
2017/05/06,78225
2017/05/07,78849
2017/05/08,79699
2017/05/09,80429
2017/05/10,81072
2017/05/11,81866
2017/05/12,82424
2017/05/13,82839
2017/05/14,83246
2017/05/15,84115
2017/05/16,84823
2017/05/17,86039
2017/05/18,87168
2017/05/19,88803
2017/05/20,89729
2017/05/21,91047
2017/05/22,92919
2017/05/23,94990
2017/05/24,97018
2017/05/25,98908
2017/05/26,100467
2017/05/27,101543
2017/05/28,102724
2017/05/29,103951
2017/05/30,105922
2017/05/31,108300
2017/06/01,110297
2017/06/02,112156
2017/06/03,113552
2017/06/04,115015
2017/06/05,116670
2017/06/06,118513
2017/06/07,120462
2017/06/08,121939
2017/06/09,124003
2017/06/10,125967
2017/06/11,128484
2017/06/12,132098
2017/06/13,135350
2017/06/14,137877
2017/06/15,140597
2017/06/16,142957
2017/06/17,145134
2017/06/18,147350
2017/06/19,150402
2017/06/20,153875
2017/06/21,155357
2017/06/22,158189
2017/06/23,160778
2017/06/24,162752
2017/06/25,164255
2017/06/26,167607
2017/06/27,169484
2017/06/28,171786
2017/06/29,173808
2017/06/30,175541
2017/07/01,176968
2017/07/02,178543
2017/07/03,181257
2017/07/04,183459
2017/07/05,185396
2017/07/06,187010
2017/07/07,189391
2017/07/08,190683
2017/07/09,191441
2017/07/10,193885
2017/07/11,196034
2017/07/12,197964
2017/07/13,199343
2017/07/14,200443
2017/07/15,201136
2017/07/16,202191
2017/07/17,203208
2017/07/18,204699
2017/07/19,206137
2017/07/20,207103
2017/07/21,207662
2017/07/22,207616
2017/07/23,208778
2017/07/24,209972
2017/07/25,210696
2017/07/26,210965
2017/07/27,211283
2017/07/28,212057
2017/07/29,211765
2017/07/30,211652
2017/07/31,212497
2017/08/01,212631
2017/08/02,213036
2017/08/03,213548
2017/08/04,214507
2017/08/05,215537
2017/08/06,216627
2017/08/07,218046
2017/08/08,220262
2017/08/09,221581
2017/08/10,224145
2017/08/11,227058
2017/08/12,229511
2017/08/13,231785
2017/08/14,235703
2017/08/15,239606
2017/08/16,243430
2017/08/17,247487
2017/08/18,251792
2017/08/19,254553
2017/08/20,255770
2017/08/21,258783
2017/08/22,261111
2017/08/23,263608
2017/08/24,265561
2017/08/25,267474
2017/08/26,268327
2017/08/27,269554
2017/08/28,271623
2017/08/29,274327
2017/08/30,277094
2017/08/31,279453
2017/09/01,281904
2017/09/02,283001
2017/09/03,283430
2017/09/04,286928
2017/09/05,290393
2017/09/06,294920
2017/09/07,298292
2017/09/08,301926
2017/09/09,303723
2017/09/10,304193
2017/09/11,305538
2017/09/12,307722
2017/09/13,308995
2017/09/14,310561
2017/09/15,313445
2017/09/16,314771
2017/09/17,314216
2017/09/18,315283
2017/09/19,315777
2017/09/20,315979
2017/09/21,316003
2017/09/22,315024
2017/09/23,313817
2017/09/24,313094
2017/09/25,312952
2017/09/26,312801
2017/09/27,312718
2017/09/28,313081
2017/09/29,313376
2017/09/30,312989
2017/10/01,312349
2017/10/02,312212
2017/10/03,312557
2017/10/04,312442
2017/10/05,312494
2017/10/06,312656
2017/10/07,312182
2017/10/08,311845
2017/10/09,312203
2017/10/10,313025
2017/10/11,313713
2017/10/12,314805
2017/10/13,316219
2017/10/14,316570
2017/10/15,316841
2017/10/16,318851
2017/10/17,322956
2017/10/18,326197
2017/10/19,329889
2017/10/20,334657
2017/10/21,337476
2017/10/22,339630
2017/10/23,342455
2017/10/24,345748
2017/10/25,348268
2017/10/26,350865
2017/10/27,343154
2017/10/28,335612
2017/10/29,328236
2017/10/30,321022
2017/10/31,313966
2017/11/01,318547
2017/11/02,323273
2017/11/03,326907
2017/11/04,328486
2017/11/05,330434
2017/11/06,334417
2017/11/07,337406
2017/11/08,340549
2017/11/09,343332
2017/11/10,345839
2017/11/11,346906
2017/11/12,348829
2017/11/13,350902
2017/11/14,353651
2017/11/15,357759
2017/11/16,360698
2017/11/17,363948
2017/11/18,366052
2017/11/19,368217
2017/11/20,371776
2017/11/21,375122
2017/11/22,378889
2017/11/23,382365
2017/11/24,385510
2017/11/25,389370
2017/11/26,392735
2017/11/27,397481
2017/11/28,402789
2017/11/29,408521
2017/11/30,413948
2017/12/01,418536
2017/12/02,423135
2017/12/03,429084
2017/12/04,435079
2017/12/05,440749
2017/12/06,448463
2017/12/07,453092
2017/12/08,459978
2017/12/09,465412
2017/12/10,470932
2017/12/11,478800
2017/12/12,487449
2017/12/13,496728
2017/12/14,506526
2017/12/15,515269
2017/12/16,523722
2017/12/17,531477
2017/12/18,541423
2017/12/19,553529
2017/12/20,563036
2017/12/21,574236
2017/12/22,585869
2017/12/23,593188
2017/12/24,596815
2017/12/25,600234
2017/12/26,604921
2017/12/27,611687
2017/12/28,619111
2017/12/29,629465
2017/12/30,640612
2017/12/31,647344
2018/01/01,653094
2018/01/02,664101
2018/01/03,676715
2018/01/04,691510
2018/01/05,704259
2018/01/06,715735
2018/01/07,725339
2018/01/08,736111
2018/01/09,747542
2018/01/10,756996
2018/01/11,766160
2018/01/12,773910
2018/01/13,782820
2018/01/14,789386
2018/01/15,798552
2018/01/16,809088
2018/01/17,819373
2018/01/18,827853
2018/01/19,832587
2018/01/20,835925
2018/01/21,839675
2018/01/22,842603
2018/01/23,844491
2018/01/24,846011
2018/01/25,844748
2018/01/26,847136
2018/01/27,846801
2018/01/28,847731
2018/01/29,849689
2018/01/30,850940
2018/01/31,851519
2018/02/01,854975
2018/02/02,857742
2018/02/03,856792
2018/02/04,855563
2018/02/05,856007
2018/02/06,856715
2018/02/07,855877
2018/02/08,852041
2018/02/09,850674
2018/02/10,850624
2018/02/11,848928
2018/02/12,848491
2018/02/13,846233
2018/02/14,844039
2018/02/15,842572
2018/02/16,839543
2018/02/17,838061
2018/02/18,836259
2018/02/19,835712
2018/02/20,836837
2018/02/21,837138
2018/02/22,835484
2018/02/23,833233
2018/02/24,831027
2018/02/25,827941
2018/02/26,825952
2018/02/27,823065
2018/02/28,820808
2018/03/01,817810
2018/03/02,816202
2018/03/03,813065
2018/03/04,809333
2018/03/05,808089
2018/03/06,805990
2018/03/07,805502
2018/03/08,802966
2018/03/09,799606
2018/03/10,795029
2018/03/11,790938
2018/03/12,788454
2018/03/13,786490
2018/03/14,783956
2018/03/15,781112
2018/03/16,778331
2018/03/17,774262
2018/03/18,772278
2018/03/19,770775
2018/03/20,768379
2018/03/21,766830
2018/03/22,763591
2018/03/23,761690
2018/03/24,758427
2018/03/25,753326
2018/03/26,750542
2018/03/27,746883
2018/03/28,743212
2018/03/29,739705
2018/03/30,737374
2018/03/31,734012
2018/04/01,729861
2018/04/02,726974
2018/04/03,725192
2018/04/04,723066
2018/04/05,722468
2018/04/06,720831
2018/04/07,716766
2018/04/08,714106
2018/04/09,711813
2018/04/10,708727
2018/04/11,706538
2018/04/12,706231
2018/04/13,706761
2018/04/14,704661
2018/04/15,702800
2018/04/16,701956
2018/04/17,702854
2018/04/18,702864
2018/04/19,705313
2018/04/20,708102
2018/04/21,708938
2018/04/22,709815
2018/04/23,711860
2018/04/24,714155
2018/04/25,716020
2018/04/26,717731
2018/04/27,718759
2018/04/28,720002
2018/04/29,720807
2018/04/30,722067
2018/05/01,721886
2018/05/02,723333
2018/05/03,725888
2018/05/04,731924
2018/05/05,733184
2018/05/06,732263
2018/05/07,733529
2018/05/08,735432
2018/05/09,737535
2018/05/10,740113
2018/05/11,742003
2018/05/12,743024
2018/05/13,743451
2018/05/14,744730
2018/05/15,745488
2018/05/16,746846
2018/05/17,748800
2018/05/18,750625
2018/05/19,752727
2018/05/20,753267
2018/05/21,754342
2018/05/22,755838
2018/05/23,757543
2018/05/24,758721
2018/05/25,759647
2018/05/26,759697
2018/05/27,760056
2018/05/28,762274
2018/05/29,763371
2018/05/30,764550
2018/05/31,766049
2018/06/01,765874
2018/06/02,765921
2018/06/03,766890
2018/06/04,767775
2018/06/05,768058
2018/06/06,767751
2018/06/07,767928
2018/06/08,766875
2018/06/09,766931
2018/06/10,767027
2018/06/11,767070
2018/06/12,767139
2018/06/13,767809
2018/06/14,767767
2018/06/15,767680
2018/06/16,764869
2018/06/17,762313
2018/06/18,760850
2018/06/19,761244
2018/06/20,762163
2018/06/21,761940
2018/06/22,762128
2018/06/23,760233
2018/06/24,758294
2018/06/25,760029
2018/06/26,759417
2018/06/27,759692
2018/06/28,759364
2018/06/29,758831
2018/06/30,756065
2018/07/01,753132
2018/07/02,747340
2018/07/03,743520
2018/07/04,737005
2018/07/05,732403
2018/07/06,726395
2018/07/07,721070
2018/07/08,719102
2018/07/09,717625
2018/07/10,717057
2018/07/11,715450
2018/07/12,712166
2018/07/13,708895
2018/07/14,704501
2018/07/15,698989
2018/07/16,699099
2018/07/17,699147
2018/07/18,700180
2018/07/19,700939
2018/07/20,700294
2018/07/21,698543
2018/07/22,698034
2018/07/23,699366
2018/07/24,701245
2018/07/25,703141
2018/07/26,703636
2018/07/27,705506
2018/07/28,705472
2018/07/29,705710
2018/07/30,706853
2018/07/31,707693
2018/08/01,708793
2018/08/02,710356
2018/08/03,711298
2018/08/04,711501
2018/08/05,711342
2018/08/06,711082
2018/08/07,709440
2018/08/08,706280
2018/08/09,702593
2018/08/10,700643
2018/08/11,699691
2018/08/12,698422
2018/08/13,698345
2018/08/14,698169
2018/08/15,697079
2018/08/16,697511
2018/08/17,695528
2018/08/18,694033
2018/08/19,691959
2018/08/20,691339
2018/08/21,689456
2018/08/22,687377
2018/08/23,685447
2018/08/24,683486
2018/08/25,681151
2018/08/26,678798
2018/08/27,678074
2018/08/28,676663
2018/08/29,673810
2018/08/30,672030
2018/08/31,669947
2018/09/01,669646
2018/09/02,668561
2018/09/03,667745
2018/09/04,666026
2018/09/05,665167
2018/09/06,663492
2018/09/07,661705
2018/09/08,659104
2018/09/09,657049
2018/09/10,654951
2018/09/11,652805
2018/09/12,651000
2018/09/13,648906
2018/09/14,645950
2018/09/15,642296
2018/09/16,638255
2018/09/17,636397
2018/09/18,633411
2018/09/19,630638
2018/09/20,627726
2018/09/21,625901
2018/09/22,622481
2018/09/23,619100
2018/09/24,616050
2018/09/25,613920
2018/09/26,611273
2018/09/27,608917
2018/09/28,606531
2018/09/29,602746
2018/09/30,600034
2018/10/01,597315
2018/10/02,594962
2018/10/03,594172
2018/10/04,593403
2018/10/05,593446
2018/10/06,593521
2018/10/07,591416
2018/10/08,590349
2018/10/09,589177
2018/10/10,587586
2018/10/11,587211
2018/10/12,586660
2018/10/13,585674
2018/10/14,584048
2018/10/15,583564
2018/10/16,583385
2018/10/17,583318
2018/10/18,582933
2018/10/19,583333
2018/10/20,582250
2018/10/21,580619
2018/10/22,580546
2018/10/23,580012
2018/10/24,578972
2018/10/25,578054
2018/10/26,577464
2018/10/27,575743
2018/10/28,574295
2018/10/29,575183
2018/10/30,575913
2018/10/31,576128
2018/11/01,576413
2018/11/02,575801
2018/11/03,574245
2018/11/04,572851
2018/11/05,573060
2018/11/06,573590
2018/11/07,573392
2018/11/08,572997
2018/11/09,572444
2018/11/10,570613
2018/11/11,569672
2018/11/12,569705
2018/11/13,569350
2018/11/14,569632
2018/11/15,569488
2018/11/16,569104
2018/11/17,567708
2018/11/18,565886
2018/11/19,567140
2018/11/20,568428
2018/11/21,568672
2018/11/22,568677
2018/11/23,568486
2018/11/24,566916
2018/11/25,566083
2018/11/26,565892
2018/11/27,565890
2018/11/28,567136
2018/11/29,566882
2018/11/30,567589
2018/12/01,566667
2018/12/02,565035
2018/12/03,564663
2018/12/04,564675
2018/12/05,565362
2018/12/06,565924
2018/12/07,566067
2018/12/08,565770
2018/12/09,564491
2018/12/10,564291
2018/12/11,563669
2018/12/12,563015
2018/12/13,563074
2018/12/14,563167
2018/12/15,562920
2018/12/16,561904
2018/12/17,562083
2018/12/18,561956
2018/12/19,562742
2018/12/20,563615
2018/12/21,564558
2018/12/22,563041
2018/12/23,562615
2018/12/24,563778
2018/12/25,563146
2018/12/26,563078
2018/12/27,562755
2018/12/28,562963
2018/12/29,562540
2018/12/30,560295
2018/12/31,559455
2019/01/01,557009
2019/01/02,557733
2019/01/03,558587
2019/01/04,558385
2019/01/05,557348
2019/01/06,555810
2019/01/07,555703
2019/01/08,555652
2019/01/09,555722
2019/01/10,556318
2019/01/11,556000
2019/01/12,553730
2019/01/13,552139
2019/01/14,552691
2019/01/15,552409
2019/01/16,551427
2019/01/17,550672
2019/01/18,550413
2019/01/19,550165
2019/01/20,549891
2019/01/21,550613
2019/01/22,551821
2019/01/23,551425
2019/01/24,550737
2019/01/25,549730
2019/01/26,547854
2019/01/27,546557
2019/01/28,547040
2019/01/29,547458
2019/01/30,547631
2019/01/31,546959
2019/02/01,545902
2019/02/02,543801
2019/02/03,541176
2019/02/04,538434
2019/02/05,535717
2019/02/06,533373
2019/02/07,531072
2019/02/08,529773
2019/02/09,527297
2019/02/10,524085
2019/02/11,521995
2019/02/12,520152
2019/02/13,519519
2019/02/14,518535
2019/02/15,517438
2019/02/16,516051
2019/02/17,514554
2019/02/18,514508
2019/02/19,514927
2019/02/20,515264
2019/02/21,515914
2019/02/22,516242
2019/02/23,515362
2019/02/24,515908
2019/02/25,517180
2019/02/26,517987
2019/02/27,518460
2019/02/28,518966
2019/03/01,519596
2019/03/02,519757
2019/03/03,519155
2019/03/04,521376
2019/03/05,523062
2019/03/06,524290
2019/03/07,525353
2019/03/08,526167
2019/03/09,526818
2019/03/10,525878
2019/03/11,526110
2019/03/12,526949
2019/03/13,527967
2019/03/14,528975
2019/03/15,529504
2019/03/16,528947
2019/03/17,528198
2019/03/18,529203
2019/03/19,531549
2019/03/20,533720
2019/03/21,535579
2019/03/22,537626
2019/03/23,538157
2019/03/24,538397
2019/03/25,540820
2019/03/26,542758
2019/03/27,544587
2019/03/28,546560
2019/03/29,548621
2019/03/30,551244
2019/03/31,553332
2019/04/01,556282
2019/04/02,560735
2019/04/03,564820
2019/04/04,567209
2019/04/05,568412
2019/04/06,568206
2019/04/07,568309
2019/04/08,570500
2019/04/09,572398
2019/04/10,574633
2019/04/11,578026
2019/04/12,580592
2019/04/13,581333
2019/04/14,580667
2019/04/15,581577
2019/04/16,583223
2019/04/17,585391
2019/04/18,587859
2019/04/19,590173
2019/04/20,592298
2019/04/21,593152
2019/04/22,595925
2019/04/23,598856
2019/04/24,600395
2019/04/25,602163
2019/04/26,603451
2019/04/27,602555
2019/04/28,602356
2019/04/29,602941
2019/04/30,605245
2019/05/01,607411
2019/05/02,607826
2019/05/03,609212
2019/05/04,609524
2019/05/05,610138
2019/05/06,612248
2019/05/07,613254
2019/05/08,614875
2019/05/09,617151
2019/05/10,619780
2019/05/11,622473
2019/05/12,624525
2019/05/13,627470
2019/05/14,631935
2019/05/15,636675
2019/05/16,642643
2019/05/17,646328
2019/05/18,648286
2019/05/19,650575
2019/05/20,655181
2019/05/21,658645
2019/05/22,663365
2019/05/23,667395
2019/05/24,672596
2019/05/25,676274
2019/05/26,678182
2019/05/27,683975
2019/05/28,688954
2019/05/29,694636
2019/05/30,698972
2019/05/31,702746
2019/06/01,708328
2019/06/02,712341
2019/06/03,716225
2019/06/04,720087
2019/06/05,721830
2019/06/06,724093
2019/06/07,724849
2019/06/08,730734
2019/06/09,730405
2019/06/10,735532
2019/06/11,739806
2019/06/12,742463
2019/06/13,742623
2019/06/14,744442
2019/06/15,748717
2019/06/16,751799
2019/06/17,756026
2019/06/18,758091
2019/06/19,760903
2019/06/20,765828
2019/06/21,766088
2019/06/22,765913
2019/06/23,766080
2019/06/24,767037
2019/06/25,770667
2019/06/26,772380
2019/06/27,773297
2019/06/28,778371
2019/06/29,777381
2019/06/30,775372
2019/07/01,779254
2019/07/02,781799
2019/07/03,781171
2019/07/04,780431
2019/07/05,781940
2019/07/06,781327
2019/07/07,776947
2019/07/08,777669
2019/07/09,777544
2019/07/10,776633
2019/07/11,780999
2019/07/12,779799
2019/07/13,775567
2019/07/14,772005
2019/07/15,771374
2019/07/16,776471
2019/07/17,777648
2019/07/18,775236
2019/07/19,776122
2019/07/20,771901
2019/07/21,766417
2019/07/22,763654
2019/07/23,760206
2019/07/24,763437
2019/07/25,767534
2019/07/26,764737
2019/07/27,760626
2019/07/28,756496
2019/07/29,754748
2019/07/30,753892
2019/07/31,752362
2019/08/01,755116
2019/08/02,755406
2019/08/03,756023
2019/08/04,751915
2019/08/05,751180
2019/08/06,750759
2019/08/07,750577
2019/08/08,749306
2019/08/09,748701
2019/08/10,746112
2019/08/11,742517
2019/08/12,741867
2019/08/13,740917
2019/08/14,740824
2019/08/15,739686
2019/08/16,739229
2019/08/17,737072
2019/08/18,734659
2019/08/19,734435
2019/08/20,734414
2019/08/21,734350
2019/08/22,734412
2019/08/23,734387
2019/08/24,733285
2019/08/25,732053
2019/08/26,732466
2019/08/27,732811
2019/08/28,732579
2019/08/29,732395
2019/08/30,731973
2019/08/31,730826
2019/09/01,729933
2019/09/02,730540
2019/09/03,730994
2019/09/04,730630
2019/09/05,731493
2019/09/06,732306
2019/09/07,731100
2019/09/08,729869
2019/09/09,730454
2019/09/10,729601
2019/09/11,729066
2019/09/12,728949
2019/09/13,726631
2019/09/14,724473
2019/09/15,722484
2019/09/16,722715
2019/09/17,721816
2019/09/18,721529
2019/09/19,720891
2019/09/20,720808
2019/09/21,718086
2019/09/22,714973
2019/09/23,713312
2019/09/24,713228
2019/09/25,712447
2019/09/26,711243
2019/09/27,709318
2019/09/28,707088
2019/09/29,704558
2019/09/30,704105
2019/10/01,702805
2019/10/02,701139
2019/10/03,699250
2019/10/04,696854
2019/10/05,694618
2019/10/06,691918
2019/10/07,690543
2019/10/08,690979
2019/10/09,692306
2019/10/10,692610
2019/10/11,692827
2019/10/12,691544
2019/10/13,688803
2019/10/14,687963
2019/10/15,688023
2019/10/16,688167
2019/10/17,688509
2019/10/18,689501
2019/10/19,688966
2019/10/20,687282
2019/10/21,687089
2019/10/22,687950
2019/10/23,689014
2019/10/24,689803
2019/10/25,690943
2019/10/26,691512
2019/10/27,690444
2019/10/28,691123
2019/10/29,691486
