Date,size14ema
2016/07/04,1563
2016/07/05,1551
2016/07/06,1532
2016/07/07,1516
2016/07/08,1525
2016/07/09,1510
2016/07/10,1497
2016/07/11,1486
2016/07/12,1497
2016/07/13,1478
2016/07/14,1486
2016/07/15,1482
2016/07/16,1465
2016/07/17,1438
2016/07/18,1432
2016/07/19,1442
2016/07/20,1479
2016/07/21,1484
2016/07/22,1505
2016/07/23,1504
2016/07/24,1543
2016/07/25,1569
2016/07/26,1619
2016/07/27,1631
2016/07/28,1628
2016/07/29,1624
2016/07/30,1602
2016/07/31,1600
2016/08/01,1595
2016/08/02,1607
2016/08/03,1615
2016/08/04,1615
2016/08/05,1603
2016/08/06,1585
2016/08/07,1570
2016/08/08,1561
2016/08/09,1565
2016/08/10,1571
2016/08/11,1577
2016/08/12,1575
2016/08/13,1556
2016/08/14,1536
2016/08/15,1527
2016/08/16,1539
2016/08/17,1538
2016/08/18,1555
2016/08/19,1546
2016/08/20,1534
2016/08/21,1527
2016/08/22,1527
2016/08/23,1593
2016/08/24,1592
2016/08/25,1602
2016/08/26,1603
2016/08/27,1601
2016/08/28,1581
2016/08/29,1580
2016/08/30,1584
2016/08/31,1578
2016/09/01,1579
2016/09/02,1615
2016/09/03,1601
2016/09/04,1617
2016/09/05,1603
2016/09/06,1619
2016/09/07,1629
2016/09/08,1665
2016/09/09,1690
2016/09/10,1666
2016/09/11,1638
2016/09/12,1631
2016/09/13,1613
2016/09/14,1633
2016/09/15,1647
2016/09/16,1697
2016/09/17,1683
2016/09/18,1649
2016/09/19,1608
2016/09/20,1619
2016/09/21,1616
2016/09/22,1651
2016/09/23,1601
2016/09/24,1591
2016/09/25,1564
2016/09/26,1562
2016/09/27,1575
2016/09/28,1573
2016/09/29,1555
2016/09/30,1540
2016/10/01,1576
2016/10/02,1590
2016/10/03,1608
2016/10/04,1685
2016/10/05,1701
2016/10/06,1733
2016/10/07,2051
2016/10/08,2501
2016/10/09,2925
2016/10/10,4232
2016/10/11,4036
2016/10/12,3664
2016/10/13,3350
2016/10/14,3090
2016/10/15,2843
2016/10/16,2637
2016/10/17,2469
2016/10/18,2372
2016/10/19,2275
2016/10/20,2167
2016/10/21,2108
2016/10/22,2008
2016/10/23,1912
2016/10/24,1896
2016/10/25,1867
2016/10/26,1824
2016/10/27,1783
2016/10/28,1742
2016/10/29,1705
2016/10/30,1667
2016/10/31,1649
2016/11/01,1655
2016/11/02,1634
2016/11/03,1612
2016/11/04,1565
2016/11/05,1538
2016/11/06,1504
2016/11/07,1490
2016/11/08,1489
2016/11/09,1488
2016/11/10,1489
2016/11/11,1485
2016/11/12,1477
2016/11/13,1476
2016/11/14,1489
2016/11/15,1501
2016/11/16,1498
2016/11/17,1495
2016/11/18,1498
2016/11/19,1481
2016/11/20,1480
2016/11/21,1488
2016/11/22,1517
2016/11/23,1575
2016/11/24,1555
2016/11/25,1583
2016/11/26,1572
2016/11/27,1590
2016/11/28,1608
2016/11/29,1620
2016/11/30,1698
2016/12/01,1659
2016/12/02,1633
2016/12/03,1603
2016/12/04,1576
2016/12/05,1565
2016/12/06,1571
2016/12/07,1565
2016/12/08,1545
2016/12/09,1539
2016/12/10,1524
2016/12/11,1545
2016/12/12,1536
2016/12/13,1536
2016/12/14,1576
2016/12/15,1577
2016/12/16,1568
2016/12/17,1548
2016/12/18,1521
2016/12/19,1533
2016/12/20,1534
2016/12/21,1565
2016/12/22,1591
2016/12/23,1582
2016/12/24,1553
2016/12/25,1521
2016/12/26,1491
2016/12/27,1500
2016/12/28,1504
2016/12/29,1527
2016/12/30,1540
2016/12/31,1541
2017/01/01,1520
2017/01/02,1512
2017/01/03,1528
2017/01/04,1553
2017/01/05,1569
2017/01/06,1572
2017/01/07,1572
2017/01/08,1570
2017/01/09,1573
2017/01/10,1588
2017/01/11,1589
2017/01/12,1603
2017/01/13,1620
2017/01/14,1604
2017/01/15,1590
2017/01/16,1588
2017/01/17,1595
2017/01/18,1593
2017/01/19,1588
2017/01/20,1591
2017/01/21,1579
2017/01/22,1584
2017/01/23,1588
2017/01/24,1610
2017/01/25,1615
2017/01/26,1622
2017/01/27,1627
2017/01/28,1627
2017/01/29,1613
2017/01/30,1609
2017/01/31,1599
2017/02/01,1600
2017/02/02,1597
2017/02/03,1594
2017/02/04,1589
2017/02/05,1592
2017/02/06,1594
2017/02/07,1625
2017/02/08,1644
2017/02/09,1642
2017/02/10,1654
2017/02/11,1646
2017/02/12,1636
2017/02/13,1661
2017/02/14,1695
2017/02/15,1711
2017/02/16,1705
2017/02/17,1699
2017/02/18,1709
2017/02/19,1699
2017/02/20,1698
2017/02/21,1737
2017/02/22,1744
2017/02/23,1734
2017/02/24,1740
2017/02/25,1743
2017/02/26,1739
2017/02/27,1749
2017/02/28,1774
2017/03/01,1836
2017/03/02,1885
2017/03/03,1912
2017/03/04,1905
2017/03/05,1894
2017/03/06,1882
2017/03/07,1893
2017/03/08,1881
2017/03/09,1950
2017/03/10,1982
2017/03/11,1987
2017/03/12,1994
2017/03/13,2055
2017/03/14,2106
2017/03/15,2152
2017/03/16,2275
2017/03/17,2355
2017/03/18,2376
2017/03/19,2379
2017/03/20,2371
2017/03/21,2389
2017/03/22,2386
2017/03/23,2403
2017/03/24,2424
2017/03/25,2424
2017/03/26,2417
2017/03/27,2481
2017/03/28,2490
2017/03/29,2523
2017/03/30,2567
2017/03/31,2618
2017/04/01,2590
2017/04/02,2600
2017/04/03,2625
2017/04/04,2611
2017/04/05,2604
2017/04/06,2630
2017/04/07,2649
2017/04/08,2596
2017/04/09,2564
2017/04/10,2550
2017/04/11,2527
2017/04/12,2550
2017/04/13,2555
2017/04/14,2541
2017/04/15,2515
2017/04/16,2476
2017/04/17,2454
2017/04/18,2474
2017/04/19,2499
2017/04/20,2510
2017/04/21,2534
2017/04/22,2520
2017/04/23,2503
2017/04/24,2510
2017/04/25,2549
2017/04/26,2572
2017/04/27,2642
2017/04/28,2713
2017/04/29,2724
2017/04/30,2769
2017/05/01,2873
2017/05/02,2951
2017/05/03,2961
2017/05/04,3013
2017/05/05,3034
2017/05/06,3021
2017/05/07,3061
2017/05/08,3107
2017/05/09,3143
2017/05/10,3154
2017/05/11,3181
2017/05/12,3177
2017/05/13,3162
2017/05/14,3159
2017/05/15,3249
2017/05/16,3302
2017/05/17,3435
2017/05/18,3543
2017/05/19,3711
2017/05/20,3773
2017/05/21,3882
2017/05/22,4075
2017/05/23,4415
2017/05/24,4715
2017/05/25,4880
2017/05/26,4971
2017/05/27,4991
2017/05/28,5043
2017/05/29,5027
2017/05/30,5299
2017/05/31,5505
2017/06/01,5643
2017/06/02,5896
2017/06/03,5995
2017/06/04,6057
2017/06/05,6108
2017/06/06,6276
2017/06/07,6425
2017/06/08,6492
2017/06/09,6624
2017/06/10,6620
2017/06/11,6892
2017/06/12,7233
2017/06/13,7443
2017/06/14,7509
2017/06/15,7600
2017/06/16,7658
2017/06/17,7698
2017/06/18,7729
2017/06/19,7893
2017/06/20,8075
2017/06/21,7824
2017/06/22,7940
2017/06/23,8098
2017/06/24,8209
2017/06/25,8312
2017/06/26,8476
2017/06/27,8401
2017/06/28,8615
2017/06/29,8727
2017/06/30,8737
2017/07/01,8653
2017/07/02,8633
2017/07/03,8834
2017/07/04,9007
2017/07/05,9152
2017/07/06,9109
2017/07/07,9189
2017/07/08,9149
2017/07/09,8859
2017/07/10,9090
2017/07/11,9276
2017/07/12,9470
2017/07/13,9631
2017/07/14,9685
2017/07/15,9560
2017/07/16,9516
2017/07/17,9555
2017/07/18,9786
2017/07/19,9852
2017/07/20,9788
2017/07/21,9638
2017/07/22,9418
2017/07/23,9400
2017/07/24,9555
2017/07/25,9583
2017/07/26,9426
2017/07/27,9282
2017/07/28,9278
2017/07/29,9035
2017/07/30,8846
2017/07/31,8906
2017/08/01,8986
2017/08/02,9044
2017/08/03,9118
2017/08/04,9303
2017/08/05,9453
2017/08/06,9588
2017/08/07,9892
2017/08/08,10343
2017/08/09,10480
2017/08/10,10894
2017/08/11,11365
2017/08/12,11669
2017/08/13,11846
2017/08/14,12354
2017/08/15,12893
2017/08/16,13489
2017/08/17,14001
2017/08/18,14446
2017/08/19,14699
2017/08/20,14449
2017/08/21,14547
2017/08/22,14508
2017/08/23,14487
2017/08/24,14395
2017/08/25,14579
2017/08/26,14585
2017/08/27,14633
2017/08/28,15049
2017/08/29,15504
2017/08/30,15947
2017/08/31,16145
2017/09/01,16451
2017/09/02,16302
2017/09/03,15978
2017/09/04,16482
2017/09/05,16912
2017/09/06,17670
2017/09/07,18132
2017/09/08,18511
2017/09/09,18330
2017/09/10,17843
2017/09/11,17699
2017/09/12,17744
2017/09/13,17636
2017/09/14,17590
2017/09/15,17819
2017/09/16,17670
2017/09/17,17227
2017/09/18,17268
2017/09/19,17179
2017/09/20,17025
2017/09/21,16902
2017/09/22,16912
2017/09/23,16783
2017/09/24,16943
2017/09/25,17295
2017/09/26,17459
2017/09/27,17650
2017/09/28,18037
2017/09/29,18504
2017/09/30,18970
2017/10/01,19345
2017/10/02,19585
2017/10/03,19762
2017/10/04,19846
2017/10/05,19909
2017/10/06,20142
2017/10/07,20077
2017/10/08,19953
2017/10/09,19916
2017/10/10,20119
2017/10/11,20109
2017/10/12,20246
2017/10/13,20459
2017/10/14,20392
2017/10/15,20208
2017/10/16,19686
2017/10/17,18983
2017/10/18,18193
2017/10/19,17498
2017/10/20,17198
2017/10/21,16503
2017/10/22,15762
2017/10/23,15371
2017/10/24,15181
2017/10/25,15070
2017/10/26,14983
2017/10/27,12985
2017/10/28,11254
2017/10/29,9753
2017/10/30,8453
2017/10/31,7326
2017/11/01,8438
2017/11/02,9410
2017/11/03,10269
2017/11/04,10521
2017/11/05,10670
2017/11/06,11087
2017/11/07,11511
2017/11/08,11872
2017/11/09,12146
2017/11/10,12315
2017/11/11,12362
2017/11/12,12478
2017/11/13,12740
2017/11/14,13206
2017/11/15,13639
2017/11/16,13857
2017/11/17,14050
2017/11/18,14127
2017/11/19,14183
2017/11/20,14513
2017/11/21,14735
2017/11/22,14901
2017/11/23,15051
2017/11/24,15058
2017/11/25,15210
2017/11/26,15328
2017/11/27,16243
2017/11/28,16608
2017/11/29,16865
2017/11/30,17025
2017/12/01,17179
2017/12/02,17282
2017/12/03,17555
2017/12/04,17846
2017/12/05,18107
2017/12/06,18516
2017/12/07,18433
2017/12/08,18805
2017/12/09,18950
2017/12/10,19205
2017/12/11,19785
2017/12/12,20561
2017/12/13,21315
2017/12/14,21946
2017/12/15,22511
2017/12/16,23028
2017/12/17,23420
2017/12/18,24021
2017/12/19,25014
2017/12/20,25340
2017/12/21,25991
2017/12/22,26419
2017/12/23,26389
2017/12/24,25607
2017/12/25,25089
2017/12/26,24735
2017/12/27,24734
2017/12/28,24899
2017/12/29,25518
2017/12/30,26028
2017/12/31,25896
2018/01/01,25647
2018/01/02,26248
2018/01/03,27078
2018/01/04,27959
2018/01/05,28686
2018/01/06,29216
2018/01/07,29489
2018/01/08,29891
2018/01/09,30310
2018/01/10,30355
2018/01/11,30481
2018/01/12,30504
2018/01/13,30605
2018/01/14,30434
2018/01/15,30623
2018/01/16,30909
2018/01/17,31111
2018/01/18,31190
2018/01/19,30878
2018/01/20,30416
2018/01/21,29933
2018/01/22,29391
2018/01/23,28816
2018/01/24,28249
2018/01/25,27639
2018/01/26,27428
2018/01/27,26764
2018/01/28,26422
2018/01/29,26266
2018/01/30,26127
2018/01/31,25963
2018/02/01,26012
2018/02/02,26035
2018/02/03,25576
2018/02/04,25198
2018/02/05,25062
2018/02/06,25045
2018/02/07,24769
2018/02/08,24145
2018/02/09,23872
2018/02/10,23638
2018/02/11,23284
2018/02/12,23137
2018/02/13,22776
2018/02/14,22653
2018/02/15,22540
2018/02/16,22296
2018/02/17,22242
2018/02/18,22041
2018/02/19,22010
2018/02/20,22331
2018/02/21,22461
2018/02/22,22366
2018/02/23,22156
2018/02/24,22037
2018/02/25,21841
2018/02/26,21816
2018/02/27,21702
2018/02/28,21688
2018/03/01,21551
2018/03/02,21684
2018/03/03,21616
2018/03/04,21506
2018/03/05,21648
2018/03/06,21644
2018/03/07,21802
2018/03/08,21759
2018/03/09,21574
2018/03/10,21212
2018/03/11,20866
2018/03/12,20973
2018/03/13,20969
2018/03/14,20854
2018/03/15,20748
2018/03/16,20581
2018/03/17,20154
2018/03/18,20160
2018/03/19,20224
2018/03/20,20203
2018/03/21,20260
2018/03/22,19943
2018/03/23,19797
2018/03/24,19371
2018/03/25,18785
2018/03/26,18660
2018/03/27,18469
2018/03/28,18311
2018/03/29,18204
2018/03/30,18238
2018/03/31,18076
2018/04/01,17785
2018/04/02,17663
2018/04/03,17852
2018/04/04,17961
2018/04/05,18166
2018/04/06,18113
2018/04/07,17809
2018/04/08,17732
2018/04/09,17852
2018/04/10,17816
2018/04/11,17906
2018/04/12,18352
2018/04/13,18723
2018/04/14,18646
2018/04/15,18650
2018/04/16,18932
2018/04/17,19381
2018/04/18,19794
2018/04/19,20515
2018/04/20,21298
2018/04/21,21348
2018/04/22,21578
2018/04/23,21933
2018/04/24,22422
2018/04/25,22785
2018/04/26,23041
2018/04/27,23185
2018/04/28,23368
2018/04/29,23539
2018/04/30,23853
2018/05/01,23955
2018/05/02,24178
2018/05/03,24466
2018/05/04,24906
2018/05/05,24799
2018/05/06,24477
2018/05/07,24292
2018/05/08,24234
2018/05/09,24271
2018/05/10,24602
2018/05/11,24671
2018/05/12,24548
2018/05/13,24411
2018/05/14,24614
2018/05/15,24637
2018/05/16,24652
2018/05/17,24646
2018/05/18,24645
2018/05/19,24621
2018/05/20,24506
2018/05/21,24649
2018/05/22,24739
2018/05/23,24903
2018/05/24,24978
2018/05/25,24972
2018/05/26,24716
2018/05/27,24553
2018/05/28,24668
2018/05/29,24757
2018/05/30,24857
2018/05/31,25201
2018/06/01,25191
2018/06/02,25115
2018/06/03,25110
2018/06/04,25285
2018/06/05,25360
2018/06/06,25229
2018/06/07,25116
2018/06/08,25036
2018/06/09,24920
2018/06/10,24872
2018/06/11,24818
2018/06/12,24667
2018/06/13,24771
2018/06/14,24688
2018/06/15,24411
2018/06/16,24670
2018/06/17,24043
2018/06/18,23781
2018/06/19,23943
2018/06/20,24162
2018/06/21,24078
2018/06/22,24134
2018/06/23,23662
2018/06/24,23302
2018/06/25,23559
2018/06/26,23599
2018/06/27,23730
2018/06/28,23756
2018/06/29,23685
2018/06/30,23471
2018/07/01,23342
2018/07/02,22846
2018/07/03,22740
2018/07/04,22230
2018/07/05,22131
2018/07/06,21743
2018/07/07,21472
2018/07/08,21591
2018/07/09,21694
2018/07/10,21925
2018/07/11,21949
2018/07/12,21855
2018/07/13,21713
2018/07/14,21429
2018/07/15,21062
2018/07/16,21378
2018/07/17,21672
2018/07/18,21928
2018/07/19,22168
2018/07/20,22043
2018/07/21,21660
2018/07/22,21544
2018/07/23,21747
2018/07/24,22078
2018/07/25,22355
2018/07/26,22508
2018/07/27,22543
2018/07/28,22149
2018/07/29,22112
2018/07/30,22343
2018/07/31,22554
2018/08/01,22843
2018/08/02,23078
2018/08/03,22987
2018/08/04,22758
2018/08/05,22685
2018/08/06,22769
2018/08/07,22374
2018/08/08,21559
2018/08/09,20757
2018/08/10,20469
2018/08/11,20444
2018/08/12,20352
2018/08/13,20566
2018/08/14,20738
2018/08/15,20609
2018/08/16,20838
2018/08/17,20795
2018/08/18,21024
2018/08/19,21156
2018/08/20,21686
2018/08/21,22161
2018/08/22,22251
2018/08/23,22525
2018/08/24,22569
2018/08/25,22885
2018/08/26,23060
2018/08/27,23300
2018/08/28,23658
2018/08/29,23777
2018/08/30,23763
2018/08/31,23543
2018/09/01,23571
2018/09/02,23503
2018/09/03,23703
2018/09/04,23621
2018/09/05,23860
2018/09/06,23809
2018/09/07,23983
2018/09/08,24146
2018/09/09,23876
2018/09/10,23829
2018/09/11,23627
2018/09/12,23695
2018/09/13,23741
2018/09/14,24084
2018/09/15,24314
2018/09/16,24696
2018/09/17,24859
2018/09/18,25035
2018/09/19,24367
2018/09/20,24351
2018/09/21,24603
2018/09/22,24659
2018/09/23,24806
2018/09/24,25323
2018/09/25,25708
2018/09/26,26246
2018/09/27,26677
2018/09/28,26863
2018/09/29,26005
2018/09/30,25717
2018/10/01,25567
2018/10/02,25372
2018/10/03,24846
2018/10/04,24554
2018/10/05,24060
2018/10/06,23200
2018/10/07,22160
2018/10/08,21477
2018/10/09,21046
2018/10/10,20489
2018/10/11,20179
2018/10/12,20182
2018/10/13,19800
2018/10/14,19193
2018/10/15,18978
2018/10/16,18800
2018/10/17,18662
2018/10/18,18543
2018/10/19,18543
2018/10/20,18171
2018/10/21,17897
2018/10/22,18120
2018/10/23,18053
2018/10/24,18402
2018/10/25,18865
2018/10/26,19032
2018/10/27,18523
2018/10/28,18129
2018/10/29,18336
2018/10/30,18436
2018/10/31,18360
2018/11/01,18323
2018/11/02,18169
2018/11/03,17854
2018/11/04,17591
2018/11/05,17588
2018/11/06,17762
2018/11/07,17766
2018/11/08,17848
2018/11/09,17797
2018/11/10,17608
2018/11/11,17539
2018/11/12,17657
2018/11/13,17663
2018/11/14,17818
2018/11/15,17796
2018/11/16,17703
2018/11/17,17410
2018/11/18,17046
2018/11/19,17307
2018/11/20,17633
2018/11/21,17676
2018/11/22,17691
2018/11/23,17687
2018/11/24,17411
2018/11/25,17291
2018/11/26,17287
2018/11/27,17370
2018/11/28,17707
2018/11/29,17721
2018/11/30,17844
2018/12/01,17633
2018/12/02,17320
2018/12/03,17413
2018/12/04,17488
2018/12/05,17684
2018/12/06,17882
2018/12/07,17951
2018/12/08,17868
2018/12/09,17735
2018/12/10,17797
2018/12/11,17787
2018/12/12,17639
2018/12/13,17639
2018/12/14,17777
2018/12/15,17646
2018/12/16,17411
2018/12/17,17608
2018/12/18,17883
2018/12/19,18116
2018/12/20,18312
2018/12/21,18492
2018/12/22,18242
2018/12/23,18115
2018/12/24,18240
2018/12/25,18002
2018/12/26,18067
2018/12/27,18000
2018/12/28,17988
2018/12/29,17845
2018/12/30,17405
2018/12/31,17285
2019/01/01,16802
2019/01/02,16979
2019/01/03,17294
2019/01/04,17505
2019/01/05,17484
2019/01/06,17267
2019/01/07,17392
2019/01/08,17462
2019/01/09,17516
2019/01/10,17734
2019/01/11,17860
2019/01/12,17601
2019/01/13,17361
2019/01/14,17506
2019/01/15,17582
2019/01/16,17639
2019/01/17,17674
2019/01/18,17684
2019/01/19,17708
2019/01/20,17724
2019/01/21,18209
2019/01/22,18809
2019/01/23,19062
2019/01/24,19166
2019/01/25,19052
2019/01/26,18835
2019/01/27,18760
2019/01/28,19136
2019/01/29,19531
2019/01/30,19803
2019/01/31,19936
2019/02/01,19994
2019/02/02,19662
2019/02/03,19253
2019/02/04,18863
2019/02/05,18561
2019/02/06,18356
2019/02/07,18233
2019/02/08,18333
2019/02/09,18174
2019/02/10,18230
2019/02/11,18559
2019/02/12,18861
2019/02/13,19462
2019/02/14,19975
2019/02/15,20345
2019/02/16,20501
2019/02/17,20727
2019/02/18,21178
2019/02/19,21631
2019/02/20,22048
2019/02/21,22471
2019/02/22,22804
2019/02/23,22676
2019/02/24,22906
2019/02/25,23410
2019/02/26,23791
2019/02/27,23998
2019/02/28,24147
2019/03/01,23453
2019/03/02,22521
2019/03/03,21563
2019/03/04,21328
2019/03/05,20983
2019/03/06,20549
2019/03/07,20091
2019/03/08,19919
2019/03/09,19603
2019/03/10,18995
2019/03/11,18737
2019/03/12,18596
2019/03/13,18667
2019/03/14,18643
2019/03/15,18547
2019/03/16,18243
2019/03/17,17855
2019/03/18,18059
2019/03/19,18473
2019/03/20,18634
2019/03/21,18846
2019/03/22,18976
2019/03/23,18760
2019/03/24,18517
2019/03/25,18718
2019/03/26,18941
2019/03/27,19108
2019/03/28,19190
2019/03/29,19424
2019/03/30,19597
2019/03/31,19644
2019/04/01,19757
2019/04/02,20198
2019/04/03,20591
2019/04/04,20751
2019/04/05,20552
2019/04/06,20081
2019/04/07,19754
2019/04/08,19817
2019/04/09,19791
2019/04/10,20166
2019/04/11,20693
2019/04/12,20646
2019/04/13,20240
2019/04/14,19808
2019/04/15,20032
2019/04/16,20386
2019/04/17,20451
2019/04/18,20553
2019/04/19,20587
2019/04/20,20531
2019/04/21,20576
2019/04/22,20649
2019/04/23,20825
2019/04/24,20716
2019/04/25,20639
2019/04/26,20556
2019/04/27,20004
2019/04/28,19731
2019/04/29,19662
2019/04/30,19826
2019/05/01,19874
2019/05/02,20432
2019/05/03,20636
2019/05/04,20346
2019/05/05,20181
2019/05/06,20801
2019/05/07,21762
2019/05/08,22135
2019/05/09,22231
2019/05/10,22319
2019/05/11,22365
2019/05/12,22254
2019/05/13,22354
2019/05/14,22602
2019/05/15,22973
2019/05/16,23450
2019/05/17,23749
2019/05/18,23653
2019/05/19,23419
2019/05/20,23623
2019/05/21,23667
2019/05/22,23929
2019/05/23,24129
2019/05/24,24331
2019/05/25,24161
2019/05/26,23850
2019/05/27,24237
2019/05/28,24425
2019/05/29,24645
2019/05/30,24787
2019/05/31,24601
2019/06/01,24680
2019/06/02,24632
2019/06/03,24725
2019/06/04,24802
2019/06/05,24616
2019/06/06,24452
2019/06/07,24218
2019/06/08,24755
2019/06/09,24172
2019/06/10,24644
2019/06/11,24970
2019/06/12,24927
2019/06/13,24559
2019/06/14,24443
2019/06/15,24680
2019/06/16,24524
2019/06/17,24817
2019/06/18,24772
2019/06/19,25041
2019/06/20,25456
2019/06/21,25125
2019/06/22,24700
2019/06/23,24386
2019/06/24,24369
2019/06/25,24714
2019/06/26,25050
2019/06/27,25092
2019/06/28,25563
2019/06/29,24978
2019/06/30,24400
2019/07/01,24832
2019/07/02,25003
2019/07/03,24746
2019/07/04,24470
2019/07/05,24532
2019/07/06,24803
2019/07/07,24915
2019/07/08,25724
2019/07/09,25422
2019/07/10,25022
2019/07/11,25419
2019/07/12,25012
2019/07/13,24046
2019/07/14,23400
2019/07/15,25164
2019/07/16,25828
2019/07/17,25786
2019/07/18,25739
2019/07/19,25511
2019/07/20,24477
2019/07/21,23384
2019/07/22,22802
2019/07/23,22318
2019/07/24,22837
2019/07/25,23504
2019/07/26,22963
2019/07/27,22269
2019/07/28,21603
2019/07/29,21407
2019/07/30,21290
2019/07/31,21178
2019/08/01,21781
2019/08/02,21870
2019/08/03,21941
2019/08/04,21420
2019/08/05,21408
2019/08/06,21416
2019/08/07,21466
2019/08/08,21423
2019/08/09,21393
2019/08/10,20956
2019/08/11,20428
2019/08/12,20394
2019/08/13,20413
2019/08/14,20607
2019/08/15,20657
2019/08/16,20725
2019/08/17,20457
2019/08/18,20192
2019/08/19,20338
2019/08/20,20447
2019/08/21,20551
2019/08/22,20677
2019/08/23,20736
2019/08/24,20637
2019/08/25,20885
2019/08/26,21335
2019/08/27,21444
2019/08/28,21457
2019/08/29,21439
2019/08/30,21389
2019/08/31,21189
2019/09/01,21049
2019/09/02,21183
2019/09/03,21242
2019/09/04,21168
2019/09/05,21240
2019/09/06,21345
2019/09/07,21101
2019/09/08,20848
2019/09/09,20921
2019/09/10,20766
2019/09/11,20637
2019/09/12,20594
2019/09/13,20242
2019/09/14,19916
2019/09/15,19699
2019/09/16,18164
2019/09/17,15742
2019/09/18,13643
2019/09/19,11824
2019/09/20,10247
2019/09/21,8881
2019/09/22,7697
2019/09/23,6671
2019/09/24,5781
2019/09/25,5010
2019/09/26,4342
2019/09/27,3763
2019/09/28,3262
2019/09/29,2827
2019/09/30,2450
2019/10/01,2123
2019/10/02,1840
2019/10/03,1595
2019/10/04,1382
2019/10/05,1198
2019/10/06,1038
2019/10/07,899.708
2019/10/08,779.747
2019/10/09,675.781
2019/10/10,585.676
2019/10/11,507.586
2019/10/12,439.908
2019/10/13,381.254
2019/10/14,330.42
2019/10/15,286.364
2019/10/16,248.182
2019/10/17,215.091
2019/10/18,186.412
2019/10/19,161.557
2019/10/20,140.016
2019/10/21,121.347
2019/10/22,105.168
2019/10/23,91.145
2019/10/24,78.993
2019/10/25,68.46
2019/10/26,59.332
2019/10/27,51.421
