Date,sentinusd30stdUSD
2016/01/01,497480
2016/01/02,496252
2016/01/03,494158
2016/01/04,492994
2016/01/05,555426
2016/01/06,555533
2016/01/07,551965
2016/01/08,551967
2016/01/09,550600
2016/01/10,553691
2016/01/11,556436
2016/01/12,633776
2016/01/13,635269
2016/01/14,631500
2016/01/15,568926
2016/01/16,583643
2016/01/17,582990
2016/01/18,1179395
2016/01/19,1256418
2016/01/20,1258397
2016/01/21,1255365
2016/01/22,1281116
2016/01/23,1362823
2016/01/24,1826590
2016/01/25,2335165
2016/01/26,2514901
2016/01/27,2586470
2016/01/28,2595060
2016/01/29,2587369
2016/01/30,2599427
2016/01/31,2608250
2016/02/01,2571389
2016/02/02,2538670
2016/02/03,2488323
2016/02/04,2494141
2016/02/05,2448205
2016/02/06,2433587
2016/02/07,2393686
2016/02/08,2548754
2016/02/09,2791051
2016/02/10,3576851
2016/02/11,4267443
2016/02/12,5488840
2016/02/13,5548154
2016/02/14,5521877
2016/02/15,5448267
2016/02/16,5442887
2016/02/17,5444072
2016/02/18,5413007
2016/02/19,5343483
2016/02/20,5262131
2016/02/21,5224365
2016/02/22,5179964
2016/02/23,5470791
2016/02/24,6194230
2016/02/25,6212821
2016/02/26,9370089
2016/02/27,9782832
2016/02/28,9708314
2016/02/29,9649790
2016/03/01,9648578
2016/03/02,12530404
2016/03/03,13158414
2016/03/04,13184173
2016/03/05,15521432
2016/03/06,15609697
2016/03/07,15401346
2016/03/08,15617548
2016/03/09,15471770
2016/03/10,15353798
2016/03/11,15329320
2016/03/12,15629708
2016/03/13,16798465
2016/03/14,17062902
2016/03/15,16873035
2016/03/16,16572821
2016/03/17,16571246
2016/03/18,16519469
2016/03/19,16275919
2016/03/20,15976572
2016/03/21,15711800
2016/03/22,15224381
2016/03/23,15004426
2016/03/24,14910722
2016/03/25,15228256
2016/03/26,15418068
2016/03/27,15037988
2016/03/28,15162224
2016/03/29,14779241
2016/03/30,14320653
2016/03/31,14234868
2016/04/01,13757864
2016/04/02,14048780
2016/04/03,14601505
2016/04/04,13139010
2016/04/05,13085913
2016/04/06,13184537
