Date,fee_to_reward7varUSD
2018/05/26,0.077
2018/05/27,0.104
2018/05/28,0.163
2018/05/29,0.184
2018/05/30,0.23
2018/05/31,0.466
2018/06/01,0.458
2018/06/02,0.456
2018/06/03,0.414
2018/06/04,0.421
2018/06/05,0.463
2018/06/06,0.438
2018/06/07,0.183
2018/06/08,0.111
2018/06/09,0.213
2018/06/10,0.285
2018/06/11,0.265
2018/06/12,0.26
2018/06/13,0.07
2018/06/14,0.028
2018/06/15,0.057
2018/06/16,0.076
2018/06/17,0.142
2018/06/18,0.18
2018/06/19,0.181
2018/06/20,0.175
2018/06/21,0.151
2018/06/22,0.18
2018/06/23,0.191
2018/06/24,0.158
2018/06/25,0.136
2018/06/26,0.147
2018/06/27,0.156
2018/06/28,0.165
2018/06/29,0.045
2018/06/30,3.585
2018/07/01,13.722
2018/07/02,38.6
2018/07/03,42.02
2018/07/04,35.496
2018/07/05,24.986
2018/07/06,11.268
2018/07/07,6.966
2018/07/08,13.634
2018/07/09,11.701
2018/07/10,13.059
2018/07/11,14.148
2018/07/12,13.084
2018/07/13,6.902
2018/07/14,6.53
2018/07/15,12.334
2018/07/16,14.176
2018/07/17,15.376
2018/07/18,16.848
2018/07/19,19.144
2018/07/20,20.118
2018/07/21,13.486
2018/07/22,0.12
2018/07/23,0.108
2018/07/24,0.109
2018/07/25,0.117
2018/07/26,0.132
2018/07/27,0.134
2018/07/28,0.08
2018/07/29,0.113
2018/07/30,0.06
2018/07/31,0.041
2018/08/01,0.032
2018/08/02,0.03
2018/08/03,0.029
2018/08/04,0.005
2018/08/05,0.016
2018/08/06,0.038
2018/08/07,2.005
2018/08/08,12.367
2018/08/09,16.316
2018/08/10,14.804
2018/08/11,13.995
2018/08/12,13.47
2018/08/13,13.132
2018/08/14,14.241
2018/08/15,8.132
2018/08/16,2.16
2018/08/17,3.162
2018/08/18,3.248
2018/08/19,3.229
2018/08/20,3.348
2018/08/21,3.513
2018/08/22,3.516
2018/08/23,3.53
2018/08/24,0.369
2018/08/25,0.421
2018/08/26,0.385
2018/08/27,0.399
2018/08/28,0.397
2018/08/29,0.309
2018/08/30,0.311
2018/08/31,0.051
2018/09/01,0.04
2018/09/02,0.035
2018/09/03,0.035
2018/09/04,0.042
2018/09/05,0.038
2018/09/06,0.062
2018/09/07,0.08
2018/09/08,0.072
2018/09/09,0.047
2018/09/10,0.035
2018/09/11,0.049
2018/09/12,0.03
2018/09/13,0.035
2018/09/14,0.049
2018/09/15,0.058
2018/09/16,0.077
2018/09/17,0.078
2018/09/18,0.063
2018/09/19,0.2
2018/09/20,0.195
2018/09/21,0.236
2018/09/22,0.214
2018/09/23,0.208
2018/09/24,0.197
2018/09/25,0.185
2018/09/26,0.106
2018/09/27,0.119
2018/09/28,0.125
2018/09/29,0.133
2018/09/30,0.045
2018/10/01,0.049
2018/10/02,0.043
2018/10/03,0.09
2018/10/04,0.135
2018/10/05,0.155
2018/10/06,0.251
2018/10/07,0.316
2018/10/08,0.229
2018/10/09,0.075
2018/10/10,0.076
2018/10/11,0.085
2018/10/12,0.089
2018/10/13,0.067
2018/10/14,0.082
2018/10/15,0.079
2018/10/16,0.085
2018/10/17,0.074
2018/10/18,0.05
2018/10/19,0.036
2018/10/20,0.032
2018/10/21,0.017
2018/10/22,0.015
2018/10/23,0.015
2018/10/24,0.037
2018/10/25,0.085
2018/10/26,0.093
2018/10/27,0.098
2018/10/28,0.098
2018/10/29,0.097
2018/10/30,0.094
2018/10/31,0.089
2018/11/01,0.042
2018/11/02,0.033
2018/11/03,0.027
2018/11/04,0.019
2018/11/05,0.041
2018/11/06,0.063
2018/11/07,0.064
2018/11/08,0.071
2018/11/09,0.074
2018/11/10,0.121
2018/11/11,0.173
2018/11/12,0.155
2018/11/13,0.14
2018/11/14,0.211
2018/11/15,0.314
2018/11/16,0.332
2018/11/17,0.249
2018/11/18,0.114
2018/11/19,0.138
2018/11/20,0.157
2018/11/21,0.157
2018/11/22,0.137
2018/11/23,0.137
2018/11/24,0.11
2018/11/25,0.086
2018/11/26,0.06
2018/11/27,0.012
2018/11/28,0.06
2018/11/29,0.152
2018/11/30,0.419
2018/12/01,0.344
2018/12/02,0.344
2018/12/03,0.307
2018/12/04,0.235
2018/12/05,0.234
2018/12/06,0.269
2018/12/07,0.068
2018/12/08,0.184
2018/12/09,0.282
2018/12/10,0.273
2018/12/11,0.224
2018/12/12,0.08
2018/12/13,0.046
2018/12/14,0.013
2018/12/15,0.018
2018/12/16,0.03
2018/12/17,0.031
2018/12/18,0.049
2018/12/19,0.065
2018/12/20,0.078
2018/12/21,0.082
2018/12/22,0.079
2018/12/23,0.046
2018/12/24,0.047
2018/12/25,0.046
2018/12/26,0.043
2018/12/27,0.043
2018/12/28,0.037
2018/12/29,0.039
2018/12/30,0.13
2018/12/31,0.14
2019/01/01,0.152
2019/01/02,0.153
2019/01/03,0.152
2019/01/04,0.153
2019/01/05,0.143
2019/01/06,0.021
2019/01/07,0.021
2019/01/08,0.014
2019/01/09,0.017
2019/01/10,0.022
2019/01/11,0.019
2019/01/12,0.029
2019/01/13,0.036
2019/01/14,0.167
2019/01/15,0.186
2019/01/16,0.178
2019/01/17,0.18
2019/01/18,0.178
2019/01/19,0.131
2019/01/20,0.1
2019/01/21,0.032
2019/01/22,0.062
2019/01/23,0.064
2019/01/24,0.059
2019/01/25,0.06
2019/01/26,0.07
2019/01/27,0.072
2019/01/28,0.085
2019/01/29,0.053
2019/01/30,0.056
2019/01/31,0.075
2019/02/01,0.08
2019/02/02,0.067
2019/02/03,0.071
2019/02/04,0.079
2019/02/05,0.089
2019/02/06,0.081
2019/02/07,0.038
2019/02/08,0.017
2019/02/09,0.017
2019/02/10,0.016
2019/02/11,0.04
2019/02/12,0.041
2019/02/13,0.072
2019/02/14,0.071
2019/02/15,0.128
2019/02/16,0.084
2019/02/17,0.045
2019/02/18,0.13
2019/02/19,0.147
2019/02/20,0.149
2019/02/21,0.112
2019/02/22,0.11
2019/02/23,0.096
2019/02/24,0.06
2019/02/25,0.082
2019/02/26,0.101
2019/02/27,0.102
2019/02/28,0.135
2019/03/01,0.155
2019/03/02,0.199
2019/03/03,0.322
2019/03/04,0.278
2019/03/05,0.218
2019/03/06,0.194
2019/03/07,0.053
2019/03/08,0.051
2019/03/09,0.048
2019/03/10,0.071
2019/03/11,0.069
2019/03/12,0.058
2019/03/13,0.047
2019/03/14,0.037
2019/03/15,0.016
2019/03/16,0.036
2019/03/17,0.051
2019/03/18,0.095
2019/03/19,0.147
2019/03/20,0.158
2019/03/21,0.359
2019/03/22,0.37
2019/03/23,0.277
2019/03/24,0.184
2019/03/25,0.186
2019/03/26,0.191
2019/03/27,0.196
2019/03/28,0.113
2019/03/29,0.133
2019/03/30,0.101
2019/03/31,0.068
2019/04/01,0.078
2019/04/02,0.153
2019/04/03,0.367
2019/04/04,0.348
2019/04/05,0.403
2019/04/06,0.46
2019/04/07,0.505
2019/04/08,0.506
2019/04/09,0.453
2019/04/10,0.419
2019/04/11,7.097
2019/04/12,9.771
2019/04/13,9.132
2019/04/14,7.484
2019/04/15,5.955
2019/04/16,3.491
2019/04/17,1.83
2019/04/18,2.363
2019/04/19,3.244
2019/04/20,8.358
2019/04/21,12.191
2019/04/22,14.499
2019/04/23,13.88
2019/04/24,10.136
2019/04/25,1.805
2019/04/26,0.064
2019/04/27,0.09
2019/04/28,0.11
2019/04/29,0.111
2019/04/30,0.093
2019/05/01,0.081
2019/05/02,0.116
2019/05/03,0.095
2019/05/04,0.069
2019/05/05,0.048
2019/05/06,0.055
2019/05/07,0.127
2019/05/08,0.118
2019/05/09,0.116
2019/05/10,0.128
2019/05/11,0.088
2019/05/12,0.058
2019/05/13,0.071
2019/05/14,0.131
2019/05/15,0.424
2019/05/16,1.391
2019/05/17,1.507
2019/05/18,1.204
2019/05/19,0.929
2019/05/20,0.761
2019/05/21,0.854
2019/05/22,0.848
2019/05/23,0.299
2019/05/24,0.133
2019/05/25,0.197
2019/05/26,0.364
2019/05/27,0.403
2019/05/28,0.406
2019/05/29,0.386
2019/05/30,0.527
2019/05/31,0.537
2019/06/01,0.429
2019/06/02,0.262
2019/06/03,0.278
2019/06/04,0.286
2019/06/05,0.287
2019/06/06,0.155
2019/06/07,0.122
2019/06/08,0.349
2019/06/09,0.466
2019/06/10,0.749
2019/06/11,0.762
2019/06/12,0.907
2019/06/13,1.016
2019/06/14,0.988
2019/06/15,0.832
2019/06/16,0.77
2019/06/17,0.691
2019/06/18,0.651
2019/06/19,0.575
2019/06/20,0.697
2019/06/21,0.833
2019/06/22,0.953
2019/06/23,0.934
2019/06/24,0.695
2019/06/25,0.93
2019/06/26,1.069
2019/06/27,1.007
2019/06/28,1.051
2019/06/29,0.831
2019/06/30,0.667
2019/07/01,0.619
2019/07/02,0.624
2019/07/03,0.85
2019/07/04,0.924
2019/07/05,0.646
2019/07/06,0.669
2019/07/07,0.944
2019/07/08,0.385
2019/07/09,0.257
2019/07/10,0.275
2019/07/11,0.705
2019/07/12,0.706
2019/07/13,0.827
2019/07/14,0.704
2019/07/15,0.681
2019/07/16,2.318
2019/07/17,2.312
2019/07/18,2.334
2019/07/19,2.243
2019/07/20,2.323
2019/07/21,2.608
2019/07/22,2.879
2019/07/23,1.163
2019/07/24,1.139
2019/07/25,1.614
2019/07/26,1.527
2019/07/27,1.451
2019/07/28,1.478
2019/07/29,1.431
2019/07/30,1.404
2019/07/31,0.842
2019/08/01,0.739
2019/08/02,0.762
2019/08/03,0.812
2019/08/04,0.813
2019/08/05,0.796
2019/08/06,0.767
2019/08/07,0.798
2019/08/08,0.348
2019/08/09,0.305
2019/08/10,0.109
