Date,sentbyaddress7roc
2016/04/18,5.399
2016/04/19,-2.736
2016/04/20,-7.169
2016/04/21,-1.015
2016/04/22,10.45
2016/04/23,8.684
2016/04/24,-0.746
2016/04/25,5.142
2016/04/26,10.112
2016/04/27,6.608
2016/04/28,3.055
2016/04/29,48.938
2016/04/30,65.267
2016/05/01,38.564
2016/05/02,51.813
2016/05/03,35.827
2016/05/04,28.323
2016/05/05,35.635
2016/05/06,-8.03
2016/05/07,-17.97
2016/05/08,1.499
2016/05/09,-7.575
2016/05/10,2.958
2016/05/11,26.786
2016/05/12,27.668
2016/05/13,49.957
2016/05/14,38.28
2016/05/15,11.311
2016/05/16,3.297
2016/05/17,9.956
2016/05/18,2.318
2016/05/19,3.379
2016/05/20,-17.61
2016/05/21,-15.777
2016/05/22,-12.5
2016/05/23,17.9
2016/05/24,3.721
2016/05/25,-5.956
2016/05/26,69.165
2016/05/27,18.329
2016/05/28,105.732
2016/05/29,26.101
2016/05/30,-5.414
2016/05/31,4.702
2016/06/01,-1.383
2016/06/02,-50.084
2016/06/03,-23.505
2016/06/04,-55.196
2016/06/05,-18.19
2016/06/06,-10.689
2016/06/07,-11.897
2016/06/08,-4.221
2016/06/09,-3.019
2016/06/10,-0.796
2016/06/11,-3.922
2016/06/12,12.461
2016/06/13,28.79
2016/06/14,26.177
2016/06/15,9.962
2016/06/16,26.144
2016/06/17,81.659
2016/06/18,83.353
2016/06/19,21.838
2016/06/20,-8.481
2016/06/21,-4.578
2016/06/22,19.692
2016/06/23,-10.685
2016/06/24,-42.387
2016/06/25,-40.921
2016/06/26,-25.363
2016/06/27,-16.535
2016/06/28,-9.961
2016/06/29,-19.791
2016/06/30,-10.616
2016/07/01,-5.12
2016/07/02,5.437
2016/07/03,7.092
2016/07/04,10.65
2016/07/05,-1.231
2016/07/06,-1.95
2016/07/07,7.795
2016/07/08,6.191
2016/07/09,0.447
2016/07/10,-4.602
2016/07/11,-5.768
2016/07/12,-7.675
2016/07/13,-6.758
2016/07/14,0.515
2016/07/15,-0.663
2016/07/16,-11.728
2016/07/17,-14.299
2016/07/18,-6.095
2016/07/19,123.756
2016/07/20,40.489
2016/07/21,18.754
2016/07/22,32.127
2016/07/23,39.326
2016/07/24,127.146
2016/07/25,60.185
2016/07/26,-0.182
2016/07/27,28.597
2016/07/28,28.329
2016/07/29,-2.534
2016/07/30,-8.369
2016/07/31,-31.44
2016/08/01,-11.69
2016/08/02,-27.229
2016/08/03,-22.911
2016/08/04,-18.547
2016/08/05,-14.872
2016/08/06,-2.999
2016/08/07,-12.782
2016/08/08,-8.294
2016/08/09,-18.211
2016/08/10,-11.864
2016/08/11,7.063
2016/08/12,-1.961
2016/08/13,-6.8
2016/08/14,-0.702
2016/08/15,-8.249
2016/08/16,-6.732
2016/08/17,-6.768
2016/08/18,-20.231
2016/08/19,0.379
2016/08/20,12.647
2016/08/21,1.577
2016/08/22,-6.366
2016/08/23,2.649
2016/08/24,3.212
2016/08/25,16.034
2016/08/26,6.173
2016/08/27,6.311
2016/08/28,2.956
2016/08/29,20.117
2016/08/30,-6.492
2016/08/31,11.541
2016/09/01,9.695
2016/09/02,11.348
2016/09/03,-4.874
2016/09/04,-1.031
2016/09/05,-8.937
2016/09/06,-2.664
2016/09/07,-8.271
2016/09/08,-1.753
2016/09/09,-10.851
2016/09/10,-3.033
2016/09/11,3.842
2016/09/12,5.236
2016/09/13,3.748
2016/09/14,4.471
2016/09/15,-13.604
2016/09/16,12.16
2016/09/17,9.811
2016/09/18,-8.803
2016/09/19,-16.968
2016/09/20,44.989
2016/09/21,27.676
2016/09/22,-11.051
2016/09/23,-14.417
2016/09/24,-5.192
2016/09/25,6.435
2016/09/26,13.96
2016/09/27,-33.177
2016/09/28,-26.578
2016/09/29,21.819
2016/09/30,17.638
2016/10/01,-5.91
2016/10/02,16.737
2016/10/03,2.674
2016/10/04,-21.878
2016/10/05,-20.769
2016/10/06,-21.36
2016/10/07,-9.479
2016/10/08,11.111
2016/10/09,1.428
2016/10/10,15.722
2016/10/11,30.847
2016/10/12,-24.484
2016/10/13,-53.948
2016/10/14,-14.448
2016/10/15,-33.174
2016/10/16,-28.637
2016/10/17,-20.563
2016/10/18,25.126
2016/10/19,27.97
2016/10/20,205.345
2016/10/21,49.149
2016/10/22,55.914
2016/10/23,26.24
2016/10/24,6.246
2016/10/25,-22.747
2016/10/26,32.279
2016/10/27,-16.837
2016/10/28,-20.422
2016/10/29,-12.495
2016/10/30,-14.336
2016/10/31,18.675
2016/11/01,28.582
2016/11/02,-6.384
2016/11/03,6.058
2016/11/04,-28.196
2016/11/05,-6.167
2016/11/06,-12.807
2016/11/07,-16.385
2016/11/08,-26.11
2016/11/09,4.383
2016/11/10,-24.902
2016/11/11,27.267
2016/11/12,0.958
2016/11/13,31.999
2016/11/14,-14.165
2016/11/15,-2.504
2016/11/16,-12.475
2016/11/17,4.722
2016/11/18,-7.39
2016/11/19,-10.725
2016/11/20,-17.954
2016/11/21,4.519
2016/11/22,160.578
2016/11/23,283.603
2016/11/24,-32.586
2016/11/25,182.915
2016/11/26,-21.983
2016/11/27,-21.381
2016/11/28,-6.479
2016/11/29,-68.299
2016/11/30,-76.227
2016/12/01,27.817
2016/12/02,-67.684
2016/12/03,59.51
2016/12/04,53.637
2016/12/05,2.961
2016/12/06,40.94
2016/12/07,-7.598
2016/12/08,1.338
2016/12/09,15.562
2016/12/10,-24.162
2016/12/11,-18.042
2016/12/12,0.885
2016/12/13,-27.15
2016/12/14,34.737
2016/12/15,46.663
2016/12/16,-8.712
2016/12/17,9.551
2016/12/18,-3.188
2016/12/19,3.767
2016/12/20,20.211
2016/12/21,-0.663
2016/12/22,-12.322
2016/12/23,-1.321
2016/12/24,-6.845
2016/12/25,-14.151
2016/12/26,-19.219
2016/12/27,-16.157
2016/12/28,-12.897
2016/12/29,-2.624
2016/12/30,2.405
2016/12/31,19.36
2017/01/01,1.925
2017/01/02,18.313
2017/01/03,18.949
2017/01/04,41.434
2017/01/05,20.009
2017/01/06,31.379
2017/01/07,2.341
2017/01/08,21.517
2017/01/09,30.151
2017/01/10,-1.539
2017/01/11,-16.035
2017/01/12,-8.629
2017/01/13,-17.024
2017/01/14,-9.811
2017/01/15,-7.811
2017/01/16,-7.486
2017/01/17,0.871
2017/01/18,-13.037
2017/01/19,-5.673
2017/01/20,8.058
2017/01/21,5.325
2017/01/22,7.664
2017/01/23,-9.56
2017/01/24,0.745
2017/01/25,-1.761
2017/01/26,-6.173
2017/01/27,-14.774
2017/01/28,-6.549
2017/01/29,-5.87
2017/01/30,0.502
2017/01/31,-3.017
2017/02/01,7.221
2017/02/02,6.627
2017/02/03,3.224
2017/02/04,15.754
2017/02/05,23.566
2017/02/06,8.771
2017/02/07,6.695
2017/02/08,7.821
2017/02/09,1.585
2017/02/10,23.334
2017/02/11,-6.944
2017/02/12,-1.27
2017/02/13,21.995
2017/02/14,24.929
2017/02/15,20.133
2017/02/16,9.941
2017/02/17,-2.294
2017/02/18,28.235
2017/02/19,1.098
2017/02/20,-7.918
2017/02/21,-10.481
2017/02/22,-10.5
2017/02/23,-3.659
2017/02/24,8.325
2017/02/25,-6.425
2017/02/26,11.78
2017/02/27,9.104
2017/02/28,38.19
2017/03/01,46.967
2017/03/02,126.705
2017/03/03,51.243
2017/03/04,40.213
2017/03/05,34.727
2017/03/06,22.965
2017/03/07,-7.812
2017/03/08,-9.797
2017/03/09,-30.576
2017/03/10,-0.546
2017/03/11,5.558
2017/03/12,23.664
2017/03/13,68.267
2017/03/14,54.818
2017/03/15,56.258
2017/03/16,96.844
2017/03/17,79.825
2017/03/18,60.912
2017/03/19,18.794
2017/03/20,-12.021
2017/03/21,6.019
2017/03/22,-5.708
2017/03/23,-35.525
2017/03/24,-18.213
2017/03/25,-9.307
2017/03/26,-7.243
2017/03/27,6.67
2017/03/28,-0.849
2017/03/29,9.434
2017/03/30,32.764
2017/03/31,31.222
2017/04/01,-5.648
2017/04/02,24.363
2017/04/03,36.178
2017/04/04,10.243
2017/04/05,13.675
2017/04/06,6.586
2017/04/07,-36.206
2017/04/08,-13.561
2017/04/09,-30.52
2017/04/10,-34.517
2017/04/11,-16.509
2017/04/12,-14.539
2017/04/13,-19.305
2017/04/14,0.339
2017/04/15,4.158
2017/04/16,-5.431
2017/04/17,-13.911
2017/04/18,5.764
2017/04/19,0.769
2017/04/20,-3.054
2017/04/21,-8.004
2017/04/22,-7.056
2017/04/23,14.129
2017/04/24,23.952
2017/04/25,0.08
2017/04/26,1.718
2017/04/27,41.492
2017/04/28,44.105
2017/04/29,32.971
2017/04/30,43.495
2017/05/01,37.171
2017/05/02,40.808
2017/05/03,15.906
2017/05/04,3.275
2017/05/05,15.537
2017/05/06,11.734
2017/05/07,16.919
2017/05/08,29.121
2017/05/09,15.068
2017/05/10,22.424
2017/05/11,4.093
2017/05/12,-4.19
2017/05/13,-2.694
2017/05/14,-10.884
2017/05/15,-12.155
2017/05/16,-0.598
2017/05/17,33.121
2017/05/18,18.406
2017/05/19,66.636
2017/05/20,44.347
2017/05/21,43.596
2017/05/22,42.488
2017/05/23,51.296
2017/05/24,29.525
2017/05/25,31.846
2017/05/26,-2.439
2017/05/27,8.558
2017/05/28,-0.849
2017/05/29,-8.973
2017/05/30,4.5
2017/05/31,33.916
2017/06/01,25.887
2017/06/02,4.257
2017/06/03,26.381
2017/06/04,31.07
2017/06/05,34.169
2017/06/06,9.672
2017/06/07,-19.349
2017/06/08,-21.384
2017/06/09,22.302
2017/06/10,22.168
2017/06/11,41.348
2017/06/12,69.018
2017/06/13,53.885
2017/06/14,38.446
2017/06/15,58.046
2017/06/16,14.085
2017/06/17,16.609
2017/06/18,4.688
2017/06/19,-17.416
2017/06/20,7.609
2017/06/21,19.164
2017/06/22,14.478
2017/06/23,20.128
2017/06/24,11.668
2017/06/25,-4.384
2017/06/26,30.795
2017/06/27,-10.829
2017/06/28,-100
2017/06/29,-13.65
2017/06/30,-8.283
2017/07/01,-7.392
2017/07/02,1.986
2017/07/03,-14.878
2017/07/04,5.217
2017/07/05,0
2017/07/06,-5.654
2017/07/07,20.27
2017/07/08,-12.038
2017/07/09,-13.633
2017/07/10,-4.992
2017/07/11,-8.125
2017/07/12,1.75
2017/07/13,-11.214
2017/07/14,-30.88
2017/07/15,-0.613
2017/07/16,0.926
2017/07/17,-19.523
2017/07/18,-9.361
2017/07/19,-2.929
2017/07/20,8.443
2017/07/21,-1.571
2017/07/22,-15.125
2017/07/23,40.944
2017/07/24,1.288
2017/07/25,-12.095
2017/07/26,-21.074
2017/07/27,-10.506
2017/07/28,3.05
2017/07/29,-2.153
2017/07/30,-38.776
2017/07/31,17.947
2017/08/01,-4.849
2017/08/02,10.265
2017/08/03,2.854
2017/08/04,12.447
2017/08/05,42.122
2017/08/06,32.418
2017/08/07,-0.523
2017/08/08,50.08
2017/08/09,27.837
2017/08/10,49.921
2017/08/11,35.556
2017/08/12,22.351
2017/08/13,18.945
2017/08/14,38.488
2017/08/15,22.869
2017/08/16,33.875
2017/08/17,16.328
2017/08/18,25.197
2017/08/19,4.103
2017/08/20,2.58
2017/08/21,-2.475
2017/08/22,-10.758
2017/08/23,-4.631
2017/08/24,-19.116
2017/08/25,-18.324
2017/08/26,-21.335
2017/08/27,-6.858
2017/08/28,-12.293
2017/08/29,10.369
2017/08/30,3.981
2017/08/31,28.891
2017/09/01,11.422
2017/09/02,20.783
2017/09/03,-0.479
2017/09/04,40.355
2017/09/05,11.756
2017/09/06,15.515
2017/09/07,-0.98
2017/09/08,3.393
2017/09/09,13.075
2017/09/10,1.642
2017/09/11,-21.885
2017/09/12,2.902
2017/09/13,-14.542
2017/09/14,6.744
2017/09/15,15.998
2017/09/16,-10.785
2017/09/17,-14.707
2017/09/18,-3.277
2017/09/19,-21.6
2017/09/20,-13.062
2017/09/21,-29.824
2017/09/22,-44.958
2017/09/23,-15.463
2017/09/24,20.517
2017/09/25,-9.175
2017/09/26,-15.525
2017/09/27,-12.131
2017/09/28,8.735
2017/09/29,29.691
2017/09/30,10.057
2017/10/01,-11.461
2017/10/02,-6.2
2017/10/03,6.384
2017/10/04,-2.074
2017/10/05,-7.813
2017/10/06,-13.259
2017/10/07,-5.103
2017/10/08,10.864
2017/10/09,0.243
2017/10/10,15.7
2017/10/11,29.067
2017/10/12,15.719
2017/10/13,42.099
2017/10/14,16.052
2017/10/15,3.985
2017/10/16,0.565
2017/10/17,25.333
2017/10/18,-2.096
2017/10/19,-8.48
2017/10/20,-5.477
2017/10/21,12.357
2017/10/22,59.084
2017/10/23,25.394
2017/10/24,-16.07
2017/10/25,-6.818
2017/10/26,3.509
2017/10/27,-100
2017/10/28,-100
2017/10/29,-100
2017/10/30,-100
2017/10/31,-100
2017/11/01,37.99
2017/11/02,54.042
2017/11/03,0
2017/11/04,0
2017/11/05,0
2017/11/06,0
2017/11/07,0
2017/11/08,-9.22
2017/11/09,-16.644
2017/11/10,-1.828
2017/11/11,8.355
2017/11/12,28.224
2017/11/13,3.195
2017/11/14,15.788
2017/11/15,19.289
2017/11/16,2.486
2017/11/17,21.587
2017/11/18,13.375
2017/11/19,1.412
2017/11/20,15.868
2017/11/21,11.48
2017/11/22,-0.653
2017/11/23,9.854
2017/11/24,-1.951
2017/11/25,17.584
2017/11/26,16.654
2017/11/27,32.77
2017/11/28,23.416
2017/11/29,33.077
2017/11/30,24.091
2017/12/01,8.89
2017/12/02,15.369
2017/12/03,30.267
2017/12/04,4.281
2017/12/05,4.826
2017/12/06,20.186
2017/12/07,-3.908
2017/12/08,34.11
2017/12/09,27.88
2017/12/10,9.049
2017/12/11,26.792
2017/12/12,47.784
2017/12/13,21.646
2017/12/14,73.172
2017/12/15,34.947
2017/12/16,25.421
2017/12/17,26.074
2017/12/18,20.383
2017/12/19,16.538
2017/12/20,9.916
2017/12/21,13.432
2017/12/22,39.024
2017/12/23,12.39
2017/12/24,-16.348
2017/12/25,-25.095
2017/12/26,-20.629
2017/12/27,-12.634
2017/12/28,-18.202
2017/12/29,-5.845
2017/12/30,33.525
2017/12/31,32.087
2018/01/01,35.232
2018/01/02,53.491
2018/01/03,40.238
2018/01/04,59.058
2018/01/05,12.226
2018/01/06,1.835
2018/01/07,36.387
2018/01/08,36.172
2018/01/09,16.097
2018/01/10,1.551
2018/01/11,-4.503
2018/01/12,-6.857
2018/01/13,4.621
2018/01/14,-1.269
2018/01/15,17.354
2018/01/16,3.719
2018/01/17,18.513
2018/01/18,6.429
2018/01/19,-9.781
2018/01/20,-32.843
2018/01/21,14.545
2018/01/22,-30.027
2018/01/23,-37.456
2018/01/24,-39.542
2018/01/25,-47.361
2018/01/26,-9.191
2018/01/27,-3.43
2018/01/28,-41.756
2018/01/29,-8.889
2018/01/30,-5.971
2018/01/31,-1.988
2018/02/01,38.393
2018/02/02,1.19
2018/02/03,-8.82
2018/02/04,5.123
2018/02/05,-7.157
2018/02/06,0.873
2018/02/07,-7.153
2018/02/08,-35.992
2018/02/09,-24.468
2018/02/10,2.994
2018/02/11,-12.165
2018/02/12,-4.881
2018/02/13,-23.31
2018/02/14,-6.982
2018/02/15,14.924
2018/02/16,-17.578
2018/02/17,-22.141
2018/02/18,-13.426
2018/02/19,-12.077
2018/02/20,17.625
2018/02/21,-1.831
2018/02/22,-11.257
2018/02/23,1.354
2018/02/24,-13.426
2018/02/25,-13.592
2018/02/26,-1.727
2018/02/27,-17.265
2018/02/28,-4.717
2018/03/01,0.7
2018/03/02,6.626
2018/03/03,4.28
2018/03/04,-8.464
2018/03/05,-4.98
2018/03/06,7.932
2018/03/07,46.802
2018/03/08,-2.103
2018/03/09,-8.157
2018/03/10,-0.169
2018/03/11,-1.843
2018/03/12,-18.907
2018/03/13,-13.598
2018/03/14,-30.551
2018/03/15,-5.413
2018/03/16,-10.615
2018/03/17,-7.107
2018/03/18,12.083
2018/03/19,21.529
2018/03/20,-7.4
2018/03/21,-9.186
2018/03/22,-10.432
2018/03/23,48.761
2018/03/24,31.702
2018/03/25,-20.974
2018/03/26,-14.924
2018/03/27,-6.821
2018/03/28,-24.62
2018/03/29,0.708
2018/03/30,-26.764
2018/03/31,-28.887
2018/04/01,-1.267
2018/04/02,-10.273
2018/04/03,7.321
2018/04/04,9.604
2018/04/05,15.405
2018/04/06,-2.646
2018/04/07,1.371
2018/04/08,24.989
2018/04/09,18.074
2018/04/10,-5.797
2018/04/11,8.727
2018/04/12,2.945
2018/04/13,16.289
2018/04/14,14.813
2018/04/15,0.988
2018/04/16,-2.181
2018/04/17,8.303
2018/04/18,4.571
2018/04/19,3.007
2018/04/20,5.357
2018/04/21,22.003
2018/04/22,43.099
2018/04/23,43.225
2018/04/24,38.739
2018/04/25,18.769
2018/04/26,5.365
2018/04/27,-5.146
2018/04/28,-7.011
2018/04/29,-21.07
2018/04/30,-16.788
2018/05/01,-25.08
2018/05/02,1.227
2018/05/03,14.612
2018/05/04,142.524
2018/05/05,35.558
2018/05/06,16.218
2018/05/07,21.576
2018/05/08,42.767
2018/05/09,10.903
2018/05/10,0.192
2018/05/11,-50.018
2018/05/12,-8.158
2018/05/13,1.216
2018/05/14,-3.623
2018/05/15,-1.104
2018/05/16,7.762
2018/05/17,10.874
2018/05/18,9.104
2018/05/19,18.593
2018/05/20,16.628
2018/05/21,2.176
2018/05/22,12.088
2018/05/23,2.85
2018/05/24,-4.295
2018/05/25,-3.97
2018/05/26,-10.598
2018/05/27,2.02
2018/05/28,13.907
2018/05/29,-4.247
2018/05/30,-2.943
2018/05/31,5.655
2018/06/01,-8.727
2018/06/02,6.376
2018/06/03,1.532
2018/06/04,-10.804
2018/06/05,-16.181
2018/06/06,-11.847
2018/06/07,-9.869
2018/06/08,-0.827
2018/06/09,-1.363
2018/06/10,1.788
2018/06/11,-0.584
2018/06/12,-6.004
2018/06/13,-6.371
2018/06/14,-13.859
2018/06/15,9.157
2018/06/16,-28.81
2018/06/17,-23.893
2018/06/18,-18.868
2018/06/19,12.106
2018/06/20,21.5
2018/06/21,16.744
2018/06/22,5.254
2018/06/23,10.352
2018/06/24,8.972
2018/06/25,76.013
2018/06/26,3.312
2018/06/27,-7.076
2018/06/28,-7.028
2018/06/29,-5.767
2018/06/30,-31.482
2018/07/01,-55.746
2018/07/02,-66.92
2018/07/03,-50.261
2018/07/04,-51.064
2018/07/05,-38.022
2018/07/06,-54.578
2018/07/07,-17.063
2018/07/08,58.665
2018/07/09,44.527
2018/07/10,41.693
2018/07/11,40.368
2018/07/12,-0.594
2018/07/13,13.821
2018/07/14,9.461
2018/07/15,-19.318
2018/07/16,23.424
2018/07/17,22.622
2018/07/18,66.348
2018/07/19,64.575
2018/07/20,59.965
2018/07/21,31.394
2018/07/22,72.757
2018/07/23,29.51
2018/07/24,32.398
2018/07/25,1.36
2018/07/26,2.063
2018/07/27,31.547
2018/07/28,27.921
2018/07/29,4.08
2018/07/30,-10.854
2018/07/31,-19.062
2018/08/01,-13.501
2018/08/02,-0.357
2018/08/03,-4.204
2018/08/04,4.575
2018/08/05,-10.373
2018/08/06,-7.945
2018/08/07,-12.991
2018/08/08,-28.185
2018/08/09,-35.363
2018/08/10,-26.273
2018/08/11,-2.113
2018/08/12,9.13
2018/08/13,1.09
2018/08/14,4.692
2018/08/15,18.165
2018/08/16,50.047
2018/08/17,6.54
2018/08/18,-11.599
2018/08/19,-14.494
2018/08/20,-5.179
2018/08/21,-17.732
2018/08/22,-9.145
2018/08/23,-24.661
2018/08/24,-1.292
2018/08/25,-3.232
2018/08/26,5.996
2018/08/27,1.425
2018/08/28,7.815
2018/08/29,-12.542
2018/08/30,-3.796
2018/08/31,-12.07
2018/09/01,7.192
2018/09/02,3.359
2018/09/03,-2.287
2018/09/04,5.183
2018/09/05,21.169
2018/09/06,5.396
2018/09/07,6.614
2018/09/08,-10.636
2018/09/09,-12.198
2018/09/10,-16.207
2018/09/11,-21.994
2018/09/12,-21.093
2018/09/13,-6.261
2018/09/14,-19.81
2018/09/15,-32.318
2018/09/16,-33.662
2018/09/17,-11.235
2018/09/18,-11.507
2018/09/19,-16.695
2018/09/20,-15.322
2018/09/21,-0.596
2018/09/22,7.407
2018/09/23,10.253
2018/09/24,-16.039
2018/09/25,2.078
2018/09/26,-3.494
2018/09/27,-7.13
2018/09/28,-15.088
2018/09/29,-13.838
2018/09/30,6.991
2018/10/01,-5.454
2018/10/02,-13.403
2018/10/03,34.715
2018/10/04,27.869
2018/10/05,50.256
2018/10/06,68.413
2018/10/07,2.692
2018/10/08,28.256
2018/10/09,38.91
2018/10/10,-10.385
2018/10/11,-0.49
2018/10/12,-17.695
2018/10/13,-14.234
2018/10/14,-0.701
2018/10/15,5.276
2018/10/16,4.773
2018/10/17,23.532
2018/10/18,0.971
2018/10/19,8.172
2018/10/20,-1.93
2018/10/21,4.944
2018/10/22,8.972
2018/10/23,-1.761
2018/10/24,-7.136
2018/10/25,-1.329
2018/10/26,0.707
2018/10/27,-1.815
2018/10/28,-8.673
2018/10/29,2.489
2018/10/30,11.475
2018/10/31,5.873
2018/11/01,-0.395
2018/11/02,-17.474
2018/11/03,-12.322
2018/11/04,4.529
2018/11/05,-12.065
2018/11/06,-16.904
2018/11/07,-23.315
2018/11/08,-15.482
2018/11/09,14.406
2018/11/10,6.163
2018/11/11,16.478
2018/11/12,-0.527
2018/11/13,-3.941
2018/11/14,16.933
2018/11/15,12.555
2018/11/16,-8.705
2018/11/17,-8.439
2018/11/18,-23.695
2018/11/19,22.088
2018/11/20,13.873
2018/11/21,-10.583
2018/11/22,-6.753
2018/11/23,-0.669
2018/11/24,-4.121
2018/11/25,10.559
2018/11/26,-25.08
2018/11/27,-17.312
2018/11/28,0.543
2018/11/29,-7.389
2018/11/30,2.39
2018/12/01,0.471
2018/12/02,-10.327
2018/12/03,-6.659
2018/12/04,-7.256
2018/12/05,2.076
2018/12/06,6.705
2018/12/07,7.613
2018/12/08,38.577
2018/12/09,16.152
2018/12/10,10.399
2018/12/11,6.15
2018/12/12,-2.854
2018/12/13,-0.601
2018/12/14,-10.681
2018/12/15,-12.381
2018/12/16,5.283
2018/12/17,-1.27
2018/12/18,-1.29
2018/12/19,9.502
2018/12/20,12.684
2018/12/21,6.731
2018/12/22,-20.388
2018/12/23,-7.233
2018/12/24,2.943
2018/12/25,4.886
2018/12/26,-3.461
2018/12/27,-1.381
2018/12/28,3.537
2018/12/29,34.235
2018/12/30,-6.542
2018/12/31,-3.711
2019/01/01,-10.232
2019/01/02,3.277
2019/01/03,11.462
2019/01/04,-4.434
2019/01/05,-15.11
2019/01/06,7.768
2019/01/07,7.679
2019/01/08,26.816
2019/01/09,1.901
2019/01/10,-10.346
2019/01/11,3.77
2019/01/12,-16.689
2019/01/13,-14.971
2019/01/14,16.712
2019/01/15,0.256
2019/01/16,-14.76
2019/01/17,-11.926
2019/01/18,-9.902
2019/01/19,12.918
2019/01/20,3.463
2019/01/21,-26.624
2019/01/22,-20.939
2019/01/23,2.455
2019/01/24,0.342
2019/01/25,-0.587
2019/01/26,-10.368
2019/01/27,5.506
2019/01/28,13.675
2019/01/29,11.943
2019/01/30,-5.496
2019/01/31,-2.019
2019/02/01,-5.922
2019/02/02,-5.645
2019/02/03,-23.246
2019/02/04,-37.581
2019/02/05,-31.346
2019/02/06,-24.949
2019/02/07,-26.414
2019/02/08,-9.895
2019/02/09,-7.976
2019/02/10,-8.213
2019/02/11,15.248
2019/02/12,11.471
2019/02/13,18.03
2019/02/14,20.655
2019/02/15,3.834
2019/02/16,11.46
2019/02/17,18.96
2019/02/18,30.967
2019/02/19,23.453
2019/02/20,10.425
2019/02/21,0.567
2019/02/22,3.322
2019/02/23,6.167
2019/02/24,15.108
2019/02/25,-14.041
2019/02/26,-3.352
2019/02/27,7.8
2019/02/28,8.551
2019/03/01,18.508
2019/03/02,11.15
2019/03/03,-4.124
2019/03/04,14.047
2019/03/05,13.741
2019/03/06,6.866
2019/03/07,12.144
2019/03/08,-2.824
2019/03/09,10.994
2019/03/10,-3.567
2019/03/11,-7.982
2019/03/12,-1.55
2019/03/13,-4.053
2019/03/14,-2.72
2019/03/15,-1.951
2019/03/16,-18.867
2019/03/17,5.98
2019/03/18,17.046
2019/03/19,8.302
2019/03/20,11.651
2019/03/21,1.778
2019/03/22,5.616
2019/03/23,16.625
2019/03/24,9.376
2019/03/25,15.439
2019/03/26,6.41
2019/03/27,-0.403
2019/03/28,11.734
2019/03/29,8.714
2019/03/30,10.731
2019/03/31,9.461
2019/04/01,7.458
2019/04/02,30.755
2019/04/03,29.829
2019/04/04,12.277
2019/04/05,7.663
2019/04/06,-3.104
2019/04/07,6.165
2019/04/08,-4.286
2019/04/09,-16.438
2019/04/10,-18.282
2019/04/11,12.4
2019/04/12,25.843
2019/04/13,17.117
2019/04/14,-14.85
2019/04/15,-8.109
2019/04/16,-12.746
2019/04/17,0.166
2019/04/18,-12.704
2019/04/19,-11.093
2019/04/20,43.789
2019/04/21,41.491
2019/04/22,12.718
2019/04/23,26.996
2019/04/24,11.517
2019/04/25,0.106
2019/04/26,-13.268
2019/04/27,-42.328
2019/04/28,-22.916
2019/04/29,-14.675
2019/04/30,-10.977
2019/05/01,-1.004
2019/05/02,-16.005
2019/05/03,-3.456
2019/05/04,1.454
2019/05/05,6.389
2019/05/06,3.729
