Date,price30smaUSD
2016/01/01,0.892
2016/01/02,0.897
2016/01/03,0.902
2016/01/04,0.906
2016/01/05,0.91
2016/01/06,0.916
2016/01/07,0.922
2016/01/08,0.929
2016/01/09,0.937
2016/01/10,0.945
2016/01/11,0.948
2016/01/12,0.955
2016/01/13,0.959
2016/01/14,0.963
2016/01/15,0.971
2016/01/16,0.981
2016/01/17,0.991
2016/01/18,1.008
2016/01/19,1.023
2016/01/20,1.041
2016/01/21,1.062
2016/01/22,1.083
2016/01/23,1.112
2016/01/24,1.155
2016/01/25,1.203
2016/01/26,1.26
2016/01/27,1.312
2016/01/28,1.366
2016/01/29,1.42
2016/01/30,1.472
2016/01/31,1.52
2016/02/01,1.562
2016/02/02,1.604
2016/02/03,1.652
2016/02/04,1.704
2016/02/05,1.756
2016/02/06,1.806
2016/02/07,1.863
2016/02/08,1.931
2016/02/09,2.012
2016/02/10,2.122
2016/02/11,2.247
2016/02/12,2.406
2016/02/13,2.535
2016/02/14,2.657
2016/02/15,2.798
2016/02/16,2.919
2016/02/17,3.008
2016/02/18,3.096
2016/02/19,3.198
2016/02/20,3.295
2016/02/21,3.392
2016/02/22,3.505
2016/02/23,3.623
2016/02/24,3.74
2016/02/25,3.863
2016/02/26,3.983
2016/02/27,4.107
2016/02/28,4.238
2016/02/29,4.368
2016/03/01,4.514
2016/03/02,4.706
2016/03/03,4.939
2016/03/04,5.167
2016/03/05,5.454
2016/03/06,5.74
2016/03/07,6.001
2016/03/08,6.231
2016/03/09,6.48
2016/03/10,6.751
2016/03/11,6.975
2016/03/12,7.241
2016/03/13,7.522
2016/03/14,7.804
2016/03/15,8.064
2016/03/16,8.323
2016/03/17,8.548
2016/03/18,8.751
2016/03/19,8.969
2016/03/20,9.16
2016/03/21,9.378
2016/03/22,9.617
2016/03/23,9.841
2016/03/24,10.031
2016/03/25,10.197
2016/03/26,10.349
2016/03/27,10.505
2016/03/28,10.671
2016/03/29,10.841
2016/03/30,11.021
2016/03/31,11.188
2016/04/01,11.308
2016/04/02,11.382
2016/04/03,11.457
2016/04/04,11.461
2016/04/05,11.448
2016/04/06,11.456
2016/04/07,11.483
2016/04/08,11.46
2016/04/09,11.392
2016/04/10,11.309
2016/04/11,11.162
2016/04/12,10.947
2016/04/13,10.758
2016/04/14,10.613
2016/04/15,10.45
2016/04/16,10.339
2016/04/17,10.307
2016/04/18,10.257
2016/04/19,10.217
2016/04/20,10.137
2016/04/21,10.032
2016/04/22,9.904
2016/04/23,9.791
2016/04/24,9.704
2016/04/25,9.603
2016/04/26,9.49
2016/04/27,9.371
2016/04/28,9.233
2016/04/29,9.088
2016/04/30,8.972
2016/05/01,8.875
2016/05/02,8.812
2016/05/03,8.75
2016/05/04,8.692
2016/05/05,8.654
2016/05/06,8.623
2016/05/07,8.588
2016/05/08,8.568
2016/05/09,8.562
2016/05/10,8.586
2016/05/11,8.626
2016/05/12,8.701
2016/05/13,8.794
2016/05/14,8.854
2016/05/15,8.915
2016/05/16,8.988
2016/05/17,9.071
2016/05/18,9.201
2016/05/19,9.364
2016/05/20,9.556
2016/05/21,9.728
2016/05/22,9.93
2016/05/23,10.132
2016/05/24,10.292
2016/05/25,10.446
2016/05/26,10.617
2016/05/27,10.74
2016/05/28,10.871
2016/05/29,11.024
2016/05/30,11.164
2016/05/31,11.315
2016/06/01,11.459
2016/06/02,11.599
2016/06/03,11.735
2016/06/04,11.871
2016/06/05,12.006
2016/06/06,12.157
2016/06/07,12.315
2016/06/08,12.483
2016/06/09,12.651
2016/06/10,12.796
2016/06/11,12.919
2016/06/12,13.056
2016/06/13,13.269
2016/06/14,13.537
2016/06/15,13.798
2016/06/16,14.056
2016/06/17,14.201
2016/06/18,14.165
2016/06/19,14.093
2016/06/20,14.03
2016/06/21,13.96
2016/06/22,13.964
2016/06/23,13.964
2016/06/24,14.013
2016/06/25,14.071
2016/06/26,14.157
2016/06/27,14.241
2016/06/28,14.276
2016/06/29,14.266
2016/06/30,14.238
2016/07/01,14.18
2016/07/02,14.119
2016/07/03,14.059
2016/07/04,13.99
2016/07/05,13.881
2016/07/06,13.772
2016/07/07,13.639
2016/07/08,13.504
2016/07/09,13.39
2016/07/10,13.283
2016/07/11,13.175
2016/07/12,13.036
2016/07/13,12.831
2016/07/14,12.594
2016/07/15,12.38
2016/07/16,12.123
2016/07/17,11.921
2016/07/18,11.869
2016/07/19,11.839
2016/07/20,11.851
2016/07/21,11.866
2016/07/22,11.842
2016/07/23,11.889
2016/07/24,11.873
2016/07/25,11.845
2016/07/26,11.808
2016/07/27,11.768
2016/07/28,11.755
2016/07/29,11.773
2016/07/30,11.78
2016/07/31,11.781
2016/08/01,11.767
2016/08/02,11.712
2016/08/03,11.647
2016/08/04,11.655
2016/08/05,11.667
2016/08/06,11.689
2016/08/07,11.705
2016/08/08,11.705
2016/08/09,11.732
2016/08/10,11.786
2016/08/11,11.83
2016/08/12,11.876
2016/08/13,11.897
2016/08/14,11.882
2016/08/15,11.863
2016/08/16,11.858
2016/08/17,11.847
2016/08/18,11.833
2016/08/19,11.789
2016/08/20,11.745
2016/08/21,11.666
2016/08/22,11.559
2016/08/23,11.482
2016/08/24,11.406
2016/08/25,11.351
2016/08/26,11.307
2016/08/27,11.257
2016/08/28,11.202
2016/08/29,11.146
2016/08/30,11.112
2016/08/31,11.104
2016/09/01,11.17
2016/09/02,11.252
2016/09/03,11.292
2016/09/04,11.316
2016/09/05,11.35
2016/09/06,11.372
2016/09/07,11.393
2016/09/08,11.386
2016/09/09,11.365
2016/09/10,11.359
2016/09/11,11.362
