Date,activeaddresses3roc
2018/08/25,-1.502
2018/08/26,4.713
2018/08/27,8.319
2018/08/28,7.323
2018/08/29,-14.534
2018/08/30,-11.514
2018/08/31,-10.61
2018/09/01,22.929
2018/09/02,17.021
2018/09/03,17.87
2018/09/04,-5.219
2018/09/05,-6.135
2018/09/06,-10.558
2018/09/07,-1.984
2018/09/08,-10.191
2018/09/09,-5.253
2018/09/10,-5.825
2018/09/11,-6.904
2018/09/12,-6.45
2018/09/13,-2.173
2018/09/14,-3.824
2018/09/15,-17.662
2018/09/16,-21.575
2018/09/17,4.71
2018/09/18,7.253
2018/09/19,4.522
2018/09/20,-8.618
2018/09/21,9.485
2018/09/22,-0.971
2018/09/23,-7.242
2018/09/24,-12.275
2018/09/25,7.463
2018/09/26,-0.621
2018/09/27,4.519
2018/09/28,-0.363
2018/09/29,-8.97
2018/09/30,0.987
2018/10/01,-6.208
2018/10/02,7.803
2018/10/03,12.749
2018/10/04,22.516
2018/10/05,33.506
2018/10/06,16.111
2018/10/07,-10.823
2018/10/08,-10.439
2018/10/09,-14.68
2018/10/10,0.664
2018/10/11,1.969
2018/10/12,-3.063
2018/10/13,5.552
2018/10/14,-5.15
2018/10/15,10.297
2018/10/16,11.332
2018/10/17,15.555
2018/10/18,-1.415
2018/10/19,-4.905
2018/10/20,-8.347
2018/10/21,-10.065
2018/10/22,5.652
2018/10/23,3.96
2018/10/24,9.943
2018/10/25,-7.253
2018/10/26,-0.627
2018/10/27,-8.865
2018/10/28,-6.255
2018/10/29,9.576
2018/10/30,20.276
2018/10/31,16.847
2018/11/01,-8.149
2018/11/02,-19.179
2018/11/03,-20.239
2018/11/04,-14.043
2018/11/05,13.162
2018/11/06,12.58
2018/11/07,4.969
2018/11/08,-11.015
2018/11/09,-0.176
2018/11/10,-3.001
2018/11/11,12.27
2018/11/12,1.708
2018/11/13,6.26
2018/11/14,-2.061
2018/11/15,-2.524
2018/11/16,-2.86
2018/11/17,-13.191
2018/11/18,-14.955
2018/11/19,19.143
2018/11/20,22.221
2018/11/21,12.676
2018/11/22,-18.866
2018/11/23,-13.726
2018/11/24,-13.967
2018/11/25,-0.472
2018/11/26,-0.284
2018/11/27,8.739
2018/11/28,8.299
2018/11/29,-5.372
2018/11/30,8.443
2018/12/01,-14.969
2018/12/02,-8.088
2018/12/03,-7.901
2018/12/04,2.742
2018/12/05,16.12
2018/12/06,4.372
2018/12/07,13.646
2018/12/08,8.738
2018/12/09,-0.613
2018/12/10,0.652
2018/12/11,-13.026
2018/12/12,-3.581
2018/12/13,-9.498
2018/12/14,0.918
2018/12/15,4.832
2018/12/16,10.231
2018/12/17,5.543
2018/12/18,-4.312
2018/12/19,-1.151
2018/12/20,3.479
2018/12/21,7.222
2018/12/22,-17.903
2018/12/23,-9.34
2018/12/24,4.668
2018/12/25,10.587
2018/12/26,3.732
2018/12/27,-7.422
2018/12/28,11.246
2018/12/29,2.809
2018/12/30,-9.107
2018/12/31,-8.612
2019/01/01,-14.606
2019/01/02,11.292
2019/01/03,10.822
2019/01/04,11.608
2019/01/05,-8.551
2019/01/06,-13.648
2019/01/07,7.18
2019/01/08,16.409
2019/01/09,14.377
2019/01/10,0.001
2019/01/11,-7.893
2019/01/12,-24.24
2019/01/13,-17.337
2019/01/14,13.224
2019/01/15,27.285
2019/01/16,8.007
2019/01/17,-18.074
2019/01/18,-8.054
2019/01/19,-5.404
2019/01/20,-8.213
2019/01/21,-2.148
2019/01/22,0.055
2019/01/23,11.497
2019/01/24,-0.683
2019/01/25,6.057
2019/01/26,-9.772
2019/01/27,0.025
2019/01/28,11.774
2019/01/29,12.892
2019/01/30,1.04
2019/01/31,-12.038
2019/02/01,-8.712
2019/02/02,-16.104
2019/02/03,-22.734
2019/02/04,-21.509
2019/02/05,-10.187
2019/02/06,1.443
2019/02/07,2.348
2019/02/08,11.944
2019/02/09,-1.488
2019/02/10,-6.519
2019/02/11,-3.646
2019/02/12,9.084
2019/02/13,23.821
2019/02/14,7.767
2019/02/15,7.662
2019/02/16,-3.812
2019/02/17,-6.105
2019/02/18,14.631
2019/02/19,20.008
2019/02/20,13.559
2019/02/21,-13.936
2019/02/22,-9.813
2019/02/23,-7.142
2019/02/24,5.289
2019/02/25,5.447
2019/02/26,11.577
2019/02/27,4.232
2019/02/28,3.436
2019/03/01,5.196
2019/03/02,-2.734
2019/03/03,-12.191
2019/03/04,2.745
2019/03/05,11.53
2019/03/06,20.508
2019/03/07,-1.201
2019/03/08,-1.443
2019/03/09,-2.258
2019/03/10,-15.251
2019/03/11,-7.104
2019/03/12,2.54
2019/03/13,18.552
2019/03/14,8.444
2019/03/15,-4.644
2019/03/16,-12.757
2019/03/17,-9.524
2019/03/18,8.144
2019/03/19,24.521
2019/03/20,22.696
2019/03/21,-0.664
2019/03/22,-1.895
2019/03/23,-13.82
2019/03/24,-6.064
2019/03/25,12.249
2019/03/26,20.839
2019/03/27,15.513
2019/03/28,-2.322
2019/03/29,-2.542
2019/03/30,0.377
2019/03/31,-10.489
2019/04/01,17.526
2019/04/02,27.606
2019/04/03,32.58
2019/04/04,-9.629
2019/04/05,-20.162
2019/04/06,-24.927
2019/04/07,-8.566
2019/04/08,9.494
2019/04/09,19.868
2019/04/10,7.506
2019/04/11,5.943
2019/04/12,7.029
2019/04/13,-4.238
2019/04/14,-27.245
2019/04/15,-11.697
2019/04/16,3.739
2019/04/17,22.272
2019/04/18,2.937
2019/04/19,10.31
2019/04/20,21.527
2019/04/21,6.484
2019/04/22,4.742
2019/04/23,-4.969
2019/04/24,-1.868
2019/04/25,-10.721
2019/04/26,-12.23
2019/04/27,-20.666
2019/04/28,-14.127
2019/04/29,-5.8
2019/04/30,23.88
2019/05/01,23.536
2019/05/02,-4.63
2019/05/03,-7.862
2019/05/04,-18.345
2019/05/05,0.614
