Date,sentbyaddress3sma
2016/07/10,7826
2016/07/11,7725
2016/07/12,7720
2016/07/13,7780
2016/07/14,7900
2016/07/15,7979
2016/07/16,7747
2016/07/17,7145
2016/07/18,6902
2016/07/19,10445
2016/07/20,11893
2016/07/21,12685
2016/07/22,10390
2016/07/23,10037
2016/07/24,11633
2016/07/25,12000
2016/07/26,14622
2016/07/27,14383
2016/07/28,14617
2016/07/29,12243
2016/07/30,10596
2016/07/31,9750
2016/08/01,9748
2016/08/02,11048
2016/08/03,11277
2016/08/04,11198
2016/08/05,9899
2016/08/06,9218
2016/08/07,8720
2016/08/08,8947
2016/08/09,9560
2016/08/10,9793
2016/08/11,10241
2016/08/12,9660
2016/08/13,9205
2016/08/14,8447
2016/08/15,8469
2016/08/16,9043
2016/08/17,9084
2016/08/18,9060
2016/08/19,8724
2016/08/20,8819
2016/08/21,8841
2016/08/22,8667
2016/08/23,8988
2016/08/24,9078
2016/08/25,9705
2016/08/26,9462
2016/08/27,9653
2016/08/28,9297
2016/08/29,9493
2016/08/30,9409
2016/08/31,9759
2016/09/01,10162
2016/09/02,10486
2016/09/03,10174
2016/09/04,9461
2016/09/05,9013
2016/09/06,9001
2016/09/07,9105
2016/09/08,9736
2016/09/09,9771
2016/09/10,9644
2016/09/11,9110
2016/09/12,9191
2016/09/13,9386
2016/09/14,9513
2016/09/15,9495
2016/09/16,9788
2016/09/17,9813
2016/09/18,9500
2016/09/19,8675
2016/09/20,9995
2016/09/21,11284
2016/09/22,11455
2016/09/23,9837
2016/09/24,8803
2016/09/25,9017
2016/09/26,9053
2016/09/27,9028
2016/09/28,9044
2016/09/29,9457
2016/09/30,9872
2016/10/01,9748
2016/10/02,9857
2016/10/03,9453
2016/10/04,8942
2016/10/05,7830
2016/10/06,7439
2016/10/07,8193
2016/10/08,9017
2016/10/09,9900
2016/10/10,10305
2016/10/11,10208
2016/10/12,8461
2016/10/13,6149
2016/10/14,5715
2016/10/15,6058
2016/10/16,7364
2016/10/17,7494
2016/10/18,9246
2016/10/19,9021
2016/10/20,9960
2016/10/21,10061
2016/10/22,11100
2016/10/23,10548
2016/10/24,9535
2016/10/25,9200
2016/10/26,9055
2016/10/27,9187
2016/10/28,9358
2016/10/29,9233
2016/10/30,8854
2016/10/31,9216
2016/11/01,10160
2016/11/02,10279
2016/11/03,10042
2016/11/04,8454
2016/11/05,8344
2016/11/06,7425
2016/11/07,8104
2016/11/08,8217
2016/11/09,8812
2016/11/10,8332
2016/11/11,8379
2016/11/12,8170
2016/11/13,8839
2016/11/14,8475
2016/11/15,8490
2016/11/16,7948
2016/11/17,8005
2016/11/18,7909
2016/11/19,7774
2016/11/20,7760
2016/11/21,7726
2016/11/22,12519
2016/11/23,19952
2016/11/24,19046
2016/11/25,19398
2016/11/26,11310
2016/11/27,11590
2016/11/28,6455
2016/11/29,6827
2016/11/30,7175
2016/12/01,6930
2016/12/02,7088
2016/12/03,7789
2016/12/04,8673
2016/12/05,8771
2016/12/06,8936
2016/12/07,8011
2016/12/08,7722
2016/12/09,7320
2016/12/10,7457
2016/12/11,7747
2016/12/12,7484
2016/12/13,7513
2016/12/14,7917
2016/12/15,8665
2016/12/16,8897
2016/12/17,8493
2016/12/18,7641
2016/12/19,7723
2016/12/20,8007
2016/12/21,8473
2016/12/22,8713
2016/12/23,8433
2016/12/24,7873
2016/12/25,7080
2016/12/26,6682
2016/12/27,6681
2016/12/28,7118
2016/12/29,7797
2016/12/30,8038
2016/12/31,8320
2017/01/01,7645
2017/01/02,7581
2017/01/03,7570
2017/01/04,9030
2017/01/05,9882
2017/01/06,10494
2017/01/07,9780
2017/01/08,9002
2017/01/09,8888
2017/01/10,8766
2017/01/11,9177
2017/01/12,8961
2017/01/13,9030
2017/01/14,8612
2017/01/15,7923
2017/01/16,8146
2017/01/17,8335
2017/01/18,8554
2017/01/19,8411
2017/01/20,8687
2017/01/21,8805
2017/01/22,8480
2017/01/23,8177
2017/01/24,8247
2017/01/25,8233
2017/01/26,8204
2017/01/27,8001
2017/01/28,7985
2017/01/29,7688
2017/01/30,7856
2017/01/31,8022
2017/02/01,8350
2017/02/02,8489
2017/02/03,8457
2017/02/04,8661
2017/02/05,8761
2017/02/06,9091
2017/02/07,9033
2017/02/08,8998
2017/02/09,8939
2017/02/10,9357
2017/02/11,9135
2017/02/12,9150
2017/02/13,9515
2017/02/14,10398
2017/02/15,11008
2017/02/16,10574
2017/02/17,10184
2017/02/18,10142
2017/02/19,9893
2017/02/20,10040
2017/02/21,9751
2017/02/22,9949
2017/02/23,9690
2017/02/24,9957
2017/02/25,10065
2017/02/26,10294
2017/02/27,10481
2017/02/28,11676
2017/03/01,13035
2017/03/02,16478
2017/03/03,17311
2017/03/04,17244
2017/03/05,14639
2017/03/06,13864
2017/03/07,13360
2017/03/08,13073
2017/03/09,13462
2017/03/10,14620
2017/03/11,15280
2017/03/12,15953
2017/03/13,18346
2017/03/14,19876
2017/03/15,20920
2017/03/16,22998
2017/03/17,26127
2017/03/18,27389
2017/03/19,24298
2017/03/20,21495
2017/03/21,20399
2017/03/22,19997
2017/03/23,19519
2017/03/24,20508
2017/03/25,21411
2017/03/26,21319
2017/03/27,20721
2017/03/28,20308
2017/03/29,20989
2017/03/30,22130
2017/03/31,25631
2017/04/01,25530
2017/04/02,24884
2017/04/03,24459
2017/04/04,25152
2017/04/05,25260
2017/04/06,24327
2017/04/07,23397
2017/04/08,21425
2017/04/09,17859
2017/04/10,17755
2017/04/11,18132
2017/04/12,19464
2017/04/13,20216
2017/04/14,20547
2017/04/15,19964
2017/04/16,17834
2017/04/17,16807
2017/04/18,17300
2017/04/19,18976
2017/04/20,20408
2017/04/21,19850
2017/04/22,18782
2017/04/23,17593
2017/04/24,18429
2017/04/25,19361
2017/04/26,20433
2017/04/27,23436
2017/04/28,25551
2017/04/29,26248
2017/04/30,24681
2017/05/01,25407
2017/05/02,27166
2017/05/03,26805
2017/05/04,27565
2017/05/05,28331
2017/05/06,28822
2017/05/07,28343
2017/05/08,30469
2017/05/09,32746
2017/05/10,32763
2017/05/11,31182
2017/05/12,30117
2017/05/13,28589
2017/05/14,26629
2017/05/15,27691
2017/05/16,30132
2017/05/17,34448
2017/05/18,36316
2017/05/19,41771
2017/05/20,40662
2017/05/21,40532
2017/05/22,39706
2017/05/23,43973
2017/05/24,48339
2017/05/25,49658
2017/05/26,49237
2017/05/27,45305
2017/05/28,41051
2017/05/29,39244
2017/05/30,43220
2017/05/31,53409
2017/06/01,60408
2017/06/02,59929
2017/06/03,53691
2017/06/04,48977
2017/06/05,51264
2017/06/06,53465
2017/06/07,55440
2017/06/08,53198
2017/06/09,54746
2017/06/10,56495
2017/06/11,62969
2017/06/12,74504
2017/06/13,83070
2017/06/14,85334
2017/06/15,79738
2017/06/16,74129
2017/06/17,72193
2017/06/18,70186
2017/06/19,73387
2017/06/20,80810
2017/06/21,86827
2017/06/22,90504
2017/06/23,87336
2017/06/24,83286
2017/06/25,76459
2017/06/26,83089
2017/06/27,84474
2017/06/28,61514
2017/06/29,53085
2017/06/30,50961
2017/07/01,75020
2017/07/02,72715
2017/07/03,76544
2017/07/04,81277
2017/07/05,83047
2017/07/06,78244
2017/07/07,79808
2017/07/08,75786
2017/07/09,71743
2017/07/10,69004
2017/07/11,74294
2017/07/12,79697
2017/07/13,73624
2017/07/14,68154
2017/07/15,63561
2017/07/16,62427
2017/07/17,63670
2017/07/18,66613
2017/07/19,71078
2017/07/20,72216
2017/07/21,68892
2017/07/22,61869
2017/07/23,67273
2017/07/24,69132
2017/07/25,72357
2017/07/26,63222
2017/07/27,61619
2017/07/28,61825
2017/07/29,59660
2017/07/30,56363
2017/07/31,61633
2017/08/01,64220
2017/08/02,68256
2017/08/03,63209
2017/08/04,67086
2017/08/05,70263
2017/08/06,72080
2017/08/07,74561
2017/08/08,79834
2017/08/09,84186
2017/08/10,90015
2017/08/11,92358
2017/08/12,95057
2017/08/13,90556
2017/08/14,94694
2017/08/15,101301
2017/08/16,110610
2017/08/17,111537
2017/08/18,115171
2017/08/19,109742
2017/08/20,100692
2017/08/21,95751
2017/08/22,97133
2017/08/23,104011
2017/08/24,98673
2017/08/25,98844
2017/08/26,88384
2017/08/27,84552
2017/08/28,82668
2017/08/29,94218
2017/08/30,104454
2017/08/31,112266
2017/09/01,112804
2017/09/02,106107
2017/09/03,93384
2017/09/04,100337
2017/09/05,111000
2017/09/06,127063
2017/09/07,121866
2017/09/08,119375
2017/09/09,110907
2017/09/10,98999
2017/09/11,95087
2017/09/12,103003
2017/09/13,112462
2017/09/14,119487
2017/09/15,121929
2017/09/16,115968
2017/09/17,97506
2017/09/18,86356
2017/09/19,88889
2017/09/20,97553
2017/09/21,93376
2017/09/22,84936
2017/09/23,79025
2017/09/24,77581
2017/09/25,83317
2017/09/26,85438
2017/09/27,85585
2017/09/28,86986
2017/09/29,90889
2017/09/30,91380
2017/10/01,84244
2017/10/02,80867
2017/10/03,82182
2017/10/04,84913
2017/10/05,85718
2017/10/06,83654
2017/10/07,83281
2017/10/08,81260
2017/10/09,82147
2017/10/10,89535
2017/10/11,97502
2017/10/12,102808
2017/10/13,107667
2017/10/14,103703
2017/10/15,98189
2017/10/16,87681
2017/10/17,99423
2017/10/18,105578
2017/10/19,107871
2017/10/20,101943
2017/10/21,102551
2017/10/22,116510
2017/10/23,115374
2017/10/24,116402
2017/10/25,103599
2017/10/26,99737
2017/10/27,63817
2017/10/28,31870
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,44083
2017/11/02,93177
2017/11/03,131636
2017/11/04,118593
2017/11/05,99979
2017/11/06,97315
2017/11/07,102614
2017/11/08,112154
2017/11/09,117282
2017/11/10,118698
2017/11/11,112313
2017/11/12,110471
2017/11/13,109654
2017/11/14,118097
2017/11/15,126754
2017/11/16,131756
2017/11/17,135585
2017/11/18,125979
2017/11/19,123672
2017/11/20,120566
2017/11/21,129341
2017/11/22,137135
2017/11/23,140407
2017/11/24,138510
2017/11/25,135921
2017/11/26,136082
2017/11/27,147897
2017/11/28,160951
2017/11/29,177832
2017/11/30,178178
2017/12/01,169298
2017/12/02,157914
2017/12/03,160968
2017/12/04,171214
2017/12/05,180171
2017/12/06,195799
2017/12/07,191478
2017/12/08,196523
2017/12/09,186820
2017/12/10,197558
2017/12/11,206962
2017/12/12,230495
2017/12/13,257092
2017/12/14,277095
2017/12/15,276112
2017/12/16,266806
2017/12/17,254470
2017/12/18,256218
2017/12/19,277767
2017/12/20,296389
2017/12/21,313856
2017/12/22,332655
2017/12/23,324479
2017/12/24,285827
2017/12/25,230263
2017/12/26,219971
2017/12/27,239316
2017/12/28,259838
2017/12/29,292992
2017/12/30,328891
2017/12/31,332106
2018/01/01,307620
2018/01/02,310440
2018/01/03,343215
2018/01/04,391999
2018/01/05,394975
2018/01/06,397503
2018/01/07,381877
2018/01/08,376336
2018/01/09,397368
2018/01/10,398779
2018/01/11,408099
2018/01/12,381644
2018/01/13,388105
2018/01/14,377218
2018/01/15,402264
2018/01/16,422935
2018/01/17,449290
2018/01/18,445579
2018/01/19,401755
2018/01/20,341288
2018/01/21,339700
2018/01/22,332652
2018/01/23,339462
2018/01/24,288762
2018/01/25,261428
2018/01/26,264968
2018/01/27,260582
2018/01/28,267656
2018/01/29,261565
2018/01/30,265705
2018/01/31,272131
2018/02/01,282744
2018/02/02,293194
2018/02/03,283017
2018/02/04,265462
2018/02/05,251507
2018/02/06,264022
2018/02/07,259899
2018/02/08,239776
2018/02/09,224818
2018/02/10,223329
2018/02/11,232680
2018/02/12,239115
2018/02/13,228079
2018/02/14,228723
2018/02/15,222760
2018/02/16,215645
2018/02/17,202013
2018/02/18,191244
2018/02/19,201082
2018/02/20,220228
2018/02/21,229660
2018/02/22,225044
2018/02/23,206484
2018/02/24,185807
2018/02/25,174716
2018/02/26,182455
2018/02/27,195881
2018/02/28,210699
2018/03/01,207810
2018/03/02,207622
2018/03/03,192820
2018/03/04,176449
2018/03/05,176433
2018/03/06,192913
2018/03/07,246042
2018/03/08,245263
2018/03/09,234169
2018/03/10,185765
2018/03/11,169873
2018/03/12,162584
2018/03/13,169197
2018/03/14,191175
2018/03/15,199571
2018/03/16,191840
2018/03/17,171515
2018/03/18,165408
2018/03/19,176534
2018/03/20,182491
2018/03/21,191602
2018/03/22,181581
2018/03/23,205633
2018/03/24,208707
2018/03/25,197210
2018/03/26,171283
2018/03/27,156547
2018/03/28,161330
2018/03/29,161664
2018/03/30,167589
2018/03/31,166947
2018/04/01,154476
2018/04/02,144846
2018/04/03,154144
2018/04/04,164297
2018/04/05,179254
2018/04/06,179578
2018/04/07,174814
2018/04/08,164697
2018/04/09,165872
2018/04/10,171095
2018/04/11,174880
2018/04/12,182575
2018/04/13,195898
2018/04/14,193762
2018/04/15,182256
2018/04/16,172517
2018/04/17,174919
2018/04/18,180875
2018/04/19,191920
2018/04/20,204331
2018/04/21,212104
2018/04/22,222826
2018/04/23,234835
2018/04/24,247774
2018/04/25,241149
2018/04/26,230522
2018/04/27,216049
2018/04/28,207225
2018/04/29,197223
2018/04/30,198808
2018/05/01,195847
2018/05/02,207106
2018/05/03,221374
2018/05/04,325341
2018/05/05,338768
2018/05/06,328325
2018/05/07,247402
2018/05/08,247869
2018/05/09,256975
2018/05/10,256283
2018/05/11,250568
2018/05/12,248631
2018/05/13,238925
2018/05/14,238011
2018/05/15,244702
2018/05/16,259353
2018/05/17,270938
2018/05/18,273762
2018/05/19,280456
2018/05/20,273999
2018/05/21,267313
2018/05/22,269538
2018/05/23,274300
2018/05/24,280072
2018/05/25,268690
2018/05/26,262644
2018/05/27,261974
2018/05/28,270555
2018/05/29,278792
2018/05/30,279083
2018/05/31,278258
2018/06/01,263462
2018/06/02,265605
2018/06/03,261227
2018/06/04,267073
2018/06/05,254586
2018/06/06,242934
2018/06/07,243084
2018/06/08,242874
2018/06/09,254350
2018/06/10,260940
2018/06/11,266945
2018/06/12,250964
2018/06/13,232680
2018/06/14,221492
2018/06/15,233233
2018/06/16,223738
2018/06/17,220184
2018/06/18,202987
2018/06/19,221977
2018/06/20,241521
2018/06/21,258641
2018/06/22,265915
2018/06/23,247220
2018/06/24,237630
2018/06/25,268185
2018/06/26,283283
2018/06/27,290208
2018/06/28,249024
2018/06/29,248324
2018/06/30,213658
2018/07/01,167573
2018/07/02,122352
2018/07/03,116555
2018/07/04,123516
2018/07/05,132966
2018/07/06,128937
2018/07/07,128481
2018/07/08,132563
2018/07/09,151702
2018/07/10,172015
2018/07/11,175608
2018/07/12,166937
2018/07/13,150435
2018/07/14,137349
2018/07/15,131377
2018/07/16,158717
2018/07/17,188925
2018/07/18,240792
2018/07/19,250334
2018/07/20,246559
2018/07/21,209385
2018/07/22,203092
2018/07/23,225077
2018/07/24,265515
2018/07/25,287229
2018/07/26,277365
2018/07/27,271767
2018/07/28,249470
2018/07/29,244553
2018/07/30,234254
2018/07/31,239774
2018/08/01,245429
2018/08/02,245309
2018/08/03,254560
2018/08/04,248665
2018/08/05,235982
2018/08/06,223031
2018/08/07,214820
2018/08/08,205038
2018/08/09,182354
2018/08/10,178602
2018/08/11,194567
2018/08/12,217360
2018/08/13,228580
2018/08/14,225257
2018/08/15,219991
2018/08/16,223114
2018/08/17,220397
2018/08/18,216691
2018/08/19,201831
2018/08/20,204793
2018/08/21,197408
2018/08/22,196689
2018/08/23,184093
2018/08/24,193332
2018/08/25,193929
2018/08/26,202660
2018/08/27,207560
2018/08/28,207004
2018/08/29,194327
2018/08/30,178411
2018/08/31,174671
2018/09/01,187995
2018/09/02,201324
2018/09/03,212853
2018/09/04,210964
2018/09/05,207872
2018/09/06,196767
2018/09/07,193701
2018/09/08,187729
2018/09/09,189249
2018/09/10,185085
2018/09/11,175713
2018/09/12,166940
2018/09/13,163701
2018/09/14,162720
2018/09/15,151031
2018/09/16,135325
2018/09/17,137167
2018/09/18,141807
2018/09/19,145106
2018/09/20,139894
2018/09/21,144677
2018/09/22,145077
2018/09/23,142384
2018/09/24,135933
2018/09/25,138427
2018/09/26,135910
2018/09/27,135848
2018/09/28,131893
2018/09/29,127606
2018/09/30,131562
2018/10/01,130422
2018/10/02,132779
2018/10/03,142066
2018/10/04,156992
2018/10/05,181394
2018/10/06,188736
2018/10/07,181477
2018/10/08,170398
2018/10/09,162188
2018/10/10,164112
2018/10/11,166727
2018/10/12,163445
2018/10/13,167500
2018/10/14,160171
2018/10/15,163596
2018/10/16,167453
2018/10/17,182006
2018/10/18,182295
2018/10/19,180694
2018/10/20,171389
2018/10/21,165971
2018/10/22,170135
2018/10/23,174019
2018/10/24,181506
2018/10/25,175870
2018/10/26,175741
2018/10/27,170033
2018/10/28,160842
2018/10/29,166152
2018/10/30,177810
2018/10/31,193353
2018/11/01,185932
2018/11/02,168739
2018/11/03,152847
2018/11/04,146046
2018/11/05,153901
2018/11/06,161108
2018/11/07,159713
2018/11/08,151248
2018/11/09,152178
2018/11/10,153983
2018/11/11,164208
2018/11/12,164764
2018/11/13,166891
2018/11/14,165488
2018/11/15,163346
2018/11/16,161590
2018/11/17,150915
2018/11/18,141322
2018/11/19,159122
2018/11/20,172787
2018/11/21,179165
2018/11/22,160971
2018/11/23,151590
2018/11/24,145027
2018/11/25,143771
2018/11/26,144715
2018/11/27,149928
2018/11/28,151892
2018/11/29,147172
2018/11/30,149349
2018/12/01,142718
2018/12/02,140113
2018/12/03,136432
2018/12/04,137848
2018/12/05,145944
2018/12/06,147772
2018/12/07,157468
2018/12/08,166922
2018/12/09,168302
2018/12/10,165677
2018/12/11,152768
2018/12/12,152262
2018/12/13,148805
2018/12/14,149746
2018/12/15,153063
2018/12/16,157445
2018/12/17,160082
2018/12/18,154170
2018/12/19,155774
2018/12/20,159265
2018/12/21,164174
2018/12/22,151676
2018/12/23,145888
2018/12/24,146722
2018/12/25,154161
2018/12/26,157741
2018/12/27,158924
2018/12/28,163358
2018/12/29,167488
2018/12/30,159201
2018/12/31,156165
2019/01/01,143739
2019/01/02,152341
2019/01/03,161823
2019/01/04,168983
2019/01/05,162645
2019/01/06,151682
2019/01/07,155056
2019/01/08,163476
2019/01/09,169503
2019/01/10,168666
2019/01/11,165669
2019/01/12,150110
2019/01/13,137954
2019/01/14,148675
2019/01/15,165412
2019/01/16,170655
2019/01/17,153944
2019/01/18,145415
2019/01/19,143441
2019/01/20,139320
2019/01/21,138093
2019/01/22,137516
2019/01/23,142456
2019/01/24,143243
2019/01/25,146471
2019/01/26,138544
2019/01/27,136695
2019/01/28,142287
2019/01/29,151917
2019/01/30,151715
2019/01/31,144990
2019/02/01,139902
2019/02/02,132348
2019/02/03,120622
2019/02/04,108693
2019/02/05,104695
2019/02/06,103748
2019/02/07,104863
2019/02/08,111199
2019/02/09,112141
2019/02/10,110037
2019/02/11,107810
2019/02/12,110928
2019/02/13,119218
2019/02/14,122396
2019/02/15,126305
2019/02/16,125063
2019/02/17,121966
2019/02/18,130253
2019/02/19,138401
2019/02/20,144746
2019/02/21,136067
2019/02/22,132263
2019/02/23,129190
2019/02/24,131768
2019/02/25,131447
2019/02/26,135519
2019/02/27,139499
2019/02/28,141635
2019/03/01,147642
2019/03/02,145750
2019/03/03,142838
2019/03/04,140496
2019/03/05,146226
2019/03/06,155431
2019/03/07,156990
2019/03/08,155126
2019/03/09,155050
2019/03/10,144997
2019/03/11,140135
2019/03/12,139863
2019/03/13,148485
2019/03/14,152640
2019/03/15,150601
2019/03/16,142776
2019/03/17,136620
2019/03/18,140620
2019/03/19,154542
2019/03/20,166531
2019/03/21,163714
2019/03/22,160162
2019/03/23,153538
2019/03/24,150627
2019/03/25,160157
2019/03/26,170634
2019/03/27,178258
2019/03/28,173109
2019/03/29,170546
2019/03/30,169462
2019/03/31,165112
2019/04/01,174689
2019/04/02,198303
2019/04/03,218036
2019/04/04,215260
2019/04/05,198648
2019/04/06,179184
2019/04/07,171070
2019/04/08,173374
2019/04/09,185796
2019/04/10,188999
2019/04/11,197060
2019/04/12,209320
2019/04/13,212220
2019/04/14,187808
2019/04/15,168934
2019/04/16,163908
2019/04/17,175542
2019/04/18,179632
2019/04/19,191616
2019/04/20,221663
2019/04/21,226247
2019/04/22,223498
2019/04/23,206668
2019/04/24,205320
2019/04/25,201982
2019/04/26,189347
2019/04/27,174683
2019/04/28,163708
2019/04/29,160390
2019/04/30,173454
2019/05/01,186934
2019/05/02,183246
2019/05/03,176511
2019/05/04,163262
2019/05/05,165714
2019/05/06,166582
2019/05/07,172288
2019/05/08,176103
2019/05/09,180365
2019/05/10,187363
2019/05/11,193543
2019/05/12,193353
2019/05/13,199168
2019/05/14,212980
2019/05/15,232196
2019/05/16,249191
2019/05/17,247814
2019/05/18,235936
2019/05/19,216840
2019/05/20,213239
2019/05/21,222649
2019/05/22,227429
2019/05/23,228069
2019/05/24,226819
2019/05/25,225691
2019/05/26,221376
2019/05/27,228489
2019/05/28,235745
2019/05/29,246790
2019/05/30,242637
2019/05/31,251341
2019/06/01,281637
2019/06/02,286457
2019/06/03,277362
2019/06/04,247170
2019/06/05,234679
2019/06/06,250664
2019/06/07,234230
2019/06/08,222754
2019/06/09,207369
2019/06/10,215063
2019/06/11,247975
2019/06/12,294475
2019/06/13,305137
2019/06/14,290448
2019/06/15,241680
2019/06/16,272639
2019/06/17,265424
2019/06/18,265207
2019/06/19,225593
2019/06/20,221691
2019/06/21,232214
2019/06/22,241454
2019/06/23,249333
2019/06/24,242193
2019/06/25,238783
2019/06/26,254163
2019/06/27,253659
2019/06/28,246022
2019/06/29,224362
2019/06/30,206606
2019/07/01,204329
2019/07/02,225576
2019/07/03,247247
2019/07/04,257493
2019/07/05,239940
2019/07/06,223848
2019/07/07,201570
2019/07/08,201473
2019/07/09,214494
2019/07/10,230424
2019/07/11,224184
2019/07/12,218659
2019/07/13,202321
2019/07/14,194799
2019/07/15,193745
2019/07/16,191200
2019/07/17,201327
2019/07/18,194247
2019/07/19,207780
2019/07/20,195278
2019/07/21,180796
2019/07/22,173288
2019/07/23,173499
2019/07/24,175183
2019/07/25,170429
2019/07/26,176493
2019/07/27,183028
2019/07/28,184383
2019/07/29,184523
2019/07/30,200628
2019/07/31,206170
2019/08/01,200214
2019/08/02,190373
2019/08/03,180264
2019/08/04,179806
2019/08/05,189194
2019/08/06,215451
2019/08/07,226879
2019/08/08,221047
2019/08/09,214569
2019/08/10,213563
2019/08/11,203212
2019/08/12,209996
2019/08/13,211478
2019/08/14,224161
2019/08/15,208491
2019/08/16,211533
2019/08/17,197876
2019/08/18,192857
2019/08/19,189661
2019/08/20,202930
2019/08/21,216363
2019/08/22,217244
2019/08/23,219793
2019/08/24,214916
2019/08/25,209541
2019/08/26,208201
2019/08/27,214948
2019/08/28,220056
2019/08/29,217405
2019/08/30,211324
2019/08/31,205321
2019/09/01,197633
2019/09/02,205269
2019/09/03,215032
2019/09/04,224842
2019/09/05,228693
2019/09/06,231117
2019/09/07,226815
2019/09/08,214472
2019/09/09,215734
2019/09/10,216537
2019/09/11,219951
2019/09/12,215552
2019/09/13,209707
2019/09/14,203276
2019/09/15,196300
2019/09/16,208884
2019/09/17,216695
2019/09/18,223558
2019/09/19,219069
2019/09/20,220969
2019/09/21,205408
2019/09/22,186934
2019/09/23,168359
2019/09/24,175466
2019/09/25,182127
2019/09/26,187047
2019/09/27,182802
2019/09/28,181420
2019/09/29,172573
2019/09/30,174931
2019/10/01,181370
2019/10/02,193162
2019/10/03,185550
2019/10/04,174758
2019/10/05,167766
2019/10/06,167405
2019/10/07,172039
2019/10/08,177670
2019/10/09,195873
2019/10/10,206187
2019/10/11,213976
2019/10/12,201117
2019/10/13,186172
2019/10/14,177795
2019/10/15,181959
2019/10/16,190458
2019/10/17,191149
2019/10/18,195814
2019/10/19,195437
2019/10/20,189269
2019/10/21,182873
2019/10/22,183767
2019/10/23,189920
2019/10/24,189727
2019/10/25,192739
2019/10/26,195903
2019/10/27,190154
2019/10/28,189227
