Date,fee_to_reward90emaUSD
2017/03/21,0.145
2017/03/22,0.146
2017/03/23,0.147
2017/03/24,0.148
2017/03/25,0.149
2017/03/26,0.15
2017/03/27,0.152
2017/03/28,0.153
2017/03/29,0.154
2017/03/30,0.156
2017/03/31,0.158
2017/04/01,0.158
2017/04/02,0.159
2017/04/03,0.161
2017/04/04,0.162
2017/04/05,0.163
2017/04/06,0.165
2017/04/07,0.166
2017/04/08,0.166
2017/04/09,0.166
2017/04/10,0.167
2017/04/11,0.168
2017/04/12,0.17
2017/04/13,0.17
2017/04/14,0.171
2017/04/15,0.171
2017/04/16,0.171
2017/04/17,0.172
2017/04/18,0.173
2017/04/19,0.175
2017/04/20,0.176
2017/04/21,0.179
2017/04/22,0.18
2017/04/23,0.181
2017/04/24,0.182
2017/04/25,0.184
2017/04/26,0.185
2017/04/27,0.187
2017/04/28,0.189
2017/04/29,0.19
2017/04/30,0.192
2017/05/01,0.195
2017/05/02,0.199
2017/05/03,0.2
2017/05/04,0.202
2017/05/05,0.204
2017/05/06,0.206
2017/05/07,0.209
2017/05/08,0.211
2017/05/09,0.214
2017/05/10,0.217
2017/05/11,0.22
2017/05/12,0.223
2017/05/13,0.226
2017/05/14,0.229
2017/05/15,0.234
2017/05/16,0.239
2017/05/17,0.25
2017/05/18,0.256
2017/05/19,0.264
2017/05/20,0.269
2017/05/21,0.275
2017/05/22,0.283
2017/05/23,0.295
2017/05/24,0.309
2017/05/25,0.318
2017/05/26,0.326
2017/05/27,0.333
2017/05/28,0.34
2017/05/29,0.346
2017/05/30,0.36
2017/05/31,0.389
2017/06/01,0.399
2017/06/02,0.414
2017/06/03,0.422
2017/06/04,0.432
2017/06/05,0.44
2017/06/06,0.45
2017/06/07,0.462
2017/06/08,0.47
2017/06/09,0.479
2017/06/10,0.484
2017/06/11,0.497
2017/06/12,0.522
2017/06/13,0.533
2017/06/14,0.54
2017/06/15,0.549
2017/06/16,0.556
2017/06/17,0.562
2017/06/18,0.568
2017/06/19,0.576
2017/06/20,0.617
2017/06/21,0.673
2017/06/22,0.712
2017/06/23,0.734
2017/06/24,0.763
2017/06/25,0.779
2017/06/26,0.803
2017/06/27,0.811
2017/06/28,0.838
2017/06/29,0.855
2017/06/30,0.863
2017/07/01,0.869
2017/07/02,0.875
2017/07/03,0.888
2017/07/04,0.897
2017/07/05,0.909
2017/07/06,0.913
2017/07/07,0.92
2017/07/08,0.927
2017/07/09,0.927
2017/07/10,0.929
2017/07/11,0.933
2017/07/12,0.942
2017/07/13,0.95
2017/07/14,0.953
2017/07/15,0.957
2017/07/16,0.96
2017/07/17,0.963
2017/07/18,0.979
2017/07/19,0.985
2017/07/20,0.985
2017/07/21,0.987
2017/07/22,0.985
2017/07/23,0.988
2017/07/24,0.993
2017/07/25,1.001
2017/07/26,1.004
2017/07/27,1.005
2017/07/28,1.006
2017/07/29,1.002
2017/07/30,0.998
2017/07/31,0.996
2017/08/01,1
2017/08/02,1.001
2017/08/03,1.003
2017/08/04,1.003
2017/08/05,1.004
2017/08/06,1.006
2017/08/07,1.015
2017/08/08,1.026
2017/08/09,1.029
2017/08/10,1.037
2017/08/11,1.048
2017/08/12,1.058
2017/08/13,1.064
2017/08/14,1.073
2017/08/15,1.086
2017/08/16,1.129
2017/08/17,1.156
2017/08/18,1.195
2017/08/19,1.212
2017/08/20,1.213
2017/08/21,1.217
2017/08/22,1.22
2017/08/23,1.222
2017/08/24,1.225
2017/08/25,1.232
2017/08/26,1.238
2017/08/27,1.242
2017/08/28,1.251
2017/08/29,1.278
2017/08/30,1.297
2017/08/31,1.338
2017/09/01,1.363
2017/09/02,1.373
2017/09/03,1.376
2017/09/04,1.399
2017/09/05,1.432
2017/09/06,1.483
2017/09/07,1.527
2017/09/08,1.573
2017/09/09,1.586
2017/09/10,1.595
2017/09/11,1.603
2017/09/12,1.621
2017/09/13,1.635
2017/09/14,1.643
2017/09/15,1.673
2017/09/16,1.705
2017/09/17,1.707
2017/09/18,1.713
2017/09/19,1.717
2017/09/20,1.739
2017/09/21,1.735
2017/09/22,1.737
2017/09/23,1.74
2017/09/24,1.758
2017/09/25,1.771
2017/09/26,1.784
2017/09/27,1.794
2017/09/28,1.804
2017/09/29,1.811
2017/09/30,1.821
2017/10/01,1.827
2017/10/02,1.833
2017/10/03,1.845
2017/10/04,1.856
2017/10/05,1.867
2017/10/06,1.884
2017/10/07,1.887
2017/10/08,1.894
2017/10/09,1.904
2017/10/10,1.916
2017/10/11,1.932
2017/10/12,1.945
2017/10/13,1.963
2017/10/14,1.973
2017/10/15,1.981
2017/10/16,1.98
2017/10/17,1.97
2017/10/18,1.956
2017/10/19,1.941
2017/10/20,1.938
2017/10/21,1.92
2017/10/22,1.897
2017/10/23,1.882
2017/10/24,1.875
2017/10/25,1.862
2017/10/26,1.848
2017/10/27,1.836
2017/10/28,1.819
2017/10/29,1.802
2017/10/30,1.791
2017/10/31,1.782
2017/11/01,1.778
2017/11/02,1.775
2017/11/03,1.763
2017/11/04,1.745
2017/11/05,1.726
2017/11/06,1.712
2017/11/07,1.702
2017/11/08,1.697
2017/11/09,1.69
2017/11/10,1.68
2017/11/11,1.666
2017/11/12,1.658
2017/11/13,1.651
2017/11/14,1.649
2017/11/15,1.651
2017/11/16,1.647
2017/11/17,1.646
2017/11/18,1.635
2017/11/19,1.627
2017/11/20,1.627
2017/11/21,1.626
2017/11/22,1.626
2017/11/23,1.625
2017/11/24,1.62
2017/11/25,1.612
2017/11/26,1.61
2017/11/27,1.611
2017/11/28,1.616
2017/11/29,1.624
2017/11/30,1.628
2017/12/01,1.633
2017/12/02,1.632
2017/12/03,1.635
2017/12/04,1.675
2017/12/05,1.745
2017/12/06,1.844
2017/12/07,1.999
2017/12/08,2.159
2017/12/09,2.303
2017/12/10,2.428
2017/12/11,2.518
2017/12/12,2.606
2017/12/13,2.674
2017/12/14,2.768
2017/12/15,2.84
2017/12/16,2.912
2017/12/17,2.959
2017/12/18,3.003
2017/12/19,3.071
2017/12/20,3.159
2017/12/21,3.25
2017/12/22,3.329
2017/12/23,3.368
2017/12/24,3.392
2017/12/25,3.391
2017/12/26,3.389
2017/12/27,3.394
2017/12/28,3.4
2017/12/29,3.422
2017/12/30,3.439
2017/12/31,3.447
2018/01/01,3.446
2018/01/02,3.469
2018/01/03,3.506
2018/01/04,3.56
2018/01/05,3.724
2018/01/06,3.917
2018/01/07,4.061
2018/01/08,4.211
2018/01/09,4.367
2018/01/10,4.552
2018/01/11,4.696
2018/01/12,4.787
2018/01/13,4.884
2018/01/14,4.965
2018/01/15,5.052
2018/01/16,5.129
2018/01/17,5.196
2018/01/18,5.27
2018/01/19,5.32
2018/01/20,5.358
2018/01/21,5.365
2018/01/22,5.359
2018/01/23,5.37
2018/01/24,5.371
2018/01/25,5.354
2018/01/26,5.329
2018/01/27,5.292
2018/01/28,5.261
2018/01/29,5.262
2018/01/30,5.249
2018/01/31,5.235
2018/02/01,5.259
2018/02/02,5.254
2018/02/03,5.224
2018/02/04,5.19
2018/02/05,5.16
2018/02/06,5.136
2018/02/07,5.104
2018/02/08,5.055
2018/02/09,5.013
2018/02/10,4.976
2018/02/11,4.93
2018/02/12,4.884
2018/02/13,4.838
2018/02/14,4.796
2018/02/15,4.752
2018/02/16,4.707
2018/02/17,4.669
2018/02/18,4.642
2018/02/19,4.604
2018/02/20,4.575
2018/02/21,4.545
2018/02/22,4.505
2018/02/23,4.466
2018/02/24,4.429
2018/02/25,4.387
2018/02/26,4.344
2018/02/27,4.304
2018/02/28,4.282
2018/03/01,4.243
2018/03/02,4.219
2018/03/03,4.177
2018/03/04,4.138
2018/03/05,4.106
2018/03/06,4.067
2018/03/07,4.037
2018/03/08,4.001
2018/03/09,3.963
2018/03/10,3.916
2018/03/11,3.866
2018/03/12,3.832
2018/03/13,3.787
2018/03/14,3.745
2018/03/15,3.702
2018/03/16,3.658
2018/03/17,3.609
2018/03/18,3.566
2018/03/19,3.526
2018/03/20,3.486
2018/03/21,3.454
2018/03/22,3.42
2018/03/23,3.39
2018/03/24,3.354
2018/03/25,3.314
2018/03/26,3.28
2018/03/27,3.245
2018/03/28,3.21
2018/03/29,3.178
2018/03/30,3.143
2018/03/31,3.103
2018/04/01,3.06
2018/04/02,3.024
2018/04/03,2.991
2018/04/04,2.954
2018/04/05,2.937
2018/04/06,2.906
2018/04/07,2.867
2018/04/08,2.832
2018/04/09,2.801
2018/04/10,2.769
2018/04/11,2.741
2018/04/12,2.719
2018/04/13,2.703
2018/04/14,2.675
2018/04/15,2.646
2018/04/16,2.621
2018/04/17,2.599
2018/04/18,2.584
2018/04/19,2.571
2018/04/20,2.558
2018/04/21,2.537
2018/04/22,2.517
2018/04/23,2.5
2018/04/24,2.493
2018/04/25,2.483
2018/04/26,2.473
2018/04/27,2.466
2018/04/28,2.458
2018/04/29,2.457
2018/04/30,2.458
2018/05/01,2.447
2018/05/02,2.439
2018/05/03,2.44
2018/05/04,2.44
2018/05/05,2.428
2018/05/06,2.412
2018/05/07,2.402
2018/05/08,2.396
2018/05/09,2.394
2018/05/10,2.412
2018/05/11,2.428
2018/05/12,2.424
2018/05/13,2.422
2018/05/14,2.434
2018/05/15,2.446
2018/05/16,2.461
2018/05/17,2.482
2018/05/18,2.498
2018/05/19,2.506
2018/05/20,2.509
2018/05/21,2.52
2018/05/22,2.538
2018/05/23,2.556
2018/05/24,2.57
2018/05/25,2.579
2018/05/26,2.58
2018/05/27,2.576
2018/05/28,2.601
2018/05/29,2.622
2018/05/30,2.647
2018/05/31,2.689
2018/06/01,2.713
2018/06/02,2.712
2018/06/03,2.709
2018/06/04,2.719
2018/06/05,2.721
2018/06/06,2.737
2018/06/07,2.736
2018/06/08,2.729
2018/06/09,2.711
2018/06/10,2.695
2018/06/11,2.681
2018/06/12,2.667
2018/06/13,2.656
2018/06/14,2.649
2018/06/15,2.649
2018/06/16,2.628
2018/06/17,2.601
2018/06/18,2.577
2018/06/19,2.566
2018/06/20,2.553
2018/06/21,2.538
2018/06/22,2.544
2018/06/23,2.522
2018/06/24,2.505
2018/06/25,2.5
2018/06/26,2.483
2018/06/27,2.467
2018/06/28,2.449
2018/06/29,2.435
2018/06/30,2.539
2018/07/01,2.745
2018/07/02,3.096
2018/07/03,3.352
2018/07/04,3.531
2018/07/05,3.678
2018/07/06,3.882
2018/07/07,4.055
2018/07/08,4.094
2018/07/09,4.107
2018/07/10,4.089
2018/07/11,4.079
2018/07/12,4.117
2018/07/13,4.171
2018/07/14,4.333
2018/07/15,4.52
2018/07/16,4.478
2018/07/17,4.427
2018/07/18,4.377
2018/07/19,4.324
2018/07/20,4.285
2018/07/21,4.248
2018/07/22,4.19
2018/07/23,4.153
2018/07/24,4.108
2018/07/25,4.061
2018/07/26,4.011
2018/07/27,3.959
2018/07/28,3.915
2018/07/29,3.859
2018/07/30,3.808
2018/07/31,3.76
2018/08/01,3.71
2018/08/02,3.662
2018/08/03,3.616
2018/08/04,3.568
2018/08/05,3.516
2018/08/06,3.48
2018/08/07,3.525
2018/08/08,3.699
2018/08/09,3.837
2018/08/10,3.893
2018/08/11,3.856
2018/08/12,3.807
2018/08/13,3.773
2018/08/14,3.748
2018/08/15,3.724
2018/08/16,3.69
2018/08/17,3.769
2018/08/18,3.728
2018/08/19,3.683
2018/08/20,3.641
2018/08/21,3.599
2018/08/22,3.585
2018/08/23,3.553
2018/08/24,3.548
2018/08/25,3.503
2018/08/26,3.475
2018/08/27,3.435
2018/08/28,3.398
2018/08/29,3.368
2018/08/30,3.337
2018/08/31,3.308
2018/09/01,3.271
2018/09/02,3.232
2018/09/03,3.199
2018/09/04,3.174
2018/09/05,3.141
2018/09/06,3.121
2018/09/07,3.102
2018/09/08,3.075
2018/09/09,3.051
2018/09/10,3.028
2018/09/11,3.013
2018/09/12,2.998
2018/09/13,2.984
2018/09/14,2.958
2018/09/15,2.931
2018/09/16,2.904
2018/09/17,2.884
2018/09/18,2.865
2018/09/19,2.87
2018/09/20,2.857
2018/09/21,2.855
2018/09/22,2.835
2018/09/23,2.811
2018/09/24,2.802
2018/09/25,2.791
2018/09/26,2.784
2018/09/27,2.78
2018/09/28,2.781
2018/09/29,2.784
2018/09/30,2.775
2018/10/01,2.776
2018/10/02,2.78
2018/10/03,2.764
2018/10/04,2.748
2018/10/05,2.732
2018/10/06,2.702
2018/10/07,2.675
2018/10/08,2.659
2018/10/09,2.641
2018/10/10,2.628
2018/10/11,2.618
2018/10/12,2.606
2018/10/13,2.583
2018/10/14,2.556
2018/10/15,2.541
2018/10/16,2.521
2018/10/17,2.505
2018/10/18,2.487
2018/10/19,2.474
2018/10/20,2.457
2018/10/21,2.437
2018/10/22,2.424
2018/10/23,2.412
2018/10/24,2.407
2018/10/25,2.408
2018/10/26,2.404
2018/10/27,2.387
2018/10/28,2.368
2018/10/29,2.36
2018/10/30,2.351
2018/10/31,2.342
2018/11/01,2.332
2018/11/02,2.326
2018/11/03,2.313
2018/11/04,2.298
2018/11/05,2.299
2018/11/06,2.3
2018/11/07,2.296
2018/11/08,2.297
2018/11/09,2.288
2018/11/10,2.268
2018/11/11,2.247
2018/11/12,2.243
2018/11/13,2.242
2018/11/14,2.252
2018/11/15,2.266
2018/11/16,2.272
2018/11/17,2.264
2018/11/18,2.261
2018/11/19,2.276
2018/11/20,2.292
2018/11/21,2.296
2018/11/22,2.297
2018/11/23,2.301
2018/11/24,2.297
2018/11/25,2.301
2018/11/26,2.304
2018/11/27,2.304
2018/11/28,2.319
2018/11/29,2.342
2018/11/30,2.381
2018/12/01,2.389
2018/12/02,2.391
2018/12/03,2.402
2018/12/04,2.413
2018/12/05,2.428
2018/12/06,2.428
2018/12/07,2.426
2018/12/08,2.411
2018/12/09,2.394
2018/12/10,2.384
2018/12/11,2.373
2018/12/12,2.36
2018/12/13,2.351
2018/12/14,2.343
2018/12/15,2.327
2018/12/16,2.309
2018/12/17,2.301
2018/12/18,2.299
2018/12/19,2.298
2018/12/20,2.296
2018/12/21,2.293
2018/12/22,2.279
2018/12/23,2.269
2018/12/24,2.266
2018/12/25,2.265
2018/12/26,2.257
2018/12/27,2.245
2018/12/28,2.236
2018/12/29,2.222
2018/12/30,2.234
2018/12/31,2.222
2019/01/01,2.206
2019/01/02,2.196
2019/01/03,2.186
2019/01/04,2.18
2019/01/05,2.175
2019/01/06,2.162
2019/01/07,2.151
2019/01/08,2.141
2019/01/09,2.129
2019/01/10,2.125
2019/01/11,2.117
2019/01/12,2.1
2019/01/13,2.085
2019/01/14,2.098
2019/01/15,2.1
2019/01/16,2.099
2019/01/17,2.092
2019/01/18,2.089
2019/01/19,2.082
2019/01/20,2.073
2019/01/21,2.073
2019/01/22,2.081
2019/01/23,2.082
2019/01/24,2.082
2019/01/25,2.079
2019/01/26,2.069
2019/01/27,2.06
2019/01/28,2.066
2019/01/29,2.065
2019/01/30,2.067
2019/01/31,2.074
2019/02/01,2.078
2019/02/02,2.071
2019/02/03,2.061
2019/02/04,2.052
2019/02/05,2.044
2019/02/06,2.038
2019/02/07,2.033
2019/02/08,2.033
2019/02/09,2.029
2019/02/10,2.027
2019/02/11,2.034
2019/02/12,2.039
2019/02/13,2.052
2019/02/14,2.062
2019/02/15,2.081
2019/02/16,2.093
2019/02/17,2.104
2019/02/18,2.134
2019/02/19,2.163
2019/02/20,2.188
2019/02/21,2.21
2019/02/22,2.229
2019/02/23,2.239
2019/02/24,2.262
2019/02/25,2.293
2019/02/26,2.323
2019/02/27,2.345
2019/02/28,2.377
2019/03/01,2.388
2019/03/02,2.39
2019/03/03,2.388
2019/03/04,2.401
2019/03/05,2.412
2019/03/06,2.422
2019/03/07,2.431
2019/03/08,2.439
2019/03/09,2.441
2019/03/10,2.434
2019/03/11,2.434
2019/03/12,2.435
2019/03/13,2.434
2019/03/14,2.43
2019/03/15,2.426
2019/03/16,2.414
2019/03/17,2.403
2019/03/18,2.413
2019/03/19,2.424
2019/03/20,2.429
2019/03/21,2.457
2019/03/22,2.472
2019/03/23,2.47
2019/03/24,2.468
2019/03/25,2.48
2019/03/26,2.493
2019/03/27,2.511
2019/03/28,2.521
2019/03/29,2.539
2019/03/30,2.542
2019/03/31,2.544
2019/04/01,2.56
2019/04/02,2.588
2019/04/03,2.629
2019/04/04,2.646
2019/04/05,2.647
2019/04/06,2.641
2019/04/07,2.636
2019/04/08,2.646
2019/04/09,2.647
2019/04/10,2.685
2019/04/11,2.853
2019/04/12,2.991
2019/04/13,3.084
2019/04/14,3.165
2019/04/15,3.268
2019/04/16,3.406
2019/04/17,3.558
2019/04/18,3.727
2019/04/19,3.78
2019/04/20,3.742
2019/04/21,3.707
2019/04/22,3.679
2019/04/23,3.656
2019/04/24,3.631
2019/04/25,3.6
2019/04/26,3.582
2019/04/27,3.543
2019/04/28,3.508
2019/04/29,3.477
2019/04/30,3.451
2019/05/01,3.426
2019/05/02,3.411
2019/05/03,3.393
2019/05/04,3.365
2019/05/05,3.34
2019/05/06,3.327
2019/05/07,3.325
2019/05/08,3.312
2019/05/09,3.298
2019/05/10,3.29
2019/05/11,3.273
2019/05/12,3.256
2019/05/13,3.252
2019/05/14,3.26
2019/05/15,3.286
2019/05/16,3.346
2019/05/17,3.381
2019/05/18,3.39
2019/05/19,3.388
2019/05/20,3.399
2019/05/21,3.395
2019/05/22,3.416
2019/05/23,3.424
2019/05/24,3.437
2019/05/25,3.429
2019/05/26,3.408
2019/05/27,3.424
2019/05/28,3.439
2019/05/29,3.456
2019/05/30,3.484
2019/05/31,3.499
2019/06/01,3.512
2019/06/02,3.498
2019/06/03,3.501
2019/06/04,3.505
2019/06/05,3.506
2019/06/06,3.502
2019/06/07,3.494
2019/06/08,3.525
2019/06/09,3.501
2019/06/10,3.535
2019/06/11,3.546
2019/06/12,3.527
2019/06/13,3.509
2019/06/14,3.508
2019/06/15,3.527
2019/06/16,3.508
2019/06/17,3.537
2019/06/18,3.531
2019/06/19,3.539
2019/06/20,3.575
2019/06/21,3.559
2019/06/22,3.538
