Date,mediantransactionvalue30emaUSD
2017/11/29,12.069
2017/11/30,12.797
2017/12/01,12.905
2017/12/02,12.896
2017/12/03,12.716
2017/12/04,13.466
2017/12/05,14.333
2017/12/06,20.065
2017/12/07,21.064
2017/12/08,21.148
2017/12/09,20.709
2017/12/10,20.136
2017/12/11,19.884
2017/12/12,20.711
2017/12/13,22.89
2017/12/14,26.623
2017/12/15,29.086
2017/12/16,30.222
2017/12/17,31.433
2017/12/18,34.114
2017/12/19,38.411
2017/12/20,46.25
2017/12/21,53.661
2017/12/22,61.366
2017/12/23,62.509
2017/12/24,62.639
2017/12/25,62.288
2017/12/26,63.076
2017/12/27,64.557
2017/12/28,65.536
2017/12/29,71.406
2017/12/30,81.198
2017/12/31,81.372
2018/01/01,80.967
2018/01/02,84.865
2018/01/03,96.364
2018/01/04,127.954
2018/01/05,145.777
2018/01/06,152.078
2018/01/07,156.221
2018/01/08,162.303
2018/01/09,174.34
2018/01/10,186.618
2018/01/11,194.296
2018/01/12,194.02
2018/01/13,190.254
2018/01/14,185.815
2018/01/15,190.584
2018/01/16,199.807
2018/01/17,207.572
2018/01/18,209.707
2018/01/19,203.046
2018/01/20,193.585
2018/01/21,194.675
2018/01/22,189.413
2018/01/23,183.484
2018/01/24,177.616
2018/01/25,169.614
2018/01/26,166.015
2018/01/27,161.071
2018/01/28,155.279
2018/01/29,152.969
2018/01/30,150.398
2018/01/31,147.791
2018/02/01,151.131
2018/02/02,150.246
2018/02/03,145.077
2018/02/04,139.091
2018/02/05,135.079
2018/02/06,131.131
2018/02/07,126.871
2018/02/08,121.261
2018/02/09,116.102
2018/02/10,110.579
2018/02/11,103.978
2018/02/12,98.236
2018/02/13,93.379
2018/02/14,90.186
2018/02/15,87.375
2018/02/16,83.831
2018/02/17,78.995
2018/02/18,75.011
2018/02/19,70.657
2018/02/20,66.22
2018/02/21,62.396
2018/02/22,58.821
2018/02/23,55.463
2018/02/24,51.885
2018/02/25,48.559
2018/02/26,45.982
2018/02/27,43.583
2018/02/28,41.933
2018/03/01,39.843
2018/03/02,37.328
2018/03/03,34.927
2018/03/04,32.707
2018/03/05,31.014
2018/03/06,29.745
2018/03/07,30.467
2018/03/08,28.929
2018/03/09,27.941
2018/03/10,26.513
2018/03/11,24.802
2018/03/12,23.41
2018/03/13,21.917
2018/03/14,20.929
2018/03/15,19.929
2018/03/16,18.663
2018/03/17,17.478
2018/03/18,16.366
2018/03/19,15.519
2018/03/20,14.536
2018/03/21,13.635
2018/03/22,13.109
2018/03/23,12.602
2018/03/24,12.638
2018/03/25,11.991
2018/03/26,11.54
2018/03/27,11.045
2018/03/28,10.566
2018/03/29,10.532
2018/03/30,10.101
2018/03/31,9.473
2018/04/01,8.886
2018/04/02,8.338
2018/04/03,7.826
2018/04/04,7.323
2018/04/05,6.853
2018/04/06,6.413
2018/04/07,6.004
2018/04/08,5.619
2018/04/09,5.269
2018/04/10,4.963
2018/04/11,4.645
2018/04/12,4.351
2018/04/13,4.085
2018/04/14,3.821
2018/04/15,3.577
2018/04/16,3.363
2018/04/17,3.147
2018/04/18,2.947
2018/04/19,2.757
2018/04/20,2.579
2018/04/21,2.417
2018/04/22,2.267
2018/04/23,2.142
2018/04/24,2.013
2018/04/25,1.887
2018/04/26,1.765
2018/04/27,1.651
2018/04/28,1.545
2018/04/29,1.445
2018/04/30,1.387
2018/05/01,1.315
2018/05/02,1.265
2018/05/03,1.239
2018/05/04,7.3
2018/05/05,6.891
2018/05/06,6.59
2018/05/07,6.174
2018/05/08,5.78
2018/05/09,5.412
2018/05/10,5.063
2018/05/11,4.755
2018/05/12,4.448
2018/05/13,4.165
2018/05/14,4.035
2018/05/15,3.799
2018/05/16,3.571
2018/05/17,3.368
2018/05/18,3.189
2018/05/19,2.984
2018/05/20,2.791
2018/05/21,2.636
2018/05/22,2.466
2018/05/23,2.33
2018/05/24,2.203
2018/05/25,2.061
2018/05/26,1.928
2018/05/27,1.804
2018/05/28,1.722
2018/05/29,1.611
2018/05/30,1.536
2018/05/31,1.485
2018/06/01,1.404
2018/06/02,1.314
2018/06/03,1.229
2018/06/04,1.154
2018/06/05,1.08
2018/06/06,1.022
2018/06/07,0.956
2018/06/08,0.894
2018/06/09,0.837
2018/06/10,0.783
2018/06/11,0.735
2018/06/12,0.688
2018/06/13,0.644
2018/06/14,0.611
2018/06/15,0.576
2018/06/16,0.539
2018/06/17,0.504
2018/06/18,0.471
2018/06/19,0.441
2018/06/20,0.413
2018/06/21,0.386
2018/06/22,0.365
2018/06/23,0.341
2018/06/24,0.322
2018/06/25,0.303
2018/06/26,0.284
2018/06/27,0.266
2018/06/28,0.252
2018/06/29,0.241
2018/06/30,0.226
2018/07/01,0.211
2018/07/02,1.414
2018/07/03,1.323
2018/07/04,2.489
2018/07/05,2.583
2018/07/06,3.268
2018/07/07,3.239
2018/07/08,3.038
2018/07/09,2.842
2018/07/10,2.659
2018/07/11,2.487
2018/07/12,2.327
2018/07/13,2.177
2018/07/14,2.062
2018/07/15,2.171
2018/07/16,2.031
2018/07/17,1.9
2018/07/18,1.777
2018/07/19,1.663
2018/07/20,1.556
2018/07/21,1.456
2018/07/22,1.362
2018/07/23,1.274
2018/07/24,1.192
2018/07/25,1.115
2018/07/26,1.043
2018/07/27,0.976
2018/07/28,0.913
2018/07/29,0.854
2018/07/30,0.799
2018/07/31,0.748
2018/08/01,0.7
2018/08/02,0.655
2018/08/03,0.613
2018/08/04,0.573
2018/08/05,0.536
2018/08/06,0.502
2018/08/07,0.625
2018/08/08,2.029
2018/08/09,3.06
2018/08/10,3.36
2018/08/11,3.144
2018/08/12,2.941
2018/08/13,2.751
2018/08/14,2.577
2018/08/15,2.41
2018/08/16,2.255
2018/08/17,2.531
2018/08/18,2.368
2018/08/19,2.215
2018/08/20,2.072
2018/08/21,1.938
2018/08/22,1.813
2018/08/23,1.7
2018/08/24,1.601
2018/08/25,1.503
2018/08/26,1.408
2018/08/27,1.317
2018/08/28,1.251
2018/08/29,1.176
2018/08/30,1.102
2018/08/31,1.043
2018/09/01,0.976
2018/09/02,0.913
2018/09/03,0.857
2018/09/04,0.822
2018/09/05,0.795
2018/09/06,0.86
2018/09/07,0.814
2018/09/08,0.762
2018/09/09,0.713
2018/09/10,0.685
2018/09/11,0.649
2018/09/12,0.614
2018/09/13,0.6
2018/09/14,0.581
2018/09/15,0.549
2018/09/16,0.52
2018/09/17,0.49
2018/09/18,0.471
2018/09/19,0.495
2018/09/20,0.53
2018/09/21,0.677
2018/09/22,0.68
2018/09/23,0.658
2018/09/24,0.707
2018/09/25,0.703
2018/09/26,0.699
2018/09/27,0.753
2018/09/28,0.806
2018/09/29,0.857
2018/09/30,0.862
2018/10/01,0.896
2018/10/02,0.855
2018/10/03,0.8
2018/10/04,0.751
2018/10/05,0.703
2018/10/06,0.658
2018/10/07,0.616
2018/10/08,0.578
2018/10/09,0.54
2018/10/10,0.514
2018/10/11,0.483
2018/10/12,0.452
2018/10/13,0.422
2018/10/14,0.395
2018/10/15,0.376
2018/10/16,0.355
2018/10/17,0.333
2018/10/18,0.311
2018/10/19,0.291
2018/10/20,0.273
2018/10/21,0.255
2018/10/22,0.239
2018/10/23,0.226
2018/10/24,0.256
2018/10/25,0.252
2018/10/26,0.252
2018/10/27,0.235
2018/10/28,0.223
2018/10/29,0.211
2018/10/30,0.197
2018/10/31,0.186
2018/11/01,0.174
2018/11/02,0.163
2018/11/03,0.152
2018/11/04,0.143
2018/11/05,0.14
2018/11/06,0.131
2018/11/07,0.123
2018/11/08,0.115
2018/11/09,0.121
2018/11/10,0.114
2018/11/11,0.107
2018/11/12,0.102
2018/11/13,0.097
2018/11/14,0.105
2018/11/15,0.136
2018/11/16,0.127
2018/11/17,0.119
2018/11/18,0.111
2018/11/19,0.167
2018/11/20,0.165
2018/11/21,0.154
2018/11/22,0.144
2018/11/23,0.135
2018/11/24,0.126
2018/11/25,0.122
2018/11/26,0.115
2018/11/27,0.107
2018/11/28,0.1
2018/11/29,0.094
2018/11/30,0.095
2018/12/01,0.089
2018/12/02,0.083
2018/12/03,0.08
2018/12/04,0.075
2018/12/05,0.07
2018/12/06,0.065
2018/12/07,0.067
2018/12/08,0.066
2018/12/09,0.063
2018/12/10,0.06
2018/12/11,0.056
2018/12/12,0.053
2018/12/13,0.049
2018/12/14,0.046
2018/12/15,0.043
2018/12/16,0.042
2018/12/17,0.039
2018/12/18,0.036
2018/12/19,0.034
2018/12/20,0.032
2018/12/21,0.03
2018/12/22,0.028
2018/12/23,0.026
2018/12/24,0.024
2018/12/25,0.023
2018/12/26,0.021
2018/12/27,0.02
2018/12/28,0.019
2018/12/29,0.018
2018/12/30,0.025
2018/12/31,0.024
2019/01/01,0.022
2019/01/02,0.021
2019/01/03,0.019
2019/01/04,0.018
2019/01/05,0.017
2019/01/06,0.016
2019/01/07,0.015
2019/01/08,0.015
2019/01/09,0.014
2019/01/10,0.013
2019/01/11,0.013
2019/01/12,0.012
2019/01/13,0.011
2019/01/14,0.026
2019/01/15,0.035
2019/01/16,0.032
2019/01/17,0.03
2019/01/18,0.028
2019/01/19,0.026
2019/01/20,0.025
2019/01/21,0.023
2019/01/22,0.022
2019/01/23,0.02
2019/01/24,0.019
2019/01/25,0.018
2019/01/26,0.017
2019/01/27,0.016
2019/01/28,0.018
2019/01/29,0.017
2019/01/30,0.016
2019/01/31,0.015
2019/02/01,0.014
2019/02/02,0.013
2019/02/03,0.012
2019/02/04,0.011
2019/02/05,0.011
2019/02/06,0.01
2019/02/07,0.009
2019/02/08,0.009
2019/02/09,0.008
2019/02/10,0.008
2019/02/11,0.007
2019/02/12,0.007
2019/02/13,0.006
2019/02/14,0.006
2019/02/15,0.006
2019/02/16,0.005
2019/02/17,0.005
2019/02/18,0.005
2019/02/19,0.005
2019/02/20,0.004
2019/02/21,0.004
2019/02/22,0.004
2019/02/23,0.004
2019/02/24,0.003
2019/02/25,0.003
2019/02/26,0.003
2019/02/27,0.003
2019/02/28,0.003
2019/03/01,0.002
2019/03/02,0.002
2019/03/03,0.002
2019/03/04,0.002
2019/03/05,0.002
2019/03/06,0.002
2019/03/07,0.002
2019/03/08,0.002
2019/03/09,0.001
2019/03/10,0.001
2019/03/11,0.001
2019/03/12,0.001
2019/03/13,0.001
2019/03/14,0.001
2019/03/15,0.001
2019/03/16,0.001
2019/03/17,0.001
2019/03/18,0.001
2019/03/19,0.001
2019/03/20,0.001
2019/03/21,0.001
2019/03/22,0.001
2019/03/23,0.001
2019/03/24,0.001
2019/03/25,0
2019/03/26,0
2019/03/27,0
2019/03/28,0
2019/03/29,0
2019/03/30,0
2019/03/31,0
2019/04/01,0
2019/04/02,0
2019/04/03,0
2019/04/04,0
2019/04/05,0
2019/04/06,0
2019/04/07,0.002
2019/04/08,0.005
2019/04/09,0.007
2019/04/10,0.006
2019/04/11,0.006
2019/04/12,0.011
2019/04/13,0.011
2019/04/14,0.011
2019/04/15,0.011
2019/04/16,0.01
2019/04/17,0.009
2019/04/18,0.009
2019/04/19,0.008
2019/04/20,0.008
2019/04/21,0.007
2019/04/22,0.007
2019/04/23,0.006
2019/04/24,0.006
2019/04/25,0.005
2019/04/26,0.005
2019/04/27,0.005
2019/04/28,0.004
2019/04/29,0.004
2019/04/30,0.004
2019/05/01,0.004
2019/05/02,0.003
2019/05/03,0.003
2019/05/04,0.003
2019/05/05,0.003
2019/05/06,0.003
2019/05/07,0.002
2019/05/08,0.002
2019/05/09,0.002
2019/05/10,0.002
2019/05/11,0.002
2019/05/12,0.002
2019/05/13,0.002
2019/05/14,0.002
2019/05/15,0.001
2019/05/16,0.006
2019/05/17,0.006
2019/05/18,0.005
2019/05/19,0.005
2019/05/20,0.005
2019/05/21,0.004
2019/05/22,0.004
2019/05/23,0.004
2019/05/24,0.003
2019/05/25,0.003
2019/05/26,0.003
2019/05/27,0.003
2019/05/28,0.003
2019/05/29,0.002
2019/05/30,0.002
2019/05/31,0.002
2019/06/01,0.002
2019/06/02,0.002
2019/06/03,0.002
2019/06/04,0.002
2019/06/05,0.002
2019/06/06,0.001
2019/06/07,0.001
2019/06/08,0.001
2019/06/09,0.001
2019/06/10,0.001
2019/06/11,0.001
2019/06/12,0.013
2019/06/13,0.013
2019/06/14,0.012
2019/06/15,0.011
2019/06/16,0.022
2019/06/17,0.021
2019/06/18,0.019
2019/06/19,0.018
2019/06/20,0.017
2019/06/21,0.016
2019/06/22,0.015
2019/06/23,0.014
2019/06/24,0.013
