Date,hashrate90ema
2016/01/01,473447454916
2016/01/02,474647592130
2016/01/03,476190296685
2016/01/04,477621076964
2016/01/05,479186791542
2016/01/06,480791095258
2016/01/07,481789504225
2016/01/08,483303755610
2016/01/09,484806025475
2016/01/10,485973951852
2016/01/11,487637328208
2016/01/12,488812171251
2016/01/13,489729725664
2016/01/14,491136786461
2016/01/15,492807173829
2016/01/16,494593513242
2016/01/17,496213913370
2016/01/18,498308101312
2016/01/19,500210781829
2016/01/20,502142986087
2016/01/21,503945077986
2016/01/22,506290426506
2016/01/23,508543476695
2016/01/24,511666894277
2016/01/25,514149428904
2016/01/26,517642528169
2016/01/27,520850320416
2016/01/28,523738704609
2016/01/29,526954103147
2016/01/30,530071410650
2016/01/31,532634431202
2016/02/01,535856543525
2016/02/02,538335169235
2016/02/03,541817840174
2016/02/04,545167470455
2016/02/05,548539516221
2016/02/06,551308508591
2016/02/07,554430092018
2016/02/08,558143423119
2016/02/09,561246610237
2016/02/10,564692999676
2016/02/11,568711762574
2016/02/12,572055878843
2016/02/13,576317302821
2016/02/14,580690522643
2016/02/15,585394304836
2016/02/16,589883214838
2016/02/17,593843561638
2016/02/18,597296346174
2016/02/19,601636717020
2016/02/20,606002848333
2016/02/21,610460958940
2016/02/22,615607803434
2016/02/23,620748091498
2016/02/24,625711599678
2016/02/25,630770113996
2016/02/26,636283980305
2016/02/27,642010783477
2016/02/28,648028409292
2016/02/29,653257785825
2016/03/01,658693063509
2016/03/02,664856598793
2016/03/03,671283329525
2016/03/04,678130313185
2016/03/05,685864915488
2016/03/06,693576316371
2016/03/07,701351343362
2016/03/08,709238801069
2016/03/09,717408396021
2016/03/10,726352306139
2016/03/11,735711960859
2016/03/12,746261150713
2016/03/13,758235114480
2016/03/14,768967501544
2016/03/15,780539194496
2016/03/16,792444572180
2016/03/17,805118899089
2016/03/18,817200704800
2016/03/19,830442176691
2016/03/20,844087811988
2016/03/21,856946059045
2016/03/22,870341759473
2016/03/23,881747292950
2016/03/24,895449303842
2016/03/25,910367477207
2016/03/26,925978797808
2016/03/27,941711858827
2016/03/28,956358551646
2016/03/29,972060078415
2016/03/30,988326575601
2016/03/31,1005485018895
2016/04/01,1022723093067
2016/04/02,1038200604978
2016/04/03,1055511499866
2016/04/04,1074273832668
2016/04/05,1092826001977
2016/04/06,1110443886756
2016/04/07,1125877191718
2016/04/08,1144496335198
2016/04/09,1162423659593
2016/04/10,1181645664063
2016/04/11,1199006762160
2016/04/12,1215082945241
2016/04/13,1232936537226
2016/04/14,1250682440379
2016/04/15,1269835958828
2016/04/16,1289203848600
2016/04/17,1307007737793
2016/04/18,1327179024688
2016/04/19,1346884213981
2016/04/20,1367167264392
2016/04/21,1387432915262
2016/04/22,1405710792239
2016/04/23,1425683048891
2016/04/24,1444503875660
2016/04/25,1465453704759
2016/04/26,1484406719848
2016/04/27,1503287117846
2016/04/28,1522949044803
2016/04/29,1543223751529
2016/04/30,1565157931320
2016/05/01,1586138355371
2016/05/02,1604799486914
2016/05/03,1626021707474
2016/05/04,1646116720227
2016/05/05,1665953741022
