Date,size30rsi
2016/01/01,48.405
2016/01/02,49.133
2016/01/03,49.149
2016/01/04,49.44
2016/01/05,53.76
2016/01/06,55.254
2016/01/07,55.221
2016/01/08,50.033
2016/01/09,51.338
2016/01/10,49.625
2016/01/11,49.775
2016/01/12,50.158
2016/01/13,53.535
2016/01/14,49.713
2016/01/15,49.154
2016/01/16,48.758
2016/01/17,47.927
2016/01/18,49.79
2016/01/19,50.331
2016/01/20,48.727
2016/01/21,48.561
2016/01/22,49.533
2016/01/23,48.166
2016/01/24,49.205
2016/01/25,53.028
2016/01/26,51.772
2016/01/27,55.247
2016/01/28,53.569
2016/01/29,52.221
2016/01/30,50.765
2016/01/31,50.272
2016/02/01,49.648
2016/02/02,49.608
2016/02/03,49.396
2016/02/04,49.736
2016/02/05,50.123
2016/02/06,56.551
2016/02/07,48.965
2016/02/08,49.047
2016/02/09,49.034
2016/02/10,49.878
2016/02/11,51.811
2016/02/12,50.541
2016/02/13,51.127
2016/02/14,50.149
2016/02/15,49.99
2016/02/16,50.004
2016/02/17,51.707
2016/02/18,49.72
2016/02/19,50.318
2016/02/20,48.909
2016/02/21,48.969
2016/02/22,49.51
2016/02/23,49.883
2016/02/24,49.766
2016/02/25,49.842
2016/02/26,52.373
2016/02/27,49.605
2016/02/28,49.45
2016/02/29,50.702
2016/03/01,50.412
2016/03/02,51.057
2016/03/03,51.824
2016/03/04,51.835
2016/03/05,52.871
2016/03/06,53.682
2016/03/07,51.063
2016/03/08,51.466
2016/03/09,52.092
2016/03/10,51.036
2016/03/11,50.842
2016/03/12,53.831
2016/03/13,53.956
2016/03/14,55.762
2016/03/15,52.202
2016/03/16,52.177
2016/03/17,53.972
2016/03/18,53.611
2016/03/19,55.164
2016/03/20,54.17
2016/03/21,55.072
2016/03/22,55.364
2016/03/23,55.633
2016/03/24,61.002
2016/03/25,55.934
2016/03/26,54.314
2016/03/27,49.401
2016/03/28,54.153
2016/03/29,51.261
2016/03/30,53.878
2016/03/31,51.278
2016/04/01,52.516
2016/04/02,48.733
2016/04/03,48.877
2016/04/04,52.522
2016/04/05,52.869
2016/04/06,50.055
2016/04/07,51.011
2016/04/08,52.891
2016/04/09,49.667
2016/04/10,49.155
2016/04/11,48.885
2016/04/12,51.616
2016/04/13,51.979
2016/04/14,50.886
2016/04/15,50.984
2016/04/16,48.024
2016/04/17,57.191
2016/04/18,49.853
2016/04/19,49.461
2016/04/20,49.967
2016/04/21,51.692
2016/04/22,49.114
2016/04/23,48.872
2016/04/24,50.862
2016/04/25,50.434
2016/04/26,49.749
2016/04/27,49.357
2016/04/28,50.593
2016/04/29,50.795
2016/04/30,52.94
2016/05/01,54.1
2016/05/02,51.266
2016/05/03,50.8
2016/05/04,51.495
2016/05/05,51.321
2016/05/06,53.221
2016/05/07,49.619
2016/05/08,51.717
2016/05/09,50.723
2016/05/10,51.021
2016/05/11,52.093
2016/05/12,53.729
2016/05/13,53.648
2016/05/14,53.769
2016/05/15,51.472
2016/05/16,50.717
2016/05/17,51.08
2016/05/18,53.68
2016/05/19,51.834
2016/05/20,53.322
2016/05/21,53.246
2016/05/22,50.304
2016/05/23,51.46
2016/05/24,50.802
2016/05/25,52.998
2016/05/26,53.95
2016/05/27,53.831
2016/05/28,62.828
2016/05/29,51.662
2016/05/30,50.064
2016/05/31,50.666
2016/06/01,50.273
2016/06/02,48.919
2016/06/03,48.612
2016/06/04,48.363
2016/06/05,48.194
2016/06/06,48.618
2016/06/07,52.267
2016/06/08,48.832
2016/06/09,49.364
2016/06/10,48.843
2016/06/11,48.095
2016/06/12,49.263
2016/06/13,51.179
2016/06/14,52.721
2016/06/15,49.995
2016/06/16,51.107
2016/06/17,57.546
2016/06/18,56.198
2016/06/19,50.711
2016/06/20,51.695
2016/06/21,50.702
2016/06/22,50.525
2016/06/23,49.256
2016/06/24,50.83
2016/06/25,48.063
2016/06/26,48.557
2016/06/27,48.023
2016/06/28,49.005
2016/06/29,52.918
2016/06/30,58.968
2016/07/01,48.012
2016/07/02,48.037
2016/07/03,48.259
2016/07/04,48.378
2016/07/05,48.985
2016/07/06,48.332
2016/07/07,48.395
2016/07/08,50.305
2016/07/09,48.478
2016/07/10,48.371
2016/07/11,48.536
2016/07/12,50.307
2016/07/13,47.858
2016/07/14,50.008
2016/07/15,49.091
2016/07/16,47.843
2016/07/17,46.865
2016/07/18,48.561
2016/07/19,49.855
2016/07/20,52.417
2016/07/21,50.022
2016/07/22,51.415
2016/07/23,49.669
2016/07/24,53.092
2016/07/25,52.363
2016/07/26,54.624
2016/07/27,51.7
2016/07/28,50.582
2016/07/29,50.445
2016/07/30,48.826
2016/07/31,50.323
2016/08/01,50.025
2016/08/02,51.552
2016/08/03,51.269
2016/08/04,50.637
2016/08/05,49.475
2016/08/06,48.677
2016/08/07,48.787
2016/08/08,49.22
2016/08/09,50.465
2016/08/10,50.678
2016/08/11,50.878
2016/08/12,49.939
2016/08/13,48.029
2016/08/14,47.662
2016/08/15,48.651
2016/08/16,51.086
2016/08/17,49.681
2016/08/18,51.697
2016/08/19,49.023
2016/08/20,48.446
2016/08/21,48.887
2016/08/22,49.64
2016/08/23,56.783
2016/08/24,50.35
2016/08/25,51.316
2016/08/26,50.575
2016/08/27,50.245
2016/08/28,48.358
2016/08/29,50.093
2016/08/30,50.71
2016/08/31,49.581
2016/09/01,50.241
2016/09/02,53.954
2016/09/03,49.168
2016/09/04,51.87
2016/09/05,49.151
2016/09/06,51.804
2016/09/07,51.408
2016/09/08,53.925
2016/09/09,53.288
2016/09/10,48.837
2016/09/11,48.257
2016/09/12,49.857
2016/09/13,48.76
2016/09/14,52.003
2016/09/15,51.819
2016/09/16,55.041
2016/09/17,49.67
2016/09/18,47.932
2016/09/19,46.929
2016/09/20,50.964
2016/09/21,49.938
2016/09/22,52.932
2016/09/23,46.731
2016/09/24,49.267
2016/09/25,47.928
2016/09/26,49.537
2016/09/27,50.694
2016/09/28,49.684
2016/09/29,48.481
2016/09/30,48.431
2016/10/01,52.281
2016/10/02,50.982
2016/10/03,51.306
2016/10/04,55.787
2016/10/05,51.732
2016/10/06,52.968
2016/10/07,66.987
2016/10/08,72.146
2016/10/09,72.991
2016/10/10,85.57
2016/10/11,50.886
2016/10/12,47.837
2016/10/13,47.961
2016/10/14,48.167
2016/10/15,47.826
2016/10/16,47.967
2016/10/17,48.158
2016/10/18,49.054
2016/10/19,48.798
2016/10/20,48.383
2016/10/21,49.055
2016/10/22,48.134
2016/10/23,47.968
2016/10/24,49.348
2016/10/25,49.036
2016/10/26,48.69
2016/10/27,48.601
2016/10/28,48.469
2016/10/29,48.436
2016/10/30,48.316
2016/10/31,48.699
2016/11/01,49.224
2016/11/02,48.578
2016/11/03,48.489
2016/11/04,47.762
2016/11/05,48.132
2016/11/06,47.881
2016/11/07,48.328
2016/11/08,48.645
2016/11/09,48.678
2016/11/10,48.716
2016/11/11,48.586
2016/11/12,48.426
2016/11/13,48.629
2016/11/14,49.162
2016/11/15,49.169
2016/11/16,48.689
2016/11/17,48.661
2016/11/18,48.87
2016/11/19,48.123
2016/11/20,48.696
2016/11/21,49.081
2016/11/22,50.102
