Date,hashrate7rsi
2016/01/01,40.522
2016/01/02,42.344
2016/01/03,55.786
2016/01/04,52.752
2016/01/05,58.383
2016/01/06,60.777
2016/01/07,39.869
2016/01/08,56.371
2016/01/09,56.917
2016/01/10,47.169
2016/01/11,60.737
2016/01/12,48.209
2016/01/13,42.919
2016/01/14,55.47
2016/01/15,61.215
2016/01/16,64.024
2016/01/17,59.829
2016/01/18,69.274
2016/01/19,64.241
2016/01/20,65.668
2016/01/21,62.115
2016/01/22,73.316
2016/01/23,71.589
2016/01/24,82.464
2016/01/25,64.536
2016/01/26,75.909
2016/01/27,70.728
2016/01/28,64.59
2016/01/29,69.444
2016/01/30,68.672
2016/01/31,55.852
2016/02/01,66.574
2016/02/02,52.569
2016/02/03,65.784
2016/02/04,64.662
2016/02/05,65.818
2016/02/06,54.386
2016/02/07,60.623
2016/02/08,68.619
2016/02/09,57.682
2016/02/10,63.033
2016/02/11,70.003
2016/02/12,58.384
2016/02/13,68.645
2016/02/14,70.41
2016/02/15,73.961
2016/02/16,71.35
2016/02/17,61.574
2016/02/18,53.247
2016/02/19,65.66
2016/02/20,66.947
2016/02/21,69.047
2016/02/22,76.377
2016/02/23,77.229
2016/02/24,75.331
2016/02/25,77.404
2016/02/26,82.237
2016/02/27,84.516
2016/02/28,86.951
2016/02/29,67.461
2016/03/01,71.151
2016/03/02,78.623
2016/03/03,81.283
2016/03/04,84.46
2016/03/05,88.625
2016/03/06,89.107
2016/03/07,89.899
2016/03/08,90.844
2016/03/09,92.21
2016/03/10,94.291
2016/03/11,95.243
2016/03/12,96.704
2016/03/13,97.687
2016/03/14,81.025
2016/03/15,84.43
2016/03/16,86.03
2016/03/17,88.455
2016/03/18,83.314
2016/03/19,87.241
2016/03/20,88.748
2016/03/21,80.929
2016/03/22,83.74
2016/03/23,61.77
2016/03/24,73.811
2016/03/25,78.514
2016/03/26,81.169
2016/03/27,82.329
2016/03/28,73.872
2016/03/29,78.632
2016/03/30,81.265
2016/03/31,84.352
2016/04/01,85.38
2016/04/02,69.315
2016/04/03,77.191
2016/04/04,81.788
2016/04/05,82.249
2016/04/06,76.379
2016/04/07,59.475
2016/04/08,73.098
2016/04/09,70.87
2016/04/10,75.975
2016/04/11,64.705
2016/04/12,58.362
2016/04/13,67.208
2016/04/14,68.259
2016/04/15,74.323
2016/04/16,76.198
2016/04/17,66.108
2016/04/18,75.34
2016/04/19,75.143
2016/04/20,78.11
2016/04/21,79.329
2016/04/22,64.285
2016/04/23,72.541
2016/04/24,66.45
2016/04/25,75.141
