Date,sentbyaddress14var
2016/08/04,5087146
2016/08/05,5569163
2016/08/06,5936682
2016/08/07,5668817
2016/08/08,5771915
2016/08/09,2392885
2016/08/10,1541794
2016/08/11,1161926
2016/08/12,1249814
2016/08/13,1417752
2016/08/14,1504435
2016/08/15,1516050
2016/08/16,746103
2016/08/17,637685
2016/08/18,582339
2016/08/19,588718
2016/08/20,569660
2016/08/21,565128
2016/08/22,607637
2016/08/23,532471
2016/08/24,522487
2016/08/25,345627
2016/08/26,347716
2016/08/27,296705
2016/08/28,280701
2016/08/29,304474
2016/08/30,284411
2016/08/31,320679
2016/09/01,500419
2016/09/02,508463
2016/09/03,501635
2016/09/04,484629
2016/09/05,374346
2016/09/06,379734
2016/09/07,366839
2016/09/08,465303
2016/09/09,469095
2016/09/10,508250
2016/09/11,492724
2016/09/12,488113
2016/09/13,485898
2016/09/14,467289
2016/09/15,287228
2016/09/16,287099
2016/09/17,286471
2016/09/18,337229
2016/09/19,494849
2016/09/20,1730519
2016/09/21,2170335
2016/09/22,2238101
2016/09/23,2274020
2016/09/24,2239715
2016/09/25,2261786
2016/09/26,2296703
2016/09/27,2311508
2016/09/28,2334325
2016/09/29,2352896
2016/09/30,2359952
2016/10/01,2422116
2016/10/02,2371703
2016/10/03,2131393
2016/10/04,1355698
2016/10/05,931072
2016/10/06,970794
2016/10/07,982245
2016/10/08,1007114
2016/10/09,1181433
2016/10/10,1318791
2016/10/11,1317973
2016/10/12,2316359
2016/10/13,4040913
2016/10/14,3792090
2016/10/15,4032541
2016/10/16,3649417
2016/10/17,3563828
2016/10/18,4400534
2016/10/19,4443281
2016/10/20,5015872
2016/10/21,5794142
2016/10/22,5859326
2016/10/23,5642588
2016/10/24,5358505
2016/10/25,5328601
2016/10/26,4601713
2016/10/27,2608981
2016/10/28,2514705
2016/10/29,1924662
2016/10/30,1785940
2016/10/31,1771959
2016/11/01,1749659
2016/11/02,1287034
2016/11/03,1122836
2016/11/04,1170130
2016/11/05,1196049
2016/11/06,1443125
2016/11/07,1443882
2016/11/08,1455238
2016/11/09,1452422
2016/11/10,1583371
2016/11/11,1542427
2016/11/12,1554850
2016/11/13,1567152
2016/11/14,1384260
2016/11/15,684051
2016/11/16,698542
2016/11/17,509321
2016/11/18,379865
2016/11/19,424627
2016/11/20,360825
2016/11/21,330523
2016/11/22,12714976
2016/11/23,41775500
2016/11/24,43087031
2016/11/25,52831511
2016/11/26,54393288
2016/11/27,56022420
2016/11/28,56108504
2016/11/29,56805571
2016/11/30,57143242
2016/12/01,57696731
2016/12/02,57999137
2016/12/03,57352869
2016/12/04,56803467
2016/12/05,56937464
2016/12/06,47938622
2016/12/07,17633065
2016/12/08,17085121
2016/12/09,1422571
2016/12/10,1218159
2016/12/11,1039925
2016/12/12,1034023
2016/12/13,1013940
2016/12/14,1060458
2016/12/15,1222422
2016/12/16,1190278
2016/12/17,1109417
2016/12/18,990776
2016/12/19,987668
2016/12/20,772029
2016/12/21,705265
2016/12/22,624928
2016/12/23,625278
2016/12/24,604557
2016/12/25,792965
2016/12/26,942895
2016/12/27,936566
2016/12/28,864595
2016/12/29,554711
2016/12/30,555918
2016/12/31,598593
2017/01/01,703436
2017/01/02,695971
2017/01/03,693284
2017/01/04,1304163
2017/01/05,1642188
2017/01/06,2010277
2017/01/07,1953343
2017/01/08,1699846
2017/01/09,1578533
2017/01/10,1421977
2017/01/11,1352370
2017/01/12,1365151
2017/01/13,1298085
2017/01/14,1362012
2017/01/15,1138517
2017/01/16,1023748
2017/01/17,1028351
2017/01/18,823320
2017/01/19,669598
2017/01/20,497218
2017/01/21,503940
2017/01/22,510120
2017/01/23,362176
2017/01/24,361152
2017/01/25,357727
2017/01/26,288709
2017/01/27,294706
2017/01/28,302795
2017/01/29,289667
2017/01/30,219651
2017/01/31,215773
2017/02/01,212000
2017/02/02,212337
2017/02/03,129252
2017/02/04,173994
2017/02/05,217593
2017/02/06,265858
2017/02/07,278447
2017/02/08,278291
2017/02/09,291970
2017/02/10,414693
2017/02/11,361012
2017/02/12,229937
2017/02/13,569446
2017/02/14,770954
2017/02/15,877962
2017/02/16,865462
2017/02/17,738853
2017/02/18,789040
2017/02/19,790468
2017/02/20,784518
2017/02/21,710545
2017/02/22,659817
2017/02/23,606931
2017/02/24,639469
2017/02/25,434444
2017/02/26,341700
2017/02/27,349049
2017/02/28,1101554
2017/03/01,2101621
2017/03/02,9867757
2017/03/03,11020586
2017/03/04,11192290
2017/03/05,10600814
2017/03/06,10312723
2017/03/07,9685138
2017/03/08,8893541
2017/03/09,8021569
2017/03/10,7719667
2017/03/11,6578554
2017/03/12,5676512
2017/03/13,9149175
2017/03/14,9737280
2017/03/15,10531898
2017/03/16,20422128
2017/03/17,29511590
2017/03/18,30512542
2017/03/19,28763556
2017/03/20,26670010
2017/03/21,22920230
2017/03/22,19064511
2017/03/23,16914873
2017/03/24,15493145
2017/03/25,12205916
2017/03/26,11193513
2017/03/27,11082580
2017/03/28,10798401
2017/03/29,10655396
2017/03/30,7349191
2017/03/31,9789475
2017/04/01,9577106
2017/04/02,9572319
2017/04/03,13361539
2017/04/04,13087382
2017/04/05,12079475
2017/04/06,11713618
2017/04/07,12666643
2017/04/08,14630251
2017/04/09,16607369
2017/04/10,17315707
2017/04/11,17998976
2017/04/12,18170341
2017/04/13,17613845
2017/04/14,11955614
2017/04/15,12512342
2017/04/16,14458037
2017/04/17,8998018
2017/04/18,8422687
2017/04/19,7260780
2017/04/20,3254244
2017/04/21,3233457
2017/04/22,3347287
2017/04/23,2976344
2017/04/24,3190362
2017/04/25,3244958
2017/04/26,3341808
2017/04/27,10632407
2017/04/28,13522204
2017/04/29,13711590
2017/04/30,12850843
2017/05/01,14571409
2017/05/02,16555492
2017/05/03,16273776
2017/05/04,20027531
2017/05/05,20622353
2017/05/06,16593662
2017/05/07,13182210
2017/05/08,18535129
2017/05/09,16236763
2017/05/10,12351618
2017/05/11,13093414
2017/05/12,12673417
2017/05/13,11219070
2017/05/14,10705835
2017/05/15,11349876
2017/05/16,11701046
2017/05/17,14659853
2017/05/18,18094128
2017/05/19,37645249
2017/05/20,34321611
2017/05/21,34178798
2017/05/22,43704914
2017/05/23,56154483
2017/05/24,67019050
2017/05/25,75159059
2017/05/26,72830022
2017/05/27,55902510
2017/05/28,40928908
2017/05/29,34365730
2017/05/30,30474531
2017/05/31,66692773
2017/06/01,80578143
2017/06/02,80752926
2017/06/03,70279348
2017/06/04,61181283
2017/06/05,63391993
2017/06/06,65342379
2017/06/07,66533126
2017/06/08,66606884
2017/06/09,71521626
2017/06/10,62474659
2017/06/11,56951811
2017/06/12,141131035
2017/06/13,179791706
2017/06/14,190804737
2017/06/15,207624254
2017/06/16,193823004
2017/06/17,176000997
2017/06/18,153951375
2017/06/19,149592610
2017/06/20,165944042
2017/06/21,161316176
2017/06/22,123740297
2017/06/23,102122809
2017/06/24,74409484
2017/06/25,74298483
2017/06/26,93959802
2017/06/27,92412441
2017/06/28,525167608
2017/06/29,524850752
2017/06/30,521720882
2017/07/01,520119494
2017/07/02,521288035
2017/07/03,529916656
2017/07/04,519240039
2017/07/05,503740076
2017/07/06,487573582
2017/07/07,503204338
2017/07/08,509464579
2017/07/09,519037320
2017/07/10,461072211
2017/07/11,457329322
2017/07/12,69031095
2017/07/13,78327216
2017/07/14,89010983
2017/07/15,97790891
2017/07/16,108123967
2017/07/17,95704865
2017/07/18,79823852
2017/07/19,79268310
2017/07/20,79010800
2017/07/21,50435234
2017/07/22,64236884
2017/07/23,81363260
2017/07/24,68196032
2017/07/25,60731514
2017/07/26,58030169
2017/07/27,58696267
2017/07/28,58349754
2017/07/29,70558470
2017/07/30,80180306
2017/07/31,94913136
2017/08/01,93600507
2017/08/02,86290808
2017/08/03,83623479
2017/08/04,87516070
2017/08/05,83959670
2017/08/06,54169140
2017/08/07,67853983
2017/08/08,107186260
2017/08/09,115955574
2017/08/10,160804487
2017/08/11,197549960
2017/08/12,176982072
2017/08/13,133928254
2017/08/14,196626113
2017/08/15,215176769
2017/08/16,225649057
2017/08/17,216694666
2017/08/18,241686713
2017/08/19,209148613
2017/08/20,166348970
2017/08/21,144400623
2017/08/22,137784741
2017/08/23,116170300
2017/08/24,122577003
2017/08/25,121583739
2017/08/26,164496198
2017/08/27,174554186
2017/08/28,169686665
2017/08/29,167045191
2017/08/30,165489501
2017/08/31,176314953
2017/09/01,148895158
2017/09/02,152812949
2017/09/03,166756072
2017/09/04,240300638
2017/09/05,274284947
2017/09/06,319374402
2017/09/07,319608020
2017/09/08,324208702
2017/09/09,253236782
2017/09/10,249629633
2017/09/11,237424076
2017/09/12,257855716
2017/09/13,257807986
2017/09/14,268485398
2017/09/15,304624987
2017/09/16,302270412
2017/09/17,358073610
2017/09/18,329518783
2017/09/19,319824290
2017/09/20,293992168
2017/09/21,300822570
2017/09/22,340952693
2017/09/23,372938473
2017/09/24,367818257
2017/09/25,368684739
2017/09/26,312540997
2017/09/27,300753416
2017/09/28,223047107
2017/09/29,83943108
2017/09/30,83067824
2017/10/01,72669649
2017/10/02,60445831
2017/10/03,48972643
2017/10/04,42676518
2017/10/05,42763360
2017/10/06,33940378
2017/10/07,30817675
2017/10/08,31497826
2017/10/09,29250217
2017/10/10,49958008
2017/10/11,72924288
2017/10/12,81952324
2017/10/13,136189005
2017/10/14,134967529
2017/10/15,116131190
2017/10/16,115557015
2017/10/17,206711552
2017/10/18,198990644
2017/10/19,194723330
2017/10/20,193474599
2017/10/21,171894817
2017/10/22,219429117
2017/10/23,194009466
2017/10/24,194004446
2017/10/25,199953998
2017/10/26,204647458
2017/10/27,899569661
2017/10/28,1511663405
2017/10/29,2042552451
2017/10/30,2499547970
2017/10/31,2652335225
2017/11/01,2856272263
2017/11/02,3231427296
2017/11/03,3257907221
2017/11/04,3216633009
2017/11/05,2966523557
2017/11/06,2967503130
2017/11/07,2974332610
2017/11/08,3100816395
2017/11/09,3240351970
2017/11/10,2890775716
2017/11/11,2379983022
2017/11/12,1792828659
2017/11/13,1058042817
2017/11/14,207369233
2017/11/15,242682519
2017/11/16,176040968
2017/11/17,213392688
2017/11/18,174964976
2017/11/19,124059395
2017/11/20,118107540
2017/11/21,132211937
2017/11/22,155973653
2017/11/23,168032851
2017/11/24,161166754
2017/11/25,110133791
2017/11/26,102989600
2017/11/27,166457641
2017/11/28,254086709
2017/11/29,424833566
2017/11/30,457615783
2017/12/01,453312198
2017/12/02,379846079
2017/12/03,368599100
2017/12/04,354871590
2017/12/05,373281248
2017/12/06,642850803
2017/12/07,584814532
2017/12/08,550633107
2017/12/09,477738245
2017/12/10,386356641
2017/12/11,504563749
2017/12/12,955829453
2017/12/13,1434552478
2017/12/14,1865690678
2017/12/15,1802475137
2017/12/16,1590407176
2017/12/17,1502270875
2017/12/18,1437436505
2017/12/19,1631919074
2017/12/20,1862377037
2017/12/21,1657567873
2017/12/22,2112212294
2017/12/23,1704347721
2017/12/24,1588869771
2017/12/25,1787489460
2017/12/26,1835447276
2017/12/27,1840396538
2017/12/28,1835194474
2017/12/29,2207139863
2017/12/30,2710568235
2017/12/31,2610468661
2018/01/01,2602295566
2018/01/02,3148073951
2018/01/03,3556221049
2018/01/04,4527005340
2018/01/05,4746959433
2018/01/06,5016126952
2018/01/07,4306807528
2018/01/08,3227739859
2018/01/09,3232631893
2018/01/10,2672595840
2018/01/11,2037070154
2018/01/12,2002888436
2018/01/13,2048002895
2018/01/14,1299866809
2018/01/15,611906309
2018/01/16,901222711
2018/01/17,1012009997
2018/01/18,1032895932
2018/01/19,1405352418
2018/01/20,2559030985
2018/01/21,2600535260
2018/01/22,3092548328
2018/01/23,3509642670
2018/01/24,4276471607
2018/01/25,5564595911
2018/01/26,5798654832
2018/01/27,6213008679
2018/01/28,6762871446
2018/01/29,6072638414
2018/01/30,4762661561
2018/01/31,3359994556
2018/02/01,2079219786
2018/02/02,1974885041
2018/02/03,2131702068
2018/02/04,663554048
2018/02/05,578573366
2018/02/06,554475898
2018/02/07,583938519
2018/02/08,779544400
2018/02/09,770697788
2018/02/10,790836794
2018/02/11,847102082
2018/02/12,811803535
2018/02/13,924455901
2018/02/14,932483426
2018/02/15,630895945
2018/02/16,519196810
2018/02/17,654230885
2018/02/18,656470920
2018/02/19,571108361
2018/02/20,428667532
2018/02/21,380764915
2018/02/22,370423493
2018/02/23,420949613
2018/02/24,552110572
2018/02/25,639195819
2018/02/26,523357922
2018/02/27,522167457
2018/02/28,484135890
2018/03/01,434039328
2018/03/02,418857843
2018/03/03,478770657
2018/03/04,618675118
2018/03/05,594094830
2018/03/06,458072615
2018/03/07,1372898756
2018/03/08,1372923670
2018/03/09,1380514957
2018/03/10,1346671250
2018/03/11,1445486988
2018/03/12,1516569982
2018/03/13,1517141736
2018/03/14,1529199083
2018/03/15,1526842002
2018/03/16,1576692223
2018/03/17,1627222694
2018/03/18,1562156296
2018/03/19,1558694626
2018/03/20,1519905736
2018/03/21,336526208
2018/03/22,315941923
2018/03/23,627779354
2018/03/24,648128058
2018/03/25,752462579
2018/03/26,737949928
2018/03/27,767770267
2018/03/28,738938476
2018/03/29,733185572
2018/03/30,724527547
2018/03/31,760946366
2018/04/01,890398002
2018/04/02,871812493
2018/04/03,871812493
2018/04/04,818401859
2018/04/05,870912995
2018/04/06,428759390
2018/04/07,306742253
2018/04/08,252447275
2018/04/09,267502540
2018/04/10,267363100
2018/04/11,258583715
2018/04/12,344902170
2018/04/13,423947909
2018/04/14,381645182
2018/04/15,266088519
2018/04/16,225720135
2018/04/17,225794459
2018/04/18,216514060
2018/04/19,257326602
2018/04/20,344014742
2018/04/21,300893993
2018/04/22,456373128
2018/04/23,677439078
2018/04/24,756161408
2018/04/25,725543472
2018/04/26,737351698
2018/04/27,737397007
2018/04/28,654674869
2018/04/29,559226800
2018/04/30,467123562
2018/05/01,435899576
2018/05/02,383124771
2018/05/03,463613387
2018/05/04,5597294276
2018/05/05,5561979542
2018/05/06,5594831248
2018/05/07,5599683739
2018/05/08,5634926237
2018/05/09,5598039792
2018/05/10,5551687425
2018/05/11,5411519453
2018/05/12,5180631147
2018/05/13,4948166263
2018/05/14,4792578141
2018/05/15,4379885194
2018/05/16,4252557239
2018/05/17,4243364032
2018/05/18,268090480
2018/05/19,341018120
2018/05/20,251990236
2018/05/21,254735701
2018/05/22,342224282
2018/05/23,346266326
2018/05/24,342469957
2018/05/25,327288374
2018/05/26,297207301
2018/05/27,167878092
2018/05/28,148294523
2018/05/29,150728154
2018/05/30,151040382
2018/05/31,155458214
2018/06/01,235807165
2018/06/02,212901497
2018/06/03,208284458
2018/06/04,198717536
2018/06/05,218823919
2018/06/06,269048412
2018/06/07,269807813
2018/06/08,316037608
2018/06/09,321445752
2018/06/10,333534427
2018/06/11,290395707
2018/06/12,335506693
2018/06/13,399467929
2018/06/14,378281028
2018/06/15,376795544
2018/06/16,527037087
2018/06/17,532981304
2018/06/18,577442294
2018/06/19,590614137
2018/06/20,659323323
2018/06/21,663059481
2018/06/22,731922125
2018/06/23,713121361
2018/06/24,599687047
2018/06/25,1702075669
2018/06/26,1688736075
2018/06/27,1648772642
2018/06/28,1603635886
2018/06/29,1600827497
2018/06/30,2114840934
2018/07/01,3427682988
2018/07/02,4289530043
2018/07/03,4928469352
2018/07/04,5364029631
2018/07/05,5427076767
2018/07/06,5512470604
2018/07/07,5802758684
2018/07/08,5689057456
2018/07/09,3132805861
2018/07/10,2530487258
2018/07/11,1953698348
2018/07/12,1418769187
2018/07/13,556487767
2018/07/14,559003242
2018/07/15,456391283
2018/07/16,752530841
2018/07/17,1072183269
2018/07/18,2064945031
2018/07/19,2407098521
2018/07/20,2226913403
2018/07/21,1961403214
2018/07/22,2014079968
2018/07/23,2504410025
2018/07/24,3121832819
2018/07/25,3488408438
2018/07/26,3222503937
2018/07/27,2808613501
2018/07/28,2084857517
2018/07/29,1212271891
2018/07/30,1143695675
2018/07/31,1106704988
2018/08/01,999673627
2018/08/02,999482905
2018/08/03,933975812
2018/08/04,528594635
2018/08/05,607079336
2018/08/06,593478883
2018/08/07,523264653
2018/08/08,591837274
2018/08/09,943809064
2018/08/10,806403825
2018/08/11,807893579
2018/08/12,802288159
2018/08/13,761388660
2018/08/14,738773313
2018/08/15,670872897
2018/08/16,642928344
2018/08/17,452765751
2018/08/18,429354309
2018/08/19,445217300
2018/08/20,426460213
2018/08/21,485506471
2018/08/22,445977145
2018/08/23,332020461
2018/08/24,320603754
2018/08/25,309343802
2018/08/26,276920949
2018/08/27,251575119
2018/08/28,248820246
2018/08/29,320956750
2018/08/30,241045554
2018/08/31,237935861
2018/09/01,249521977
2018/09/02,274324592
2018/09/03,268266376
2018/09/04,249728219
2018/09/05,251293807
2018/09/06,245396806
2018/09/07,240871102
2018/09/08,248460774
2018/09/09,245500387
2018/09/10,203082870
2018/09/11,280359961
2018/09/12,306588948
2018/09/13,311608825
2018/09/14,386339994
2018/09/15,587841861
2018/09/16,707053283
2018/09/17,585171822
2018/09/18,562411577
2018/09/19,511483089
2018/09/20,491336949
2018/09/21,398933724
2018/09/22,351259373
2018/09/23,267998712
2018/09/24,196636013
2018/09/25,184606976
2018/09/26,175786583
2018/09/27,112045638
2018/09/28,96876685
2018/09/29,118645549
2018/09/30,110554889
2018/10/01,79455865
2018/10/02,88775529
2018/10/03,190344543
2018/10/04,266718391
2018/10/05,473647616
2018/10/06,653889845
2018/10/07,645830558
2018/10/08,645096854
2018/10/09,669249101
2018/10/10,628480759
2018/10/11,614410564
2018/10/12,562446685
2018/10/13,424375814
2018/10/14,418142079
2018/10/15,322849682
2018/10/16,189329850
2018/10/17,223206430
2018/10/18,223314531
2018/10/19,177016194
2018/10/20,124902820
2018/10/21,111696791
2018/10/22,133435849
2018/10/23,136274508
2018/10/24,124472178
2018/10/25,124569090
2018/10/26,117387609
2018/10/27,124230732
2018/10/28,147512086
2018/10/29,174244968
2018/10/30,209108341
2018/10/31,201380458
2018/11/01,202663602
2018/11/02,257969311
2018/11/03,316822541
2018/11/04,334356670
2018/11/05,310925427
2018/11/06,307459518
2018/11/07,328513259
2018/11/08,356878800
2018/11/09,345285293
2018/11/10,354875334
2018/11/11,335127496
2018/11/12,277182010
2018/11/13,186022167
2018/11/14,127303484
2018/11/15,117975055
2018/11/16,109440087
2018/11/17,119645075
2018/11/18,157776632
2018/11/19,309353704
2018/11/20,334759301
2018/11/21,323497755
2018/11/22,309332891
2018/11/23,313999331
2018/11/24,361426111
2018/11/25,350878073
2018/11/26,341665092
2018/11/27,345619236
2018/11/28,328853878
2018/11/29,337120691
2018/11/30,337368927
2018/12/01,349667699
2018/12/02,352921352
2018/12/03,137257376
2018/12/04,66475804
2018/12/05,71689149
2018/12/06,70458641
2018/12/07,99296630
2018/12/08,177133038
2018/12/09,177173608
2018/12/10,181002093
2018/12/11,182195741
2018/12/12,181849520
2018/12/13,173638969
2018/12/14,172924523
2018/12/15,155653424
2018/12/16,125894157
2018/12/17,116418116
2018/12/18,102082437
2018/12/19,108741813
2018/12/20,110195800
2018/12/21,104970825
2018/12/22,96803069
2018/12/23,97830356
2018/12/24,100221359
2018/12/25,96314659
2018/12/26,98626329
2018/12/27,101843857
2018/12/28,102336836
2018/12/29,118268930
2018/12/30,137392205
2018/12/31,137420947
2019/01/01,156611159
2019/01/02,155862411
2019/01/03,201875138
2019/01/04,201545992
2019/01/05,151764185
2019/01/06,150608858
2019/01/07,155851648
2019/01/08,163383727
2019/01/09,168955891
2019/01/10,168883759
2019/01/11,168222401
2019/01/12,247063537
2019/01/13,284118244
2019/01/14,386662135
2019/01/15,355354060
2019/01/16,372953498
2019/01/17,339641604
2019/01/18,346411287
2019/01/19,363243580
2019/01/20,397515681
2019/01/21,391580022
2019/01/22,377164746
2019/01/23,349893798
2019/01/24,329974312
2019/01/25,310634918
2019/01/26,305761195
2019/01/27,285009070
2019/01/28,131133580
2019/01/29,78243177
2019/01/30,79105965
2019/01/31,78729697
2019/02/01,79021374
2019/02/02,121138309
2019/02/03,191510607
2019/02/04,279491224
2019/02/05,342770132
2019/02/06,378628219
2019/02/07,400018129
2019/02/08,373908964
2019/02/09,396553376
2019/02/10,419791932
2019/02/11,290414253
2019/02/12,200849609
2019/02/13,164265653
2019/02/14,117640502
2019/02/15,92849663
2019/02/16,95046220
2019/02/17,93343470
2019/02/18,179773039
2019/02/19,210333575
2019/02/20,205287952
2019/02/21,181590720
2019/02/22,186258029
2019/02/23,162623667
2019/02/24,106137452
2019/02/25,95481033
2019/02/26,86533105
2019/02/27,95782970
2019/02/28,93585068
2019/03/01,125555713
2019/03/02,105663357
2019/03/03,79955665
2019/03/04,74207895
2019/03/05,99643708
2019/03/06,119064716
2019/03/07,116167941
2019/03/08,113969342
2019/03/09,99564041
2019/03/10,123064953
2019/03/11,112920190
2019/03/12,115096187
2019/03/13,115811641
2019/03/14,109356432
2019/03/15,103657710
2019/03/16,130248766
2019/03/17,123649330
2019/03/18,137735056
2019/03/19,160765489
2019/03/20,182373461
2019/03/21,181340313
2019/03/22,185973241
2019/03/23,182264825
2019/03/24,139134744
2019/03/25,210071879
2019/03/26,254078727
2019/03/27,260604593
2019/03/28,270482623
2019/03/29,275904350
2019/03/30,192891918
2019/03/31,124483645
2019/04/01,210045055
2019/04/02,515560310
2019/04/03,649841968
2019/04/04,627155843
2019/04/05,597893578
2019/04/06,556165948
2019/04/07,470500910
2019/04/08,475502064
2019/04/09,485860912
2019/04/10,468234749
2019/04/11,514559257
2019/04/12,620905688
2019/04/13,563615558
2019/04/14,657006721
2019/04/15,669409797
2019/04/16,541011042
2019/04/17,471315001
2019/04/18,467821590
2019/04/19,504752286
2019/04/20,885082109
2019/04/21,840741400
2019/04/22,840524550
2019/04/23,871503652
2019/04/24,841148635
2019/04/25,823254341
2019/04/26,737360653
2019/04/27,836098132
2019/04/28,758324366
2019/04/29,776224440
2019/04/30,745061563
2019/05/01,727953240
2019/05/02,811968261
2019/05/03,815022146
2019/05/04,391710876
2019/05/05,372147418
2019/05/06,342272188
2019/05/07,219133634
2019/05/08,176319548
2019/05/09,176091504
2019/05/10,205916052
2019/05/11,204339259
2019/05/12,176771963
2019/05/13,238739271
2019/05/14,436703501
2019/05/15,676780886
2019/05/16,949309719
2019/05/17,990221178
2019/05/18,843745762
2019/05/19,729614904
2019/05/20,664669205
2019/05/21,601280876
2019/05/22,491098537
2019/05/23,424807441
2019/05/24,381568596
2019/05/25,327478941
2019/05/26,240485812
2019/05/27,276002673
2019/05/28,277433839
2019/05/29,274583852
2019/05/30,207157280
2019/05/31,293789474
2019/06/01,964328439
2019/06/02,892105072
2019/06/03,861783984
2019/06/04,858876123
2019/06/05,857720268
2019/06/06,924147787
2019/06/07,1108309534
2019/06/08,1301609397
2019/06/09,1221563272
2019/06/10,1263106626
2019/06/11,1371000008
2019/06/12,2517110874
2019/06/13,2507247696
2019/06/14,2519332313
2019/06/15,2046237855
2019/06/16,2651923051
2019/06/17,2717858789
2019/06/18,2744170858
2019/06/19,2726963617
2019/06/20,2760781913
2019/06/21,2570345203
2019/06/22,2242585893
2019/06/23,2266817037
2019/06/24,2179462571
2019/06/25,2132510534
2019/06/26,1011128016
2019/06/27,1012809330
2019/06/28,1060667384
2019/06/29,1123250802
2019/06/30,507304173
2019/07/01,522912140
2019/07/02,653230961
2019/07/03,663425923
