Date,transactionvalue14rocUSD
2016/01/01,63.883
2016/01/02,22.473
2016/01/03,104.955
2016/01/04,-10.067
2016/01/05,502.289
2016/01/06,169.52
2016/01/07,94.839
2016/01/08,182.767
2016/01/09,62.336
2016/01/10,379.784
2016/01/11,59.632
2016/01/12,398.27
2016/01/13,204.474
2016/01/14,-1.432
2016/01/15,195.829
2016/01/16,143.305
2016/01/17,19.713
2016/01/18,1477
2016/01/19,106.321
2016/01/20,454.691
2016/01/21,345.959
2016/01/22,465.951
2016/01/23,851.689
2016/01/24,2073
2016/01/25,488.352
2016/01/26,110.832
2016/01/27,475.825
2016/01/28,284.702
2016/01/29,11.171
2016/01/30,156.05
2016/01/31,292.455
2016/02/01,-62.342
2016/02/02,-23.614
2016/02/03,27.303
2016/02/04,-17.305
2016/02/05,-5.302
2016/02/06,-89.659
2016/02/07,-47.376
2016/02/08,8.17
2016/02/09,55.988
2016/02/10,216.314
2016/02/11,202.262
2016/02/12,419.367
2016/02/13,95.963
2016/02/14,46.774
2016/02/15,148.622
2016/02/16,271.74
2016/02/17,46.471
2016/02/18,360.307
2016/02/19,26.439
2016/02/20,1595
2016/02/21,-27.042
2016/02/22,-26.83
2016/02/23,35.144
2016/02/24,26.4
2016/02/25,-28.245
2016/02/26,66.213
2016/02/27,113.484
2016/02/28,-2.719
2016/02/29,-3.891
2016/03/01,12.093
2016/03/02,688.794
2016/03/03,191.599
2016/03/04,377.266
2016/03/05,271.533
2016/03/06,424.82
2016/03/07,188.671
2016/03/08,79.413
2016/03/09,-22.317
2016/03/10,35.384
2016/03/11,-60.41
2016/03/12,-0.756
2016/03/13,283.272
2016/03/14,243.236
2016/03/15,39.259
2016/03/16,-56.152
2016/03/17,-22.749
2016/03/18,31.185
2016/03/19,-79.541
2016/03/20,-72.957
2016/03/21,-54.154
2016/03/22,-71.715
2016/03/23,-55.854
2016/03/24,-26.791
2016/03/25,-63.982
2016/03/26,-86.049
2016/03/27,-58.588
2016/03/28,-65.707
2016/03/29,-21.679
2016/03/30,-18.001
2016/03/31,-45.772
2016/04/01,-82.359
2016/04/02,-39.026
2016/04/03,-51.584
2016/04/04,-52.862
2016/04/05,-22.054
2016/04/06,-9.035
2016/04/07,-19.893
2016/04/08,-1.77
2016/04/09,298.928
2016/04/10,-24.498
2016/04/11,-33.978
2016/04/12,-43.813
