Date,fee_to_reward90rocUSD
2016/12/11,6.733
2016/12/12,4.188
2016/12/13,-12.791
2016/12/14,-2.722
2016/12/15,-24.756
2016/12/16,-12.001
2016/12/17,2.733
2016/12/18,9.997
2016/12/19,14.785
2016/12/20,46.372
2016/12/21,-9.237
2016/12/22,-10.64
2016/12/23,-53.589
2016/12/24,-56.393
2016/12/25,-78.1
2016/12/26,-72.212
2016/12/27,-44.184
2016/12/28,-21.373
2016/12/29,0.358
2016/12/30,-44.721
2016/12/31,-61.019
2017/01/01,-59.023
2017/01/02,-65.875
2017/01/03,-30.832
2017/01/04,-17.238
2017/01/05,-19.322
2017/01/06,-33.509
2017/01/07,-46.182
2017/01/08,-35.562
2017/01/09,-5.148
2017/01/10,-4.694
2017/01/11,-63.909
2017/01/12,-47.523
2017/01/13,-46.831
2017/01/14,-54.064
2017/01/15,-56.36
2017/01/16,-63.712
2017/01/17,-53.104
2017/01/18,-30.855
2017/01/19,-24.584
2017/01/20,23.99
2017/01/21,15.934
2017/01/22,-24.568
2017/01/23,-18.122
2017/01/24,19.131
2017/01/25,13.271
2017/01/26,-0.64
2017/01/27,8.69
2017/01/28,11.291
2017/01/29,-5.52
2017/01/30,-23.818
2017/01/31,8.639
2017/02/01,28.114
2017/02/02,60.73
2017/02/03,39.088
2017/02/04,41.582
2017/02/05,26.925
2017/02/06,16.661
2017/02/07,29.21
2017/02/08,21.799
2017/02/09,-4.233
2017/02/10,52.664
2017/02/11,16.456
2017/02/12,6.431
2017/02/13,63.262
2017/02/14,42.696
2017/02/15,107.865
2017/02/16,19.208
2017/02/17,43.922
2017/02/18,42.472
2017/02/19,5.186
2017/02/20,7.021
2017/02/21,-29.042
2017/02/22,-7.169
2017/02/23,-20.135
2017/02/24,-39.308
2017/02/25,-56.826
2017/02/26,-64.391
2017/02/27,-51.913
2017/02/28,44.936
2017/03/01,95.401
2017/03/02,96.027
2017/03/03,83.547
2017/03/04,61.812
2017/03/05,37.616
2017/03/06,22.536
2017/03/07,28.037
2017/03/08,15.428
2017/03/09,62.856
2017/03/10,88.548
2017/03/11,32.62
2017/03/12,58.099
2017/03/13,146.623
2017/03/14,117.347
2017/03/15,85.977
2017/03/16,179.72
2017/03/17,158.029
2017/03/18,119.649
2017/03/19,59.201
2017/03/20,30.867
2017/03/21,21.391
2017/03/22,52.813
2017/03/23,105.016
2017/03/24,165.601
2017/03/25,146.34
2017/03/26,153.985
2017/03/27,114.949
2017/03/28,109.166
2017/03/29,73.593
2017/03/30,63.959
2017/03/31,169.536
2017/04/01,132.045
2017/04/02,143.306
2017/04/03,87.985
2017/04/04,69.579
2017/04/05,99.066
2017/04/06,138.319
2017/04/07,145.409
2017/04/08,62.458
2017/04/09,66.123
2017/04/10,69.776
2017/04/11,76.339
2017/04/12,126.224
2017/04/13,79.69
2017/04/14,120.705
2017/04/15,102.895
2017/04/16,74.64
2017/04/17,56.528
2017/04/18,123.644
2017/04/19,171.078
2017/04/20,118.257
2017/04/21,209.703
2017/04/22,119.86
2017/04/23,91.703
2017/04/24,86.557
2017/04/25,112.219
2017/04/26,122.094
2017/04/27,160.01
2017/04/28,151.289
2017/04/29,143.485
2017/04/30,161.667
2017/05/01,250.774
2017/05/02,211.224
2017/05/03,130.701
2017/05/04,187.851
2017/05/05,172.483
2017/05/06,156.042
2017/05/07,210.013
2017/05/08,122.574
2017/05/09,158.984
2017/05/10,172.882
2017/05/11,150.101
2017/05/12,197.606
2017/05/13,184.933
2017/05/14,95.092
2017/05/15,191.023
2017/05/16,130.964
2017/05/17,511.728
2017/05/18,345.591
2017/05/19,325.438
2017/05/20,363.606
2017/05/21,324.651
2017/05/22,260.205
2017/05/23,432.934
2017/05/24,574.906
2017/05/25,465.553
2017/05/26,396.231
2017/05/27,405.385
2017/05/28,357.296
2017/05/29,291.984
2017/05/30,525.412
2017/05/31,880.143
2017/06/01,498.098
2017/06/02,685.118
2017/06/03,493.487
2017/06/04,594.339
2017/06/05,453.006
2017/06/06,638.584
2017/06/07,509.093
2017/06/08,393.052
2017/06/09,480.756
2017/06/10,379.106
2017/06/11,359.455
2017/06/12,606.961
2017/06/13,398.285
2017/06/14,228.451
2017/06/15,266.919
2017/06/16,367.518
2017/06/17,348.962
2017/06/18,382.47
2017/06/19,370.525
2017/06/20,1215
2017/06/21,1557
2017/06/22,1033
2017/06/23,835.507
2017/06/24,1040
2017/06/25,506.278
2017/06/26,810.425
2017/06/27,453.375
2017/06/28,795.993
2017/06/29,576.184
2017/06/30,582.678
2017/07/01,429.911
2017/07/02,384.227
2017/07/03,626.107
2017/07/04,510.149
2017/07/05,514.129
2017/07/06,374.74
2017/07/07,643.378
2017/07/08,587.626
2017/07/09,342.901
2017/07/10,442.849
2017/07/11,336.521
2017/07/12,560.704
2017/07/13,562.17
2017/07/14,490.146
2017/07/15,540.639
2017/07/16,470.778
2017/07/17,376.891
2017/07/18,547.258
2017/07/19,445.499
2017/07/20,237.629
2017/07/21,339.293
2017/07/22,325.959
2017/07/23,370.389
2017/07/24,385.488
2017/07/25,451.293
2017/07/26,290.549
2017/07/27,299.32
2017/07/28,363.941
2017/07/29,204.716
2017/07/30,130.332
2017/07/31,148.057
2017/08/01,361.158
2017/08/02,250.805
2017/08/03,290.967
2017/08/04,256.327
2017/08/05,212.269
2017/08/06,248.754
2017/08/07,308.983
2017/08/08,333.038
2017/08/09,229.158
2017/08/10,291.788
2017/08/11,331.285
2017/08/12,306.62
2017/08/13,194.945
2017/08/14,221.874
2017/08/15,121.602
2017/08/16,470.904
2017/08/17,294.142
2017/08/18,454.878
2017/08/19,263.604
2017/08/20,106.631
2017/08/21,61.814
2017/08/22,48.341
2017/08/23,80.686
2017/08/24,98.187
2017/08/25,152.535
2017/08/26,131.895
2017/08/27,128.526
2017/08/28,62.261
2017/08/29,50.375
2017/08/30,146.267
2017/08/31,202.908
2017/09/01,209.358
2017/09/02,105.584
2017/09/03,98.758
2017/09/04,160.613
2017/09/05,201.779
2017/09/06,347.199
2017/09/07,303.002
2017/09/08,390.748
2017/09/09,102.676
2017/09/10,22.076
2017/09/11,96.137
2017/09/12,179.493
2017/09/13,137.758
2017/09/14,129.244
2017/09/15,272.34
2017/09/16,272.454
2017/09/17,90.434
2017/09/18,-19.357
2017/09/19,-41.296
2017/09/20,12.28
2017/09/21,-6.731
2017/09/22,-13.046
2017/09/23,27.955
2017/09/24,37.202
2017/09/25,95.567
2017/09/26,18.059
2017/09/27,37.89
2017/09/28,82.108
2017/09/29,86.116
2017/09/30,103.342
2017/10/01,40.057
2017/10/02,62.847
2017/10/03,65.315
2017/10/04,117.684
2017/10/05,91.6
2017/10/06,111.633
2017/10/07,119.235
2017/10/08,115.66
2017/10/09,107.781
2017/10/10,86.295
2017/10/11,103.09
2017/10/12,129.838
2017/10/13,144.452
2017/10/14,119.723
2017/10/15,107.455
2017/10/16,17.396
2017/10/17,18.761
2017/10/18,35.19
2017/10/19,19.921
2017/10/20,105.425
2017/10/21,-3.618
2017/10/22,-24.661
2017/10/23,-12.706
2017/10/24,38.109
2017/10/25,26.292
2017/10/26,11.451
2017/10/27,62.629
2017/10/28,30.055
2017/10/29,14.347
2017/10/30,11.598
2017/10/31,28.203
2017/11/01,47.374
2017/11/02,66.419
2017/11/03,15.964
2017/11/04,-14.117
2017/11/05,-38.416
2017/11/06,-26.003
2017/11/07,6.897
2017/11/08,3.62
2017/11/09,-9.461
2017/11/10,-17.484
2017/11/11,-19.635
2017/11/12,-13.861
2017/11/13,-17.413
2017/11/14,-50.01
2017/11/15,-24.278
2017/11/16,-49.773
2017/11/17,-19.955
2017/11/18,-9.137
2017/11/19,-9.163
2017/11/20,20.219
2017/11/21,21.071
2017/11/22,18.532
2017/11/23,2.166
2017/11/24,-7.23
2017/11/25,-8.492
2017/11/26,-9.565
2017/11/27,-32.367
2017/11/28,-13.953
2017/11/29,-37.736
2017/11/30,-26.046
2017/12/01,-0.972
2017/12/02,3.994
2017/12/03,-25.172
2017/12/04,18.853
2017/12/05,30.659
2017/12/06,77.713
2017/12/07,146.634
2017/12/08,325.644
2017/12/09,335.884
2017/12/10,311.244
2017/12/11,169.782
2017/12/12,187.628
2017/12/13,185.677
2017/12/14,132.018
2017/12/15,91.42
2017/12/16,240.456
2017/12/17,154.871
2017/12/18,165.612
2017/12/19,124.453
2017/12/20,345.021
2017/12/21,305.466
2017/12/22,259.559
2017/12/23,99.75
2017/12/24,90.983
2017/12/25,41.084
2017/12/26,47.085
2017/12/27,61.631
2017/12/28,75.704
2017/12/29,90.014
2017/12/30,102.76
2017/12/31,80.431
2018/01/01,42.794
2018/01/02,92.219
2018/01/03,118.211
2018/01/04,123.292
2018/01/05,456.107
2018/01/06,465.136
2018/01/07,344.989
2018/01/08,346.763
2018/01/09,326.515
2018/01/10,401.721
2018/01/11,303.796
2018/01/12,265.432
2018/01/13,296.489
2018/01/14,337.466
2018/01/15,495.692
2018/01/16,538.719
2018/01/17,537.644
2018/01/18,369.624
2018/01/19,595.637
2018/01/20,677.94
2018/01/21,374.683
2018/01/22,225.868
2018/01/23,347.475
2018/01/24,348.059
2018/01/25,253.991
2018/01/26,303.14
2018/01/27,244.771
2018/01/28,197.002
2018/01/29,286.87
2018/01/30,192.039
2018/01/31,180.967
2018/02/01,409.434
2018/02/02,433.646
2018/02/03,339.679
2018/02/04,237.145
2018/02/05,201.382
2018/02/06,182.615
2018/02/07,167.208
2018/02/08,133.146
2018/02/09,195.096
2018/02/10,159.295
2018/02/11,111.326
2018/02/12,84.875
2018/02/13,58.376
2018/02/14,98.233
2018/02/15,77.831
2018/02/16,133.562
2018/02/17,138.088
2018/02/18,109.56
2018/02/19,81.67
2018/02/20,105.023
2018/02/21,102.755
2018/02/22,98.135
2018/02/23,114.265
2018/02/24,85.587
2018/02/25,47.772
2018/02/26,33.524
2018/02/27,28.297
2018/02/28,79.445
2018/03/01,38.511
2018/03/02,99.007
2018/03/03,26.375
2018/03/04,-30.176
2018/03/05,-44.486
2018/03/06,-62.91
2018/03/07,-69.668
2018/03/08,-73.696
2018/03/09,-74.1
2018/03/10,-77.422
2018/03/11,-74.811
2018/03/12,-64.294
2018/03/13,-68.836
2018/03/14,-72.837
2018/03/15,-70.533
2018/03/16,-72.1
2018/03/17,-71.904
2018/03/18,-66.232
2018/03/19,-71.671
2018/03/20,-75.971
2018/03/21,-72.327
2018/03/22,-71.781
2018/03/23,-59.541
2018/03/24,-61.286
2018/03/25,-54.053
2018/03/26,-45.581
2018/03/27,-54.624
2018/03/28,-54.585
2018/03/29,-59.883
2018/03/30,-61.777
2018/03/31,-66.135
2018/04/01,-65.073
2018/04/02,-68.554
2018/04/03,-70.434
2018/04/04,-77.936
2018/04/05,-80.306
2018/04/06,-88.005
2018/04/07,-89.164
2018/04/08,-87.996
2018/04/09,-87.509
2018/04/10,-89.502
2018/04/11,-86.438
2018/04/12,-80.243
2018/04/13,-78.778
2018/04/14,-83.105
2018/04/15,-84.825
2018/04/16,-82.376
2018/04/17,-80.117
2018/04/18,-77.706
2018/04/19,-73.757
2018/04/20,-71.544
2018/04/21,-72.267
2018/04/22,-67.893
2018/04/23,-69.915
2018/04/24,-60.281
2018/04/25,-55.784
2018/04/26,-51.657
2018/04/27,-39.71
2018/04/28,-46.788
2018/04/29,-54.723
2018/04/30,-46.128
2018/05/01,-56.755
2018/05/02,-67.209
2018/05/03,-50.666
2018/05/04,-37.648
2018/05/05,-48.842
2018/05/06,-54.891
2018/05/07,-51.751
2018/05/08,-43.225
2018/05/09,-19.236
2018/05/10,3.092
2018/05/11,-5.752
2018/05/12,-22.839
2018/05/13,-17.522
2018/05/14,5.396
2018/05/15,1.788
2018/05/16,12.305
2018/05/17,26.45
2018/05/18,7.89
2018/05/19,-16.359
2018/05/20,-8.938
2018/05/21,-9.571
2018/05/22,5.129
2018/05/23,21.464
2018/05/24,16.31
2018/05/25,7.101
2018/05/26,5.511
2018/05/27,-0.512
2018/05/28,45.286
2018/05/29,8.933
2018/05/30,47.461
2018/05/31,45.548
2018/06/01,66.779
2018/06/02,9.484
2018/06/03,-4.045
2018/06/04,37.098
2018/06/05,4.363
2018/06/06,40.45
2018/06/07,20.681
2018/06/08,32.735
2018/06/09,16.492
2018/06/10,-15.447
2018/06/11,15.527
2018/06/12,9.026
2018/06/13,21.856
2018/06/14,36.224
2018/06/15,87.419
2018/06/16,2.749
2018/06/17,-19.215
2018/06/18,-11.834
2018/06/19,3.297
2018/06/20,1.875
2018/06/21,-8.658
2018/06/22,60.926
2018/06/23,1.553
2018/06/24,-3.08
2018/06/25,38.145
2018/06/26,3.571
2018/06/27,-0.992
2018/06/28,4.353
2018/06/29,37.206
2018/06/30,512.043
2018/07/01,739.165
2018/07/02,1133
2018/07/03,1022
2018/07/04,427.178
2018/07/05,580.993
2018/07/06,1045
2018/07/07,800.352
2018/07/08,310.007
2018/07/09,251.927
2018/07/10,116.236
2018/07/11,109.613
2018/07/12,197.171
2018/07/13,353.427
2018/07/14,755.571
2018/07/15,746.501
2018/07/16,61.617
2018/07/17,13.283
2018/07/18,8.949
2018/07/19,-2.966
2018/07/20,61.248
2018/07/21,59.68
2018/07/22,-7.557
2018/07/23,16.288
2018/07/24,4.033
2018/07/25,-3.682
2018/07/26,-18.47
2018/07/27,-20.641
2018/07/28,-18.592
2018/07/29,-45.652
2018/07/30,-21.318
2018/07/31,-23.173
2018/08/01,-39.493
2018/08/02,-37.666
2018/08/03,-18.171
2018/08/04,-15.06
2018/08/05,-39.248
2018/08/06,-9.554
2018/08/07,138.812
2018/08/08,252.466
2018/08/09,218.732
2018/08/10,186.939
2018/08/11,-4.731
2018/08/12,-44.736
2018/08/13,-24.522
2018/08/14,-16.345
2018/08/15,-22.291
2018/08/16,-31.568
2018/08/17,154.258
2018/08/18,-28.229
2018/08/19,-43.561
2018/08/20,-47.096
2018/08/21,-48.389
2018/08/22,-7.45
2018/08/23,-28.552
2018/08/24,26.38
2018/08/25,-37.872
2018/08/26,-39.653
2018/08/27,-53.101
2018/08/28,-53.637
2018/08/29,-55.268
2018/08/30,-48.879
2018/08/31,-23.664
2018/09/01,-36.399
2018/09/02,-52.162
2018/09/03,-39.732
2018/09/04,-39.767
2018/09/05,-38.654
2018/09/06,-6.115
2018/09/07,16.838
2018/09/08,-4.832
2018/09/09,-3.801
2018/09/10,-1.448
2018/09/11,7.996
2018/09/12,0.084
2018/09/13,-11.37
2018/09/14,5.205
2018/09/15,25.168
2018/09/16,12.27
2018/09/17,-5.109
2018/09/18,4.653
2018/09/19,62.83
2018/09/20,-18.58
2018/09/21,79.536
2018/09/22,11.42
2018/09/23,-24.533
2018/09/24,39.448
2018/09/25,33.64
2018/09/26,45.762
2018/09/27,46.615
2018/09/28,-60.533
2018/09/29,-75.618
2018/09/30,-87.228
2018/10/01,-80.878
2018/10/02,-74.328
2018/10/03,-79.838
2018/10/04,-84.206
2018/10/05,-82.883
2018/10/06,-76.644
2018/10/07,-69.091
2018/10/08,-39.168
2018/10/09,-50.611
2018/10/10,-64.359
2018/10/11,-67.101
2018/10/12,-81.94
2018/10/13,-88
2018/10/14,-48.702
2018/10/15,-12.158
2018/10/16,-23.968
2018/10/17,-9.174
2018/10/18,-33.697
2018/10/19,-25.984
2018/10/20,2.96
2018/10/21,-38.129
2018/10/22,-12.117
2018/10/23,-5.569
2018/10/24,22.639
2018/10/25,51.466
2018/10/26,12.191
2018/10/27,19.678
2018/10/28,-1.388
2018/10/29,23.444
2018/10/30,29.696
2018/10/31,28.941
2018/11/01,21.558
2018/11/02,42.765
2018/11/03,45.093
2018/11/04,-13.312
2018/11/05,-58.185
2018/11/06,-79.409
2018/11/07,-78.598
2018/11/08,-63.613
2018/11/09,-14.359
2018/11/10,-15.393
2018/11/11,-42.031
2018/11/12,-22.123
2018/11/13,-16.523
2018/11/14,21.012
2018/11/15,-59.82
2018/11/16,32.151
2018/11/17,14.379
2018/11/18,19.136
2018/11/19,71.57
2018/11/20,2.206
2018/11/21,14.926
2018/11/22,-28.711
2018/11/23,62.502
2018/11/24,-3.631
2018/11/25,48.043
2018/11/26,40.472
2018/11/27,13.168
2018/11/28,53.485
2018/11/29,66.401
2018/11/30,149.023
2018/12/01,82.847
2018/12/02,45.904
2018/12/03,39.119
2018/12/04,74.172
2018/12/05,37.55
2018/12/06,8.305
2018/12/07,26.926
2018/12/08,-13.397
2018/12/09,-18.019
2018/12/10,-17.683
2018/12/11,-20.156
2018/12/12,-23.729
2018/12/13,8.993
2018/12/14,13.182
2018/12/15,-4.203
2018/12/16,-24.42
2018/12/17,-4.178
2018/12/18,-28.63
2018/12/19,-0.971
2018/12/20,-20.219
2018/12/21,10.733
2018/12/22,-4.543
2018/12/23,-24.276
2018/12/24,-7.248
2018/12/25,-10.407
2018/12/26,-26.379
2018/12/27,-39.616
2018/12/28,-36.714
2018/12/29,-32.85
2018/12/30,-1.942
2018/12/31,-42.986
2019/01/01,-26.516
2019/01/02,-15.605
2019/01/03,-12.94
2019/01/04,40.854
2019/01/05,33.077
2019/01/06,-19.813
2019/01/07,-7.182
2019/01/08,-18.663
2019/01/09,-26.375
2019/01/10,-7.115
2019/01/11,15.96
2019/01/12,-0.308
2019/01/13,-25.211
2019/01/14,62.771
2019/01/15,23.798
2019/01/16,21.711
2019/01/17,-7.394
2019/01/18,17.341
2019/01/19,13.562
2019/01/20,-10.48
2019/01/21,11.22
2019/01/22,13.291
2019/01/23,-15.844
2019/01/24,-3.988
2019/01/25,18.569
2019/01/26,6.162
2019/01/27,-16.461
2019/01/28,18.029
2019/01/29,5.557
2019/01/30,14.042
2019/01/31,14.675
2019/02/01,29.616
2019/02/02,6.966
2019/02/03,-30.411
2019/02/04,-29.534
2019/02/05,-21.404
2019/02/06,-23.059
2019/02/07,-4.134
2019/02/08,46.735
2019/02/09,40.57
2019/02/10,-3.966
2019/02/11,5.702
2019/02/12,-15.198
2019/02/13,-10.781
2019/02/14,-0.556
2019/02/15,53.69
2019/02/16,22.276
2019/02/17,-10.663
2019/02/18,14.971
2019/02/19,40.457
2019/02/20,38.771
2019/02/21,30.13
2019/02/22,42.819
2019/02/23,8.782
2019/02/24,34.287
2019/02/25,59.775
2019/02/26,22.328
2019/02/27,-0.186
2019/02/28,-7.121
2019/03/01,3.46
2019/03/02,0.264
2019/03/03,-19.765
2019/03/04,1.283
2019/03/05,-5.187
2019/03/06,17.759
2019/03/07,19.332
2019/03/08,62.783
2019/03/09,51.358
2019/03/10,11.579
2019/03/11,30.997
2019/03/12,36.431
2019/03/13,22.313
2019/03/14,12.53
2019/03/15,40.863
2019/03/16,24.976
2019/03/17,-2.64
2019/03/18,29.699
2019/03/19,31.031
2019/03/20,18.403
2019/03/21,72.264
2019/03/22,90.673
2019/03/23,30.781
2019/03/24,11.136
2019/03/25,37.27
2019/03/26,60.941
2019/03/27,93.033
2019/03/28,61.615
2019/03/29,107.841
2019/03/30,-4.365
2019/03/31,57.524
2019/04/01,116.771
2019/04/02,120.516
2019/04/03,153.991
2019/04/04,78.468
2019/04/05,39.271
2019/04/06,49.394
2019/04/07,44.65
2019/04/08,81.471
2019/04/09,70.86
2019/04/10,125.672
2019/04/11,480.026
2019/04/12,578.957
2019/04/13,408.349
2019/04/14,154.111
2019/04/15,257.039
2019/04/16,366.95
2019/04/17,476.932
2019/04/18,472.249
2019/04/19,248.586
2019/04/20,21.753
2019/04/21,4.584
2019/04/22,-0.123
2019/04/23,24.864
2019/04/24,19.637
2019/04/25,13.836
2019/04/26,69.198
2019/04/27,11.091
2019/04/28,-16.554
2019/04/29,3.995
2019/04/30,5.852
2019/05/01,-2.888
2019/05/02,22.416
2019/05/03,47.06
2019/05/04,32.558
2019/05/05,34.154
2019/05/06,62.968
2019/05/07,81.714
2019/05/08,49.361
2019/05/09,31.391
2019/05/10,60.763
2019/05/11,26.914
2019/05/12,7.186
2019/05/13,36.384
2019/05/14,38.11
