Date,transactionvalue30smaUSD
2016/01/01,28.015
2016/01/02,28.066
2016/01/03,28.711
2016/01/04,28.64
2016/01/05,29.94
2016/01/06,28.728
2016/01/07,28.552
2016/01/08,28.219
2016/01/09,28.06
2016/01/10,27.432
2016/01/11,27.153
2016/01/12,29.318
2016/01/13,29.565
2016/01/14,29.894
2016/01/15,29.124
2016/01/16,29.868
2016/01/17,30.618
2016/01/18,38.186
2016/01/19,41.778
2016/01/20,43.955
2016/01/21,45.96
2016/01/22,49.136
2016/01/23,54.89
2016/01/24,65.398
2016/01/25,74.587
2016/01/26,82.02
2016/01/27,86.194
2016/01/28,90.04
2016/01/29,94.146
2016/01/30,98.617
2016/01/31,103.43
2016/02/01,105.649
2016/02/02,107.571
2016/02/03,110.562
2016/02/04,110.451
2016/02/05,113.135
2016/02/06,113.232
2016/02/07,118.279
2016/02/08,128.007
2016/02/09,139.268
2016/02/10,154.072
2016/02/11,164.289
2016/02/12,186.252
2016/02/13,196.186
2016/02/14,201.255
2016/02/15,206.821
2016/02/16,217.266
2016/02/17,214.106
2016/02/18,218.805
2016/02/19,220.066
2016/02/20,228.276
2016/02/21,229.03
2016/02/22,230.588
2016/02/23,235.755
2016/02/24,246.946
2016/02/25,249.306
2016/02/26,282.117
2016/02/27,301.295
2016/02/28,305.675
2016/02/29,307.48
2016/03/01,314.794
2016/03/02,352.302
2016/03/03,375.111
2016/03/04,390.796
2016/03/05,428.074
2016/03/06,446.489
2016/03/07,467.751
2016/03/08,490.612
2016/03/09,496.385
2016/03/10,498.028
2016/03/11,496.642
2016/03/12,506.412
2016/03/13,517.21
2016/03/14,531.761
2016/03/15,541.484
2016/03/16,551.521
2016/03/17,559.625
2016/03/18,579.664
2016/03/19,578.757
2016/03/20,580.574
2016/03/21,580.052
2016/03/22,583.998
2016/03/23,583.54
2016/03/24,577.462
2016/03/25,562.112
2016/03/26,555.503
2016/03/27,531.439
2016/03/28,516.502
2016/03/29,522.405
2016/03/30,529.537
2016/03/31,526.981
2016/04/01,490.786
2016/04/02,469.638
2016/04/03,453.264
2016/04/04,418.775
2016/04/05,403.462
2016/04/06,388.056
2016/04/07,367.412
2016/04/08,356.601
2016/04/09,356.317
2016/04/10,351.796
2016/04/11,334.047
2016/04/12,308.636
2016/04/13,291.16
2016/04/14,279.985
2016/04/15,266.862
2016/04/16,250.67
2016/04/17,231.802
2016/04/18,229.534
2016/04/19,227.466
2016/04/20,223.294
2016/04/21,218.823
2016/04/22,218.044
2016/04/23,216.731
2016/04/24,214.316
2016/04/25,216.256
2016/04/26,211.023
2016/04/27,208.07
2016/04/28,198.991
2016/04/29,188.429
2016/04/30,193.809
2016/05/01,202.316
2016/05/02,212.093
2016/05/03,221.234
2016/05/04,225.836
2016/05/05,228.639
2016/05/06,238.169
2016/05/07,243.489
2016/05/08,249.165
2016/05/09,252.595
2016/05/10,257.873
2016/05/11,276.211
2016/05/12,292.462
2016/05/13,344.249
2016/05/14,380.603
2016/05/15,387.64
2016/05/16,397.662
2016/05/17,404.165
2016/05/18,415.515
2016/05/19,439.487
2016/05/20,457.56
2016/05/21,464.353
2016/05/22,466.104
2016/05/23,471.003
2016/05/24,485.804
2016/05/25,495.858
2016/05/26,497.542
2016/05/27,511.806
2016/05/28,518.123
2016/05/29,522.878
2016/05/30,516.373
2016/05/31,513.594
2016/06/01,507.56
2016/06/02,501.393
2016/06/03,499.21
2016/06/04,495.703
2016/06/05,485.188
2016/06/06,477.698
2016/06/07,476.846
2016/06/08,485.972
2016/06/09,475.725
2016/06/10,462.019
2016/06/11,444.087
2016/06/12,396.741
2016/06/13,366.952
2016/06/14,372.231
2016/06/15,371.249
2016/06/16,380.583
2016/06/17,399.976
2016/06/18,407.205
2016/06/19,397.701
2016/06/20,408.99
2016/06/21,415.952
2016/06/22,422.627
2016/06/23,423.198
2016/06/24,419.358
2016/06/25,425.154
2016/06/26,411.98
2016/06/27,407.657
2016/06/28,414.638
2016/06/29,415.144
2016/06/30,410.602
2016/07/01,410.637
2016/07/02,409.549
2016/07/03,407.51
2016/07/04,413.196
2016/07/05,439.658
2016/07/06,443.842
2016/07/07,441.856
2016/07/08,421.83
2016/07/09,421.62
2016/07/10,417.282
2016/07/11,418.064
2016/07/12,412.862
2016/07/13,407.888
2016/07/14,398.88
2016/07/15,423.577
2016/07/16,409.463
2016/07/17,381.429
2016/07/18,374.004
2016/07/19,442.455
2016/07/20,532.542
2016/07/21,533.677
2016/07/22,541.767
2016/07/23,551.474
2016/07/24,638.168
2016/07/25,701.377
2016/07/26,838.05
