Date,mining_profitability7trx
2016/10/31,-0.254
2016/11/01,0.316
2016/11/02,1.097
2016/11/03,1.922
2016/11/04,2.755
2016/11/05,3.575
2016/11/06,4.195
2016/11/07,4.211
2016/11/08,3.65
2016/11/09,2.856
2016/11/10,2.21
2016/11/11,1.721
2016/11/12,1.302
2016/11/13,0.851
2016/11/14,0.362
2016/11/15,-0.094
2016/11/16,-0.418
2016/11/17,-0.632
2016/11/18,-0.799
2016/11/19,-1.023
2016/11/20,-1.337
2016/11/21,-1.716
2016/11/22,-1.966
2016/11/23,-2.037
2016/11/24,-1.898
2016/11/25,-1.629
2016/11/26,-1.382
2016/11/27,-1.143
2016/11/28,-1.014
2016/11/29,-1.049
2016/11/30,-1.093
2016/12/01,-1.134
2016/12/02,-1.248
2016/12/03,-1.425
2016/12/04,-1.642
2016/12/05,-1.864
2016/12/06,-2.064
2016/12/07,-2.084
2016/12/08,-1.886
2016/12/09,-1.697
2016/12/10,-1.555
2016/12/11,-1.483
2016/12/12,-1.374
2016/12/13,-1.259
2016/12/14,-1.138
2016/12/15,-1.095
2016/12/16,-1.127
2016/12/17,-1.213
2016/12/18,-1.311
2016/12/19,-1.415
2016/12/20,-1.529
2016/12/21,-1.584
2016/12/22,-1.584
2016/12/23,-1.485
2016/12/24,-1.255
2016/12/25,-1.028
2016/12/26,-0.886
2016/12/27,-0.768
2016/12/28,-0.637
2016/12/29,-0.294
2016/12/30,0.109
2016/12/31,0.379
2017/01/01,0.619
2017/01/02,0.768
2017/01/03,0.973
2017/01/04,1.317
2017/01/05,1.582
2017/01/06,1.621
2017/01/07,1.464
2017/01/08,1.249
2017/01/09,1.047
2017/01/10,0.841
2017/01/11,0.591
2017/01/12,0.26
2017/01/13,-0.063
2017/01/14,-0.344
2017/01/15,-0.56
2017/01/16,-0.733
2017/01/17,-0.793
2017/01/18,-0.726
2017/01/19,-0.671
2017/01/20,-0.575
2017/01/21,-0.458
2017/01/22,-0.338
2017/01/23,-0.275
2017/01/24,-0.238
2017/01/25,-0.235
2017/01/26,-0.264
2017/01/27,-0.315
2017/01/28,-0.345
2017/01/29,-0.352
2017/01/30,-0.343
2017/01/31,-0.332
2017/02/01,-0.291
2017/02/02,-0.269
2017/02/03,-0.22
2017/02/04,-0.099
2017/02/05,-0.042
2017/02/06,-0.032
2017/02/07,-0.027
2017/02/08,-0.041
2017/02/09,-0.098
2017/02/10,-0.215
2017/02/11,-0.304
2017/02/12,-0.381
2017/02/13,-0.455
2017/02/14,-0.409
2017/02/15,-0.234
2017/02/16,-0.043
2017/02/17,0.084
2017/02/18,0.142
2017/02/19,0.138
2017/02/20,0.103
2017/02/21,0.01
2017/02/22,-0.088
2017/02/23,-0.15
2017/02/24,-0.159
2017/02/25,-0.139
2017/02/26,-0.108
2017/02/27,-0.006
2017/02/28,0.182
2017/03/01,0.416
2017/03/02,0.863
2017/03/03,1.388
2017/03/04,1.811
2017/03/05,1.966
2017/03/06,1.984
2017/03/07,1.881
2017/03/08,1.56
2017/03/09,1.097
2017/03/10,0.72
2017/03/11,0.542
2017/03/12,0.646
2017/03/13,1.202
2017/03/14,1.926
2017/03/15,2.636
2017/03/16,3.871
2017/03/17,5.235
2017/03/18,5.704
2017/03/19,5.731
2017/03/20,5.582
2017/03/21,5.245
2017/03/22,4.686
2017/03/23,3.992
2017/03/24,3.502
2017/03/25,3.296
2017/03/26,3.07
2017/03/27,2.734
2017/03/28,2.364
2017/03/29,2.056
2017/03/30,1.777
2017/03/31,1.421
2017/04/01,1.079
2017/04/02,0.75
2017/04/03,0.438
2017/04/04,0.018
2017/04/05,-0.341
2017/04/06,-0.679
2017/04/07,-0.992
2017/04/08,-1.205
2017/04/09,-1.355
2017/04/10,-1.463
2017/04/11,-1.529
2017/04/12,-1.537
2017/04/13,-1.324
2017/04/14,-1.14
2017/04/15,-0.985
2017/04/16,-0.834
2017/04/17,-0.719
2017/04/18,-0.626
2017/04/19,-0.548
2017/04/20,-0.498
2017/04/21,-0.483
2017/04/22,-0.524
2017/04/23,-0.587
2017/04/24,-0.584
2017/04/25,-0.562
2017/04/26,-0.524
2017/04/27,-0.335
2017/04/28,0.054
2017/04/29,0.494
2017/04/30,0.989
2017/05/01,1.558
2017/05/02,1.973
2017/05/03,2.204
2017/05/04,2.491
2017/05/05,2.781
2017/05/06,2.933
2017/05/07,2.961
2017/05/08,2.79
2017/05/09,2.364
2017/05/10,1.948
2017/05/11,1.552
2017/05/12,1.178
2017/05/13,0.818
2017/05/14,0.446
2017/05/15,0.114
2017/05/16,-0.183
2017/05/17,-0.418
2017/05/18,-0.507
2017/05/19,-0.271
2017/05/20,0.246
2017/05/21,0.869
2017/05/22,1.803
2017/05/23,2.744
2017/05/24,3.725
2017/05/25,4.536
2017/05/26,4.791
2017/05/27,4.261
2017/05/28,3.705
2017/05/29,3.198
2017/05/30,2.955
2017/05/31,2.981
2017/06/01,2.844
2017/06/02,2.569
2017/06/03,2.219
2017/06/04,1.934
2017/06/05,1.734
2017/06/06,1.606
2017/06/07,1.47
2017/06/08,1.277
2017/06/09,1.144
2017/06/10,1.18
2017/06/11,1.445
2017/06/12,1.925
2017/06/13,2.391
2017/06/14,2.601
2017/06/15,2.343
2017/06/16,2.001
2017/06/17,1.638
2017/06/18,1.307
2017/06/19,0.987
2017/06/20,0.61
2017/06/21,0.116
2017/06/22,-0.395
2017/06/23,-0.838
2017/06/24,-1.211
2017/06/25,-1.606
2017/06/26,-2.087
2017/06/27,-2.606
2017/06/28,-2.879
2017/06/29,-2.935
2017/06/30,-2.917
2017/07/01,-2.957
2017/07/02,-2.998
2017/07/03,-2.963
2017/07/04,-2.891
2017/07/05,-2.828
2017/07/06,-2.75
2017/07/07,-2.696
2017/07/08,-2.707
2017/07/09,-2.722
2017/07/10,-2.905
2017/07/11,-3.26
2017/07/12,-3.56
2017/07/13,-3.751
2017/07/14,-3.874
2017/07/15,-3.992
2017/07/16,-4.23
2017/07/17,-4.349
2017/07/18,-4.179
2017/07/19,-3.742
2017/07/20,-3.254
2017/07/21,-2.752
2017/07/22,-2.244
2017/07/23,-1.788
2017/07/24,-1.39
2017/07/25,-1.182
2017/07/26,-1.15
2017/07/27,-1.16
2017/07/28,-1.221
2017/07/29,-1.34
2017/07/30,-1.405
2017/07/31,-1.498
2017/08/01,-1.588
2017/08/02,-1.615
2017/08/03,-1.541
2017/08/04,-1.44
2017/08/05,-1.22
2017/08/06,-0.828
2017/08/07,-0.387
2017/08/08,0.088
2017/08/09,0.582
2017/08/10,1.02
2017/08/11,1.356
2017/08/12,1.584
2017/08/13,1.594
2017/08/14,1.482
2017/08/15,1.24
2017/08/16,1.067
2017/08/17,0.932
2017/08/18,0.817
2017/08/19,0.591
2017/08/20,0.348
2017/08/21,0.27
2017/08/22,0.212
2017/08/23,0.17
2017/08/24,0.162
2017/08/25,-0.022
2017/08/26,-0.288
2017/08/27,-0.505
2017/08/28,-0.6
2017/08/29,-0.58
2017/08/30,-0.451
2017/08/31,-0.225
2017/09/01,0.01
2017/09/02,0.087
2017/09/03,0.008
2017/09/04,-0.251
2017/09/05,-0.591
2017/09/06,-0.768
2017/09/07,-0.856
2017/09/08,-0.986
2017/09/09,-1.178
2017/09/10,-1.377
2017/09/11,-1.53
2017/09/12,-1.627
2017/09/13,-1.758
2017/09/14,-1.964
2017/09/15,-2.242
2017/09/16,-2.385
2017/09/17,-2.474
2017/09/18,-2.307
2017/09/19,-2.034
2017/09/20,-1.704
2017/09/21,-1.462
2017/09/22,-1.583
2017/09/23,-1.783
2017/09/24,-1.91
2017/09/25,-1.924
2017/09/26,-1.846
2017/09/27,-1.705
2017/09/28,-1.485
2017/09/29,-1.255
2017/09/30,-0.974
2017/10/01,-0.755
2017/10/02,-0.586
2017/10/03,-0.474
2017/10/04,-0.426
2017/10/05,-0.437
2017/10/06,-0.401
2017/10/07,-0.28
2017/10/08,-0.152
2017/10/09,-0.095
2017/10/10,-0.078
2017/10/11,-0.067
2017/10/12,-0.041
2017/10/13,0.021
2017/10/14,0.236
2017/10/15,0.401
2017/10/16,0.557
2017/10/17,0.942
2017/10/18,1.247
2017/10/19,1.411
2017/10/20,1.481
2017/10/21,1.384
2017/10/22,1.188
2017/10/23,0.936
2017/10/24,0.745
2017/10/25,0.566
2017/10/26,0.467
2017/10/27,-1.21
2017/10/28,-3.311
2017/10/29,-5.363
2017/10/30,-7.207
2017/10/31,-8.817
2017/11/01,-8.167
2017/11/02,-6.155
2017/11/03,-3.386
2017/11/04,-0.509
2017/11/05,1.832
2017/11/06,3.461
2017/11/07,4.408
2017/11/08,4.779
2017/11/09,4.923
2017/11/10,4.774
2017/11/11,4.406
2017/11/12,3.895
2017/11/13,3.423
2017/11/14,3.076
2017/11/15,2.865
2017/11/16,2.68
2017/11/17,2.501
2017/11/18,2.331
2017/11/19,2.249
2017/11/20,2.098
2017/11/21,1.949
2017/11/22,1.814
2017/11/23,1.756
2017/11/24,1.813
2017/11/25,2.015
2017/11/26,2.174
2017/11/27,2.339
2017/11/28,2.452
2017/11/29,2.462
2017/11/30,2.213
2017/12/01,1.898
2017/12/02,1.619
2017/12/03,1.465
2017/12/04,1.329
2017/12/05,1.274
2017/12/06,1.181
2017/12/07,1.067
2017/12/08,0.983
2017/12/09,0.989
2017/12/10,0.896
2017/12/11,0.775
2017/12/12,0.991
2017/12/13,1.551
2017/12/14,2.249
2017/12/15,2.598
2017/12/16,2.749
2017/12/17,2.764
2017/12/18,2.676
2017/12/19,2.817
2017/12/20,2.932
2017/12/21,2.967
2017/12/22,2.603
2017/12/23,2.135
2017/12/24,1.492
2017/12/25,0.943
2017/12/26,0.549
2017/12/27,0.289
2017/12/28,-0.011
2017/12/29,-0.178
2017/12/30,-0.337
2017/12/31,-0.463
2018/01/01,-0.508
2018/01/02,-0.283
2018/01/03,0.125
2018/01/04,0.683
2018/01/05,1.357
2018/01/06,2.055
2018/01/07,2.651
2018/01/08,3.135
2018/01/09,3.537
2018/01/10,3.989
2018/01/11,3.986
2018/01/12,3.665
2018/01/13,3.377
2018/01/14,3.046
2018/01/15,2.667
2018/01/16,2.011
2018/01/17,1.061
2018/01/18,0.245
2018/01/19,-0.399
2018/01/20,-0.833
2018/01/21,-1.177
2018/01/22,-1.506
2018/01/23,-1.803
2018/01/24,-2.021
2018/01/25,-2.12
2018/01/26,-2.155
2018/01/27,-2.087
2018/01/28,-1.824
2018/01/29,-1.515
2018/01/30,-1.284
2018/01/31,-1.174
2018/02/01,-1.104
2018/02/02,-1.309
2018/02/03,-1.587
2018/02/04,-1.902
2018/02/05,-2.343
2018/02/06,-2.883
2018/02/07,-3.239
2018/02/08,-3.411
2018/02/09,-3.433
2018/02/10,-3.268
2018/02/11,-3.111
2018/02/12,-2.897
2018/02/13,-2.674
2018/02/14,-2.374
2018/02/15,-1.945
2018/02/16,-1.533
2018/02/17,-1.101
2018/02/18,-0.751
2018/02/19,-0.481
2018/02/20,-0.258
2018/02/21,-0.198
2018/02/22,-0.318
2018/02/23,-0.461
2018/02/24,-0.592
2018/02/25,-0.753
2018/02/26,-0.834
2018/02/27,-0.794
2018/02/28,-0.739
2018/03/01,-0.714
2018/03/02,-0.679
2018/03/03,-0.701
2018/03/04,-0.719
2018/03/05,-0.702
2018/03/06,-0.715
2018/03/07,-0.843
2018/03/08,-1.083
2018/03/09,-1.384
2018/03/10,-1.599
2018/03/11,-1.756
2018/03/12,-1.83
2018/03/13,-1.873
2018/03/14,-1.919
2018/03/15,-2.061
2018/03/16,-2.223
2018/03/17,-2.398
2018/03/18,-2.673
2018/03/19,-2.871
2018/03/20,-2.965
2018/03/21,-2.897
2018/03/22,-2.76
2018/03/23,-2.651
2018/03/24,-2.482
2018/03/25,-2.333
2018/03/26,-2.262
2018/03/27,-2.283
2018/03/28,-2.342
2018/03/29,-2.455
2018/03/30,-2.643
2018/03/31,-2.752
2018/04/01,-2.853
2018/04/02,-2.878
2018/04/03,-2.753
2018/04/04,-2.594
2018/04/05,-2.426
2018/04/06,-2.316
2018/04/07,-2.173
2018/04/08,-1.948
2018/04/09,-1.612
2018/04/10,-1.277
2018/04/11,-0.913
2018/04/12,-0.45
2018/04/13,0.226
2018/04/14,0.831
2018/04/15,1.356
2018/04/16,1.716
2018/04/17,1.899
2018/04/18,1.995
2018/04/19,2.092
2018/04/20,2.297
2018/04/21,2.462
2018/04/22,2.61
2018/04/23,2.7
2018/04/24,2.893
2018/04/25,2.893
2018/04/26,2.676
2018/04/27,2.494
2018/04/28,2.363
2018/04/29,2.214
2018/04/30,2.035
2018/05/01,1.808
2018/05/02,1.624
2018/05/03,1.58
2018/05/04,1.666
2018/05/05,1.792
2018/05/06,1.823
2018/05/07,1.644
2018/05/08,1.39
2018/05/09,1.142
2018/05/10,0.961
2018/05/11,0.697
2018/05/12,0.322
2018/05/13,0.015
2018/05/14,-0.149
2018/05/15,-0.181
2018/05/16,-0.221
2018/05/17,-0.238
2018/05/18,-0.275
2018/05/19,-0.283
2018/05/20,-0.271
2018/05/21,-0.261
2018/05/22,-0.296
2018/05/23,-0.457
2018/05/24,-0.691
2018/05/25,-0.89
2018/05/26,-1.052
2018/05/27,-1.197
2018/05/28,-1.373
2018/05/29,-1.508
2018/05/30,-1.523
2018/05/31,-1.451
2018/06/01,-1.287
2018/06/02,-1.102
2018/06/03,-0.868
2018/06/04,-0.631
2018/06/05,-0.473
2018/06/06,-0.298
2018/06/07,-0.145
2018/06/08,-0.061
2018/06/09,-0.076
2018/06/10,-0.211
2018/06/11,-0.455
2018/06/12,-0.747
2018/06/13,-1.075
2018/06/14,-1.326
2018/06/15,-1.455
2018/06/16,-1.518
2018/06/17,-1.526
2018/06/18,-1.521
2018/06/19,-1.435
2018/06/20,-1.278
2018/06/21,-1.112
2018/06/22,-1.036
2018/06/23,-1.066
2018/06/24,-1.194
2018/06/25,-1.304
2018/06/26,-1.383
2018/06/27,-1.507
2018/06/28,-1.583
2018/06/29,-1.653
2018/06/30,-1.514
2018/07/01,-1.135
2018/07/02,-0.482
2018/07/03,0.069
2018/07/04,0.404
2018/07/05,0.511
2018/07/06,0.568
2018/07/07,0.559
2018/07/08,0.484
2018/07/09,0.324
2018/07/10,0.041
2018/07/11,-0.215
2018/07/12,-0.428
2018/07/13,-0.567
2018/07/14,-0.551
2018/07/15,-0.384
2018/07/16,-0.325
2018/07/17,-0.275
2018/07/18,-0.207
2018/07/19,-0.185
2018/07/20,-0.215
2018/07/21,-0.163
2018/07/22,-0.144
2018/07/23,-0.211
2018/07/24,-0.247
2018/07/25,-0.265
2018/07/26,-0.281
2018/07/27,-0.316
2018/07/28,-0.343
2018/07/29,-0.381
2018/07/30,-0.431
2018/07/31,-0.526
2018/08/01,-0.653
2018/08/02,-0.828
2018/08/03,-0.974
2018/08/04,-1.09
2018/08/05,-1.194
2018/08/06,-1.256
2018/08/07,-1.223
2018/08/08,-1.18
2018/08/09,-1.171
2018/08/10,-1.227
2018/08/11,-1.479
2018/08/12,-1.743
2018/08/13,-1.993
2018/08/14,-2.355
2018/08/15,-2.589
2018/08/16,-2.682
2018/08/17,-2.55
2018/08/18,-2.36
2018/08/19,-2.174
2018/08/20,-2.022
2018/08/21,-1.949
2018/08/22,-1.878
2018/08/23,-1.796
2018/08/24,-1.647
2018/08/25,-1.519
2018/08/26,-1.413
2018/08/27,-1.309
2018/08/28,-1.142
2018/08/29,-0.905
2018/08/30,-0.713
2018/08/31,-0.572
2018/09/01,-0.409
2018/09/02,-0.211
2018/09/03,-0.061
2018/09/04,0.046
2018/09/05,-0.033
2018/09/06,-0.365
2018/09/07,-0.767
2018/09/08,-1.189
2018/09/09,-1.569
2018/09/10,-1.869
2018/09/11,-2.093
2018/09/12,-2.292
2018/09/13,-2.25
2018/09/14,-2.013
2018/09/15,-1.659
2018/09/16,-1.271
2018/09/17,-0.945
2018/09/18,-0.762
2018/09/19,-0.599
2018/09/20,-0.469
2018/09/21,-0.178
2018/09/22,0.115
2018/09/23,0.384
2018/09/24,0.568
2018/09/25,0.527
2018/09/26,0.369
2018/09/27,0.212
2018/09/28,0.128
2018/09/29,0.108
2018/09/30,0.147
2018/10/01,0.206
2018/10/02,0.263
2018/10/03,0.221
2018/10/04,0.154
2018/10/05,0.073
2018/10/06,0.018
2018/10/07,-0.037
2018/10/08,-0.071
2018/10/09,-0.077
2018/10/10,-0.085
2018/10/11,-0.222
2018/10/12,-0.423
2018/10/13,-0.595
2018/10/14,-0.726
2018/10/15,-0.736
2018/10/16,-0.674
2018/10/17,-0.571
2018/10/18,-0.504
2018/10/19,-0.467
2018/10/20,-0.4
2018/10/21,-0.301
2018/10/22,-0.203
2018/10/23,-0.126
2018/10/24,-0.077
2018/10/25,-0.042
2018/10/26,0.008
2018/10/27,0.02
2018/10/28,0.032
2018/10/29,0.043
2018/10/30,-0.005
2018/10/31,-0.073
2018/11/01,-0.104
2018/11/02,-0.061
2018/11/03,0.004
2018/11/04,0.077
2018/11/05,0.213
2018/11/06,0.372
2018/11/07,0.561
2018/11/08,0.659
2018/11/09,0.689
2018/11/10,0.671
2018/11/11,0.577
2018/11/12,0.515
2018/11/13,0.437
2018/11/14,0.261
2018/11/15,-0.072
2018/11/16,-0.433
2018/11/17,-0.749
2018/11/18,-0.958
2018/11/19,-1.206
2018/11/20,-1.553
2018/11/21,-1.872
2018/11/22,-2.104
2018/11/23,-2.338
2018/11/24,-2.517
2018/11/25,-2.712
2018/11/26,-2.832
2018/11/27,-2.852
2018/11/28,-2.595
2018/11/29,-2.188
2018/11/30,-1.779
2018/12/01,-1.458
2018/12/02,-1.139
2018/12/03,-0.918
2018/12/04,-0.801
2018/12/05,-0.739
2018/12/06,-0.832
2018/12/07,-1.092
2018/12/08,-1.299
2018/12/09,-1.384
2018/12/10,-1.444
2018/12/11,-1.501
2018/12/12,-1.464
2018/12/13,-1.355
2018/12/14,-1.258
2018/12/15,-1.209
2018/12/16,-1.129
2018/12/17,-0.984
2018/12/18,-0.69
2018/12/19,-0.257
2018/12/20,0.263
2018/12/21,0.795
2018/12/22,1.179
2018/12/23,1.683
2018/12/24,2.313
2018/12/25,2.515
2018/12/26,2.44
2018/12/27,2.139
2018/12/28,1.791
2018/12/29,1.656
2018/12/30,1.574
2018/12/31,1.451
2019/01/01,1.373
2019/01/02,1.451
2019/01/03,1.464
2019/01/04,1.433
2019/01/05,1.416
2019/01/06,1.293
2019/01/07,1.112
2019/01/08,0.901
2019/01/09,0.685
2019/01/10,0.354
2019/01/11,-0.086
2019/01/12,-0.483
2019/01/13,-0.834
2019/01/14,-1.102
2019/01/15,-1.262
2019/01/16,-1.341
2019/01/17,-1.35
2019/01/18,-1.3
2019/01/19,-1.231
2019/01/20,-1.192
2019/01/21,-1.276
2019/01/22,-1.387
2019/01/23,-1.418
2019/01/24,-1.435
2019/01/25,-1.433
2019/01/26,-1.373
2019/01/27,-1.293
2019/01/28,-1.222
2019/01/29,-1.079
2019/01/30,-0.854
2019/01/31,-0.638
2019/02/01,-0.435
2019/02/02,-0.226
2019/02/03,-0.029
2019/02/04,0.113
2019/02/05,0.2
2019/02/06,0.21
2019/02/07,0.211
2019/02/08,0.265
2019/02/09,0.458
2019/02/10,0.397
2019/02/11,0.275
2019/02/12,0.108
2019/02/13,-0.008
2019/02/14,-0.059
2019/02/15,-0.073
2019/02/16,-0.082
2019/02/17,-0.038
2019/02/18,0.219
2019/02/19,1.018
2019/02/20,1.36
2019/02/21,1.433
2019/02/22,1.394
2019/02/23,1.262
2019/02/24,1.142
2019/02/25,0.889
2019/02/26,0.583
2019/02/27,0.289
2019/02/28,-0.023
2019/03/01,-0.279
2019/03/02,-0.421
2019/03/03,-0.487
2019/03/04,-0.546
2019/03/05,-0.548
2019/03/06,-0.454
2019/03/07,-0.314
2019/03/08,-0.208
2019/03/09,-0.092
2019/03/10,-0.008
2019/03/11,0.029
2019/03/12,0.058
2019/03/13,0.075
2019/03/14,0.07
2019/03/15,0.085
2019/03/16,0.139
2019/03/17,0.174
2019/03/18,0.463
2019/03/19,0.618
2019/03/20,0.626
2019/03/21,0.578
2019/03/22,0.494
2019/03/23,0.401
2019/03/24,0.297
2019/03/25,0.199
2019/03/26,0.144
2019/03/27,0.198
2019/03/28,0.269
2019/03/29,0.347
2019/03/30,0.499
2019/03/31,0.627
2019/04/01,0.652
2019/04/02,0.765
2019/04/03,1.096
2019/04/04,1.277
2019/04/05,1.364
2019/04/06,1.372
2019/04/07,1.38
2019/04/08,1.488
2019/04/09,1.526
2019/04/10,1.547
2019/04/11,1.514
2019/04/12,1.389
2019/04/13,1.169
2019/04/14,0.892
2019/04/15,0.657
2019/04/16,0.504
2019/04/17,0.48
2019/04/18,0.607
2019/04/19,0.625
2019/04/20,0.524
2019/04/21,0.352
