Date,transactionvalue14emaUSD
2016/12/11,451.405
2016/12/12,421.715
2016/12/13,393.184
2016/12/14,365.591
2016/12/15,365.659
2016/12/16,350.55
2016/12/17,383.883
2016/12/18,394.212
2016/12/19,372.83
2016/12/20,355.022
2016/12/21,349.845
2016/12/22,364.453
2016/12/23,453.448
2016/12/24,453.13
2016/12/25,420.48
2016/12/26,387.534
2016/12/27,367.781
2016/12/28,382.777
2016/12/29,438.21
2016/12/30,460.568
2016/12/31,563.638
2017/01/01,540.037
2017/01/02,546.643
2017/01/03,603.503
2017/01/04,739.068
2017/01/05,868.252
2017/01/06,978.456
2017/01/07,979.541
2017/01/08,926.908
2017/01/09,936.142
2017/01/10,943.402
2017/01/11,954.183
2017/01/12,940.961
2017/01/13,878.223
2017/01/14,789.698
2017/01/15,702.587
2017/01/16,631.617
2017/01/17,591.787
2017/01/18,539.207
2017/01/19,498.661
2017/01/20,514.797
2017/01/21,477.354
2017/01/22,443.377
2017/01/23,411.564
2017/01/24,378.809
2017/01/25,356.916
2017/01/26,341.268
2017/01/27,326.37
2017/01/28,301.417
2017/01/29,289.761
2017/01/30,272.544
2017/01/31,277.442
2017/02/01,280.828
2017/02/02,283.243
2017/02/03,300.28
2017/02/04,318.497
2017/02/05,299.894
2017/02/06,303.32
2017/02/07,300.14
2017/02/08,295.394
2017/02/09,297.302
2017/02/10,303.837
2017/02/11,293.488
2017/02/12,294.618
2017/02/13,287.683
2017/02/14,347.168
2017/02/15,430.227
2017/02/16,454.367
2017/02/17,482.549
2017/02/18,499.957
2017/02/19,515.857
2017/02/20,529.942
2017/02/21,568.011
2017/02/22,582.436
2017/02/23,597.611
2017/02/24,682.372
2017/02/25,697.742
2017/02/26,740.882
2017/02/27,981.203
2017/02/28,1243
2017/03/01,1495
2017/03/02,1886
2017/03/03,2308
2017/03/04,2471
2017/03/05,2545
2017/03/06,2903
2017/03/07,2938
2017/03/08,3032
2017/03/09,3160
2017/03/10,3241
2017/03/11,3457
2017/03/12,4072
2017/03/13,4363
2017/03/14,4168
2017/03/15,4002
2017/03/16,5013
2017/03/17,5269
2017/03/18,5931
2017/03/19,5464
2017/03/20,5212
2017/03/21,5409
2017/03/22,5486
2017/03/23,5537
2017/03/24,5917
2017/03/25,6095
2017/03/26,6095
2017/03/27,6067
2017/03/28,6126
2017/03/29,6303
2017/03/30,6726
2017/03/31,6782
2017/04/01,6680
2017/04/02,6923
2017/04/03,7033
2017/04/04,6663
2017/04/05,6628
2017/04/06,6816
2017/04/07,6225
2017/04/08,5951
2017/04/09,5689
2017/04/10,5589
2017/04/11,5501
2017/04/12,5351
2017/04/13,5090
2017/04/14,4975
2017/04/15,4616
2017/04/16,4166
2017/04/17,3823
2017/04/18,3989
2017/04/19,4217
2017/04/20,4496
2017/04/21,4524
2017/04/22,4537
2017/04/23,4523
2017/04/24,4631
2017/04/25,4578
2017/04/26,4831
2017/04/27,5310
2017/04/28,5811
2017/04/29,6471
2017/04/30,7241
2017/05/01,8565
2017/05/02,9304
2017/05/03,10455
2017/05/04,11323
2017/05/05,12451
2017/05/06,12766
2017/05/07,13366
2017/05/08,13538
2017/05/09,13660
2017/05/10,13808
2017/05/11,14227
2017/05/12,14313
2017/05/13,13916
2017/05/14,13511
2017/05/15,13361
2017/05/16,13778
2017/05/17,13105
2017/05/18,12203
2017/05/19,11960
2017/05/20,11592
2017/05/21,11571
2017/05/22,13266
2017/05/23,13381
2017/05/24,13673
2017/05/25,13915
2017/05/26,14353
2017/05/27,14041
2017/05/28,13594
2017/05/29,13333
2017/05/30,13266
2017/05/31,14743
2017/06/01,15267
2017/06/02,15714
2017/06/03,16210
2017/06/04,16487
2017/06/05,17232
2017/06/06,18399
2017/06/07,18944
2017/06/08,19238
2017/06/09,19311
2017/06/10,18831
2017/06/11,18610
2017/06/12,20508
2017/06/13,21697
2017/06/14,21449
2017/06/15,22035
2017/06/16,22519
2017/06/17,21540
2017/06/18,20534
2017/06/19,19646
2017/06/20,19286
2017/06/21,17873
2017/06/22,16771
2017/06/23,16144
2017/06/24,15922
2017/06/25,14495
2017/06/26,13724
2017/06/27,13399
2017/06/28,13096
2017/06/29,13077
2017/06/30,12868
2017/07/01,12496
2017/07/02,11843
2017/07/03,13298
2017/07/04,14161
2017/07/05,13183
2017/07/06,12566
2017/07/07,11936
2017/07/08,11315
2017/07/09,10302
2017/07/10,9994
2017/07/11,9812
2017/07/12,9733
2017/07/13,10755
2017/07/14,11957
2017/07/15,12961
2017/07/16,13373
2017/07/17,13699
2017/07/18,14492
2017/07/19,15108
2017/07/20,15475
2017/07/21,16098
2017/07/22,14616
2017/07/23,13475
2017/07/24,14069
2017/07/25,14872
2017/07/26,15161
2017/07/27,15658
2017/07/28,16178
2017/07/29,16811
2017/07/30,16391
2017/07/31,15122
2017/08/01,14368
2017/08/02,13598
2017/08/03,12735
2017/08/04,11939
2017/08/05,11454
2017/08/06,11063
2017/08/07,10823
2017/08/08,10665
2017/08/09,10824
2017/08/10,12134
2017/08/11,15753
2017/08/12,17070
2017/08/13,18393
2017/08/14,18305
2017/08/15,17663
2017/08/16,16768
2017/08/17,15968
2017/08/18,15250
2017/08/19,14430
2017/08/20,13778
2017/08/21,13289
2017/08/22,12813
2017/08/23,12585
2017/08/24,12350
2017/08/25,12000
2017/08/26,11170
2017/08/27,12392
2017/08/28,14281
2017/08/29,14942
2017/08/30,17467
2017/08/31,17352
2017/09/01,17115
2017/09/02,16818
2017/09/03,16210
2017/09/04,15601
2017/09/05,14954
2017/09/06,14408
2017/09/07,13619
2017/09/08,13022
2017/09/09,13361
2017/09/10,13634
2017/09/11,13437
2017/09/12,13155
2017/09/13,12376
2017/09/14,12055
2017/09/15,11717
2017/09/16,11070
2017/09/17,10978
2017/09/18,11464
2017/09/19,11608
2017/09/20,11185
2017/09/21,10770
2017/09/22,10415
2017/09/23,10077
2017/09/24,9619
2017/09/25,9385
2017/09/26,9220
2017/09/27,9146
2017/09/28,9111
2017/09/29,8873
2017/09/30,8558
2017/10/01,8049
2017/10/02,7893
2017/10/03,9523
2017/10/04,10151
2017/10/05,9964
2017/10/06,9811
2017/10/07,9561
2017/10/08,9474
2017/10/09,9474
2017/10/10,9472
2017/10/11,9355
2017/10/12,9326
2017/10/13,9676
2017/10/14,9759
2017/10/15,9696
2017/10/16,9225
2017/10/17,8944
2017/10/18,9011
2017/10/19,8842
2017/10/20,8512
2017/10/21,8272
2017/10/22,8007
2017/10/23,7980
2017/10/24,7947
2017/10/25,7758
2017/10/26,7549
2017/10/27,6543
2017/10/28,5670
2017/10/29,4914
2017/10/30,4259
2017/10/31,3691
2017/11/01,4261
2017/11/02,4810
2017/11/03,5183
2017/11/04,5338
2017/11/05,5382
2017/11/06,5414
2017/11/07,5361
2017/11/08,5593
2017/11/09,6521
2017/11/10,6877
2017/11/11,7261
2017/11/12,7925
2017/11/13,7931
2017/11/14,7877
2017/11/15,8204
2017/11/16,8476
2017/11/17,8690
2017/11/18,8770
2017/11/19,8891
2017/11/20,9231
2017/11/21,9522
2017/11/22,9743
2017/11/23,10040
2017/11/24,10207
2017/11/25,10639
2017/11/26,10984
2017/11/27,11575
2017/11/28,12413
2017/11/29,13371
2017/11/30,13870
2017/12/01,14045
2017/12/02,14381
2017/12/03,14371
2017/12/04,14270
2017/12/05,13242
2017/12/06,12531
2017/12/07,11801
2017/12/08,10937
2017/12/09,10073
2017/12/10,9261
2017/12/11,8519
2017/12/12,8497
2017/12/13,8402
2017/12/14,8503
2017/12/15,8367
2017/12/16,8104
2017/12/17,7904
2017/12/18,7714
2017/12/19,7819
2017/12/20,8181
2017/12/21,8423
2017/12/22,8485
2017/12/23,8361
2017/12/24,8111
2017/12/25,7826
2017/12/26,7864
2017/12/27,7928
2017/12/28,8127
2017/12/29,8371
2017/12/30,8604
2017/12/31,8377
2018/01/01,8169
2018/01/02,8455
2018/01/03,8664
2018/01/04,9411
2018/01/05,10061
2018/01/06,10390
2018/01/07,10543
2018/01/08,11055
2018/01/09,11666
2018/01/10,12711
2018/01/11,13215
2018/01/12,13297
2018/01/13,12992
2018/01/14,15399
2018/01/15,15072
2018/01/16,14871
2018/01/17,14486
2018/01/18,14150
2018/01/19,13490
2018/01/20,12880
2018/01/21,12236
2018/01/22,11865
2018/01/23,11502
2018/01/24,11246
2018/01/25,10490
2018/01/26,10553
2018/01/27,10260
2018/01/28,10197
2018/01/29,10188
2018/01/30,10254
2018/01/31,10262
2018/02/01,10112
2018/02/02,10171
2018/02/03,9792
2018/02/04,9255
2018/02/05,8873
2018/02/06,8599
2018/02/07,8368
2018/02/08,7835
2018/02/09,7514
2018/02/10,7304
2018/02/11,6899
2018/02/12,6622
2018/02/13,6715
2018/02/14,6593
2018/02/15,6594
2018/02/16,6485
2018/02/17,6320
2018/02/18,6170
2018/02/19,5937
2018/02/20,5775
2018/02/21,5599
2018/02/22,5677
2018/02/23,5406
2018/02/24,5132
2018/02/25,4753
2018/02/26,4504
2018/02/27,4165
2018/02/28,3863
2018/03/01,3636
2018/03/02,3392
2018/03/03,3118
2018/03/04,2893
2018/03/05,2749
2018/03/06,2688
2018/03/07,2594
2018/03/08,2488
2018/03/09,2412
2018/03/10,2277
2018/03/11,2141
2018/03/12,2066
2018/03/13,2153
2018/03/14,2119
2018/03/15,2068
2018/03/16,1964
2018/03/17,1865
2018/03/18,1900
2018/03/19,1885
2018/03/20,1844
2018/03/21,1792
2018/03/22,1736
2018/03/23,1713
2018/03/24,1625
2018/03/25,1539
2018/03/26,1542
2018/03/27,1600
2018/03/28,1642
2018/03/29,1667
2018/03/30,1634
2018/03/31,1554
2018/04/01,1465
2018/04/02,1394
2018/04/03,1347
2018/04/04,1298
2018/04/05,1219
2018/04/06,1157
2018/04/07,1087
2018/04/08,1053
2018/04/09,1050
2018/04/10,1030
2018/04/11,1029
2018/04/12,1088
2018/04/13,1148
2018/04/14,1101
2018/04/15,1085
2018/04/16,1084
2018/04/17,1073
2018/04/18,1101
2018/04/19,1115
2018/04/20,1171
2018/04/21,1198
2018/04/22,1178
2018/04/23,1350
2018/04/24,1476
2018/04/25,1550
2018/04/26,1559
2018/04/27,1595
2018/04/28,1592
2018/04/29,1580
2018/04/30,1605
2018/05/01,1622
2018/05/02,1713
2018/05/03,1819
2018/05/04,1847
2018/05/05,1838
2018/05/06,1827
2018/05/07,1954
2018/05/08,1951
2018/05/09,1956
2018/05/10,1948
2018/05/11,1936
2018/05/12,1860
2018/05/13,1758
2018/05/14,1784
2018/05/15,1790
2018/05/16,1746
2018/05/17,1704
2018/05/18,1658
2018/05/19,1570
2018/05/20,1516
2018/05/21,1509
2018/05/22,1552
2018/05/23,1615
2018/05/24,1604
2018/05/25,1571
2018/05/26,1500
2018/05/27,1495
2018/05/28,1525
2018/05/29,1521
2018/05/30,1518
2018/05/31,1524
2018/06/01,1572
2018/06/02,1496
2018/06/03,1409
2018/06/04,1424
2018/06/05,1444
2018/06/06,1492
2018/06/07,1518
2018/06/08,1575
2018/06/09,1490
2018/06/10,1465
2018/06/11,1469
2018/06/12,1542
2018/06/13,1666
2018/06/14,1794
2018/06/15,1869
2018/06/16,1787
2018/06/17,1671
2018/06/18,1601
2018/06/19,1563
2018/06/20,1536
2018/06/21,1508
2018/06/22,1511
2018/06/23,1429
2018/06/24,1417
2018/06/25,1404
2018/06/26,1376
2018/06/27,1338
2018/06/28,1300
2018/06/29,1291
2018/06/30,1237
2018/07/01,1169
2018/07/02,1192
2018/07/03,1231
2018/07/04,1284
2018/07/05,1309
2018/07/06,1351
2018/07/07,1316
2018/07/08,1271
2018/07/09,1274
2018/07/10,1270
2018/07/11,1230
2018/07/12,1199
2018/07/13,1168
2018/07/14,1118
2018/07/15,1072
2018/07/16,1082
2018/07/17,1101
2018/07/18,1135
2018/07/19,1127
2018/07/20,1137
2018/07/21,1093
2018/07/22,1042
2018/07/23,1036
2018/07/24,1035
2018/07/25,1020
2018/07/26,992.312
2018/07/27,966.819
2018/07/28,908.471
2018/07/29,854.063
2018/07/30,866.312
2018/07/31,975.116
2018/08/01,957.551
2018/08/02,943.965
2018/08/03,914.286
2018/08/04,865.539
2018/08/05,819.015
2018/08/06,805.413
2018/08/07,814.719
2018/08/08,884.524
2018/08/09,910.117
2018/08/10,930.326
2018/08/11,913.621
2018/08/12,859.532
2018/08/13,892.895
2018/08/14,934.169
2018/08/15,947.397
2018/08/16,904.205
2018/08/17,906.665
2018/08/18,857.398
2018/08/19,795.065
2018/08/20,774.331
2018/08/21,761.104
2018/08/22,769.237
2018/08/23,755.862
2018/08/24,743.708
2018/08/25,714.284
2018/08/26,681.495
2018/08/27,682.901
2018/08/28,682.872
2018/08/29,703.43
2018/08/30,700.56
2018/08/31,704.91
2018/09/01,680.019
2018/09/02,647.453
2018/09/03,671.119
2018/09/04,772.271
2018/09/05,808.929
2018/09/06,856.943
2018/09/07,873.95
2018/09/08,867.745
2018/09/09,853.594
2018/09/10,854.879
2018/09/11,854.523
2018/09/12,896.249
2018/09/13,887.676
2018/09/14,887.341
2018/09/15,856.549
2018/09/16,819.612
2018/09/17,810.087
2018/09/18,800.607
2018/09/19,779.189
2018/09/20,781.975
2018/09/21,841.684
2018/09/22,836.615
2018/09/23,821.086
2018/09/24,835.617
2018/09/25,827.855
2018/09/26,824.688
2018/09/27,811.188
2018/09/28,804.916
2018/09/29,796.931
2018/09/30,778.183
2018/10/01,755.342
2018/10/02,722.875
2018/10/03,710.555
2018/10/04,701.125
2018/10/05,681.731
2018/10/06,645.523
2018/10/07,618.091
2018/10/08,626.717
2018/10/09,623.86
2018/10/10,627.351
2018/10/11,689.901
2018/10/12,691.969
2018/10/13,658.291
2018/10/14,631.105
2018/10/15,713.516
2018/10/16,728.193
2018/10/17,724.365
2018/10/18,742.908
2018/10/19,719.613
2018/10/20,697.643
2018/10/21,711.829
2018/10/22,692.687
2018/10/23,683.981
2018/10/24,676.959
2018/10/25,698.027
2018/10/26,689.927
2018/10/27,652.09
2018/10/28,619.395
2018/10/29,623.235
2018/10/30,612.038
2018/10/31,608.685
2018/11/01,600.327
2018/11/02,612.218
2018/11/03,588.469
2018/11/04,591.332
2018/11/05,625.395
2018/11/06,630.92
2018/11/07,657.386
2018/11/08,659.075
2018/11/09,656.548
2018/11/10,633.332
2018/11/11,608.81
2018/11/12,619.983
2018/11/13,623.446
2018/11/14,675.638
2018/11/15,719.597
2018/11/16,720.255
2018/11/17,688.688
2018/11/18,689.441
2018/11/19,763.593
2018/11/20,830.132
2018/11/21,837.852
2018/11/22,808.804
2018/11/23,790.586
2018/11/24,760.178
2018/11/25,769.29
2018/11/26,759.372
2018/11/27,730.036
2018/11/28,717.479
2018/11/29,725.668
2018/11/30,1076
2018/12/01,1390
2018/12/02,1250
2018/12/03,1146
2018/12/04,1052
2018/12/05,981.365
2018/12/06,936.648
2018/12/07,912.056
2018/12/08,850.242
2018/12/09,795.48
2018/12/10,745.256
2018/12/11,703.475
2018/12/12,662.694
2018/12/13,637.709
2018/12/14,607.404
2018/12/15,563.699
2018/12/16,528.529
2018/12/17,531.164
2018/12/18,534.349
2018/12/19,564.338
2018/12/20,595.746
2018/12/21,629.623
2018/12/22,609.206
2018/12/23,622.647
2018/12/24,665.019
2018/12/25,654.71
2018/12/26,634.662
2018/12/27,636.11
2018/12/28,637.986
2018/12/29,681.92
2018/12/30,656.146
2018/12/31,642.16
2019/01/01,624.148
2019/01/02,633.625
2019/01/03,634.159
2019/01/04,691.507
2019/01/05,772.589
2019/01/06,772.135
2019/01/07,767.643
2019/01/08,750.607
2019/01/09,730.244
2019/01/10,731.719
2019/01/11,756.001
2019/01/12,710.653
2019/01/13,676.005
2019/01/14,683.407
2019/01/15,667.334
2019/01/16,663.739
2019/01/17,643.096
2019/01/18,610.603
2019/01/19,573.832
2019/01/20,549.121
2019/01/21,525.229
2019/01/22,502.937
2019/01/23,494.369
2019/01/24,499.618
2019/01/25,493.539
2019/01/26,470.978
2019/01/27,466.786
2019/01/28,485.908
2019/01/29,477.734
2019/01/30,475.141
2019/01/31,477.427
2019/02/01,469.493
2019/02/02,445.669
2019/02/03,430.395
2019/02/04,408.276
2019/02/05,387.792
2019/02/06,392.637
2019/02/07,387.414
2019/02/08,402.804
2019/02/09,393.16
2019/02/10,400.881
2019/02/11,419.364
2019/02/12,420.018
2019/02/13,424.082
2019/02/14,424.752
2019/02/15,423.214
2019/02/16,405.743
2019/02/17,417.584
2019/02/18,472.567
2019/02/19,511.639
2019/02/20,525.24
2019/02/21,531.845
2019/02/22,539.171
2019/02/23,532.034
2019/02/24,570.705
2019/02/25,614.742
2019/02/26,594.855
2019/02/27,614.289
2019/02/28,611.872
2019/03/01,592.028
2019/03/02,563.398
2019/03/03,549.495
2019/03/04,544.796
2019/03/05,540.546
2019/03/06,538.287
2019/03/07,534.923
2019/03/08,541.723
2019/03/09,529.462
2019/03/10,523.27
2019/03/11,535.703
2019/03/12,538.797
2019/03/13,530.582
2019/03/14,530.033
2019/03/15,530.629
2019/03/16,531.877
2019/03/17,526.639
2019/03/18,540.051
2019/03/19,523.204
2019/03/20,538.114
2019/03/21,540.465
2019/03/22,528.491
2019/03/23,541.398
2019/03/24,528.29
2019/03/25,537.714
2019/03/26,538.454
2019/03/27,534.172
2019/03/28,530.834
2019/03/29,535.828
2019/03/30,536.397
2019/03/31,528.12
2019/04/01,525.216
2019/04/02,565.932
2019/04/03,616.807
2019/04/04,626.999
2019/04/05,637.659
2019/04/06,626.412
2019/04/07,637.424
2019/04/08,688.853
2019/04/09,717.415
2019/04/10,722.797
2019/04/11,716.7
2019/04/12,700.353
2019/04/13,662.199
2019/04/14,642.474
2019/04/15,647.152
2019/04/16,634.499
2019/04/17,622.551
2019/04/18,626.385
2019/04/19,619.567
2019/04/20,600.362
2019/04/21,592.468
2019/04/22,589.683
2019/04/23,598.273
2019/04/24,633.77
2019/04/25,650.316
2019/04/26,705.377
2019/04/27,682.774
2019/04/28,674.519
2019/04/29,686.345
2019/04/30,683.518
2019/05/01,672.349
2019/05/02,654.737
2019/05/03,650.997
2019/05/04,633.863
2019/05/05,613.137
2019/05/06,625.932
2019/05/07,663.728
2019/05/08,678.409
2019/05/09,677.49
2019/05/10,676.594
2019/05/11,737.482
2019/05/12,741.785
2019/05/13,778.048
2019/05/14,791.57
2019/05/15,846.722
2019/05/16,1004
2019/05/17,1051
2019/05/18,1010
2019/05/19,982.243
2019/05/20,973.225
2019/05/21,961.267
2019/05/22,944.749
2019/05/23,935.708
2019/05/24,902.305
2019/05/25,856.336
2019/05/26,849.355
2019/05/27,860.338
2019/05/28,847
2019/05/29,879.373
2019/05/30,912.495
2019/05/31,928.565
2019/06/01,874.617
2019/06/02,821.832
2019/06/03,825.604
2019/06/04,835.856
2019/06/05,863.688
2019/06/06,829.021
2019/06/07,807.924
2019/06/08,742.098
2019/06/09,723.186
2019/06/10,709.356
2019/06/11,691.496
2019/06/12,694.366
2019/06/13,727.347
2019/06/14,743.169
2019/06/15,780.632
2019/06/16,795.157
2019/06/17,778.904
2019/06/18,795.957
2019/06/19,810.422
2019/06/20,787.666
2019/06/21,832.022
2019/06/22,873.214
2019/06/23,871.898
2019/06/24,883.675
2019/06/25,894.238
2019/06/26,971.552
2019/06/27,1030
2019/06/28,1002
2019/06/29,1011
2019/06/30,993.167
2019/07/01,960.643
2019/07/02,930.411
2019/07/03,914.088
2019/07/04,884.012
2019/07/05,840.006
2019/07/06,786.801
2019/07/07,778.207
2019/07/08,764.164
2019/07/09,891.194
2019/07/10,907.701
2019/07/11,925.985
2019/07/12,895.774
2019/07/13,839.736
2019/07/14,847.854
2019/07/15,858.483
2019/07/16,818.275
2019/07/17,805.554
2019/07/18,802.535
2019/07/19,766.778
2019/07/20,736.342
2019/07/21,701.99
2019/07/22,683.937
2019/07/23,666.401
2019/07/24,625.691
2019/07/25,593.628
2019/07/26,629.72
2019/07/27,602.49
2019/07/28,569.528
2019/07/29,564.816
2019/07/30,556.611
2019/07/31,552.369
2019/08/01,573.726
2019/08/02,569.875
2019/08/03,541.515
2019/08/04,519.459
2019/08/05,571.49
2019/08/06,590.497
2019/08/07,584.095
2019/08/08,598.779
2019/08/09,592.624
2019/08/10,574.088
2019/08/11,555.081
