Date,transactions14trx
2016/12/30,-0.047
2016/12/31,-0.048
2017/01/01,-0.07
2017/01/02,-0.1
2017/01/03,-0.099
2017/01/04,-0.051
2017/01/05,0.019
2017/01/06,0.069
2017/01/07,0.101
2017/01/08,0.116
2017/01/09,0.137
2017/01/10,0.171
2017/01/11,0.196
2017/01/12,0.242
2017/01/13,0.301
2017/01/14,0.316
2017/01/15,0.299
2017/01/16,0.283
2017/01/17,0.272
2017/01/18,0.258
2017/01/19,0.232
2017/01/20,0.213
2017/01/21,0.184
2017/01/22,0.172
2017/01/23,0.165
2017/01/24,0.183
2017/01/25,0.194
2017/01/26,0.202
2017/01/27,0.208
2017/01/28,0.202
2017/01/29,0.176
2017/01/30,0.151
2017/01/31,0.12
2017/02/01,0.09
2017/02/02,0.058
2017/02/03,0.021
2017/02/04,-0.003
2017/02/05,-0.012
2017/02/06,-0.007
2017/02/07,0.031
2017/02/08,0.084
2017/02/09,0.128
2017/02/10,0.186
2017/02/11,0.22
2017/02/12,0.229
2017/02/13,0.278
2017/02/14,0.36
2017/02/15,0.443
2017/02/16,0.492
2017/02/17,0.514
2017/02/18,0.517
2017/02/19,0.499
2017/02/20,0.478
2017/02/21,0.496
2017/02/22,0.496
2017/02/23,0.471
2017/02/24,0.46
2017/02/25,0.455
2017/02/26,0.445
2017/02/27,0.435
2017/02/28,0.462
2017/03/01,0.508
2017/03/02,0.614
2017/03/03,0.721
2017/03/04,0.793
2017/03/05,0.83
2017/03/06,0.839
2017/03/07,0.855
2017/03/08,0.837
2017/03/09,0.838
2017/03/10,0.853
2017/03/11,0.87
2017/03/12,0.895
2017/03/13,0.987
2017/03/14,1.092
2017/03/15,1.214
2017/03/16,1.457
2017/03/17,1.741
2017/03/18,1.956
2017/03/19,2.086
2017/03/20,2.132
2017/03/21,2.131
2017/03/22,2.075
2017/03/23,1.996
2017/03/24,1.92
2017/03/25,1.834
2017/03/26,1.723
2017/03/27,1.651
2017/03/28,1.567
2017/03/29,1.505
2017/03/30,1.466
2017/03/31,1.461
2017/04/01,1.401
2017/04/02,1.333
2017/04/03,1.295
2017/04/04,1.231
2017/04/05,1.154
2017/04/06,1.095
2017/04/07,1.039
2017/04/08,0.924
2017/04/09,0.784
2017/04/10,0.636
2017/04/11,0.491
2017/04/12,0.365
2017/04/13,0.268
2017/04/14,0.186
2017/04/15,0.098
2017/04/16,-0.001
2017/04/17,-0.097
2017/04/18,-0.156
2017/04/19,-0.182
2017/04/20,-0.184
2017/04/21,-0.182
2017/04/22,-0.199
2017/04/23,-0.218
2017/04/24,-0.226
2017/04/25,-0.191
2017/04/26,-0.138
2017/04/27,-0.033
2017/04/28,0.106
2017/04/29,0.217
2017/04/30,0.314
2017/05/01,0.446
2017/05/02,0.585
2017/05/03,0.684
2017/05/04,0.798
2017/05/05,0.896
2017/05/06,0.938
2017/05/07,0.971
2017/05/08,1.024
2017/05/09,1.071
2017/05/10,1.1
2017/05/11,1.132
2017/05/12,1.135
2017/05/13,1.101
2017/05/14,1.043
2017/05/15,1.025
2017/05/16,1.013
2017/05/17,1.061
2017/05/18,1.135
2017/05/19,1.276
2017/05/20,1.371
2017/05/21,1.474
2017/05/22,1.63
2017/05/23,1.83
2017/05/24,2.036
2017/05/25,2.215
2017/05/26,2.329
2017/05/27,2.345
2017/05/28,2.304
2017/05/29,2.232
2017/05/30,2.206
2017/05/31,2.242
2017/06/01,2.276
2017/06/02,2.29
2017/06/03,2.248
2017/06/04,2.177
2017/06/05,2.103
2017/06/06,2.041
2017/06/07,1.996
2017/06/08,1.924
2017/06/09,1.88
2017/06/10,1.846
2017/06/11,1.854
2017/06/12,1.96
2017/06/13,2.093
2017/06/14,2.183
2017/06/15,2.248
2017/06/16,2.268
2017/06/17,2.243
2017/06/18,2.19
2017/06/19,2.169
2017/06/20,2.188
2017/06/21,2.115
2017/06/22,2.06
2017/06/23,2.004
2017/06/24,1.914
2017/06/25,1.78
2017/06/26,1.72
2017/06/27,1.631
2017/06/28,1.549
2017/06/29,1.459
2017/06/30,1.355
2017/07/01,1.231
2017/07/02,1.106
2017/07/03,1.039
2017/07/04,0.989
2017/07/05,0.939
2017/07/06,0.876
2017/07/07,0.843
2017/07/08,0.781
2017/07/09,0.682
2017/07/10,0.635
2017/07/11,0.613
2017/07/12,0.598
2017/07/13,0.565
2017/07/14,0.511
2017/07/15,0.428
2017/07/16,0.346
2017/07/17,0.268
2017/07/18,0.215
2017/07/19,0.181
2017/07/20,0.14
2017/07/21,0.083
2017/07/22,-0.009
2017/07/23,-0.068
2017/07/24,-0.1
2017/07/25,-0.132
2017/07/26,-0.179
2017/07/27,-0.233
2017/07/28,-0.267
2017/07/29,-0.332
2017/07/30,-0.404
2017/07/31,-0.438
2017/08/01,-0.474
2017/08/02,-0.496
2017/08/03,-0.502
2017/08/04,-0.476
2017/08/05,-0.426
2017/08/06,-0.357
2017/08/07,-0.263
2017/08/08,-0.119
2017/08/09,0.012
2017/08/10,0.185
2017/08/11,0.393
2017/08/12,0.593
2017/08/13,0.771
2017/08/14,0.994
2017/08/15,1.232
2017/08/16,1.461
2017/08/17,1.679
2017/08/18,1.882
2017/08/19,1.999
2017/08/20,1.99
2017/08/21,1.97
2017/08/22,1.914
2017/08/23,1.842
2017/08/24,1.742
2017/08/25,1.624
2017/08/26,1.463
2017/08/27,1.295
2017/08/28,1.156
2017/08/29,1.064
2017/08/30,1.007
2017/08/31,0.961
2017/09/01,0.926
2017/09/02,0.856
2017/09/03,0.744
2017/09/04,0.708
2017/09/05,0.721
2017/09/06,0.799
2017/09/07,0.877
2017/09/08,0.96
2017/09/09,0.985
2017/09/10,0.929
2017/09/11,0.849
2017/09/12,0.784
2017/09/13,0.703
2017/09/14,0.623
2017/09/15,0.588
2017/09/16,0.536
2017/09/17,0.423
2017/09/18,0.321
2017/09/19,0.214
2017/09/20,0.102
2017/09/21,-0.014
2017/09/22,-0.155
2017/09/23,-0.314
2017/09/24,-0.463
2017/09/25,-0.582
2017/09/26,-0.676
2017/09/27,-0.746
2017/09/28,-0.782
2017/09/29,-0.794
2017/09/30,-0.809
2017/10/01,-0.831
2017/10/02,-0.839
2017/10/03,-0.823
2017/10/04,-0.803
2017/10/05,-0.774
2017/10/06,-0.735
2017/10/07,-0.711
2017/10/08,-0.691
2017/10/09,-0.651
2017/10/10,-0.584
2017/10/11,-0.503
2017/10/12,-0.403
2017/10/13,-0.282
2017/10/14,-0.187
2017/10/15,-0.114
2017/10/16,-0.003
2017/10/17,0.198
2017/10/18,0.422
2017/10/19,0.663
2017/10/20,0.938
2017/10/21,1.154
2017/10/22,1.298
2017/10/23,1.407
2017/10/24,1.498
2017/10/25,1.548
2017/10/26,1.567
2017/10/27,1.259
2017/10/28,0.763
2017/10/29,0.173
2017/10/30,-0.453
2017/10/31,-1.078
2017/11/01,-1.347
2017/11/02,-1.356
2017/11/03,-1.214
2017/11/04,-1.032
2017/11/05,-0.816
2017/11/06,-0.521
2017/11/07,-0.214
2017/11/08,0.093
2017/11/09,0.373
2017/11/10,0.613
2017/11/11,0.768
2017/11/12,0.884
2017/11/13,0.974
2017/11/14,1.06
2017/11/15,1.178
2017/11/16,1.273
2017/11/17,1.356
2017/11/18,1.391
2017/11/19,1.392
2017/11/20,1.409
2017/11/21,1.427
2017/11/22,1.453
2017/11/23,1.472
2017/11/24,1.475
2017/11/25,1.483
2017/11/26,1.479
2017/11/27,1.5
2017/11/28,1.547
2017/11/29,1.616
2017/11/30,1.683
2017/12/01,1.723
2017/12/02,1.741
2017/12/03,1.772
2017/12/04,1.807
2017/12/05,1.831
2017/12/06,1.89
2017/12/07,1.895
2017/12/08,1.913
2017/12/09,1.902
2017/12/10,1.874
2017/12/11,1.879
2017/12/12,1.916
2017/12/13,1.98
2017/12/14,2.062
2017/12/15,2.127
2017/12/16,2.168
2017/12/17,2.175
2017/12/18,2.195
2017/12/19,2.253
2017/12/20,2.283
2017/12/21,2.318
2017/12/22,2.354
2017/12/23,2.319
2017/12/24,2.182
2017/12/25,1.984
2017/12/26,1.775
2017/12/27,1.598
2017/12/28,1.457
2017/12/29,1.384
2017/12/30,1.368
2017/12/31,1.327
2018/01/01,1.258
2018/01/02,1.243
2018/01/03,1.282
2018/01/04,1.38
2018/01/05,1.482
2018/01/06,1.563
2018/01/07,1.601
2018/01/08,1.622
2018/01/09,1.637
2018/01/10,1.622
2018/01/11,1.583
2018/01/12,1.514
2018/01/13,1.44
2018/01/14,1.34
2018/01/15,1.256
2018/01/16,1.199
2018/01/17,1.158
2018/01/18,1.111
2018/01/19,1.022
2018/01/20,0.896
2018/01/21,0.756
2018/01/22,0.606
2018/01/23,0.445
2018/01/24,0.282
2018/01/25,0.097
2018/01/26,-0.058
2018/01/27,-0.213
2018/01/28,-0.348
2018/01/29,-0.452
2018/01/30,-0.538
2018/01/31,-0.614
2018/02/01,-0.648
2018/02/02,-0.659
2018/02/03,-0.69
2018/02/04,-0.734
2018/02/05,-0.766
2018/02/06,-0.786
2018/02/07,-0.81
2018/02/08,-0.867
2018/02/09,-0.916
2018/02/10,-0.942
2018/02/11,-0.968
2018/02/12,-0.978
2018/02/13,-0.994
2018/02/14,-1.013
2018/02/15,-1.022
2018/02/16,-1.041
2018/02/17,-1.046
2018/02/18,-1.045
2018/02/19,-1.023
2018/02/20,-0.965
2018/02/21,-0.893
2018/02/22,-0.837
2018/02/23,-0.8
2018/02/24,-0.776
2018/02/25,-0.772
2018/02/26,-0.766
2018/02/27,-0.771
2018/02/28,-0.773
2018/03/01,-0.782
2018/03/02,-0.776
2018/03/03,-0.78
2018/03/04,-0.797
2018/03/05,-0.789
2018/03/06,-0.774
2018/03/07,-0.733
2018/03/08,-0.702
2018/03/09,-0.691
2018/03/10,-0.709
2018/03/11,-0.739
2018/03/12,-0.753
2018/03/13,-0.748
2018/03/14,-0.738
2018/03/15,-0.728
2018/03/16,-0.717
2018/03/17,-0.725
2018/03/18,-0.713
2018/03/19,-0.681
2018/03/20,-0.65
2018/03/21,-0.607
2018/03/22,-0.582
2018/03/23,-0.551
2018/03/24,-0.537
2018/03/25,-0.563
2018/03/26,-0.579
2018/03/27,-0.601
2018/03/28,-0.627
2018/03/29,-0.651
2018/03/30,-0.654
2018/03/31,-0.66
2018/04/01,-0.678
2018/04/02,-0.685
2018/04/03,-0.665
2018/04/04,-0.633
2018/04/05,-0.569
2018/04/06,-0.502
2018/04/07,-0.476
2018/04/08,-0.456
2018/04/09,-0.434
2018/04/10,-0.425
2018/04/11,-0.41
2018/04/12,-0.361
2018/04/13,-0.275
2018/04/14,-0.214
2018/04/15,-0.168
2018/04/16,-0.117
2018/04/17,-0.036
2018/04/18,0.047
2018/04/19,0.167
2018/04/20,0.313
2018/04/21,0.434
2018/04/22,0.532
2018/04/23,0.629
2018/04/24,0.723
2018/04/25,0.802
2018/04/26,0.862
2018/04/27,0.894
2018/04/28,0.908
2018/04/29,0.901
2018/04/30,0.886
2018/05/01,0.841
2018/05/02,0.804
2018/05/03,0.79
2018/05/04,0.842
2018/05/05,0.861
2018/05/06,0.822
2018/05/07,0.779
2018/05/08,0.744
2018/05/09,0.717
2018/05/10,0.703
2018/05/11,0.687
2018/05/12,0.656
2018/05/13,0.607
2018/05/14,0.561
2018/05/15,0.51
2018/05/16,0.466
2018/05/17,0.437
2018/05/18,0.416
2018/05/19,0.405
2018/05/20,0.378
2018/05/21,0.35
2018/05/22,0.327
2018/05/23,0.312
2018/05/24,0.295
2018/05/25,0.273
2018/05/26,0.237
2018/05/27,0.198
2018/05/28,0.183
2018/05/29,0.17
2018/05/30,0.159
2018/05/31,0.155
2018/06/01,0.133
2018/06/02,0.103
2018/06/03,0.081
2018/06/04,0.065
2018/06/05,0.046
2018/06/06,0.017
2018/06/07,-0.011
2018/06/08,-0.052
2018/06/09,-0.086
2018/06/10,-0.113
2018/06/11,-0.134
2018/06/12,-0.149
2018/06/13,-0.152
2018/06/14,-0.156
2018/06/15,-0.16
2018/06/16,-0.201
2018/06/17,-0.261
2018/06/18,-0.316
2018/06/19,-0.34
2018/06/20,-0.334
2018/06/21,-0.323
2018/06/22,-0.304
2018/06/23,-0.307
2018/06/24,-0.326
2018/06/25,-0.303
2018/06/26,-0.285
2018/06/27,-0.259
2018/06/28,-0.235
2018/06/29,-0.218
2018/06/30,-0.236
2018/07/01,-0.28
2018/07/02,-0.379
2018/07/03,-0.483
2018/07/04,-0.626
2018/07/05,-0.76
2018/07/06,-0.905
2018/07/07,-1.041
2018/07/08,-1.116
2018/07/09,-1.138
2018/07/10,-1.108
2018/07/11,-1.057
2018/07/12,-1.019
2018/07/13,-0.99
2018/07/14,-0.986
2018/07/15,-1.015
2018/07/16,-0.976
2018/07/17,-0.891
2018/07/18,-0.761
2018/07/19,-0.608
2018/07/20,-0.468
2018/07/21,-0.363
2018/07/22,-0.264
2018/07/23,-0.142
2018/07/24,-0.001
2018/07/25,0.146
2018/07/26,0.266
2018/07/27,0.385
2018/07/28,0.465
2018/07/29,0.518
2018/07/30,0.566
2018/07/31,0.601
2018/08/01,0.629
2018/08/02,0.657
2018/08/03,0.673
2018/08/04,0.667
2018/08/05,0.639
2018/08/06,0.596
2018/08/07,0.522
2018/08/08,0.407
2018/08/09,0.26
2018/08/10,0.126
2018/08/11,0.021
2018/08/12,-0.066
2018/08/13,-0.118
2018/08/14,-0.147
2018/08/15,-0.173
2018/08/16,-0.173
2018/08/17,-0.192
2018/08/18,-0.216
2018/08/19,-0.25
2018/08/20,-0.268
2018/08/21,-0.294
2018/08/22,-0.326
2018/08/23,-0.359
2018/08/24,-0.391
2018/08/25,-0.427
2018/08/26,-0.465
2018/08/27,-0.475
2018/08/28,-0.477
2018/08/29,-0.497
2018/08/30,-0.509
2018/08/31,-0.521
2018/09/01,-0.502
2018/09/02,-0.476
2018/09/03,-0.441
2018/09/04,-0.416
2018/09/05,-0.384
2018/09/06,-0.362
2018/09/07,-0.35
2018/09/08,-0.358
2018/09/09,-0.37
2018/09/10,-0.385
2018/09/11,-0.403
2018/09/12,-0.414
2018/09/13,-0.427
2018/09/14,-0.454
2018/09/15,-0.502
2018/09/16,-0.57
2018/09/17,-0.609
2018/09/18,-0.646
2018/09/19,-0.678
2018/09/20,-0.706
2018/09/21,-0.71
2018/09/22,-0.727
2018/09/23,-0.752
2018/09/24,-0.773
2018/09/25,-0.774
2018/09/26,-0.771
2018/09/27,-0.759
2018/09/28,-0.741
2018/09/29,-0.747
2018/09/30,-0.748
2018/10/01,-0.745
2018/10/02,-0.732
2018/10/03,-0.681
2018/10/04,-0.606
2018/10/05,-0.5
2018/10/06,-0.377
2018/10/07,-0.292
2018/10/08,-0.215
2018/10/09,-0.149
2018/10/10,-0.103
2018/10/11,-0.047
2018/10/12,0.008
2018/10/13,0.052
2018/10/14,0.072
2018/10/15,0.098
2018/10/16,0.132
2018/10/17,0.172
2018/10/18,0.207
2018/10/19,0.252
2018/10/20,0.271
2018/10/21,0.259
2018/10/22,0.258
2018/10/23,0.255
2018/10/24,0.239
2018/10/25,0.218
2018/10/26,0.199
2018/10/27,0.159
2018/10/28,0.113
2018/10/29,0.11
2018/10/30,0.132
2018/10/31,0.159
2018/11/01,0.189
2018/11/02,0.202
2018/11/03,0.183
2018/11/04,0.146
2018/11/05,0.131
2018/11/06,0.136
2018/11/07,0.14
2018/11/08,0.139
2018/11/09,0.131
2018/11/10,0.093
2018/11/11,0.054
2018/11/12,0.034
2018/11/13,0.021
2018/11/14,0.025
2018/11/15,0.031
2018/11/16,0.034
2018/11/17,0.014
2018/11/18,-0.028
2018/11/19,-0.024
2018/11/20,0.012
2018/11/21,0.047
2018/11/22,0.075
2018/11/23,0.092
2018/11/24,0.075
2018/11/25,0.05
2018/11/26,0.033
2018/11/27,0.026
2018/11/28,0.049
2018/11/29,0.063
2018/11/30,0.087
2018/12/01,0.087
2018/12/02,0.055
2018/12/03,0.029
2018/12/04,0.014
2018/12/05,0.021
2018/12/06,0.039
2018/12/07,0.056
2018/12/08,0.063
2018/12/09,0.043
2018/12/10,0.027
2018/12/11,0.007
2018/12/12,-0.017
2018/12/13,-0.028
2018/12/14,-0.03
2018/12/15,-0.031
2018/12/16,-0.048
2018/12/17,-0.051
2018/12/18,-0.05
2018/12/19,-0.029
2018/12/20,0.006
2018/12/21,0.05
2018/12/22,0.05
2018/12/23,0.042
2018/12/24,0.061
2018/12/25,0.06
2018/12/26,0.058
2018/12/27,0.05
2018/12/28,0.048
2018/12/29,0.039
2018/12/30,-0.011
2018/12/31,-0.058
2019/01/01,-0.133
2019/01/02,-0.161
2019/01/03,-0.155
2019/01/04,-0.146
2019/01/05,-0.151
2019/01/06,-0.176
2019/01/07,-0.185
2019/01/08,-0.181
2019/01/09,-0.166
2019/01/10,-0.134
2019/01/11,-0.11
2019/01/12,-0.131
2019/01/13,-0.166
2019/01/14,-0.169
2019/01/15,-0.165
2019/01/16,-0.17
2019/01/17,-0.178
2019/01/18,-0.176
2019/01/19,-0.168
2019/01/20,-0.156
2019/01/21,-0.122
2019/01/22,-0.065
2019/01/23,-0.027
2019/01/24,-0.01
2019/01/25,-0.013
2019/01/26,-0.048
2019/01/27,-0.09
2019/01/28,-0.1
2019/01/29,-0.089
2019/01/30,-0.07
2019/01/31,-0.063
2019/02/01,-0.072
2019/02/02,-0.112
2019/02/03,-0.183
2019/02/04,-0.272
2019/02/05,-0.371
2019/02/06,-0.464
2019/02/07,-0.548
2019/02/08,-0.602
2019/02/09,-0.658
2019/02/10,-0.727
2019/02/11,-0.779
2019/02/12,-0.812
2019/02/13,-0.804
2019/02/14,-0.775
2019/02/15,-0.734
2019/02/16,-0.693
2019/02/17,-0.655
2019/02/18,-0.587
2019/02/19,-0.492
2019/02/20,-0.383
2019/02/21,-0.262
2019/02/22,-0.146
2019/02/23,-0.064
2019/02/24,0.022
2019/02/25,0.123
2019/02/26,0.219
2019/02/27,0.299
2019/02/28,0.365
2019/03/01,0.42
2019/03/02,0.454
2019/03/03,0.454
2019/03/04,0.495
2019/03/05,0.546
2019/03/06,0.591
2019/03/07,0.624
2019/03/08,0.643
2019/03/09,0.646
2019/03/10,0.603
2019/03/11,0.557
2019/03/12,0.522
2019/03/13,0.5
2019/03/14,0.484
2019/03/15,0.464
2019/03/16,0.419
2019/03/17,0.354
2019/03/18,0.315
2019/03/19,0.321
2019/03/20,0.353
2019/03/21,0.393
2019/03/22,0.44
2019/03/23,0.459
2019/03/24,0.451
2019/03/25,0.469
2019/03/26,0.494
2019/03/27,0.518
2019/03/28,0.543
2019/03/29,0.568
2019/03/30,0.602
2019/03/31,0.63
2019/04/01,0.667
2019/04/02,0.737
2019/04/03,0.815
2019/04/04,0.863
2019/04/05,0.866
2019/04/06,0.811
2019/04/07,0.728
2019/04/08,0.666
2019/04/09,0.615
2019/04/10,0.579
2019/04/11,0.574
2019/04/12,0.574
2019/04/13,0.546
2019/04/14,0.474
2019/04/15,0.405
2019/04/16,0.353
2019/04/17,0.323
2019/04/18,0.314
2019/04/19,0.317
2019/04/20,0.324
2019/04/21,0.311
2019/04/22,0.319
2019/04/23,0.342
2019/04/24,0.351
2019/04/25,0.353
2019/04/26,0.343
2019/04/27,0.289
2019/04/28,0.22
2019/04/29,0.156
2019/04/30,0.129
2019/05/01,0.123
2019/05/02,0.104
2019/05/03,0.093
2019/05/04,0.07
2019/05/05,0.046
2019/05/06,0.046
2019/05/07,0.046
2019/05/08,0.055
2019/05/09,0.08
2019/05/10,0.122
2019/05/11,0.174
2019/05/12,0.22
2019/05/13,0.275
2019/05/14,0.357
