Date,size3mom
2016/01/01,-315.077
2016/01/02,-610.344
2016/01/03,-102.29
2016/01/04,96.716
2016/01/05,442.268
2016/01/06,597.454
2016/01/07,568.359
2016/01/08,-316.053
2016/01/09,-343.114
2016/01/10,-505.962
2016/01/11,-21.697
2016/01/12,-115.548
2016/01/13,379.535
2016/01/14,3.819
2016/01/15,-87.619
2016/01/16,-455.866
2016/01/17,-175.325
2016/01/18,50.457
2016/01/19,139.346
2016/01/20,72.377
2016/01/21,-113.14
2016/01/22,-79.354
2016/01/23,-53.19
2016/01/24,49.335
2016/01/25,307.54
2016/01/26,322.567
2016/01/27,573.267
2016/01/28,89.243
2016/01/29,79.18
2016/01/30,-387.058
2016/01/31,-288.768
2016/02/01,-226.813
2016/02/02,-101.802
2016/02/03,-75.806
2016/02/04,5.97
2016/02/05,39.573
2016/02/06,617.964
2016/02/07,-60.683
2016/02/08,-83.284
2016/02/09,-645.202
2016/02/10,80.398
2016/02/11,246.072
2016/02/12,138.191
2016/02/13,115.713
2016/02/14,-139.682
2016/02/15,-43.717
2016/02/16,-94.161
2016/02/17,125.219
2016/02/18,-17.342
2016/02/19,28.731
2016/02/20,-218.893
2016/02/21,-58.731
2016/02/22,-66.375
2016/02/23,70.775
2016/02/24,58.084
2016/02/25,23.689
2016/02/26,171.813
2016/02/27,-6.935
2016/02/28,-22.787
2016/02/29,-113.487
2016/03/01,54.619
2016/03/02,107.423
2016/03/03,73.061
2016/03/04,92.624
2016/03/05,115.796
2016/03/06,117.372
2016/03/07,-31.409
2016/03/08,-72.279
2016/03/09,-86.348
2016/03/10,3.818
2016/03/11,-31.134
2016/03/12,105.133
2016/03/13,170.553
2016/03/14,290.319
2016/03/15,-66.88
2016/03/16,-75.672
2016/03/17,-80.092
2016/03/18,85.342
2016/03/19,177.614
2016/03/20,24.613
2016/03/21,94.711
2016/03/22,20.422
2016/03/23,83.658
2016/03/24,363.963
2016/03/25,106.786
2016/03/26,8.286
2016/03/27,-600.976
2016/03/28,-53.588
2016/03/29,-148.308
2016/03/30,311.71
2016/03/31,-162.272
2016/04/01,103.165
2016/04/02,-337.489
2016/04/03,-160.674
2016/04/04,9.38
2016/04/05,292.789
2016/04/06,92.058
2016/04/07,-97.604
2016/04/08,13.11
2016/04/09,-18.98
2016/04/10,-123.49
2016/04/11,-279.026
2016/04/12,133.668
2016/04/13,196.406
2016/04/14,143.753
2016/04/15,-39.24
2016/04/16,-262.039
2016/04/17,511.769
2016/04/18,-61.271
2016/04/19,101.869
2016/04/20,-558.16
2016/04/21,153.227
2016/04/22,-26.387
2016/04/23,-88.939
2016/04/24,-71.157
2016/04/25,107.933
2016/04/26,74.189
2016/04/27,-119.232
2016/04/28,9.228
2016/04/29,78.741
2016/04/30,274.321
2016/05/01,272.604
2016/05/02,57.004
2016/05/03,-141.794
2016/05/04,-182.577
2016/05/05,5.773
2016/05/06,178.951
2016/05/07,-123.125
2016/05/08,44.245
2016/05/09,-165.681
2016/05/10,106.348
2016/05/11,28.316
2016/05/12,219.803
2016/05/13,193.041
2016/05/14,124.348
2016/05/15,-139.696
2016/05/16,-182.813
2016/05/17,-167.865
2016/05/18,149.151
2016/05/19,84.818
2016/05/20,162.127
2016/05/21,-16.17
2016/05/22,-82.307
2016/05/23,-108.77
2016/05/24,-144.353
2016/05/25,175.932
2016/05/26,164.86
2016/05/27,198.264
2016/05/28,766.084
2016/05/29,-57.863
2016/05/30,-183.251
2016/05/31,-842.203
2016/06/01,-113.245
2016/06/02,-90.093
2016/06/03,-165.134
2016/06/04,-153.145
2016/06/05,-57.162
2016/06/06,-2.965
2016/06/07,283.585
2016/06/08,40.872
2016/06/09,50.871
2016/06/10,-255.255
2016/06/11,-55.422
2016/06/12,-13.947
2016/06/13,161.951
2016/06/14,331.859
2016/06/15,60.374
2016/06/16,4.635
2016/06/17,424.523
2016/06/18,520.93
2016/06/19,20.177
2016/06/20,-429.112
2016/06/21,-415.341
2016/06/22,-9.777
2016/06/23,-195.44
2016/06/24,9.205
2016/06/25,-199.766
2016/06/26,-60.737
2016/06/27,-228.108
2016/06/28,67.908
2016/06/29,339.421
2016/06/30,957.46
2016/07/01,-102.586
2016/07/02,-409.647
2016/07/03,-963.436
2016/07/04,34.93
2016/07/05,87.961
2016/07/06,5.035
2016/07/07,-0.67
2016/07/08,110.287
2016/07/09,8.069
2016/07/10,-7.091
2016/07/11,-159.997
2016/07/12,149.952
2016/07/13,-50.291
2016/07/14,115.414
2016/07/15,-109.209
2016/07/16,-7.265
2016/07/17,-272.269
2016/07/18,-60.034
2016/07/19,152.423
2016/07/20,454.137
2016/07/21,124.731
2016/07/22,139.004
2016/07/23,-221.71
2016/07/24,274.714
2016/07/25,96.426
2016/07/26,449.898
2016/07/27,-91.21
2016/07/28,-127.611
2016/07/29,-348.094
2016/07/30,-245.469
2016/07/31,-24.386
2016/08/01,-37.307
2016/08/02,227.179
2016/08/03,79.995
2016/08/04,55.928
2016/08/05,-160.332
2016/08/06,-200.111
2016/08/07,-143.452
2016/08/08,-23.262
2016/08/09,126.61
2016/08/10,133.598
2016/08/11,116.7
2016/08/12,-32.817
2016/08/13,-175.847
2016/08/14,-214.439
2016/08/15,-92.259
2016/08/16,190.504
2016/08/17,126.215
2016/08/18,196.286
2016/08/19,-130.498
2016/08/20,-79.67
2016/08/21,-183.275
2016/08/22,34.699
2016/08/23,570.486
2016/08/24,110.193
2016/08/25,137.594
2016/08/26,-413.227
2016/08/27,-3.538
2016/08/28,-212.566
2016/08/29,-37.759
2016/08/30,29.427
2016/08/31,87.295
2016/09/01,10.762
2016/09/02,234.005
2016/09/03,-24.848
2016/09/04,136.296
2016/09/05,-337.973
2016/09/06,209.203
2016/09/07,-26.924
2016/09/08,387.838
2016/09/09,131.064
2016/09/10,-183.924
2016/09/11,-439.449
2016/09/12,-268.389
2016/09/13,-11.083
2016/09/14,297.338
2016/09/15,158.485
2016/09/16,522.666
2016/09/17,-169.778
2016/09/18,-310.83
2016/09/19,-678.908
2016/09/20,101.548
2016/09/21,165.681
2016/09/22,535.298
2016/09/23,-409.176
2016/09/24,-72.25
2016/09/25,-489.738
2016/09/26,264.506
2016/09/27,134.747
2016/09/28,174.762
2016/09/29,-103.177
2016/09/30,-224.23
2016/10/01,248.672
2016/10/02,245.27
2016/10/03,282.081
2016/10/04,381.507
2016/10/05,115.401
2016/10/06,219.628
2016/10/07,1928
2016/10/08,3627
2016/10/09,3744
2016/10/10,8606
2016/10/11,-2667
2016/10/12,-4435
2016/10/13,-11419
2016/10/14,-1362
2016/10/15,-11.568
2016/10/16,-9.135
2016/10/17,-23.494
2016/10/18,510.321
2016/10/19,341.16
2016/10/20,88.702
2016/10/21,-22.195
2016/10/22,-281.271
2016/10/23,-173.976
2016/10/24,67.019
2016/10/25,318.4
2016/10/26,258.073
2016/10/27,-273.467
2016/10/28,-203.054
2016/10/29,-88.235
2016/10/30,-95.554
2016/10/31,63.484
2016/11/01,227.156
2016/11/02,74.239
2016/11/03,-65.154
2016/11/04,-426.413
2016/11/05,-138.697
2016/11/06,-181.24
2016/11/07,137.269
2016/11/08,117.938
2016/11/09,194.548
2016/11/10,92.914
2016/11/11,-13.68
2016/11/12,-57.821
2016/11/13,-24.369
2016/11/14,113.81
2016/11/15,151.332
2016/11/16,13.475
2016/11/17,-100.128
2016/11/18,-63.815
2016/11/19,-106.215
2016/11/20,-3.031
2016/11/21,23.933
2016/11/22,332.728
2016/11/23,477.086
2016/11/24,-113.928
2016/11/25,59.177
2016/11/26,-449.053
2016/11/27,279.345
2016/11/28,-36.117
2016/11/29,191.438
2016/11/30,505.779
2016/12/01,-323.603
2016/12/02,-230.807
2016/12/03,-804.263
2016/12/04,-4.135
2016/12/05,29.894
2016/12/06,210.534
2016/12/07,119.391
2016/12/08,-75.781
2016/12/09,-112.865
2016/12/10,-94.963
2016/12/11,265.238
2016/12/12,-25.084
2016/12/13,110.799
2016/12/14,154.43
2016/12/15,104.65
2016/12/16,-32.488
2016/12/17,-417.456
2016/12/18,-236.34
2016/12/19,110.24
2016/12/20,118.513
2016/12/21,424.021
2016/12/22,145.662
2016/12/23,-14.42
2016/12/24,-408.456
2016/12/25,-445.313
2016/12/26,-227.852
2016/12/27,197.259
2016/12/28,213.9
2016/12/29,384.295
2016/12/30,64.666
2016/12/31,13.759
2017/01/01,-288.213
2017/01/02,-164.539
2017/01/03,83.209
2017/01/04,326.935
2017/01/05,217.319
2017/01/06,-34.947
2017/01/07,-147.012
2017/01/08,-118.297
2017/01/09,2.903
2017/01/10,115.764
2017/01/11,34.174
2017/01/12,101.289
2017/01/13,43.041
2017/01/14,-92.137
2017/01/15,-198.938
2017/01/16,-154.123
2017/01/17,143.162
2017/01/18,85.184
2017/01/19,-22.558
2017/01/20,-33.964
2017/01/21,-79.014
2017/01/22,64.082
2017/01/23,3.798
2017/01/24,249.993
2017/01/25,27.446
2017/01/26,60.658
2017/01/27,-96.147
2017/01/28,-16.133
2017/01/29,-150.443
2017/01/30,-78.929
2017/01/31,-88.894
2017/02/01,84.817
2017/02/02,-0.739
2017/02/03,29.529
2017/02/04,-46.938
2017/02/05,36.129
2017/02/06,37.664
2017/02/07,266.572
2017/02/08,149.966
2017/02/09,23.581
2017/02/10,-91.656
2017/02/11,-170.289
2017/02/12,-58.401
2017/02/13,88.139
2017/02/14,319.979
2017/02/15,246.506
2017/02/16,-162.414
2017/02/17,-253.019
2017/02/18,-44.545
2017/02/19,-26.104
2017/02/20,35.361
2017/02/21,216.213
2017/02/22,155.473
2017/02/23,-29.055
2017/02/24,-210.905
2017/02/25,-29.763
2017/02/26,45.555
2017/02/27,40.337
2017/02/28,174.606
2017/03/01,522.203
2017/03/02,390.697
2017/03/03,148.491
2017/03/04,-375.322
2017/03/05,-388.176
2017/03/06,-275.673
2017/03/07,103.783
2017/03/08,-21.58
2017/03/09,595.26
2017/03/10,226.934
2017/03/11,214.189
2017/03/12,-360.464
2017/03/13,261.373
2017/03/14,419.623
2017/03/15,413.033
2017/03/16,619.264
2017/03/17,446.077
2017/03/18,56.629
2017/03/19,-675.097
2017/03/20,-563.521
2017/03/21,-5.425
2017/03/22,-27.423
2017/03/23,196.786
2017/03/24,49.875
2017/03/25,59.302
2017/03/26,-138.233
2017/03/27,339.173
2017/03/28,115.303
2017/03/29,369.602
2017/03/30,-43.492
2017/03/31,405.743
2017/04/01,-341.376
2017/04/02,-183.835
2017/04/03,-160.578
2017/04/04,115.33
2017/04/05,-111.264
2017/04/06,10.903
2017/04/07,258.248
2017/04/08,-309.07
2017/04/09,-440.763
2017/04/10,-315.919
2017/04/11,128.199
2017/04/12,338.195
2017/04/13,128.328
2017/04/14,74.15
2017/04/15,-348.467
2017/04/16,-369.101
2017/04/17,-141.448
2017/04/18,254.699
2017/04/19,444.322
2017/04/20,272.055
2017/04/21,88.009
2017/04/22,-234.707
2017/04/23,-188.422
2017/04/24,-137.728
2017/04/25,373.934
2017/04/26,330.508
2017/04/27,541.893
2017/04/28,374.385
2017/04/29,69.265
2017/04/30,-31.295
2017/05/01,366.816
2017/05/02,668.203
2017/05/03,-36.139
2017/05/04,-193.757
2017/05/05,-290.327
2017/05/06,-93.565
2017/05/07,-28.857
2017/05/08,238.167
2017/05/09,442.084
2017/05/10,-94.804
2017/05/11,-57.161
2017/05/12,-221.753
2017/05/13,-161.931
2017/05/14,-211.284
2017/05/15,677.048
2017/05/16,578.678
2017/05/17,1165
2017/05/18,413.755
2017/05/19,1157
2017/05/20,-126.174
2017/05/21,340.979
2017/05/22,527.196
2017/05/23,2448
2017/05/24,2079
2017/05/25,623.72
2017/05/26,-1067
2017/05/27,-1539
2017/05/28,-573.371
2017/05/29,-637.086
2017/05/30,1942
2017/05/31,1464
2017/06/01,1619
2017/06/02,473.379
2017/06/03,-206.119
2017/06/04,-82.844
2017/06/05,-1104
2017/06/06,737.171
2017/06/07,929.708
2017/06/08,493.293
2017/06/09,108.466
2017/06/10,-795.776
2017/06/11,1726
2017/06/12,1969
2017/06/13,2215
2017/06/14,-716.164
2017/06/15,-1259
2017/06/16,-772.546
2017/06/17,15.356
2017/06/18,-260.639
2017/06/19,921.961
2017/06/20,1301
2017/06/21,-1736
2017/06/22,-264.956
2017/06/23,-135.156
2017/06/24,2740
2017/06/25,287.907
2017/06/26,421.226
2017/06/27,-1024
2017/06/28,1026
2017/06/29,-83.667
2017/06/30,889.447
2017/07/01,-1899
2017/07/02,-957.523
2017/07/03,1343
2017/07/04,2026
2017/07/05,1591
2017/07/06,-1313
2017/07/07,-422.993
2017/07/08,-1210
2017/07/09,-1850
2017/07/10,877.245
2017/07/11,1600
2017/07/12,3755
2017/07/13,89.58
2017/07/14,-444.383
2017/07/15,-1987
2017/07/16,-1451
2017/07/17,-225.651
2017/07/18,2539
2017/07/19,1058
2017/07/20,-444.251
2017/07/21,-2625
2017/07/22,-2291
2017/07/23,-87.48
2017/07/24,1899
2017/07/25,1775
2017/07/26,-879.52
2017/07/27,-2214
2017/07/28,-509.155
2017/07/29,-950.442
2017/07/30,-725.111
2017/07/31,34.966
2017/08/01,2051
2017/08/02,1805
2017/08/03,303.978
2017/08/04,1004
2017/08/05,1001
2017/08/06,866.037
2017/08/07,1360
2017/08/08,2851
2017/08/09,909.944
2017/08/10,1714
2017/08/11,1151
2017/08/12,2269
2017/08/13,-584.769
2017/08/14,1226
2017/08/15,2761
2017/08/16,4364
2017/08/17,1675
2017/08/18,932.568
2017/08/19,-1012
2017/08/20,-4506
2017/08/21,-2157
2017/08/22,-2090
2017/08/23,1527
2017/08/24,-1383
2017/08/25,1513
2017/08/26,273.567
2017/08/27,1148
2017/08/28,1985
2017/08/29,3830
2017/08/30,3883
2017/08/31,-320.554
2017/09/01,-19.308
2017/09/02,-3493
2017/09/03,-3566
2017/09/04,1324
2017/09/05,4370
2017/09/06,8732
2017/09/07,1375
2017/09/08,1271
2017/09/09,-5455
2017/09/10,-6455
2017/09/11,-4211
2017/09/12,889.361
2017/09/13,2254
2017/09/14,523.817
2017/09/15,1275
2017/09/16,-235.647
2017/09/17,-2938
2017/09/18,-1775
2017/09/19,-101.951
2017/09/20,1678
2017/09/21,-1432
2017/09/22,376.515
2017/09/23,-77.079
2017/09/24,1879
2017/09/25,2605
2017/09/26,2576
2017/09/27,909.297
2017/09/28,975.756
2017/09/29,3013
2017/09/30,3106
2017/10/01,1228
2017/10/02,-396.632
2017/10/03,-1080
2017/10/04,-1388
2017/10/05,-830.647
2017/10/06,738.668
2017/10/07,-736.303
2017/10/08,-1163
2017/10/09,-1986
2017/10/10,1781
2017/10/11,895.705
2017/10/12,1466
2017/10/13,406.821
2017/10/14,-93.936
2017/10/15,-2126
2017/10/16,-5551
2017/10/17,-5539
2017/10/18,-5951
2017/10/19,-3316
2017/10/20,841.635
2017/10/21,-1077
2017/10/22,-2031
2017/10/23,-2426
2017/10/24,1963
2017/10/25,3399
2017/10/26,1589
2017/10/27,-13946
2017/10/28,-14347
2017/10/29,-14417
2017/10/30,0
2017/10/31,0
2017/11/01,15664
2017/11/02,15733
2017/11/03,15851
2017/11/04,-3508
2017/11/05,-4093
2017/11/06,-2055
2017/11/07,2110
2017/11/08,2580
2017/11/09,132.938
2017/11/10,-853.885
2017/11/11,-1555
2017/11/12,-695.922
2017/11/13,1030
2017/11/14,3568
2017/11/15,3220
2017/11/16,835.253
2017/11/17,-931.795
2017/11/18,-1825
2017/11/19,-727.723
2017/11/20,1353
2017/11/21,1554
2017/11/22,1428
2017/11/23,-624.836
2017/11/24,-1078
2017/11/25,215.157
2017/11/26,70.215
2017/11/27,7083
2017/11/28,2786
2017/11/29,2440
2017/11/30,-4128
2017/12/01,-796.466
2017/12/02,-585.805
2017/12/03,1266
2017/12/04,1557
2017/12/05,1846
2017/12/06,1849
2017/12/07,-1842
2017/12/08,1421
2017/12/09,-1283
2017/12/10,2965
2017/12/11,2333
2017/12/12,5716
2017/12/13,5351
2017/12/14,2495
2017/12/15,572.85
2017/12/16,173.454
2017/12/17,-84.036
2017/12/18,1752
2017/12/19,5074
2017/12/20,1500
2017/12/21,2289
2017/12/22,-2266
2017/12/23,-1267
2017/12/24,-9702
2017/12/25,-7477
2017/12/26,-3765
2017/12/27,4214
2017/12/28,4244
2017/12/29,7109
2017/12/30,4612
2017/12/31,-925.079
2018/01/01,-5517
2018/01/02,811.325
2018/01/03,7433
2018/01/04,9655
2018/01/05,3259
2018/01/06,182.402
2018/01/07,-2415
2018/01/08,-914.14
2018/01/09,382.156
2018/01/10,-620.093
2018/01/11,-1204
2018/01/12,-2382
2018/01/13,617.735
2018/01/14,-1975
2018/01/15,1191
2018/01/16,1504
2018/01/17,3104
2018/01/18,-140.597
2018/01/19,-3921
2018/01/20,-5013
2018/01/21,-4907
2018/01/22,-2983
2018/01/23,-2335
2018/01/24,-2232
2018/01/25,-2193
2018/01/26,979.265
2018/01/27,-2115
2018/01/28,526.089
2018/01/29,-810.788
2018/01/30,2773
2018/01/31,704.705
2018/02/01,1080
2018/02/02,960.428
2018/02/03,-2310
2018/02/04,-3582
2018/02/05,-2009
2018/02/06,2342
