Date,transactionvalue30momUSD
2017/02/02,-674.155
2017/02/03,-1209
2017/02/04,-1271
2017/02/05,-1516
2017/02/06,-661.009
2017/02/07,-305.327
2017/02/08,-731.617
2017/02/09,-680.879
2017/02/10,-677.951
2017/02/11,-628.792
2017/02/12,-168.471
2017/02/13,28.32
2017/02/14,597.456
2017/02/15,799.8
2017/02/16,278.382
2017/02/17,468.297
2017/02/18,377.997
2017/02/19,-0.475
2017/02/20,387.518
2017/02/21,592.929
2017/02/22,471.43
2017/02/23,530.342
2017/02/24,1019
2017/02/25,558.1
2017/02/26,791.753
2017/02/27,2404
2017/02/28,2729
2017/03/01,2975
2017/03/02,4115
2017/03/03,4751
2017/03/04,3229
2017/03/05,2614
2017/03/06,4797
2017/03/07,2988
2017/03/08,3314
2017/03/09,3716
2017/03/10,3504
2017/03/11,4547
2017/03/12,7722
2017/03/13,6034
2017/03/14,2598
2017/03/15,2681
2017/03/16,10852
2017/03/17,5961
2017/03/18,9620
2017/03/19,1767
2017/03/20,2955
2017/03/21,6072
2017/03/22,5366
2017/03/23,5052
2017/03/24,7709
2017/03/25,6557
2017/03/26,4865
2017/03/27,5086
2017/03/28,5487
2017/03/29,4910
2017/03/30,6530
2017/03/31,4014
2017/04/01,1594
2017/04/02,3447
2017/04/03,4219
2017/04/04,1232
2017/04/05,1167
2017/04/06,4871
2017/04/07,-1259
2017/04/08,175.79
2017/04/09,215.77
2017/04/10,87.327
2017/04/11,-3140
2017/04/12,-1885
2017/04/13,493.11
2017/04/14,1307
2017/04/15,-9303
2017/04/16,-5695
2017/04/17,-8635
2017/04/18,2632
2017/04/19,2130
2017/04/20,-378.185
2017/04/21,-1281
2017/04/22,-1250
2017/04/23,-3953
2017/04/24,-1920
2017/04/25,-1863
2017/04/26,592.892
2017/04/27,1911
2017/04/28,1620
2017/04/29,1283
2017/04/30,5095
2017/05/01,11159
2017/05/02,5605
2017/05/03,10190
2017/05/04,12704
2017/05/05,13386
2017/05/06,6772
2017/05/07,14883
2017/05/08,10490
2017/05/09,10463
2017/05/10,9830
2017/05/11,12019
2017/05/12,10495
2017/05/13,7944
2017/05/14,6648
2017/05/15,10107
2017/05/16,15250
2017/05/17,7134
2017/05/18,1278
2017/05/19,4684
2017/05/20,2882
2017/05/21,6727
2017/05/22,19670
2017/05/23,9691
2017/05/24,10238
2017/05/25,11251
2017/05/26,10729
2017/05/27,3590
2017/05/28,1620
2017/05/29,876.552
2017/05/30,589.108
2017/05/31,7166
2017/06/01,4561
2017/06/02,685.467
2017/06/03,2474
2017/06/04,-1504
2017/06/05,7267
2017/06/06,8724
2017/06/07,7819
2017/06/08,6702
2017/06/09,5012
2017/06/10,-1240
2017/06/11,2304
2017/06/12,21510
2017/06/13,18545
2017/06/14,7449
2017/06/15,9359
2017/06/16,16933
2017/06/17,8834
2017/06/18,3610
2017/06/19,4680
2017/06/20,5517
2017/06/21,-15603
2017/06/22,-4512
2017/06/23,-3503
2017/06/24,-1009
2017/06/25,-11983
2017/06/26,-3298
2017/06/27,592.589
2017/06/28,-505.076
2017/06/29,120.563
2017/06/30,-12833
2017/07/01,-8592
2017/07/02,-11025
2017/07/03,3322
2017/07/04,1484
2017/07/05,-15247
2017/07/06,-17438
2017/07/07,-14635
2017/07/08,-13869
2017/07/09,-16072
2017/07/10,-7719
2017/07/11,-8541
2017/07/12,-23630
2017/07/13,-12026
2017/07/14,-70.32
2017/07/15,-6356
2017/07/16,-9611
2017/07/17,639.434
2017/07/18,5655
2017/07/19,5241
2017/07/20,907.675
2017/07/21,11465
2017/07/22,-4635
2017/07/23,-6005
2017/07/24,3450
2017/07/25,14874
2017/07/26,8323
2017/07/27,7608
2017/07/28,8428
2017/07/29,7969
2017/07/30,2155
2017/07/31,-3207
2017/08/01,1875
2017/08/02,-14169
2017/08/03,-12640
2017/08/04,-61.731
2017/08/05,-251.88
2017/08/06,677.647
2017/08/07,1978
2017/08/08,5930
2017/08/09,3862
2017/08/10,12015
2017/08/11,30063
2017/08/12,8232
2017/08/13,7222
2017/08/14,-1756
2017/08/15,-2558
2017/08/16,-4870
2017/08/17,-8878
2017/08/18,-8530
2017/08/19,-8762
2017/08/20,-10607
2017/08/21,5135
2017/08/22,3658
2017/08/23,-6826
2017/08/24,-9277
2017/08/25,-7305
2017/08/26,-13121
2017/08/27,779.639
2017/08/28,5639
2017/08/29,5569
2017/08/30,27014
2017/08/31,7128
2017/09/01,6988
2017/09/02,7760
2017/09/03,5493
2017/09/04,3339
2017/09/05,2230
2017/09/06,1597
2017/09/07,-1153
2017/09/08,-2712
2017/09/09,-5078
2017/09/10,-23878
2017/09/11,-13471
2017/09/12,-15669
2017/09/13,-10421
2017/09/14,-3524
2017/09/15,-1427
2017/09/16,-3903
2017/09/17,-211.07
2017/09/18,5529
2017/09/19,3001
2017/09/20,-1672
2017/09/21,-1654
2017/09/22,-2993
2017/09/23,-2939
2017/09/24,-3090
2017/09/25,2094
2017/09/26,-12191
2017/09/27,-17892
2017/09/28,-10352
2017/09/29,-26553
2017/09/30,-10095
2017/10/01,-10836
2017/10/02,-8011
2017/10/03,7859
2017/10/04,2598
2017/10/05,-2010
2017/10/06,-2039
2017/10/07,-552.075
2017/10/08,-230.643
2017/10/09,-6097
2017/10/10,-5941
2017/10/11,-3566
2017/10/12,-2181
2017/10/13,4636
2017/10/14,325.491
2017/10/15,-231.065
2017/10/16,-702.265
2017/10/17,-3254
2017/10/18,-5181
2017/10/19,-4803
2017/10/20,-2071
2017/10/21,-1355
2017/10/22,-1820
2017/10/23,-78.781
2017/10/24,1093
2017/10/25,-1334
2017/10/26,-1956
2017/10/27,-8670
2017/10/28,-8882
2017/10/29,-7329
2017/10/30,-6506
2017/10/31,-4741
2017/11/01,1087
2017/11/02,-11739
2017/11/03,-6630
2017/11/04,-2398
2017/11/05,-3148
2017/11/06,-2316
2017/11/07,-3890
2017/11/08,-2379
2017/11/09,3097
2017/11/10,597.833
2017/11/11,616.766
2017/11/12,293.056
2017/11/13,-2322
2017/11/14,-1770
2017/11/15,4168
2017/11/16,3120
2017/11/17,638.214
2017/11/18,1552
2017/11/19,3311
2017/11/20,4727
2017/11/21,5127
2017/11/22,3373
2017/11/23,4243
2017/11/24,4756
2017/11/25,7261
2017/11/26,13222
2017/11/27,15423
2017/11/28,17855
2017/11/29,19602
2017/11/30,17113
2017/12/01,7216
2017/12/02,8183
2017/12/03,6705
2017/12/04,7264
2017/12/05,891.577
2017/12/06,2290
2017/12/07,2035
2017/12/08,-1776
2017/12/09,-8097
2017/12/10,-5204
2017/12/11,-6067
2017/12/12,-3882
2017/12/13,-187.309
2017/12/14,1635
2017/12/15,-2850
2017/12/16,-3842
2017/12/17,-3482
2017/12/18,-2811
2017/12/19,-1181
2017/12/20,-900.769
2017/12/21,-1422
2017/12/22,-2288
2017/12/23,-4421
2017/12/24,-4797
2017/12/25,-7479
2017/12/26,-5109
2017/12/27,-7078
2017/12/28,-8434
2017/12/29,-9649
2017/12/30,-6991
2017/12/31,-8282
2018/01/01,-9746
2018/01/02,-3999
2018/01/03,-3584
2018/01/04,7705
2018/01/05,6375
2018/01/06,5474
2018/01/07,6219
2018/01/08,9925
2018/01/09,11647
2018/01/10,15815
2018/01/11,8129
2018/01/12,6049
2018/01/13,1851
2018/01/14,23564
2018/01/15,6545
2018/01/16,6968
2018/01/17,5499
2018/01/18,3466
2018/01/19,-1338
2018/01/20,-1074
2018/01/21,-835.679
2018/01/22,1899
2018/01/23,2649
2018/01/24,3608
2018/01/25,-2536
2018/01/26,2621
2018/01/27,-1067
2018/01/28,-162.655
2018/01/29,6.063
2018/01/30,3789
2018/01/31,3491
2018/02/01,-1178
2018/02/02,530.298
2018/02/03,-6938
2018/02/04,-8523
2018/02/05,-6134
2018/02/06,-4719
2018/02/07,-7520
2018/02/08,-11266
2018/02/09,-14074
2018/02/10,-10549
2018/02/11,-9568
2018/02/12,-6186
2018/02/13,-23725
2018/02/14,-7143
2018/02/15,-6968
2018/02/16,-6206
2018/02/17,-6719
2018/02/18,-4001
2018/02/19,-4495
2018/02/20,-3331
2018/02/21,-5002
2018/02/22,-2954
2018/02/23,-5935
2018/02/24,-2225
2018/02/25,-8676
2018/02/26,-5472
2018/02/27,-7825
2018/02/28,-8229
2018/03/01,-8528
2018/03/02,-8501
2018/03/03,-7800
2018/03/04,-9123
2018/03/05,-5515
2018/03/06,-3474
2018/03/07,-4407
2018/03/08,-5021
2018/03/09,-4946
2018/03/10,-2968
2018/03/11,-4175
2018/03/12,-4360
2018/03/13,-1552
2018/03/14,-2917
2018/03/15,-5589
2018/03/16,-4509
2018/03/17,-5381
2018/03/18,-3644
2018/03/19,-3457
2018/03/20,-3626
2018/03/21,-2972
2018/03/22,-3348
2018/03/23,-2887
2018/03/24,-5135
2018/03/25,-2659
2018/03/26,-1793
2018/03/27,-316.079
2018/03/28,-962.9
2018/03/29,-133.311
2018/03/30,-483.875
2018/03/31,-1124
2018/04/01,-918.604
2018/04/02,-405.309
2018/04/03,-390.697
2018/04/04,-833.227
2018/04/05,-1584
2018/04/06,-1229
2018/04/07,-1164
2018/04/08,-1091
2018/04/09,-366.378
2018/04/10,-363.041
2018/04/11,-555.979
2018/04/12,-1241
2018/04/13,-364.716
2018/04/14,-936.432
2018/04/15,-309.782
2018/04/16,-142.314
2018/04/17,-1131
2018/04/18,-505.991
2018/04/19,-361.63
2018/04/20,76.666
2018/04/21,5.721
2018/04/22,-516.487
2018/04/23,1412
2018/04/24,1312
2018/04/25,475.686
2018/04/26,-361.236
2018/04/27,-86.057
2018/04/28,-263.209
2018/04/29,88.101
2018/04/30,732.442
2018/05/01,846.787
2018/05/02,1374
2018/05/03,1468
2018/05/04,1046
2018/05/05,1076
2018/05/06,994.106
2018/05/07,2150
2018/05/08,1103
2018/05/09,953.959
2018/05/10,1002
2018/05/11,836.812
2018/05/12,-106.39
2018/05/13,-442.453
2018/05/14,1152
2018/05/15,851.73
2018/05/16,378.9
2018/05/17,432.29
2018/05/18,75.801
2018/05/19,-209.99
2018/05/20,-366.827
2018/05/21,85.222
2018/05/22,785.821
2018/05/23,-441.773
2018/05/24,-761.676
2018/05/25,-683.014
2018/05/26,-571.154
2018/05/27,-366.969
2018/05/28,146.598
2018/05/29,-3.173
2018/05/30,-268.77
2018/05/31,-173.357
2018/06/01,-416.86
2018/06/02,-1512
2018/06/03,-1178
2018/06/04,-265.606
2018/06/05,-171.875
2018/06/06,-981.821
2018/06/07,-245.991
2018/06/08,-43.933
2018/06/09,-958.186
2018/06/10,-557.274
2018/06/11,128.412
2018/06/12,920.794
2018/06/13,527.276
2018/06/14,789.229
2018/06/15,900.449
2018/06/16,-178.912
2018/06/17,-442.021
2018/06/18,146.862
2018/06/19,150.514
2018/06/20,-96.588
2018/06/21,-513.1
2018/06/22,-490.842
2018/06/23,-637.142
2018/06/24,-13.469
2018/06/25,277.947
2018/06/26,-270.159
2018/06/27,-624.627
2018/06/28,-444.478
2018/06/29,-265.787
2018/06/30,-679.8
2018/07/01,-1155
2018/07/02,341.616
2018/07/03,639.88
2018/07/04,106.608
2018/07/05,-106.67
2018/07/06,-173.347
2018/07/07,-603.115
2018/07/08,-963.433
2018/07/09,354.431
2018/07/10,-61.08
2018/07/11,-524.421
2018/07/12,-1014
2018/07/13,-1510
2018/07/14,-1831
2018/07/15,-1582
2018/07/16,-111.283
2018/07/17,312.671
2018/07/18,208.33
2018/07/19,-243.087
2018/07/20,-158.157
2018/07/21,-514.432
2018/07/22,-819.427
2018/07/23,93.05
2018/07/24,-306.859
2018/07/25,-399.176
2018/07/26,-380.895
2018/07/27,-288.835
2018/07/28,-525.518
2018/07/29,-732.119
2018/07/30,61.859
2018/07/31,951.609
2018/08/01,-496.055
2018/08/02,-631.297
2018/08/03,-901.715
2018/08/04,-924.645
2018/08/05,-1111
2018/08/06,-366.255
2018/08/07,-104.947
2018/08/08,45.933
2018/08/09,-165.812
2018/08/10,90.294
2018/08/11,-197.229
2018/08/12,-457.28
2018/08/13,316.977
2018/08/14,427.074
2018/08/15,-107.222
2018/08/16,-604.043
2018/08/17,-434.276
2018/08/18,-533.312
2018/08/19,-817.937
2018/08/20,-167.145
2018/08/21,-36.672
2018/08/22,-169.034
2018/08/23,-362.175
2018/08/24,-255.423
2018/08/25,-291.499
2018/08/26,-332.747
2018/08/27,162.83
2018/08/28,182.273
2018/08/29,-108.876
2018/08/30,-1000
2018/08/31,-110.191
2018/09/01,-337.434
2018/09/02,-285.599
2018/09/03,276.273
2018/09/04,913.143
2018/09/05,330.21
2018/09/06,293.822
2018/09/07,-353.76
2018/09/08,-249.055
2018/09/09,-300.072
2018/09/10,58.193
2018/09/11,344.254
2018/09/12,57.71
2018/09/13,-370.498
2018/09/14,-148.21
2018/09/15,32.936
2018/09/16,-343.128
2018/09/17,211.016
2018/09/18,349.088
2018/09/19,0.409
2018/09/20,124.952
2018/09/21,407.691
2018/09/22,134.741
2018/09/23,55.442
2018/09/24,407.037
2018/09/25,309.04
2018/09/26,112.062
2018/09/27,40.751
2018/09/28,-72.905
2018/09/29,63.126
2018/09/30,-76.864
2018/10/01,88.646
2018/10/02,76.066
2018/10/03,-194.475
2018/10/04,-789.923
2018/10/05,-491.543
2018/10/06,-758.86
2018/10/07,-544.712
2018/10/08,-144.629
2018/10/09,-156.321
2018/10/10,-213.187
2018/10/11,244.271
2018/10/12,-462.061
2018/10/13,-392.564
2018/10/14,-430.77
2018/10/15,592.786
2018/10/16,244.073
2018/10/17,-48.692
2018/10/18,124.444
2018/10/19,-71.773
2018/10/20,-245.242
2018/10/21,-425.76
2018/10/22,-235.397
2018/10/23,-92.758
2018/10/24,-298.754
2018/10/25,57.569
2018/10/26,-166.828
2018/10/27,-317.282
2018/10/28,-357.279
2018/10/29,-96.832
2018/10/30,-117.061
2018/10/31,-19.984
2018/11/01,34.156
2018/11/02,59.037
2018/11/03,-205.735
2018/11/04,54.278
2018/11/05,436.635
2018/11/06,227.049
2018/11/07,146.626
2018/11/08,64.765
2018/11/09,-9.925
2018/11/10,-614.048
2018/11/11,-255.987
2018/11/12,253.218
2018/11/13,191.559
2018/11/14,-234.301
2018/11/15,181.737
2018/11/16,25.047
2018/11/17,-379.929
2018/11/18,126.142
2018/11/19,690.738
2018/11/20,458.602
2018/11/21,319.761
2018/11/22,-7.39
2018/11/23,40.854
2018/11/24,-272.454
2018/11/25,191.248
2018/11/26,288.751
2018/11/27,132.477
2018/11/28,-12.338
2018/11/29,239.634
2018/11/30,2764
2018/12/01,2890
2018/12/02,-351.003
2018/12/03,31.777
2018/12/04,-164.355
2018/12/05,-326.185
2018/12/06,-20.847
2018/12/07,-77.202
2018/12/08,-221.608
2018/12/09,-200.59
2018/12/10,-63.629
2018/12/11,-17.521
2018/12/12,-294.985
2018/12/13,-170.65
2018/12/14,-604.464
2018/12/15,-725.71
2018/12/16,-424.611
2018/12/17,64.791
2018/12/18,-139.293
2018/12/19,-486.311
2018/12/20,-462.738
2018/12/21,-38.208
2018/12/22,-143.5
2018/12/23,37.845
2018/12/24,377.914
2018/12/25,-240.815
2018/12/26,-190.56
2018/12/27,106.176
2018/12/28,14.32
2018/12/29,188.599
2018/12/30,-2862
2018/12/31,-2885
2019/01/01,168.565
2019/01/02,229.35
2019/01/03,192.048
2019/01/04,543.641
2019/01/05,653.633
2019/01/06,16.974
2019/01/07,289.999
2019/01/08,200.345
2019/01/09,179.086
2019/01/10,309.407
2019/01/11,516.217
2019/01/12,-59.422
2019/01/13,40.377
2019/01/14,451.896
2019/01/15,262.936
2019/01/16,92.081
2019/01/17,-46.132
2019/01/18,-359.865
2019/01/19,-465.077
2019/01/20,-461.32
2019/01/21,-106.569
2019/01/22,-351.973
2019/01/23,-501.757
2019/01/24,-53.97
2019/01/25,-50.324
2019/01/26,-321.19
2019/01/27,-210.641
2019/01/28,-357.297
2019/01/29,-64.004
2019/01/30,-92.965
2019/01/31,-14.79
2019/02/01,-277.298
2019/02/02,-346.826
2019/02/03,-733.146
2019/02/04,-1035
2019/02/05,-514.539
2019/02/06,-314.313
2019/02/07,-286.411
2019/02/08,-95.046
2019/02/09,-410.839
2019/02/10,-462.764
2019/02/11,123.617
2019/02/12,-26.526
2019/02/13,-281.018
2019/02/14,-133.753
2019/02/15,-227.157
2019/02/16,-216.736
2019/02/17,95.147
2019/02/18,495.136
2019/02/19,377.109
2019/02/20,243.716
2019/02/21,216.734
2019/02/22,148.113
2019/02/23,-48.093
2019/02/24,368.05
2019/02/25,576.642
2019/02/26,26.056
2019/02/27,130.416
2019/02/28,171.547
2019/03/01,4.763
2019/03/02,-114.982
2019/03/03,41.199
2019/03/04,223.443
2019/03/05,181.804
2019/03/06,259.104
2019/03/07,258.415
2019/03/08,161.787
2019/03/09,96.299
2019/03/10,-19.813
2019/03/11,286.049
2019/03/12,107.836
2019/03/13,-62.32
2019/03/14,102.194
2019/03/15,84.003
2019/03/16,110.888
2019/03/17,79.374
2019/03/18,335.049
2019/03/19,-80.854
2019/03/20,-194.927
2019/03/21,-209.861
2019/03/22,-162.984
2019/03/23,50.514
2019/03/24,-143.703
2019/03/25,113.33
2019/03/26,-278.809
2019/03/27,-394.634
2019/03/28,43.543
2019/03/29,-172.322
2019/03/30,-56.058
2019/03/31,11.266
2019/04/01,129.041
2019/04/02,371.463
2019/04/03,433.237
2019/04/04,180.324
2019/04/05,183.354
2019/04/06,40.24
2019/04/07,123.08
2019/04/08,573.384
2019/04/09,420.039
2019/04/10,141.262
2019/04/11,118.162
2019/04/12,116.917
2019/04/13,-112.267
2019/04/14,-20.244
2019/04/15,137.572
2019/04/16,59.66
2019/04/17,-82.336
2019/04/18,237.605
2019/04/19,-59.782
2019/04/20,-80.218
2019/04/21,90.498
2019/04/22,-53.712
2019/04/23,211.022
2019/04/24,265.526
2019/04/25,214.602
2019/04/26,556.932
2019/04/27,26.716
2019/04/28,52.577
2019/04/29,223.111
2019/04/30,190.833
2019/05/01,93.406
2019/05/02,-290.328
2019/05/03,-320.8
2019/05/04,-170.755
2019/05/05,-228.537
2019/05/06,155.8
2019/05/07,200.402
2019/05/08,-249.315
2019/05/09,-231.548
2019/05/10,-87.014
2019/05/11,456.192
2019/05/12,175.655
2019/05/13,599.559
2019/05/14,365.205
2019/05/15,527.645
2019/05/16,1476
2019/05/17,812.873
2019/05/18,88.606
2019/05/19,227.746
2019/05/20,439.077
2019/05/21,342.386
2019/05/22,265.802
2019/05/23,222.835
2019/05/24,-179.313
2019/05/25,-200.33
2019/05/26,-259.296
2019/05/27,395.874
2019/05/28,139.434
2019/05/29,326.589
2019/05/30,462.643
2019/05/31,433.27
2019/06/01,-16.301
2019/06/02,-147.961
2019/06/03,327.63
2019/06/04,424.072
2019/06/05,335.497
