Date,difficulty7roc
2016/01/01,0.016
2016/01/02,-3.645
2016/01/03,-3.218
2016/01/04,-2.317
2016/01/05,-3.481
2016/01/06,-0.647
2016/01/07,-3.893
2016/01/08,-2.867
2016/01/09,3.502
2016/01/10,0.293
2016/01/11,5.928
2016/01/12,7.032
2016/01/13,0.724
2016/01/14,6.397
2016/01/15,8.356
2016/01/16,9.126
2016/01/17,8.772
2016/01/18,7.088
2016/01/19,7.297
2016/01/20,10.965
2016/01/21,9.882
2016/01/22,10.014
2016/01/23,9.304
2016/01/24,11.747
2016/01/25,9.268
2016/01/26,11.24
2016/01/27,14.937
2016/01/28,8.858
2016/01/29,9.964
2016/01/30,8.128
2016/01/31,5.553
2016/02/01,5.686
2016/02/02,0.598
2016/02/03,0.343
2016/02/04,6.365
2016/02/05,2.692
2016/02/06,-0.085
2016/02/07,3.314
2016/02/08,5.701
2016/02/09,5.351
2016/02/10,7.388
2016/02/11,7.918
2016/02/12,3.372
2016/02/13,11.324
2016/02/14,13.09
2016/02/15,11.568
2016/02/16,12.903
2016/02/17,9.114
2016/02/18,1.57
2016/02/19,9.507
2016/02/20,5.925
2016/02/21,3.697
2016/02/22,4.324
2016/02/23,8.564
2016/02/24,7.087
2016/02/25,11.424
2016/02/26,11.05
2016/02/27,13.663
2016/02/28,13.723
2016/02/29,11.205
2016/03/01,4.86
2016/03/02,10.03
2016/03/03,14.918
2016/03/04,14.887
2016/03/05,13.101
2016/03/06,17.677
2016/03/07,14.914
2016/03/08,21.022
2016/03/09,19.192
2016/03/10,15.434
2016/03/11,15.743
2016/03/12,19.315
2016/03/13,16.187
2016/03/14,16.903
2016/03/15,0.46
2016/03/16,-0.498
2016/03/17,0.18
2016/03/18,-2.043
2016/03/19,-5.104
2016/03/20,-3.604
2016/03/21,-3.972
2016/03/22,11.355
2016/03/23,5.559
2016/03/24,9.77
2016/03/25,14.05
2016/03/26,14.811
2016/03/27,13.147
2016/03/28,12.972
2016/03/29,15.056
2016/03/30,21.616
2016/03/31,20.647
2016/04/01,13.787
2016/04/02,9.832
2016/04/03,10.551
2016/04/04,15.977
2016/04/05,14.178
2016/04/06,12.464
2016/04/07,3.143
2016/04/08,10.066
2016/04/09,14.132
2016/04/10,11.476
2016/04/11,6.997
2016/04/12,1.516
2016/04/13,6.14
2016/04/14,11.789
2016/04/15,8.289
2016/04/16,7.59
2016/04/17,4.2
2016/04/18,9.298
2016/04/19,15.076
2016/04/20,10.692
2016/04/21,12.076
2016/04/22,5.065
2016/04/23,6.884
2016/04/24,8.443
2016/04/25,6.775
2016/04/26,4.875
2016/04/27,3.075
2016/04/28,3.732
2016/04/29,9.82
2016/04/30,9.2
2016/05/01,12.679
2016/05/02,2.401
2016/05/03,8.472
2016/05/04,9.919
2016/05/05,5.772
2016/05/06,4.347
2016/05/07,1.116
2016/05/08,-0.061
2016/05/09,8.06
2016/05/10,4.512
2016/05/11,1.971
2016/05/12,2.173
2016/05/13,8.022
2016/05/14,8.099
2016/05/15,7.694
2016/05/16,7.15
2016/05/17,2.129
2016/05/18,8.787
2016/05/19,14.184
2016/05/20,8.782
2016/05/21,10.336
2016/05/22,7.932
2016/05/23,7.908
2016/05/24,12.729
2016/05/25,8.218
2016/05/26,6.156
2016/05/27,4.231
2016/05/28,5.04
2016/05/29,8.886
2016/05/30,7.587
2016/05/31,6.037
2016/06/01,2.4
2016/06/02,2.271
2016/06/03,7.785
2016/06/04,5.376
2016/06/05,2.894
2016/06/06,4.345
2016/06/07,6.014
2016/06/08,9.167
2016/06/09,12.248
2016/06/10,4.157
2016/06/11,4.04
2016/06/12,5.541
2016/06/13,8.543
2016/06/14,7.429
2016/06/15,8.469
2016/06/16,3.171
2016/06/17,3.227
2016/06/18,-2.419
2016/06/19,4.373
2016/06/20,4.119
2016/06/21,0.722
2016/06/22,2.554
2016/06/23,7.591
2016/06/24,9.131
2016/06/25,16.988
2016/06/26,9.007
2016/06/27,8.082
2016/06/28,11.67
2016/06/29,7.714
2016/06/30,2.885
2016/07/01,4.657
2016/07/02,5.924
2016/07/03,7.155
2016/07/04,3.847
2016/07/05,4.637
2016/07/06,3.852
2016/07/07,4.914
2016/07/08,4.73
2016/07/09,-0.379
2016/07/10,1.239
2016/07/11,3.181
2016/07/12,2.25
2016/07/13,4.902
2016/07/14,3.698
2016/07/15,1.468
2016/07/16,3.89
2016/07/17,1.962
2016/07/18,0.864
2016/07/19,1.099
2016/07/20,-1.54
2016/07/21,-0.121
2016/07/22,1.504
2016/07/23,3.764
2016/07/24,2.182
2016/07/25,-2.898
2016/07/26,-4.815
2016/07/27,-12.799
2016/07/28,-6.819
2016/07/29,-7.466
2016/07/30,-10.062
2016/07/31,-10.555
2016/08/01,-6.2
2016/08/02,-11.634
2016/08/03,-5.359
2016/08/04,-8.256
2016/08/05,-3.338
2016/08/06,-3.063
2016/08/07,-1.661
2016/08/08,0.675
2016/08/09,11.729
2016/08/10,21.028
2016/08/11,17.674
2016/08/12,12.619
2016/08/13,12.584
2016/08/14,11.799
2016/08/15,8.582
2016/08/16,8.48
2016/08/17,4.423
2016/08/18,1.648
2016/08/19,4.044
