Date,size14var
2017/01/26,5878
2017/01/27,4969
2017/01/28,4191
2017/01/29,3832
2017/01/30,3812
2017/01/31,4082
2017/02/01,4044
2017/02/02,3887
2017/02/03,3996
2017/02/04,3385
2017/02/05,3383
2017/02/06,3383
2017/02/07,5247
2017/02/08,6712
2017/02/09,6527
2017/02/10,7344
2017/02/11,7410
2017/02/12,6868
2017/02/13,9167
2017/02/14,12855
2017/02/15,13878
2017/02/16,13056
2017/02/17,11990
2017/02/18,10796
2017/02/19,10530
2017/02/20,9662
2017/02/21,13853
2017/02/22,14015
2017/02/23,13541
2017/02/24,13649
2017/02/25,11994
2017/02/26,9649
2017/02/27,9610
2017/02/28,10102
2017/03/01,24848
2017/03/02,34390
2017/03/03,35852
2017/03/04,35235
2017/03/05,31297
2017/03/06,29148
2017/03/07,28828
2017/03/08,28703
2017/03/09,41267
2017/03/10,42889
2017/03/11,39515
2017/03/12,33686
2017/03/13,42677
2017/03/14,50377
2017/03/15,58065
2017/03/16,119564
2017/03/17,151614
2017/03/18,145516
2017/03/19,130186
2017/03/20,110455
2017/03/21,99870
2017/03/22,73283
2017/03/23,73636
2017/03/24,69507
2017/03/25,54159
2017/03/26,40026
2017/03/27,48866
2017/03/28,47829
2017/03/29,49119
2017/03/30,36937
2017/03/31,40383
2017/04/01,42057
2017/04/02,40579
2017/04/03,37560
2017/04/04,37400
2017/04/05,33124
2017/04/06,33848
2017/04/07,34172
2017/04/08,42357
2017/04/09,43016
2017/04/10,40298
2017/04/11,43940
2017/04/12,43158
2017/04/13,38395
2017/04/14,28958
2017/04/15,30302
2017/04/16,35767
2017/04/17,32174
2017/04/18,33120
2017/04/19,34971
2017/04/20,28590
2017/04/21,25419
2017/04/22,21836
2017/04/23,21293
2017/04/24,21516
2017/04/25,26485
2017/04/26,27200
2017/04/27,48765
2017/04/28,72286
2017/04/29,68533
2017/04/30,64449
2017/05/01,95699
2017/05/02,121119
2017/05/03,119954
2017/05/04,126264
2017/05/05,124720
2017/05/06,102602
2017/05/07,78429
2017/05/08,63466
2017/05/09,58169
2017/05/10,42523
2017/05/11,42647
2017/05/12,42854
2017/05/13,30865
2017/05/14,29246
2017/05/15,46676
2017/05/16,53803
2017/05/17,114876
2017/05/18,164550
2017/05/19,277912
2017/05/20,269798
2017/05/21,317178
2017/05/22,471661
2017/05/23,941284
2017/05/24,1293676
2017/05/25,1370724
2017/05/26,1279147
2017/05/27,1076840
2017/05/28,860423
2017/05/29,754688
2017/05/30,823070
2017/05/31,875356
2017/06/01,806755
2017/06/02,959363
2017/06/03,762717
2017/06/04,602191
2017/06/05,547432
2017/06/06,622663
2017/06/07,692715
2017/06/08,697430
2017/06/09,699774
2017/06/10,537815
2017/06/11,639014
2017/06/12,707005
2017/06/13,864089
2017/06/14,861854
2017/06/15,829191
2017/06/16,843741
2017/06/17,777850
2017/06/18,661823
2017/06/19,593165
2017/06/20,665900
2017/06/21,883909
2017/06/22,813821
2017/06/23,835030
2017/06/24,637252
2017/06/25,654189
2017/06/26,667947
2017/06/27,677772
2017/06/28,824082
2017/06/29,865758
2017/06/30,838236
2017/07/01,824055
2017/07/02,782387
2017/07/03,911098
2017/07/04,1014873
2017/07/05,519307
2017/07/06,511044
2017/07/07,528768
2017/07/08,531038
2017/07/09,865213
2017/07/10,1006507
2017/07/11,989025
2017/07/12,1094003
2017/07/13,1204350
2017/07/14,1186618
2017/07/15,1080205
2017/07/16,1000594
2017/07/17,985186
2017/07/18,1154984
2017/07/19,1167353
2017/07/20,1116934
2017/07/21,1199324
2017/07/22,1355943
2017/07/23,834688
2017/07/24,831766
2017/07/25,795443
2017/07/26,826521
2017/07/27,821516
2017/07/28,791996
2017/07/29,1015916
2017/07/30,1195598
2017/07/31,1164119
2017/08/01,821228
2017/08/02,711191
2017/08/03,729044
2017/08/04,881518
2017/08/05,899034
2017/08/06,997594
2017/08/07,1340579
2017/08/08,2330653
2017/08/09,2376216
2017/08/10,3041748
2017/08/11,4074904
2017/08/12,3806345
2017/08/13,3072658
2017/08/14,3791547
2017/08/15,4576535
2017/08/16,5377612
2017/08/17,5617897
2017/08/18,5769247
2017/08/19,5063870
2017/08/20,4094205
2017/08/21,3527890
2017/08/22,3373175
2017/08/23,2457090
2017/08/24,2412789
2017/08/25,2396712
2017/08/26,2237333
2017/08/27,1847113
2017/08/28,2204223
2017/08/29,2721481
2017/08/30,3204196
2017/08/31,3227490
2017/09/01,3541311
2017/09/02,3548861
2017/09/03,3168384
2017/09/04,4067518
2017/09/05,4478362
2017/09/06,6287250
2017/09/07,6251592
2017/09/08,6568414
2017/09/09,5726536
2017/09/10,5858668
2017/09/11,6000280
2017/09/12,5998027
2017/09/13,6064474
2017/09/14,6079134
2017/09/15,6178555
2017/09/16,5761113
2017/09/17,5479471
2017/09/18,5325189
2017/09/19,5246100
2017/09/20,3659590
2017/09/21,2647898
2017/09/22,1455688
2017/09/23,1482059
2017/09/24,1271096
2017/09/25,1742720
2017/09/26,1824418
2017/09/27,2023307
2017/09/28,2737566
2017/09/29,3641764
2017/09/30,4772914
2017/10/01,4514493
2017/10/02,4842616
2017/10/03,4700930
2017/10/04,4023653
2017/10/05,3185472
2017/10/06,2779966
2017/10/07,1500637
2017/10/08,1196153
2017/10/09,1185244
2017/10/10,950831
2017/10/11,749527
2017/10/12,757151
2017/10/13,796751
2017/10/14,723144
2017/10/15,784431
2017/10/16,1865205
2017/10/17,3917773
2017/10/18,6696186
2017/10/19,9011552
2017/10/20,8928933
2017/10/21,11167579
2017/10/22,13799808
2017/10/23,14296862
2017/10/24,12748520
2017/10/25,11591288
2017/10/26,9243244
2017/10/27,19816961
2017/10/28,27918360
2017/10/29,33135486
2017/10/30,37834168
2017/10/31,41669844
2017/11/01,43795360
2017/11/02,45966854
2017/11/03,46529503
2017/11/04,46605847
2017/11/05,46831203
2017/11/06,47417086
2017/11/07,47645480
2017/11/08,47552202
2017/11/09,47198862
2017/11/10,41714247
2017/11/11,34173791
2017/11/12,25083593
2017/11/13,14371121
2017/11/14,1865651
2017/11/15,2084589
2017/11/16,1995049
2017/11/17,1878458
2017/11/18,1606758
2017/11/19,1083579
2017/11/20,1355042
2017/11/21,1490312
2017/11/22,1550044
2017/11/23,1543902
2017/11/24,1332200
2017/11/25,882591
2017/11/26,520843
2017/11/27,3161261
2017/11/28,3672768
2017/11/29,3976899
2017/11/30,3984529
2017/12/01,3939314
2017/12/02,3567391
2017/12/03,3277590
2017/12/04,3521738
2017/12/05,3577469
2017/12/06,3858343
2017/12/07,3461207
2017/12/08,2960251
2017/12/09,2408989
2017/12/10,1791787
2017/12/11,2428911
2017/12/12,4701843
2017/12/13,6866364
2017/12/14,8111913
2017/12/15,8851872
2017/12/16,8912572
2017/12/17,8899427
2017/12/18,9657280
2017/12/19,12545626
2017/12/20,12348270
2017/12/21,10334487
2017/12/22,9514019
2017/12/23,6455541
2017/12/24,6749367
2017/12/25,7780196
2017/12/26,8857109
2017/12/27,9016885
2017/12/28,9018876
2017/12/29,9773365
2017/12/30,10344240
2017/12/31,10487734
2018/01/01,10731799
2018/01/02,9877214
2018/01/03,12457471
2018/01/04,15070120
2018/01/05,17702718
2018/01/06,19646013
2018/01/07,16511259
2018/01/08,14059721
2018/01/09,11436471
2018/01/10,9437089
2018/01/11,8045363
2018/01/12,7951569
2018/01/13,7816754
2018/01/14,5469314
2018/01/15,1542280
2018/01/16,1407746
2018/01/17,1404224
2018/01/18,1164244
2018/01/19,1475951
2018/01/20,2392177
2018/01/21,3591937
2018/01/22,4855325
2018/01/23,5918704
2018/01/24,7557322
2018/01/25,9211587
2018/01/26,9349104
2018/01/27,10897698
2018/01/28,11505058
2018/01/29,10208049
2018/01/30,7697107
2018/01/31,4970140
2018/02/01,2396823
2018/02/02,1584637
2018/02/03,1659905
2018/02/04,1673650
2018/02/05,1570169
2018/02/06,1560177
2018/02/07,1718249
2018/02/08,2942823
2018/02/09,2904175
2018/02/10,2978075
2018/02/11,3501438
2018/02/12,3410048
2018/02/13,3680027
2018/02/14,3491783
2018/02/15,2591576
2018/02/16,1706592
2018/02/17,1691955
2018/02/18,1766137
2018/02/19,1377414
2018/02/20,1159107
2018/02/21,1226620
2018/02/22,1017869
2018/02/23,1087152
2018/02/24,1092789
2018/02/25,1147357
2018/02/26,1128231
2018/02/27,1055492
2018/02/28,1053645
2018/03/01,1116638
2018/03/02,1112688
2018/03/03,1128393
2018/03/04,1120849
2018/03/05,1174504
2018/03/06,616308
2018/03/07,508325
2018/03/08,503005
2018/03/09,554801
2018/03/10,996098
2018/03/11,1443815
2018/03/12,1445021
2018/03/13,1445449
2018/03/14,1492290
2018/03/15,1547433
2018/03/16,1477375
2018/03/17,2207448
2018/03/18,2204711
2018/03/19,1866577
2018/03/20,1734185
2018/03/21,1228840
2018/03/22,1345929
2018/03/23,1371000
2018/03/24,1972138
2018/03/25,3311240
2018/03/26,2960912
2018/03/27,2831509
2018/03/28,2797581
2018/03/29,2665330
2018/03/30,2562466
2018/03/31,2614685
2018/04/01,2632470
2018/04/02,2109613
2018/04/03,1832974
2018/04/04,1234773
2018/04/05,1509189
2018/04/06,1387436
2018/04/07,1523108
2018/04/08,1074004
2018/04/09,1144184
2018/04/10,1131702
2018/04/11,1162850
2018/04/12,1958044
2018/04/13,2601283
2018/04/14,2494522
2018/04/15,2054704
2018/04/16,2160487
2018/04/17,2991559
2018/04/18,3773388
2018/04/19,6120366
2018/04/20,8695523
2018/04/21,7234940
2018/04/22,6595849
2018/04/23,6681959
2018/04/24,6426490
2018/04/25,5934160
2018/04/26,6070071
2018/04/27,5941286
2018/04/28,4189419
2018/04/29,2442075
2018/04/30,1874743
2018/05/01,1572972
2018/05/02,1340889
2018/05/03,1511113
2018/05/04,1958114
2018/05/05,1243657
2018/05/06,1466701
2018/05/07,1676850
2018/05/08,1703515
2018/05/09,1696738
2018/05/10,1966831
2018/05/11,1925106
2018/05/12,2012908
2018/05/13,2136467
2018/05/14,2142785
2018/05/15,2139978
2018/05/16,2090554
2018/05/17,1899519
2018/05/18,1150859
2018/05/19,1143429
2018/05/20,866029
2018/05/21,761803
2018/05/22,724934
2018/05/23,800695
2018/05/24,575346
2018/05/25,570030
2018/05/26,709135
2018/05/27,713250
2018/05/28,645034
2018/05/29,669085
2018/05/30,704912
2018/05/31,1147713
2018/06/01,1136785
2018/06/02,1124895
2018/06/03,992898
2018/06/04,1090455
2018/06/05,1115886
2018/06/06,1124293
2018/06/07,1153164
2018/06/08,1173227
2018/06/09,939134
2018/06/10,767220
2018/06/11,797286
2018/06/12,930628
2018/06/13,926679
2018/06/14,504068
2018/06/15,795844
2018/06/16,1001204
2018/06/17,2471292
2018/06/18,2438994
2018/06/19,2268108
2018/06/20,2433490
2018/06/21,2443704
2018/06/22,2442800
2018/06/23,3209304
2018/06/24,3650217
2018/06/25,3793932
2018/06/26,3799434
2018/06/27,3615498
2018/06/28,3598138
2018/06/29,3547357
2018/06/30,3032684
2018/07/01,2280644
2018/07/02,3143357
2018/07/03,2974311
2018/07/04,3477419
2018/07/05,3465513
2018/07/06,3726563
2018/07/07,3957709
2018/07/08,3890169
2018/07/09,3135831
2018/07/10,3024388
2018/07/11,2454766
2018/07/12,2057453
2018/07/13,1835220
2018/07/14,1961988
2018/07/15,2166584
2018/07/16,2475140
2018/07/17,2840002
2018/07/18,2758683
2018/07/19,3074358
2018/07/20,2630294
2018/07/21,2814764
2018/07/22,2853073
2018/07/23,2953250
2018/07/24,3187670
2018/07/25,3556633
2018/07/26,3667445
2018/07/27,3554510
2018/07/28,3553349
2018/07/29,2598657
2018/07/30,2666844
2018/07/31,2725832
2018/08/01,2983211
2018/08/02,3172937
2018/08/03,3022139
2018/08/04,2236503
2018/08/05,1941568
2018/08/06,1947718
2018/08/07,2488273
2018/08/08,4992452
2018/08/09,7654738
2018/08/10,8101708
2018/08/11,7964713
2018/08/12,8098711
2018/08/13,7614458
2018/08/14,7050665
2018/08/15,5969850
2018/08/16,4994846
2018/08/17,4688537
2018/08/18,4972126
2018/08/19,4923534
2018/08/20,5919647
2018/08/21,7381770
2018/08/22,5947721
2018/08/23,3821817
2018/08/24,2992814
2018/08/25,3128261
2018/08/26,2647729
2018/08/27,2820664
2018/08/28,3219600
2018/08/29,2258746
2018/08/30,2108700
2018/08/31,1519332
2018/09/01,1367801
2018/09/02,1138873
2018/09/03,1121074
2018/09/04,1075764
2018/09/05,1107761
2018/09/06,1132125
2018/09/07,1079286
2018/09/08,1111558
2018/09/09,1413834
2018/09/10,1386660
2018/09/11,1242207
2018/09/12,1205485
2018/09/13,1212403
2018/09/14,1406025
2018/09/15,1601496
2018/09/16,2066001
2018/09/17,2189795
2018/09/18,2178545
2018/09/19,3607641
2018/09/20,3547645
2018/09/21,3741671
2018/09/22,3725563
2018/09/23,3363721
2018/09/24,4216899
2018/09/25,4149506
2018/09/26,5097083
2018/09/27,5571476
2018/09/28,5768719
2018/09/29,8197110
2018/09/30,8412077
2018/10/01,8514921
2018/10/02,8673528
2018/10/03,7688554
2018/10/04,8187518
2018/10/05,9614163
2018/10/06,13452375
2018/10/07,18964253
2018/10/08,20059577
2018/10/09,19375363
2018/10/10,16850388
2018/10/11,12400605
2018/10/12,8180979
2018/10/13,8677241
2018/10/14,8712228
2018/10/15,6636317
2018/10/16,4473999
2018/10/17,3731192
2018/10/18,2094723
2018/10/19,1407698
2018/10/20,1614927
2018/10/21,1445325
2018/10/22,1722778
2018/10/23,1693541
2018/10/24,2262731
2018/10/25,3341770
2018/10/26,3316242
2018/10/27,3848914
2018/10/28,3727390
2018/10/29,3897920
2018/10/30,3934323
2018/10/31,3928150
2018/11/01,3913206
2018/11/02,3984875
2018/11/03,3967710
2018/11/04,4038173
2018/11/05,3900320
2018/11/06,3935984
2018/11/07,3432049
2018/11/08,2256065
2018/11/09,1789158
2018/11/10,1505755
2018/11/11,1231121
2018/11/12,971630
2018/11/13,798188
2018/11/14,915425
2018/11/15,893520
2018/11/16,896933
2018/11/17,975368
2018/11/18,1345904
2018/11/19,1518881
2018/11/20,1740875
2018/11/21,1747927
2018/11/22,1702469
2018/11/23,1703406
2018/11/24,1866671
2018/11/25,1921484
2018/11/26,1848670
2018/11/27,1861684
2018/11/28,2158881
2018/11/29,2165499
2018/11/30,2243750
2018/12/01,2057590
2018/12/02,1828510
2018/12/03,1705559
2018/12/04,1366744
2018/12/05,1503978
2018/12/06,1677754
2018/12/07,1716410
2018/12/08,1404002
2018/12/09,1345030
2018/12/10,1325095
2018/12/11,1327384
2018/12/12,1094818
2018/12/13,1093127
2018/12/14,1097898
2018/12/15,1010530
2018/12/16,828584
2018/12/17,913784
2018/12/18,1147562
2018/12/19,1276266
2018/12/20,1360681
2018/12/21,1538687
2018/12/22,1649591
2018/12/23,1591889
2018/12/24,1655983
2018/12/25,1836062
2018/12/26,1701669
2018/12/27,1707854
2018/12/28,1690511
2018/12/29,1668860
2018/12/30,2213034
2018/12/31,2294490
2019/01/01,3123516
2019/01/02,2799168
2019/01/03,2724129
2019/01/04,2498557
2019/01/05,2468647
2019/01/06,2605606
2019/01/07,2428354
2019/01/08,2429165
2019/01/09,2342229
2019/01/10,2594245
2019/01/11,2701098
2019/01/12,2830213
2019/01/13,2443869
2019/01/14,2452900
2019/01/15,1318218
2019/01/16,1314131
2019/01/17,1137888
2019/01/18,1036349
2019/01/19,1032779
2019/01/20,778291
2019/01/21,1612785
2019/01/22,3052392
2019/01/23,3378690
2019/01/24,3466166
2019/01/25,3472856
2019/01/26,3044629
2019/01/27,2418822
2019/01/28,2869671
2019/01/29,3346421
2019/01/30,3476952
2019/01/31,3306654
2019/02/01,2970550
2019/02/02,3093149
2019/02/03,3581288
2019/02/04,4240985
2019/02/05,3984001
2019/02/06,4060397
2019/02/07,4114423
2019/02/08,4106204
2019/02/09,4165513
2019/02/10,4151090
2019/02/11,3848771
2019/02/12,3334663
2019/02/13,4311578
2019/02/14,5466865
2019/02/15,6338410
2019/02/16,6499572
2019/02/17,6363398
2019/02/18,6551725
2019/02/19,6530559
2019/02/20,6221624
2019/02/21,5776294
2019/02/22,5569863
2019/02/23,3480966
2019/02/24,2258163
2019/02/25,2514878
2019/02/26,2314844
2019/02/27,2395346
2019/02/28,2397387
2019/03/01,4184242
2019/03/02,7671612
2019/03/03,12202143
2019/03/04,12839405
2019/03/05,13647855
2019/03/06,14579124
2019/03/07,15113823
2019/03/08,14439402
2019/03/09,15083089
2019/03/10,15799306
2019/03/11,12641905
2019/03/12,8906268
2019/03/13,5504897
2019/03/14,1848559
2019/03/15,1737082
2019/03/16,1771304
2019/03/17,1773310
2019/03/18,1653543
2019/03/19,2444567
2019/03/20,2687948
2019/03/21,2980748
2019/03/22,3148680
2019/03/23,3169025
2019/03/24,2558177
2019/03/25,2607441
2019/03/26,2765900
2019/03/27,2902610
2019/03/28,2948302
2019/03/29,3138821
2019/03/30,2649391
2019/03/31,1365821
2019/04/01,1388885
2019/04/02,1989074
2019/04/03,2643938
2019/04/04,2809452
2019/04/05,2870856
2019/04/06,3021486
2019/04/07,2724358
2019/04/08,2718686
2019/04/09,2750836
2019/04/10,3110165
2019/04/11,3940504
2019/04/12,3948228
2019/04/13,4590364
2019/04/14,5394589
2019/04/15,5490269
2019/04/16,5354115
2019/04/17,4780731
2019/04/18,4667886
2019/04/19,4636808
2019/04/20,3847400
2019/04/21,3236272
2019/04/22,3230447
2019/04/23,3216817
2019/04/24,3038804
2019/04/25,2164498
2019/04/26,2176251
2019/04/27,2747084
2019/04/28,2351752
2019/04/29,2344873
2019/04/30,1932545
2019/05/01,1889753
2019/05/02,2890103
2019/05/03,3067224
2019/05/04,3305757
2019/05/05,3351901
2019/05/06,4800936
2019/05/07,8598579
2019/05/08,9454709
2019/05/09,9558581
2019/05/10,9571536
2019/05/11,7598201
2019/05/12,6394048
2019/05/13,5713566
2019/05/14,5680780
2019/05/15,5578967
2019/05/16,6328311
2019/05/17,6544746
2019/05/18,4606530
2019/05/19,3218607
2019/05/20,3232533
2019/05/21,2051474
2019/05/22,2244951
2019/05/23,2309080
2019/05/24,2352471
2019/05/25,2273933
2019/05/26,2161435
2019/05/27,2394596
2019/05/28,2457980
2019/05/29,2558448
2019/05/30,2386451
2019/05/31,2399175
2019/06/01,2255202
2019/06/02,1691285
2019/06/03,1707866
2019/06/04,1654183
2019/06/05,1765176
2019/06/06,1855892
2019/06/07,2013387
2019/06/08,2776256
2019/06/09,3529017
2019/06/10,3871195
2019/06/11,4188833
2019/06/12,4079946
2019/06/13,4437583
2019/06/14,4395715
2019/06/15,4561728
2019/06/16,4639376
2019/06/17,4921438
2019/06/18,4890731
2019/06/19,5075426
2019/06/20,5593544
2019/06/21,5498569
2019/06/22,5394846
2019/06/23,4430654
2019/06/24,3829999
2019/06/25,3786300
2019/06/26,4235480
2019/06/27,3703220
2019/06/28,4361711
2019/06/29,5457341
2019/06/30,6627359
2019/07/01,6930659
2019/07/02,7010960
2019/07/03,6984252
2019/07/04,6310616
2019/07/05,6178000
2019/07/06,5902593
2019/07/07,5453129
2019/07/08,7678156
2019/07/09,7782973
2019/07/10,7988109
2019/07/11,8604370
2019/07/12,8087152
2019/07/13,10570129
2019/07/14,11493952
2019/07/15,21084061
2019/07/16,22809218
2019/07/17,22436727
2019/07/18,21849419
2019/07/19,21994666
2019/07/20,25905429
2019/07/21,30804487
2019/07/22,28848845
2019/07/23,30047481
2019/07/24,30618665
2019/07/25,30516757
2019/07/26,31508252
2019/07/27,31517261
2019/07/28,32856481
2019/07/29,18870124
2019/07/30,13619259
2019/07/31,12178432
2019/08/01,12361307
2019/08/02,11802433
2019/08/03,11269052
2019/08/04,10273282
2019/08/05,9916379
2019/08/06,9556953
2019/08/07,7879740
2019/08/08,4486198
2019/08/09,4373362
2019/08/10,4222334
2019/08/11,4370422
2019/08/12,4366577
2019/08/13,4366346
2019/08/14,4420608
2019/08/15,2691424
2019/08/16,2461888
2019/08/17,2370421
