Date,transactions90rsi
2017/11/08,53.014
2017/11/09,52.79
2017/11/10,52.624
2017/11/11,51.566
2017/11/12,52.183
2017/11/13,52.318
2017/11/14,52.821
2017/11/15,53.79
2017/11/16,52.954
2017/11/17,53.21
2017/11/18,52.385
2017/11/19,52.459
2017/11/20,53.448
2017/11/21,53.344
2017/11/22,53.68
2017/11/23,53.516
2017/11/24,53.313
2017/11/25,53.857
2017/11/26,53.527
2017/11/27,54.525
2017/11/28,54.973
2017/11/29,55.333
2017/11/30,55.186
2017/12/01,54.592
2017/12/02,54.668
2017/12/03,55.651
2017/12/04,55.769
2017/12/05,55.606
2017/12/06,57.036
2017/12/07,54.642
2017/12/08,56.148
2017/12/09,55.127
2017/12/10,55.257
2017/12/11,56.778
2017/12/12,57.345
2017/12/13,57.825
2017/12/14,58.245
2017/12/15,57.572
2017/12/16,57.493
2017/12/17,57.083
2017/12/18,58.466
2017/12/19,59.785
2017/12/20,57.959
2017/12/21,58.992
2017/12/22,59.352
2017/12/23,56.358
2017/12/24,53.963
2017/12/25,53.879
2017/12/26,54.628
2017/12/27,55.806
2017/12/28,56.232
2017/12/29,57.805
2017/12/30,58.306
2017/12/31,55.583
2018/01/01,55.063
2018/01/02,57.65
2018/01/03,58.479
2018/01/04,59.545
2018/01/05,58.482
2018/01/06,57.88
2018/01/07,56.912
2018/01/08,57.524
2018/01/09,57.916
2018/01/10,56.892
2018/01/11,56.844
2018/01/12,56.131
2018/01/13,56.733
2018/01/14,55.491
2018/01/15,56.715
2018/01/16,57.394
2018/01/17,57.383
2018/01/18,56.472
2018/01/19,54.503
2018/01/20,53.815
2018/01/21,54.035
2018/01/22,53.64
2018/01/23,53.122
2018/01/24,52.949
2018/01/25,51.519
2018/01/26,53.203
2018/01/27,51.861
2018/01/28,52.432
2018/01/29,52.904
2018/01/30,52.57
2018/01/31,52.247
2018/02/01,53.542
2018/02/02,53.233
2018/02/03,51.437
2018/02/04,51.294
2018/02/05,52.036
2018/02/06,52.159
2018/02/07,51.416
2018/02/08,49.996
2018/02/09,51.076
2018/02/10,51.646
2018/02/11,50.879
2018/02/12,51.42
2018/02/13,50.576
2018/02/14,50.582
2018/02/15,50.888
2018/02/16,50.151
2018/02/17,50.819
2018/02/18,50.656
2018/02/19,51.204
2018/02/20,51.941
2018/02/21,51.562
2018/02/22,50.65
2018/02/23,50.358
2018/02/24,50.355
2018/02/25,49.922
2018/02/26,50.4
2018/02/27,49.959
2018/02/28,50.224
2018/03/01,49.852
2018/03/02,50.474
2018/03/03,49.737
2018/03/04,49.427
2018/03/05,50.556
2018/03/06,50.141
2018/03/07,50.863
2018/03/08,49.901
2018/03/09,49.496
2018/03/10,48.908
2018/03/11,49.09
2018/03/12,49.805
2018/03/13,50.023
2018/03/14,49.736
2018/03/15,49.564
2018/03/16,49.564
2018/03/17,48.927
2018/03/18,49.89
2018/03/19,50.099
2018/03/20,49.657
2018/03/21,50.039
2018/03/22,49.218
2018/03/23,49.83
2018/03/24,49.165
2018/03/25,48.28
2018/03/26,49.345
2018/03/27,48.913
2018/03/28,48.87
2018/03/29,48.911
2018/03/30,49.447
2018/03/31,48.935
2018/04/01,48.53
2018/04/02,49.109
2018/04/03,49.619
2018/04/04,49.434
2018/04/05,50.158
2018/04/06,49.648
2018/04/07,48.481
2018/04/08,49.126
2018/04/09,49.278
2018/04/10,48.877
2018/04/11,49.286
2018/04/12,50.18
2018/04/13,50.577
2018/04/14,49.32
2018/04/15,49.414
2018/04/16,49.888
2018/04/17,50.712
2018/04/18,50.291
2018/04/19,51.438
2018/04/20,51.62
2018/04/21,50.695
2018/04/22,50.724
2018/04/23,51.283
2018/04/24,51.422
2018/04/25,51.232
2018/04/26,51.175
2018/04/27,50.849
2018/04/28,50.966
2018/04/29,50.756
2018/04/30,50.991
2018/05/01,50.267
2018/05/02,51.074
2018/05/03,51.632
2018/05/04,53.301
2018/05/05,50.966
2018/05/06,49.94
2018/05/07,50.945
2018/05/08,51.248
2018/05/09,51.359
2018/05/10,51.599
2018/05/11,51.289
2018/05/12,50.885
2018/05/13,50.606
2018/05/14,51.015
2018/05/15,50.771
2018/05/16,51.067
2018/05/17,51.366
2018/05/18,51.322
2018/05/19,51.476
2018/05/20,50.702
2018/05/21,50.972
2018/05/22,51.19
2018/05/23,51.309
2018/05/24,51.054
2018/05/25,50.935
2018/05/26,50.486
2018/05/27,50.645
2018/05/28,51.595
2018/05/29,51.025
2018/05/30,51.079
2018/05/31,51.256
2018/06/01,50.38
2018/06/02,50.493
2018/06/03,50.974
2018/06/04,50.941
2018/06/05,50.623
2018/06/06,50.305
2018/06/07,50.562
2018/06/08,49.893
2018/06/09,50.48
2018/06/10,50.502
2018/06/11,50.474
2018/06/12,50.488
2018/06/13,50.822
2018/06/14,50.425
2018/06/15,50.398
2018/06/16,48.87
2018/06/17,48.981
2018/06/18,49.575
2018/06/19,50.597
2018/06/20,50.892
2018/06/21,50.255
2018/06/22,50.481
2018/06/23,49.318
2018/06/24,49.27
2018/06/25,51.276
2018/06/26,50.004
2018/06/27,50.474
2018/06/28,50.149
2018/06/29,50.032
2018/06/30,48.825
2018/07/01,48.704
2018/07/02,47.19
2018/07/03,48.217
2018/07/04,46.831
2018/07/05,47.797
2018/07/06,47.061
2018/07/07,47.36
2018/07/08,49.077
2018/07/09,49.308
2018/07/10,49.759
2018/07/11,49.228
2018/07/12,48.377
2018/07/13,48.347
2018/07/14,47.758
2018/07/15,47.168
2018/07/16,50
2018/07/17,49.97
2018/07/18,50.457
2018/07/19,50.33
2018/07/20,49.638
2018/07/21,49.086
2018/07/22,49.693
2018/07/23,50.6
2018/07/24,50.881
2018/07/25,50.91
2018/07/26,50.219
2018/07/27,50.906
2018/07/28,49.97
2018/07/29,50.105
2018/07/30,50.558
2018/07/31,50.416
2018/08/01,50.557
2018/08/02,50.803
2018/08/03,50.496
2018/08/04,50.123
2018/08/05,49.937
2018/08/06,49.883
2018/08/07,49.159
2018/08/08,48.365
2018/08/09,48.063
2018/08/10,48.957
2018/08/11,49.463
2018/08/12,49.288
2018/08/13,49.906
2018/08/14,49.853
2018/08/15,49.368
2018/08/16,50.167
2018/08/17,48.914
2018/08/18,49.151
2018/08/19,48.835
2018/08/20,49.59
2018/08/21,48.928
2018/08/22,48.806
2018/08/23,48.862
2018/08/24,48.824
2018/08/25,48.603
2018/08/26,48.566
2018/08/27,49.449
2018/08/28,49.069
2018/08/29,48.285
2018/08/30,48.852
2018/08/31,48.669
2018/09/01,49.636
2018/09/02,49.209
2018/09/03,49.346
2018/09/04,48.847
2018/09/05,49.31
2018/09/06,48.856
2018/09/07,48.775
2018/09/08,48.311
2018/09/09,48.595
2018/09/10,48.546
2018/09/11,48.494
2018/09/12,48.668
2018/09/13,48.482
2018/09/14,47.97
2018/09/15,47.544
2018/09/16,47.284
2018/09/17,48.56
2018/09/18,47.905
2018/09/19,47.995
2018/09/20,47.882
2018/09/21,48.508
2018/09/22,47.585
2018/09/23,47.564
2018/09/24,47.724
2018/09/25,48.253
2018/09/26,47.929
2018/09/27,48.074
2018/09/28,48.027
2018/09/29,47.186
2018/09/30,47.816
2018/10/01,47.777
2018/10/02,47.974
2018/10/03,48.932
2018/10/04,48.934
2018/10/05,49.435
2018/10/06,49.456
2018/10/07,48.134
2018/10/08,48.764
2018/10/09,48.687
2018/10/10,48.417
2018/10/11,49.173
2018/10/12,49.059
2018/10/13,48.783
2018/10/14,48.376
2018/10/15,49.094
2018/10/16,49.285
2018/10/17,49.355
2018/10/18,49.151
2018/10/19,49.661
2018/10/20,48.724
2018/10/21,48.365
2018/10/22,49.368
2018/10/23,49.074
2018/10/24,48.748
2018/10/25,48.814
2018/10/26,49.02
2018/10/27,48.289
2018/10/28,48.449
2018/10/29,49.981
2018/10/30,49.891
2018/10/31,49.565
2018/11/01,49.615
2018/11/02,49.031
2018/11/03,48.412
2018/11/04,48.5
2018/11/05,49.567
2018/11/06,49.785
2018/11/07,49.312
2018/11/08,49.178
2018/11/09,49.067
2018/11/10,48.216
2018/11/11,48.808
2018/11/12,49.462
2018/11/13,49.204
2018/11/14,49.636
2018/11/15,49.352
2018/11/16,49.188
2018/11/17,48.502
2018/11/18,48.197
2018/11/19,50.294
2018/11/20,50.336
2018/11/21,49.649
2018/11/22,49.491
2018/11/23,49.359
2018/11/24,48.433
2018/11/25,48.926
2018/11/26,49.359
2018/11/27,49.488
2018/11/28,50.348
2018/11/29,49.345
2018/11/30,49.998
2018/12/01,48.921
2018/12/02,48.443
2018/12/03,49.283
2018/12/04,49.538
2018/12/05,49.995
2018/12/06,49.92
2018/12/07,49.644
2018/12/08,49.348
2018/12/09,48.68
2018/12/10,49.415
2018/12/11,49.127
2018/12/12,49.096
2018/12/13,49.588
2018/12/14,49.613
2018/12/15,49.377
2018/12/16,48.838
2018/12/17,49.679
2018/12/18,49.467
2018/12/19,50.115
2018/12/20,50.189
2018/12/21,50.253
2018/12/22,48.533
2018/12/23,49.294
2018/12/24,50.402
2018/12/25,49.184
2018/12/26,49.567
2018/12/27,49.392
2018/12/28,49.759
2018/12/29,49.327
2018/12/30,48.089
2018/12/31,49.045
2019/01/01,47.975
2019/01/02,50.09
2019/01/03,50.185
2019/01/04,49.502
2019/01/05,48.956
2019/01/06,48.618
2019/01/07,49.558
2019/01/08,49.593
2019/01/09,49.674
2019/01/10,50.03
2019/01/11,49.426
2019/01/12,48.148
2019/01/13,48.58
2019/01/14,49.991
2019/01/15,49.457
2019/01/16,49
2019/01/17,49.138
2019/01/18,49.461
2019/01/19,49.464
2019/01/20,49.443
2019/01/21,50.118
2019/01/22,50.457
2019/01/23,49.39
2019/01/24,49.19
2019/01/25,48.966
2019/01/26,48.374
2019/01/27,48.752
2019/01/28,49.961
2019/01/29,49.923
2019/01/30,49.762
2019/01/31,49.188
2019/02/01,48.917
2019/02/02,48.201
2019/02/03,47.822
2019/02/04,47.706
2019/02/05,47.682
2019/02/06,47.914
2019/02/07,47.908
2019/02/08,48.615
2019/02/09,47.784
2019/02/10,47.249
2019/02/11,48.032
2019/02/12,48.18
2019/02/13,49.039
2019/02/14,48.785
2019/02/15,48.689
2019/02/16,48.468
2019/02/17,48.369
2019/02/18,49.428
2019/02/19,49.769
2019/02/20,49.716
2019/02/21,49.953
2019/02/22,49.725
2019/02/23,48.844
2019/02/24,49.896
2019/02/25,50.437
2019/02/26,50.113
2019/02/27,49.879
2019/02/28,49.911
2019/03/01,50.013
2019/03/02,49.668
2019/03/03,49.097
2019/03/04,51.198
2019/03/05,50.83
2019/03/06,50.513
2019/03/07,50.41
2019/03/08,50.237
2019/03/09,50.127
2019/03/10,48.94
2019/03/11,49.817
2019/03/12,50.277
2019/03/13,50.425
2019/03/14,50.434
2019/03/15,50.081
2019/03/16,49.263
2019/03/17,49.108
2019/03/18,50.444
2019/03/19,51.455
2019/03/20,51.359
2019/03/21,51.153
2019/03/22,51.324
2019/03/23,50.179
2019/03/24,49.965
2019/03/25,51.601
2019/03/26,51.267
2019/03/27,51.214
2019/03/28,51.352
2019/03/29,51.451
2019/03/30,51.906
2019/03/31,51.522
2019/04/01,52.203
2019/04/02,53.346
2019/04/03,53.125
2019/04/04,51.831
2019/04/05,50.945
2019/04/06,49.894
2019/04/07,50.123
2019/04/08,51.658
2019/04/09,51.471
2019/04/10,51.745
2019/04/11,52.608
2019/04/12,52.021
2019/04/13,50.678
2019/04/14,49.66
2019/04/15,50.783
2019/04/16,51.315
2019/04/17,51.706
2019/04/18,51.947
2019/04/19,51.873
2019/04/20,51.766
2019/04/21,50.841
2019/04/22,52.209
2019/04/23,52.36
2019/04/24,51.363
2019/04/25,51.547
2019/04/26,51.217
2019/04/27,49.643
2019/04/28,50.13
2019/04/29,50.685
2019/04/30,51.887
2019/05/01,51.823
2019/05/02,50.584
2019/05/03,51.262
2019/05/04,50.515
2019/05/05,50.73
2019/05/06,51.764
2019/05/07,51.006
2019/05/08,51.439
2019/05/09,51.906
2019/05/10,52.177
2019/05/11,52.26
2019/05/12,51.829
2019/05/13,52.467
2019/05/14,53.519
2019/05/15,53.763
2019/05/16,54.622
2019/05/17,53.014
2019/05/18,51.832
2019/05/19,52.078
2019/05/20,53.591
2019/05/21,52.849
2019/05/22,53.678
2019/05/23,53.262
2019/05/24,54.038
2019/05/25,53.042
2019/05/26,51.882
2019/05/27,54.234
2019/05/28,53.77
2019/05/29,54.239
2019/05/30,53.414
2019/05/31,53.103
2019/06/01,54.199
2019/06/02,53.236
2019/06/03,53.21
2019/06/04,53.247
2019/06/05,51.909
2019/06/06,52.242
2019/06/07,51.303
2019/06/08,54.238
2019/06/09,50.593
2019/06/10,53.427
2019/06/11,53.009
2019/06/12,52.16
2019/06/13,50.843
2019/06/14,51.684
2019/06/15,52.908
2019/06/16,52.318
2019/06/17,52.904
2019/06/18,51.806
2019/06/19,52.19
2019/06/20,53.226
2019/06/21,50.89
2019/06/22,50.678
2019/06/23,50.841
2019/06/24,51.224
