Date,transactions90rsi
2016/01/01,51.136
2016/01/02,51.468
2016/01/03,51.501
2016/01/04,51.579
2016/01/05,53.988
2016/01/06,54.202
2016/01/07,55.81
2016/01/08,51.713
2016/01/09,51.992
2016/01/10,51.484
2016/01/11,51.67
2016/01/12,51.659
2016/01/13,53.804
2016/01/14,51.426
2016/01/15,51.172
2016/01/16,51.418
2016/01/17,51.115
2016/01/18,52.1
2016/01/19,52.255
2016/01/20,51.32
2016/01/21,51.359
2016/01/22,52.325
2016/01/23,51.39
2016/01/24,51.935
2016/01/25,53.229
2016/01/26,53.025
2016/01/27,53.682
2016/01/28,53.018
2016/01/29,52.894
2016/01/30,52.316
2016/01/31,52.151
2016/02/01,52.161
2016/02/02,52.19
2016/02/03,52.184
2016/02/04,52.215
2016/02/05,52.495
2016/02/06,57.166
2016/02/07,51.711
2016/02/08,51.834
2016/02/09,52.051
2016/02/10,52.492
2016/02/11,53.633
2016/02/12,52.642
2016/02/13,52.964
2016/02/14,52.169
2016/02/15,52.313
2016/02/16,52.418
2016/02/17,53.071
2016/02/18,52.174
2016/02/19,52.561
2016/02/20,52.06
2016/02/21,52.17
2016/02/22,52.462
2016/02/23,52.542
2016/02/24,52.832
2016/02/25,52.821
2016/02/26,53.253
2016/02/27,52.603
2016/02/28,52.626
2016/02/29,52.99
2016/03/01,53.387
2016/03/02,53.882
2016/03/03,54.234
2016/03/04,54.054
2016/03/05,54.832
2016/03/06,54.981
2016/03/07,53.546
2016/03/08,53.778
2016/03/09,53.904
2016/03/10,53.976
2016/03/11,53.42
2016/03/12,54.748
2016/03/13,54.814
2016/03/14,54.924
2016/03/15,55.131
2016/03/16,54.563
2016/03/17,56.178
2016/03/18,55.602
2016/03/19,56.385
2016/03/20,55.603
2016/03/21,55.621
2016/03/22,55.722
2016/03/23,55.348
2016/03/24,56.722
2016/03/25,56.659
2016/03/26,56.619
2016/03/27,54.385
2016/03/28,55.357
2016/03/29,55.437
2016/03/30,56.183
2016/03/31,54.718
2016/04/01,54.997
2016/04/02,53.745
2016/04/03,53.807
2016/04/04,55.205
2016/04/05,56.278
2016/04/06,54.098
2016/04/07,54.043
2016/04/08,54.579
2016/04/09,53.952
2016/04/10,54.032
2016/04/11,53.458
2016/04/12,54.569
2016/04/13,54.914
2016/04/14,54.528
2016/04/15,54.573
2016/04/16,53.226
2016/04/17,55.631
2016/04/18,53.709
2016/04/19,53.46
2016/04/20,53.539
2016/04/21,54.561
2016/04/22,53.029
2016/04/23,53.07
2016/04/24,53.602
2016/04/25,53.934
2016/04/26,53.142
2016/04/27,53.449
2016/04/28,53.57
2016/04/29,54.291
2016/04/30,56.233
2016/05/01,54.515
2016/05/02,55.002
2016/05/03,53.944
2016/05/04,53.854
2016/05/05,54.135
2016/05/06,54.718
2016/05/07,53.273
2016/05/08,54.223
2016/05/09,53.827
2016/05/10,54.304
2016/05/11,54.332
2016/05/12,55.264
2016/05/13,55.858
2016/05/14,55.316
2016/05/15,54.599
2016/05/16,53.126
2016/05/17,53.77
2016/05/18,55.011
2016/05/19,54.62
2016/05/20,54.76
2016/05/21,54.355
2016/05/22,53.145
2016/05/23,54.216
2016/05/24,53.988
2016/05/25,54.746
2016/05/26,55.727
2016/05/27,55.176
2016/05/28,59.202
2016/05/29,53.615
2016/05/30,52.997
2016/05/31,53.265
2016/06/01,52.813
2016/06/02,52.283
2016/06/03,52.315
2016/06/04,51.907
2016/06/05,51.911
2016/06/06,52.118
2016/06/07,53.487
2016/06/08,52.286
2016/06/09,52.166
2016/06/10,52.222
2016/06/11,51.544
2016/06/12,52.633
2016/06/13,53.306
2016/06/14,54.066
2016/06/15,52.588
2016/06/16,52.614
2016/06/17,56.581
2016/06/18,55.871
2016/06/19,53.519
2016/06/20,52.788
2016/06/21,52.822
2016/06/22,53.038
2016/06/23,51.792
2016/06/24,52.37
2016/06/25,50.815
2016/06/26,51.643
2016/06/27,51.297
2016/06/28,51.869
2016/06/29,52.978
2016/06/30,55.137
2016/07/01,51.108
2016/07/02,50.977
2016/07/03,51.054
2016/07/04,51.084
2016/07/05,50.973
2016/07/06,50.75
2016/07/07,51.15
2016/07/08,51.477
2016/07/09,51.127
2016/07/10,50.952
2016/07/11,50.822
2016/07/12,51.184
2016/07/13,50.331
2016/07/14,51.471
2016/07/15,51.185
2016/07/16,50.675
2016/07/17,49.99
2016/07/18,50.846
2016/07/19,51.637
2016/07/20,52.633
2016/07/21,51.673
2016/07/22,52.221
2016/07/23,51.649
2016/07/24,53.614
2016/07/25,53.06
2016/07/26,54.071
2016/07/27,52.629
2016/07/28,51.924
2016/07/29,51.719
2016/07/30,50.907
2016/07/31,51.89
2016/08/01,51.462
2016/08/02,51.906
2016/08/03,51.969
2016/08/04,51.542
2016/08/05,50.988
2016/08/06,50.721
2016/08/07,50.942
2016/08/08,50.947
2016/08/09,51.565
2016/08/10,51.441
2016/08/11,51.728
2016/08/12,51.116
2016/08/13,50.585
2016/08/14,50.503
2016/08/15,50.775
2016/08/16,51.807
2016/08/17,51.142
2016/08/18,51.593
2016/08/19,50.807
2016/08/20,50.546
2016/08/21,50.738
2016/08/22,51.008
2016/08/23,51.662
2016/08/24,51.395
2016/08/25,51.871
2016/08/26,51.44
2016/08/27,51.542
2016/08/28,50.653
2016/08/29,51.117
2016/08/30,51.352
2016/08/31,51.16
2016/09/01,51.426
2016/09/02,52.679
2016/09/03,50.899
2016/09/04,51.42
2016/09/05,50.532
2016/09/06,51.53
2016/09/07,51.464
2016/09/08,52.568
2016/09/09,52.229
2016/09/10,50.458
2016/09/11,50.53
2016/09/12,50.804
2016/09/13,50.402
2016/09/14,52.109
2016/09/15,51.911
2016/09/16,52.634
2016/09/17,50.953
2016/09/18,49.6
2016/09/19,49.99
2016/09/20,51.943
2016/09/21,50.542
2016/09/22,51.665
2016/09/23,49.234
2016/09/24,50.345
2016/09/25,49.714
2016/09/26,50.356
2016/09/27,50.793
2016/09/28,50.249
2016/09/29,49.928
2016/09/30,49.316
2016/10/01,51.576
2016/10/02,51.311
2016/10/03,50.852
2016/10/04,51.99
2016/10/05,50.042
2016/10/06,49.429
2016/10/07,50.295
2016/10/08,49.545
2016/10/09,50.323
2016/10/10,50.447
2016/10/11,49.958
2016/10/12,48.603
2016/10/13,48.888
2016/10/14,50.103
2016/10/15,49.094
2016/10/16,49.258
2016/10/17,49.648
2016/10/18,51.303
2016/10/19,49.695
2016/10/20,50.276
2016/10/21,51.906
2016/10/22,49.611
2016/10/23,49.346
2016/10/24,51.229
2016/10/25,50.682
2016/10/26,50.411
2016/10/27,50.322
2016/10/28,50.007
2016/10/29,49.839
2016/10/30,49.774
2016/10/31,50.406
2016/11/01,50.851
2016/11/02,50.222
2016/11/03,50.089
2016/11/04,48.991
2016/11/05,49.576
2016/11/06,49.208
2016/11/07,50.066
2016/11/08,50.024
2016/11/09,49.904
2016/11/10,49.863
2016/11/11,49.969
2016/11/12,49.947
2016/11/13,50.276
2016/11/14,50.3
2016/11/15,50.474
2016/11/16,50.031
2016/11/17,49.916
2016/11/18,50.288
2016/11/19,49.736
2016/11/20,50.086
2016/11/21,50.161
2016/11/22,51.478
2016/11/23,52.725
2016/11/24,49.434
2016/11/25,51.787
2016/11/26,49.876
2016/11/27,50.268
2016/11/28,50.689
2016/11/29,50.541
2016/11/30,49.685
2016/12/01,49.463
2016/12/02,49.959
2016/12/03,49.928
2016/12/04,49.739
2016/12/05,49.959
2016/12/06,50.691
2016/12/07,49.968
2016/12/08,49.727
2016/12/09,49.936
2016/12/10,49.837
2016/12/11,49.678
2016/12/12,49.629
2016/12/13,50.315
2016/12/14,50.617
2016/12/15,50.476
2016/12/16,50.222
2016/12/17,49.691
2016/12/18,49.363
2016/12/19,50.421
2016/12/20,50.26
2016/12/21,51.022
2016/12/22,51.525
2016/12/23,50.242
2016/12/24,49.475
2016/12/25,49.343
2016/12/26,49.108
2016/12/27,50.029
2016/12/28,50.148
2016/12/29,50.517
2016/12/30,50.28
2016/12/31,49.882
2017/01/01,49.586
2017/01/02,49.698
2017/01/03,50.449
2017/01/04,51.017
2017/01/05,50.884
2017/01/06,50.175
2017/01/07,50.152
2017/01/08,50.042
2017/01/09,50.468
2017/01/10,50.712
2017/01/11,50.339
2017/01/12,51
2017/01/13,51.03
2017/01/14,49.918
2017/01/15,49.881
2017/01/16,50.338
2017/01/17,50.5
2017/01/18,50.285
2017/01/19,50.108
2017/01/20,50.385
2017/01/21,50.062
2017/01/22,50.597
2017/01/23,50.417
2017/01/24,50.98
2017/01/25,50.425
2017/01/26,50.504
2017/01/27,50.48
2017/01/28,50.278
2017/01/29,49.914
2017/01/30,50.302
2017/01/31,50.066
2017/02/01,50.189
2017/02/02,50.073
2017/02/03,49.943
2017/02/04,50.313
2017/02/05,50.472
2017/02/06,50.58
2017/02/07,51.222
2017/02/08,51.108
2017/02/09,50.634
2017/02/10,51.252
2017/02/11,50.421
2017/02/12,50.241
2017/02/13,51.743
2017/02/14,52.06
2017/02/15,51.618
2017/02/16,50.791
2017/02/17,50.752
2017/02/18,50.751
2017/02/19,50.578
2017/02/20,50.857
2017/02/21,52.036
2017/02/22,50.835
2017/02/23,50.431
2017/02/24,51.347
2017/02/25,51.223
2017/02/26,50.996
2017/02/27,51.129
2017/02/28,52.206
2017/03/01,52.13
2017/03/02,53.634
2017/03/03,52.648
2017/03/04,51.825
2017/03/05,51.572
2017/03/06,51.57
2017/03/07,52.341
2017/03/08,51.273
2017/03/09,52.481
2017/03/10,52.596
2017/03/11,52.548
2017/03/12,52.798
2017/03/13,54.771
2017/03/14,54.079
2017/03/15,54.594
2017/03/16,57.976
2017/03/17,57.477
2017/03/18,55.059
2017/03/19,54.324
2017/03/20,53.732
2017/03/21,54.201
2017/03/22,53.457
2017/03/23,53.88
2017/03/24,54.497
2017/03/25,54.034
2017/03/26,53.375
2017/03/27,55.087
2017/03/28,53.731
2017/03/29,54.694
2017/03/30,55.036
2017/03/31,55.775
2017/04/01,52.902
2017/04/02,53.796
2017/04/03,54.961
2017/04/04,53.281
2017/04/05,53.398
2017/04/06,54.194
2017/04/07,53.914
2017/04/08,51.529
2017/04/09,51.781
2017/04/10,51.878
2017/04/11,51.921
2017/04/12,52.391
2017/04/13,52.787
2017/04/14,52.44
2017/04/15,51.708
2017/04/16,51.229
2017/04/17,51.437
2017/04/18,52.584
2017/04/19,52.839
2017/04/20,52.805
2017/04/21,52.313
2017/04/22,51.413
2017/04/23,51.796
2017/04/24,52.169
2017/04/25,53.484
2017/04/26,53.084
2017/04/27,54.59
2017/04/28,54.758
2017/04/29,53.023
2017/04/30,53.412
2017/05/01,55.064
2017/05/02,54.85
2017/05/03,53.373
2017/05/04,55.023
2017/05/05,54.318
2017/05/06,52.865
2017/05/07,53.937
2017/05/08,54.909
2017/05/09,54.42
2017/05/10,54.074
2017/05/11,54.746
2017/05/12,53.695
2017/05/13,53.083
2017/05/14,53.084
2017/05/15,54.988
2017/05/16,54.318
2017/05/17,56.305
2017/05/18,56.022
2017/05/19,57.914
2017/05/20,54.885
2017/05/21,56.301
2017/05/22,58.178
2017/05/23,58.908
2017/05/24,58.92
2017/05/25,58.508
2017/05/26,57.262
2017/05/27,55.419
2017/05/28,55.83
2017/05/29,56.06
2017/05/30,58.409
2017/05/31,59.684
2017/06/01,58.364
2017/06/02,57.996
2017/06/03,56.365
2017/06/04,56.653
2017/06/05,57.296
2017/06/06,57.931
2017/06/07,58.339
2017/06/08,56.712
2017/06/09,58.406
2017/06/10,58.203
2017/06/11,59.752
2017/06/12,62.47
2017/06/13,61.439
2017/06/14,59.163
2017/06/15,59.735
2017/06/16,58.73
2017/06/17,58.294
2017/06/18,58.499
2017/06/19,60.506
2017/06/20,61.544
2017/06/21,55.734
2017/06/22,58.59
2017/06/23,58.095
2017/06/24,56.599
2017/06/25,55.494
2017/06/26,59.055
2017/06/27,55.699
2017/06/28,56.531
2017/06/29,56.008
2017/06/30,55.454
2017/07/01,54.855
2017/07/02,55.183
2017/07/03,57.239
2017/07/04,56.235
2017/07/05,55.76
2017/07/06,55.149
2017/07/07,56.526
2017/07/08,54.347
2017/07/09,53.337
2017/07/10,56.119
2017/07/11,55.645
2017/07/12,55.306
2017/07/13,54.322
2017/07/14,53.845
2017/07/15,53.123
2017/07/16,53.742
2017/07/17,53.714
2017/07/18,54.521
2017/07/19,54.481
2017/07/20,53.633
2017/07/21,52.905
2017/07/22,51.81
2017/07/23,53.779
2017/07/24,53.87
2017/07/25,53.057
2017/07/26,52.267
2017/07/27,52.356
2017/07/28,53.107
2017/07/29,51.256
2017/07/30,51.537
2017/07/31,53.053
2017/08/01,51.863
2017/08/02,52.292
2017/08/03,52.472
2017/08/04,53.181
2017/08/05,53.324
2017/08/06,53.45
2017/08/07,53.994
2017/08/08,55.234
2017/08/09,53.735
2017/08/10,55.567
2017/08/11,56.127
2017/08/12,55.437
2017/08/13,55.222
2017/08/14,57.496
2017/08/15,57.586
2017/08/16,57.597
2017/08/17,58.008
2017/08/18,58.442
2017/08/19,55.929
2017/08/20,53.545
2017/08/21,55.882
2017/08/22,54.934
2017/08/23,55.206
2017/08/24,54.464
2017/08/25,54.468
2017/08/26,52.951
2017/08/27,53.458
2017/08/28,54.549
2017/08/29,55.378
2017/08/30,55.526
2017/08/31,55.004
2017/09/01,55.182
2017/09/02,53.27
2017/09/03,52.364
2017/09/04,55.989
2017/09/05,56.037
2017/09/06,57.265
2017/09/07,55.803
2017/09/08,56.164
2017/09/09,53.841
2017/09/10,52.243
2017/09/11,53.209
2017/09/12,54.13
2017/09/13,53.082
2017/09/14,53.421
2017/09/15,54.815
2017/09/16,53.04
2017/09/17,50.973
2017/09/18,52.597
2017/09/19,52.002
2017/09/20,51.7
2017/09/21,51.513
2017/09/22,50.447
2017/09/23,50.186
2017/09/24,50.66
2017/09/25,51.239
2017/09/26,51.226
2017/09/27,51.294
2017/09/28,51.752
2017/09/29,51.686
2017/09/30,50.94
2017/10/01,50.653
2017/10/02,51.172
2017/10/03,51.676
2017/10/04,51.171
2017/10/05,51.346
2017/10/06,51.465
2017/10/07,50.753
2017/10/08,50.89
2017/10/09,51.633
2017/10/10,52.134
2017/10/11,51.999
2017/10/12,52.447
2017/10/13,52.813
2017/10/14,51.612
2017/10/15,51.531
2017/10/16,53.36
2017/10/17,55.445
2017/10/18,54.554
2017/10/19,55.047
2017/10/20,56.115
2017/10/21,54.045
2017/10/22,53.394
2017/10/23,54.061
2017/10/24,54.546
2017/10/25,53.787
2017/10/26,53.909
2017/10/27,44.636
2017/10/28,44.636
2017/10/29,44.636
2017/10/30,44.636
2017/10/31,44.636
2017/11/01,54.006
2017/11/02,54.174
2017/11/03,53.382
2017/11/04,51.849
2017/11/05,52.133
2017/11/06,53.559
2017/11/07,52.865
