Date,difficulty3ema
2016/01/01,8540692902425
2016/01/02,8344079566600
2016/01/03,8328242308866
2016/01/04,8331201244306
2016/01/05,8318531662840
2016/01/06,8370611977657
2016/01/07,8290360009738
2016/01/08,8296380218735
2016/01/09,8364590585843
2016/01/10,8350665852558
2016/01/11,8589425487134
2016/01/12,8739684389293
2016/01/13,8611677631993
2016/01/14,8673494324126
2016/01/15,8834827099777
2016/01/16,9018592210215
2016/01/17,9043309061239
2016/01/18,9248629490951
2016/01/19,9393634034129
2016/01/20,9403774923497
2016/01/21,9501136479271
2016/01/22,9699075935523
2016/01/23,9878791169118
2016/01/24,10006031465715
2016/01/25,10168073613342
2016/01/26,10389406995327
2016/01/27,10604755927883
2016/01/28,10526742769821
2016/01/29,10704943682974
2016/01/30,10790510132774
2016/01/31,10743225875589
2016/02/01,10830361293847
2016/02/02,10752255551423
2016/02/03,10804721512689
2016/02/04,10959251915726
2016/02/05,11067688565561
2016/02/06,10967249274882
2016/02/07,11008811969889
2016/02/08,11274336784510
2016/02/09,11259818785886
2016/02/10,11459574040580
2016/02/11,11726672729827
2016/02/12,11639849115622
2016/02/13,11868627433066
2016/02/14,12182751193904
2016/02/15,12528758176935
2016/02/16,12612496250205
2016/02/17,12667207534921
2016/02/18,12424658284966
2016/02/19,12538042055723
2016/02/20,12676102827833
2016/02/21,12817516486665
2016/02/22,13124510187072
2016/02/23,13454047623475
2016/02/24,13538758824848
2016/02/25,13556281650435
2016/02/26,13802841794320
2016/02/27,14183888100028
2016/02/28,14460563524557
2016/02/29,14698562071045
2016/03/01,14576007060230
2016/03/02,14782957882691
2016/03/03,15190848726015
2016/03/04,15665911778469
2016/03/05,16069503887753
2016/03/06,16705902050973
2016/03/07,16935085668304
2016/03/08,17213497843401
2016/03/09,17540136228583
2016/03/10,17773207259435
2016/03/11,18227614398501
2016/03/12,18941263752595
2016/03/13,19545417356146
2016/03/14,19805461293501
2016/03/15,18688881335538
2016/03/16,18233338545333
2016/03/17,18136053252400
2016/03/18,18218216462124
2016/03/19,18434959077870
2016/03/20,18929187144559
2016/03/21,19098844576569
2016/03/22,19333262798743
2016/03/23,19049627120726
2016/03/24,19425360019211
2016/03/25,20148475372206
2016/03/26,20781334863793
2016/03/27,21379163464023
2016/03/28,21573587844252
2016/03/29,22043661204047
