Date,fee_to_reward7stdUSD
2017/03/30,0.042
2017/03/31,0.047
2017/04/01,0.048
2017/04/02,0.04
2017/04/03,0.037
2017/04/04,0.037
2017/04/05,0.037
2017/04/06,0.039
2017/04/07,0.035
2017/04/08,0.044
2017/04/09,0.048
2017/04/10,0.044
2017/04/11,0.045
2017/04/12,0.06
2017/04/13,0.057
2017/04/14,0.054
2017/04/15,0.048
2017/04/16,0.05
2017/04/17,0.05
2017/04/18,0.055
2017/04/19,0.054
2017/04/20,0.056
2017/04/21,0.079
2017/04/22,0.074
2017/04/23,0.062
2017/04/24,0.05
2017/04/25,0.049
2017/04/26,0.048
2017/04/27,0.055
2017/04/28,0.045
2017/04/29,0.046
2017/04/30,0.034
2017/05/01,0.072
2017/05/02,0.097
2017/05/03,0.095
2017/05/04,0.096
2017/05/05,0.094
2017/05/06,0.082
2017/05/07,0.081
2017/05/08,0.075
2017/05/09,0.066
2017/05/10,0.058
2017/05/11,0.064
2017/05/12,0.054
2017/05/13,0.026
2017/05/14,0.03
2017/05/15,0.068
2017/05/16,0.091
2017/05/17,0.261
2017/05/18,0.259
2017/05/19,0.254
2017/05/20,0.224
2017/05/21,0.182
2017/05/22,0.165
2017/05/23,0.229
2017/05/24,0.298
2017/05/25,0.285
2017/05/26,0.276
2017/05/27,0.252
2017/05/28,0.222
2017/05/29,0.223
2017/05/30,0.297
2017/05/31,0.708
2017/06/01,0.701
2017/06/02,0.692
2017/06/03,0.655
2017/06/04,0.61
2017/06/05,0.565
2017/06/06,0.567
2017/06/07,0.179
2017/06/08,0.184
2017/06/09,0.132
2017/06/10,0.155
2017/06/11,0.22
2017/06/12,0.554
2017/06/13,0.55
2017/06/14,0.56
2017/06/15,0.545
2017/06/16,0.545
2017/06/17,0.526
2017/06/18,0.538
2017/06/19,0.123
2017/06/20,1.105
2017/06/21,1.785
2017/06/22,1.853
2017/06/23,1.743
2017/06/24,1.561
2017/06/25,1.355
2017/06/26,1.052
2017/06/27,1.213
2017/06/28,0.751
2017/06/29,0.569
2017/06/30,0.658
2017/07/01,0.636
2017/07/02,0.689
2017/07/03,0.607
2017/07/04,0.591
2017/07/05,0.349
2017/07/06,0.289
2017/07/07,0.289
2017/07/08,0.27
2017/07/09,0.366
2017/07/10,0.333
2017/07/11,0.318
2017/07/12,0.265
2017/07/13,0.285
2017/07/14,0.282
2017/07/15,0.267
2017/07/16,0.201
2017/07/17,0.174
2017/07/18,0.385
2017/07/19,0.382
2017/07/20,0.412
2017/07/21,0.418
2017/07/22,0.469
2017/07/23,0.468
2017/07/24,0.467
2017/07/25,0.302
2017/07/26,0.284
2017/07/27,0.276
2017/07/28,0.275
2017/07/29,0.32
2017/07/30,0.383
2017/07/31,0.374
2017/08/01,0.283
2017/08/02,0.27
2017/08/03,0.277
2017/08/04,0.266
2017/08/05,0.228
2017/08/06,0.154
2017/08/07,0.261
2017/08/08,0.365
2017/08/09,0.355
2017/08/10,0.365
2017/08/11,0.352
2017/08/12,0.308
2017/08/13,0.225
2017/08/14,0.233
2017/08/15,0.284
2017/08/16,1.139
2017/08/17,1.181
2017/08/18,1.36
2017/08/19,1.288
2017/08/20,1.308
2017/08/21,1.337
2017/08/22,1.406
2017/08/23,1.188
2017/08/24,1.127
2017/08/25,0.447
2017/08/26,0.178
2017/08/27,0.148
2017/08/28,0.226
2017/08/29,0.75
2017/08/30,0.787
2017/08/31,1.212
2017/09/01,1.192
2017/09/02,1.109
2017/09/03,1.065
2017/09/04,0.981
2017/09/05,1.065
2017/09/06,1.406
2017/09/07,1.504
2017/09/08,1.641
2017/09/09,1.546
2017/09/10,1.331
2017/09/11,1.465
2017/09/12,1.492
2017/09/13,1.297
2017/09/14,1.078
2017/09/15,0.683
2017/09/16,0.918
2017/09/17,0.975
2017/09/18,0.967
2017/09/19,1.029
2017/09/20,1.07
2017/09/21,1.182
2017/09/22,1.069
2017/09/23,0.669
2017/09/24,0.773
2017/09/25,0.792
2017/09/26,0.781
2017/09/27,0.653
2017/09/28,0.495
2017/09/29,0.388
2017/09/30,0.259
2017/10/01,0.214
2017/10/02,0.212
2017/10/03,0.208
2017/10/04,0.228
2017/10/05,0.248
2017/10/06,0.361
2017/10/07,0.43
2017/10/08,0.403
2017/10/09,0.377
2017/10/10,0.385
2017/10/11,0.446
2017/10/12,0.459
2017/10/13,0.49
2017/10/14,0.343
2017/10/15,0.298
2017/10/16,0.478
2017/10/17,0.819
2017/10/18,0.995
2017/10/19,1.075
2017/10/20,0.843
2017/10/21,0.811
2017/10/22,0.701
2017/10/23,0.547
2017/10/24,0.562
2017/10/25,0.561
2017/10/26,0.566
2017/10/27,0.374
2017/10/28,0.383
2017/10/29,0.327
2017/10/30,0.329
2017/10/31,0.246
2017/11/01,0.355
2017/11/02,0.432
2017/11/03,0.436
2017/11/04,0.475
2017/11/05,0.54
2017/11/06,0.553
2017/11/07,0.545
2017/11/08,0.496
2017/11/09,0.394
2017/11/10,0.393
2017/11/11,0.361
2017/11/12,0.253
2017/11/13,0.229
2017/11/14,0.286
2017/11/15,0.422
2017/11/16,0.428
2017/11/17,0.423
2017/11/18,0.381
2017/11/19,0.387
2017/11/20,0.399
2017/11/21,0.406
2017/11/22,0.355
2017/11/23,0.362
2017/11/24,0.36
2017/11/25,0.305
2017/11/26,0.247
2017/11/27,0.263
2017/11/28,0.344
2017/11/29,0.455
2017/11/30,0.478
2017/12/01,0.443
2017/12/02,0.31
2017/12/03,0.235
2017/12/04,1.165
2017/12/05,2.265
2017/12/06,3.404
2017/12/07,5.091
2017/12/08,5.82
2017/12/09,5.443
2017/12/10,4.179
2017/12/11,3.061
2017/12/12,2.399
2017/12/13,2.604
2017/12/14,2.425
2017/12/15,1.998
2017/12/16,1.391
2017/12/17,1.157
2017/12/18,1.361
2017/12/19,1.292
2017/12/20,1.539
2017/12/21,1.669
2017/12/22,1.741
2017/12/23,1.907
2017/12/24,2.116
2017/12/25,2.758
2017/12/26,3.206
2017/12/27,3.044
2017/12/28,2.354
2017/12/29,1.243
2017/12/30,0.892
2017/12/31,0.744
2018/01/01,0.735
2018/01/02,0.782
2018/01/03,1.094
2018/01/04,1.581
2018/01/05,4.843
2018/01/06,6.748
2018/01/07,6.774
2018/01/08,6.124
2018/01/09,5.295
2018/01/10,4.183
2018/01/11,1.59
2018/01/12,2.452
2018/01/13,2.471
2018/01/14,2.875
2018/01/15,3.013
2018/01/16,2.986
2018/01/17,1.791
2018/01/18,0.604
2018/01/19,0.998
2018/01/20,1.223
2018/01/21,2.091
2018/01/22,2.583
2018/01/23,2.473
2018/01/24,2.379
2018/01/25,1.952
2018/01/26,1.73
2018/01/27,1.517
2018/01/28,1.527
2018/01/29,1.572
2018/01/30,1.259
2018/01/31,1.041
2018/02/01,1.711
2018/02/02,1.686
2018/02/03,1.598
2018/02/04,1.658
2018/02/05,1.722
2018/02/06,1.755
2018/02/07,1.833
2018/02/08,1.198
2018/02/09,0.791
2018/02/10,0.777
2018/02/11,0.87
2018/02/12,0.873
2018/02/13,0.618
2018/02/14,0.353
2018/02/15,0.366
2018/02/16,0.373
2018/02/17,0.176
2018/02/18,0.439
2018/02/19,0.435
2018/02/20,0.488
2018/02/21,0.498
2018/02/22,0.516
2018/02/23,0.498
2018/02/24,0.531
2018/02/25,0.524
2018/02/26,0.602
2018/02/27,0.472
2018/02/28,0.52
2018/03/01,0.533
2018/03/02,0.62
2018/03/03,0.694
2018/03/04,0.709
2018/03/05,0.689
2018/03/06,0.734
2018/03/07,0.548
2018/03/08,0.556
2018/03/09,0.345
2018/03/10,0.565
2018/03/11,0.759
2018/03/12,0.678
2018/03/13,0.732
2018/03/14,0.579
2018/03/15,0.48
2018/03/16,0.41
2018/03/17,0.51
2018/03/18,0.506
2018/03/19,0.273
2018/03/20,0.267
2018/03/21,0.329
2018/03/22,0.358
2018/03/23,0.422
2018/03/24,0.305
2018/03/25,0.356
2018/03/26,0.35
2018/03/27,0.361
2018/03/28,0.33
2018/03/29,0.305
2018/03/30,0.168
2018/03/31,0.309
2018/04/01,0.437
2018/04/02,0.4
2018/04/03,0.384
2018/04/04,0.369
2018/04/05,0.611
2018/04/06,0.605
2018/04/07,0.644
2018/04/08,0.617
2018/04/09,0.617
2018/04/10,0.623
2018/04/11,0.613
2018/04/12,0.353
2018/04/13,0.518
2018/04/14,0.436
2018/04/15,0.425
2018/04/16,0.414
2018/04/17,0.377
2018/04/18,0.428
2018/04/19,0.484
2018/04/20,0.503
2018/04/21,0.476
2018/04/22,0.387
2018/04/23,0.336
2018/04/24,0.392
2018/04/25,0.41
2018/04/26,0.421
2018/04/27,0.463
2018/04/28,0.38
2018/04/29,0.359
2018/04/30,0.345
2018/05/01,0.375
2018/05/02,0.367
2018/05/03,0.403
2018/05/04,0.412
2018/05/05,0.473
2018/05/06,0.581
2018/05/07,0.515
2018/05/08,0.511
2018/05/09,0.533
2018/05/10,0.931
2018/05/11,1.126
2018/05/12,1.077
2018/05/13,0.933
2018/05/14,0.879
2018/05/15,0.794
2018/05/16,0.752
2018/05/17,0.807
2018/05/18,0.827
2018/05/19,0.624
2018/05/20,0.465
2018/05/21,0.463
2018/05/22,0.509
2018/05/23,0.536
2018/05/24,0.49
2018/05/25,0.479
2018/05/26,0.554
2018/05/27,0.645
2018/05/28,0.807
2018/05/29,0.858
2018/05/30,0.959
2018/05/31,1.365
2018/06/01,1.354
2018/06/02,1.351
2018/06/03,1.287
2018/06/04,1.298
2018/06/05,1.36
2018/06/06,1.324
2018/06/07,0.856
2018/06/08,0.665
2018/06/09,0.923
2018/06/10,1.068
2018/06/11,1.03
2018/06/12,1.02
2018/06/13,0.531
2018/06/14,0.336
2018/06/15,0.476
2018/06/16,0.551
2018/06/17,0.755
2018/06/18,0.849
2018/06/19,0.851
2018/06/20,0.837
2018/06/21,0.777
2018/06/22,0.848
2018/06/23,0.874
2018/06/24,0.795
2018/06/25,0.739
2018/06/26,0.768
2018/06/27,0.789
2018/06/28,0.814
2018/06/29,0.424
2018/06/30,3.787
2018/07/01,7.409
2018/07/02,12.426
2018/07/03,12.965
2018/07/04,11.916
2018/07/05,9.997
2018/07/06,6.713
2018/07/07,5.279
2018/07/08,7.385
2018/07/09,6.841
2018/07/10,7.227
2018/07/11,7.523
2018/07/12,7.234
2018/07/13,5.254
2018/07/14,5.111
2018/07/15,7.024
2018/07/16,7.53
2018/07/17,7.842
2018/07/18,8.209
2018/07/19,8.751
2018/07/20,8.971
2018/07/21,7.345
2018/07/22,0.692
2018/07/23,0.657
2018/07/24,0.66
2018/07/25,0.683
2018/07/26,0.727
2018/07/27,0.732
2018/07/28,0.565
2018/07/29,0.672
2018/07/30,0.489
2018/07/31,0.407
2018/08/01,0.357
2018/08/02,0.345
2018/08/03,0.343
2018/08/04,0.147
2018/08/05,0.253
2018/08/06,0.39
2018/08/07,2.832
2018/08/08,7.033
2018/08/09,8.078
2018/08/10,7.695
2018/08/11,7.482
2018/08/12,7.34
2018/08/13,7.248
2018/08/14,7.547
2018/08/15,5.703
2018/08/16,2.939
2018/08/17,3.556
2018/08/18,3.604
2018/08/19,3.594
2018/08/20,3.659
2018/08/21,3.749
2018/08/22,3.75
2018/08/23,3.758
2018/08/24,1.215
2018/08/25,1.298
2018/08/26,1.24
2018/08/27,1.264
2018/08/28,1.261
2018/08/29,1.111
2018/08/30,1.115
2018/08/31,0.454
2018/09/01,0.4
2018/09/02,0.376
2018/09/03,0.372
2018/09/04,0.41
2018/09/05,0.391
2018/09/06,0.5
2018/09/07,0.565
2018/09/08,0.536
2018/09/09,0.435
2018/09/10,0.376
2018/09/11,0.441
2018/09/12,0.348
2018/09/13,0.372
2018/09/14,0.441
2018/09/15,0.481
2018/09/16,0.557
2018/09/17,0.558
2018/09/18,0.502
2018/09/19,0.895
2018/09/20,0.883
2018/09/21,0.972
2018/09/22,0.926
2018/09/23,0.913
2018/09/24,0.887
2018/09/25,0.859
2018/09/26,0.651
2018/09/27,0.691
2018/09/28,0.708
2018/09/29,0.728
2018/09/30,0.426
2018/10/01,0.442
2018/10/02,0.417
2018/10/03,0.6
2018/10/04,0.736
2018/10/05,0.788
2018/10/06,1.002
2018/10/07,1.124
2018/10/08,0.957
2018/10/09,0.547
2018/10/10,0.55
2018/10/11,0.582
2018/10/12,0.596
2018/10/13,0.519
2018/10/14,0.572
2018/10/15,0.564
2018/10/16,0.582
2018/10/17,0.544
2018/10/18,0.445
2018/10/19,0.378
2018/10/20,0.359
2018/10/21,0.258
2018/10/22,0.245
2018/10/23,0.244
2018/10/24,0.383
2018/10/25,0.583
2018/10/26,0.612
2018/10/27,0.626
2018/10/28,0.627
2018/10/29,0.622
2018/10/30,0.614
2018/10/31,0.596
2018/11/01,0.41
2018/11/02,0.361
2018/11/03,0.331
2018/11/04,0.275
2018/11/05,0.406
2018/11/06,0.5
2018/11/07,0.507
2018/11/08,0.532
2018/11/09,0.544
2018/11/10,0.696
2018/11/11,0.831
2018/11/12,0.787
2018/11/13,0.748
2018/11/14,0.919
2018/11/15,1.121
2018/11/16,1.153
2018/11/17,0.999
2018/11/18,0.675
2018/11/19,0.742
2018/11/20,0.791
2018/11/21,0.793
2018/11/22,0.741
2018/11/23,0.74
2018/11/24,0.663
2018/11/25,0.588
2018/11/26,0.49
2018/11/27,0.223
2018/11/28,0.489
2018/11/29,0.78
2018/11/30,1.295
2018/12/01,1.173
2018/12/02,1.173
2018/12/03,1.108
2018/12/04,0.97
2018/12/05,0.968
2018/12/06,1.038
2018/12/07,0.52
2018/12/08,0.857
2018/12/09,1.061
2018/12/10,1.044
2018/12/11,0.946
2018/12/12,0.567
2018/12/13,0.43
2018/12/14,0.229
2018/12/15,0.27
2018/12/16,0.344
2018/12/17,0.352
2018/12/18,0.442
2018/12/19,0.511
2018/12/20,0.557
2018/12/21,0.573
2018/12/22,0.562
2018/12/23,0.43
2018/12/24,0.432
2018/12/25,0.431
2018/12/26,0.414
2018/12/27,0.416
2018/12/28,0.382
2018/12/29,0.396
2018/12/30,0.721
2018/12/31,0.749
2019/01/01,0.779
2019/01/02,0.783
2019/01/03,0.78
2019/01/04,0.781
2019/01/05,0.756
2019/01/06,0.288
2019/01/07,0.289
2019/01/08,0.235
2019/01/09,0.262
2019/01/10,0.298
2019/01/11,0.274
2019/01/12,0.339
2019/01/13,0.377
2019/01/14,0.817
2019/01/15,0.862
2019/01/16,0.843
2019/01/17,0.848
2019/01/18,0.844
2019/01/19,0.725
2019/01/20,0.631
2019/01/21,0.358
2019/01/22,0.499
2019/01/23,0.504
2019/01/24,0.487
2019/01/25,0.49
2019/01/26,0.53
2019/01/27,0.537
2019/01/28,0.582
2019/01/29,0.461
2019/01/30,0.473
2019/01/31,0.549
2019/02/01,0.565
2019/02/02,0.516
2019/02/03,0.534
2019/02/04,0.563
2019/02/05,0.596
2019/02/06,0.57
2019/02/07,0.392
2019/02/08,0.261
2019/02/09,0.265
2019/02/10,0.256
2019/02/11,0.399
2019/02/12,0.406
2019/02/13,0.535
2019/02/14,0.533
2019/02/15,0.714
2019/02/16,0.579
2019/02/17,0.423
2019/02/18,0.722
2019/02/19,0.767
2019/02/20,0.772
2019/02/21,0.67
2019/02/22,0.664
2019/02/23,0.621
2019/02/24,0.488
2019/02/25,0.574
2019/02/26,0.637
2019/02/27,0.639
2019/02/28,0.735
2019/03/01,0.788
2019/03/02,0.893
2019/03/03,1.134
2019/03/04,1.055
2019/03/05,0.934
2019/03/06,0.881
2019/03/07,0.46
2019/03/08,0.451
2019/03/09,0.44
2019/03/10,0.533
2019/03/11,0.524
2019/03/12,0.48
2019/03/13,0.432
2019/03/14,0.384
2019/03/15,0.253
2019/03/16,0.381
2019/03/17,0.45
2019/03/18,0.615
2019/03/19,0.767
2019/03/20,0.794
2019/03/21,1.199
2019/03/22,1.216
2019/03/23,1.052
2019/03/24,0.858
2019/03/25,0.862
2019/03/26,0.873
2019/03/27,0.884
2019/03/28,0.673
2019/03/29,0.728
2019/03/30,0.636
2019/03/31,0.522
2019/04/01,0.558
2019/04/02,0.781
2019/04/03,1.212
2019/04/04,1.18
2019/04/05,1.27
2019/04/06,1.357
2019/04/07,1.421
2019/04/08,1.423
2019/04/09,1.346
2019/04/10,1.295
2019/04/11,5.328
2019/04/12,6.252
2019/04/13,6.044
2019/04/14,5.472
2019/04/15,4.88
2019/04/16,3.737
2019/04/17,2.705
2019/04/18,3.074
2019/04/19,3.602
2019/04/20,5.782
2019/04/21,6.983
2019/04/22,7.615
2019/04/23,7.451
2019/04/24,6.367
2019/04/25,2.687
2019/04/26,0.505
2019/04/27,0.599
2019/04/28,0.662
2019/04/29,0.667
2019/04/30,0.611
2019/05/01,0.57
2019/05/02,0.681
2019/05/03,0.616
2019/05/04,0.524
2019/05/05,0.438
2019/05/06,0.469
2019/05/07,0.712
2019/05/08,0.687
2019/05/09,0.682
2019/05/10,0.715
2019/05/11,0.594
2019/05/12,0.481
2019/05/13,0.532
2019/05/14,0.723
2019/05/15,1.302
2019/05/16,2.359
2019/05/17,2.455
2019/05/18,2.195
2019/05/19,1.928
2019/05/20,1.745
2019/05/21,1.848
2019/05/22,1.842
2019/05/23,1.094
2019/05/24,0.731
2019/05/25,0.888
2019/05/26,1.207
2019/05/27,1.27
2019/05/28,1.275
2019/05/29,1.242
2019/05/30,1.453
2019/05/31,1.466
2019/06/01,1.311
2019/06/02,1.024
2019/06/03,1.055
2019/06/04,1.069
2019/06/05,1.072
2019/06/06,0.786
2019/06/07,0.698
2019/06/08,1.182
2019/06/09,1.366
2019/06/10,1.73
2019/06/11,1.746
2019/06/12,1.905
2019/06/13,2.016
2019/06/14,1.988
2019/06/15,1.825
2019/06/16,1.755
2019/06/17,1.662
2019/06/18,1.613
2019/06/19,1.516
2019/06/20,1.669
2019/06/21,1.826
2019/06/22,1.952
