Date,sentinusd14wmaUSD
2017/10/06,3043549563
2017/10/07,2982729094
2017/10/08,2963910778
2017/10/09,2999628256
2017/10/10,3055157389
2017/10/11,3056380867
2017/10/12,3103420360
2017/10/13,3307785538
2017/10/14,3343710766
2017/10/15,3316848512
2017/10/16,3201847793
2017/10/17,3227467409
2017/10/18,3393962058
2017/10/19,3477418451
2017/10/20,3504933930
2017/10/21,3476067594
2017/10/22,3390572817
2017/10/23,3425999820
2017/10/24,3476801717
2017/10/25,3416294473
2017/10/26,3339191877
2017/10/27,2881363050
2017/10/28,2466679376
2017/10/29,2084563310
2017/10/30,1731547180
2017/10/31,1402498444
2017/11/01,1662467060
2017/11/02,1966659840
2017/11/03,2163950183
2017/11/04,2200864909
2017/11/05,2221166417
2017/11/06,2313303834
2017/11/07,2344120012
2017/11/08,2528330385
2017/11/09,3036477895
2017/11/10,3294541655
2017/11/11,3465157035
2017/11/12,3795052074
2017/11/13,3836372783
2017/11/14,3850152010
2017/11/15,4097219922
2017/11/16,4257305896
2017/11/17,4424618883
2017/11/18,4464317528
2017/11/19,4517399117
2017/11/20,4759209367
2017/11/21,4959783489
2017/11/22,5142423217
2017/11/23,5342669601
2017/11/24,5470814297
2017/11/25,5797969518
2017/11/26,6040014072
2017/11/27,6559716162
2017/11/28,7293129963
2017/11/29,8165103633
2017/11/30,8727601610
2017/12/01,8996054441
2017/12/02,9349434487
2017/12/03,9581824362
2017/12/04,9712170750
2017/12/05,9141998018
2017/12/06,8814433001
2017/12/07,8270040175
2017/12/08,7666224847
2017/12/09,6957190834
2017/12/10,6250242001
2017/12/11,5611476528
2017/12/12,5597393731
2017/12/13,5594412641
2017/12/14,5854084120
2017/12/15,5890108706
2017/12/16,5817476295
2017/12/17,5792639601
2017/12/18,5886138386
2017/12/19,6397047492
2017/12/20,7010865527
2017/12/21,7629159884
2017/12/22,8067808984
2017/12/23,8069940473
2017/12/24,7766678133
2017/12/25,7386476406
2017/12/26,7273689639
2017/12/27,7303043429
2017/12/28,7504356501
2017/12/29,7956702682
2017/12/30,8457417874
2017/12/31,8240437714
2018/01/01,7971754706
2018/01/02,8464976935
2018/01/03,9001636411
2018/01/04,10431720824
2018/01/05,11635154059
2018/01/06,12385312380
2018/01/07,12779845911
2018/01/08,13652724362
2018/01/09,14689067158
2018/01/10,16045592071
2018/01/11,16773926329
2018/01/12,16885749558
2018/01/13,16620406233
2018/01/14,19087704769
2018/01/15,18902432089
2018/01/16,18857316357
2018/01/17,18488258473
2018/01/18,17974186666
2018/01/19,16863525520
2018/01/20,15725637827
2018/01/21,14559958654
2018/01/22,13589705996
2018/01/23,12603512930
2018/01/24,11758948255
2018/01/25,10469217631
2018/01/26,10129625115
2018/01/27,9370443098
2018/01/28,8902677437
2018/01/29,8776308193
2018/01/30,8735071049
2018/01/31,8680853034
2018/02/01,8708798554
2018/02/02,8938350204
2018/02/03,8575865909
2018/02/04,8059859584
2018/02/05,7708241571
2018/02/06,7451725909
2018/02/07,7160280140
2018/02/08,6546048373
2018/02/09,6120630040
2018/02/10,5853734744
2018/02/11,5373158279
2018/02/12,5036759125
2018/02/13,4947917939
2018/02/14,4748740935
2018/02/15,4701264805
2018/02/16,4551088889
2018/02/17,4458111697
2018/02/18,4367643313
2018/02/19,4238289485
2018/02/20,4207456134
2018/02/21,4141243415
2018/02/22,4215999638
2018/02/23,4002000433
2018/02/24,3774769827
2018/02/25,3455432672
2018/02/26,3224952622
2018/02/27,2910888314
2018/02/28,2636206792
2018/03/01,2404413858
2018/03/02,2190046604
2018/03/03,1941757483
2018/03/04,1726575223
2018/03/05,1599093487
2018/03/06,1528431111
2018/03/07,1472189521
2018/03/08,1394939715
2018/03/09,1351796675
2018/03/10,1266176374
2018/03/11,1187713578
2018/03/12,1157785436
2018/03/13,1248140048
2018/03/14,1250618380
2018/03/15,1234852219
2018/03/16,1184033129
2018/03/17,1121668522
2018/03/18,1158694236
2018/03/19,1164125429
2018/03/20,1141683350
2018/03/21,1121252404
2018/03/22,1084061549
2018/03/23,1078583137
2018/03/24,1019585133
2018/03/25,945494340
2018/03/26,934857995
2018/03/27,948590564
2018/03/28,964051433
2018/03/29,975249104
2018/03/30,964035764
2018/03/31,913483616
2018/04/01,848168235
2018/04/02,801477641
2018/04/03,777112631
2018/04/04,748570208
2018/04/05,707246843
2018/04/06,669334481
2018/04/07,616599375
2018/04/08,587391040
2018/04/09,576604745
2018/04/10,553170838
2018/04/11,550912444
2018/04/12,606262331
2018/04/13,675697452
2018/04/14,658059512
2018/04/15,657971268
2018/04/16,670930212
2018/04/17,685794972
2018/04/18,721237952
2018/04/19,765397593
2018/04/20,843031597
2018/04/21,880477763
2018/04/22,879029078
2018/04/23,1033877495
2018/04/24,1162126895
2018/04/25,1244131876
2018/04/26,1270538771
2018/04/27,1310585048
2018/04/28,1323281784
2018/04/29,1318509119
2018/04/30,1340479783
2018/05/01,1338183499
2018/05/02,1407607358
2018/05/03,1507446511
2018/05/04,1585841253
2018/05/05,1574458400
2018/05/06,1533398471
2018/05/07,1619871068
2018/05/08,1622489121
2018/05/09,1636826058
2018/05/10,1646769932
2018/05/11,1642302665
2018/05/12,1575352963
2018/05/13,1477284912
2018/05/14,1478946445
2018/05/15,1461239015
2018/05/16,1407910318
2018/05/17,1363324938
2018/05/18,1318466231
2018/05/19,1244698458
2018/05/20,1183753956
2018/05/21,1161637515
2018/05/22,1193972141
2018/05/23,1250586737
2018/05/24,1248241737
2018/05/25,1227732331
2018/05/26,1173043437
2018/05/27,1166917967
2018/05/28,1203102443
2018/05/29,1205614581
2018/05/30,1211013777
2018/05/31,1226366938
2018/06/01,1257659650
2018/06/02,1197678183
2018/06/03,1127777501
2018/06/04,1131674943
2018/06/05,1136338983
2018/06/06,1160228724
2018/06/07,1180615728
2018/06/08,1212547778
2018/06/09,1151088806
2018/06/10,1128129397
2018/06/11,1125760838
2018/06/12,1180150721
2018/06/13,1287547217
2018/06/14,1392518401
2018/06/15,1462852638
2018/06/16,1396410117
2018/06/17,1301956853
2018/06/18,1235830907
2018/06/19,1203594015
2018/06/20,1183233719
2018/06/21,1151564928
2018/06/22,1147721496
2018/06/23,1069608380
2018/06/24,1031528843
2018/06/25,1021861218
2018/06/26,982048354
2018/06/27,944169038
2018/06/28,909634255
2018/06/29,902820491
2018/06/30,858333602
2018/07/01,802194918
2018/07/02,774140954
2018/07/03,773730955
2018/07/04,757992867
2018/07/05,752670983
2018/07/06,745387830
2018/07/07,712525889
2018/07/08,693059856
2018/07/09,706064853
2018/07/10,723816266
2018/07/11,710535125
2018/07/12,691555692
2018/07/13,671506524
2018/07/14,636208696
2018/07/15,595504683
2018/07/16,615942128
2018/07/17,642691505
2018/07/18,689581014
2018/07/19,703608355
2018/07/20,720843427
2018/07/21,696065351
2018/07/22,668853571
2018/07/23,679120252
2018/07/24,697894763
2018/07/25,705859911
2018/07/26,695070978
2018/07/27,689496220
2018/07/28,648508882
2018/07/29,605936386
2018/07/30,611073092
2018/07/31,688591551
2018/08/01,680454458
2018/08/02,679643706
2018/08/03,663431642
2018/08/04,630039273
2018/08/05,593446846
2018/08/06,576333135
2018/08/07,568986436
2018/08/08,590718637
2018/08/09,588503790
2018/08/10,596003217
2018/08/11,586966477
2018/08/12,549359258
2018/08/13,571413849
2018/08/14,600801378
2018/08/15,612901594
2018/08/16,594924147
2018/08/17,594172388
2018/08/18,563496849
2018/08/19,519606445
2018/08/20,502382733
2018/08/21,483808124
2018/08/22,477331558
2018/08/23,461675165
2018/08/24,447087776
2018/08/25,422346657
2018/08/26,395364426
2018/08/27,392674303
2018/08/28,389349778
2018/08/29,395096527
2018/08/30,395737217
2018/08/31,399313140
2018/09/01,393107693
2018/09/02,377568426
2018/09/03,395094899
2018/09/04,454633403
2018/09/05,485196320
2018/09/06,518425208
2018/09/07,533535692
2018/09/08,530483001
2018/09/09,523520897
2018/09/10,522214205
2018/09/11,519237734
2018/09/12,541235080
2018/09/13,534058625
2018/09/14,525394641
2018/09/15,497697792
2018/09/16,463681161
2018/09/17,449523216
2018/09/18,430459635
2018/09/19,409868082
2018/09/20,402295117
2018/09/21,433656059
2018/09/22,425178682
2018/09/23,411984349
2018/09/24,414247713
2018/09/25,411114515
2018/09/26,407764241
2018/09/27,402688717
2018/09/28,400905225
2018/09/29,391979177
2018/09/30,381774252
2018/10/01,367696454
2018/10/02,349728607
2018/10/03,346427139
2018/10/04,343573216
2018/10/05,337512702
2018/10/06,323214112
2018/10/07,306729156
2018/10/08,311604817
2018/10/09,311126976
2018/10/10,312845494
2018/10/11,353763175
2018/10/12,361658846
2018/10/13,348288563
2018/10/14,334994983
2018/10/15,385087279
2018/10/16,400827367
2018/10/17,405380838
2018/10/18,420435676
2018/10/19,414649522
2018/10/20,402731288
2018/10/21,405273282
2018/10/22,395291137
2018/10/23,388501620
2018/10/24,379795713
2018/10/25,386051289
2018/10/26,381023478
2018/10/27,356621619
2018/10/28,333184295
2018/10/29,335451710
2018/10/30,331229361
2018/10/31,330483759
2018/11/01,327384181
2018/11/02,333417217
2018/11/03,317900957
2018/11/04,315434750
2018/11/05,338098513
2018/11/06,346532389
2018/11/07,363841089
2018/11/08,367073652
2018/11/09,368172982
2018/11/10,353981643
2018/11/11,339639154
2018/11/12,346131064
2018/11/13,347584457
2018/11/14,379856771
2018/11/15,406470065
2018/11/16,408610614
2018/11/17,389808765
2018/11/18,383055374
2018/11/19,434638023
2018/11/20,485417311
2018/11/21,495736695
2018/11/22,484024423
2018/11/23,475656727
2018/11/24,454135472
2018/11/25,453361893
2018/11/26,443872427
2018/11/27,423510033
2018/11/28,415739591
2018/11/29,414742420
2018/11/30,624962144
2018/12/01,793039172
2018/12/02,727655552
2018/12/03,675711766
2018/12/04,628259252
2018/12/05,593721330
2018/12/06,570658996
2018/12/07,553833729
2018/12/08,512123138
2018/12/09,467418927
2018/12/10,426032228
2018/12/11,385973741
2018/12/12,344056141
2018/12/13,311430930
2018/12/14,275560614
2018/12/15,246123042
2018/12/16,232502071
2018/12/17,240004332
2018/12/18,246458659
2018/12/19,271710898
2018/12/20,299335464
2018/12/21,330480362
2018/12/22,323575834
2018/12/23,336765764
2018/12/24,374121642
2018/12/25,372917996
2018/12/26,366662459
2018/12/27,369279520
2018/12/28,373487389
2018/12/29,396908856
2018/12/30,376641196
2018/12/31,364082903
2019/01/01,343691351
2019/01/02,348462915
2019/01/03,349684333
2019/01/04,379111840
2019/01/05,418499034
2019/01/06,415211688
2019/01/07,416294101
2019/01/08,411978479
2019/01/09,404623979
2019/01/10,409835750
2019/01/11,422715707
2019/01/12,393506237
2019/01/13,371342551
2019/01/14,376624210
2019/01/15,364841603
2019/01/16,355159260
2019/01/17,338025485
2019/01/18,315620247
2019/01/19,292103333
2019/01/20,276979564
2019/01/21,264326920
2019/01/22,253661128
2019/01/23,246617210
2019/01/24,246316986
2019/01/25,241037674
2019/01/26,227807966
2019/01/27,223501915
2019/01/28,236827173
2019/01/29,236657101
2019/01/30,238981148
2019/01/31,241981935
2019/02/01,238924265
2019/02/02,225593524
2019/02/03,214010095
2019/02/04,199026548
2019/02/05,184446676
2019/02/06,181105722
2019/02/07,174200476
2019/02/08,179935446
2019/02/09,172331184
2019/02/10,169392110
2019/02/11,174798452
2019/02/12,175228254
2019/02/13,180907063
2019/02/14,184551803
2019/02/15,187334102
2019/02/16,182138490
2019/02/17,188764939
2019/02/18,221791030
2019/02/19,249577479
2019/02/20,263394528
2019/02/21,274212558
2019/02/22,283270378
2019/02/23,280926431
2019/02/24,306067132
2019/02/25,338330171
2019/02/26,333336001
2019/02/27,346544797
2019/02/28,347819167
2019/03/01,338730493
2019/03/02,321768342
2019/03/03,307811668
2019/03/04,306195727
2019/03/05,303969881
2019/03/06,302227458
2019/03/07,299456140
2019/03/08,301625838
2019/03/09,293021922
2019/03/10,282082460
2019/03/11,286066334
2019/03/12,289781947
2019/03/13,287372148
2019/03/14,289967792
2019/03/15,291892032
2019/03/16,290305368
2019/03/17,284221214
2019/03/18,293464425
2019/03/19,289396202
2019/03/20,304034874
2019/03/21,310196652
2019/03/22,307844201
2019/03/23,314990589
2019/03/24,306774007
2019/03/25,317833720
2019/03/26,322100148
2019/03/27,322812879
2019/03/28,323917103
2019/03/29,330279148
2019/03/30,335572114
2019/03/31,332788550
2019/04/01,334958542
2019/04/02,374865979
2019/04/03,421551326
2019/04/04,433247155
2019/04/05,440136235
2019/04/06,428155606
2019/04/07,429489289
2019/04/08,466242866
2019/04/09,488153007
2019/04/10,496680915
2019/04/11,501070137
2019/04/12,493055582
2019/04/13,463465569
2019/04/14,438747886
2019/04/15,432663814
2019/04/16,418021024
2019/04/17,407132211
2019/04/18,410484863
2019/04/19,406539702
2019/04/20,393364770
2019/04/21,382020900
2019/04/22,380567707
2019/04/23,390492179
2019/04/24,415024198
2019/04/25,430604795
2019/04/26,470856414
2019/04/27,454871124
2019/04/28,447364750
2019/04/29,453924921
2019/04/30,458690228
2019/05/01,455934931
2019/05/02,441534507
2019/05/03,439180945
2019/05/04,423992247
2019/05/05,406045891
2019/05/06,414547646
2019/05/07,435223846
2019/05/08,445835900
2019/05/09,450335964
2019/05/10,456721999
2019/05/11,511368127
2019/05/12,522173890
2019/05/13,560302431
2019/05/14,590547840
2019/05/15,657127595
2019/05/16,827351019
2019/05/17,884395113
2019/05/18,860821022
2019/05/19,843173996
2019/05/20,847012223
