Date,sentinusd14wmaUSD
2016/01/01,225295
2016/01/02,231722
2016/01/03,252839
2016/01/04,243790
2016/01/05,350105
2016/01/06,348109
2016/01/07,357316
2016/01/08,343727
2016/01/09,332784
2016/01/10,311401
2016/01/11,339785
2016/01/12,451065
2016/01/13,462030
2016/01/14,457078
2016/01/15,557944
2016/01/16,588899
2016/01/17,582058
2016/01/18,942636
2016/01/19,1071622
2016/01/20,1084190
2016/01/21,1074279
2016/01/22,1145891
2016/01/23,1285593
2016/01/24,1691466
2016/01/25,2166907
2016/01/26,2442266
2016/01/27,2585021
2016/01/28,2620931
2016/01/29,2621347
2016/01/30,2656390
2016/01/31,2690178
2016/02/01,2532654
2016/02/02,2400047
2016/02/03,2286577
2016/02/04,2077829
2016/02/05,1950882
2016/02/06,1707559
2016/02/07,1721146
2016/02/08,2039147
2016/02/09,2480007
2016/02/10,3301319
2016/02/11,4126082
2016/02/12,5361772
2016/02/13,5703225
2016/02/14,5747691
2016/02/15,5707946
2016/02/16,5951837
2016/02/17,5717419
2016/02/18,5662111
2016/02/19,5261643
2016/02/20,5263285
2016/02/21,4796167
2016/02/22,4601738
2016/02/23,5034286
2016/02/24,5883989
2016/02/25,5846856
2016/02/26,8269830
2016/02/27,9182071
2016/02/28,8894208
2016/02/29,8540726
2016/03/01,8745806
2016/03/02,11584463
2016/03/03,12935907
2016/03/04,13424260
2016/03/05,16188728
2016/03/06,16835653
2016/03/07,16979633
2016/03/08,17728483
2016/03/09,17201651
2016/03/10,16422496
2016/03/11,15665432
2016/03/12,16274248
2016/03/13,17983226
2016/03/14,18611639
2016/03/15,18340473
2016/03/16,17767588
2016/03/17,18058896
2016/03/18,18850519
2016/03/19,17456272
2016/03/20,15927882
2016/03/21,15062814
2016/03/22,14005887
2016/03/23,12914486
2016/03/24,12415509
2016/03/25,11255367
2016/03/26,9822661
2016/03/27,9732840
2016/03/28,9306427
2016/03/29,9813367
2016/03/30,10491394
2016/03/31,10415126
2016/04/01,9615710
2016/04/02,8985261
2016/04/03,8153630
2016/04/04,7677961
2016/04/05,7572570
2016/04/06,7319324
2016/04/07,7242360
2016/04/08,6919203
2016/04/09,7551520
2016/04/10,7781415
2016/04/11,7381615
2016/04/12,7455366
2016/04/13,7627069
2016/04/14,7740109
2016/04/15,7480941
2016/04/16,7039014
2016/04/17,7142270
2016/04/18,6951505
2016/04/19,6473556
2016/04/20,6310813
2016/04/21,5913985
2016/04/22,5820405
2016/04/23,5999450
2016/04/24,5547875
2016/04/25,5495535
2016/04/26,5834756
2016/04/27,5832051
2016/04/28,5835195
2016/04/29,5693150
2016/04/30,7932093
2016/05/01,9060493
2016/05/02,10514382
2016/05/03,11209411
2016/05/04,11398792
2016/05/05,11551206
2016/05/06,12877014
2016/05/07,13319094
2016/05/08,13575880
2016/05/09,14524752
2016/05/10,15364545
2016/05/11,17472299
2016/05/12,19823415
2016/05/13,28957841
2016/05/14,33901527
2016/05/15,32467288
2016/05/16,31101121
2016/05/17,29741293
2016/05/18,29444635
2016/05/19,30814393
2016/05/20,31315737
2016/05/21,29183583
2016/05/22,26504575
2016/05/23,24949238
2016/05/24,24117692
2016/05/25,23034000
2016/05/26,21316369
2016/05/27,21579184
2016/05/28,21781051
2016/05/29,20588708
2016/05/30,19488960
2016/05/31,18544325
2016/06/01,17270954
2016/06/02,15580327
2016/06/03,14395588
2016/06/04,13144591
2016/06/05,11950071
2016/06/06,10839449
2016/06/07,10819991
2016/06/08,13163636
2016/06/09,12147750
2016/06/10,12011801
2016/06/11,11330446
2016/06/12,12001316
2016/06/13,13093980
2016/06/14,14932775
2016/06/15,15473312
2016/06/16,17561579
2016/06/17,25311413
2016/06/18,31556688
2016/06/19,31352635
2016/06/20,32136548
2016/06/21,31457279
2016/06/22,31761083
2016/06/23,31260232
2016/06/24,29596831
2016/06/25,28205570
2016/06/26,25494273
2016/06/27,22904684
2016/06/28,21930358
2016/06/29,20339272
2016/06/30,18148180
2016/07/01,16079172
2016/07/02,13954508
2016/07/03,12480146
2016/07/04,12145604
2016/07/05,15193482
2016/07/06,14563320
2016/07/07,13928820
2016/07/08,13059381
2016/07/09,12174310
2016/07/10,11494314
2016/07/11,11001546
2016/07/12,10592879
2016/07/13,10388697
2016/07/14,10297565
2016/07/15,15033658
2016/07/16,14459043
2016/07/17,13772881
2016/07/18,16233932
2016/07/19,28843750
2016/07/20,48751696
2016/07/21,47422538
2016/07/22,48531561
2016/07/23,48916659
2016/07/24,66798358
2016/07/25,77686183
2016/07/26,105565593
2016/07/27,116423148
2016/07/28,117826720
2016/07/29,114469825
2016/07/30,108228968
2016/07/31,101147073
2016/08/01,96255507
2016/08/02,96481705
2016/08/03,94153058
2016/08/04,86704111
2016/08/05,79944611
2016/08/06,69607467
2016/08/07,59913758
2016/08/08,51689662
2016/08/09,46309814
2016/08/10,46018094
2016/08/11,44988002
2016/08/12,41911341
2016/08/13,38712644
2016/08/14,35099254
2016/08/15,31403282
2016/08/16,27408615
2016/08/17,25498521
2016/08/18,23338175
2016/08/19,21181545
2016/08/20,20178750
2016/08/21,22155815
2016/08/22,22062258
2016/08/23,25229837
2016/08/24,23137115
2016/08/25,21401697
2016/08/26,21580262
2016/08/27,20296796
2016/08/28,18912118
2016/08/29,18137001
2016/08/30,16918204
2016/08/31,16088312
2016/09/01,16887390
2016/09/02,17187680
2016/09/03,16553854
2016/09/04,16265322
2016/09/05,15146736
2016/09/06,14399771
2016/09/07,13888421
2016/09/08,14338837
2016/09/09,13476154
2016/09/10,12720065
2016/09/11,12290106
2016/09/12,11972588
2016/09/13,11746255
2016/09/14,11168681
2016/09/15,10413061
2016/09/16,12523414
2016/09/17,12221964
2016/09/18,13289312
2016/09/19,13246960
2016/09/20,18322817
2016/09/21,23742205
2016/09/22,24586916
2016/09/23,25689337
2016/09/24,25304285
2016/09/25,26809396
2016/09/26,26291852
2016/09/27,25174059
2016/09/28,26463057
2016/09/29,26810963
2016/09/30,24870744
2016/10/01,22918394
2016/10/02,22679091
2016/10/03,20321818
2016/10/04,18174106
2016/10/05,16997654
2016/10/06,15989691
2016/10/07,15087454
2016/10/08,14467386
2016/10/09,16377985
2016/10/10,18161952
2016/10/11,19419340
2016/10/12,21038790
2016/10/13,20157759
2016/10/14,21993317
2016/10/15,21286915
2016/10/16,21264103
2016/10/17,21650359
2016/10/18,23748361
2016/10/19,22576295
2016/10/20,20848386
2016/10/21,18977925
2016/10/22,16959024
2016/10/23,14890579
2016/10/24,13419238
2016/10/25,12824636
2016/10/26,12101463
2016/10/27,11551438
2016/10/28,11918453
2016/10/29,12761966
2016/10/30,14338045
2016/10/31,14252011
2016/11/01,16509660
2016/11/02,20950569
2016/11/03,33282765
2016/11/04,31951290
2016/11/05,30089036
2016/11/06,27673664
2016/11/07,25430208
2016/11/08,23239837
2016/11/09,23002029
2016/11/10,21222134
2016/11/11,23217372
2016/11/12,21465223
2016/11/13,19807643
2016/11/14,17287929
2016/11/15,15522377
2016/11/16,14028398
2016/11/17,15683471
2016/11/18,15191422
2016/11/19,14432414
2016/11/20,13398402
2016/11/21,12387664
2016/11/22,13948236
2016/11/23,15115224
2016/11/24,14132846
2016/11/25,14015789
2016/11/26,13110725
2016/11/27,12249223
2016/11/28,11519751
2016/11/29,11283115
2016/11/30,10929143
2016/12/01,10427169
2016/12/02,12488981
2016/12/03,15948375
2016/12/04,15790014
2016/12/05,17348326
2016/12/06,20904015
2016/12/07,21120754
2016/12/08,21693677
2016/12/09,22122212
2016/12/10,21231980
2016/12/11,20855228
2016/12/12,19448522
2016/12/13,18079662
2016/12/14,16662794
2016/12/15,16333004
2016/12/16,15154540
2016/12/17,15800900
2016/12/18,15678881
2016/12/19,14687229
2016/12/20,13834351
2016/12/21,14017612
2016/12/22,15466252
2016/12/23,19603815
2016/12/24,19669128
2016/12/25,18429113
2016/12/26,17050824
2016/12/27,16253141
2016/12/28,16873006
2016/12/29,19555922
2016/12/30,20689731
2016/12/31,24851983
2017/01/01,23972243
2017/01/02,24231430
2017/01/03,27205567
2017/01/04,34849146
2017/01/05,42211091
2017/01/06,47611825
2017/01/07,48581647
2017/01/08,46897037
2017/01/09,47850258
2017/01/10,48651015
2017/01/11,48906187
2017/01/12,48510170
2017/01/13,45477392
2017/01/14,40486811
2017/01/15,35452476
2017/01/16,30777890
2017/01/17,27293488
2017/01/18,23199276
2017/01/19,19985590
2017/01/20,19895406
2017/01/21,17810860
2017/01/22,16096162
2017/01/23,14369600
2017/01/24,12848523
2017/01/25,11910749
2017/01/26,11492549
2017/01/27,11311432
2017/01/28,10666199
2017/01/29,10420949
2017/01/30,9902062
2017/01/31,10215627
2017/02/01,10547150
2017/02/02,10778473
2017/02/03,11585228
2017/02/04,12795641
2017/02/05,12378940
2017/02/06,12926385
2017/02/07,13296042
2017/02/08,13476679
2017/02/09,13798005
2017/02/10,14519471
2017/02/11,14163794
2017/02/12,14187927
2017/02/13,14154904
2017/02/14,17954790
2017/02/15,22927365
2017/02/16,24410338
2017/02/17,26065463
2017/02/18,27227479
2017/02/19,28233482
2017/02/20,29208635
2017/02/21,32231148
2017/02/22,33126065
2017/02/23,33702654
2017/02/24,38579080
2017/02/25,39762128
2017/02/26,42020471
2017/02/27,54715001
2017/02/28,72063347
2017/03/01,89468104
2017/03/02,122362197
2017/03/03,154136932
2017/03/04,167441075
2017/03/05,174422789
2017/03/06,196837402
2017/03/07,203346466
2017/03/08,208868458
2017/03/09,220152328
2017/03/10,227793815
2017/03/11,242972333
2017/03/12,285293269
2017/03/13,319505255
2017/03/14,311742403
2017/03/15,305366165
2017/03/16,436701477
2017/03/17,487594116
2017/03/18,558654412
2017/03/19,527709969
2017/03/20,507185421
2017/03/21,523798462
2017/03/22,524647170
2017/03/23,524483023
2017/03/24,555809502
2017/03/25,565945049
2017/03/26,556293817
2017/03/27,556650063
2017/03/28,555605079
2017/03/29,570743042
2017/03/30,610578163
2017/03/31,630626751
2017/04/01,617065544
2017/04/02,643820164
2017/04/03,668023604
2017/04/04,633018447
2017/04/05,625516359
2017/04/06,644585478
2017/04/07,588444301
2017/04/08,547854109
2017/04/09,509711355
2017/04/10,483511365
2017/04/11,459168269
2017/04/12,433484629
2017/04/13,402247089
2017/04/14,384693981
2017/04/15,347889287
2017/04/16,302950575
2017/04/17,268166430
2017/04/18,280498272
2017/04/19,301185452
2017/04/20,329340013
2017/04/21,338728349
2017/04/22,340839904
2017/04/23,342867231
2017/04/24,356180500
2017/04/25,364230160
2017/04/26,396960055
2017/04/27,467406370
2017/04/28,543341664
2017/04/29,615907336
2017/04/30,705174756
2017/05/01,885719987
2017/05/02,999604890
2017/05/03,1127894548
2017/05/04,1271229476
2017/05/05,1427634722
2017/05/06,1468571027
2017/05/07,1557171651
2017/05/08,1615752063
2017/05/09,1649849248
2017/05/10,1670642925
2017/05/11,1730319395
2017/05/12,1727264768
2017/05/13,1658749485
2017/05/14,1582472808
2017/05/15,1562647565
2017/05/16,1599592940
2017/05/17,1540452213
2017/05/18,1439401788
2017/05/19,1456029792
2017/05/20,1413983121
2017/05/21,1441606017
2017/05/22,1813009961
2017/05/23,1941665526
2017/05/24,2097144524
2017/05/25,2229336208
2017/05/26,2365128324
2017/05/27,2338015266
2017/05/28,2286811665
2017/05/29,2254843513
2017/05/30,2305184905
2017/05/31,2713813566
2017/06/01,2885184965
2017/06/02,3017674608
2017/06/03,3102789911
2017/06/04,3150805979
2017/06/05,3304830582
2017/06/06,3594257072
2017/06/07,3785391860
2017/06/08,3868238774
2017/06/09,3980348663
2017/06/10,3957103330
2017/06/11,4022855890
2017/06/12,4797356233
2017/06/13,5313509871
2017/06/14,5338345604
2017/06/15,5604906176
2017/06/16,5789499010
2017/06/17,5589235655
2017/06/18,5355571715
2017/06/19,5191131276
2017/06/20,5196457071
2017/06/21,4760802334
2017/06/22,4459235319
2017/06/23,4249294212
2017/06/24,4087878283
2017/06/25,3601111373
2017/06/26,3349190923
2017/06/27,3175352278
2017/06/28,3079014391
2017/06/29,3049630156
2017/06/30,2984198709
2017/07/01,2887010895
2017/07/02,2730527919
2017/07/03,3253447937
2017/07/04,3574088404
2017/07/05,3397058909
2017/07/06,3268368168
2017/07/07,3158576359
2017/07/08,2990306436
2017/07/09,2709995716
2017/07/10,2644103143
2017/07/11,2594832204
2017/07/12,2561843535
2017/07/13,2789013254
2017/07/14,3058012271
2017/07/15,3253219124
2017/07/16,3358863984
2017/07/17,3435225711
2017/07/18,3725635136
2017/07/19,3996761808
2017/07/20,4143336542
2017/07/21,4297821311
2017/07/22,3941365959
2017/07/23,3666515782
2017/07/24,3802921236
2017/07/25,3939459329
2017/07/26,3908942794
2017/07/27,3928689244
2017/07/28,4025895766
2017/07/29,4035955702
2017/07/30,3871391348
2017/07/31,3570611555
2017/08/01,3337927828
2017/08/02,3124777348
2017/08/03,2901881259
2017/08/04,2712967343
2017/08/05,2609277680
2017/08/06,2506728954
2017/08/07,2443500558
2017/08/08,2463291816
2017/08/09,2533222122
2017/08/10,3095968202
2017/08/11,4569622155
2017/08/12,5244936448
2017/08/13,5918353652
2017/08/14,6304240945
2017/08/15,6411124660
2017/08/16,6344874016
2017/08/17,6265185359
2017/08/18,6168894498
2017/08/19,5876444243
2017/08/20,5508544427
2017/08/21,5269357336
2017/08/22,4960165243
2017/08/23,4728446375
2017/08/24,4442529009
2017/08/25,4135788923
2017/08/26,3708094834
2017/08/27,3989456165
2017/08/28,4702666955
2017/08/29,5117215712
2017/08/30,6308589005
2017/08/31,6456740456
2017/09/01,6549186534
2017/09/02,6474888831
2017/09/03,6222194585
2017/09/04,6154529313
2017/09/05,6026306027
2017/09/06,5967372261
2017/09/07,5685813181
2017/09/08,5461799756
2017/09/09,5461578333
2017/09/10,5292472094
2017/09/11,5063095774
2017/09/12,4902337098
2017/09/13,4515518829
2017/09/14,4381275546
2017/09/15,4327042678
2017/09/16,4072139843
2017/09/17,3898173812
2017/09/18,4037843097
2017/09/19,4033496117
2017/09/20,3835143281
2017/09/21,3637343286
2017/09/22,3403912047
2017/09/23,3169668822
2017/09/24,2948198524
2017/09/25,2829540587
2017/09/26,2741017883
2017/09/27,2697292878
2017/09/28,2686100280
2017/09/29,2612382345
2017/09/30,2493443115
2017/10/01,2303469883
2017/10/02,2230501382
2017/10/03,2787035660
2017/10/04,3024695341
2017/10/05,3030514419
