Date,transactions
2019/10/27,642955
2019/10/28,721335
2019/10/29,707622
2019/10/30,717618
2019/10/31,744118
2019/11/01,705011
2019/11/02,590976
2019/11/03,571113
2019/11/04,670783
2019/11/05,739254
2019/11/06,707733
2019/11/07,857371
2019/11/08,699138
2019/11/09,604007
2019/11/10,609364
2019/11/11,710155
2019/11/12,708660
2019/11/13,713551
2019/11/14,679505
2019/11/15,683049
2019/11/16,596661
2019/11/17,600168
2019/11/18,734472
2019/11/19,735532
2019/11/20,689771
2019/11/21,762896
2019/11/22,794748
2019/11/23,631670
2019/11/24,596880
2019/11/25,762888
2019/11/26,679733
2019/11/27,674957
2019/11/28,623080
2019/11/29,670568
2019/11/30,584871
2019/12/01,615069
2019/12/02,681210
2019/12/03,610528
2019/12/04,661004
2019/12/05,617647
2019/12/06,573631
2019/12/07,488124
2019/12/08,440672
2019/12/09,635462
2019/12/10,631603
2019/12/11,625349
2019/12/12,635638
2019/12/13,621511
2019/12/14,551143
2019/12/15,526996
2019/12/16,634682
2019/12/17,646999
2019/12/18,663295
2019/12/19,620066
2019/12/20,614338
2019/12/21,545378
2019/12/22,529935
2019/12/23,631635
2019/12/24,602814
2019/12/25,565093
2019/12/26,586645
2019/12/27,579990
2019/12/28,516349
2019/12/29,480131
2019/12/30,584426
2019/12/31,554215
2020/01/01,466526
2020/01/02,505639
2020/01/03,581641
2020/01/04,559074
2020/01/05,524664
2020/01/06,626525
2020/01/07,646478
2020/01/08,653759
2020/01/09,621399
2020/01/10,605095
2020/01/11,549612
2020/01/12,523951
2020/01/13,565389
2020/01/14,671748
2020/01/15,698399
2020/01/16,693649
2020/01/17,676556
2020/01/18,628164
2020/01/19,615368
2020/01/20,599266
2020/01/21,558962
2020/01/22,513767
2020/01/23,552533
2020/01/24,497135
2020/01/25,435515
2020/01/26,428804
2020/01/27,476541
2020/01/28,526284
2020/01/29,551529
2020/01/30,566052
2020/01/31,583358
2020/02/01,545761
2020/02/02,530094
2020/02/03,621191
2020/02/04,524476
2020/02/05,610780
2020/02/06,606505
2020/02/07,626252
2020/02/08,661649
2020/02/09,628631
2020/02/10,668760
2020/02/11,709280
2020/02/12,798162
2020/02/13,764763
2020/02/14,771827
2020/02/15,699151
2020/02/16,661490
2020/02/17,695366
2020/02/18,733983
2020/02/19,695837
2020/02/20,689600
2020/02/21,670542
2020/02/22,605859
2020/02/23,606290
2020/02/24,687702
2020/02/25,670257
2020/02/26,704929
2020/02/27,714482
2020/02/28,688694
2020/02/29,620465
2020/03/01,628500
2020/03/02,681477
2020/03/03,661402
2020/03/04,663966
2020/03/05,720114
2020/03/06,676799
2020/03/07,630992
2020/03/08,662565
2020/03/09,784085
2020/03/10,760588
2020/03/11,713065
2020/03/12,760781
2020/03/13,847947
2020/03/14,681830
2020/03/15,657653
2020/03/16,784094
2020/03/17,763100
2020/03/18,768437
2020/03/19,864017
2020/03/20,822158
2020/03/21,857503
2020/03/22,746195
2020/03/23,801238
2020/03/24,791900
2020/03/25,765389
2020/03/26,772481
2020/03/27,748776
2020/03/28,667726
2020/03/29,607984
2020/03/30,724004
2020/03/31,731749
2020/04/01,683007
2020/04/02,720554
2020/04/03,722688
2020/04/04,625952
2020/04/05,614001
2020/04/06,771283
2020/04/07,783472
2020/04/08,830223
2020/04/09,727502
2020/04/10,745643
2020/04/11,680523
2020/04/12,678530
2020/04/13,744306
2020/04/14,813972
2020/04/15,792152
2020/04/16,790334
2020/04/17,785639
2020/04/18,783111
2020/04/19,741675
2020/04/20,828885
2020/04/21,812963
2020/04/22,790519
2020/04/23,826397
2020/04/24,846807
2020/04/25,792299
2020/04/26,801949
2020/04/27,841193
2020/04/28,838453
2020/04/29,897781
2020/04/30,899459
2020/05/01,827138
2020/05/02,765990
2020/05/03,789689
2020/05/04,774035
2020/05/05,785518
2020/05/06,833428
2020/05/07,877129
2020/05/08,887756
2020/05/09,894382
2020/05/10,879153
2020/05/11,887554
2020/05/12,880678
2020/05/13,856962
2020/05/14,820300
2020/05/15,888691
2020/05/16,874975
2020/05/17,808464
2020/05/18,857645
2020/05/19,848038
2020/05/20,855377
2020/05/21,867704
2020/05/22,916282
2020/05/23,868425
2020/05/24,825755
2020/05/25,875607
2020/05/26,916975
2020/05/27,896217
2020/05/28,907265
2020/05/29,949269
2020/05/30,881950
2020/05/31,850103
2020/06/01,929874
2020/06/02,980902
2020/06/03,898364
2020/06/04,930407
2020/06/05,901995
2020/06/06,946196
2020/06/07,943786
2020/06/08,966206
2020/06/09,923075
2020/06/10,939890
2020/06/11,925331
2020/06/12,889318
2020/06/13,833267
2020/06/14,785017
2020/06/15,912281
2020/06/16,904928
2020/06/17,879736
2020/06/18,913845
2020/06/19,945942
2020/06/20,941415
2020/06/21,987058
2020/06/22,1092083
2020/06/23,1119442
2020/06/24,1070862
2020/06/25,1041742
2020/06/26,1017402
2020/06/27,1017138
2020/06/28,997640
2020/06/29,1056189
2020/06/30,1111318
2020/07/01,1044438
2020/07/02,1039119
2020/07/03,1022098
2020/07/04,946287
2020/07/05,880075
2020/07/06,1020012
2020/07/07,1064506
2020/07/08,1092210
2020/07/09,1070343
2020/07/10,1034806
2020/07/11,982930
2020/07/12,997960
2020/07/13,1151834
2020/07/14,1098661
2020/07/15,1111360
2020/07/16,1068464
2020/07/17,1078101
2020/07/18,1071509
2020/07/19,1082448
2020/07/20,1143700
2020/07/21,1120095
2020/07/22,1138040
2020/07/23,1146962
2020/07/24,1146282
2020/07/25,1175506
2020/07/26,1137893
2020/07/27,1261456
2020/07/28,1222353
2020/07/29,1163851
2020/07/30,1164479
2020/07/31,1218838
2020/08/01,1171566
2020/08/02,1125886
2020/08/03,1176793
2020/08/04,1163939
2020/08/05,1182699
2020/08/06,1215885
2020/08/07,1249695
2020/08/08,1182406
2020/08/09,1229151
2020/08/10,1289980
2020/08/11,1254244
2020/08/12,1229214
2020/08/13,1209139
2020/08/14,1201546
2020/08/15,1107833
2020/08/16,1152319
2020/08/17,1181976
2020/08/18,1229256
2020/08/19,1216891
2020/08/20,1182994
2020/08/21,1256752
2020/08/22,1102479
2020/08/23,1122524
2020/08/24,1162182
2020/08/25,1138199
2020/08/26,1166218
2020/08/27,1136576
2020/08/28,1131912
2020/08/29,1130992
2020/08/30,1142415
2020/08/31,1235856
2020/09/01,1245701
2020/09/02,1181212
2020/09/03,1149636
2020/09/04,1141207
2020/09/05,1040906
2020/09/06,1026667
2020/09/07,1051480
2020/09/08,1026700
2020/09/09,1052603
2020/09/10,1120964
2020/09/11,1074413
2020/09/12,1034584
2020/09/13,1042047
2020/09/14,1079688
2020/09/15,1089837
2020/09/16,1035013
2020/09/17,1406016
2020/09/18,1244808
2020/09/19,1090001
2020/09/20,1095309
2020/09/21,1133662
2020/09/22,1081497
2020/09/23,1084100
2020/09/24,1087537
2020/09/25,1034790
2020/09/26,984559
2020/09/27,966479
2020/09/28,1080086
2020/09/29,1088234
2020/09/30,1079040
2020/10/01,1018741
2020/10/02,1002138
2020/10/03,956528
2020/10/04,985452
2020/10/05,1027690
2020/10/06,1083502
2020/10/07,1035384
2020/10/08,1019446
2020/10/09,1049571
2020/10/10,1036351
2020/10/11,1004701
2020/10/12,1092162
2020/10/13,1127396
2020/10/14,1093927
2020/10/15,1249486
2020/10/16,1161135
2020/10/17,1051772
2020/10/18,995711
2020/10/19,1128930
2020/10/20,1105678
2020/10/21,1159354
2020/10/22,1189043
2020/10/23,1132676
2020/10/24,1012156
2020/10/25,965206
2020/10/26,1086139
2020/10/27,1078466
2020/10/28,1139608
2020/10/29,1107849
2020/10/30,1111013
2020/10/31,1089587
2020/11/01,1050753
2020/11/02,1156870
2020/11/03,1119359
2020/11/04,1137243
2020/11/05,1128431
2020/11/06,1171971
2020/11/07,1131722
2020/11/08,1016465
2020/11/09,1147695
2020/11/10,1157455
2020/11/11,1096582
2020/11/12,1099253
2020/11/13,1156377
2020/11/14,1067063
2020/11/15,1037428
2020/11/16,1105512
2020/11/17,1173012
2020/11/18,1120798
2020/11/19,1122748
2020/11/20,1162871
2020/11/21,1172183
2020/11/22,1147784
2020/11/23,1213632
2020/11/24,1240072
2020/11/25,1205924
2020/11/26,1173330
2020/11/27,1102889
2020/11/28,992335
2020/11/29,993930
2020/11/30,1183915
2020/12/01,1172361
2020/12/02,1071389
2020/12/03,1114178
2020/12/04,1134337
2020/12/05,1055722
2020/12/06,1034515
2020/12/07,1102501
2020/12/08,1149614
2020/12/09,1150822
2020/12/10,1092429
2020/12/11,1122160
2020/12/12,1092064
2020/12/13,1142703
2020/12/14,1241593
2020/12/15,1215285
2020/12/16,1261767
2020/12/17,1342281
2020/12/18,1193950
2020/12/19,1162872
2020/12/20,1074305
2020/12/21,1146949
2020/12/22,1147101
2020/12/23,1254308
2020/12/24,1142743
2020/12/25,1140417
2020/12/26,1139562
2020/12/27,1177372
2020/12/28,1256783
2020/12/29,1206703
2020/12/30,1227653
2020/12/31,1163876
2021/01/01,1136582
2021/01/02,1170839
2021/01/03,1234419
2021/01/04,1275169
2021/01/05,1258347
2021/01/06,1280434
2021/01/07,1298568
2021/01/08,1288953
2021/01/09,1231593
2021/01/10,1210603
2021/01/11,1280285
2021/01/12,1165508
2021/01/13,1126532
2021/01/14,1184534
2021/01/15,1227187
2021/01/16,1193339
2021/01/17,1133096
2021/01/18,1217953
2021/01/19,1252236
2021/01/20,1213930
2021/01/21,1178190
2021/01/22,1182794
2021/01/23,1140666
2021/01/24,1117744
2021/01/25,1207210
2021/01/26,1194595
2021/01/27,1140980
2021/01/28,1190834
2021/01/29,1293963
2021/01/30,1218241
2021/01/31,1244924
2021/02/01,1300451
2021/02/02,1302891
2021/02/03,1314906
2021/02/04,1309863
2021/02/05,1316904
2021/02/06,1227828
2021/02/07,1230638
2021/02/08,1275739
2021/02/09,1327544
2021/02/10,1320357
2021/02/11,1270521
2021/02/12,1290300
2021/02/13,1252364
2021/02/14,1206665
2021/02/15,1210374
2021/02/16,1217916
2021/02/17,1258503
2021/02/18,1298425
2021/02/19,1323618
2021/02/20,1337507
2021/02/21,1233518
2021/02/22,1312178
2021/02/23,1302882
2021/02/24,1285208
2021/02/25,1232758
2021/02/26,1236241
2021/02/27,1202432
2021/02/28,1179859
2021/03/01,1185925
2021/03/02,1240182
2021/03/03,1235048
2021/03/04,1234903
2021/03/05,1208640
2021/03/06,1160519
2021/03/07,1180104
2021/03/08,1216417
2021/03/09,1275347
2021/03/10,1256065
2021/03/11,1284767
2021/03/12,1325679
2021/03/13,1293352
2021/03/14,1277890
2021/03/15,1321388
2021/03/16,1308992
2021/03/17,1272298
2021/03/18,1299760
2021/03/19,1291231
2021/03/20,1262309
2021/03/21,1206009
2021/03/22,1307460
2021/03/23,1298959
2021/03/24,1309468
2021/03/25,1349663
2021/03/26,1265836
2021/03/27,1230764
2021/03/28,1211918
2021/03/29,1269901
2021/03/30,1300973
2021/03/31,1354603
2021/04/01,1368006
2021/04/02,1358619
2021/04/03,1293333
2021/04/04,1197875
2021/04/05,1296946
2021/04/06,1335799
2021/04/07,1312638
2021/04/08,1284377
2021/04/09,1300882
2021/04/10,1315016
2021/04/11,1256904
2021/04/12,1347983
2021/04/13,1350467
2021/04/14,1386341
2021/04/15,1197340
2021/04/16,1426977
2021/04/17,1453000
2021/04/18,1396766
2021/04/19,1476842
2021/04/20,1555560
2021/04/21,1565355
2021/04/22,1577266
2021/04/23,1537100
2021/04/24,1389103
2021/04/25,1389350
2021/04/26,1448466
2021/04/27,1448293
2021/04/28,1517604
2021/04/29,1530717
2021/04/30,1441230
2021/05/01,1427568
2021/05/02,1417458
2021/05/03,1488629
2021/05/04,1536119
2021/05/05,1518877
2021/05/06,1532197
2021/05/07,1527890
2021/05/08,1710882
2021/05/09,1716600
2021/05/10,1716489
2021/05/11,1716051
2021/05/12,1624077
2021/05/13,1588560
2021/05/14,1531689
2021/05/15,1472496
2021/05/16,1425115
2021/05/17,1446627
2021/05/18,1425053
2021/05/19,1461174
2021/05/20,1459146
2021/05/21,1366950
2021/05/22,1283663
2021/05/23,1264253
2021/05/24,1312739
2021/05/25,1289446
2021/05/26,1326432
2021/05/27,1291385
2021/05/28,1305078
2021/05/29,1293425
2021/05/30,1280282
2021/05/31,1297889
2021/06/01,1274354
2021/06/02,1314024
2021/06/03,1337521
2021/06/04,1301803
2021/06/05,1176676
2021/06/06,1134526
2021/06/07,1225549
2021/06/08,1221063
2021/06/09,1194275
2021/06/10,1188556
2021/06/11,1183286
2021/06/12,1131777
2021/06/13,1124736
2021/06/14,1188556
2021/06/15,1224101
2021/06/16,1201109
2021/06/17,1218956
2021/06/18,1170182
2021/06/19,1050189
2021/06/20,1057288
2021/06/21,1209567
2021/06/22,1297450
2021/06/23,1201974
2021/06/24,1207012
2021/06/25,1227331
2021/06/26,1150460
2021/06/27,1104547
2021/06/28,1404100
2021/06/29,1264320
2021/06/30,1212214
2021/07/01,1211710
2021/07/02,1181574
2021/07/03,1122543
2021/07/04,1105343
2021/07/05,1147895
2021/07/06,1355421
2021/07/07,1290979
2021/07/08,1262627
2021/07/09,1223691
2021/07/10,1139120
2021/07/11,1101766
2021/07/12,1191465
2021/07/13,1183412
2021/07/14,1222896
2021/07/15,1259972
2021/07/16,1199018
2021/07/17,1164624
2021/07/18,1168843
2021/07/19,1195218
2021/07/20,1192750
2021/07/21,1195171
2021/07/22,1202844
2021/07/23,1203186
2021/07/24,1225509
2021/07/25,1128848
2021/07/26,1260619
2021/07/27,1318124
2021/07/28,1300283
2021/07/29,1259128
2021/07/30,1242337
2021/07/31,1212322
2021/08/01,1190618
2021/08/02,1269470
2021/08/03,1219663
2021/08/04,1223841
2021/08/05,1159663
2021/08/06,1212021
2021/08/07,1198433
2021/08/08,1184172
2021/08/09,1218594
2021/08/10,1212166
2021/08/11,1234409
2021/08/12,1195283
2021/08/13,1197050
2021/08/14,1159942
2021/08/15,1125295
2021/08/16,1253968
2021/08/17,1252144
2021/08/18,1201169
2021/08/19,1255453
2021/08/20,1260054
2021/08/21,1186758
2021/08/22,1183893
2021/08/23,1245624
2021/08/24,1247051
2021/08/25,1184780
2021/08/26,1175063
2021/08/27,1119072
2021/08/28,1131721
2021/08/29,1147150
2021/08/30,1198993
2021/08/31,1206314
2021/09/01,1225104
2021/09/02,1261034
2021/09/03,1198777
2021/09/04,1189085
2021/09/05,1136326
2021/09/06,1206493
2021/09/07,1308071
2021/09/08,1178449
2021/09/09,1219850
2021/09/10,1244706
2021/09/11,1249131
2021/09/12,1211272
2021/09/13,1267491
2021/09/14,1231240
2021/09/15,1207590
2021/09/16,1224358
2021/09/17,1187578
2021/09/18,1143196
2021/09/19,1128226
2021/09/20,1174559
2021/09/21,1193295
2021/09/22,1173778
2021/09/23,1193053
2021/09/24,1152685
2021/09/25,1121078
2021/09/26,1088537
2021/09/27,1133903
2021/09/28,1108122
2021/09/29,1135869
2021/09/30,1115889
2021/10/01,1206978
2021/10/02,1117899
2021/10/03,1130224
2021/10/04,1121513
2021/10/05,1235674
2021/10/06,1337833
2021/10/07,1344295
2021/10/08,1287034
2021/10/09,1191856
2021/10/10,1137901
2021/10/11,1183486
2021/10/12,1203566
2021/10/13,1189854
2021/10/14,1227097
2021/10/15,1302993
2021/10/16,1181031
2021/10/17,1144184
2021/10/18,1197673
2021/10/19,1243503
2021/10/20,1259440
2021/10/21,1277275
2021/10/22,1256044
2021/10/23,1234961
2021/10/24,1261312
2021/10/25,1299495
2021/10/26,1344772
2021/10/27,1370504
2021/10/28,1510502
2021/10/29,1456333
2021/10/30,1378719
2021/10/31,1304184
2021/11/01,1341733
2021/11/02,1395656
2021/11/03,1417221
2021/11/04,1352186
2021/11/05,1339661
2021/11/06,1255921
2021/11/07,1276998
2021/11/08,1329018
2021/11/09,1334145
2021/11/10,1390746
2021/11/11,1347643
2021/11/12,1345131
2021/11/13,1300464
2021/11/14,1275724
2021/11/15,1289636
2021/11/16,1309749
2021/11/17,1353219
2021/11/18,1284250
2021/11/19,1255788
2021/11/20,1160128
2021/11/21,1260939
2021/11/22,1221508
2021/11/23,1264994
2021/11/24,1342491
2021/11/25,1301465
2021/11/26,1297524
2021/11/27,1213126
2021/11/28,1135653
2021/11/29,1247688
2021/11/30,1280926
2021/12/01,1221643
2021/12/02,1265286
2021/12/03,1211488
2021/12/04,1235697
2021/12/05,1386491
2021/12/06,1244773
2021/12/07,1224771
2021/12/08,1296307
2021/12/09,1251338
2021/12/10,1237735
2021/12/11,1199384
2021/12/12,1181649
2021/12/13,1242978
2021/12/14,1214900
2021/12/15,1258462
2021/12/16,1155456
2021/12/17,1270355
2021/12/18,1159873
2021/12/19,1137581
2021/12/20,1201239
2021/12/21,1203638
2021/12/22,1233315
2021/12/23,1245242
2021/12/24,1298013
2021/12/25,1299519
2021/12/26,1206942
2021/12/27,1251961
2021/12/28,1241032
2021/12/29,1252229
2021/12/30,1255688
2021/12/31,1214151
2022/01/01,1180989
2022/01/02,1158900
2022/01/03,1209173
2022/01/04,1221316
2022/01/05,1249628
2022/01/06,1212495
2022/01/07,1188490
2022/01/08,1183873
2022/01/09,1108322
2022/01/10,1233195
2022/01/11,1277649
2022/01/12,1283346
2022/01/13,1282921
2022/01/14,1218460
2022/01/15,1174849
2022/01/16,1162954
2022/01/17,1198719
2022/01/18,1169526
2022/01/19,1223143
2022/01/20,1189829
2022/01/21,1189898
2022/01/22,1204638
2022/01/23,1077884
2022/01/24,1147109
2022/01/25,1177640
2022/01/26,1146116
2022/01/27,1133684
2022/01/28,1137559
2022/01/29,1147157
2022/01/30,1183850
2022/01/31,1177109
2022/02/01,1172918
2022/02/02,1152665
2022/02/03,1111000
2022/02/04,1168994
2022/02/05,1235023
2022/02/06,1173884
2022/02/07,1163338
2022/02/08,1180780
2022/02/09,1205889
2022/02/10,1205676
2022/02/11,1183966
2022/02/12,1114648
2022/02/13,1115296
2022/02/14,1147522
2022/02/15,1192633
2022/02/16,1194693
2022/02/17,1141997
2022/02/18,1252594
2022/02/19,1150162
2022/02/20,1343869
2022/02/21,1134349
2022/02/22,1129213
2022/02/23,1147632
2022/02/24,1181182
2022/02/25,1137898
2022/02/26,1167802
2022/02/27,1125065
2022/02/28,1108099
2022/03/01,1161564
2022/03/02,1191076
2022/03/03,1167187
2022/03/04,1167450
2022/03/05,1077981
2022/03/06,1123245
2022/03/07,1174568
2022/03/08,1195626
2022/03/09,1178322
2022/03/10,1229591
2022/03/11,1119334
2022/03/12,1120627
2022/03/13,1041827
2022/03/14,1097913
2022/03/15,1190207
2022/03/16,1236011
2022/03/17,1174532
2022/03/18,1265944
2022/03/19,1127607
2022/03/20,1119066
2022/03/21,1162615
2022/03/22,1220571
2022/03/23,1164437
2022/03/24,1151969
2022/03/25,1146766
2022/03/26,1123878
2022/03/27,1122675
2022/03/28,1218023
2022/03/29,1199899
2022/03/30,1152200
2022/03/31,1167121
2022/04/01,1159493
2022/04/02,1094668
2022/04/03,1060779
2022/04/04,1104780
2022/04/05,1087129
2022/04/06,1127174
2022/04/07,1127793
2022/04/08,1104419
2022/04/09,1085156
2022/04/10,1104239
2022/04/11,1113264
2022/04/12,1112524
2022/04/13,1067983
2022/04/14,1117285
2022/04/15,1110994
2022/04/16,1059286
2022/04/17,1043251
2022/04/18,1103439
2022/04/19,1214496
2022/04/20,1241534
2022/04/21,1119925
2022/04/22,1144822
2022/04/23,1051478
2022/04/24,1071778
2022/04/25,1149227
2022/04/26,1125250
2022/04/27,1161504
2022/04/28,1155514
2022/04/29,1168081
2022/04/30,1211671
2022/05/01,1154787
2022/05/02,1112065
2022/05/03,1077506
2022/05/04,1102254
2022/05/05,1187804
2022/05/06,1116562
2022/05/07,1051489
2022/05/08,1087198
2022/05/09,1158340
2022/05/10,1202934
2022/05/11,1210708
2022/05/12,1327755
2022/05/13,1342405
2022/05/14,1139785
2022/05/15,1089441
2022/05/16,1124352
2022/05/17,1135718
2022/05/18,1177913
2022/05/19,1093367
2022/05/20,1112811
2022/05/21,1094539
2022/05/22,1055644
2022/05/23,1085863
2022/05/24,1100715
2022/05/25,1094639
2022/05/26,1071180
2022/05/27,1093469
2022/05/28,1069802
2022/05/29,1065407
2022/05/30,1070320
2022/05/31,1149142
2022/06/01,1091283
2022/06/02,1092304
2022/06/03,1067485
2022/06/04,1028802
2022/06/05,1007109
2022/06/06,1044319
2022/06/07,1050984
2022/06/08,1042749
2022/06/09,1022462
2022/06/10,1079448
2022/06/11,1031618
2022/06/12,1021635
2022/06/13,1109435
2022/06/14,1086757
2022/06/15,1097000
2022/06/16,1100312
2022/06/17,1110579
2022/06/18,1058336
2022/06/19,1018674
2022/06/20,1042422
2022/06/21,1012862
2022/06/22,988683
2022/06/23,967965
2022/06/24,1019472
2022/06/25,938940
2022/06/26,919721
2022/06/27,994102
2022/06/28,976577
2022/06/29,1005566
2022/06/30,1054285
2022/07/01,1178335
2022/07/02,1189382
2022/07/03,1157052
2022/07/04,1151999
2022/07/05,1182504
2022/07/06,1161432
2022/07/07,1194330
2022/07/08,1192819
2022/07/09,1170747
2022/07/10,1148902
2022/07/11,1146369
2022/07/12,1135896
2022/07/13,1174882
2022/07/14,1189567
2022/07/15,1217596
2022/07/16,1241240
2022/07/17,1245545
2022/07/18,1213565
2022/07/19,1175526
2022/07/20,1191452
2022/07/21,1204397
2022/07/22,1201699
2022/07/23,1144468
2022/07/24,1122303
2022/07/25,1275861
2022/07/26,1678928
2022/07/27,1197448
2022/07/28,1158611
2022/07/29,1192330
2022/07/30,1179749
2022/07/31,1158247
2022/08/01,1342202
2022/08/02,1206185
2022/08/03,1250888
2022/08/04,1459603
2022/08/05,1206783
2022/08/06,1148225
2022/08/07,1166932
2022/08/08,1166900
2022/08/09,1125139
2022/08/10,1160380
2022/08/11,1098707
2022/08/12,1130848
2022/08/13,1106236
2022/08/14,1102367
2022/08/15,1104408
2022/08/16,1086312
2022/08/17,1099261
2022/08/18,1117868
2022/08/19,1093309
2022/08/20,1096088
2022/08/21,1077250
2022/08/22,1059940
2022/08/23,1075718
2022/08/24,1043820
2022/08/25,1074563
2022/08/26,1057768
2022/08/27,1047949
2022/08/28,1025044
2022/08/29,1083202
2022/08/30,1051964
2022/08/31,1035135
2022/09/01,1085160
2022/09/02,1083200
2022/09/03,1035586
2022/09/04,1113119
2022/09/05,1091323
2022/09/06,1076929
2022/09/07,1068296
2022/09/08,1078333
2022/09/09,1093966
2022/09/10,998158
2022/09/11,1024482
2022/09/12,1068969
2022/09/13,1093205
2022/09/14,1109172
2022/09/15,1265640
2022/09/16,1311849
2022/09/17,1322077
2022/09/18,1156893
2022/09/19,1138210
2022/09/20,1149031
2022/09/21,1100130
2022/09/22,1118297
2022/09/23,1119895
2022/09/24,1109206
2022/09/25,1107217
2022/09/26,1141218
2022/09/27,1214294
2022/09/28,1109706
2022/09/29,1129558
2022/09/30,1225886
2022/10/01,1158038
2022/10/02,1163876
2022/10/03,1307142
2022/10/04,1185269
2022/10/05,1169356
2022/10/06,1202667
2022/10/07,1180358
2022/10/08,1180084
2022/10/09,1068531
2022/10/10,1123390
2022/10/11,1130309
2022/10/12,1074204
2022/10/13,1124129
2022/10/14,1071895
2022/10/15,1037870
2022/10/16,980678
2022/10/17,1073063
2022/10/18,1062562
2022/10/19,1088602
2022/10/20,1155589
2022/10/21,1116822
2022/10/22,959417
2022/10/23,1009771
2022/10/24,1039240
2022/10/25,1048003
2022/10/26,1104723
2022/10/27,1111785
2022/10/28,1059633
2022/10/29,1038800
2022/10/30,1033475
2022/10/31,1063248
2022/11/01,1071986
2022/11/02,1015945
2022/11/03,1093977
2022/11/04,1014135
2022/11/05,952067
2022/11/06,962845
2022/11/07,1106711
2022/11/08,1132048
2022/11/09,1219648
2022/11/10,1184632
2022/11/11,1118967
2022/11/12,1033438
2022/11/13,1133442
2022/11/14,1192824
2022/11/15,1136911
2022/11/16,1083796
2022/11/17,1103401
2022/11/18,1008485
2022/11/19,911890
2022/11/20,927233
2022/11/21,963954
2022/11/22,962924
2022/11/23,972566
2022/11/24,990202
2022/11/25,999123
2022/11/26,934988
2022/11/27,881336
2022/11/28,1087721
2022/11/29,1047387
