Date,activeaddresses90std
2016/01/01,938.786
2016/01/02,939.336
2016/01/03,942.69
2016/01/04,948.951
2016/01/05,953.298
2016/01/06,960.832
2016/01/07,978.744
2016/01/08,980.169
2016/01/09,978.846
2016/01/10,987.369
2016/01/11,1012
2016/01/12,1044
2016/01/13,1053
2016/01/14,1056
2016/01/15,1073
2016/01/16,1063
2016/01/17,1051
2016/01/18,1054
2016/01/19,1056
2016/01/20,1079
2016/01/21,1081
2016/01/22,1093
2016/01/23,1123
2016/01/24,1188
2016/01/25,1279
2016/01/26,1394
2016/01/27,1467
2016/01/28,1573
2016/01/29,1656
2016/01/30,1734
2016/01/31,1816
2016/02/01,1877
2016/02/02,1931
2016/02/03,1987
2016/02/04,2025
2016/02/05,2101
2016/02/06,2132
2016/02/07,2168
2016/02/08,2222
2016/02/09,2294
2016/02/10,2450
2016/02/11,2772
2016/02/12,2929
2016/02/13,3047
2016/02/14,3115
2016/02/15,3193
2016/02/16,3265
2016/02/17,3341
2016/02/18,3396
2016/02/19,3449
2016/02/20,3485
2016/02/21,3556
2016/02/22,3622
2016/02/23,3682
2016/02/24,3738
2016/02/25,3813
2016/02/26,3850
2016/02/27,3887
2016/02/28,3942
2016/02/29,4016
2016/03/01,4123
2016/03/02,4281
2016/03/03,4466
2016/03/04,4624
2016/03/05,4899
2016/03/06,5114
2016/03/07,5186
2016/03/08,5336
2016/03/09,5453
2016/03/10,5619
2016/03/11,5743
2016/03/12,5916
2016/03/13,6074
2016/03/14,6245
2016/03/15,6392
2016/03/16,6527
2016/03/17,6662
2016/03/18,6847
2016/03/19,6947
2016/03/20,7048
2016/03/21,7138
2016/03/22,7214
2016/03/23,7316
2016/03/24,7377
2016/03/25,7446
2016/03/26,7486
2016/03/27,7567
2016/03/28,7643
2016/03/29,7780
2016/03/30,7959
2016/03/31,8025
2016/04/01,8068
2016/04/02,8095
2016/04/03,8132
2016/04/04,8189
2016/04/05,8266
2016/04/06,8300
2016/04/07,8364
2016/04/08,8359
2016/04/09,8393
2016/04/10,8444
2016/04/11,8461
2016/04/12,8481
2016/04/13,8511
2016/04/14,8525
2016/04/15,8494
2016/04/16,8449
2016/04/17,8440
2016/04/18,8415
2016/04/19,8398
2016/04/20,8364
2016/04/21,8321
2016/04/22,8279
2016/04/23,8241
2016/04/24,8227
2016/04/25,8215
2016/04/26,8184
2016/04/27,8164
2016/04/28,8115
2016/04/29,8145
2016/04/30,8497
2016/05/01,8517
2016/05/02,8675
2016/05/03,8676
2016/05/04,8633
2016/05/05,8619
2016/05/06,8551
2016/05/07,8462
2016/05/08,8451
2016/05/09,8468
2016/05/10,8491
2016/05/11,8661
2016/05/12,8785
2016/05/13,8995
2016/05/14,9035
2016/05/15,9030
2016/05/16,8964
2016/05/17,8965
2016/05/18,9073
2016/05/19,9112
2016/05/20,9063
2016/05/21,9011
2016/05/22,8894
2016/05/23,8909
2016/05/24,8852
2016/05/25,8829
2016/05/26,9107
2016/05/27,9181
2016/05/28,9997
2016/05/29,9954
2016/05/30,9883
2016/05/31,9865
2016/06/01,9826
2016/06/02,9767
2016/06/03,9747
2016/06/04,9695
2016/06/05,9566
2016/06/06,9510
2016/06/07,9433
2016/06/08,9394
2016/06/09,9307
2016/06/10,9266
2016/06/11,9173
2016/06/12,9156
2016/06/13,9245
2016/06/14,9323
2016/06/15,9302
2016/06/16,9281
2016/06/17,9668
2016/06/18,9891
2016/06/19,9927
2016/06/20,9900
2016/06/21,9892
2016/06/22,9936
2016/06/23,9855
2016/06/24,9753
2016/06/25,9650
2016/06/26,9605
2016/06/27,9556
2016/06/28,9563
2016/06/29,9491
2016/06/30,9392
2016/07/01,9271
2016/07/02,9164
2016/07/03,9074
2016/07/04,9012
2016/07/05,8909
2016/07/06,8831
2016/07/07,8691
2016/07/08,8597
