Date,confirmationtime90rsi
2017/07/12,59.994
2017/07/13,59.95
2017/07/14,60.049
2017/07/15,58.602
2017/07/16,58.876
2017/07/17,60.017
2017/07/18,58.704
2017/07/19,57.558
2017/07/20,57.606
2017/07/21,58.465
2017/07/22,57.077
2017/07/23,56.939
2017/07/24,57.685
2017/07/25,56.388
2017/07/26,56.727
2017/07/27,56.869
2017/07/28,56.705
2017/07/29,56.255
2017/07/30,55.997
2017/07/31,57.644
2017/08/01,61.999
2017/08/02,62.42
2017/08/03,63.093
2017/08/04,62.035
2017/08/05,62.094
2017/08/06,62.114
2017/08/07,61.117
2017/08/08,61.128
2017/08/09,60.812
2017/08/10,61.666
2017/08/11,60.458
2017/08/12,60.335
2017/08/13,60.104
2017/08/14,60.027
2017/08/15,60.037
2017/08/16,59.511
2017/08/17,59.741
2017/08/18,59.826
2017/08/19,58.676
2017/08/20,59.254
2017/08/21,58.11
2017/08/22,58.61
2017/08/23,58.154
2017/08/24,58.491
2017/08/25,65.123
2017/08/26,65.701
2017/08/27,65.399
2017/08/28,66.135
2017/08/29,64.226
2017/08/30,64.332
2017/08/31,64.952
2017/09/01,64.018
2017/09/02,63.64
2017/09/03,63.661
2017/09/04,63.792
2017/09/05,63.181
2017/09/06,63.722
2017/09/07,63.013
2017/09/08,62.182
2017/09/09,62.525
2017/09/10,62.284
2017/09/11,62.543
2017/09/12,61.585
2017/09/13,62.34
2017/09/14,61.195
2017/09/15,60.897
2017/09/16,60.976
2017/09/17,60.606
2017/09/18,61.44
2017/09/19,60.185
2017/09/20,60.503
2017/09/21,59.732
2017/09/22,67.03
2017/09/23,68.362
2017/09/24,67.07
2017/09/25,68.236
2017/09/26,66.946
2017/09/27,66.624
2017/09/28,67.178
2017/09/29,67.494
2017/09/30,67.226
2017/10/01,66.697
2017/10/02,66.936
2017/10/03,66.454
2017/10/04,65.911
2017/10/05,64.535
2017/10/06,65.713
2017/10/07,65.713
2017/10/08,64.998
2017/10/09,64.93
2017/10/10,64.189
2017/10/11,64.189
2017/10/12,64.39
2017/10/13,64.491
2017/10/14,64.542
2017/10/15,63.671
2017/10/16,46.443
2017/10/17,41.412
2017/10/18,41.036
2017/10/19,40.993
2017/10/20,41.005
2017/10/21,41.03
2017/10/22,40.919
2017/10/23,41.001
2017/10/24,41.02
2017/10/25,41.256
2017/10/26,41.319
2017/10/27,30.493
2017/10/28,30.493
2017/10/29,30.493
2017/10/30,30.493
2017/10/31,30.493
2017/11/01,45.571
2017/11/02,45.626
2017/11/03,45.478
2017/11/04,45.526
2017/11/05,45.36
2017/11/06,45.555
2017/11/07,45.535
2017/11/08,45.493
2017/11/09,45.576
2017/11/10,45.399
2017/11/11,45.466
2017/11/12,45.511
2017/11/13,45.553
2017/11/14,45.774
2017/11/15,45.567
2017/11/16,45.745
2017/11/17,45.596
2017/11/18,45.64
2017/11/19,45.546
2017/11/20,45.746
2017/11/21,45.751
2017/11/22,45.621
2017/11/23,45.74
2017/11/24,45.656
2017/11/25,45.733
2017/11/26,45.807
2017/11/27,46.009
2017/11/28,45.992
2017/11/29,45.962
2017/11/30,45.87
2017/12/01,45.931
2017/12/02,46.122
2017/12/03,46.185
2017/12/04,47.185
2017/12/05,47.432
2017/12/06,47.787
2017/12/07,46.915
2017/12/08,46.903
2017/12/09,46.877
2017/12/10,46.97
2017/12/11,47.065
2017/12/12,47.168
2017/12/13,47.34
2017/12/14,47.242
2017/12/15,46.952
2017/12/16,47.029
2017/12/17,47.012
2017/12/18,47.012
2017/12/19,47.584
2017/12/20,47.694
2017/12/21,47.698
2017/12/22,47.446
2017/12/23,46.607
2017/12/24,46.517
2017/12/25,46.382
2017/12/26,46.505
2017/12/27,46.586
2017/12/28,46.832
2017/12/29,47.171
2017/12/30,47.215
2017/12/31,46.821
2018/01/01,46.763
2018/01/02,47.357
2018/01/03,48.105
2018/01/04,48.425
2018/01/05,48.859
2018/01/06,48.583
2018/01/07,48.185
2018/01/08,48.641
2018/01/09,48.762
2018/01/10,48.62
2018/01/11,48.564
2018/01/12,48.608
2018/01/13,48.709
2018/01/14,47.862
2018/01/15,48.644
2018/01/16,48.28
2018/01/17,48.1
2018/01/18,48.111
2018/01/19,47.7
2018/01/20,47.075
2018/01/21,47.304
2018/01/22,47.066
2018/01/23,47.017
2018/01/24,46.815
2018/01/25,47.001
2018/01/26,47.001
2018/01/27,46.699
2018/01/28,46.654
2018/01/29,46.997
2018/01/30,47.219
2018/01/31,47.164
2018/02/01,47.579
2018/02/02,47.27
2018/02/03,46.893
2018/02/04,46.947
2018/02/05,46.722
2018/02/06,47.109
2018/02/07,47.16
2018/02/08,46.846
2018/02/09,47.11
2018/02/10,46.805
2018/02/11,47.074
2018/02/12,47.115
2018/02/13,47.045
2018/02/14,47.48
2018/02/15,47.082
2018/02/16,47.115
2018/02/17,46.827
2018/02/18,47.044
2018/02/19,47.412
2018/02/20,47.78
2018/02/21,47.638
2018/02/22,47.541
2018/02/23,47.329
2018/02/24,47.669
2018/02/25,47.636
2018/02/26,47.889
2018/02/27,47.627
2018/02/28,47.489
2018/03/01,47.577
2018/03/02,47.492
2018/03/03,47.282
2018/03/04,47.602
2018/03/05,47.585
2018/03/06,47.563
2018/03/07,47.453
2018/03/08,47.743
2018/03/09,47.554
2018/03/10,47.578
2018/03/11,47.291
2018/03/12,47.965
2018/03/13,47.768
2018/03/14,47.881
2018/03/15,47.702
2018/03/16,47.528
2018/03/17,47.851
2018/03/18,47.49
2018/03/19,47.355
2018/03/20,47.365
2018/03/21,47.497
2018/03/22,47.118
2018/03/23,47.361
2018/03/24,46.938
2018/03/25,47.117
2018/03/26,47.223
2018/03/27,47.663
2018/03/28,47.533
2018/03/29,47.989
2018/03/30,47.626
2018/03/31,47.075
2018/04/01,47.26
2018/04/02,46.883
2018/04/03,47.407
2018/04/04,47.392
2018/04/05,47.118
2018/04/06,47.146
2018/04/07,47.157
2018/04/08,47.112
2018/04/09,47.475
2018/04/10,47.071
2018/04/11,47.714
2018/04/12,48.093
2018/04/13,47.955
2018/04/14,47.991
2018/04/15,47.868
2018/04/16,47.911
2018/04/17,48.514
2018/04/18,48.767
2018/04/19,48.676
2018/04/20,49.291
2018/04/21,48.269
2018/04/22,48.158
2018/04/23,48.957
2018/04/24,49.326
2018/04/25,48.713
2018/04/26,48.419
2018/04/27,49.4
2018/04/28,49.406
2018/04/29,48.66
2018/04/30,49.361
2018/05/01,50.032
2018/05/02,49.446
2018/05/03,49.649
2018/05/04,49.975
2018/05/05,49.266
2018/05/06,49.127
2018/05/07,48.679
2018/05/08,49.337
2018/05/09,49.364
2018/05/10,49.679
2018/05/11,49.232
2018/05/12,49.213
2018/05/13,49.173
2018/05/14,50.019
2018/05/15,49.374
2018/05/16,49.97
2018/05/17,49.568
2018/05/18,50.038
2018/05/19,50.269
2018/05/20,49.993
2018/05/21,49.679
2018/05/22,50.286
2018/05/23,49.902
2018/05/24,50.558
2018/05/25,50.037
2018/05/26,49.453
2018/05/27,50.05
2018/05/28,49.561
2018/05/29,49.948
2018/05/30,50.241
2018/05/31,49.967
2018/06/01,50.133
2018/06/02,50.067
2018/06/03,50.163
2018/06/04,49.772
2018/06/05,50.373
2018/06/06,50.057
2018/06/07,50.012
2018/06/08,49.713
2018/06/09,50.234
2018/06/10,49.997
2018/06/11,49.876
2018/06/12,49.447
2018/06/13,49.167
2018/06/14,49.072
2018/06/15,48.947
2018/06/16,48.309
2018/06/17,48.003
2018/06/18,47.735
2018/06/19,48.879
2018/06/20,48.727
2018/06/21,48.375
2018/06/22,48.772
2018/06/23,48.046
2018/06/24,48.355
2018/06/25,50.013
2018/06/26,49.382
2018/06/27,48.666
2018/06/28,49.303
2018/06/29,49.288
2018/06/30,48.524
2018/07/01,48.771
2018/07/02,48.126
2018/07/03,49.019
2018/07/04,48.818
2018/07/05,49.037
2018/07/06,48.775
2018/07/07,48.959
2018/07/08,49.913
2018/07/09,48.736
2018/07/10,49.279
2018/07/11,48.231
2018/07/12,47.816
2018/07/13,48.106
2018/07/14,47.751
2018/07/15,47.351
2018/07/16,48.923
2018/07/17,48.656
2018/07/18,49.635
2018/07/19,49.371
2018/07/20,49.046
2018/07/21,47.957
2018/07/22,48.115
2018/07/23,48.936
2018/07/24,49.29
2018/07/25,48.682
2018/07/26,49.035
2018/07/27,48.634
2018/07/28,48.076
2018/07/29,47.956
2018/07/30,48.291
2018/07/31,48.616
2018/08/01,49.051
2018/08/02,49.104
2018/08/03,48.654
2018/08/04,48.045
2018/08/05,48.575
2018/08/06,48.643
2018/08/07,49.01
2018/08/08,48.415
2018/08/09,48.621
2018/08/10,48.652
2018/08/11,48.512
2018/08/12,49.376
2018/08/13,49.092
2018/08/14,48.495
2018/08/15,48.4
2018/08/16,48.597
2018/08/17,49.394
2018/08/18,49.06
2018/08/19,48.701
2018/08/20,48.686
2018/08/21,48.466
2018/08/22,48.79
2018/08/23,49.347
2018/08/24,48.618
2018/08/25,48.781
2018/08/26,48.618
2018/08/27,48.667
2018/08/28,49.026
2018/08/29,49.093
2018/08/30,48.93
2018/08/31,48.582
2018/09/01,49.205
2018/09/02,48.034
2018/09/03,49.197
2018/09/04,48.555
2018/09/05,48.654
2018/09/06,47.946
2018/09/07,49.054
2018/09/08,48.872
2018/09/09,49.18
2018/09/10,48.337
2018/09/11,48.37
2018/09/12,48.055
2018/09/13,48.387
2018/09/14,47.902
2018/09/15,48.026
2018/09/16,47.555
2018/09/17,47.829
2018/09/18,48.779
2018/09/19,47.578
2018/09/20,48.468
2018/09/21,47.936
2018/09/22,48.311
2018/09/23,47.992
2018/09/24,48.033
2018/09/25,47.744
2018/09/26,47.752
2018/09/27,48.013
2018/09/28,47.888
2018/09/29,47.905
2018/09/30,47.755
2018/10/01,47.92
2018/10/02,47.253
2018/10/03,48.157
2018/10/04,47.596
2018/10/05,48
2018/10/06,47.051
2018/10/07,46.91
2018/10/08,47.435
2018/10/09,47.692
2018/10/10,47.543
2018/10/11,47.761
2018/10/12,47.546
2018/10/13,47.498
2018/10/14,47.449
2018/10/15,48.23
2018/10/16,48.079
2018/10/17,47.945
2018/10/18,47.836
2018/10/19,48.545
2018/10/20,47.754
2018/10/21,48.064
2018/10/22,48.607
2018/10/23,47.732
2018/10/24,48.132
2018/10/25,48.15
2018/10/26,48.15
2018/10/27,48.356
2018/10/28,48.032
2018/10/29,48.278
2018/10/30,48.928
2018/10/31,47.915
2018/11/01,48.74
2018/11/02,48.74
2018/11/03,48.301
2018/11/04,48.387
2018/11/05,48.714
2018/11/06,48.821
2018/11/07,48.092
2018/11/08,48.845
2018/11/09,48.614
2018/11/10,48.413
2018/11/11,48.339
2018/11/12,47.885
2018/11/13,48.63
2018/11/14,48.868
2018/11/15,48.849
2018/11/16,47.846
2018/11/17,48.524
2018/11/18,48.092
2018/11/19,49.665
2018/11/20,49.384
2018/11/21,48.38
2018/11/22,49.084
2018/11/23,48.568
2018/11/24,48.578
2018/11/25,48.25
2018/11/26,49.068
2018/11/27,49.803
2018/11/28,49.502
2018/11/29,48.611
2018/11/30,49.337
2018/12/01,49.242
2018/12/02,49.194
2018/12/03,49.473
2018/12/04,49.414
2018/12/05,49.636
2018/12/06,49.249
2018/12/07,50.104
2018/12/08,49.598
2018/12/09,48.865
2018/12/10,48.127
2018/12/11,50.018
2018/12/12,49.136
2018/12/13,48.94
2018/12/14,49.748
2018/12/15,48.801
2018/12/16,49.529
2018/12/17,50.955
2018/12/18,51.246
2018/12/19,51.373
2018/12/20,51.321
2018/12/21,51.481
2018/12/22,50.569
2018/12/23,51.162
2018/12/24,50.528
2018/12/25,50.13
2018/12/26,50.189
2018/12/27,50.866
2018/12/28,50.721
2018/12/29,50.18
2018/12/30,50.922
2018/12/31,50.56
2019/01/01,51.064
2019/01/02,50.441
2019/01/03,53.951
2019/01/04,54.199
2019/01/05,53.434
2019/01/06,53.782
2019/01/07,53.493
2019/01/08,53.976
2019/01/09,53.415
2019/01/10,53.839
2019/01/11,53.859
2019/01/12,54.116
2019/01/13,53.007
2019/01/14,53.068
2019/01/15,53.171
2019/01/16,54.114
2019/01/17,53.713
2019/01/18,53.027
2019/01/19,52.296
2019/01/20,53.156
2019/01/21,58.255
2019/01/22,58.475
2019/01/23,59.29
2019/01/24,57.945
2019/01/25,57.673
2019/01/26,58.182
2019/01/27,58.605
2019/01/28,59.908
2019/01/29,60.05
2019/01/30,58.875
2019/01/31,59.058
2019/02/01,59.904
2019/02/02,58.621
2019/02/03,59.397
2019/02/04,58.25
2019/02/05,58.63
2019/02/06,58.711
2019/02/07,58.338
2019/02/08,58.266
2019/02/09,58.504
2019/02/10,64.619
2019/02/11,65.642
2019/02/12,64.212
2019/02/13,65.24
2019/02/14,65.269
2019/02/15,65.35
2019/02/16,64.128
2019/02/17,64.984
2019/02/18,63.942
2019/02/19,62.366
2019/02/20,62.825
2019/02/21,62.655
2019/02/22,62.797
2019/02/23,60.919
2019/02/24,61.907
2019/02/25,62.068
2019/02/26,61.368
2019/02/27,61.368
2019/02/28,60.038
2019/03/01,46.194
2019/03/02,44.424
2019/03/03,44.538
2019/03/04,44.517
2019/03/05,44.337
2019/03/06,44.488
2019/03/07,44.33
2019/03/08,44.586
2019/03/09,44.633
2019/03/10,44.083
2019/03/11,44.72
2019/03/12,44.453
2019/03/13,44.734
2019/03/14,44.636
2019/03/15,44.627
2019/03/16,44.26
2019/03/17,44.768
2019/03/18,45.021
2019/03/19,44.809
2019/03/20,44.552
2019/03/21,45.112
2019/03/22,44.945
2019/03/23,44.847
2019/03/24,44.842
2019/03/25,44.859
2019/03/26,45.263
2019/03/27,44.798
2019/03/28,45.28
2019/03/29,45.303
2019/03/30,45.293
2019/03/31,45.071
2019/04/01,45.057
2019/04/02,45.431
2019/04/03,45.558
2019/04/04,45.207
2019/04/05,45.103
2019/04/06,44.979
2019/04/07,44.861
2019/04/08,45.075
2019/04/09,45.149
2019/04/10,45.016
2019/04/11,45.463
2019/04/12,45.278
2019/04/13,44.946
2019/04/14,45.333
2019/04/15,45.221
2019/04/16,45.447
2019/04/17,45.624
2019/04/18,45.486
2019/04/19,45.25
2019/04/20,45.775
2019/04/21,45.265
2019/04/22,45.483
2019/04/23,46.378
2019/04/24,45.826
2019/04/25,45.416
2019/04/26,45.508
2019/04/27,45.375
2019/04/28,45.96
2019/04/29,45.601
2019/04/30,45.871
2019/05/01,45.569
2019/05/02,45.725
2019/05/03,46.422
2019/05/04,45.335
2019/05/05,46.297
2019/05/06,46.481
2019/05/07,46.274
2019/05/08,46.673
2019/05/09,46.503
2019/05/10,46.058
2019/05/11,46.354
2019/05/12,46.086
2019/05/13,46.658
2019/05/14,45.999
2019/05/15,45.993
2019/05/16,46.888
2019/05/17,46.297
2019/05/18,46.555
2019/05/19,46.667
2019/05/20,46.931
2019/05/21,47.003
2019/05/22,46.609
2019/05/23,47.131
2019/05/24,46.726
2019/05/25,45.905
2019/05/26,46.595
2019/05/27,46.845
2019/05/28,47.215
2019/05/29,46.012
2019/05/30,47.656
2019/05/31,46.578
2019/06/01,47.327
2019/06/02,47.204
2019/06/03,47.649
2019/06/04,47.154
2019/06/05,47.175
2019/06/06,46.841
2019/06/07,47.59
2019/06/08,47.647
2019/06/09,47.446
2019/06/10,46.946
2019/06/11,47.342
2019/06/12,47.479
2019/06/13,47.187
2019/06/14,47.238
2019/06/15,47.545
2019/06/16,47.098
2019/06/17,47.508
2019/06/18,47.598
2019/06/19,47.408
2019/06/20,47.401
2019/06/21,47.896
2019/06/22,47.044
2019/06/23,47.47
