Date,activeaddresses3std
2016/01/01,326.771
2016/01/02,223.054
2016/01/03,107.794
2016/01/04,135.414
2016/01/05,87.924
2016/01/06,162.295
2016/01/07,329.925
2016/01/08,196.586
2016/01/09,204.12
2016/01/10,180.313
2016/01/11,370.092
2016/01/12,281.261
2016/01/13,246.091
2016/01/14,341.319
2016/01/15,367.784
2016/01/16,450.707
2016/01/17,560.791
2016/01/18,500.93
2016/01/19,481.55
2016/01/20,516.12
2016/01/21,558.018
2016/01/22,458.162
2016/01/23,555.863
2016/01/24,764.372
2016/01/25,683.388
2016/01/26,636.902
2016/01/27,415.379
2016/01/28,465.839
2016/01/29,423.522
2016/01/30,164.86
2016/01/31,150.793
2016/02/01,221.636
2016/02/02,285.584
2016/02/03,130.816
2016/02/04,232.375
2016/02/05,615.732
2016/02/06,806.389
2016/02/07,792.963
2016/02/08,626.836
2016/02/09,725.238
2016/02/10,1575
2016/02/11,2944
2016/02/12,1797
2016/02/13,1684
2016/02/14,1029
2016/02/15,689.472
2016/02/16,275.783
2016/02/17,184.335
2016/02/18,214.876
2016/02/19,207.81
2016/02/20,386.376
2016/02/21,827.319
2016/02/22,937.117
2016/02/23,42.594
2016/02/24,62.546
2016/02/25,630.421
2016/02/26,699.212
2016/02/27,691.021
2016/02/28,566.554
2016/02/29,907.148
2016/03/01,1159
2016/03/02,1507
2016/03/03,1386
2016/03/04,589.412
2016/03/05,1647
2016/03/06,1540
2016/03/07,2429
2016/03/08,1954
2016/03/09,1496
2016/03/10,919.508
2016/03/11,957.934
2016/03/12,1108
2016/03/13,1171
2016/03/14,527.04
2016/03/15,530.08
2016/03/16,360.815
2016/03/17,276.526
2016/03/18,1399
2016/03/19,1332
2016/03/20,1335
2016/03/21,170.208
2016/03/22,120.547
2016/03/23,782.831
2016/03/24,750.497
2016/03/25,590.271
2016/03/26,391.278
2016/03/27,895.752
2016/03/28,1128
2016/03/29,1702
2016/03/30,2178
2016/03/31,1672
2016/04/01,2160
2016/04/02,577.499
2016/04/03,376.618
2016/04/04,1038
2016/04/05,1147
2016/04/06,841.247
2016/04/07,1050
2016/04/08,1414
2016/04/09,1430
2016/04/10,1500
2016/04/11,655.582
2016/04/12,671.336
2016/04/13,1037
2016/04/14,589.416
2016/04/15,951.28
2016/04/16,555.375
2016/04/17,769.376
2016/04/18,784.66
2016/04/19,98.716
2016/04/20,322.797
2016/04/21,316.7
2016/04/22,319.278
2016/04/23,296.083
2016/04/24,561.047
2016/04/25,573.455
2016/04/26,160.967
2016/04/27,204.242
2016/04/28,423.814
2016/04/29,2266
2016/04/30,7268
2016/05/01,5451
2016/05/02,4472
2016/05/03,3026
2016/05/04,3273
2016/05/05,474.011
2016/05/06,276.32
2016/05/07,607.061
2016/05/08,1664
2016/05/09,2234
2016/05/10,752.565
2016/05/11,1937
2016/05/12,2321
2016/05/13,2230
2016/05/14,2208
2016/05/15,2935
2016/05/16,2112
2016/05/17,1764
2016/05/18,4143
2016/05/19,2431
2016/05/20,1951
2016/05/21,1789
2016/05/22,2313
2016/05/23,3509
2016/05/24,3575
2016/05/25,1122
2016/05/26,6515
2016/05/27,5426
2016/05/28,8666
2016/05/29,11235
2016/05/30,13159
2016/05/31,1379
2016/06/01,1137
2016/06/02,1429
2016/06/03,526.534
2016/06/04,926.612
2016/06/05,695.617
2016/06/06,1135
2016/06/07,1028
2016/06/08,458.004
2016/06/09,628.849
2016/06/10,655.904
2016/06/11,3354
2016/06/12,4133
2016/06/13,6945
2016/06/14,3597
2016/06/15,2692
2016/06/16,3586
2016/06/17,9461
2016/06/18,9137
2016/06/19,4944
2016/06/20,4451
2016/06/21,1482
2016/06/22,2421
2016/06/23,3585
2016/06/24,4068
2016/06/25,2130
2016/06/26,3015
2016/06/27,3068
2016/06/28,2352
2016/06/29,1940
2016/06/30,1404
2016/07/01,799.042
2016/07/02,466.762
2016/07/03,375.749
2016/07/04,970.875
2016/07/05,1036
2016/07/06,672.774
2016/07/07,541.297
2016/07/08,663.028
2016/07/09,752.086
2016/07/10,832.771
2016/07/11,185.069
2016/07/12,665.046
2016/07/13,2545
2016/07/14,3047
2016/07/15,2983
2016/07/16,1250
2016/07/17,3678
2016/07/18,2819
2016/07/19,7979
2016/07/20,6920
2016/07/21,2080
2016/07/22,2443
2016/07/23,2532
2016/07/24,6175
2016/07/25,6120
2016/07/26,6770
2016/07/27,6722
2016/07/28,6385
2016/07/29,6262
2016/07/30,4935
2016/07/31,2176
2016/08/01,1735
2016/08/02,805.85
2016/08/03,1103
2016/08/04,1134
2016/08/05,2056
2016/08/06,2683
2016/08/07,990.163
2016/08/08,889.21
2016/08/09,3000
2016/08/10,2453
2016/08/11,2346
2016/08/12,3284
2016/08/13,4179
2016/08/14,712.749
2016/08/15,1062
2016/08/16,3130
2016/08/17,2669
2016/08/18,2858
2016/08/19,361.539
2016/08/20,355.836
2016/08/21,175.707
2016/08/22,539.524
2016/08/23,2176
2016/08/24,2236
2016/08/25,2052
2016/08/26,1926
2016/08/27,1553
2016/08/28,294.446
2016/08/29,1081
2016/08/30,1124
2016/08/31,1734
2016/09/01,2230
2016/09/02,481.402
2016/09/03,2187
2016/09/04,1958
2016/09/05,148.003
2016/09/06,620.89
2016/09/07,1337
2016/09/08,3409
2016/09/09,3492
2016/09/10,3094
2016/09/11,730.394
2016/09/12,1145
2016/09/13,540.741
2016/09/14,580.278
2016/09/15,608.541
2016/09/16,1192
2016/09/17,682.967
2016/09/18,2609
2016/09/19,2016
2016/09/20,8200
2016/09/21,7055
2016/09/22,9470
2016/09/23,4181
2016/09/24,1314
2016/09/25,447.733
2016/09/26,666.842
2016/09/27,291.737
2016/09/28,1019
2016/09/29,1047
2016/09/30,520.932
2016/10/01,1022
2016/10/02,2229
2016/10/03,1815
2016/10/04,6088
2016/10/05,4383
2016/10/06,970.048
2016/10/07,4531
2016/10/08,4047
2016/10/09,2307
2016/10/10,3215
2016/10/11,3667
2016/10/12,11162
2016/10/13,10701
2016/10/14,8493
